B.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	kiel vi planas solvi tion?	आप इसे कैसे हल करने की योजना बना रहे हैं?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	स्वर्ण मुकुट दिखाया	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	अच्छा, मैं तुम्हें जल्द ही दिखाऊंगा	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	लेकिन पहले और चाय	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	क्या आप भी चाहते हैं?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	हाँ धन्यवाद	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	उसी कैफे में'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	कुछ न कुछ चलता रहता है, चलता रहता है	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	एक योजना, योजना बनाना, योजना बनाना	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	वह और वह योजना बनाना जारी रखते हैं	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	कृपया, आपकी चाय यहाँ है	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	इसी बीच मेरी नजर निमंत्रण पर पड़ी	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	IJK के निमंत्रण को देखा	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	मैं बहुत कुछ समझता हूं, लेकिन सब कुछ नहीं	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	ठीक है ठीक है, बस पूछो	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	यहाँ चीजें हैं	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	स्पष्ट बातें	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	जो बातें भ्रमित करने वाली हैं	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	मुझे भ्रमित कर रहे हैं	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	शामिल होने के लिए, एक पंजीकरण फॉर्म	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	विश्व एस्पेरान्तो युवा संगठन	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	पेपो, एक पक्षी जो तेजो का प्रतिनिधित्व करता है	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	रहने के लिए, रहने के लिए जगह (एक आवास)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	बड़े पैमाने पर लोगों के लिए एक आवास	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	पंजीकरण फॉर्म पंजीकरण करने का एक उपकरण है	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	एक सदस्यता प्रपत्र जिसमें आप अपना नाम, पता आदि लिखते हैं	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	लंबा, एक संक्षिप्त रूप	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	विश्व एस्पेरान्तो युवा संगठन का संक्षिप्त रूप	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	पेपो TEJO का अजीब पक्षी है	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	सामूहिक आवास वह स्थान है जहाँ बहुत से लोग ठहरते हैं	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	एक नींद, एक नींद की गोली, एक स्लीपिंग बैग	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	आमतौर पर वहां किसी को स्लीपिंग बैग की जरूरत होती है	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	आपने बहुत जल्दी समझा दिया	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	मैं सब कुछ नहीं पकड़ पाया	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	उतना महत्वपूर्ण नहीं है	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	मुझे लगता है कि यह अब बहुत महत्वपूर्ण नहीं है	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	बाद में हम और बात कर सकते हैं	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	IJK आमंत्रण के बारे में और अधिक बात करने के लिए	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	तो आप अभी यात्रा की योजना बनाना चाहते हैं, है ना?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	हाँ, ख़ुशी से	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	तो आप देखेंगे कि ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	इतना खर्च आएगा	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	देखूंगा कि यात्रा में इतना खर्च नहीं आएगा	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	मैं जानना चाहता हूँ	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	मैं ~ के बारे में जानना चाहता हूं	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	आप रात्रि विश्राम का समाधान कैसे करेंगे	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	क्योंकि मेरे पास पैसे नहीं हैं	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	एक युवा छात्रावास	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	किसी होटल या यूथ-हॉस्टल के लिए पैसा है	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	यहाँ समाधान है	here's the solution	grupo	alternativoj	prononco
level	pasporto	पासपोर्ट	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	पासपोर्ट सेवा, एस्पेरेंटिस्ट्स होम स्टे	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	&quot;पासपोर्ट सेवा&quot; नाम से पुस्तिका	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	किसलिए सेवा?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	हम जैसे लोगों के लिए	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	अनुभव करना, एक विशेषज्ञ	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	जो लोग यात्रा करना और देशों का अनुभव करना पसंद करते हैं	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	कमाना और खर्च करना	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	बहुत सारा पैसा खर्च किए बिना	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	एक सेवा, वह सेवा, वह सेवा	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	अच्छा, और वह सेवा कैसे काम करती है?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	मैं देखता हूं कि पुस्तिका में ~ है	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	बहुत सारे पते	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	कई देशों के कई पते हैं	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	ठीक है, हाँ!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	आप पर निर्भर	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	वे सब, वे सब	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	वास्तव में वे सभी आपके निपटान में हैं!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	मतलब, मतलब	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;मेरे निपटान में&quot;, इसका क्या मतलब है?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	इसका मतलब है ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	अतिथि को, अतिथि को, अतिथि को आतिथ्य करना	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	तैयार है, तैयार है, तैयार हो जाओ!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	उन पतों पर लोग आपकी मेजबानी करने के लिए तैयार हैं	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	(किसी व्यक्ति) को जानना, ज्ञात होना, ज्ञात होना	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	और आपको उनके क्षेत्र से परिचित होने में मदद करेंगे	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	इसका मतलब है कि लोग आपकी मेजबानी करने और मदद करने को इच्छुक हैं	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	दिलचस्प लगता है!	sounds interesting!	grupo	alternativoj	prononco
level	do	इसलिए	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	कोई अन्य एस्पेरांतवादियों के घर में रहता है, है ना?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	पासपोर्ट सेवा के साथ कई अनुभव	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	मुझे कई दिलचस्प अनुभव हुए	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	मैंने इसे तीन महाद्वीपों पर प्रयोग किया है	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(यह) खराब काम करता है	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	और अब तक (इसने) बहुत अच्छा काम किया है	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	महान! हम कहाँ जा रहे हैं?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	तो, मेरी योजना यह है कि हम ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	आता है, आ गया	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	एक सफल यात्रा के बाद	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	दो शहरों में पासपोर्ट सेवा का उपयोग करने के बाद	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	वे एक सफल यात्रा के बाद पहुंचते हैं	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	देखो, देखो!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	वहाँ पर एक बड़ा एस्पेरान्तो झंडा है	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	&quot;आईजेके में आपका स्वागत है!&quot; पाठ वाला एक चिन्ह।	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	हाँ, और इसके नीचे ~ है	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	हुर्रे!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	तो हम अंततः आ गए	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	मैं बहुत थका हुआ और भूखा हूं	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	क्या आपको लगता है हम कर सकते हैं~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	कुछ खाने के लिए	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	क्या आपको लगता है कि हम तुरंत कुछ खा सकते हैं?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	मुझे शक है कि	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	हमें पहले स्वीकार किया जाना चाहिए	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	रिसेप्शन डेस्क पर स्वीकार किया जाना चाहिए	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	और वह लंबे समय तक चल सकता है	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	मेरे अनुभव में लंबे समय तक टिकने के लिए	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	अफ़सोस!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	क्या वह रिसेप्शन के लिए लाइन है?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	मुझे भी डर है	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	करना ~ पूरी तरह से सही नहीं है	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	शाम को पहुंचने के लिए बिल्कुल उपयुक्त है	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	हम लोगों से चैट कर सकते हैं	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	लेकिन हम लाइन में लगे लोगों से बातचीत कर सकते हैं	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	देखो, मुझे रूस का एक मित्र दिखाई दे रहा है!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	मुझे भूख लगी है, मैं खाना चाहता हूं	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	लगभग 2 घंटे बाद	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	नए और पुराने दोस्तों के अनुरूप	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	स्थानीय कांग्रेस समिति	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	स्थानीय कांग्रेस समिति में एक सदस्य	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	स्वागत है, आप कौन हैं?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	किस देश से?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	क्या आपने पूर्व भुगतान किया?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	कृपया दिखाएं	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	यदि हाँ, तो कृपया रसीद दिखाएँ	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	क्या आप TEJO के सदस्य हैं?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	किसी बूथ पर सदस्य बनने के लिए	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	यदि नहीं, तो आप अगले बूथ पर शामिल हो सकते हैं	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	यहां अग्रिम भुगतान की रसीदें हैं	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	सदस्यता कार्ड और हमारे पासपोर्ट	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	बहुत अच्छा	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	तो, मैं देख रहा हूं कि आप सामूहिक आवास (दुर्घटना स्थल) में रहेंगे	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	और यूथ हॉस्टल में खाना खाएंगे	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	क्या वे जानकारी सही हैं?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	हां बढ़िया	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	कार्यक्रम, मानचित्र आदि के साथ एक बैग	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	आप भुगतान करके प्रोग्राम, मानचित्र आदि वाला एक बैग प्राप्त कर सकते हैं	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	लाल बूथ पर, वहाँ	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	अच्छा धन्यवाद	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	थका हुआ लेकिन स्वस्थ दिखता हूं	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	वे लोग सचमुच थके हुए लग रहे थे	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	और बहुत दयालु नहीं थे	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	आप ठीक कह रहे हैं	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	लेकिन याद रखें ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	8 घंटे काम कर रहे हैं	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	एलकेके शायद आठ घंटे से काम कर रहा है	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	बिना ज्यादा रुके	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	लेकिन याद रखें कि एलकेके बिना रुकावट के काम करता है	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	सप्ताह के दौरान बातचीत	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	मुझे यकीन है कि ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	मुझे यकीन है कि वे दयालु होंगे	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	वे अधिक दयालु और अधिक बातूनी होंगे	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	आइए इसे खोजें	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	खैर, अब सामूहिक आवास की जगह ढूंढते हैं	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	और फिर मुझे कुछ खाने को चाहिए	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	क्या आपने लड़की को TEJO बूथ पर देखा?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	हाँ, उसके बारे में क्या?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	क्या आप उसे जानते हो?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	दुर्भाग्यवश नहीं	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	लेकिन वह बहुत सुंदर है, है ना?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	मैं सहमत हूं	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	हालाँकि ठीक से समझ नहीं आता	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	मैं सहमत हूं लेकिन मुझे समझ नहीं आता	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	क्या आपको महिलाएं पसंद हैं?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	हाँ, मैं आपको पहले बताना चाहता हूँ	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	लेकिन किसी कारणवश ऐसा नहीं हुआ	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	मेरे पास अभी भी कोई विकल्प नहीं है	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	पहलू आदि	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	क्या तुम हो, क्या तुम हो?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	हां, मैं समलैंगिक हूं	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	कोई लेस्बियन भी कह सकता है	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	अच्छा, मुझे बिल्कुल पता नहीं था	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	लेकिन मुझे ख़ुशी है कि आपने कहा	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	वास्तव में मुझे ख़ुशी है कि आप समलैंगिक हैं	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	आप सबसे दयालु और अच्छी समलैंगिक हैं	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	सबसे अच्छी समलैंगिक जिसे मैं जानता हूँ	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	धन्यवाद! क्या आप दूसरों को जानते हैं?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	लेकिन आप यह कैसे जानते हैं?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	वह लड़की पुरुषों को पसंद करती है!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	किसी भी मामले में मेरा मानना है कि लड़कियां पुरुषों को पसंद करती हैं!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	वो लड़की जिसके बारे में आप बात कर रहे थे	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	हम देखेंगे	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	सामूहिक आवास स्थान में (एक दुर्घटना स्थान)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	शुभ प्रभात!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	क्या आपको अच्छी नींद आई?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	शायद ही देखें	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	इसके विपरीत, मैं मुश्किल से सो पाता था	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	लेकिन क्यों?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	शायद आप अपने पहले IJK दिन को लेकर घबराये हुए थे?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ज़रूरी नहीं	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	सारी रात, सारी रात	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	बहुत जोर से खर्राटे लेने लगा	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	बस पूरी रात किसी ने बहुत जोर से खर्राटे लिए	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	मुझे परेशान मत करो	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	और इसने मुझे बहुत परेशान किया	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	क्या तुमने वह नहीं सुना?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	बिल्कुल नहीं, मैं गहरी नींद सोया	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	क्या मैं आपको यह बताना भूल गया ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	कान, प्लग करने के लिए, कान प्लग	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	यह इयरप्लग का उपयोग करने लायक है	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~ का उपयोग करने लायक है	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	आपको बताया कि इयरप्लग का उपयोग करना उचित है	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	जब आप सामूहिक आवास (दुर्घटना स्थल) पर सोते हैं	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	बिल्कुल हाँ	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ओह, बेचारी कैटी!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	आप किसके बारे में बात कर रहे हैं?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	आपके बारे में	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	दुलारना, दुलारना नाम, उपनाम	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	-ĉjo या -njo के साथ, एस्पेरान्तो में उपनाम बनाना संभव है	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	आह, हाँ, मैंने एक बार इसके बारे में पढ़ा था	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	और फिर आप इंजो होंगे?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	अगर तुम चाहो तो वहां जाओ	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	अब समय क्या है?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	दस बजने में पाँच मिनट हो चुके हैं	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	दस से पांच मिनट पहले, या नौ पचपन	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	मारा या चूक गए?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	आपने नाश्ता मिस कर दिया	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	ओह नहीं!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	क्या आप संतुष्ट हैं ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	और मैं जो बहुत भूखा हूं	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	अगर तुम जल्दी करो	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	कम से कम ओपनिंग तो कर ही सकते हैं	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	कांग्रेस का उद्घाटन	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	आप कम से कम सम्मेलन का उद्घाटन कर सकते हैं	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	यह कब होगा?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	सवा दस बजे	at a quarter past ten	grupo	alternativoj	prononco
