A.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	tie staris antaŭ la foto	tur stāvēja fotogrāfijas priekšā	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	Man tāds ir	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	kas tev ir rokā?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	priekšā vai aizmugurē?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	pirms vai pēc?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	tur aiz durvīm	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	citi, citi cilvēki	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	vēstules no citiem	letters from others	grupo	alternativoj	prononco
level	falis el la mano	izkrita no rokas	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	uz galda, uz galda	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	tas nokrita uz galda	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	lūdza piedošanu	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	meklēja piecas grāmatas	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	piedod, es meklēju savu grāmatu.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	bet tu labi zini	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	nav uz mana galda	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	tavas grāmatas nav uz mana galda	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	atkal iedeva, atdeva	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	atdod man vēstuli	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	saņēma labu mācību	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	tālāk mazgājās, ēda vēl	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	vairs nelasīšu	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Es arī saņēmos	I also received	grupo	alternativoj	prononco
level	devas fermi	ir jāslēdz	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Man labi jānoslēdz	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	cieši aizvēra durvis	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	nomierinies, nomierinies	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	dzirdēja, bet neklausīja	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	dzirdēja mierīgu skaņu	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	pie manis ir 4 kabatas	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	desmit dienas pēc pēdējās nodarbības	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	starp diviem galdiem	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	trīs burti, seši papīri	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	no galvas līdz kājām	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	četri, ceturtie, kvartets, ceturtdaļa	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	kur pazuda trijotne	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	pieci pirksti abās rokās	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	pats, sava kabata	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	salikt, salikt kopā, savienojumu	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	ielikt savā kabatā	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	divsimt tautu pasaulē	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	paņēma, atņēma	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	paņēma septiņas no savām deviņām grāmatām	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	aizbraukt, pamests	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	liec mani mierā un mierā	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tūkstoši astoņi simti astoņdesmit septiņi (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	tasi tējas	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	kāds izmazgāja astoņas tases	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	divi tūkstoši deviņpadsmit (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	viņš nomazgājās	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	savs ķermenis, savs īpašums	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	uz galda kaķis gulēja	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	kaķis uzlēca uz galda	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	zālē, zālē	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	iekrita viņam rokā	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	strādāt, izstrādāt	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	lai izstrādātu šo grāmatu	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	zina, grib zināt, zinātkāre	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	divvalodība, divvalodība	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	brīnās par trīsvalodu apguvēju	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	aizgāja, atgriezās	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	kaķi atgriezās savās (pašu) mājās	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	maisā, maisā	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	ieliec to savā somā	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	kāja, pastaigas, gājējs	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	desmit dienas viņi staigāja	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	ņemt, izņemt	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	skaisti ziedi, paņēma skaistus ziedus	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	viņš izņēma tikai skaistus ziedus	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	atvēra, bet uzreiz aizvēra	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	gadā atklāja starptautisku sanāksmi	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	publicēts un izplatīts	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	izdevējs izdeva divdesmit trīs grāmatas	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	atgriezās un atkal ieraudzīja savu dēlu	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	divi tūkstoši divdesmit trešajā gadā (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	veikalā ienāca (iekšā) kungs	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	automašīnu veikals	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	tur viņš ierauga dāmu	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	dārgās dāmas un kungi	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	tas mani iepriecināja (man patīk)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	dāma viņu iepriecināja (viņam patika dāma)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	ieraudzīja skaisto dāmu	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	kurš viņu iepriecināja? (kurš viņam patika?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	sieviete, kura mani iepriecināja	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	tas, kurš iegāja mājā	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	cilvēks, kurš to ziedoja	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	viņš uzdāvināja sievai gredzenu	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	viņai patika gredzens	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	sieva, kurai patika gredzens	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	veikalā strādā pārdevējs	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	automašīnu pārdevējs	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	kungs jautāja pārdevējam	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	kura mašīna tev patīk?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	kādu auto izvēlēsies?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Es izvēlējos to mašīnu	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	tas ir labāk	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	labāk par šo	better than this	grupo	alternativoj	prononco
level	plej bona el ili	labākais no tiem	best of them	grupo	alternativoj	prononco
level	estas la plej bona	ir labākais	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	kura mašīna ir labākā?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	šī mašīna ir labāka	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	šis ir labākais	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	redzēju visas mašīnas	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	labākais no visiem	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	vai tas ir ātri?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	ātrāk nekā citi	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	ir arī spēcīgs	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ak jā, protams!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	ir ļoti spēcīga	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	noteikti tas ir stiprs	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	ir arī dārgi	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	visdārgākais no visiem	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	lēts, bet spēcīgs	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	žēl un žēl (vērts žēl)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	diemžēl nepirkšu	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	ir neveiksmīga lieta	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	viņš nopirka jaunu automašīnu	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	jo man nav naudas	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	mana vecā mašīna	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	lētākais no visiem	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Es tur braukšu	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	joprojām brauks ar to	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	visu dienu	all day long	grupo	alternativoj	prononco
level	dum li diris tion	kamēr viņš to teica	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	viņš atkal paskatījās uz viņu	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	bet pārdevējs teica	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	būtu labāk, ka ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	paskaties uz šo dāmu	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	tas arī ir ļoti dārgi	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Es esmu viņas vīrs	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	cik maksāja tavs ceļojums?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	klausies savas sievas dziesmu	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	neaizmirstiet, ka tas maksā daudz	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	viņš divas stundas palīdzēja pārdevējam	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	vairāk nekā trīs gadus	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	segt, vākt, atklāt (atklāt)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	iemesls, ko viņš vēl nav atklājis	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	kāpēc tu sāki sūtīt vēstules?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	astoņus mēnešus viņš tur dzīvoja	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	nebija laika klausīties	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	mašīna jau bija pilna	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	ko tu ēd	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	kāds ārā laiks?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	kāda mašīna tev ir?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	kādas bija viņas vēstules?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	Kur mēs esam?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	kur tu dosies?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	kam tu to iedevi?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	vīrietis, ar kuru jūs ceļojāt	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	lielāks par mašīnu	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	garākais no tiem cilvēkiem	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	viņš sēdēja pie vakariņām	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	viņa raksta, kamēr viņš lasa	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	šeit, šajā istabā	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	šis kungs	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	ziņa, ko vērts noklausīties	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	grāmata tiešām ir lasīšanas vērta	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	neveiksmīga lieta	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	diemžēl es nevaru	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	esi laipni aicināts. tas bija mans prieks	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	maza skaista meitene ir ļoti skaista	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	visi draugi viņu mīl	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	pirms trim mēnešiem	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	ar viņu notika kaut kas slikts	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	viņa nokrita automašīnas dēļ	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	saslima un paaugstinājās temperatūra	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	māte teica, ka viņai vajadzētu atpūsties	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	viņai jāpaliek mājās	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	viņa izsauks ārstu	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	deviņos	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	rīts pienāca astoņos	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	septiņos rīt vakarā	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	parādīja rokas	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	kleita, ģērbjas	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	ģērbieties un sasildiet ķermeni	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	mājās uzreiz izģērbās un nomazgājās	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	ārsts visu apskatīja	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	kārtīgi paskatījās un beidzot teica	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	palikt mājās nedēļu	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	vēlas, lai tu būtu mierīgs	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	pēc vienas nedēļas	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	tu jutīsies labāk	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	dzert daudz tējas	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	nāks pie tevis vēlreiz	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	lai viņš arī ir mierīgs	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	vesels cilvēks, vesels cilvēks	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	parūpējās par sevi	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	viss man noderēja uzreiz	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	pamanīju, ka netālu ir briesmīga lieta	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	lūdza to nekavējoties pamanīt	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	uzskatīja, ka tas nav vajadzīgs	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	dzīvoja netālu, un tas bija noderīgi	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	mūsu valsts šodien kļuva pārbijusies	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	mīļie bērni no visām ģimenēm	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	vienreiz vakar, divreiz rīt	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	šodien ģimenēm ir vajadzīgi bērni	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	cerēju, ka rīt būs labi	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	viņš jutās (ir bijis) ļoti mierīgs	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	trīs mazie pacēla kalnu	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	svarīgi cilvēki nelūdza palīdzību	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	gāja tur, lai palīdzētu	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	palieciet mājās, ja temperatūra ir augsta	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperatūra šodien saglabājās līdzīga	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	zvaniet ārstam deviņos	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	parādiet to savam ārstam	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	lai parādītu savu kāju	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	valkā šo kreklu	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	nedēļas nogalē viss nomierināsies	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	ko tu atradi zem tējas krūzes?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Es gribu rīta tēju	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	cerēja uz klusu vakaru	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	vēlas, lai tu mācies	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	uzstāja, lai es eju	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	kurā stundā?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	sešos viņš nāks	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	librets bija burvīgs	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	esi kluss	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	lai viņš klusē	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	viņš arī	he too	grupo	alternativoj	prononco
level	mi deziras	Es gribu (vēlu)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Es novēlu (vēlos), ka ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	ka tu mācies	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Es gribu, lai tu mācies	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	tēvs uzstāj	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	tēvs uzstāj, ka ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	ka es eju	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	tēvs uzstāj, lai es eju	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	kurā stundā	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	cikos tu nāc?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	pulksten piecos (pulkstenis)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	pulksten piecos	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	kā viņam iet?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	kā tev klājas pēdējā laikā?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	mazās grāmatas ir skaistas	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	buklets, skaistas grāmatas	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	skaista, mazliet skaista, ļoti skaista	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	silts, remdens, ļoti karsts	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	liela grāmata, buklets	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	labi, lieliski, labi	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	bagāts, kļūsti bagāts, bagāts cilvēks	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	nomierināties, nomierināties, nomierināties	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	vesels, kļūt dziedināts, kļuvis dziedināts	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	vīrs, laulība, precējies	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	vēstuļu pastnieks	a letter postman	grupo	alternativoj	prononco
level	hejmlando	dzimtene	a homeland	grupo	alternativoj	prononco
level	iom, iomete	nedaudz, nedaudz	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	mums bija lieliskas vakariņas	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	cerams, parūpējies par sevi	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Man rūpēja kvalitatīvs mājoklis	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	padomā divreiz, daudzas reizes	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	kurš noņēma bukletu?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	kaķis vārdā Cēzars	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	kūka, kas atrodas uz galda	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	ēst kūku, kas ir uz galda	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	kļuva karsts un nosarka	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	tēvs vēlas, lai viņa bērns ēd	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	mazā istabā	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	mēs dzīvojam ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Es kļuvu satraukta	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	tajā laikā, kad es tevi redzēju	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	visi to pamanīja	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	tas, ka viņa ir skaista	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	vai tu to gribi ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	lai varu jums parādīt	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	gribi, lai es parādu?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	mana jaunākā grāmata (mērķis)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	rīt no rīta, ko tu gribi?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	brokastoju vēlu	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	kad atbrauks Marks?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	pulksten piecos vai astoņos	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	kad tu to pamanīji ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
