C.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	odori	a mirosi, a emana un miros, a mirosi	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	un curs, o clasă	a course, a class	grupo	alternativoj	prononco
level	supre	deasupra, deasupra, deasupra capului	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	un student, un cursant	a student, a learner	grupo	alternativoj	prononco
level	verko	o lucrare (de scriere)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	o femeie care învață (eleva)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	viitoare, următoare	upcoming, next	grupo	alternativoj	prononco
level	jupo	o fustă	a skirt	grupo	alternativoj	prononco
level	kuzo	un văr (mascul)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	un autobuz (=buso)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	un patrat	a square	grupo	alternativoj	prononco
level	produkto	un produs	a product	grupo	alternativoj	prononco
level	produkti	a produce, a suporta	to produce, to bear	grupo	alternativoj	prononco
level	banko	o banca	a bank	grupo	alternativoj	prononco
level	donaco	un cadou, un cadou	a gift, a present	grupo	alternativoj	prononco
level	gardi	a păzi, a păstra, a îngriji	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	fix	fixed	grupo	alternativoj	prononco
level	volonte	de bunăvoie (din inimă)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	tare	loud	grupo	alternativoj	prononco
level	fadeno	un fir	a thread	grupo	alternativoj	prononco
level	gusto	un gust	a taste	grupo	alternativoj	prononco
level	leginte	dupa citit	after reading	grupo	alternativoj	prononco
level	enironte	în timp ce era pe punctul de a intra	while about to enter	grupo	alternativoj	prononco
level	dato	data, o intalnire	date, a date	grupo	alternativoj	prononco
level	fundo	jos, fundație	bottom, foundation	grupo	alternativoj	prononco
level	radiko	o rădăcină	a root	grupo	alternativoj	prononco
level	bonvole -u	te rog (~u)	please (~u)	grupo	alternativoj	prononco
level	signifo	un sens, o semnificație	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	a fixa, a fixa	to fix, to fasten	grupo	alternativoj	prononco
level	vana	zadarnic, inutil	vain, useless	grupo	alternativoj	prononco
level	vaporo	abur, vapori	steam, vapor	grupo	alternativoj	prononco
level	rakonto	o narațiune, o poveste	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	te rog (~i)	please (~i)	grupo	alternativoj	prononco
level	figuro	o figură, o imagine, o imagine	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	argint	silver	grupo	alternativoj	prononco
level	ĝirafo	o girafă	a giraffe	grupo	alternativoj	prononco
level	ĉarma	fermecător	charming	grupo	alternativoj	prononco
level	rulo	o rulare, o alergare	a roll, a run	grupo	alternativoj	prononco
level	gitaro	o chitara	a guitar	grupo	alternativoj	prononco
level	miliardo	un miliard	a billion	grupo	alternativoj	prononco
level	eterna	etern, veşnic	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	un ziar	a newspaper	grupo	alternativoj	prononco
level	memoro	o amintire	a memory	grupo	alternativoj	prononco
level	ruli	a rula, a rula un program	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	lacrimă, o lacrimă	tear, a tear	grupo	alternativoj	prononco
level	inko	o cerneală	an ink	grupo	alternativoj	prononco
level	majstro	Maestru, un maestru, un maestru (al artei cuiva)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	un leu	a lion	grupo	alternativoj	prononco
level	tiom da ~	atât de mult de ~, atât de mult de ~, atât de multe de ~	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	burtă, abdomen, burtă	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	o piață, o piață	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	a avea încredere, a avea încredere în	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	cantitate mică de ~, unele	small amount of ~, some	grupo	alternativoj	prononco
level	babili	a vorbește, a bolborosi, a vorbește	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	o peșteră, o cavitate	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	de unele sume, unele	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	un umăr	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	la revedere, la revedere, la revedere	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	a demisiona, a ceda, a se preda, a abandona	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	un secret	a secret	grupo	alternativoj	prononco
level	droni	a se îneca	to drown	grupo	alternativoj	prononco
level	celi	a ținti, a ținti, a intenționa	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	un restaurant	a restaurant	grupo	alternativoj	prononco
level	turo	un turn	a tower	grupo	alternativoj	prononco
level	sablo	nisip, un nisip	sand, a sand	grupo	alternativoj	prononco
level	tondro	un tunet	a thunder	grupo	alternativoj	prononco
level	ies	a cuiva	someone's	grupo	alternativoj	prononco
level	tapiŝo	un covor, un covor	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	necesar, cerut, dorit	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	ilustrat	illustrated	grupo	alternativoj	prononco
level	razi	a se bărbieri	to shave	grupo	alternativoj	prononco
level	standardo	un banner, un steag	a banner, a flag	grupo	alternativoj	prononco
level	mentono	bărbie, o bărbie	chin, a chin	grupo	alternativoj	prononco
level	valizo	o valiză, o valiză	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(fiind) ocupat, ocupat	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	suc, o seva	juice, a sap	grupo	alternativoj	prononco
level	komunumo	o comunitate	a community	grupo	alternativoj	prononco
level	fontano	o fantana	a fountain	grupo	alternativoj	prononco
level	konato	o persoană cunoscută, o cunoaștere	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(fiind) ocupat, ocupat, logodit	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	a fi ocupat, a fi implicat, a se implica	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	un pin	a pine tree	grupo	alternativoj	prononco
level	konstruota	(va fi) construit	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(fiind) prins, captiv	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(va fi) capturat	(will be) captured	grupo	alternativoj	prononco
level	rezulti	a rezulta	to result	grupo	alternativoj	prononco
level	kaptito	un prizonier (a fost prins)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	a calcula	to compute	grupo	alternativoj	prononco
level	batite	după ce (a fost) bătut	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	acoperit	covered	grupo	alternativoj	prononco
level	teatro	un teatru	a theatre	grupo	alternativoj	prononco
level	sezono	anotimp, un anotimp	season, a season	grupo	alternativoj	prononco
level	kelnero	un chelner	a waiter	grupo	alternativoj	prononco
level	tabelo	un tabel, o intabulare, un index	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	oameni publici, publici	public, public people	grupo	alternativoj	prononco
level	apogi	a susține, a susține	to support, to uphold	grupo	alternativoj	prononco
level	distri	a distrage atenția, a distra, a distra	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	o mamă	a mother	grupo	alternativoj	prononco
level	distanco	o distanta	a distance	grupo	alternativoj	prononco
level	aparte	separat, separat	apart, separately	grupo	alternativoj	prononco
level	originala	original	original	grupo	alternativoj	prononco
level	bicikli	a merge cu bicicleta, a merge cu bicicleta	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	o regulă, un regulament	a rule, a regulation	grupo	alternativoj	prononco
level	troa	excesiv, necuvenit	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	foarte frumos!	very nice!	grupo	alternativoj	prononco
level	balanci	a legăna, a legăna	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	un ciorap	a stocking	grupo	alternativoj	prononco
level	kontroli	a verifica, a verifica, a verifica	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	o pastă, un aluat	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	dreptunghi, un dreptunghi	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	fals, contrafăcut, fals, fals, fals	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	a glumi, a glumi	to joke, to jest	grupo	alternativoj	prononco
level	problemo	o problemă, o problemă	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	la cultură (sol, pământ)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	o școală, un loc de învățare	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	un loc de luat masa, un restaurant, o sala de mese, o cantina	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	un steag, un banner	a flag, a banner	grupo	alternativoj	prononco
level	universala	universal, general, la nivel mondial	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	un magazin, un magazin	a store, a shop	grupo	alternativoj	prononco
level	parko	un parc	a park	grupo	alternativoj	prononco
level	kesto	un cufăr, o cutie, o cutie	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	o biserică, o chirie	a church, a kirk	grupo	alternativoj	prononco
level	ataki	a ataca	to attack	grupo	alternativoj	prononco
level	fako	o ramură, o disciplină, o specialitate, un compartiment	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	o librărie, o librărie	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	celebru	famous	grupo	alternativoj	prononco
level	kafejo	o cafenea, o cafenea	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	o pernă, o pernă	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	a proiecta, a delimita, a desena	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	a fi potrivit, a fi potrivit	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	un birou de receptie	a reception desk	grupo	alternativoj	prononco
level	necesejo	o toaletă, o toaletă	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	sport, un sport	sport, a sport	grupo	alternativoj	prononco
level	fridujo	un frigider, un frigider	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	un coș de gunoi, un coș de gunoi, un coș de gunoi	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	a apăra	to defend	grupo	alternativoj	prononco
level	eduki	a educa	to educate	grupo	alternativoj	prononco
level	hejti	a se incalzi, a se incalzi	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	o listă	a list	grupo	alternativoj	prononco
level	kondiĉo	o condiție	a condition	grupo	alternativoj	prononco
level	poste	mai târziu, după aceea, în continuare	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	a îmbrățișa, a îmbrățișa	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	vesel, bucuros, fericit	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	o raceala (prinsa)	a cold (caught)	grupo	alternativoj	prononco
level	salono	o sufragerie, un salon, un salon	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	a consista	to consist	grupo	alternativoj	prononco
level	hejme	acasă	at home	grupo	alternativoj	prononco
level	spezo	o cifră de afaceri	a turnover	grupo	alternativoj	prononco
level	kalendaro	un calendar	a calendar	grupo	alternativoj	prononco
level	imagi	a-ti imagina	to imagine	grupo	alternativoj	prononco
level	fidela	credincios, demn de încredere	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	a participa, a lua parte	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	un castel, o cetate	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(sufix) un grup în numere	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	a participa, a fi prezent la	to attend, to be present at	grupo	alternativoj	prononco
level	televido	TV, televizor	TV, television	grupo	alternativoj	prononco
level	studento	un student (universitar)	a student (university)	grupo	alternativoj	prononco
level	impreso	o impresie	an impression	grupo	alternativoj	prononco
level	pupo	o papusa, o marioneta	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	constant, continuu, permanent	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	plat, uniform, plan, nivel	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ ani	~ years old	grupo	alternativoj	prononco
level	blovi	a sufla	to blow	grupo	alternativoj	prononco
level	konfesi	a mărturisi, a recunoaște	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	afara, in strainatate	outside, abroad	grupo	alternativoj	prononco
level	remi	la rândul	to row	grupo	alternativoj	prononco
level	kaserolo	o caserolă, o tigaie, o cratiță	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(ambii părinți	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	a se căsători, a se căsători	to get married, to marry	grupo	alternativoj	prononco
level	vundo	o rana, o rana	a wound, an injury	grupo	alternativoj	prononco
level	scienco	știință, o știință	science, a science	grupo	alternativoj	prononco
level	monero	o monedă	a coin	grupo	alternativoj	prononco
level	kompari	pentru a compara	to compare	grupo	alternativoj	prononco
level	arko	un arc (de curbă)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	experimentat, expert	experienced, expert	grupo	alternativoj	prononco
level	sankta	sfânt, sacru	holy, sacred	grupo	alternativoj	prononco
level	lavujo	un lavoar	a washbasin	grupo	alternativoj	prononco
level	trajno	un tren	a train	grupo	alternativoj	prononco
level	domaĝo	păcat, ceva regretabil	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	ascuțit, abraziv	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	a merita, a merita, a fi demn de	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	să înceapă să vorbească	to start speaking	grupo	alternativoj	prononco
level	ekscii	a cunoaște, a realiza, a învăța	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	o sămânță	a seed	grupo	alternativoj	prononco
level	reveni	a reveni, a se întoarce	to come back, to return	grupo	alternativoj	prononco
level	lupo	un lup	a wolf	grupo	alternativoj	prononco
level	elefanto	un elefant	an elephant	grupo	alternativoj	prononco
level	karoto	un morcov	a carrot	grupo	alternativoj	prononco
level	haŭto	piele, o piele	skin, a skin	grupo	alternativoj	prononco
level	palaco	un palat	a palace	grupo	alternativoj	prononco
level	eksidi	să mă așez	to get sit down	grupo	alternativoj	prononco
level	mamo	un sân (al unei femei), sân	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	un urs	a bear	grupo	alternativoj	prononco
level	vulpo	o vulpe	a fox	grupo	alternativoj	prononco
level	kuracisto	un medic (medical), un medic	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	o perdea, un paravan, un voal	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	a cuceri, a cuceri, a învinge, a birui	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	un soldat	a soldier	grupo	alternativoj	prononco
level	trunko	un trunchi, un arbore, un trunchi	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	un hoț	a thief	grupo	alternativoj	prononco
level	miksi	a amesteca, a amesteca, a amesteca	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	precis, exact	precise, accurate	grupo	alternativoj	prononco
level	instruisto	un profesor, un instructor	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	a plictisi	to bore	grupo	alternativoj	prononco
level	gaso	gaz	gas	grupo	alternativoj	prononco
level	fervora	serios, dornic, fervent, pasionat	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	un diavol	a devil	grupo	alternativoj	prononco
level	densa	dens, gros, concentrat	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	ciudat, ciudat, ciudat	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	a salva, a salva	to save, to rescue	grupo	alternativoj	prononco
level	vico	turn, o turn (într-o secvență)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	un kilometru	a kilometer	grupo	alternativoj	prononco
level	puni	a pedepsi	to punish	grupo	alternativoj	prononco
level	prunto	un împrumut	a loan	grupo	alternativoj	prononco
level	planto	plantă, o plantă	plant, a plant	grupo	alternativoj	prononco
level	praktiko	practică, o practică	practice, a practice	grupo	alternativoj	prononco
level	kune	împreună	together	grupo	alternativoj	prononco
level	temperaturo	temperatura	temperature	grupo	alternativoj	prononco
level	nepo	un nepot	a grandson	grupo	alternativoj	prononco
level	kunveni	a reuni, a aduna, a întâlni	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	un ton	a tone	grupo	alternativoj	prononco
level	plata	apartament	flat	grupo	alternativoj	prononco
level	ekskursi	a face excursii, a merge la picnic, a plimba	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	a repara, a repara	to repair, to fix	grupo	alternativoj	prononco
level	dramo	dramă	a drama	grupo	alternativoj	prononco
level	sovaĝa	sălbatic, sălbatic	savage, wild	grupo	alternativoj	prononco
level	progresi	să progreseze	to progress	grupo	alternativoj	prononco
level	sonĝo	un vis	a dream	grupo	alternativoj	prononco
level	legomo	o leguma	a vegetable	grupo	alternativoj	prononco
level	proksimuma	aproximativ	approximate	grupo	alternativoj	prononco
level	mapo	o hartă	a map	grupo	alternativoj	prononco
level	foje (iu foje)	uneori (uneori)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	o autoritate	an authority	grupo	alternativoj	prononco
level	distribui	a distribui	to distribute	grupo	alternativoj	prononco
level	distingi	a distinge	to distinguish	grupo	alternativoj	prononco
level	speciala	special	special	grupo	alternativoj	prononco
level	boli	a fierbe	to boil	grupo	alternativoj	prononco
level	osto	un os	a bone	grupo	alternativoj	prononco
level	rekomendi	a recomanda	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	poimâine	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	a obliga, a fi amabil, a face o favoare	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	blând, politicos, politicos, bine manier	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	confortabil	comfortable	grupo	alternativoj	prononco
level	strio	o dungă, o rază	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	o pânză, o pânză, o lenjerie	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	o sfoară, o coardă, o sfoară	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	un imperiu	an empire	grupo	alternativoj	prononco
level	ĉemizo	o cămașă	a shirt	grupo	alternativoj	prononco
level	anaso	o rata	a duck	grupo	alternativoj	prononco
level	organo	un organ, o recenzie, un buletin oficial	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	mult timp, mult timp	long, for a long time	grupo	alternativoj	prononco
level	biskvito	un biscuit, un fursec, un biscuit	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	mamă, o mamă, mami	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	tată, tată, tată	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	a comanda, a rezerva	to order, to book	grupo	alternativoj	prononco
level	lingva	lingvistic	linguistic	grupo	alternativoj	prononco
level	biciklo	o bicicletă, o bicicletă	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	a imita	to imitate	grupo	alternativoj	prononco
level	abelo	o albina	a bee	grupo	alternativoj	prononco
level	konfidi	a încredința, a încredința	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	vacanță, o vacanță (=libertago)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	a săruta	to kiss	grupo	alternativoj	prononco
level	nokte	noaptea, noaptea, noaptea	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	a preda, a transfera, a preda	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	un caracter, o scrisoare	a character, a letter	grupo	alternativoj	prononco
level	maŝino	o mașină	a machine	grupo	alternativoj	prononco
level	haveno	un port, un port	a harbor, a port	grupo	alternativoj	prononco
level	graso	grăsime, grăsime	grease, fat	grupo	alternativoj	prononco
level	klopodi	a se strădui, a încerca, a urmări, a întreprinde	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	o șansă, o oportunitate	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	a rupe, a rupe	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	o haină, o mantie, o mantie	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	un program	a program	grupo	alternativoj	prononco
level	volvi	a înfăşura, a se rostogoli, a înfăşura, a se rostogoli	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	împrumutat	on loan	grupo	alternativoj	prononco
level	naskiĝtago	o zi de naștere	a birthday	grupo	alternativoj	prononco
level	karbo	cărbune	coal	grupo	alternativoj	prononco
level	proponi	a propune, a oferi	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	un muzeu	a museum	grupo	alternativoj	prononco
level	metalo	metal, un metal	metal, a metal	grupo	alternativoj	prononco
level	streĉi	a întinde, a strânge	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	a gusta, a gusta	to taste, to sample	grupo	alternativoj	prononco
level	atenti	a avea grijă, a fi atent, a avea grijă de	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	la imprimare	to print	grupo	alternativoj	prononco
level	tabulo	o scândură, o scândură, o tabletă	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	total, complet, complet	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	o serie	a series	grupo	alternativoj	prononco
level	universitato	o universitate	a university	grupo	alternativoj	prononco
level	situacio	o situație, circumstanțe, o condiție	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	o pereche, un cuplu	a pair, a couple	grupo	alternativoj	prononco
level	metio	meșteșuguri, meșteșuguri	craft, handicraft	grupo	alternativoj	prononco
level	meblo	o piesă de mobilier	a piece of furniture	grupo	alternativoj	prononco
level	oleo	ulei, un ulei	oil, an oil	grupo	alternativoj	prononco
level	scivola	curios, curios	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	nu-i aşa? nu sunt ei?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	esential, absolut necesar	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	a putea, a fi capabil	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	un dulap, un dulap, un dulap, un bufet	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	per, la rata de, de	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	un director, un manager	a director, a manager	grupo	alternativoj	prononco
level	ve!	Vai!	Alas!	grupo	alternativoj	prononco
level	eviti	a evita, a se sustrage	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	a poseda, a poseda	to possess, to own	grupo	alternativoj	prononco
level	rubriko	un titlu, o secțiune, o rubrică, o coloană	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	o crimă	a crime	grupo	alternativoj	prononco
level	akiri	a dobândi, a dobândi, a obține, a obține	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	a încurca, a încurca, a strica, a strica	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	o femeie	a woman	grupo	alternativoj	prononco
level	viŝi	a șterge, a șterge, a șterge	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	în lateral	at the side	grupo	alternativoj	prononco
level	oferti	a propune, a licita, a face o ofertă de, a oferi	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	o musca (insecta)	a fly (insect)	grupo	alternativoj	prononco
level	subite	dintr-o dată, dintr-o dată	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	o oglindă, o oglindă	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	potrivit	suitable	grupo	alternativoj	prononco
level	neniel	în niciun caz, în niciun caz, deloc	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	personal	personal	grupo	alternativoj	prononco
level	rado	o roată	a wheel	grupo	alternativoj	prononco
level	najbaro	un vecin	a neighbor	grupo	alternativoj	prononco
level	tremi	a tremura, a tremura, a tremura	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	o cameră de familie, o cameră de zi	a family room, a living room	grupo	alternativoj	prononco
level	poto	o oală, un ulcior	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	a cheltui, a trece	to spend, to pass	grupo	alternativoj	prononco
level	akompani	a acompania	to accompany	grupo	alternativoj	prononco
level	noto	o notă, notă (școlară), notă	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	o spranceana	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	o cameră de copil	a child room	grupo	alternativoj	prononco
level	vigla	animat, vioi	animated, brisk	grupo	alternativoj	prononco
level	simio	o maimuta	a monkey	grupo	alternativoj	prononco
level	pilko	o minge	a ball	grupo	alternativoj	prononco
level	konscii	a fi conștient, a fi conștient de	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	onoare, o onoare	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	inaugurare, o inaugurare	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	un copil	a baby	grupo	alternativoj	prononco
level	rajti	a fi îngăduit, a avea dreptul să	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	un apetit	an appetite	grupo	alternativoj	prononco
level	klubo	un club, o societate	a club, a society	grupo	alternativoj	prononco
level	soifi	a sete, a fi sete	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	un soarece	a mouse	grupo	alternativoj	prononco
level	nevo	un nepot	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	o cină, o cină, o cină	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	dimineața	in the morning	grupo	alternativoj	prononco
level	trompi	a înșela, a înșela	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	a fermă, a închiria o fermă	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	cifră, o cifră, cifră, o cifră	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	sincer	honest	grupo	alternativoj	prononco
level	tagmezo	amiază, amiază	noon, midday	grupo	alternativoj	prononco
level	romano	un roman	a novel	grupo	alternativoj	prononco
level	rato	un sobolan	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	înainte de prânz (dimineața)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	a sapa, a defrișa, a zăpa	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	o groapă, stâlp	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	după amiază	in the afternoon	grupo	alternativoj	prononco
level	fiera	mândru	proud	grupo	alternativoj	prononco
level	bari	a bara, a împiedica	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	a casca	to yawn	grupo	alternativoj	prononco
level	poento	un punct, o alergare	a point, a run	grupo	alternativoj	prononco
level	minaci	a amenința, a amenința, a intimida, a amenința	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	arme, arsenal	arms, armory	grupo	alternativoj	prononco
level	parenco	rudă, o rudă, o rudă	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	a secera, a secera, a aduna	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	duș, un duș	shower, a shower	grupo	alternativoj	prononco
level	mueli	a macina	to grind	grupo	alternativoj	prononco
level	fabelo	un basm, o poveste de culcare	a fairy tale, a bedtime story	grupo	alternativoj	prononco
