B.pl content.tsv
Level	Esperanto	pl	en-us	Grupo	Alternativoj	Pronoco
level	prave, sed	prawda, ale	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	ale ważną rzeczą podczas IJK jest ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	pochodzi z wielu różnych krajów	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	jest to, że uczestnicy pochodzą z różnych krajów	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	z powodu tej mieszanki różnych ludzi	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	jest dobra atmosfera, którą bardzo lubię	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	OK, brzmi jak zainteresowanie	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Pomyślę o tym	I will think about	grupo	alternativoj	prononco
level	certe	z pewnością	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	jednak problemem jest ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	tyle pieniędzy	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Nie mam teraz tyle pieniędzy	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problem w tym, że nie mam tyle pieniędzy	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Rozumiem, ale to nie będzie dużo kosztować	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	sądzę, że nie byłoby to zbyt drogie	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	tabela opłat programów	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	to znaczy, jeśli spojrzysz na tabelę udziałów/opłat	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	tabela udziałów/opłat w zaproszeniu IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	znajdziesz to ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	w sumie to tylko 50 euro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	widzisz, że dla Ciebie to w sumie tylko 50 euro	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	jeśli śpimy na podłodze	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	W porządku	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	cóż, to brzmi nieźle	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	ale co z podróżą	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	pociąg kosztowałby około 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	czy byłoby to możliwe w twoim przypadku?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	miejmy nadzieję	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	ale pociąg wystarczyłby na wystarczająco długo	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	tak, ale możemy zatrzymać się w jednym lub dwóch miastach	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	po drodze	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	i nocleg?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	zapłaciłbyś za to?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	nie, nie ja, ale to nie problem	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	czy to naprawdę nie jest problem?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	jak planujesz to rozwiązać?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	pokazał złotą koronę	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	cóż, pokażę ci wkrótce	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ale najpierw więcej herbaty	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	też chcesz?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	tak dziękuję	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	w tej samej kawiarni”	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	coś się dzieje, ciągle (robi) to dalej	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	plan, planować, planować	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ona i on kontynuują planowanie	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	proszę, oto twoja herbata	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	w międzyczasie przejrzałem zaproszenie	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	spojrzał na zaproszenie IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Rozumiem wiele, ale nie wszystko	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	w porządku, w porządku, po prostu zapytaj	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	oto rzeczy	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	jasne rzeczy	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	rzeczy, które mylą	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	są dla mnie mylące	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	dołączenia, formularz rejestracyjny	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Światowa Organizacja Młodzieży Esperanckiej	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, ptak reprezentujący TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	zatrzymać się, miejsce pobytu (zakwaterowanie)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	zakwaterowanie dla masowych ludzi	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	formularz rejestracyjny jest narzędziem służącym do rejestracji	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	formularz członkostwa, w którym podajesz swoje imię i nazwisko, adres itp	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	długi, skrót	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	skrót od Światowej Organizacji Młodzieży Esperanto	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo to zabawny ptak z TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	zakwaterowanie zbiorowe to miejsce, w którym przebywa duża liczba osób	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	sen, tabletka nasenna, śpiwór	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	zazwyczaj potrzebny jest tam śpiwór	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	wyjaśniłeś zbyt szybko	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Nie wszystko złapałem	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	nie jest aż tak ważne	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Myślę, że to teraz nie jest zbyt istotne	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	później będziemy mogli więcej porozmawiać	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	więcej, aby porozmawiać o zaproszeniu IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	więc chcesz zaplanować podróż już teraz, prawda?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	tak, chętnie	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	więc zobaczysz to ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	będzie tyle kosztować	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	przekonamy się, że podróż nie będzie aż tak kosztować	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Chcę wiedzieć	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Chcę wiedzieć o ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	jak rozwiążesz kwestię noclegu	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	bo nie mam pieniędzy	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	schronisko młodzieżowe	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ma pieniądze na hotel lub schronisko młodzieżowe	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	oto rozwiązanie	here's the solution	grupo	alternativoj	prononco
level	pasporto	paszport	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Służba paszportowa, pobyt w domu esperantystów	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	książeczka z nazwą „Służba Paszportowa”	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	obsługa czego?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	dla ludzi takich jak my	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	doświadczyć, ekspert	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	ludzie, którzy lubią podróżować i poznawać kraje	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	zarabiać i wydawać	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	bez wydawania dużej ilości pieniędzy	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	usługa, usługa, ta usługa	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	no i jak działa ta usługa?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Widzę, że w książeczce jest ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	mnóstwo adresów	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	istnieje wiele adresów z kilku krajów	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	prawda, tak!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	do Twojej dyspozycji	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	oni wszyscy, oni wszyscy	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	w rzeczywistości wszystkie są do Twojej dyspozycji!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	znaczyło, znaczyło	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	„do mojej dyspozycji”, co to znaczy?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	oznacza, że ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	gościu, gościu, gościć gościa	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	jest gotowy, jest przygotowany, przygotuj się!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ludzie pod tymi adresami są gotowi Cię ugościć	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	poznać (osobę), poznać, zostać poznanym	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	i pomogą Ci poznać ich region	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	oznacza, że ludzie chcą Cię gościć i pomagać	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	brzmi interesująco!	sounds interesting!	grupo	alternativoj	prononco
level	do	Więc	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	ktoś zostaje w domu innych esperantystów, prawda?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	kilka doświadczeń z usługą paszportową	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Miałem kilka ciekawych doświadczeń	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Używałem go na trzech kontynentach	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(to) działa słabo	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	i jak dotąd (to) działało bardzo dobrze	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Świetnie! gdzie idziemy?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	więc mój plan jest taki, że ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	przychodzi, przybył	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	po udanej podróży	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	po skorzystaniu z usługi paszportowej w dwóch miastach	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	przybywają po udanej podróży	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	oto, spójrz!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	tam jest duża flaga esperancka	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	tabliczka z tekstem „Witamy w IJK!”	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	tak, a pod nim jest ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Brawo!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	więc w końcu dotarliśmy	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Jestem bardzo zmęczony i głodny	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	myślisz, że możemy ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	coś zjeść	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	myślisz, że możemy coś zjeść od razu?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	wątpię w to	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	najpierw musimy zostać zaakceptowani	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	należy zaakceptować w recepcji	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	i to może trwać długo	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	trwać długo w moim doświadczeniu	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Niestety!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	Czy to kolejka do recepcji?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	obawiam się że tak	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	do zrobienia ~ nie jest całkowicie doskonały	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	jest całkowicie idealny, aby przybyć wieczorem	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	możemy rozmawiać z ludźmi	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ale możemy rozmawiać z ludźmi w kolejce	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	oto widzę przyjaciela Rosji!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Jestem głodny, chcę jeść	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	po około 2 godzinach	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	zgodnie z nowymi i starymi przyjaciółmi	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	lokalny komitet kongresowy	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	członek lokalnego komitetu kongresowego	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	witaj, kim jesteś?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	z jakiego kraju?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	zapłaciłeś z góry?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	proszę pokaż	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	jeśli tak, proszę pokazać paragon	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	jesteś członkiem TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	zostać członkiem stoiska	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	jeśli nie, możesz dołączyć przy następnym stoisku	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	oto rachunki za zaliczki	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	karty członkowskie i nasze paszporty	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	bardzo dobry	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	więc widzę, że będziesz mieszkać w ośrodku masowym (przestrzeń katastrofy)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	i zjemy w schronisku młodzieżowym	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	czy te informacje są prawidłowe?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Tak wspaniale	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	torba z programem, mapą itp	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	możesz zapłacić i otrzymać torbę z programem, mapą itp	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	tam, przy czerwonej budce	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	dobrze dziękuję	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	wygląda na zmęczonego, ale zdrowego	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	ci ludzie naprawdę wyglądali na zmęczonych	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	i nie byli zbyt mili	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	masz rację	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	ale pamiętaj o tym ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	pracują 8 godzin	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK pracuje może od ośmiu godzin	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	bez większej przerwy	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	ale pamiętajcie, że LKK działa bez przerw	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	rozmowny w tygodniu	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Jestem pewien, że ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Jestem pewien, że będą milsi	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	będą milsi i bardziej rozmowni	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	znajdźmy to	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	cóż, teraz znajdźmy miejsce masowego zakwaterowania	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	a potem chciałbym coś zjeść	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	widziałeś dziewczynę na stoisku TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	tak, a co z nią?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	znasz ją?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Niestety nie	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	ale ona jest bardzo ładna, prawda?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	zgadzam się	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	jednak nie rozumie dobrze	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Zgadzam się, ale nie rozumiem	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	lubisz kobiety?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	tak, chcę ci powiedzieć wcześniej	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	ale z jakiegoś powodu tak się nie stało	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspekt itp	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	jesteś, jesteś?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	tak, jestem homoseksualistą	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	można też powiedzieć lesbijką	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	cóż, w ogóle nie wiedziałem	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	ale cieszę się, że to powiedziałeś	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	właściwie to cieszę się, że jesteś homoseksualistą	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	jesteś najmilszą i najmilszą lesbijką	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	najmilsza lesbijka, jaką znam	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Dziękuję! znasz innych?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ale skąd to wiesz?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ta dziewczyna woli mężczyzn!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	w każdym razie uważam, że ta dziewczyna woli mężczyzn!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	ta dziewczyna, o której mówiłeś	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	zobaczymy	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	w miejscu masowego zakwaterowania (przestrzeni katastrofy)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Dzień dobry!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	Dobrze spałaś?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	prawie nie widać	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	wręcz przeciwnie, prawie nie mogłem spać	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	ale dlaczego?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	może denerwowałeś się swoim pierwszym dniem w IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	nie bardzo	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	całą noc, całą noc	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	chrapał bardzo głośno	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	po prostu ktoś chrapał bardzo głośno przez całą noc	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	nie przeszkadzaj mi	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	i to mnie bardzo niepokoiło	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	nie słyszałeś tego?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	wcale nie, spałem głęboko	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	zapomniałem ci o tym powiedzieć ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ucho, do zatyczki, zatyczki do uszu	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	warto używać zatyczek do uszu	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	warto skorzystać ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	mówiłem, że warto używać zatyczek do uszu	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	kiedy śpisz w obiekcie masowym (miejscu katastrofy)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	oczywiście tak	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	och, biedna Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	O kim mówisz?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	o Tobie	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	pieścić, pieścić imię, przezwisko	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	za pomocą -ĉjo lub -njo możliwe jest tworzenie pseudonimów w języku esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	aha, tak, kiedyś o tym czytałem	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	a wtedy byłbyś Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	jeśli chcesz, idź tam	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	która jest teraz godzina?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	jest już pięć minut dziesiąta	it's already five minutes to ten	grupo	alternativoj	prononco
