C.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	hotelo	एक होटल	a hotel	grupo	alternativoj	prononco
level	ripeti	दोहराने के लिए	to repeat	grupo	alternativoj	prononco
level	parolante	बोलते समय	while speaking	grupo	alternativoj	prononco
level	pendi	लटकाना, झुकाना	to hang, to droop	grupo	alternativoj	prononco
level	serioza	गंभीर	serious	grupo	alternativoj	prononco
level	klini	झुकना, झुकना, झुकाना	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	मज़ाक उड़ाना, मज़ाक उड़ाना, मज़ाक उड़ाना	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	एक सदस्य	a member	grupo	alternativoj	prononco
level	greno	अनाज (मकई, चावल, गेहूं), एक अनाज	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	चिल्लाना, रोना	shouting, crying	grupo	alternativoj	prononco
level	truo	एक छेद, एक बिल	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	मान लेना, अंदाज़ा लगाना, अंदाज़ा लगाना	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	कम से कम	less, fewer	grupo	alternativoj	prononco
level	sekvanta	निम्नलिखित, अगला	following, next	grupo	alternativoj	prononco
level	spiri	साँस लेना	to breathe	grupo	alternativoj	prononco
level	trinkinte	पीने के बाद	after having drink	grupo	alternativoj	prononco
level	lango	एक जुबान	a tongue	grupo	alternativoj	prononco
level	biero	बियर, एले, एक बियर	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	एक टिकट, एक बिल	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	मुख्य रूप से, मुख्य रूप से, मुख्य रूप से, सबसे ऊपर	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	बिजली	electricity	grupo	alternativoj	prononco
level	korbo	एक टोकरी	a basket	grupo	alternativoj	prononco
level	ŝlosi	बंद करने के लिए	to lock	grupo	alternativoj	prononco
level	sendinto	एक प्रेषक (वह व्यक्ति जिसने भेजा है)	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	त्रिकोण, एक त्रिकोण	triangle, a triangle	grupo	alternativoj	prononco
level	odori	सूँघना, गंध छोड़ना, दुर्गंध देना	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	एक पाठ्यक्रम, एक कक्षा	a course, a class	grupo	alternativoj	prononco
level	supre	ऊपर, ऊपर, ऊपर	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	एक विद्यार्थी, एक शिक्षार्थी	a student, a learner	grupo	alternativoj	prononco
level	verko	एक कार्य (लेखन का)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	एक महिला शिक्षार्थी (छात्र)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	आगामी, अगला	upcoming, next	grupo	alternativoj	prononco
level	jupo	एक स्कर्ट	a skirt	grupo	alternativoj	prononco
level	kuzo	एक चचेरा भाई (पुरुष)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	एक बस	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	एक वर्ग	a square	grupo	alternativoj	prononco
level	produkto	एक उत्पाद	a product	grupo	alternativoj	prononco
level	produkti	पैदा करना, सहन करना	to produce, to bear	grupo	alternativoj	prononco
level	banko	एक तट	a bank	grupo	alternativoj	prononco
level	donaco	एक उपहार, एक उपहार	a gift, a present	grupo	alternativoj	prononco
level	gardi	रक्षा करना, रखना, देखभाल करना	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	तय	fixed	grupo	alternativoj	prononco
level	volonte	स्वेच्छा से (दिल से)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	ऊँचा स्वर	loud	grupo	alternativoj	prononco
level	fadeno	एक धागा	a thread	grupo	alternativoj	prononco
level	gusto	एक स्वाद	a taste	grupo	alternativoj	prononco
level	leginte	पढ़ने के बाद	after reading	grupo	alternativoj	prononco
level	enironte	जब मैं प्रवेश करने वाला था	while about to enter	grupo	alternativoj	prononco
level	dato	तारीख, एक तारीख	date, a date	grupo	alternativoj	prononco
level	fundo	तल, नींव	bottom, foundation	grupo	alternativoj	prononco
level	radiko	जड़	a root	grupo	alternativoj	prononco
level	bonvole -u	कृपया (~u)	please (~u)	grupo	alternativoj	prononco
level	signifo	एक अर्थ, एक महत्व	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	ठीक करना, बाँधना	to fix, to fasten	grupo	alternativoj	prononco
level	vana	व्यर्थ, बेकार	vain, useless	grupo	alternativoj	prononco
level	vaporo	भाप, वाष्प	steam, vapor	grupo	alternativoj	prononco
level	rakonto	एक आख्यान, एक कहानी	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	कृपया (~i)	please (~i)	grupo	alternativoj	prononco
level	figuro	एक आकृति, एक तस्वीर, एक छवि	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	चाँदी	silver	grupo	alternativoj	prononco
level	ĝirafo	जिराफ़	a giraffe	grupo	alternativoj	prononco
level	ĉarma	आकर्षक	charming	grupo	alternativoj	prononco
level	rulo	एक रोल, एक रन	a roll, a run	grupo	alternativoj	prononco
level	gitaro	गिटार	a guitar	grupo	alternativoj	prononco
level	miliardo	एक अरब	a billion	grupo	alternativoj	prononco
level	eterna	शाश्वत, अनन्त	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	एक अखबार	a newspaper	grupo	alternativoj	prononco
level	memoro	स्मृति	a memory	grupo	alternativoj	prononco
level	ruli	रोल करना, प्रोग्राम चलाना	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	आंसू, एक आंसू	tear, a tear	grupo	alternativoj	prononco
level	inko	एक स्याही	an ink	grupo	alternativoj	prononco
level	majstro	उस्ताद, उस्ताद, उस्ताद (किसी की कला का)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	एक सिंह	a lion	grupo	alternativoj	prononco
level	tiom da ~	~ का इतना, ~ का इतना, ~ का इतना	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	पेट, पेट, पेट	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	एक चौक, एक चौक	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	विश्वास करना, विश्वास करना	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	~ की छोटी मात्रा, कुछ	small amount of ~, some	grupo	alternativoj	prononco
level	babili	गपशप करना, बड़बड़ाना, बकवास करना	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	एक गुफ़ा, एक गुहा	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	कुछ का, कुछ का	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	एक कन्धा	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	अलविदा, अलविदा, अलविदा	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	त्यागपत्र देना, छोड़ देना, समर्पण करना, छोड़ देना	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	एक रहस्य	a secret	grupo	alternativoj	prononco
level	droni	डूबना	to drown	grupo	alternativoj	prononco
level	celi	लक्ष्य करना, लक्ष्य करना, इरादा करना	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	एक रेस्तरां	a restaurant	grupo	alternativoj	prononco
level	turo	एक मीनार	a tower	grupo	alternativoj	prononco
level	sablo	रेत, एक रेत	sand, a sand	grupo	alternativoj	prononco
level	tondro	एक गड़गड़ाहट	a thunder	grupo	alternativoj	prononco
level	ies	किसी की	someone's	grupo	alternativoj	prononco
level	tapiŝo	एक कालीन, एक गलीचा	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	आवश्यक, अपेक्षित, वांछित	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	इलस्ट्रेटेड	illustrated	grupo	alternativoj	prononco
level	razi	शेव करना	to shave	grupo	alternativoj	prononco
level	standardo	एक बैनर, एक झंडा	a banner, a flag	grupo	alternativoj	prononco
level	mentono	ठुड्डी, एक ठुड्डी	chin, a chin	grupo	alternativoj	prononco
level	valizo	एक सूटकेस, एक थैली	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(हो रहा है) व्यस्त, व्यस्त	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	रस, एक रस	juice, a sap	grupo	alternativoj	prononco
level	komunumo	समुदाय	a community	grupo	alternativoj	prononco
level	fontano	एक फ़व्वारा	a fountain	grupo	alternativoj	prononco
level	konato	एक परिचित व्यक्ति, एक परिचित	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	व्यस्त, व्यस्त, लगा हुआ	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	व्यस्त होना, शामिल होना, शामिल होना	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	एक देवदार का पेड़	a pine tree	grupo	alternativoj	prononco
level	konstruota	(बनाया जाएगा)	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(हो गया है) पकड़ा गया, बंदी बनाया गया	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(कब्जा कर लिया जाएगा)	(will be) captured	grupo	alternativoj	prononco
level	rezulti	नतीजे पर	to result	grupo	alternativoj	prononco
level	kaptito	एक कैदी (पकड़ा गया था)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	गणना करना	to compute	grupo	alternativoj	prononco
level	batite	(पीटे जाने के बाद)	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	ढका हुआ	covered	grupo	alternativoj	prononco
level	teatro	सिनेमा हाल	a theatre	grupo	alternativoj	prononco
level	sezono	ऋतु, एक ऋतु	season, a season	grupo	alternativoj	prononco
level	kelnero	एक बैरा	a waiter	grupo	alternativoj	prononco
level	tabelo	एक तालिका, एक सारणी, एक सूचकांक	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	सार्वजनिक, सार्वजनिक लोग	public, public people	grupo	alternativoj	prononco
level	apogi	समर्थन करना, कायम रखना	to support, to uphold	grupo	alternativoj	prononco
level	distri	ध्यान भटकाना, ध्यान भटकाना, मनोरंजन करना	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	एक माता	a mother	grupo	alternativoj	prononco
level	distanco	एक दूरी	a distance	grupo	alternativoj	prononco
level	aparte	अलग, अलग	apart, separately	grupo	alternativoj	prononco
level	originala	मूल	original	grupo	alternativoj	prononco
level	bicikli	साइकिल चलाना, बाइक चलाना	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	एक नियम, एक विनियमन	a rule, a regulation	grupo	alternativoj	prononco
level	troa	अत्यधिक, अनुचित	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	बहुत अच्छा!	very nice!	grupo	alternativoj	prononco
level	balanci	झुलाना, झुलाना	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	एक मोजा	a stocking	grupo	alternativoj	prononco
level	kontroli	जाँच करना, लेखापरीक्षा करना, जाँच करना	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	एक पेस्ट, एक आटा	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	आयत, एक आयत	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	मिथ्या, नकली, नकली, जाली, जाली	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	मज़ाक करना, मज़ाक करना	to joke, to jest	grupo	alternativoj	prononco
level	problemo	एक समस्या, एक परेशानी	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	संस्कृति के लिए (मिट्टी, भूमि)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	एक स्कूल, एक सीखने की जगह	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	एक भोजनालय, एक रेस्तरां, एक भोजन कक्ष, एक कैंटीन	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	एक झंडा, एक बैनर	a flag, a banner	grupo	alternativoj	prononco
level	universala	सार्वभौमिक, सामान्य, विश्वव्यापी	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	एक दुकान, एक दुकान	a store, a shop	grupo	alternativoj	prononco
level	parko	एक पार्क	a park	grupo	alternativoj	prononco
level	kesto	एक संदूक, एक बक्सा, एक मामला	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	एक चर्च, एक किर्क	a church, a kirk	grupo	alternativoj	prononco
level	ataki	टूट पड़ना	to attack	grupo	alternativoj	prononco
level	fako	एक शाखा, एक अनुशासन, एक विशेषता, एक विभाग	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	एक किताब की दुकान, एक किताबों की दुकान	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	प्रसिद्ध	famous	grupo	alternativoj	prononco
level	kafejo	एक कैफ़े, एक कॉफ़ी शॉप	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	एक गद्दी, एक फेंक तकिया	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	डिज़ाइन करना, रेखांकन करना, रेखांकन करना	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	उपयुक्त होना, उपयुक्त होना	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	एक रिसेप्शन डेस्क	a reception desk	grupo	alternativoj	prononco
level	necesejo	एक शौचालय, एक शौचालय	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	खेल, एक खेल	sport, a sport	grupo	alternativoj	prononco
level	fridujo	एक फ्रिज, एक फ्रिज	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	एक कूड़ेदान, एक बिन, एक कूड़ेदान	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	बचाव करने के लिए	to defend	grupo	alternativoj	prononco
level	eduki	शिक्षा देना	to educate	grupo	alternativoj	prononco
level	hejti	गर्म करना, गर्म करना	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	एक सूची	a list	grupo	alternativoj	prononco
level	kondiĉo	एक शर्त	a condition	grupo	alternativoj	prononco
level	poste	बाद में, बाद में, अगले	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	आलिंगन करना, आलिंगन करना	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	हर्षित, आनंदित, खुश	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	सर्दी (पकड़ा हुआ)	a cold (caught)	grupo	alternativoj	prononco
level	salono	एक बैठने का कमरा, एक लाउंज, एक सैलून	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	निहित होना	to consist	grupo	alternativoj	prononco
level	hejme	घर पर	at home	grupo	alternativoj	prononco
level	spezo	एक कारोबार	a turnover	grupo	alternativoj	prononco
level	kalendaro	एक कैलेंडर	a calendar	grupo	alternativoj	prononco
level	imagi	कल्पना करना	to imagine	grupo	alternativoj	prononco
level	fidela	वफादार, भरोसेमंद	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	भाग लेना, भाग लेना	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	एक महल, एक गढ़	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	<suffix>संख्या में एक समूह	<suffix> a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	भाग लेना, उपस्थित होना	to attend, to be present at	grupo	alternativoj	prononco
level	televido	टीवी, टेलीविजन	TV, television	grupo	alternativoj	prononco
level	studento	एक छात्र (विश्वविद्यालय)	a student (university)	grupo	alternativoj	prononco
level	impreso	एक प्रभाव	an impression	grupo	alternativoj	prononco
level	pupo	एक गुड़िया, एक कठपुतली	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	निरंतर, लगातार, स्थाई	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	समतल, सम, समतल, समतल	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~वर्ष पुराना	~ years old	grupo	alternativoj	prononco
level	blovi	झोंका देना	to blow	grupo	alternativoj	prononco
level	konfesi	कबूल करना, स्वीकार करना	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	बाहर, विदेश में	outside, abroad	grupo	alternativoj	prononco
level	remi	पंक्ति	to row	grupo	alternativoj	prononco
level	kaserolo	एक पुलाव, एक पैन, एक सॉसपैन	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(दोनों माता पिता	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	शादी करना, शादी करना	to get married, to marry	grupo	alternativoj	prononco
level	vundo	एक घाव, एक चोट	a wound, an injury	grupo	alternativoj	prononco
level	scienco	विज्ञान, एक विज्ञान	science, a science	grupo	alternativoj	prononco
level	monero	सिक्का	a coin	grupo	alternativoj	prononco
level	kompari	तुलना करने के लिए	to compare	grupo	alternativoj	prononco
level	arko	एक चाप (वक्र का)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	अनुभवी, विशेषज्ञ	experienced, expert	grupo	alternativoj	prononco
level	sankta	पवित्र, पवित्र	holy, sacred	grupo	alternativoj	prononco
level	lavujo	वाशबेसन	a washbasin	grupo	alternativoj	prononco
level	trajno	एक रेल	a train	grupo	alternativoj	prononco
level	domaĝo	अफ़सोस की बात है, कुछ अफ़सोस की बात है	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	तीक्ष्ण, अपघर्षक	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	योग्य होना, योग्य होना, योग्य होना	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	बोलना शुरू करने के लिए	to start speaking	grupo	alternativoj	prononco
level	ekscii	जानना, महसूस करना, सीखना	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	एक बीज	a seed	grupo	alternativoj	prononco
level	reveni	वापस आना, लौटना	to come back, to return	grupo	alternativoj	prononco
level	lupo	एक भेड़िया	a wolf	grupo	alternativoj	prononco
level	elefanto	एक हाथी	an elephant	grupo	alternativoj	prononco
level	karoto	गाजर	a carrot	grupo	alternativoj	prononco
level	haŭto	त्वचा, एक त्वचा	skin, a skin	grupo	alternativoj	prononco
level	palaco	एक महल	a palace	grupo	alternativoj	prononco
level	eksidi	बैठने के लिए	to get sit down	grupo	alternativoj	prononco
level	mamo	एक स्तन (एक महिला का), उल्लू	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	एक भालू	a bear	grupo	alternativoj	prononco
level	vulpo	एक लोमड़ी	a fox	grupo	alternativoj	prononco
level	kuracisto	एक (चिकित्सा) डॉक्टर, एक चिकित्सक	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	एक परदा, एक परदा, एक घूँघट	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	जीतना, जीतना, जीतना, जीतना	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	एक सैनिक	a soldier	grupo	alternativoj	prononco
level	trunko	एक सूंड, एक शाफ्ट, एक धड़	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	एक चोर	a thief	grupo	alternativoj	prononco
level	miksi	मिलाना, मिलाना, मिलाना	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	सटीक, सटीक	precise, accurate	grupo	alternativoj	prononco
level	instruisto	एक शिक्षक, एक प्रशिक्षक	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	उबा देना	to bore	grupo	alternativoj	prononco
level	gaso	गैस	gas	grupo	alternativoj	prononco
level	fervora	ईमानदार, उत्सुक, उत्साही, भावहीन	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	एक शैतान	a devil	grupo	alternativoj	prononco
level	densa	घना, घना, सघन	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	अजीब, अजीब, अनोखा	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	बचाना, बचाव करना	to save, to rescue	grupo	alternativoj	prononco
level	vico	मोड़, एक मोड़ (क्रम में)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	एक किलोमीटर	a kilometer	grupo	alternativoj	prononco
level	puni	दंड देना	to punish	grupo	alternativoj	prononco
level	prunto	एक ऋण	a loan	grupo	alternativoj	prononco
level	planto	पौधा, एक पौधा	plant, a plant	grupo	alternativoj	prononco
level	praktiko	अभ्यास, एक अभ्यास	practice, a practice	grupo	alternativoj	prononco
level	kune	एक साथ	together	grupo	alternativoj	prononco
level	temperaturo	तापमान	temperature	grupo	alternativoj	prononco
level	nepo	एक पोता	a grandson	grupo	alternativoj	prononco
level	kunveni	बुलाना, इकट्ठा करना, मिलना	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	एक स्वर	a tone	grupo	alternativoj	prononco
level	plata	समतल	flat	grupo	alternativoj	prononco
level	ekskursi	भ्रमण करना, पिकनिक पर जाना, मौज-मस्ती करना	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	मरम्मत करना, ठीक करना	to repair, to fix	grupo	alternativoj	prononco
level	dramo	एक नाटक	a drama	grupo	alternativoj	prononco
level	sovaĝa	जंगली, जंगली	savage, wild	grupo	alternativoj	prononco
level	progresi	प्रगति के लिए	to progress	grupo	alternativoj	prononco
level	sonĝo	एक सपना	a dream	grupo	alternativoj	prononco
level	legomo	एक सब्जी	a vegetable	grupo	alternativoj	prononco
level	proksimuma	अनुमानित	approximate	grupo	alternativoj	prononco
level	mapo	नक्षा	a map	grupo	alternativoj	prononco
level	foje (iu foje)	कभी-कभी (कुछ बार)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	एक प्राधिकारी	an authority	grupo	alternativoj	prononco
level	distribui	वितरित करने के लिए	to distribute	grupo	alternativoj	prononco
level	distingi	भेद करने के लिए	to distinguish	grupo	alternativoj	prononco
level	speciala	विशेष	special	grupo	alternativoj	prononco
level	boli	उबालने के लिए	to boil	grupo	alternativoj	prononco
level	osto	एक हड्डी	a bone	grupo	alternativoj	prononco
level	rekomendi	सिफारिश करना	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	परसों	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	उपकृत करना, दयालु होना, उपकार करना	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	सौम्य, शिष्ट, शिष्ट, शिष्ट	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	आरामदायक	comfortable	grupo	alternativoj	prononco
level	strio	एक धारी, एक किरण	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	एक कैनवास, एक कपड़ा, एक लिनेन	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	एक रस्सी, एक तार, एक डोरी	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	एक साम्राज्य	an empire	grupo	alternativoj	prononco
level	ĉemizo	एक कमीज़	a shirt	grupo	alternativoj	prononco
level	anaso	एक बतख	a duck	grupo	alternativoj	prononco
level	organo	एक अंग, एक समीक्षा, एक आधिकारिक बुलेटिन	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	लंबे समय तक, लंबे समय तक	long, for a long time	grupo	alternativoj	prononco
level	biskvito	एक बिस्किट, एक कुकी, एक क्रैकर	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	माँ, एक माँ, माँ	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	पिता, पिता, पिता	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	ऑर्डर करना, बुक करना	to order, to book	grupo	alternativoj	prononco
level	lingva	भाषाई	linguistic	grupo	alternativoj	prononco
level	biciklo	एक बाइक, एक साइकिल	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	नकल करने के लिए	to imitate	grupo	alternativoj	prononco
level	abelo	एक मधुमक्खी	a bee	grupo	alternativoj	prononco
level	konfidi	विश्वास करना, सौंपना	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	छुट्टियाँ, छुट्टियाँ (=लिबर्टागो)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	चुंबन के लिए	to kiss	grupo	alternativoj	prononco
level	nokte	रात को, रात के समय, रात को	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	सौंपना, स्थानांतरित करना, सौंपना	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	एक अक्षर, एक पत्र	a character, a letter	grupo	alternativoj	prononco
level	maŝino	एक मशीन	a machine	grupo	alternativoj	prononco
level	haveno	एक बन्दरगाह, एक बन्दरगाह	a harbor, a port	grupo	alternativoj	prononco
level	graso	चिकनाई, वसा	grease, fat	grupo	alternativoj	prononco
level	klopodi	प्रयत्न करना, प्रयत्न करना, लक्ष्य करना, उपक्रम करना	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	एक मौका, एक अवसर	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	फाड़ना, चीरना	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	एक कोट, एक मंटू, एक लबादा	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	कार्यक्रम	a program	grupo	alternativoj	prononco
level	volvi	लपेटना, लपेटना, लपेटना, लपेटना	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	ऋण पर	on loan	grupo	alternativoj	prononco
level	naskiĝtago	एक जन्मदिन	a birthday	grupo	alternativoj	prononco
level	karbo	कोयला	coal	grupo	alternativoj	prononco
level	proponi	प्रस्ताव करना, प्रस्ताव करना	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	एक संग्रहालय	a museum	grupo	alternativoj	prononco
level	metalo	धातु, एक धातु	metal, a metal	grupo	alternativoj	prononco
level	streĉi	तानना, कसना	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	चखना, नमूना लेना	to taste, to sample	grupo	alternativoj	prononco
level	atenti	ध्यान रखना, ध्यान देना, ध्यान रखना	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	प्रिंट	to print	grupo	alternativoj	prononco
level	tabulo	एक बोर्ड, एक तख्ती, एक गोली	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	पूरी तरह से, पूरी तरह से, पूरी तरह से	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	एक श्रृंखला	a series	grupo	alternativoj	prononco
level	universitato	एक विश्वविद्यालय	a university	grupo	alternativoj	prononco
level	situacio	एक स्थिति, परिस्थिति, एक स्थिति	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	एक जोड़ा, एक जोड़ा	a pair, a couple	grupo	alternativoj	prononco
level	metio	शिल्प, हस्तशिल्प	craft, handicraft	grupo	alternativoj	prononco
level	meblo	फ़र्निचर का एक भाग	a piece of furniture	grupo	alternativoj	prononco
level	oleo	तेल, एक तेल	oil, an oil	grupo	alternativoj	prononco
level	scivola	जिज्ञासु, जिज्ञासु	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	यही है ना? है ना?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	आवश्यक, नितांत आवश्यक	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	सक्षम होना, सक्षम होना	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	एक लॉकर, एक अलमारी, एक कोठरी, एक साइडबोर्ड	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	प्रति, की दर से, द्वारा	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	एक निदेशक, एक प्रबंधक	a director, a manager	grupo	alternativoj	prononco
level	ve!	अफ़सोस!	Alas!	grupo	alternativoj	prononco
level	eviti	टालना, बचना	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	कब्ज़ा करना, अपना होना	to possess, to own	grupo	alternativoj	prononco
