A.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	rapide fariĝis ruĝa	dengan cepat menjadi merah	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	dalam bilik, masuk bilik	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	berdiri dan duduk	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	ada berdiri di hadapan foto itu	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	saya ada itu	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	apa yang anda ada di tangan anda?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	depan atau belakang?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	sebelum atau selepas?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	ada di belakang pintu	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	orang lain, orang lain	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	surat daripada orang lain	letters from others	grupo	alternativoj	prononco
level	falis el la mano	jatuh dari tangan	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	atas meja, atas meja	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	ia jatuh di atas meja	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	meminta ampun	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	sedang mencari lima buku	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	maaf, saya sedang mencari buku saya.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	tetapi anda tahu dengan baik	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	tiada di atas meja saya	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	buku awak tiada di atas meja saya	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	sekali lagi memberi, kembali	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	pulangkan surat itu kepada saya	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	mendapat pengajaran yang baik	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	lagi basuh, makan lagi	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	tidak akan membaca lagi	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	saya pun terima	I also received	grupo	alternativoj	prononco
level	devas fermi	terpaksa tutup	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Saya perlu tutup dengan baik	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	menutup pintu rapat-rapat	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	tenang, tenang	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	mendengar tetapi tidak mendengar	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	terdengar bunyi yang tenang	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	pada saya, ada 4 poket	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	sepuluh hari selepas pelajaran terakhir	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	antara dua meja	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	tiga huruf, enam kertas	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	dari kepala hingga ke kaki	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	empat, keempat, kuartet, suku	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	ke mana perginya mereka bertiga	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	lima jari di kedua-dua belah tangan	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	sendiri, poket sendiri	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	meletakkan, menyusun, sebatian	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	letak dalam poket sendiri	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	dua ratus negara di dunia	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	diambil, diambil	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	mengambil tujuh daripada sembilan bukunya sendiri	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	untuk pergi, ditinggalkan	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	tinggalkan saya sendiri dan tenang	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	ribu lapan ratus lapan puluh tujuh (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	secawan teh	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	seseorang membasuh lapan cawan	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	dua ribu sembilan belas (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	dia membasuh dirinya	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	badan sendiri, milik sendiri	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	di atas meja, kucing itu tidur	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	kucing itu melompat ke atas meja	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	dalam dewan, masuk dewan	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	jatuh ke tangannya	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	untuk bekerja, untuk menghuraikan	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	untuk menghuraikan buku itu	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	tahu, ingin tahu, rasa ingin tahu	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	dwibahasa, dwibahasa	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	tertanya-tanya tentang pelajar tiga bahasa	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	pergi, kembali	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	kucing-kucing itu pulang ke rumah mereka (sendiri).	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	dalam beg, masuk dalam beg	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	masukkan ke dalam beg anda	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	kaki, berjalan, pejalan kaki	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	selama sepuluh hari, mereka berjalan	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	untuk mengambil, untuk mengeluarkan	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	bunga yang cantik, mengambil bunga yang cantik	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	dia mengeluarkan bunga yang cantik sahaja	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	dibuka, tetapi segera ditutup	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	membuka mesyuarat antarabangsa	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	diterbitkan dan diedarkan	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	penerbit menerbitkan dua puluh tiga buah buku	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	kembali dan melihat anak sendiri semula	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	pada tahun dua ribu dua puluh tiga (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	seorang lelaki masuk (ke dalam) kedai	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	kedai kereta	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	di sana dia melihat seorang wanita	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	Tuan-tuan dan puan-puan	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	itu menggembirakan saya (saya suka itu)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	wanita itu menggembirakannya (dia menyukai wanita itu)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	melihat wanita cantik itu	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	siapa yang menggembirakan dia? (siapa yang dia suka?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	wanita, yang menggembirakan saya	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	orang yang masuk ke dalam rumah	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	lelaki yang mendermakannya	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	dia memberikan sebentuk cincin kepada isterinya	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	dia suka cincin itu	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	isteri yang suka cincin itu	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	seorang jurujual bekerja di kedai	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	seorang jurujual kereta	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	lelaki itu bertanya kepada jurujual itu	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	kereta mana yang anda suka?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	kereta mana yang anda akan pilih?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Saya memilih kereta itu	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	ia lebih baik	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	lebih baik daripada ini	better than this	grupo	alternativoj	prononco
level	plej bona el ili	terbaik daripada mereka	best of them	grupo	alternativoj	prononco
level	estas la plej bona	yang terbaik	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	kereta mana yang terbaik?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	kereta ini lebih baik	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	yang ini adalah yang terbaik	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	nampak semua kereta	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	yang terbaik dari semua	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	adakah ia pantas?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	lebih cepat daripada yang lain	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	juga kuat	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	oh ya, sudah tentu!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	sangat kuat	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	pasti ianya kuat	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	mahal juga	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	yang paling mahal antara semua	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	murah tapi kuat	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	berasa menyesal dan kasihan (patut berasa maaf)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	malangnya saya tidak akan membeli	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	adalah satu perkara yang malang	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	dia beli kereta baru	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	sebab saya tak ada duit	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	kereta lama saya	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	yang paling murah dari semua	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Saya akan memandu ke sana	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	masih akan memandu dengannya	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	sepanjang hari	all day long	grupo	alternativoj	prononco
level	dum li diris tion	sedangkan dia berkata begitu	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	dia memandangnya semula	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	tetapi jurujual itu berkata	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	adalah lebih baik bahawa ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	tengok perempuan ni	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	itu juga sangat mahal	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Saya suami dia	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	berapa kos perjalanan anda?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	dengar lagu isteri	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	jangan lupa harganya mahal	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	dia membantu jurujual itu selama dua jam	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	selama lebih daripada tiga tahun	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	tutup, tutup, buka (temui)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	sebab dia masih belum temui	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	kenapa awak mula hantar surat?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	selama lapan bulan dia tinggal di sana	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	tak sempat nak dengar	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	kereta itu sudah penuh	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	apa yang awak makan	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	cuaca macam mana?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	apa jenis kereta yang anda ada?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	macam mana surat dia?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	di mana kita?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	awak nak pergi mana?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	kepada siapa anda memberikannya?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	lelaki yang anda mengembara bersama	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	lebih besar daripada kereta	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	yang paling tinggi antara mereka	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	dia sedang duduk makan malam	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	dia menulis semasa dia membaca	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	sini, dalam bilik ini	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	lelaki ini	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	berita yang patut didengari	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	buku itu sangat berbaloi untuk dibaca	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	satu perkara yang malang	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	malangnya, saya tidak boleh	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Sama-sama. ia adalah kesenangan saya	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	gadis cantik kecil sangat cantik	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	semua kawan sayang dia	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	tiga bulan lalu	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	sesuatu yang buruk berlaku kepadanya	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	dia terjatuh sebab kereta	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	menjadi sakit dan suhu meningkat	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	ibu kata dia perlu berehat	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	dia perlu tinggal di rumah	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	dia akan memanggil doktor	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	pada pukul sembilan	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	pada waktu pagi datang pada pukul lapan	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	pukul tujuh petang esok	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	menunjukkan tangannya	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	berpakaian, sedang berpakaian	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	berpakaian dan memanaskan badan	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	di rumah segera membuka pakaian dan mandi	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	seorang doktor melihat segala-galanya	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	melihat dengan teliti dan akhirnya berkata	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	duduk rumah selama seminggu	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	mahu awak tenang	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	selepas satu minggu	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	anda akan berasa lebih baik	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	banyakkan minum teh	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	akan datang berjumpa lagi	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	biar dia tenang juga	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	lelaki sihat, orang sihat	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	menjaga diri sendiri	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	semuanya berguna kepada saya sekaligus	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	perasan bahawa perkara yang mengerikan sudah dekat	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	diminta untuk menyedarinya dengan segera	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	fikir itu tidak perlu	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	tinggal berdekatan, dan itu berguna	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	negara kita menjadi ketakutan hari ini	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	anak-anak tersayang dari semua keluarga	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	sekali semalam, dua kali esok	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	hari ini keluarga memerlukan anak	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	harap esok dia sihat	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	dia berasa (telah) sangat tenang	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	tiga orang kecil meninggikan gunung	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	orang penting tak minta tolong	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	berjalan ke sana untuk membantu	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	tinggal di rumah jika suhu tinggi	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	suhu kekal sama hari ini	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	panggil doktor pukul sembilan	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	tunjukkan kepada doktor anda	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	untuk menunjukkan kaki anda	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	pakai baju ni	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	pada hujung minggu semuanya akan tenang	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	di bawah cawan teh apa yang anda temui?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Saya nak minum pagi	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	mengharapkan petang yang tenang	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	mahu anda belajar	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	mendesak saya pergi	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	pukul berapa?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	pukul enam dia akan datang	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto itu menawan	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	senyap	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	biar dia senyap	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	dia juga	he too	grupo	alternativoj	prononco
level	mi deziras	Saya mahu (keinginan)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Saya berharap (ingin) bahawa ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	yang anda pelajari	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Saya nak awak belajar	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	ayah bertegas	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	bapa menegaskan bahawa ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	bahawa saya pergi	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	ayah mendesak saya pergi	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	pada jam berapa	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	pukul berapa awak datang?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	pada pukul lima)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	pada pukul lima	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	bagaimana keadaannya?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	awak macam mana sejak akhir-akhir ini?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	buku kecil itu cantik	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	buku kecil, buku yang cantik	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	cantik, cantik sikit, cantik sangat	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	suam, suam, sangat panas	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	buku besar, buku kecil	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	baik, hebat, baik	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	kaya, jadi kaya, orang kaya	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	tenang, bertenang, bertenang	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	sihat, menjadi sembuh, menjadi sembuh	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	suami, kahwin, kahwin	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	seorang posmen surat	a letter postman	grupo	alternativoj	prononco
level	hejmlando	sebuah tanah air	a homeland	grupo	alternativoj	prononco
level	iom, iomete	agak, sedikit	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	kami mempunyai makan malam yang hebat	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	harap-harap, jaga diri	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Saya mengambil berat tentang perumahan yang berkualiti tinggi	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	fikir dua kali, banyak kali	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	siapa yang menurunkan buku kecil itu?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	seekor kucing bernama Caesar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	kek yang ada di atas meja	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	makan kek yang ada di atas meja	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	menjadi panas dan merah padam	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	seorang bapa mahu anaknya makan	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	dalam bilik kecil	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	kami tinggal di ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Saya menjadi cemas	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	pada masa itu saya melihat awak	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	semua orang perasan itu	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	hakikat bahawa dia cantik	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	adakah anda mahu itu ~ ? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	supaya saya tunjukkan kepada anda	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	adakah anda mahu saya tunjukkan?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	buku terbaru saya (objektif)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	esok pagi awak nak apa?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	bersarapan lewat	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	bila Mark akan sampai?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	pada pukul lima atau lapan	at five or eight o'clock	grupo	alternativoj	prononco
