B.sk content.tsv
Level	Esperanto	sk	en-us	Grupo	Alternativoj	Pronoco
level	pro tiu mikso de diversaj homoj	kvôli tej zmesi rôznych ľudí	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	je to dobrá atmosféra, ktorá sa mi veľmi páči	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	v poriadku, znie to ako záujem	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	budem premýšľať	I will think about	grupo	alternativoj	prononco
level	certe	pre istotu	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	problém je však ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	toľko peňazí	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Toľko peňazí momentálne nemám	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problém je, že nemám toľko peňazí	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Chápem, ale nestálo by to veľa	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	nebolo by to vela drahe, verim	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	tabuľku poplatkov za programy	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	teda ak sa pozriete na tabuľku podielov/poplatkov	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	tabuľka akcií/poplatkov pozvánky IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	zistíte, že ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	spolu je to len 50 eur	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	vidíš, že pre teba je to dokopy len 50 eur	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	ak spíme na podlahe	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	dobre	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	no, to znie dobre	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	ale co sa tyka cestovania	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	vlak by stál okolo 70 eur	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	bolo by to pre teba možné?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	dúfam	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	ale vlakom by to vydržalo dosť dlho	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	áno, ale môžeme sa zastaviť v jednom alebo dvoch mestách	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	pozdĺž cesty	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	a nocľah?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	zaplatili by ste za to?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	nie, ja nie, ale to nie je problém	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	naozaj to nie je problem?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	ako to planujes riesit?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	ukázal zlatú korunu	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	no, čoskoro vám ukážem	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ale najprv ešte čaj	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	chceš aj ty?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Áno, ďakujem	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	v tej istej kaviarni&quot;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	niečo pokračuje, pokračuje v tom	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	plán, plánovať, plánovať	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ona a on pokračujú v plánovaní	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	prosím, tu je váš čaj	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	medzitým som si pozrel pozvánku	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	pozrel na pozvanie IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Chápem veľa, ale nie všetko	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	v poriadku v poriadku, len sa pýtaj	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	tu sú veci	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	jasné veci	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	veci, ktoré sú mätúce	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	sú pre mňa mätúce	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	pripojiť sa, registračný formulár	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Svetová organizácia esperantskej mládeže	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, vták, ktorý predstavuje TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	zostať, miesto na pobyt (ubytovanie)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	ubytovanie pre masy ľudí	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	registračný formulár je nástroj na registráciu	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	členský formulár, do ktorého napíšete svoje meno, adresu a pod	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	dlhá, skratka	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	skratka Svetovej esperantskej mládežníckej organizácie	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo je vtipný vták TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	masové ubytovanie je miesto, kde býva veľa ľudí	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	spánok, tabletka na spanie, spací vak	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	väčšinou tam človek potrebuje spací vak	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	vysvetlil si to príliš rýchlo	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Nestihla som všetko	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	nie je také dôležité	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Myslím, že teraz to nie je veľmi dôležité	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	neskôr sa môžeme porozprávať viac	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	viac hovoriť o pozvaní do IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	takže si chceš naplánovať cestu hneď, však?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	áno, rád	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	tak to uvidíš ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	bude stáť toľko	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	uvidíte, že cesta nebude stáť toľko	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	chcem vedieť	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Chcem vedieť o ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	ako budes riesit nocovanie	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	lebo nemám peniaze	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	mládežnícka ubytovňa	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	má peniaze na hotel alebo mládežnícku ubytovňu	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	tu je riešenie	here's the solution	grupo	alternativoj	prononco
level	pasporto	pas	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Pasová služba, domáci pobyt esperantistov	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	brožúrka s názvom „Pasová služba“	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	služba za čo?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	pre ľudí ako sme my	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	zažiť, odborník	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	ľudí, ktorí radi cestujú a spoznávajú krajiny	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	zarábať a míňať	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	bez toho, aby ste minuli veľa peňazí	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	služba, služba, tá služba	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	no a ako ta sluzba funguje?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Vidím, že v knižke je ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	veľa adries	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	existuje veľa adries z viacerých krajín	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	správne, áno!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	k dispozícii	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	oni všetci, všetci	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	v skutočnosti sú vám všetci k dispozícii!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	znamenalo, význam	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;k dispozícii&quot;, čo to znamená?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	znamená, že ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	hosťovať, hosťovať, hostiť hosťa	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	je pripravený, je pripravený, pripravte sa!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ľudia na týchto adresách sú pripravení vás hostiť	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	poznať (človek), známy, spoznať sa	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	a pomôžu vám zoznámiť sa s ich regiónom	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	znamená, že ľudia sú ochotní vás hostiť a pomáhať vám	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	znie to zaujímavo!	sounds interesting!	grupo	alternativoj	prononco
level	do	tak	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	niekto zostáva v dome iných esperantistov, však?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	niekoľko skúseností s Passport Service	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Mal som viacero zaujímavých zážitkov	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Použil som ho na troch kontinentoch	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(to) funguje zle	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	a doteraz (to) fungovalo veľmi dobre	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	skvelé! kam ideme?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	takže môj plán je, že sme ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	prichádza, prichádza	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	po úspešnom výlete	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	po použití Passport Service v dvoch mestách	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	prídu po úspešnom výlete	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	hľa, pozri!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	je tam veľká vlajka esperanta	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	tabuľka s textom &quot;Vitajte v IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	áno a pod ním je ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hurá!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	tak sme konečne dorazili	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Som veľmi unavený a hladný	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	myslíš, že môžeme ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	niečo zjesť	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	myslíš, že môžeme hneď niečo zjesť?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	o tom pochybujem	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	najprv musíme byť akceptovaní	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	musia byť prijaté na recepcii	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	a to môže trvať dlho	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	aby to podľa mojich skúseností vydržalo dlho	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	žiaľ!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	to je linka na recepciu?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Obávam sa, že áno	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	robiť ~ nie je úplne dokonalé	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	je úplne ideálne prísť večer	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	môžeme chatovať s ľuďmi	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ale môžeme chatovať s ľuďmi v rade	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	hľa, vidím priateľa Ruska!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Som hladný, chcem jesť	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	po cca 2 hodinách	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	v súlade s novými a starými priateľmi	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	miestny kongresový výbor	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	členom miestneho kongresového výboru	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	vitaj, kto si?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	z ktorej krajiny?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	predplatil si?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	prosím ukáž	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	ak áno, ukážte účtenku	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	si členom TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	stať sa členom v stánku	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	ak nie, môžete sa pridať v ďalšom stánku	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	tu sú potvrdenia o zálohových platbách	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	členské karty a naše pasy	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	veľmi dobre	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	takže vidím, že budeš bývať v hromadnom ubytovaní (crash space)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	a bude sa stravovať v ubytovni pre mládež	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	sú tie informácie správne?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	áno, perfektné	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	taška s programom, mapou atď	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	môžete zaplatiť a dostať tašku s programom, mapou atď	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	v červenej kabínke, tam	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	dobre, ďakujem	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	vyzerá unavene, ale zdravo	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	tí ľudia vyzerali naozaj unavene	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	a neboli veľmi láskaví	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	máš pravdu	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	ale zapamätaj si to ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	pracujú 8 hodín	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK funguje možno osem hodín	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	bez veľkej prestávky	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	ale pamätajte, že LKK funguje bez prestávok	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	chatrný počas týždňa	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Som si istý, že ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Som si istý, že budú milší	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	budú milší a zhovorčivejší	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	poďme to nájsť	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	no, teraz poďme nájsť miesto na hromadné ubytovanie	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	a potom by som si dal niečo na jedenie	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	videl si to dievča v stánku TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	áno, čo s ňou?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	Poznáte ju?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Bohužiaľ nie	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	ale je veľmi pekná, však?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Súhlasím	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	nerozumie však dobre	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Súhlasím, ale nerozumiem	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	páčia sa ti ženy?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	áno, chcem ti to povedať predtým	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	ale z nejakého dôvodu nie	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspekt atď	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	si, si?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ano, som homosexual	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	dá sa povedať aj lesbička	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	no vobec som nevedel	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	ale som rád, že si povedal	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	v skutočnosti som rád, že si homosexuál	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	si najmilšia a najkrajšia lesba	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	najkrajsia lesba aku poznam	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Ďakujem! poznáš aj iných?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ale ako to vieš?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	to dievča má radšej mužov!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	v každom prípade verím, že dievča má radšej mužov!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	to dievča, o ktorom si hovoril	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	uvidíme	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	v hromadnom ubytovni (na havarijnom priestore)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	dobré ráno!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	spal si dobre?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	sotva vidieť	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	naopak, skoro som nemohla zaspať	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	ale prečo?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	možno si bol nervózny zo svojho prvého dňa IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	nie naozaj	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	celú noc, celú noc	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	veľmi hlasno chrápal	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	len niekto celú noc veľmi hlasno chrápal	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	neotravuj ma	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	a to ma veľmi trápilo	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	nepočul si to?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	ani nie, spala som hlboko	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	zabudol som ti to povedať ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ucho, do zátky, zátky do uší	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	oplatí sa používať štuple do uší	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	oplatí sa použiť ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	povedal som, že sa oplatí používať štuple do uší	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	keď spíte v hromadnom ubytovaní (miesto havárie)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	jasne ze ano	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ach, úbohá Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	o kom to hovoríš?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	o tebe	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	pohladiť, pohladiť meno, prezývka	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	s -ĉjo alebo -njo je možné vytvárať prezývky v esperante	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ano, raz som o tom cital	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	a potom by si bol Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	ak chceš choď tam	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	koľko je teraz hodín?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	už je o päť minút desať	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	päť minút pred desiatou alebo deväť päťdesiat päť	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	trafil alebo minul?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	vynechal si raňajky	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	oh, sakra!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	si spokojný ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	a ja, ktorý som extrémne hladný	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	ak sa ponáhľaš	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	môže trafiť aspoň otvor	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	otvorenie kongresu	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	môžete trafiť aspoň otvorenie zjazdu	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	kedy to bude?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	o štvrť na desať	at a quarter past ten	grupo	alternativoj	prononco
