A.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	du mil dek naŭ	రెండు వేల పంతొమ్మిది (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	he was washed himself	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	ఒకరి శరీరం, ఒకరి స్వంత స్వాధీనం	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	టేబుల్ మీద, పిల్లి పడుకుంది	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	పిల్లి టేబుల్‌పైకి దూకింది	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	హాలులో, హాల్లోకి	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	అతని చేతిలో పడింది	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	పని చేయడానికి, విశదీకరించడానికి	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	ఆ పుస్తకం కోసం వివరించడానికి	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	తెలుసు, తెలుసుకోవాలనుంది, ఉత్సుకత	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	ద్విభాషా, ద్విభాషా	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	త్రిభాషా అభ్యాసకుడి గురించి ఆశ్చర్యంగా ఉంది	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	వెళ్ళాడు, తిరిగి వచ్చాడు	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	పిల్లులు తమ (సొంత) ఇళ్లకు తిరిగి వచ్చాయి	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	సంచిలో, సంచిలో	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	నీ సంచిలో పెట్టు	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	ఒక అడుగు, నడకలు, ఒక పాదచారి	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	పది రోజులు, వారు నడిచారు	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	తీయడానికి, తీయడానికి	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	అందమైన పువ్వులు, అందమైన పువ్వులు పట్టింది	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	అతను అందమైన పువ్వులు మాత్రమే తీసుకున్నాడు	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	తెరవబడింది, కానీ వెంటనే మూసివేయబడింది	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	అంతర్జాతీయ సమావేశాన్ని ప్రారంభించారు	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	ప్రచురించబడింది మరియు పంపిణీ చేయబడింది	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	ప్రచురణకర్త ఇరవై మూడు పుస్తకాలను ప్రచురించారు	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	తిరిగి వచ్చి ఒకరి స్వంత కొడుకును మళ్ళీ చూసాడు	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	రెండు వేల ఇరవై మూడు సంవత్సరంలో (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	ఒక పెద్దమనిషి దుకాణంలోకి ప్రవేశించాడు	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	కార్ల దుకాణం	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	అక్కడ అతను ఒక స్త్రీని చూస్తాడు	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	ప్రియమైన మహిళలారా మరియు పురుషులరా	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	అది నాకు నచ్చింది (నాకు అది ఇష్టం)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	లేడీ అతన్ని సంతోషపెట్టింది (అతను మహిళను ఇష్టపడ్డాడు)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	అందమైన స్త్రీని చూసింది	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	అతన్ని ఎవరు సంతోషపెట్టారు? (అతను ఎవరిని ఇష్టపడ్డాడు?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	నన్ను సంతోషపెట్టిన స్త్రీ	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	ఇంట్లోకి ప్రవేశించినవాడు	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	దానిని దానం చేసిన వ్యక్తి	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	అతను తన భార్యకు ఉంగరాన్ని ఇచ్చాడు	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	ఆమె ఉంగరాన్ని ఇష్టపడింది	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	ఉంగరాన్ని ఇష్టపడిన భార్య	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	ఒక సేల్స్ మాన్ దుకాణంలో పని చేస్తున్నాడు	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	కార్ల విక్రయదారుడు	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	పెద్దమనిషి అమ్మవారిని అడిగాడు	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	మీకు ఏ కారు ఇష్టం?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	మీరు ఏ కారును ఎంచుకుంటారు?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	నేను ఆ కారుని ఎంచుకున్నాను	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	అది మంచిది	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	దీని కంటే మెరుగైనది	better than this	grupo	alternativoj	prononco
level	plej bona el ili	వాటిలో ఉత్తమమైనది	best of them	grupo	alternativoj	prononco
level	estas la plej bona	ఉత్తమమైనది	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	ఏ కారు ఉత్తమమైనది?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	ఈ కారు మంచిది	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	ఇది ఉత్తమమైనది	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	కార్లన్నీ చూసింది	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	అన్నింటికంటే ఉత్తమమైనది	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	ఇది వేగంగా ఉందా?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	ఇతరులకన్నా వేగంగా	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	బలంగా కూడా ఉంది	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	అవును, అయితే!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	చాలా బలంగా ఉంది	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	ఖచ్చితంగా అది బలంగా ఉంది	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	ఖరీదైనది కూడా	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	అన్నింటికంటే ఖరీదైనది	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	చౌకగా కానీ బలమైన	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	జాలిగా మరియు జాలిగా ఉంది (క్షమించాల్సిన విలువ)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	దురదృష్టవశాత్తు నేను కొనను	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	అనేది దురదృష్టకరం	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	అతను కొత్త కారు కొన్నాడు	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ఎందుకంటే నా దగ్గర డబ్బు లేదు	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	నా పాత కారు	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	అన్నిటికంటే చౌకైనది	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	నేను అక్కడ డ్రైవ్ చేస్తాను	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	ఇంకా దానితోనే డ్రైవ్ చేస్తుంది	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	దినమన్తా	all day long	grupo	alternativoj	prononco
level	dum li diris tion	అని అతను చెప్పగా	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	అతను మళ్ళీ ఆమె వైపు చూశాడు	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	కానీ సేల్స్ మాన్ అన్నాడు	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	అది మంచిది ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	ఈ స్త్రీని చూడు	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	అది కూడా చాలా ఖరీదైనది	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	నేను ఆమె భర్తను	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	మీ ప్రయాణానికి ఎంత ఖర్చయింది?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	మీ భార్య పాట వినండి	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	చాలా ఖర్చవుతుందని మర్చిపోవద్దు	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	అతను సేల్స్‌మాన్‌కి రెండు గంటలు సహాయం చేసాడు	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	మూడు సంవత్సరాలకు పైగా	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	కవర్, కవర్, అన్‌కవర్ (కనుగొనండి)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	కారణం అతను ఇంకా కనుగొనలేదు	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	మీరు ఉత్తరాలు ఎందుకు పంపడం ప్రారంభించారు?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	ఎనిమిది నెలలు అతను అక్కడ నివసించాడు	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	వినడానికి సమయం లేదు	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	కారు అప్పటికే నిండిపోయింది	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	మీరు ఏమి తింటారు	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	వాతావరణం ఎలా ఉంది?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	మీ దగ్గర ఎలాంటి కారు ఉంది?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	ఆమె ఉత్తరాలు ఎలా ఉన్నాయి?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	మనం ఎక్కడ ఉన్నాము?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	నువ్వు ఎక్కడికి వెళ్ళుతున్నావు?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	మీరు ఎవరికి ఇచ్చారు?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	మీరు ప్రయాణించిన వ్యక్తి	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	కారు కంటే పెద్దది	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	ఆ వ్యక్తులలో ఎత్తైనది	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	అతను రాత్రి భోజనంలో కూర్చున్నాడు	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	అతను చదివేటప్పుడు ఆమె రాస్తుంది	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	ఇక్కడ, ఈ గదిలో	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	ఈ పెద్దమనిషి	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	వినవలసిన వార్త	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	పుస్తకం నిజంగా చదవదగినది	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	ఒక దురదృష్టకరమైన విషయం	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	దురదృష్టవశాత్తు, నేను చేయలేను	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	మీకు స్వాగతం. ఇది నా అధృష్టమ్	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	చిన్న అందమైన అమ్మాయి చాలా అందంగా ఉంది	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	స్నేహితులందరూ ఆమెను ప్రేమిస్తారు	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	మూడు నెలల క్రితం	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	ఆమెకు ఏదో చెడు జరిగింది	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	ఆమె కారు కారణంగా పడిపోయింది	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	అనారోగ్యం మరియు ఉష్ణోగ్రత పెరిగింది	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	తల్లి విశ్రాంతి తీసుకోవాలని చెప్పింది	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	ఆమె ఇంట్లోనే ఉండాలి	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	ఆమె వైద్యుడిని పిలుస్తుంది	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	తొమ్మిది గంటలకు	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	ఉదయం ఎనిమిది గంటలకు వచ్చింది	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	రేపు సాయంత్రం ఏడు గంటలకు	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	చేతులు చూపించాడు	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	దుస్తులు, దుస్తులు ధరించడం	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	దుస్తులు ధరించండి మరియు మీ శరీరాన్ని వేడి చేయండి	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	ఇంట్లో వెంటనే బట్టలు విప్పేసి స్నానం చేశాడు	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	ఒక వైద్యుడు అన్నీ చూశాడు	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	నిశితంగా చూసి చివరగా అన్నాడు	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ఒక వారం పాటు ఇంట్లో ఉండండి	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	మీరు ప్రశాంతంగా ఉండాలని కోరుకుంటున్నాను	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	ఒక వారం తర్వాత	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	మీరు మంచి అనుభూతి చెందుతారు	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	టీ పుష్కలంగా త్రాగడానికి	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	మళ్లీ నిన్ను చూడడానికి వస్తాను	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	అతన్ని కూడా ప్రశాంతంగా ఉండనివ్వండి	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	ఆరోగ్యకరమైన మనిషి, ఆరోగ్యకరమైన వ్యక్తి	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	తనను తాను చూసుకున్నాడు	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	మొత్తం విషయం నాకు ఒకేసారి ఉపయోగకరంగా ఉంది	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	భయంకరమైన విషయం సమీపంలో ఉందని గమనించాడు	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	వెంటనే గమనించాలని కోరారు	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	అవసరం లేదు అనుకున్నాడు	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	సమీపంలో నివసించారు, మరియు అది ఉపయోగకరంగా ఉంది	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	మన దేశం నేడు భయభ్రాంతులకు గురైంది	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	అన్ని కుటుంబాల నుండి ప్రియమైన పిల్లలు	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	నిన్న ఒకసారి, రేపు రెండుసార్లు	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	నేడు కుటుంబాలకు పిల్లలు కావాలి	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	రేపు బాగుండాలని ఆశపడ్డాడు	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	అతను చాలా ప్రశాంతంగా ఉన్నాడు	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	ముగ్గురు చిన్నారులు పర్వతాన్ని ఎత్తారు	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	ముఖ్యమైన వ్యక్తులు సహాయం కోసం అడగలేదు	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	సహాయం చేయడానికి అక్కడికి నడిచాడు	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	ఉష్ణోగ్రత ఎక్కువగా ఉంటే ఇంట్లోనే ఉండండి	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	ఈరోజు కూడా అదే స్థాయిలో ఉష్ణోగ్రతలు నమోదయ్యాయి	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	తొమ్మిదికి వైద్యుడిని పిలవండి	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	మీ వైద్యుడికి చూపించండి	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	మీ పాదం చూపించడానికి	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	ఈ చొక్కా ధరించండి	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	వారాంతంలో అంతా ప్రశాంతంగా ఉంటుంది	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	టీ కప్పు కింద మీరు ఏమి కనుగొన్నారు?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	నాకు ఉదయం టీ కావాలి	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	ప్రశాంతమైన సాయంత్రం కోసం ఆశపడ్డాడు	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	మీరు నేర్చుకోవాలని కోరుకుంటున్నాను	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	నేను వెళ్ళాలని పట్టుబట్టాడు	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	ఏ గంటలో?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	ఆరు గంటలకు అతను వస్తాడు	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	లిబ్రెట్టో మనోహరంగా ఉంది	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	నిశ్సబ్దంగా ఉండండి	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	అతను నిశ్శబ్దంగా ఉండనివ్వండి	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	అతను కూడా	he too	grupo	alternativoj	prononco
level	mi deziras	నాకు కావాలి (కోరిక)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	నేను కోరుకుంటున్నాను (కోరిక) ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	మీరు నేర్చుకుంటారు	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	మీరు నేర్చుకోవాలని నేను కోరుకుంటున్నాను	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	తండ్రి నొక్కి వక్కాణించాడు	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	అని తండ్రి నొక్కి వక్కాణించాడు	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	నేను వెళ్తాను అని	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	నాన్న నన్ను వెళ్ళమని పట్టుబట్టారు	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	ఏ గంటలో	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	నువ్వు ఎప్పుడు వస్తావు?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	ఐదు గంటలకి)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	ఐదు గంటలకి	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	అతను ఎలా చేస్తున్నాడు?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	మీరు ఇటీవల ఎలా ఉన్నారు?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	చిన్న పుస్తకాలు అందంగా ఉన్నాయి	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	ఒక బుక్లెట్, అందమైన పుస్తకాలు	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	అందమైన, కొద్దిగా అందంగా, చాలా అందంగా	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	వెచ్చని, మోస్తరు, చాలా వేడి	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	ఒక పెద్ద పుస్తకం, ఒక బుక్‌లెట్	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	మంచి, గొప్ప, బాగా	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	ధనవంతుడు, ధనవంతుడు, ధనవంతుడు	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	ప్రశాంతత, ప్రశాంతత, ప్రశాంతత	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	ఆరోగ్యంగా, నయం కావడానికి, నయం అయింది	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	ఒక భర్త, వివాహం, వివాహం	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	ఒక ఉత్తరం పోస్ట్మాన్	a letter postman	grupo	alternativoj	prononco
level	hejmlando	ఒక మాతృభూమి	a homeland	grupo	alternativoj	prononco
level	iom, iomete	కొంత, కొద్దిగా	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	మేము గొప్ప విందు చేసాము	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	ఆశాజనక, మిమ్మల్ని మీరు జాగ్రత్తగా చూసుకోండి	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	నేను అధిక-నాణ్యత గృహాల గురించి శ్రద్ధ వహించాను	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	ఒకటికి రెండు సార్లు ఆలోచించు	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	బుక్‌లెట్‌ను ఎవరు తీసివేసారు?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	సీజర్ అనే పిల్లి	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	టేబుల్ మీద ఉన్న కేక్	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	టేబుల్ మీద ఉన్న కేక్ తినండి	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	వేడిగా మరియు ఎర్రబడ్డాడు	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	ఒక తండ్రి తన బిడ్డ తినాలని కోరుకుంటాడు	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	ఒక చిన్న గదిలో	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	మేము ~లో నివసిస్తున్నాము	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	నేను ఆందోళన చెందాను	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	ఆ సమయంలో నేను నిన్ను చూసినప్పుడు	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	అందరూ అది గమనించారు	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	ఆమె అందంగా ఉంది వాస్తవం	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	మీకు అది కావాలా ~? (డెజిరి)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	నేను మీకు చూపించగలను	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	నేను చూపించాలనుకుంటున్నారా?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	నా సరికొత్త పుస్తకం (ఆబ్జెక్టివ్)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	రేపు ఉదయం, మీకు ఏమి కావాలి?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	ఆలస్యంగా అల్పాహారం చేశారు	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	మార్క్ ఎప్పుడు వస్తాడు?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	ఐదు లేదా ఎనిమిది గంటలకు	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	మీరు దానిని ఎప్పుడు గమనించారు ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	కుటుంబం మొత్తం నన్ను శ్రేయోభిలాషి అని పిలుస్తుంది	the whole family calls me a benefactor	grupo	alternativoj	prononco
