C.sl content.tsv
Level	Esperanto	sl	en-us	Grupo	Alternativoj	Pronoco
level	ŝlosilo	ključ	a key	grupo	alternativoj	prononco
level	ideoriĉa	domiseln	imaginative	grupo	alternativoj	prononco
level	falsi	ponarediti, ponarediti, ponarediti, ponarediti	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	čevlje	shoes	grupo	alternativoj	prononco
level	homformo	oblika osebe	a form of a person	grupo	alternativoj	prononco
level	scipovi	vedeti kako	to know how	grupo	alternativoj	prononco
level	haltigi	povzročiti zaustavitev	to cause stop	grupo	alternativoj	prononco
level	spezi	za transakcije denarja	to transact money	grupo	alternativoj	prononco
level	grandula	velikanov	giant's	grupo	alternativoj	prononco
level	grafino	grofica	a countess	grupo	alternativoj	prononco
level	supra	zgornji	upper	grupo	alternativoj	prononco
level	gondolisto	gondolist	a gondolist	grupo	alternativoj	prononco
level	paŭzi	prekiniti, prekiniti, odpočiti	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	bratje in sestre	siblings	grupo	alternativoj	prononco
level	sandviĉo	sendvič	a sandwich	grupo	alternativoj	prononco
level	knedi	mešati, gnetiti, obdelati	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	narobe govoriti	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	izvajati, trenirati, vrtati, vaditi	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	na koncu	at the end	grupo	alternativoj	prononco
level	verŝajne	verjetno, očitno	probably, apparently	grupo	alternativoj	prononco
level	familiano	družinski član	a family member	grupo	alternativoj	prononco
level	energio	energija	an energy	grupo	alternativoj	prononco
level	faligi	povzročiti padec, povoziti	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	aparat, stroj, naprava	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	informacija	an information	grupo	alternativoj	prononco
level	eniri	vstopiti	to go in	grupo	alternativoj	prononco
level	saluton!	zdravo!	hello!	grupo	alternativoj	prononco
level	ekvidi	da začnem videti	to start seeing	grupo	alternativoj	prononco
level	balancilo	zamah, ravnotežje	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	na poti ven	on the way out	grupo	alternativoj	prononco
level	flugilo	krilo	a wing	grupo	alternativoj	prononco
level	ekrigardi	da začnem iskati	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	zvočnik	a speaker	grupo	alternativoj	prononco
level	ekmire	čudovito	wonderously	grupo	alternativoj	prononco
level	dumtage	na dan	at day	grupo	alternativoj	prononco
level	socio	družba	a society	grupo	alternativoj	prononco
level	doloriga	povzroča bolečino	causing pain	grupo	alternativoj	prononco
level	laborilo	orodje za delo	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	zaiti	to go astray	grupo	alternativoj	prononco
level	banujo	kopalna kad (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	plakat, objava, članek	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	vstati iz postelje, vstati	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	pomeniti, označevati, implicirati	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	škarje	scissors	grupo	alternativoj	prononco
level	besteto	mala žival	a little animal	grupo	alternativoj	prononco
level	pasio	strast	passion	grupo	alternativoj	prononco
level	bedaŭrinde	na žalost	unfortunately	grupo	alternativoj	prononco
level	ekdormi	zaspati	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	neprijeten vonj	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	nož	a knife	grupo	alternativoj	prononco
level	rano	žaba	a frog	grupo	alternativoj	prononco
level	arboplena	polno dreves	full of trees	grupo	alternativoj	prononco
level	vespere	zvečer	in the evening	grupo	alternativoj	prononco
level	temo	tema, tema	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	iti naprej	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	kalkulator	a calculator	grupo	alternativoj	prononco
level	amikino	prijateljica	a girl friend	grupo	alternativoj	prononco
level	alilanda	tuje	foreign	grupo	alternativoj	prononco
level	kovrilo	a cover, a lit, a blanket	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	meni	a menu	grupo	alternativoj	prononco
level	informilo	glasilo, obvestilo	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Benetke	Venice	grupo	alternativoj	prononco
level	teroro	teror	a terror	grupo	alternativoj	prononco
level	doĝo	a doge, a viceroy	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	količina, količina	quantity, amount	grupo	alternativoj	prononco
level	batilo	netopir (udariti)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	kakovost, lastnost	quality, property	grupo	alternativoj	prononco
level	laŭte	loudly, glasno	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(pripona) pogojni pasiv	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Božič	Christmas	grupo	alternativoj	prononco
level	vivo	življenje	a life	grupo	alternativoj	prononco
level	freneza	crazy, insane, mad	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	rešiti, raztopiti	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	ki se nanaša na	relating to	grupo	alternativoj	prononco
level	fi!	sranje!	shit!	grupo	alternativoj	prononco
level	rideti	smehljati se	to smile	grupo	alternativoj	prononco
level	temas pri	gre za	it is about	grupo	alternativoj	prononco
level	alilande	v tujini	abroad	grupo	alternativoj	prononco
level	pli-malpli	več ali manj	more or less	grupo	alternativoj	prononco
level	kadro	okvir, postavitev, kader	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	majhna, drobna (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	dva tisoč	two thousands	grupo	alternativoj	prononco
level	ŝtormo	nevihta	a storm	grupo	alternativoj	prononco
level	elektra	električni, električni	electric, electrical	grupo	alternativoj	prononco
level	ducent	dvesto	two hundreds	grupo	alternativoj	prononco
level	lageto	ribnik	a pond	grupo	alternativoj	prononco
level	tridek	trideset	thirty	grupo	alternativoj	prononco
level	kukurbo	buča, buča	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	v mlačnem	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	devetnajst	nineteen	grupo	alternativoj	prononco
level	eĥo	odmev	an echo	grupo	alternativoj	prononco
level	ekrano	zaslon	a screen	grupo	alternativoj	prononco
level	dek sep	sedemnajst	seventeen	grupo	alternativoj	prononco
level	malvarmeta	kul	cool	grupo	alternativoj	prononco
level	dek kvin	petnajst	fifteen	grupo	alternativoj	prononco
level	oratoro	orator, govornik, govorec	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	torbica (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	trinajst	thirteen	grupo	alternativoj	prononco
level	kristalo	kristal	a crystal	grupo	alternativoj	prononco
level	cigaredo	cigareta	a cigarette	grupo	alternativoj	prononco
level	pronomo	zaimek	a pronoun	grupo	alternativoj	prononco
level	frapeti	tapniti	to tap	grupo	alternativoj	prononco
level	nukso	oreh	a nut	grupo	alternativoj	prononco
level	dek unu	enajst	eleven	grupo	alternativoj	prononco
level	mirinda	čudovito, čudovito	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portal, glavna vrata, vrata	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	funkcijo	a function	grupo	alternativoj	prononco
level	impliki	vpletati, zapletati, vpletati	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	naloga, delo	a task, a job	grupo	alternativoj	prononco
level	tunelo	a tunnel, a burrow	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	pripravljenost	willingness	grupo	alternativoj	prononco
level	intermanĝeto	kosilo (vmesno, majhno)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internet, internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	žgečkati	to tickle	grupo	alternativoj	prononco
level	vigle	živahno, živahno	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	trak, trak, trak	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	neumno, neumno	stupid, foolish	grupo	alternativoj	prononco
level	haloo	zdravo	hello	grupo	alternativoj	prononco
level	himno	himna, himna	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	biti primeren, ustrezati	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	odrasel, odrasel	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	to review, to write up	to review, to write up	grupo	alternativoj	prononco
level	gratulo	čestitke	congratulation	grupo	alternativoj	prononco
level	flati	laskati	to flatter	grupo	alternativoj	prononco
level	komitato	odbor	a committee	grupo	alternativoj	prononco
level	frataro	skupina motečih	a group of bothers	grupo	alternativoj	prononco
level	dorno	trn	a thorn	grupo	alternativoj	prononco
level	nebulo	megla, megla	fog, mist	grupo	alternativoj	prononco
level	fervojo	železnica	a railway	grupo	alternativoj	prononco
level	uzado	kako uporabljati, uporaba	how to use, using	grupo	alternativoj	prononco
level	klimato	podnebje	a climate	grupo	alternativoj	prononco
level	brakumo	objem	a hug	grupo	alternativoj	prononco
level	bandaĝo	povoj, obloga	a bandage, dressing	grupo	alternativoj	prononco
level	drato	žica	a wire	grupo	alternativoj	prononco
level	unuo	enota	unit	grupo	alternativoj	prononco
level	materialo	material, material	material, a material	grupo	alternativoj	prononco
level	malvarmumi	prehladiti se	to catch cold	grupo	alternativoj	prononco
level	unue	najprej	first of all	grupo	alternativoj	prononco
level	gramo	gram	a gram	grupo	alternativoj	prononco
level	turniĝi	postati obrnjen	to become turned	grupo	alternativoj	prononco
level	malsano	bolezen	a disease	grupo	alternativoj	prononco
level	porcio	del, delež	a portion, a share	grupo	alternativoj	prononco
level	armeo	vojska	an army	grupo	alternativoj	prononco
level	bulteno	bilten, glasilo	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	party, zabava, tekma, stran	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trio	a trio	grupo	alternativoj	prononco
level	proksimume	približno, približno	approximately, about	grupo	alternativoj	prononco
level	determini	določiti	to determine	grupo	alternativoj	prononco
level	oferi	žrtvovati, žrtvovati, ponuditi	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	plavanje, kopanje	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	evidenten, jasen, očiten	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	tretji	third	grupo	alternativoj	prononco
level	familiara	znan, prijazen	familiar, friendly	grupo	alternativoj	prononco
level	pastro	duhovnik, duhovnik, župnik	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	obračati strani, brskati, listati	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	biti dovolj	to be sufficient	grupo	alternativoj	prononco
level	okulumi	to make eyes at, to ogle, to strme at, to wink	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	natančen	exact	grupo	alternativoj	prononco
level	konstati	ugotoviti, ugotoviti, da je dejstvo	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	a tomb, grob	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	izkušnja	an experience	grupo	alternativoj	prononco
level	ŝmiri	to grease, namazati, pomazati	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pionir	a pioneer	grupo	alternativoj	prononco
level	emerito	emeritus, upokojenec, upokojenec	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	pisalni pripomoček, karkoli za pisanje	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	ugodno	favorable	grupo	alternativoj	prononco
level	kaĉo	kaša, pire	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	brez premora	without pause	grupo	alternativoj	prononco
level	horizonto	obzorje	a horizon	grupo	alternativoj	prononco
level	vertikalo	navpična črta	a vertical line	grupo	alternativoj	prononco
level	protekti	zaščititi	to protect	grupo	alternativoj	prononco
level	fikcio	fikcija	a fiction	grupo	alternativoj	prononco
level	ventumi	to fan, to aerate	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	ovira	an obstacle	grupo	alternativoj	prononco
level	satiĝi	postati zadovoljen	to become satisfied	grupo	alternativoj	prononco
level	kredito	kredit	a credit	grupo	alternativoj	prononco
level	rompiĝi	postati zlomljen	to become broken	grupo	alternativoj	prononco
level	dorloti	to pamper, to coddle, to bot, to dote	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	epoha, doba, obdobje, čas	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	oboževalec	a fan	grupo	alternativoj	prononco
level	nutri	hraniti, hraniti	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	koruza, koruza, zdrob	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	vplivati, vplivati	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	ponovno obiskati	to visit again	grupo	alternativoj	prononco
level	graveda	noseča	pregnant	grupo	alternativoj	prononco
level	potenco	moč	a power	grupo	alternativoj	prononco
level	surprizi	presenetiti	to surprise	grupo	alternativoj	prononco
level	minimumo	minimalno	a minimum	grupo	alternativoj	prononco
level	fabo	fižol, fižol, bob	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	srečati	to meet	grupo	alternativoj	prononco
level	abunda	abundant, copious, bountiful	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	to dive, to plunge, to plummet	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	stopnja, razred	degree, grade	grupo	alternativoj	prononco
level	kajo	kej, ploščad, povezava	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	vzajemno	reciprocally	grupo	alternativoj	prononco
level	reprezenti	predstavljati	to represent	grupo	alternativoj	prononco
level	gimnastiko	gimnastika	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Zemlja (Zemlja)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	vezati, povezati	to bind, to link	grupo	alternativoj	prononco
level	titolo	naslov	a title	grupo	alternativoj	prononco
level	plumamiko	dopisnik (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	šopek	a bouquet	grupo	alternativoj	prononco
level	plaĉo	prijetna stvar	pleasing thing	grupo	alternativoj	prononco
level	logi	zvabiti, zvabiti, privabiti	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	riž	rice	grupo	alternativoj	prononco
level	rajdi	jahati	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (esperantski ustvarjalec)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	majhen košček	a small piece	grupo	alternativoj	prononco
level	detrui	uničiti	to destroy	grupo	alternativoj	prononco
level	rubando	trak, fascija	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	papirnato vrečko	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	vrtnar	a gardener	grupo	alternativoj	prononco
level	salajro	salary, plača	salary, wage	grupo	alternativoj	prononco
level	severa	hud, strog	severe, strict	grupo	alternativoj	prononco
level	junulara	mladih, mladih ljudi	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	organizator	an organizer	grupo	alternativoj	prononco
level	oficistino	pisarniški delavec	a female office worker	grupo	alternativoj	prononco
level	protesti	protestirati	to protest	grupo	alternativoj	prononco
level	taksi	oceniti, oceniti, oceniti	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	na novo	newly	grupo	alternativoj	prononco
level	ŝtuparo	stairs, stopnišče	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	ovratnico	a collar	grupo	alternativoj	prononco
level	akcidento	Nesreča	an accident	grupo	alternativoj	prononco
level	mizero	beda	misery	grupo	alternativoj	prononco
level	miliono da	milijon od	a million of	grupo	alternativoj	prononco
level	krokodilo	krokodil	a crocodile	grupo	alternativoj	prononco
level	arbaro	gozd, gozd	a forest, woods	grupo	alternativoj	prononco
level	etendi	razširiti	to extend	grupo	alternativoj	prononco
level	persekuti	preganjati, preganjati	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	bakterija	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	nevtralnost	neutrality	grupo	alternativoj	prononco
level	spaco	prostor, prostor	space, a space	grupo	alternativoj	prononco
level	koridoro	koridor, prehod, pas	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	radoveden	curious	grupo	alternativoj	prononco
level	hararo	dlaka (oseba), dlaka (žival)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	kopalke, kopalke	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	zasebno	private	grupo	alternativoj	prononco
level	konsoli	potolažiti, tolažiti	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	amater	an amateur	grupo	alternativoj	prononco
level	ornami	okrasiti, okrasiti	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	človeška rasa, človeštvo	human race, mankind	grupo	alternativoj	prononco
level	milda	blago, nežno, gladko	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	drago	expensive	grupo	alternativoj	prononco
level	verŝi	to pour, to spill	to pour, to spill	grupo	alternativoj	prononco
level	karesi	pobožati, polaskati, pobožati	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	navdušiti	to excite	grupo	alternativoj	prononco
level	poeto	pesnik	a poet	grupo	alternativoj	prononco
level	vortaro	slovar, besednjak	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	zemlja, tla	ground, soil	grupo	alternativoj	prononco
level	ŝpari	shraniti, prihraniti, obdržati za prihodnjo uporabo	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registracija, evidenca	registration, record	grupo	alternativoj	prononco
level	monujo	denarnica	a wallet	grupo	alternativoj	prononco
level	enlandano	in-lander	an in-lander	grupo	alternativoj	prononco
level	konto	račun	an account	grupo	alternativoj	prononco
level	origino	izvor	origin	grupo	alternativoj	prononco
level	samideano	oseba z isto idejo, soborec, somišljenik	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	priročno, priročno, primerno	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineral	mineral	grupo	alternativoj	prononco
level	lui	najeti	to rent	grupo	alternativoj	prononco
level	policano	policist, policist (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	slamica	a straw	grupo	alternativoj	prononco
level	lukso	razkošje	luxury	grupo	alternativoj	prononco
level	mesaĝo	sporočilo	a message	grupo	alternativoj	prononco
level	embaraso	zadrega, zmedenost	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	učiti se sam	to learn by oneself	grupo	alternativoj	prononco
level	diveni	uganiti	to guess	grupo	alternativoj	prononco
level	razilo	britvico	a razor	grupo	alternativoj	prononco
level	ŝirmi	v zavetje, v ščit, v zaslon, v senco	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	sanjati	to dream	grupo	alternativoj	prononco
level	injekti	injicirati	to inject	grupo	alternativoj	prononco
level	malsaneta	šibek, mehko bolan	weak, soft-illed	grupo	alternativoj	prononco
level	peki	grešiti	to sin	grupo	alternativoj	prononco
level	fandi	topiti	to melt	grupo	alternativoj	prononco
level	malĝusta	nepravilno	incorrect	grupo	alternativoj	prononco
level	faldo	pregib	a fold	grupo	alternativoj	prononco
level	skulpti	kipariti, rezbariti	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	kamen	a rock	grupo	alternativoj	prononco
level	malfrue	pozneje in z zamudo	later and delayed	grupo	alternativoj	prononco
level	statuo	kip	a statue	grupo	alternativoj	prononco
level	sekundo	sekunda, sekunda	second, a second	grupo	alternativoj	prononco
level	laŭdi	to praise, to loud, to acclamation	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	razkošno	luxurious	grupo	alternativoj	prononco
level	deklivo	pobočje, vzpetina, pobočje	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	okras	a decoration	grupo	alternativoj	prononco
level	majstra	of a master, of a maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	suha sliva, sliva	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	preudarno, modro, razumno, razumno	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	mrmrati, mrmrati	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	razburiti, prevrniti, prevrniti, prevrniti	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	svoboda	liberty	grupo	alternativoj	prononco
level	fortika	utrjen, vzdržljiv, trden, čvrst	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	vredno ogleda	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	pogumno	courageously	grupo	alternativoj	prononco
level	kora	srca	of heart	grupo	alternativoj	prononco
level	vidindaĵo	znamenitost, vredna ogleda, razgledna točka	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	scale, lestvica	scale, a scale	grupo	alternativoj	prononco
level	amindumi	to woo, dvoriti	to woo, to court	grupo	alternativoj	prononco
level	dankinda	hvaležen, cenjen	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	to spread out, to lay out	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	zanesljiv, vreden zaupanja	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	to wade, veslati	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongresno mesto	the congress place	grupo	alternativoj	prononco
level	veŝto	telovnik, telovnik	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	vizitka, vizitka	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	slikovno razglednico	a picture postcard	grupo	alternativoj	prononco
level	makulo	a macule, madež, madež, madež	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	deplorable, miserable, piteable, poor	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	razglednica	a postcard	grupo	alternativoj	prononco
level	halo	dvorano	a hall	grupo	alternativoj	prononco
level	urĝi	to urge, hiteti	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	doseči, izpolniti	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	kreditno kartico	a credit card	grupo	alternativoj	prononco
level	iomete	malo, nekaj	a little, a few	grupo	alternativoj	prononco
level	kaĝo	kletko	a cage	grupo	alternativoj	prononco
level	haki	to chop, to hack, to cut	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	puščava, divjina	a desert, wilderness	grupo	alternativoj	prononco
level	humila	skromen	humble	grupo	alternativoj	prononco
level	pipo	cev	a pipe	grupo	alternativoj	prononco
level	gumo	žvečilni gumi, radirka, guma	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	pravzaprav	in fact	grupo	alternativoj	prononco
level	persiko	breskev, nektarina	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	vulkan	a volcano	grupo	alternativoj	prononco
level	estro	šef, načelnik	a boss, a chief	grupo	alternativoj	prononco
level	delegi	delegirati	to delegate	grupo	alternativoj	prononco
level	blinda	slepi	blind	grupo	alternativoj	prononco
level	fianĉo	a fiance, zaročenec	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	električni motor	an electric motor	grupo	alternativoj	prononco
level	kroĉi	to hook, to concatenate	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	za začetek vožnje	to start off driving	grupo	alternativoj	prononco
level	ĉiel	na vsak način	in every way	grupo	alternativoj	prononco
level	klera	izobražen, kultiviran	educated, cultured	grupo	alternativoj	prononco
level	dolaro	dolar	a dollar	grupo	alternativoj	prononco
level	fajfi	žvižgati	to whistle	grupo	alternativoj	prononco
level	duone	na pol	in half	grupo	alternativoj	prononco
level	glata	gladko, gladko	smooth, slick	grupo	alternativoj	prononco
level	vomi	bruhati	to vomit	grupo	alternativoj	prononco
level	difekti	to damage, to impair, pokvariti, poškodovati	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	stokati, ječati	to groan, to moan	grupo	alternativoj	prononco
level	devo	dolžnost	a duty	grupo	alternativoj	prononco
level	heziti	oklevati	to hesitate	grupo	alternativoj	prononco
level	dekstre	na desni	at right	grupo	alternativoj	prononco
level	velo	jadro	a sail	grupo	alternativoj	prononco
level	muta	silent, mute, dumb	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	kot A kot B	such A as B	grupo	alternativoj	prononco
level	ĉifono	a rag, a tatter, a scrap	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	hvala, pohvala	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	in tako dalje, itd	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	plamen	a flame	grupo	alternativoj	prononco
level	ajlo	česen	a garlic	grupo	alternativoj	prononco
level	pala	bled	pale	grupo	alternativoj	prononco
level	danco	ples	a dance	grupo	alternativoj	prononco
level	kamarado	a comrade, a companion, a buddy, a pal	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	itd	etc	grupo	alternativoj	prononco
level	kokoso	kakavov oreh	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	lastnica, gospodarica, (ženska) lastnica	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	jagodičje	a berry	grupo	alternativoj	prononco
level	humoro	humor	a humour	grupo	alternativoj	prononco
level	bonveno	dobrodošlica	a welcome	grupo	alternativoj	prononco
level	alilandano	tujec (=eksterlandec)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	resonančni zvok	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	nedavno, v zadnjem času	recently, lately	grupo	alternativoj	prononco
level	bele	lepo	beautifully	grupo	alternativoj	prononco
level	karaktero	značaj, narava, osebnost	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	splošni običaj, navadno vedenje, običaji	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	liberty, svoboda	liberty, a freedom	grupo	alternativoj	prononco
level	lama	lame, feeble, hobbling	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	mavrica	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	to bid adieu, posloviti se	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	knjižnica	a library	grupo	alternativoj	prononco
level	antikva	antique, starodaven	antique, ancient	grupo	alternativoj	prononco
level	societo	malo društvo	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	pred včeraj, predvčerajšnjim	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	jelka	a fir	grupo	alternativoj	prononco
level	kuniklo	a rabbit, a coney	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	milijarda, trilijon	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	nadstropje, nadstropje (stavbe)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	nasvet, nasvet	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	predavanje	a lecture	grupo	alternativoj	prononco
level	aventuro	pustolovščina	an adventure	grupo	alternativoj	prononco
level	enua	boring, bored	boring, bored	grupo	alternativoj	prononco
level	grimpi	plezati	to climb	grupo	alternativoj	prononco
level	cerbumi	to cerebrate, to rack one's brains, to puzzle over	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	prijazen	amiable	grupo	alternativoj	prononco
level	vero	resnica	a truth	grupo	alternativoj	prononco
