B.vi-vn content.tsv
Level	Esperanto	vi-vn	en-us	Grupo	Alternativoj	Pronoco
level	kaj alia por homoj kiuj jam eklernis la lingvon	và cái còn lại dành cho những người đã học ngôn ngữ	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	ôi, cái gì cơ?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	bạn đã nói, &quot;thường&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	ồ, IJK diễn ra hàng năm	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	mọi lúc ở đất nước khác	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	vì lý do này, mỗi IJK đều khác nhau	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	nhưng cũng có những chương trình	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	các chương trình quay trở lại thường xuyên	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	nhưng cũng có những chương trình quay lại thường xuyên	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	Ví dụ	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	ví dụ, hầu như luôn có thể chơi thể thao và chơi bài	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	nói chuyện với bạn bè suốt đêm	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	để hát quanh đống lửa và nhảy múa	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	tham gia vào các buổi hòa nhạc, v.v.	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	ồ, tôi cũng có thể làm điều đó ở nhà	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	đúng, nhưng	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	nhưng điều quan trọng trong IJK là ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	đến từ nhiều quốc gia khác nhau	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	là những người tham gia đến từ các quốc gia khác nhau	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	vì sự kết hợp của những người khác nhau	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	đó là một bầu không khí tốt mà tôi rất thích	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	được rồi, nghe có vẻ thú vị	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Tôi sẽ suy nghĩ về	I will think about	grupo	alternativoj	prononco
level	certe	chắc chắn	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	tuy nhiên, một vấn đề là ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	bấy nhiêu tiền	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Hiện tại tôi không có nhiều tiền như vậy	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	vấn đề là tôi không có nhiều tiền đến thế	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Tôi hiểu, nhưng nó sẽ không tốn nhiều tiền	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	tôi tin rằng nó sẽ không đắt lắm	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	bảng học phí các chương trình	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	nghĩa là, nếu bạn nhìn vào bảng chia sẻ/phí	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	bảng chia sẻ/phí của lời mời IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	bạn thấy điều đó ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	tổng cộng chỉ có 50 euro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	bạn thấy đó đối với bạn tổng cộng chỉ có 50 euro	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	nếu chúng ta ngủ trên sàn	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	được rồi	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	ừ, điều đó nghe có vẻ ổn	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	nhưng còn chuyến du lịch thì sao	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	một chuyến tàu sẽ có giá khoảng 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	điều đó có thể xảy ra với bạn không?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	hy vọng	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	nhưng sẽ đủ lâu bằng tàu hỏa	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	vâng, nhưng chúng ta có thể dừng lại ở một hoặc hai thành phố	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	dọc đường	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	và nghỉ qua đêm?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	bạn sẽ trả tiền cho nó?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	không, không phải tôi, nhưng đó không phải là vấn đề	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	thực sự đây không phải là vấn đề sao?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	bạn dự định giải quyết chuyện đó như thế nào?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	khoe vương miện vàng	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	được rồi, tôi sẽ cho bạn xem sớm	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	nhưng trước tiên hãy uống thêm trà	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	bạn có muốn không?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Vâng, cảm ơn	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	trong cùng một quán cà phê&#39;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	điều gì đó tiếp diễn, tiếp tục (làm) điều đó	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	một kế hoạch, lên kế hoạch, lên kế hoạch	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	cô và anh tiếp tục kế hoạch	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	xin vui lòng, trà của bạn đây	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	trong khi đó tôi nhìn vào lời mời	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	nhìn vào lời mời của IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Tôi hiểu nhiều nhưng không phải tất cả	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	được rồi được rồi, cứ hỏi đi	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	đây là những thứ	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	mọi thứ rõ ràng	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	những điều khó hiểu	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	đang làm tôi bối rối	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	để tham gia, một mẫu đăng ký	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Tổ chức Thanh niên Esperanto Thế giới	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, loài chim đại diện cho TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	chỗ ở, chỗ ở (chỗ ở)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	một chỗ ở cho người dân đại chúng	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	Mẫu đăng ký là công cụ để đăng ký	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	một mẫu đơn thành viên trong đó bạn viết tên, địa chỉ, v.v.	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	dài, viết tắt	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	tên viết tắt của Tổ chức Thanh niên Esperanto Thế giới	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo là chú chim ngộ nghĩnh của TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	nhà nghỉ tập thể là nơi có nhiều người ở	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	giấc ngủ, thuốc ngủ, túi ngủ	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	thông thường người ta cần một chiếc túi ngủ ở đó	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	bạn giải thích nhanh quá	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Tôi đã không nắm bắt được mọi thứ	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	điều đó không quan trọng lắm	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Tôi nghĩ bây giờ nó không quan trọng lắm	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	sau này chúng ta có thể nói chuyện nhiều hơn	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	nói thêm về lời mời của IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	vậy bạn muốn lên kế hoạch cho chuyến du lịch ngay bây giờ phải không?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	vâng, rất vui lòng	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	vậy bạn sẽ thấy điều đó ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	sẽ tốn bao nhiêu tiền	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	sẽ thấy rằng chuyến du lịch sẽ không tốn nhiều tiền	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Tôi muốn biết	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Tôi muốn biết về ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	bạn sẽ giải quyết việc ở lại qua đêm như thế nào	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	bởi vì tôi không có tiền	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ký túc xá thanh niên	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	có tiền xây khách sạn hay ký túc xá cho giới trẻ	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	đây là giải pháp	here's the solution	grupo	alternativoj	prononco
level	pasporto	hộ chiếu	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Dịch vụ hộ chiếu, Nhà Quốc tế ngữ	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	tập sách nhỏ có tên &quot;Dịch vụ hộ chiếu&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	phục vụ cho việc gì?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	cho những người như chúng tôi	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	để trải nghiệm, một chuyên gia	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	những người thích đi du lịch và trải nghiệm các nước	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	để kiếm tiền và chi tiêu	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	mà không tốn nhiều tiền	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	một dịch vụ, dịch vụ, dịch vụ đó	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	à, và dịch vụ đó hoạt động như thế nào?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Tôi thấy trong tập sách có ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	rất nhiều địa chỉ	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	có nhiều địa chỉ từ một số quốc gia	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	đúng, vâng!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	theo ý của bạn	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	tất cả họ, tất cả họ	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	trên thực tế, tất cả đều theo ý của bạn!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	có nghĩa là, ý nghĩa	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;theo ý của tôi&quot;, điều đó có nghĩa là gì?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	có nghĩa là ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	tiếp khách, tiếp khách, đón tiếp khách	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	đã sẵn sàng, đã sẵn sàng, đã sẵn sàng!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	mọi người ở những địa chỉ đó sẵn sàng đón tiếp bạn	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	biết (một người), được biết đến, được biết đến	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	và giúp bạn làm quen với khu vực của họ	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	có nghĩa là mọi người sẵn sàng đón tiếp bạn và giúp đỡ bạn	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	Nghe có vẻ thú vị!	sounds interesting!	grupo	alternativoj	prononco
level	do	Vì thế	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	có ai đó ở trong nhà của những người theo chủ nghĩa Quốc tế ngữ khác, phải không?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	một số kinh nghiệm với Dịch vụ Hộ chiếu	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Tôi đã có một số trải nghiệm thú vị	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Tôi đã sử dụng nó trên ba châu lục	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(nó) hoạt động kém	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	và cho đến nay (nó) đã hoạt động rất tốt	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Tuyệt! chúng ta đang đi đâu vậy?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	vì vậy, kế hoạch của tôi là chúng ta ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	đến, đã đến	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	sau chuyến đi thành công	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	sau khi sử dụng Dịch vụ Hộ chiếu ở hai thành phố	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	họ đến sau một chuyến đi thành công	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	kìa, nhìn kìa!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	có một lá cờ Esperanto lớn ở đằng kia	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	một tấm biển có dòng chữ &quot;Chào mừng đến với IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	vâng, và bên dưới nó có ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hoan hô!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	vậy là cuối cùng chúng tôi đã đến nơi	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Tôi rất mệt và đói	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	bạn có nghĩ chúng ta có thể ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	ăn gì đó	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	bạn có nghĩ chúng ta có thể ăn gì đó ngay lập tức không?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	Tôi nghi ngờ điều đó	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	trước tiên chúng ta phải được chấp nhận	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	phải được chấp nhận tại bàn tiếp tân	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	và điều đó có thể kéo dài rất lâu	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	để tồn tại lâu dài trong kinh nghiệm của tôi	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	than ôi!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	đó có phải là đường tới quầy tiếp tân không?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	E rằng như vậy	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	việc cần làm ~ không hoàn toàn hoàn hảo	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	hoàn toàn hoàn hảo để đến vào buổi tối	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	chúng ta có thể trò chuyện với mọi người	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	nhưng chúng ta có thể trò chuyện với những người đang xếp hàng	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	kìa, tôi thấy một người bạn của Nga!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Tôi đói, tôi muốn ăn	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	sau khoảng 2 giờ	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	phù hợp với những người bạn mới và cũ	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	ủy ban quốc hội địa phương	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	một thành viên trong ủy ban quốc hội địa phương	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	xin chào, bạn là ai?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	từ nước nào?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	bạn đã trả trước chưa?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	xin vui lòng hiển thị	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	nếu vậy, vui lòng xuất trình biên lai	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	bạn có phải là thành viên của TEJO không?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	để trở thành thành viên tại một gian hàng	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	nếu không, bạn có thể tham gia ở gian hàng tiếp theo	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	đây là biên lai trả trước	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	thẻ thành viên và hộ chiếu của chúng tôi	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	rất tốt	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	vì vậy, tôi thấy bạn sẽ sống trong một khu nhà trọ tập thể (không gian va chạm)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	và sẽ ăn ở ký túc xá thanh niên	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	những thông tin đó có đúng không?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Vâng, hoàn hảo	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	một túi đựng chương trình, bản đồ, v.v.	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	bạn có thể thanh toán và nhận một túi có chương trình, bản đồ, v.v.	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	tại gian hàng màu đỏ, ở đó	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	tốt cám ơn	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	trông mệt mỏi nhưng khỏe mạnh	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	những người đó trông thực sự mệt mỏi	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	và họ không tử tế lắm	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	bạn đúng rồi	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	nhưng hãy nhớ điều đó ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	đang làm việc 8 giờ	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK đã hoạt động được khoảng tám tiếng rồi	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	không ngừng nghỉ nhiều	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	nhưng hãy nhớ rằng LKK hoạt động không ngừng nghỉ	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	trò chuyện trong tuần	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Tôi chắc chắn rằng ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Tôi chắc chắn họ sẽ tử tế hơn	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	họ sẽ tử tế hơn và nói nhiều hơn	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	hãy tìm nó	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	ừ, bây giờ chúng ta hãy tìm chỗ ở tập thể	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	và sau đó tôi muốn ăn gì đó	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	bạn có thấy cô gái ở gian hàng TEJO không?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	vâng, còn cô ấy thì sao?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	bạn có biết cô ấy không?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	tiếc là không có	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	nhưng cô ấy rất xinh đẹp phải không?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	tôi đồng ý	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	tuy nhiên không hiểu rõ lắm	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Tôi đồng ý nhưng tôi không hiểu	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	bạn có thích phụ nữ không?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	vâng, tôi muốn nói với bạn trước	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	nhưng vì lý do nào đó đã không	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	khía cạnh vv	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	bạn có phải không?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	vâng, tôi là người đồng tính	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	người ta cũng có thể nói là đồng tính nữ	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	à, tôi hoàn toàn không biết	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	nhưng tôi vui vì bạn đã nói	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	thực ra tôi rất mừng vì bạn là người đồng tính	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	bạn là người đồng tính nữ tốt bụng và dễ thương nhất	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	người đồng tính nữ đẹp nhất mà tôi biết	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Cảm ơn! bạn có biết người khác không?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	nhưng làm sao bạn biết điều đó?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	cô gái đó thích đàn ông hơn!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	trong mọi trường hợp tôi tin rằng cô gái đó thích đàn ông hơn!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	cô gái mà bạn đang nói đến	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	chúng ta sẽ thấy	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	ở nơi tập trung (một không gian va chạm)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Chào buổi sáng!	good morning!	grupo	alternativoj	prononco
