A.sl content.tsv
Level	Esperanto	sl	en-us	Grupo	Alternativoj	Pronoco
level	serĉis kvin librojn	je iskal pet knjig	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	oprosti, iskal sem svojo knjigo.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	ampak dobro veš	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	ni na moji mizi	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	tvojih knjig ni na moji mizi	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	znova dal, vrnil	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	vrni mi pismo	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	dobil dobro lekcijo	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	dalje opral, jedel več	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	ne bo več bral	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Tudi jaz sem prejel	I also received	grupo	alternativoj	prononco
level	devas fermi	se mora zapreti	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Moram dobro zapreti	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	tesno zaprl vrata	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	pomiri se, umiri se	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	slišal, a ni poslušal	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	zaslišal miren zvok	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	pri meni so 4 žepi	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	deset dni po zadnjem pouku	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	med obema mizama	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	tri pisma, šest listov	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	od glave do pete	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	štiri, četrtina, kvartet, četrtina	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	kam je šla trojica	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	pet prstov v obeh rokah	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	sam, lasten žep	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	put, sestaviti, spojina	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	dati v lasten žep	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	dvesto narodov na svetu	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	vzel, vzel	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	vzel sedem od svojih devetih knjig	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	zapustiti, zapuščeno	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	pusti me pri miru in miru	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tisoč osemsto sedeminosemdeset (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	skodelica čaja	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	nekdo je pomil osem skodelic	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	dva tisoč devetnajst (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	se je umil	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	lastno telo, lastna posest	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	na mizi je mačka spala	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	mačka je skočila na mizo	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	v dvorani, v dvorano	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	padel v njegovo roko	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	delati, izdelati	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	razložiti za to knjigo	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	ve, želi vedeti, radovednost	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	dvojezičnost, dvojezičnost	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	se sprašuje o trijezičnem učencu	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	odšel, vrnil se	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	mačke so se vrnile na (lastne) domove	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	v vrečko, v vrečko	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	daj v torbo	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	noga, sprehodi, pešec	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	deset dni sta hodila	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	to take, to take out	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	lepe rože, vzela lepe rože	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	ven je vzel samo lepe rože	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	odprli, a takoj zaprli	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	odprl mednarodno srečanje	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	objavljeno in distribuirano	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	založba je izdala triindvajset knjig	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	vrnil in spet videl lastnega sina	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	leta dva tisoč triindvajset (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	(v) trgovino je vstopil gospod	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	trgovina z avtomobili	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	tam zagleda gospo	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	drage dame in gospodje	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	to mi je bilo všeč (to mi je všeč)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	gospa mu je ugajala (gospa mu je bila všeč)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	videl lepo damo	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	kdo ga je zadovoljil? (koga je imel rad?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	ženska, ki me je zadovoljila	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	tisti, ki je vstopil v hišo	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	človek, ki ga je podaril	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	svoji ženi je dal prstan	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	prstan ji je bil všeč	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	žena, ki ji je bil prstan všeč	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	prodajalec dela v trgovini	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	prodajalec avtomobilov	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	je gospod vprašal prodajalca	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	kateri avto ti je všeč?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	kateri avto boš izbrala?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Izbral sem ta avto	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	boljše je	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	boljše od tega	better than this	grupo	alternativoj	prononco
level	plej bona el ili	najboljši med njimi	best of them	grupo	alternativoj	prononco
level	estas la plej bona	je najboljši	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	kateri avto je najboljši?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	ta avto je boljši	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	ta je najboljši	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	videl vse avtomobile	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	najboljši od vseh	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	je hitro?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	hitreje kot drugi	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	je tudi močan	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	o ja, seveda!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	je zelo močan	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	vsekakor je močan	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	je tudi drago	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	najdražja od vseh	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	poceni, a močan	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	obžaluje in je usmiljen (vredno se je obžalovati)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	na žalost ne bom kupila	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	je nesrečna stvar	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	kupil je nov avto	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ker nimam denarja	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	moj stari avto	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	najcenejši od vseh	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Jaz se bom odpeljal tja	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	se bo še vozil z njim	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	ves dan	all day long	grupo	alternativoj	prononco
level	dum li diris tion	medtem ko je to rekel	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	jo je spet pogledal	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ampak prodajalec je rekel	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	bolje bi bilo, da ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	poglej to damo	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	to je tudi zelo drago	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Jaz sem njen mož	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	koliko je stalo tvoje potovanje?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	poslušaj pesem svoje žene	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	ne pozabite, da veliko stane	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	dve uri je pomagal prodajalcu	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	več kot tri leta	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	pokriti, pokriti, odkriti (odkriti)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	vzroka še ni odkril	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	zakaj si začel pošiljati pisma?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	tam je živel osem mesecev	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	ni imel časa poslušati	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	avto je bil že poln	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	kaj ješ	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	kakšno je vreme?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	kakšen avto imaš?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	kakšna so bila njena pisma?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	kje smo?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	kam greš?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	komu si ga dal?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	moški, s katerim ste potovali	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	večji od avta	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	najvišji od teh ljudi	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	je sedel pri večerji	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	ona piše medtem ko on bere	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	tukaj, v tej sobi	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	ta gospod	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	novica vredna poslušanja	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	knjiga je res vredna branja	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	nesrečna stvar	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	na žalost ne morem	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	ni za kaj. bilo mi je v veselje	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	majhna lepa deklica je zelo lepa	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	vsi prijatelji jo imajo radi	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	pred tremi meseci	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	zgodilo se ji je nekaj hudega	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	padla je zaradi avta	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	zbolel in temperatura se je dvignila	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mama je rekla, naj počiva	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	ona mora ostati doma	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	poklicala bo zdravnika	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	ob devetih	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	zjutraj prišel ob osmih	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	jutri ob sedmih zvečer	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	pokazal roke	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	obleka, se oblači	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	oblecite se in ogrejte telo	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	doma se takoj slekel in stuširal	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	zdravnik je vse pogledal	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	pozorno pogledal in končno rekel	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ostani en teden doma	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	želi, da si miren	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	po enem tednu	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	počutili se boste bolje	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	pijte veliko čaja	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	te bom spet prišel pogledat	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	naj bo tudi on miren	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	zdrav človek, zdrav človek	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	skrbel zase	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	vse mi je bilo naenkrat uporabno	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	opazil, da je grozljiva stvar blizu	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	prosil, naj to takoj opazi	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	mislil, da to ni potrebno	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	živel v bližini, in to je bilo koristno	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	naša država je danes postala prestrašena	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	dragi otroci iz vseh družin	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	včeraj enkrat, jutri dvakrat	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	danes družine potrebujejo otroke	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	upal, da bo jutri dobro	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	počutil se je (je bil) zelo miren	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	trije malčki goro dvignili	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	pomembni ljudje niso prosili za pomoč	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	hodil tja pomagat	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	ostanite doma, če je temperatura visoka	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperatura je danes ostala podobna	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	pokličite zdravnika ob devetih	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	pokažite zdravniku	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	da pokažeš svojo nogo	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	nosi to majico	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	čez vikend se bo vse umirilo	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	kaj si našel pod skodelico za čaj?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Hočem jutranji čaj	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	upali na miren večer	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	želi, da se naučiš	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	vztrajal, da grem	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	ob kateri uri?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	ob šestih bo prišel	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libreto je bil očarljiv	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	Bodi tiho	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	naj bo tiho	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	on tudi	he too	grupo	alternativoj	prononco
level	mi deziras	želim (želja)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Želim (želim), da ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	da se naučiš	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Želim, da se naučiš	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	oče vztraja	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	oče vztraja, da ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	da grem	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	oče vztraja, da grem	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	ob kateri uri	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	kdaj prideš	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	ob petih (uri)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	ob petih	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	kako mu gre?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	kako si zadnje čase?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	knjigice so lepe	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	knjižica, lepe knjige	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	lepa, malo lepa, zelo lepa	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	toplo, mlačno, zelo vroče	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	velika knjiga, knjižica	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	dobro, super, dobro	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	bogat, postati bogat, bogata oseba	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	calm, to calm down, pomiriti se	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	zdrav, postati ozdravljen, postal ozdravljen	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	mož, zakon, poročen	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	pismonoša	a letter postman	grupo	alternativoj	prononco
level	hejmlando	domovino	a homeland	grupo	alternativoj	prononco
level	iom, iomete	nekoliko, malo	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	imeli smo odlično večerjo	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	upajmo, poskrbi zase	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Skrbel sem za kakovostno stanovanje	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	premisli dvakrat, večkrat	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	kdo je vzel knjižico?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	mačka po imenu Cezar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	torta, ki je na mizi	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	jesti torto, ki je na mizi	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	postal vroč in zardel	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	oče želi, da njegov otrok jedo	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	v majhni sobi	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	živimo v ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Postala sem zaskrbljena	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	takrat, ko sem te videl	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	vsi so to opazili	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	dejstvo, da je lepa	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	hočeš to ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	da vam lahko pokažem	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	hočeš da pokažem?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	moja najnovejša knjiga (cilj)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	jutri zjutraj, kaj hočeš?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	zajtrkoval pozno	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	kdaj pride Mark?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	ob peti ali osmi uri	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	kdaj si to opazil ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	cela družina me kliče dobrotnik	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	koristno za vas	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	je bila knjižica uporabna?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	knjižica, ki sem jo poslal	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	zjutraj je dolgo spal	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	ko je zagledal sonce	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	nenadoma je poskočil	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	vedno je bil zgodnji	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	vedno zamuja	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	takrat, ko mora iti	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	iti v šolo	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	ve, da ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	pozna dejstvo, da ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	dejstvo, da učitelj sovraži čebele	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	pozna dejstvo, da učitelj sovraži čebele	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	ve, da učitelj to sovraži	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	danes pa je spil kavo	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	hitro se obleče	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	noče zamujati	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	zelo hitro s knjigami v roki	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	pozneje je tekel in skakal	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	tekel je in skakal	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	vzdolž ulice	along the street	grupo	alternativoj	prononco
