C.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	rilate al	kas attiecas uz	relating to	grupo	alternativoj	prononco
level	fi!	sūds!	shit!	grupo	alternativoj	prononco
level	rideti	smaidīt	to smile	grupo	alternativoj	prononco
level	temas pri	tas ir aptuveni	it is about	grupo	alternativoj	prononco
level	alilande	ārzemēs	abroad	grupo	alternativoj	prononco
level	pli-malpli	vairāk vai mazāk	more or less	grupo	alternativoj	prononco
level	kadro	rāmis, uzstādījums, kadrs	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	maza, niecīga (= malranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	divi tūkstoši	two thousands	grupo	alternativoj	prononco
level	ŝtormo	vētra	a storm	grupo	alternativoj	prononco
level	elektra	elektriskā, elektriskā	electric, electrical	grupo	alternativoj	prononco
level	ducent	divi simti	two hundreds	grupo	alternativoj	prononco
level	lageto	dīķis	a pond	grupo	alternativoj	prononco
level	tridek	trīsdesmit	thirty	grupo	alternativoj	prononco
level	kukurbo	ķirbis, ķirbis	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	remdenā	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	deviņpadsmit	nineteen	grupo	alternativoj	prononco
level	eĥo	atbalss	an echo	grupo	alternativoj	prononco
level	ekrano	ekrāns	a screen	grupo	alternativoj	prononco
level	dek sep	septiņpadsmit	seventeen	grupo	alternativoj	prononco
level	malvarmeta	forši	cool	grupo	alternativoj	prononco
level	dek kvin	piecpadsmit	fifteen	grupo	alternativoj	prononco
level	oratoro	orators, runasvīrs, runātājs	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	rokassomiņa (= mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	trīspadsmit	thirteen	grupo	alternativoj	prononco
level	kristalo	kristāls	a crystal	grupo	alternativoj	prononco
level	cigaredo	cigarete	a cigarette	grupo	alternativoj	prononco
level	pronomo	vietniekvārds	a pronoun	grupo	alternativoj	prononco
level	frapeti	pieskarties	to tap	grupo	alternativoj	prononco
level	nukso	rieksts	a nut	grupo	alternativoj	prononco
level	dek unu	vienpadsmit	eleven	grupo	alternativoj	prononco
level	mirinda	pārsteidzošs, brīnišķīgs	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portāls, galvenie vārti, vārti	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	funkcija	a function	grupo	alternativoj	prononco
level	impliki	iejaukt, sapīties, iesaistīt	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	uzdevums, darbs	a task, a job	grupo	alternativoj	prononco
level	tunelo	tunelis, ala	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	gatavību	willingness	grupo	alternativoj	prononco
level	intermanĝeto	pusdienas (vidēja līmeņa, mazas)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internets, internets	internet, Internet	grupo	alternativoj	prononco
level	tikli	kutināt	to tickle	grupo	alternativoj	prononco
level	vigle	animēti, ņipri	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	josla, lente, lente	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	stulbi, muļķīgi	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Sveiki	hello	grupo	alternativoj	prononco
level	himno	himna, himna	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	būt piemērotam, iederēties	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	pieaugušais, pieaugušais	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	pārskatīt, pierakstīt	to review, to write up	grupo	alternativoj	prononco
level	gratulo	apsveicu	congratulation	grupo	alternativoj	prononco
level	flati	glaimot	to flatter	grupo	alternativoj	prononco
level	komitato	komiteja	a committee	grupo	alternativoj	prononco
level	frataro	traucētāju grupa	a group of bothers	grupo	alternativoj	prononco
level	dorno	ērkšķis	a thorn	grupo	alternativoj	prononco
level	nebulo	migla, migla	fog, mist	grupo	alternativoj	prononco
level	fervojo	dzelzceļš	a railway	grupo	alternativoj	prononco
level	uzado	kā lietot, izmantojot	how to use, using	grupo	alternativoj	prononco
level	klimato	klimats	a climate	grupo	alternativoj	prononco
level	brakumo	apskāviens	a hug	grupo	alternativoj	prononco
level	bandaĝo	pārsējs, pārsējs	a bandage, dressing	grupo	alternativoj	prononco
level	drato	vads	a wire	grupo	alternativoj	prononco
level	unuo	vienība	unit	grupo	alternativoj	prononco
level	materialo	materiāls, materiāls	material, a material	grupo	alternativoj	prononco
level	malvarmumi	saaukstēties	to catch cold	grupo	alternativoj	prononco
level	unue	Pirmkārt	first of all	grupo	alternativoj	prononco
level	gramo	grams	a gram	grupo	alternativoj	prononco
level	turniĝi	kļūt pagrieztam	to become turned	grupo	alternativoj	prononco
level	malsano	slimība	a disease	grupo	alternativoj	prononco
level	porcio	porcija, daļa	a portion, a share	grupo	alternativoj	prononco
level	armeo	armija	an army	grupo	alternativoj	prononco
level	bulteno	biļetens, biļetens	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	ballīte, ballīte, sērkociņš, puse	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trijotne	a trio	grupo	alternativoj	prononco
level	proksimume	aptuveni, apmēram	approximately, about	grupo	alternativoj	prononco
level	determini	lai noteiktu	to determine	grupo	alternativoj	prononco
level	oferi	upurēt, piedāvāt, piedāvāt	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	peldēties, peldēties	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	acīmredzams, skaidrs, acīmredzams	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	trešais	third	grupo	alternativoj	prononco
level	familiara	pazīstams, draudzīgs	familiar, friendly	grupo	alternativoj	prononco
level	pastro	priesteris, garīdznieks, mācītājs	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	šķirstīt lapas, pārlūkot, pārlapot	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	lai būtu pietiekami	to be sufficient	grupo	alternativoj	prononco
level	okulumi	likt acis, blenzt, skatīties, pamirkšķināt	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	precīzs	exact	grupo	alternativoj	prononco
level	konstati	noskaidrot, konstatēt, ka tas ir fakts	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	kaps, kaps	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	pieredze	an experience	grupo	alternativoj	prononco
level	ŝmiri	smērēt, smērēt, smērēt	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pionieris	a pioneer	grupo	alternativoj	prononco
level	emerito	emeritētais, pensionārs, pensionārs	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	rakstīšanas rīks, jebkas rakstīšanai	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	labvēlīgs	favorable	grupo	alternativoj	prononco
level	kaĉo	putra, biezenis	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	bez pauzes	without pause	grupo	alternativoj	prononco
level	horizonto	horizonts	a horizon	grupo	alternativoj	prononco
level	vertikalo	vertikāla līnija	a vertical line	grupo	alternativoj	prononco
level	protekti	aizsargāt	to protect	grupo	alternativoj	prononco
level	fikcio	daiļliteratūra	a fiction	grupo	alternativoj	prononco
level	ventumi	vēdināt, vēdināt	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	šķērslis	an obstacle	grupo	alternativoj	prononco
level	satiĝi	lai kļūtu apmierināts	to become satisfied	grupo	alternativoj	prononco
level	kredito	kredīts	a credit	grupo	alternativoj	prononco
level	rompiĝi	kļūt salauztam	to become broken	grupo	alternativoj	prononco
level	dorloti	lutināt, samīļot, samīļot, mīlēt	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	laikmets, laikmets, periods, laiks	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	ventilators	a fan	grupo	alternativoj	prononco
level	nutri	barot, barot	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	kukurūza, kukurūza, milti	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	ietekmēt, ietekmēt	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	apmeklēt vēlreiz	to visit again	grupo	alternativoj	prononco
level	graveda	grūtniece	pregnant	grupo	alternativoj	prononco
level	potenco	spēks	a power	grupo	alternativoj	prononco
level	surprizi	pārsteigt	to surprise	grupo	alternativoj	prononco
level	minimumo	minimums	a minimum	grupo	alternativoj	prononco
level	fabo	pupa, fava pupa, pupa	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	satikt	to meet	grupo	alternativoj	prononco
level	abunda	bagātīgs, bagātīgs, bagātīgs	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	nirt, ienirt, krist	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	grāds, pakāpe	degree, grade	grupo	alternativoj	prononco
level	kajo	piestātne, platforma, savienojums	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	abpusēji	reciprocally	grupo	alternativoj	prononco
level	reprezenti	pārstāvēt	to represent	grupo	alternativoj	prononco
level	gimnastiko	vingrošana	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Zeme (Zeme)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	saistīt, saistīt	to bind, to link	grupo	alternativoj	prononco
level	titolo	titulu	a title	grupo	alternativoj	prononco
level	plumamiko	vēstuļu draugs (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	pušķis	a bouquet	grupo	alternativoj	prononco
level	plaĉo	patīkama lieta	pleasing thing	grupo	alternativoj	prononco
level	logi	pievilināt, pievilināt, pievilināt	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	rīsi	rice	grupo	alternativoj	prononco
level	rajdi	braukt	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhofs (esperanto valodas veidotājs)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	mazs gabaliņš	a small piece	grupo	alternativoj	prononco
level	detrui	iznīcināt	to destroy	grupo	alternativoj	prononco
level	rubando	lente, fascija	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	papīra maisiņš	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	dārznieks	a gardener	grupo	alternativoj	prononco
level	salajro	alga, alga	salary, wage	grupo	alternativoj	prononco
level	severa	bargs, stingrs	severe, strict	grupo	alternativoj	prononco
level	junulara	jauniešiem, jauniešiem	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	organizators	an organizer	grupo	alternativoj	prononco
level	oficistino	sieviete biroja darbiniece	a female office worker	grupo	alternativoj	prononco
level	protesti	protestēt	to protest	grupo	alternativoj	prononco
level	taksi	novērtēt, novērtēt, novērtēt	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	tikko	newly	grupo	alternativoj	prononco
level	ŝtuparo	kāpnes, kāpņu telpa	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	apkakle	a collar	grupo	alternativoj	prononco
level	akcidento	negadījums	an accident	grupo	alternativoj	prononco
level	mizero	posts	misery	grupo	alternativoj	prononco
level	miliono da	miljons no	a million of	grupo	alternativoj	prononco
level	krokodilo	krokodils	a crocodile	grupo	alternativoj	prononco
level	arbaro	mežs, mežs	a forest, woods	grupo	alternativoj	prononco
level	etendi	pagarināt	to extend	grupo	alternativoj	prononco
level	persekuti	vajāt, vajāt	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	baktērija	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neitralitāte	neutrality	grupo	alternativoj	prononco
level	spaco	telpa, telpa	space, a space	grupo	alternativoj	prononco
level	koridoro	koridors, eja, josla	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	ziņkārīgs	curious	grupo	alternativoj	prononco
level	hararo	mati (cilvēks), mētelis (dzīvnieks)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	peldkostīms, peldkostīms	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	Privāts	private	grupo	alternativoj	prononco
level	konsoli	mierināt, mierināt	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	amatieris	an amateur	grupo	alternativoj	prononco
level	ornami	izrotāt, izrotāt	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	cilvēku rase, cilvēce	human race, mankind	grupo	alternativoj	prononco
level	milda	maigs, maigs, gluds	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	dārgi	expensive	grupo	alternativoj	prononco
level	verŝi	liet, izliet	to pour, to spill	grupo	alternativoj	prononco
level	karesi	samīļot, glaimot, čakarēt	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	lai satrauktu	to excite	grupo	alternativoj	prononco
level	poeto	dzejnieks	a poet	grupo	alternativoj	prononco
level	vortaro	vārdnīca, vārdu krājums	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	zeme, augsne	ground, soil	grupo	alternativoj	prononco
level	ŝpari	saglabāt, taupīt, paturēt turpmākai lietošanai	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	reģistrācija, ieraksts	registration, record	grupo	alternativoj	prononco
level	monujo	maku	a wallet	grupo	alternativoj	prononco
level	enlandano	iekšējais piezemētājs	an in-lander	grupo	alternativoj	prononco
level	konto	konts	an account	grupo	alternativoj	prononco
level	origino	izcelsmi	origin	grupo	alternativoj	prononco
level	samideano	cilvēks ar vienādām idejām, biedrs, domubiedrs	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	ērti, parocīgi, piemēroti	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	minerāls	mineral	grupo	alternativoj	prononco
level	lui	īrēt	to rent	grupo	alternativoj	prononco
level	policano	policists, policists (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	salmiņš	a straw	grupo	alternativoj	prononco
level	lukso	greznība	luxury	grupo	alternativoj	prononco
level	mesaĝo	ziņa	a message	grupo	alternativoj	prononco
level	embaraso	apmulsums, apjukums	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	mācīties pašam	to learn by oneself	grupo	alternativoj	prononco
level	diveni	uzminēt	to guess	grupo	alternativoj	prononco
level	razilo	skuveklis	a razor	grupo	alternativoj	prononco
level	ŝirmi	sargāt, aizsegt, aizsliet, ēnot	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	sapņot	to dream	grupo	alternativoj	prononco
level	injekti	lai injicētu	to inject	grupo	alternativoj	prononco
level	malsaneta	vājš, mīksts	weak, soft-illed	grupo	alternativoj	prononco
level	peki	grēkot	to sin	grupo	alternativoj	prononco
level	fandi	kust	to melt	grupo	alternativoj	prononco
level	malĝusta	nepareizi	incorrect	grupo	alternativoj	prononco
level	faldo	kroka	a fold	grupo	alternativoj	prononco
level	skulpti	tēlot, grebt	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	akmens	a rock	grupo	alternativoj	prononco
level	malfrue	vēlāk un aizkavējās	later and delayed	grupo	alternativoj	prononco
level	statuo	statuja	a statue	grupo	alternativoj	prononco
level	sekundo	otrs, otrs	second, a second	grupo	alternativoj	prononco
level	laŭdi	slavēt, skaļi, uzslavēt	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	grezns	luxurious	grupo	alternativoj	prononco
level	deklivo	nogāze, straujums, kalna nogāze	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	dekorācija	a decoration	grupo	alternativoj	prononco
level	majstra	par meistaru, par maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	plūme, plūme	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	apdomīgs, gudrs, saprātīgs, saprātīgs	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	kurnēt, muldēt	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	apbēdināt, apgāzt, apgāzt, apgāzt	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	brīvība	liberty	grupo	alternativoj	prononco
level	fortika	stiprināts, izturīgs, stingrs, izturīgs	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	ir vērts redzēt	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	drosmīgi	courageously	grupo	alternativoj	prononco
level	kora	no sirds	of heart	grupo	alternativoj	prononco
level	vidindaĵo	apskates vērta vieta, apskates vieta	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skala, skala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	bildināt, tiesāt	to woo, to court	grupo	alternativoj	prononco
level	dankinda	pateicīgs, pateicīgs	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	izklāt, izklāt	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	uzticams, uzticams	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	brist, bradāt	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongresa vieta	the congress place	grupo	alternativoj	prononco
level	veŝto	veste, veste	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	vārda karte, vizītkarte	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	bilžu pastkarte	a picture postcard	grupo	alternativoj	prononco
level	makulo	makula, plankums, traips, traips	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	nožēlojams, nožēlojams, nožēlojams, nabags	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	pastkarte	a postcard	grupo	alternativoj	prononco
level	halo	zāle	a hall	grupo	alternativoj	prononco
level	urĝi	mudināt, steigties	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	paveikt, piepildīt	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	kredītkarti	a credit card	grupo	alternativoj	prononco
level	iomete	nedaudz, daži	a little, a few	grupo	alternativoj	prononco
level	kaĝo	būris	a cage	grupo	alternativoj	prononco
level	haki	cirst, kapāt, griezt	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	tuksnesis, tuksnesis	a desert, wilderness	grupo	alternativoj	prononco
level	humila	pazemīgs	humble	grupo	alternativoj	prononco
level	pipo	pīpe	a pipe	grupo	alternativoj	prononco
level	gumo	gumija, dzēšgumija, gumija	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	patiesībā	in fact	grupo	alternativoj	prononco
level	persiko	persiks, nektarīns	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	vulkāns	a volcano	grupo	alternativoj	prononco
level	estro	priekšnieks, priekšnieks	a boss, a chief	grupo	alternativoj	prononco
level	delegi	deleģēt	to delegate	grupo	alternativoj	prononco
level	blinda	akls	blind	grupo	alternativoj	prononco
level	fianĉo	līgavainis, līgavainis	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	elektromotors	an electric motor	grupo	alternativoj	prononco
level	kroĉi	saķert, sasaistīt	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	lai sāktu braukt	to start off driving	grupo	alternativoj	prononco
level	ĉiel	jebkurā veidā	in every way	grupo	alternativoj	prononco
level	klera	izglītots, kulturāls	educated, cultured	grupo	alternativoj	prononco
level	dolaro	dolāru	a dollar	grupo	alternativoj	prononco
level	fajfi	svilpot	to whistle	grupo	alternativoj	prononco
level	duone	Uz pusēm	in half	grupo	alternativoj	prononco
level	glata	gluda, gluda	smooth, slick	grupo	alternativoj	prononco
level	vomi	vemt	to vomit	grupo	alternativoj	prononco
level	difekti	sabojāt, sabojāt, sabojāt, ievainot	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	vaidēt, vaidēt	to groan, to moan	grupo	alternativoj	prononco
level	devo	pienākums	a duty	grupo	alternativoj	prononco
level	heziti	vilcināties	to hesitate	grupo	alternativoj	prononco
level	dekstre	pa labi	at right	grupo	alternativoj	prononco
level	velo	bura	a sail	grupo	alternativoj	prononco
level	muta	kluss, kluss, mēms	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	piemēram A kā B	such A as B	grupo	alternativoj	prononco
level	ĉifono	lupata, nobružāts, lūžņi	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	paldies, atzinība	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	un tā tālāk, utt., utt	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	liesma	a flame	grupo	alternativoj	prononco
level	ajlo	ķiploku	a garlic	grupo	alternativoj	prononco
level	pala	bāla	pale	grupo	alternativoj	prononco
level	danco	deja	a dance	grupo	alternativoj	prononco
level	kamarado	biedrs, kompanjons, draugs, draugs	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	utt	etc	grupo	alternativoj	prononco
level	kokoso	kakao rieksts	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	saimniece, saimniece, (sieviete) saimniece	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	ogu	a berry	grupo	alternativoj	prononco
level	humoro	humors	a humour	grupo	alternativoj	prononco
level	bonveno	laipni gaidīts	a welcome	grupo	alternativoj	prononco
level	alilandano	ārzemnieks (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	rezonanses skaņa	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	nesen, pēdējā laikā	recently, lately	grupo	alternativoj	prononco
level	bele	skaisti	beautifully	grupo	alternativoj	prononco
level	karaktero	raksturs, daba, personība	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	vispārēja paraža, ierasta uzvedība, paradumi	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	brīvība, brīvība	liberty, a freedom	grupo	alternativoj	prononco
level	lama	klibs, vājš, klibojošs	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	varavīksne	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	atvadīties, atvadīties	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	bibliotēka	a library	grupo	alternativoj	prononco
level	antikva	antīks, sens	antique, ancient	grupo	alternativoj	prononco
level	societo	maza sabiedrība	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	pirms vakardienas, aizvakar	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	egle	a fir	grupo	alternativoj	prononco
level	kuniklo	trusis, čiekurs	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	miljards, triljons	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	stāvs, stāsts (ēkas)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	padoms, padoms	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	lekcija	a lecture	grupo	alternativoj	prononco
level	aventuro	piedzīvojums	an adventure	grupo	alternativoj	prononco
level	enua	garlaicīgi, garlaicīgi	boring, bored	grupo	alternativoj	prononco
level	grimpi	kāpt	to climb	grupo	alternativoj	prononco
level	cerbumi	cerebrēt, salauzt smadzenes, izdomāt	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	draudzīgs	amiable	grupo	alternativoj	prononco
level	vero	patiesība	a truth	grupo	alternativoj	prononco
level	mordi	iekost	to bite	grupo	alternativoj	prononco
level	tondri	lai pērkons	to thunder	grupo	alternativoj	prononco
level	kurbo	līkne	a curve	grupo	alternativoj	prononco
level	nuda	kaila, kaila, kaila	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	marmelāde, ievārījums	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	zaļa zvaigzne	a green star	grupo	alternativoj	prononco
level	alveno	ierašanās	an arrival	grupo	alternativoj	prononco
level	piedpilko	futbols, futbols (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	neapstrādāts, dabīgs, neapstrādāts	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	jāiet gulēt	to go to bed	grupo	alternativoj	prononco
level	toleri	paciest, izturēt, paciest	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	graciozs	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	vēl viens	yet another one	grupo	alternativoj	prononco
level	kiso	skūpsts	a kiss	grupo	alternativoj	prononco
level	agrable	patīkami, patīkami, jauki	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	josta, zona	a belt, a zone	grupo	alternativoj	prononco
level	tubo	caurule	a tube	grupo	alternativoj	prononco
level	teamo	komanda	a team	grupo	alternativoj	prononco
level	acida	skābs, skābs, skābs, skābs	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	helikopters	a helicopter	grupo	alternativoj	prononco
level	enui	garlaikoties	to be bored	grupo	alternativoj	prononco
level	sincera	sirsnīgs	sincere	grupo	alternativoj	prononco
level	unuiĝi	apvienoties, pievienoties, apvienoties, apvienoties	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	pa vienam	one at a time	grupo	alternativoj	prononco
level	burĝo	buržuāzisks, vidusšķiras pilsonis	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	apkārtne, apkārtne	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	līmi	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	Apvienotās Nācijas	United Nations	grupo	alternativoj	prononco
level	bulo	bumba, kamols, klucis, rieciens	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	zābaks	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	iežogojums, barjera	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	tā saucamais	so called	grupo	alternativoj	prononco
level	diligenta	čakls, strādīgs	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	Mr.	Mr.	grupo	alternativoj	prononco
level	ties	par to, par šo cilvēku, par to	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	sekretāre	a secretary	grupo	alternativoj	prononco
level	absorbi	absorbēt	to absorb	grupo	alternativoj	prononco
level	ruza	viltīgs, viltīgs	cunning, sly	grupo	alternativoj	prononco
level	blindulo	akls cilvēks	a blind man	grupo	alternativoj	prononco
level	floso	plosts, (baļķu) strēlis	a raft, a (log) boom	grupo	alternativoj	prononco
level	komenti	komentēt	to comment	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	Anarhistu asociācija visā pasaulē	Anarchists Association Worldwide	grupo	alternativoj	prononco
level	diamanto	dimants	a diamond	grupo	alternativoj	prononco
level	ĉies	ikviena	everyone's	grupo	alternativoj	prononco
level	drako	pūķis	a dragon	grupo	alternativoj	prononco
level	mielo	medus	honey	grupo	alternativoj	prononco
level	kotizo	iemaksa, abonēšanas maksa, daļa	a contribution, subscription fee, a share	grupo	alternativoj	prononco
level	rpk. (respondkupono)	atbildes kupons	response coupone	grupo	alternativoj	prononco
level	petoli	draiskoties, jokot, plātīties	to frolic, to joke around, to romp	grupo	alternativoj	prononco
level	froti	berzt	to rub	grupo	alternativoj	prononco
level	teksi	aust	to weave	grupo	alternativoj	prononco
level	modo	mode, režīms	fashion, mode	grupo	alternativoj	prononco
level	red. (redaktoro, redakcio)	redaktors	editor	grupo	alternativoj	prononco
level	rafano	redīss, melnais redīss	a radish, a black radish	grupo	alternativoj	prononco
level	verso	pants, dzejolis	a verse, a line of verse	grupo	alternativoj	prononco
level	iafoje	dažreiz	sometimes	grupo	alternativoj	prononco
