C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	libroŝranko	une bibliothèque	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	un oreiller	a pillow	grupo	alternativoj	prononco
level	cindro	cendre, cendre	ash, cinder	grupo	alternativoj	prononco
level	artikolo	un article (magazine, journal)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	numéroter, compter	to number, to count	grupo	alternativoj	prononco
level	duobla	double	double	grupo	alternativoj	prononco
level	duoble	deux fois, doublement	twice, doubly	grupo	alternativoj	prononco
level	dekobla	de dix fois	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	un bouchon	a cap	grupo	alternativoj	prononco
level	dekoblo	dix fois, dix fois	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	une cassette	a cassette	grupo	alternativoj	prononco
level	dekoble	dix fois plus (beaucoup)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Jésus	Jesus	grupo	alternativoj	prononco
level	poluro	polir, polir	polish, polishment	grupo	alternativoj	prononco
level	tusi	tousser	to cough	grupo	alternativoj	prononco
level	pinglo	épingle, aiguille	pin, needle	grupo	alternativoj	prononco
level	buĝeto	un budget (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	une moitié	an half	grupo	alternativoj	prononco
level	subjekto	un sujet	a subject	grupo	alternativoj	prononco
level	pesi	mesurer le poids, peser	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	tous les jours, quotidiennement	every day, daily	grupo	alternativoj	prononco
level	lanterno	une lanterne	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	un déjeuner, un repas de midi	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	importer	to import	grupo	alternativoj	prononco
level	duona	à moitié(ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	Un dixième	a tenth	grupo	alternativoj	prononco
level	skrapi	gratter, gratter	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	un quart, un quart	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	un tiers, un tiers	a third, one third	grupo	alternativoj	prononco
level	pezi	peser (avoir le poids d'une quantité)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	un mouchoir (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	une serviette de bain	a bath towel	grupo	alternativoj	prononco
level	littuko	un drap de lit	a bed sheet	grupo	alternativoj	prononco
level	terure	terriblement, terriblement	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	un quatuor, un quadruple	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	une toilette (tenue)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	pardon, pardon, absolution	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	une baignoire, un bain, une cuve	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	visiter régulièrement, fréquenter	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	explorer, enquêter	to explore, to investigate	grupo	alternativoj	prononco
level	regali	régaler, traiter, divertir	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	discuter	to discuss	grupo	alternativoj	prononco
level	propagandi	faire de la propagande, faire de la publicité	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	une aiguille à coudre	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	pelleter	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	un applaudissement, une acclamation	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	affamé	hungry	grupo	alternativoj	prononco
level	esprimi	exprimer	to express	grupo	alternativoj	prononco
level	subtaso	Une soucoupe	a saucer	grupo	alternativoj	prononco
level	traduko	une traduction	a translation	grupo	alternativoj	prononco
level	kopiilo	un photocopieur, un copieur	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	une provision, un stock, une fourniture	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	traduire	to translate	grupo	alternativoj	prononco
level	terglobo	le globe terrestre	the earth globe	grupo	alternativoj	prononco
level	breto	une étagère	a shelf	grupo	alternativoj	prononco
level	sekreti	garder des secrets	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	économie, une économie	economy, an economy	grupo	alternativoj	prononco
level	evolui	évoluer	to evolve	grupo	alternativoj	prononco
level	ĉambristo	une femme de ménage	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	le dimanche	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	prêter	to lend	grupo	alternativoj	prononco
level	veturado	faire un tour	going on a ride	grupo	alternativoj	prononco
level	ĥoro	une chorale, un chœur	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	emprunter et prendre	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	vêtements	clothes	grupo	alternativoj	prononco
level	rapide	rapidement, rapidement, rapidement	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	un centre d'une ville	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 ans	30 years old	grupo	alternativoj	prononco
level	tiuokaze	dans ce cas	in that case	grupo	alternativoj	prononco
level	sekigi	sécher	to dry	grupo	alternativoj	prononco
level	varmigi	réchauffer, garder au chaud, chauffer	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	à l'endroit	at the place	grupo	alternativoj	prononco
level	supren	vers le haut	upward	grupo	alternativoj	prononco
level	subakvigi	couler, faire couler	to sink, to make sink	grupo	alternativoj	prononco
level	foto	une photo, une photographie	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	un désert	a wilderness	grupo	alternativoj	prononco
level	skribotablo	une table d'écriture	a writing table	grupo	alternativoj	prononco
level	varmiĝi	devenir chaud	to become warm	grupo	alternativoj	prononco
level	klarigi	expliquer, clarifier	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	un homme intrépide	a fearless man	grupo	alternativoj	prononco
level	krepusko	un crépuscule, un crépuscule	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	porter, fatiguer, causer de la fatigue	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	incolore	colorless	grupo	alternativoj	prononco
level	senbrue	sans bruit	without noise	grupo	alternativoj	prononco
level	lernigi	faire apprendre, enseigner	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	devoir	to owe	grupo	alternativoj	prononco
level	sekreta	secrète	secret	grupo	alternativoj	prononco
level	finigi	en finir, finir	to make an end, to finish	grupo	alternativoj	prononco
level	salto	un saut	a jump	grupo	alternativoj	prononco
level	finiĝi	devenir fini, finir, arriver à sa fin	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	avoir froid	to become cold	grupo	alternativoj	prononco
level	rideto	un sourire	a smile	grupo	alternativoj	prononco
level	sidiĝi	s'asseoir	to sit down	grupo	alternativoj	prononco
level	repaciĝo	redevenir paisible	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	de donner en retour	to give back	grupo	alternativoj	prononco
level	stariĝi	se lever, se lever, se lever	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	très rapidement	very quickly	grupo	alternativoj	prononco
level	servo	un service, un service	service, a service	grupo	alternativoj	prononco
level	konsideri	à envisager	to consider	grupo	alternativoj	prononco
level	promenejo	une promenade	a promenade	grupo	alternativoj	prononco
level	komenciĝi	pour commencer, pour commencer	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	embellir (plus)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	faire pour se perdre	to make to get lost	grupo	alternativoj	prononco
level	ordigi	faire commander	to make ordered	grupo	alternativoj	prononco
level	maristo	un marin, un marin, un marin	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	pas intéressant	not interesting	grupo	alternativoj	prononco
level	naturaĵo	une chose naturelle	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	devenir ~	to become ~	grupo	alternativoj	prononco
level	multpieda	à plusieurs pattes	many-footed	grupo	alternativoj	prononco
level	moviĝi	déménager (s'éloigner), déménager dans un autre endroit	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	Se familiariser avec)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	celui de demain	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	examiner	to examine	grupo	alternativoj	prononco
level	malŝati	détester, ne pas aimer	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	faire le plein, remplir	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	triste	sad	grupo	alternativoj	prononco
level	frosto	gel, un gel, geler, un froid glacial	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	paume, une paume	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	anxieux	anxious	grupo	alternativoj	prononco
level	respubliko	une république	a republic	grupo	alternativoj	prononco
level	malseka	mouillé	wet	grupo	alternativoj	prononco
level	malsaniĝi	tomber malade	to become ill	grupo	alternativoj	prononco
level	aliĝi	joindre	to join	grupo	alternativoj	prononco
level	malplaĉa	inconfortable	uncomfortable	grupo	alternativoj	prononco
level	malofte	rarement	rarely	grupo	alternativoj	prononco
level	malmulto	peu	few	grupo	alternativoj	prononco
level	rezignigi	faire démissionner, forcer à démissionner	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	un film, un film	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	en quelques	in few	grupo	alternativoj	prononco
level	terni	éternuer	to sneeze	grupo	alternativoj	prononco
level	fermigi	faire pour fermer	to make to close	grupo	alternativoj	prononco
level	malkontentigi	ennuyer	to annoy	grupo	alternativoj	prononco
level	malfrui	être en retard	to be late	grupo	alternativoj	prononco
level	malforta	faible	weak	grupo	alternativoj	prononco
level	fermiĝi	devenir fermé, être fermé	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	difficile	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	liqueur, boisson alcoolisée	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	définir	to define	grupo	alternativoj	prononco
level	malagrabla	désagréable	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	remplacer, mettre à la place de, substituer	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	un travailleur	a worker	grupo	alternativoj	prononco
level	koncerni	concerner	to concern	grupo	alternativoj	prononco
level	sciigi	faire savoir, informer, partager, notifier	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	planter	to plant	grupo	alternativoj	prononco
level	politiko	une politique, une politique	a policy, politics	grupo	alternativoj	prononco
level	kunporti	à emporter	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	se faire des amis (avec ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	force physique	physical strength	grupo	alternativoj	prononco
level	klarigo	une explication	an explanation	grupo	alternativoj	prononco
level	dividi	diviser, partager	to divide, to share	grupo	alternativoj	prononco
level	armi	armer	to arm	grupo	alternativoj	prononco
level	karulino	un chéri	a darling	grupo	alternativoj	prononco
level	intervidiĝi	se voir	to see each other	grupo	alternativoj	prononco
level	instruistino	une enseignante	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	une clé	a key	grupo	alternativoj	prononco
level	ideoriĉa	imaginatif	imaginative	grupo	alternativoj	prononco
level	falsi	falsifier, contrefaire, contrefaire	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	chaussures	shoes	grupo	alternativoj	prononco
level	homformo	une forme de personne	a form of a person	grupo	alternativoj	prononco
level	scipovi	de savoir comment	to know how	grupo	alternativoj	prononco
level	haltigi	provoquer l'arrêt	to cause stop	grupo	alternativoj	prononco
level	spezi	effectuer des transactions d'argent	to transact money	grupo	alternativoj	prononco
level	grandula	géants	giant's	grupo	alternativoj	prononco
level	grafino	une comtesse	a countess	grupo	alternativoj	prononco
level	supra	supérieur	upper	grupo	alternativoj	prononco
level	gondolisto	un gondoliste	a gondolist	grupo	alternativoj	prononco
level	paŭzi	faire une pause, se reposer, se reposer	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	frères et sœurs	siblings	grupo	alternativoj	prononco
level	sandviĉo	un sandwich	a sandwich	grupo	alternativoj	prononco
level	knedi	mélanger, pétrir, travailler	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	parler mal	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	faire de l'exercice, s'entraîner, percer, s'entraîner	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	à la fin	at the end	grupo	alternativoj	prononco
level	verŝajne	probablement, apparemment	probably, apparently	grupo	alternativoj	prononco
level	familiano	un membre de la famille	a family member	grupo	alternativoj	prononco
level	energio	une énergie	an energy	grupo	alternativoj	prononco
level	faligi	provoquer une chute, écraser	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	un appareil, une machine, un dispositif	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	une information	an information	grupo	alternativoj	prononco
level	eniri	aller dans	to go in	grupo	alternativoj	prononco
level	saluton!	Bonjour!	hello!	grupo	alternativoj	prononco
level	ekvidi	pour commencer à voir	to start seeing	grupo	alternativoj	prononco
level	balancilo	un swing, un équilibre	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	en sortant	on the way out	grupo	alternativoj	prononco
level	flugilo	une aile	a wing	grupo	alternativoj	prononco
level	ekrigardi	pour commencer à chercher	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	un haut-parleur	a speaker	grupo	alternativoj	prononco
level	ekmire	à merveille	wonderously	grupo	alternativoj	prononco
level	dumtage	le jour	at day	grupo	alternativoj	prononco
level	socio	une societe	a society	grupo	alternativoj	prononco
level	doloriga	Causant de la douleur	causing pain	grupo	alternativoj	prononco
level	laborilo	un outil de travail	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	s'égarer	to go astray	grupo	alternativoj	prononco
level	banujo	une baignoire (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	une affiche, un post, un article	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	sortir du lit, se lever	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	signifier, signifier, impliquer	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	ciseaux	scissors	grupo	alternativoj	prononco
level	besteto	un petit animal	a little animal	grupo	alternativoj	prononco
level	pasio	passion	passion	grupo	alternativoj	prononco
level	bedaŭrinde	malheureusement	unfortunately	grupo	alternativoj	prononco
level	ekdormi	s'endormir	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	mauvaise odeur	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	un couteau	a knife	grupo	alternativoj	prononco
level	rano	une grenouille	a frog	grupo	alternativoj	prononco
level	arboplena	plein d'arbres	full of trees	grupo	alternativoj	prononco
level	vespere	dans la soirée	in the evening	grupo	alternativoj	prononco
level	temo	un thème, un sujet	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	aller de l'avant	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	une calculatrice	a calculator	grupo	alternativoj	prononco
level	amikino	une petite amie	a girl friend	grupo	alternativoj	prononco
level	alilanda	étranger	foreign	grupo	alternativoj	prononco
level	kovrilo	une couverture, un lit, une couverture	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	un menu	a menu	grupo	alternativoj	prononco
level	informilo	une newsletter, une annonce	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venise	Venice	grupo	alternativoj	prononco
level	teroro	une terreur	a terror	grupo	alternativoj	prononco
level	doĝo	un doge, un vice-roi	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	quantité, montant	quantity, amount	grupo	alternativoj	prononco
level	batilo	une batte (pour frapper)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	qualité, propriété	quality, property	grupo	alternativoj	prononco
level	laŭte	fort, à haute voix	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	<suffix>passif conditionnel	<suffix> conditional passive	grupo	alternativoj	prononco
level	kristnasko	Noël	Christmas	grupo	alternativoj	prononco
level	vivo	une vie	a life	grupo	alternativoj	prononco
level	freneza	fou, fou, fou	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	résoudre, dissoudre	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	relatif à	relating to	grupo	alternativoj	prononco
level	fi!	merde!	shit!	grupo	alternativoj	prononco
level	rideti	sourir	to smile	grupo	alternativoj	prononco
level	temas pri	c'est à propos de	it is about	grupo	alternativoj	prononco
level	alilande	à l'étranger	abroad	grupo	alternativoj	prononco
level	pli-malpli	plus ou moins	more or less	grupo	alternativoj	prononco
level	kadro	un cadre, un décor, un cadre	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	petit, minuscule (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	deux mille	two thousands	grupo	alternativoj	prononco
level	ŝtormo	une tempête	a storm	grupo	alternativoj	prononco
level	elektra	électrique, électrique	electric, electrical	grupo	alternativoj	prononco
level	ducent	deux cents	two hundreds	grupo	alternativoj	prononco
level	lageto	un étang	a pond	grupo	alternativoj	prononco
level	tridek	trente	thirty	grupo	alternativoj	prononco
level	kukurbo	une citrouille, une gourde	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	à tiède	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	dix-neuf	nineteen	grupo	alternativoj	prononco
level	eĥo	un écho	an echo	grupo	alternativoj	prononco
level	ekrano	un écran	a screen	grupo	alternativoj	prononco
level	dek sep	dix-sept	seventeen	grupo	alternativoj	prononco
level	malvarmeta	cool	cool	grupo	alternativoj	prononco
level	dek kvin	quinze	fifteen	grupo	alternativoj	prononco
level	oratoro	un orateur, un porte-parole, un orateur	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	un sac à main (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	treize	thirteen	grupo	alternativoj	prononco
level	kristalo	un cristal	a crystal	grupo	alternativoj	prononco
level	cigaredo	une cigarette	a cigarette	grupo	alternativoj	prononco
level	pronomo	un pronom	a pronoun	grupo	alternativoj	prononco
level	frapeti	taper	to tap	grupo	alternativoj	prononco
level	nukso	une noix	a nut	grupo	alternativoj	prononco
level	dek unu	onze	eleven	grupo	alternativoj	prononco
level	mirinda	incroyable, merveilleux	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	un portail, une porte principale, une porte	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	une fonction	a function	grupo	alternativoj	prononco
level	impliki	impliquer, emmêler, impliquer	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	une tâche, un travail	a task, a job	grupo	alternativoj	prononco
level	tunelo	un tunnel, un terrier	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	volonté	willingness	grupo	alternativoj	prononco
level	intermanĝeto	un déjeuner (intermédiaire, petit)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	Internet, Internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	chatouiller	to tickle	grupo	alternativoj	prononco
level	vigle	avec animation, vivement	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	un groupe, une cassette, une bande	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	stupide, insensé	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Bonjour	hello	grupo	alternativoj	prononco
level	himno	un hymne, un hymne	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	être convenable, s'adapter	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	adulte, adulte	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	réviser, rédiger	to review, to write up	grupo	alternativoj	prononco
level	gratulo	félicitation	congratulation	grupo	alternativoj	prononco
level	flati	flatter	to flatter	grupo	alternativoj	prononco
level	komitato	un comité	a committee	grupo	alternativoj	prononco
level	frataro	un groupe de tracas	a group of bothers	grupo	alternativoj	prononco
level	dorno	une épine	a thorn	grupo	alternativoj	prononco
level	nebulo	brouillard, brume	fog, mist	grupo	alternativoj	prononco
level	fervojo	un chemin de fer	a railway	grupo	alternativoj	prononco
level	uzado	comment utiliser, en utilisant	how to use, using	grupo	alternativoj	prononco
level	klimato	un climat	a climate	grupo	alternativoj	prononco
level	brakumo	un câlin	a hug	grupo	alternativoj	prononco
level	bandaĝo	un pansement, un pansement	a bandage, dressing	grupo	alternativoj	prononco
level	drato	un fil	a wire	grupo	alternativoj	prononco
level	unuo	unité	unit	grupo	alternativoj	prononco
level	materialo	matériau, un matériau	material, a material	grupo	alternativoj	prononco
level	malvarmumi	prendre froid	to catch cold	grupo	alternativoj	prononco
level	unue	tout d'abord	first of all	grupo	alternativoj	prononco
level	gramo	un gramme	a gram	grupo	alternativoj	prononco
level	turniĝi	se transformer	to become turned	grupo	alternativoj	prononco
level	malsano	Une maladie	a disease	grupo	alternativoj	prononco
level	porcio	une portion, une part	a portion, a share	grupo	alternativoj	prononco
level	armeo	une armée	an army	grupo	alternativoj	prononco
level	bulteno	un bulletin, un bulletin d'information	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	fête, une fête, un match, un côté	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	un trio	a trio	grupo	alternativoj	prononco
level	proksimume	environ, environ	approximately, about	grupo	alternativoj	prononco
level	determini	déterminer	to determine	grupo	alternativoj	prononco
level	oferi	sacrifier, offrir, offrir	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	nager, se baigner	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	évident, clair, évident	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	troisième	third	grupo	alternativoj	prononco
level	familiara	familier, amical	familiar, friendly	grupo	alternativoj	prononco
level	pastro	un prêtre, un ecclésiastique, un pasteur	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	tourner les pages, feuilleter, feuilleter	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	être suffisant	to be sufficient	grupo	alternativoj	prononco
level	okulumi	faire des yeux, lorgner, regarder, cligner des yeux	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	exact	exact	grupo	alternativoj	prononco
level	konstati	vérifier, établir comme étant un fait	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	un tombeau, une tombe	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	une expérience	an experience	grupo	alternativoj	prononco
level	ŝmiri	graisser, enduire, oindre	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	un pionnier	a pioneer	grupo	alternativoj	prononco
level	emerito	un émérite, un retraité, un retraité	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	un outil d'écriture, tout pour écrire	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	favorable	favorable	grupo	alternativoj	prononco
level	kaĉo	un porridge, une purée	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	sans pause	without pause	grupo	alternativoj	prononco
level	horizonto	un horizon	a horizon	grupo	alternativoj	prononco
level	vertikalo	une ligne verticale	a vertical line	grupo	alternativoj	prononco
level	protekti	protéger	to protect	grupo	alternativoj	prononco
level	fikcio	une fiction	a fiction	grupo	alternativoj	prononco
level	ventumi	ventiler, aérer	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	un obstacle	an obstacle	grupo	alternativoj	prononco
level	satiĝi	être satisfait	to become satisfied	grupo	alternativoj	prononco
level	kredito	un crédit	a credit	grupo	alternativoj	prononco
level	rompiĝi	devenir brisé	to become broken	grupo	alternativoj	prononco
level	dorloti	chouchouter, dorloter, caresser, adorer	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	une époque, un âge, une période, un temps	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	un fan	a fan	grupo	alternativoj	prononco
level	nutri	nourrir, nourrir	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	un maïs, un maïs, une farine	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	influencer, affecter	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	à visiter à nouveau	to visit again	grupo	alternativoj	prononco
level	graveda	enceinte	pregnant	grupo	alternativoj	prononco
level	potenco	un pouvoir	a power	grupo	alternativoj	prononco
level	surprizi	de surprendre	to surprise	grupo	alternativoj	prononco
level	minimumo	un minimum	a minimum	grupo	alternativoj	prononco
level	fabo	un haricot, une fève, une fève	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	rencontrer	to meet	grupo	alternativoj	prononco
level	abunda	abondant, copieux, généreux	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	plonger, plonger, s'effondrer	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	diplôme, note	degree, grade	grupo	alternativoj	prononco
level	kajo	un quai, une plateforme, une conjonction	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	réciproquement	reciprocally	grupo	alternativoj	prononco
level	reprezenti	représenter	to represent	grupo	alternativoj	prononco
level	gimnastiko	gymnastique	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Terre (La Terre)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	lier, lier	to bind, to link	grupo	alternativoj	prononco
level	titolo	un titre	a title	grupo	alternativoj	prononco
level	plumamiko	un correspondant (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	Un bouquet	a bouquet	grupo	alternativoj	prononco
level	plaĉo	chose agréable	pleasing thing	grupo	alternativoj	prononco
level	logi	attirer, séduire, attirer	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	riz	rice	grupo	alternativoj	prononco
level	rajdi	conduire	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (créateur d'espéranto)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	un petit morceau	a small piece	grupo	alternativoj	prononco
level	detrui	détruire	to destroy	grupo	alternativoj	prononco
level	rubando	un ruban, un fascia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	un sac en papier	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	un jardinier	a gardener	grupo	alternativoj	prononco
level	salajro	salaire	salary, wage	grupo	alternativoj	prononco
level	severa	sévère, strict	severe, strict	grupo	alternativoj	prononco
level	junulara	de la jeunesse, des jeunes	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	un organisateur	an organizer	grupo	alternativoj	prononco
level	oficistino	une employée de bureau	a female office worker	grupo	alternativoj	prononco
level	protesti	protester	to protest	grupo	alternativoj	prononco
level	taksi	évaluer, estimer, noter	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	nouvellement	newly	grupo	alternativoj	prononco
level	ŝtuparo	escaliers, escalier	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	un collier	a collar	grupo	alternativoj	prononco
level	akcidento	un accident	an accident	grupo	alternativoj	prononco
level	mizero	misère	misery	grupo	alternativoj	prononco
level	miliono da	un million de	a million of	grupo	alternativoj	prononco
level	krokodilo	un crocodile	a crocodile	grupo	alternativoj	prononco
level	arbaro	une forêt, des bois	a forest, woods	grupo	alternativoj	prononco
level	etendi	étendre	to extend	grupo	alternativoj	prononco
level	persekuti	persécuter, chasser	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	une bactérie	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutralité	neutrality	grupo	alternativoj	prononco
level	spaco	un espace, un espace	space, a space	grupo	alternativoj	prononco
level	koridoro	un couloir, un passage, une ruelle	a corridor, a passageway, a lane	grupo	alternativoj	prononco
