C.sk content.tsv
Level	Esperanto	sk	en-us	Grupo	Alternativoj	Pronoco
level	princo	princ	a prince	grupo	alternativoj	prononco
level	sorto	osud, osud, šťastie	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(prípona) povinnosť	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	dlhé pančuchy	long stockings	grupo	alternativoj	prononco
level	barbo	fúzy	beard	grupo	alternativoj	prononco
level	-ing-	(prípona) dlhý držiak, zásuvka	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	chutné, dobré	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	starať sa, ošetrovať	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(prípona) ženské meno domáceho maznáčika	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(prípona) mužské meno domáceho maznáčika	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	orať, orať, obrábať	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	milostný list	a loveletter	grupo	alternativoj	prononco
level	glaso da	pohár niečoho	a glass of	grupo	alternativoj	prononco
level	valo	údolie	a valley	grupo	alternativoj	prononco
level	taso da	šálka	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	bremeno, bremeno, bremeno	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	bufet	a buffet	grupo	alternativoj	prononco
level	avino	babička	a grandmother	grupo	alternativoj	prononco
level	guto	kvapka, kvapka	a drop, a drip	grupo	alternativoj	prononco
level	estingi	uhasiť, uhasiť	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	šťastne	happily	grupo	alternativoj	prononco
level	gorĝo	hrdlo	a throat	grupo	alternativoj	prononco
level	serpento	had	a snake	grupo	alternativoj	prononco
level	klare	jasne	clearly	grupo	alternativoj	prononco
level	alveni	prísť, dostať sa	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	pridať	to add	grupo	alternativoj	prononco
level	vesti (sin)	obliecť sa (seba), obliecť	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	chvost	a tail	grupo	alternativoj	prononco
level	alporti	priniesť, priniesť	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	predsieň (vyzliekanie), vstupná hala, zádverie	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	roh, húkačka, klaksón	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	chamtivý, lakomý	greedy, avarious	grupo	alternativoj	prononco
level	ebla	možné, schopné	possible, able	grupo	alternativoj	prononco
level	eble	možno, možno, možno	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	zamiesť	to sweep	grupo	alternativoj	prononco
level	kompreneble	samozrejme (pochopiteľne)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	korčuľovať sa, šmýkať sa	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	korčuľovať sa (korčuľovanie)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	pot, pot, potenie	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	nikoho, nikoho	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	podobať sa, podobať sa	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	krb, ohnisko	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	prenosný	portable	grupo	alternativoj	prononco
level	memkomprenebla	evidentne, samozrejme	evident, of course	grupo	alternativoj	prononco
level	prezidanto	predseda, prezident	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	niekoľko	several	grupo	alternativoj	prononco
level	kongresnumero	registračné číslo na kongrese	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	svetový kongres (esperanta)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	hluchý	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	Univerzálna esperantská asociácia	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	zariadiť, urobiť poriadok	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	nevydatá žena, slečna.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	prsteň	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	osobná loď	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	kongresová kniha	a congress book	grupo	alternativoj	prononco
level	beko	zobák, účet	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	kníhkupectvo (na kongrese)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	polica na knihy	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	vankúš	a pillow	grupo	alternativoj	prononco
level	cindro	popol, škvára	ash, cinder	grupo	alternativoj	prononco
level	artikolo	článok (časopis, noviny)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	číslovať, počítať	to number, to count	grupo	alternativoj	prononco
level	duobla	dvojitý	double	grupo	alternativoj	prononco
level	duoble	dvakrát, dvakrát	twice, doubly	grupo	alternativoj	prononco
level	dekobla	desaťnásobne	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	čiapka	a cap	grupo	alternativoj	prononco
level	dekoblo	desaťkrát, desaťkrát	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	kazeta	a cassette	grupo	alternativoj	prononco
level	dekoble	desaťkrát toľko (veľa)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Ježiš	Jesus	grupo	alternativoj	prononco
level	poluro	leštenie, leštenie	polish, polishment	grupo	alternativoj	prononco
level	tusi	kašlať	to cough	grupo	alternativoj	prononco
level	pinglo	špendlík, ihla	pin, needle	grupo	alternativoj	prononco
level	buĝeto	rozpočet (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	polovicu	an half	grupo	alternativoj	prononco
level	subjekto	predmet	a subject	grupo	alternativoj	prononco
level	pesi	merať váhu, vážiť	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	každý deň, denne	every day, daily	grupo	alternativoj	prononco
level	lanterno	lampáš	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	obed, poludňajšie jedlo	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	dovážať	to import	grupo	alternativoj	prononco
level	duona	polovica (ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	desiata	a tenth	grupo	alternativoj	prononco
level	skrapi	škrabať, škrabať	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	štvrtina, štvrtina	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	tretina, jedna tretina	a third, one third	grupo	alternativoj	prononco
level	pezi	vážiť si (mať veľkú váhu)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	vreckovka (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	osuška	a bath towel	grupo	alternativoj	prononco
level	littuko	posteľná plachta	a bed sheet	grupo	alternativoj	prononco
level	terure	strašne, strašne	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	štvorka, štvorka	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	toaleta (oblečenie)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	odpustenie, odpustenie, rozhrešenie	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	vaňa, vaňa, kade	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	navštevovať pravidelne, často	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	skúmať, skúmať	to explore, to investigate	grupo	alternativoj	prononco
level	regali	pohostiť, pohostiť, zabávať	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	diskutovať	to discuss	grupo	alternativoj	prononco
level	propagandi	robiť propagandu, robiť reklamu	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	šijacia ihla	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	na lopatu	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	potlesk, aklamácia	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	hladný	hungry	grupo	alternativoj	prononco
level	esprimi	vyjadriť	to express	grupo	alternativoj	prononco
level	subtaso	tanierik	a saucer	grupo	alternativoj	prononco
level	traduko	preklad	a translation	grupo	alternativoj	prononco
level	kopiilo	kopírka, kopírka	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	rezerva, zásoba, zásoba	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	preložiť	to translate	grupo	alternativoj	prononco
level	terglobo	zemskej zemeguli	the earth globe	grupo	alternativoj	prononco
level	breto	polička	a shelf	grupo	alternativoj	prononco
level	sekreti	zachovať tajomstvá	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	ekonomika, ekonomika	economy, an economy	grupo	alternativoj	prononco
level	evolui	vyvinúť sa	to evolve	grupo	alternativoj	prononco
level	ĉambristo	gazdiná	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	v nedeľu	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	požičať	to lend	grupo	alternativoj	prononco
level	veturado	ísť na jazdu	going on a ride	grupo	alternativoj	prononco
level	ĥoro	zbor, zbor	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	požičať a vziať	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	oblečenie	clothes	grupo	alternativoj	prononco
level	rapide	rýchlo, rýchlo, rýchlo	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	centrum mesta	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 rokov	30 years old	grupo	alternativoj	prononco
level	tiuokaze	v tom prípade	in that case	grupo	alternativoj	prononco
level	sekigi	vysušiť	to dry	grupo	alternativoj	prononco
level	varmigi	zohriať, zohriať, zohriať	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	na mieste	at the place	grupo	alternativoj	prononco
level	supren	nahor	upward	grupo	alternativoj	prononco
level	subakvigi	potopiť sa, potopiť sa	to sink, to make sink	grupo	alternativoj	prononco
level	foto	fotka, fotka	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	divočinu	a wilderness	grupo	alternativoj	prononco
level	skribotablo	písací stôl	a writing table	grupo	alternativoj	prononco
level	varmiĝi	aby sa zohrialo	to become warm	grupo	alternativoj	prononco
level	klarigi	vysvetliť, objasniť	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	nebojácny muž	a fearless man	grupo	alternativoj	prononco
level	krepusko	súmrak, súmrak	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	nosenie, únava, spôsobujúca únavu	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	bezfarebný	colorless	grupo	alternativoj	prononco
level	senbrue	bez hluku	without noise	grupo	alternativoj	prononco
level	lernigi	robiť učenie, učiť	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	dlhovať	to owe	grupo	alternativoj	prononco
level	sekreta	tajný	secret	grupo	alternativoj	prononco
level	finigi	ukončiť, ukončiť	to make an end, to finish	grupo	alternativoj	prononco
level	salto	skok	a jump	grupo	alternativoj	prononco
level	finiĝi	skončiť, skončiť, skončiť	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	stať sa chladným	to become cold	grupo	alternativoj	prononco
level	rideto	úsmev	a smile	grupo	alternativoj	prononco
level	sidiĝi	sadnúť si	to sit down	grupo	alternativoj	prononco
level	repaciĝo	stať sa opäť pokojným	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	vrátiť	to give back	grupo	alternativoj	prononco
level	stariĝi	vstať, vstať, postaviť sa	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	veľmi rýchlo	very quickly	grupo	alternativoj	prononco
level	servo	služba, služba	service, a service	grupo	alternativoj	prononco
level	konsideri	zvážiť	to consider	grupo	alternativoj	prononco
level	promenejo	promenáda	a promenade	grupo	alternativoj	prononco
level	komenciĝi	začať, začať	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	skrášliť (viac)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	prinútiť sa stratiť	to make to get lost	grupo	alternativoj	prononco
level	ordigi	objednať	to make ordered	grupo	alternativoj	prononco
level	maristo	námorník, námorník, námorník	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	nezaujímavé	not interesting	grupo	alternativoj	prononco
level	naturaĵo	prirodzená vec	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	stať sa ~	to become ~	grupo	alternativoj	prononco
level	multpieda	mnohonohý	many-footed	grupo	alternativoj	prononco
level	moviĝi	odsťahovať sa (preč), presťahovať sa na iné miesto	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	zoznámiť sa (s)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	zajtrajšok	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	preskúmať	to examine	grupo	alternativoj	prononco
level	malŝati	nenávidieť, neľúbiť	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	vyplniť, vyplniť	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	smutný	sad	grupo	alternativoj	prononco
level	frosto	mráz, mráz, mrznúť, mrznúť	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	dlaň, dlaň	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	úzkostlivý	anxious	grupo	alternativoj	prononco
level	respubliko	republika	a republic	grupo	alternativoj	prononco
level	malseka	mokré	wet	grupo	alternativoj	prononco
level	malsaniĝi	ochorieť	to become ill	grupo	alternativoj	prononco
level	aliĝi	pridať sa	to join	grupo	alternativoj	prononco
level	malplaĉa	nepríjemné	uncomfortable	grupo	alternativoj	prononco
level	malofte	zriedka	rarely	grupo	alternativoj	prononco
level	malmulto	málo	few	grupo	alternativoj	prononco
level	rezignigi	prinútiť odstúpiť, prinútiť odstúpiť	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	film, film	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	v malom	in few	grupo	alternativoj	prononco
level	terni	kýchať	to sneeze	grupo	alternativoj	prononco
level	fermigi	urobiť zavrieť	to make to close	grupo	alternativoj	prononco
level	malkontentigi	otravovať	to annoy	grupo	alternativoj	prononco
level	malfrui	meškať	to be late	grupo	alternativoj	prononco
level	malforta	slabý	weak	grupo	alternativoj	prononco
level	fermiĝi	stať sa uzavretým, byť uzavretým	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	ťažké	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	likér, alkoholický nápoj	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	definovať	to define	grupo	alternativoj	prononco
level	malagrabla	nepríjemný	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	nahradiť, nahradiť, nahradiť	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	pracovník	a worker	grupo	alternativoj	prononco
level	koncerni	znepokojovať	to concern	grupo	alternativoj	prononco
level	sciigi	dať vedieť, informovať, zdieľať, oznámiť	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	zasadiť	to plant	grupo	alternativoj	prononco
level	politiko	politika, politika	a policy, politics	grupo	alternativoj	prononco
level	kunporti	priniesť so sebou	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	spriateliť sa (s ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	fyzická sila	physical strength	grupo	alternativoj	prononco
level	klarigo	vysvetlenie	an explanation	grupo	alternativoj	prononco
level	dividi	deliť sa, deliť sa	to divide, to share	grupo	alternativoj	prononco
level	armi	vyzbrojiť	to arm	grupo	alternativoj	prononco
level	karulino	miláčik	a darling	grupo	alternativoj	prononco
level	intervidiĝi	aby sme sa videli	to see each other	grupo	alternativoj	prononco
level	instruistino	pani učiteľka	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	kľúč	a key	grupo	alternativoj	prononco
level	ideoriĉa	nápadité	imaginative	grupo	alternativoj	prononco
level	falsi	falšovať, falšovať, falšovať, falšovať	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	topánky	shoes	grupo	alternativoj	prononco
level	homformo	forma osoby	a form of a person	grupo	alternativoj	prononco
level	scipovi	vedieť ako	to know how	grupo	alternativoj	prononco
level	haltigi	spôsobiť zastavenie	to cause stop	grupo	alternativoj	prononco
level	spezi	obchodovať s peniazmi	to transact money	grupo	alternativoj	prononco
level	grandula	obrie	giant's	grupo	alternativoj	prononco
level	grafino	grófka	a countess	grupo	alternativoj	prononco
level	supra	horný	upper	grupo	alternativoj	prononco
level	gondolisto	gondolistu	a gondolist	grupo	alternativoj	prononco
level	paŭzi	pozastaviť sa, prerušiť, oddýchnuť si	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	súrodencov	siblings	grupo	alternativoj	prononco
level	sandviĉo	sendvič	a sandwich	grupo	alternativoj	prononco
level	knedi	miešať, miesiť, zapracovať	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	hovoriť nesprávne	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	cvičiť, cvičiť, drilovať, cvičiť	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	nakoniec	at the end	grupo	alternativoj	prononco
level	verŝajne	zrejme, zrejme	probably, apparently	grupo	alternativoj	prononco
level	familiano	člena rodiny	a family member	grupo	alternativoj	prononco
level	energio	energiu	an energy	grupo	alternativoj	prononco
level	faligi	spôsobiť pád, prebehnúť	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	prístroj, stroj, zariadenie	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	informácie	an information	grupo	alternativoj	prononco
level	eniri	ísť dnu	to go in	grupo	alternativoj	prononco
level	saluton!	Ahoj!	hello!	grupo	alternativoj	prononco
level	ekvidi	začať vidieť	to start seeing	grupo	alternativoj	prononco
level	balancilo	hojdačka, rovnováha	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	na ceste von	on the way out	grupo	alternativoj	prononco
level	flugilo	krídlo	a wing	grupo	alternativoj	prononco
level	ekrigardi	začať hľadať	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	hovorca	a speaker	grupo	alternativoj	prononco
level	ekmire	úžasne	wonderously	grupo	alternativoj	prononco
level	dumtage	v deň	at day	grupo	alternativoj	prononco
level	socio	spoločnosť	a society	grupo	alternativoj	prononco
level	doloriga	spôsobuje bolesť	causing pain	grupo	alternativoj	prononco
level	laborilo	nástroj na prácu	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	zablúdiť	to go astray	grupo	alternativoj	prononco
level	banujo	vaňa (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	plagát, príspevok, článok	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	vstať z postele, vstať	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	znamenať, znamenať, naznačiť	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	nožnice	scissors	grupo	alternativoj	prononco
level	besteto	malé zvieratko	a little animal	grupo	alternativoj	prononco
level	pasio	vášeň	passion	grupo	alternativoj	prononco
level	bedaŭrinde	bohužiaľ	unfortunately	grupo	alternativoj	prononco
level	ekdormi	zaspať	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	zlý zápach	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	nôž	a knife	grupo	alternativoj	prononco
level	rano	žaba	a frog	grupo	alternativoj	prononco
level	arboplena	plné stromov	full of trees	grupo	alternativoj	prononco
level	vespere	večer	in the evening	grupo	alternativoj	prononco
level	temo	téma, téma	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	ísť vpred	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	kalkulačka	a calculator	grupo	alternativoj	prononco
level	amikino	priateľka	a girl friend	grupo	alternativoj	prononco
level	alilanda	cudzie	foreign	grupo	alternativoj	prononco
level	kovrilo	prikrývka, svietidlo, prikrývka	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	menu	a menu	grupo	alternativoj	prononco
level	informilo	newsletter, oznámenie	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Benátky	Venice	grupo	alternativoj	prononco
level	teroro	teror	a terror	grupo	alternativoj	prononco
level	doĝo	dóžu, miestodržiteľa	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	množstvo, množstvo	quantity, amount	grupo	alternativoj	prononco
level	batilo	netopier (udrieť)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	kvalita, majetok	quality, property	grupo	alternativoj	prononco
level	laŭte	nahlas, nahlas	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(prípona) podmienený pasívny	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Vianoce	Christmas	grupo	alternativoj	prononco
level	vivo	život	a life	grupo	alternativoj	prononco
level	freneza	šialený, šialený, šialený	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	vyriešiť, rozpustiť	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	týkajuce sa	relating to	grupo	alternativoj	prononco
level	fi!	do riti!	shit!	grupo	alternativoj	prononco
level	rideti	k úsmevu	to smile	grupo	alternativoj	prononco
level	temas pri	to je o	it is about	grupo	alternativoj	prononco
level	alilande	v zahraničí	abroad	grupo	alternativoj	prononco
level	pli-malpli	viac alebo menej	more or less	grupo	alternativoj	prononco
level	kadro	rám, nastavenie, káder	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	malý, drobný (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	dve tisícky	two thousands	grupo	alternativoj	prononco
level	ŝtormo	búrka	a storm	grupo	alternativoj	prononco
level	elektra	elektrický, elektrický	electric, electrical	grupo	alternativoj	prononco
level	ducent	dve stovky	two hundreds	grupo	alternativoj	prononco
level	lageto	rybník	a pond	grupo	alternativoj	prononco
level	tridek	tridsať	thirty	grupo	alternativoj	prononco
level	kukurbo	tekvica, tekvica	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	vo vlažnom	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	devätnásť	nineteen	grupo	alternativoj	prononco
level	eĥo	ozvena	an echo	grupo	alternativoj	prononco
level	ekrano	obrazovka	a screen	grupo	alternativoj	prononco
level	dek sep	sedemnásť	seventeen	grupo	alternativoj	prononco
level	malvarmeta	v pohode	cool	grupo	alternativoj	prononco
level	dek kvin	pätnásť	fifteen	grupo	alternativoj	prononco
level	oratoro	rečník, hovorca, rečník	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	kabelka (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	trinásť	thirteen	grupo	alternativoj	prononco
level	kristalo	kryštál	a crystal	grupo	alternativoj	prononco
level	cigaredo	cigareta	a cigarette	grupo	alternativoj	prononco
level	pronomo	zámeno	a pronoun	grupo	alternativoj	prononco
level	frapeti	ťuknúť	to tap	grupo	alternativoj	prononco
level	nukso	orech	a nut	grupo	alternativoj	prononco
level	dek unu	jedenásť	eleven	grupo	alternativoj	prononco
level	mirinda	úžasné, úžasné	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portál, hlavná brána, brána	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	funkciu	a function	grupo	alternativoj	prononco
level	impliki	implikovať, zamotať, zapojiť	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	úloha, práca	a task, a job	grupo	alternativoj	prononco
level	tunelo	tunel, nora	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	ochota	willingness	grupo	alternativoj	prononco
level	intermanĝeto	obed (stredný, malý)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internet, internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	štekliť	to tickle	grupo	alternativoj	prononco
level	vigle	živo, svižne	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	kapela, páska, pásik	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	hlúpy, hlúpy	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Ahoj	hello	grupo	alternativoj	prononco
level	himno	hymna, hymna	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	byť vhodný, pasovať	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	dospelý, dospelý	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	recenzovať, napísať	to review, to write up	grupo	alternativoj	prononco
level	gratulo	gratulujem	congratulation	grupo	alternativoj	prononco
level	flati	lichotiť	to flatter	grupo	alternativoj	prononco
level	komitato	výbor	a committee	grupo	alternativoj	prononco
level	frataro	skupina trapasov	a group of bothers	grupo	alternativoj	prononco
level	dorno	tŕň	a thorn	grupo	alternativoj	prononco
level	nebulo	hmla, hmla	fog, mist	grupo	alternativoj	prononco
level	fervojo	železnica	a railway	grupo	alternativoj	prononco
level	uzado	ako používať, používať	how to use, using	grupo	alternativoj	prononco
level	klimato	klíma	a climate	grupo	alternativoj	prononco
level	brakumo	objatie	a hug	grupo	alternativoj	prononco
level	bandaĝo	obväz, obväz	a bandage, dressing	grupo	alternativoj	prononco
level	drato	drôt	a wire	grupo	alternativoj	prononco
level	unuo	jednotka	unit	grupo	alternativoj	prononco
level	materialo	materiál, materiál	material, a material	grupo	alternativoj	prononco
level	malvarmumi	prechladnúť	to catch cold	grupo	alternativoj	prononco
level	unue	po prvé	first of all	grupo	alternativoj	prononco
level	gramo	gram	a gram	grupo	alternativoj	prononco
level	turniĝi	stať sa otočeným	to become turned	grupo	alternativoj	prononco
level	malsano	choroba	a disease	grupo	alternativoj	prononco
level	porcio	časť, podiel	a portion, a share	grupo	alternativoj	prononco
level	armeo	armádu	an army	grupo	alternativoj	prononco
level	bulteno	bulletin, bulletin	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	párty, párty, zápas, strana	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trio	a trio	grupo	alternativoj	prononco
level	proksimume	približne, asi	approximately, about	grupo	alternativoj	prononco
level	determini	na určenie	to determine	grupo	alternativoj	prononco
level	oferi	obetovať, obetovať, obetovať	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	plávať, kúpať sa	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	evidentné, jasné, zrejmé	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	tretí	third	grupo	alternativoj	prononco
level	familiara	známy, priateľský	familiar, friendly	grupo	alternativoj	prononco
level	pastro	kňaz, duchovný, farár	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	otáčať stránky, listovať, listovať	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	byť dostatočný	to be sufficient	grupo	alternativoj	prononco
level	okulumi	prinútiť oči, hľadieť, pozerať sa, žmurkať	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	presné	exact	grupo	alternativoj	prononco
level	konstati	zisťovať, konštatovať ako skutočnosť	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	hrob, hrob	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	skúsenosť	an experience	grupo	alternativoj	prononco
level	ŝmiri	mastiť, mazať, mazať	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	priekopník	a pioneer	grupo	alternativoj	prononco
level	emerito	emeritný, dôchodca, dôchodca	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	písací nástroj, čokoľvek na písanie	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	priaznivý	favorable	grupo	alternativoj	prononco
