C.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	bezonata	လိုအပ်တယ်၊ လိုအပ်တယ်၊ လိုချင်တယ်။	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	သရုပ်ဖော်ထားသည်။	illustrated	grupo	alternativoj	prononco
level	razi	ရိတ်ရန်	to shave	grupo	alternativoj	prononco
level	standardo	အလံတစ်ခု၊ အလံတစ်ခု	a banner, a flag	grupo	alternativoj	prononco
level	mentono	မေးစေ့၊ မေးစေ့	chin, a chin	grupo	alternativoj	prononco
level	valizo	ခရီးဆောင်အိတ်၊ အိတ်တစ်လုံး	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(က) သိမ်းပိုက်ခံရခြင်း၊ အလုပ်ရှုပ်ခြင်း။	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	ဖျော်ရည်၊ ဖျော်ရည်	juice, a sap	grupo	alternativoj	prononco
level	komunumo	အသိုင်းအဝိုင်းတစ်ခု	a community	grupo	alternativoj	prononco
level	fontano	စမ်းရေ	a fountain	grupo	alternativoj	prononco
level	konato	သိတဲ့လူ၊ အသိမိတ်ဆွေ	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(၎) သိမ်းပိုက်ခြင်း၊ အလုပ်များခြင်း၊ စေ့စပ်ခြင်း။	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	သိမ်းပိုက်ရန်၊ ပါဝင်ပတ်သက်ရန်၊ ထိတွေ့ဆက်ဆံရန်	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	ထင်းရှူးပင်	a pine tree	grupo	alternativoj	prononco
level	konstruota	(၎) ဆောက်လုပ်မည်ဖြစ်ပါသည်။	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(ဖမ်း) ၊ ချုပ်ထားသည်။	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(ဖမ်းဆီး) ခံရမည်ဖြစ်သည်။	(will be) captured	grupo	alternativoj	prononco
level	rezulti	ရလဒ်	to result	grupo	alternativoj	prononco
level	kaptito	အကျဉ်းသား (ဖမ်းမိ)၊	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	တွက်ချက်ရန်	to compute	grupo	alternativoj	prononco
level	batite	(အရိုက်ခံရပြီးနောက်)	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	ဖုံးထားသည်။	covered	grupo	alternativoj	prononco
level	teatro	ပြဇာတ်ရုံတစ်ခု	a theatre	grupo	alternativoj	prononco
level	sezono	ရာသီ၊ ရာသီတစ်ခု	season, a season	grupo	alternativoj	prononco
level	kelnero	စားပွဲထိုး	a waiter	grupo	alternativoj	prononco
level	tabelo	ဇယားတစ်ခု၊ ဇယားကွက်တစ်ခု၊ အညွှန်းတစ်ခု	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	ပြည်သူ၊ လူထု	public, public people	grupo	alternativoj	prononco
level	apogi	ထောက်ပံ့ရန်၊ ထောက်ပံ့ရန်	to support, to uphold	grupo	alternativoj	prononco
level	distri	အာရုံလွှဲရန်၊ လှည့်စားရန်၊ ဖျော်ဖြေရန်	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	မိခင်တစ်ဦး	a mother	grupo	alternativoj	prononco
level	distanco	အကွာအဝေး	a distance	grupo	alternativoj	prononco
level	aparte	သီးခြား၊ သီးခြား	apart, separately	grupo	alternativoj	prononco
level	originala	မူရင်း	original	grupo	alternativoj	prononco
level	bicikli	စက်ဘီးစီးရန်၊ စက်ဘီးစီးရန်	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	စည်းကမ်း၊ စည်းမျဥ်း	a rule, a regulation	grupo	alternativoj	prononco
level	troa	အလွန်အကျွံ၊ လွန်လွန်ကဲကဲ	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	အရမ်းသဘောကောင်းတာပဲ!	very nice!	grupo	alternativoj	prononco
level	balanci	လွှဲရန်၊ လှုပ်ရန်	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	ခေါင်းစွပ်တစ်ခု	a stocking	grupo	alternativoj	prononco
level	kontroli	စစ်ဆေးရန်၊ စာရင်းစစ်ရန်၊ စစ်ဆေးရန်	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	ငါးပိ၊ မုန့်စိမ်း	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	စတုဂံ၊ စတုဂံ	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	အတု၊ အတု၊ အတု၊ အတု၊ လိမ်	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	ဟာသ၊ ရွှတ်	to joke, to jest	grupo	alternativoj	prononco
level	problemo	ပြဿနာတစ်ခု၊ ပြဿနာတစ်ခု	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	ယဉ်ကျေးမှု (မြေ၊ မြေ)၊	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	ကျောင်း၊ သင်ယူစရာနေရာ	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	စားသောက်ခန်း၊ စားသောက်ဆိုင်၊ ထမင်းစားခန်း၊ Canteen	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	အလံတစ်ခု၊ နဖူးစည်းတစ်ခု	a flag, a banner	grupo	alternativoj	prononco
level	universala	universal, general, worldwide	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	ဆိုင်တစ်ဆိုင်၊	a store, a shop	grupo	alternativoj	prononco
level	parko	ပန်းခြံတစ်ခု	a park	grupo	alternativoj	prononco
level	kesto	ရင်ဘတ်၊ သေတ္တာ၊ အိတ်	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	ဘုရားကျောင်းတစ်ခု၊ kirk	a church, a kirk	grupo	alternativoj	prononco
level	ataki	တိုက်ခိုက်ရန်	to attack	grupo	alternativoj	prononco
level	fako	အကိုင်းအခက်၊ စည်းကမ်း၊ အထူးပြု၊ အခန်းတစ်ခု	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	စာအုပ်ဆိုင်၊ စာအုပ်ဆိုင်	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	နာမည်ကြီး	famous	grupo	alternativoj	prononco
level	kafejo	ကော်ဖီဆိုင်၊ ကော်ဖီဆိုင်	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	ကူရှင်၊ ခေါင်းအုံးတစ်ခု	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	ဒီဇိုင်းဆွဲရန်၊ ပုံဖော်ရန်၊ ဆွဲရန်	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	သင့်လျော်ရန်၊ သင့်လျော်ရန်	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	ဧည့်ခံစားပွဲ	a reception desk	grupo	alternativoj	prononco
level	necesejo	အိမ်သာ၊ သန့်စင်ခန်း	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	အားကစား၊ အားကစားတစ်ခု	sport, a sport	grupo	alternativoj	prononco
level	fridujo	ရေခဲသေတ္တာ၊ ရေခဲသေတ္တာ	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	အမှိုက်ပုံး၊ အမှိုက်ပုံး၊ အမှိုက်ပုံး	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	ကာကွယ်ရန်	to defend	grupo	alternativoj	prononco
level	eduki	ပညာပေးဖို့	to educate	grupo	alternativoj	prononco
level	hejti	ပူဖို့၊ နွေးဖို့	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	စာရင်းတစ်ခု	a list	grupo	alternativoj	prononco
level	kondiĉo	အခြေအနေတစ်ခု	a condition	grupo	alternativoj	prononco
level	poste	နောက်ပိုင်း၊ နောက်၊ နောက်	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	ပွေ့ဖက်ရန်၊ ပွေ့ဖက်ရန်	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	ဝမ်းမြောက်၊ ဝမ်းသာ၊ ဝမ်းသာ	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	အအေးမိခြင်း	a cold (caught)	grupo	alternativoj	prononco
level	salono	ထိုင်ခန်း၊ ဧည့်ခန်း၊ အလှပြင်ဆိုင်	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	ရှိရေး	to consist	grupo	alternativoj	prononco
level	hejme	အိမ်မှာပါ	at home	grupo	alternativoj	prononco
level	spezo	လည်ပတ်မှုတစ်ခု	a turnover	grupo	alternativoj	prononco
level	kalendaro	ပြက္ခဒိန်တစ်ခု	a calendar	grupo	alternativoj	prononco
level	imagi	စိတ်ကူးရန်	to imagine	grupo	alternativoj	prononco
level	fidela	သစ္စာရှိသော၊ ယုံကြည်ထိုက်သော	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	ပါဝင်ရန်၊ ပါဝင်ရန်	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	ရဲတိုက်၊ ရဲတိုက်တစ်ခု	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(နောက်ဆက်) ဂဏန်းများဖြင့် အုပ်စု	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	တက်ရောက်ရန်၊ တက်ရောက်ရန်	to attend, to be present at	grupo	alternativoj	prononco
level	televido	တီဗွီ၊ ရုပ်မြင်သံကြား	TV, television	grupo	alternativoj	prononco
level	studento	ကျောင်းသား (တက္ကသိုလ်)	a student (university)	grupo	alternativoj	prononco
level	impreso	အထင်အမြင်တစ်ခု	an impression	grupo	alternativoj	prononco
level	pupo	အရုပ်တစ်ရုပ်၊	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	အဆက်မပြတ်၊ အဆက်မပြတ်၊ အမြဲတမ်း	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	flat၊ even, plane, အဆင့်	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ အသက်	~ years old	grupo	alternativoj	prononco
level	blovi	မှုတ်ရန်	to blow	grupo	alternativoj	prononco
level	konfesi	ဝန်ခံရန်၊ ဝန်ခံရန်	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	ပြင်ပ၊ နိုင်ငံခြား	outside, abroad	grupo	alternativoj	prononco
level	remi	အတန်း	to row	grupo	alternativoj	prononco
level	kaserolo	အိုးတစ်လုံး၊ ဒယ်အိုးတစ်လုံး၊ ဟင်းအိုးတစ်လုံး	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(၂) မိဘနှစ်ပါး	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	လက်ထပ်ဖို့၊ လက်ထပ်ဖို့	to get married, to marry	grupo	alternativoj	prononco
level	vundo	ဒဏ်ရာတစ်ခု၊ ဒဏ်ရာတစ်ခု	a wound, an injury	grupo	alternativoj	prononco
level	scienco	သိပ္ပံ၊ သိပ္ပံ	science, a science	grupo	alternativoj	prononco
level	monero	အကြွေစေ့တစ်ခု	a coin	grupo	alternativoj	prononco
level	kompari	နှိုင်းယှဉ်ရန်	to compare	grupo	alternativoj	prononco
level	arko	arc (မျဉ်းကွေးတစ်ခု)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	အတွေ့အကြုံရှိ၊ ကျွမ်းကျင်သူ	experienced, expert	grupo	alternativoj	prononco
level	sankta	သန့်ရှင်းသော၊ မြင့်မြတ်သော	holy, sacred	grupo	alternativoj	prononco
level	lavujo	လက်ဆေးကန်တစ်ခု	a washbasin	grupo	alternativoj	prononco
level	trajno	ရထားတစ်စင်း	a train	grupo	alternativoj	prononco
level	domaĝo	သနားစရာ၊ ဝမ်းနည်းစရာတစ်ခု	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	ချွန်ထက်, abrasive	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	ထိုက်၊ ထိုက်၊ ထိုက်တန်၏။	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	စကားပြောရန်	to start speaking	grupo	alternativoj	prononco
level	ekscii	သိရန်၊ သိရန်၊ သင်ယူရန်	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	မျိုးစေ့တစ်ခု	a seed	grupo	alternativoj	prononco
level	reveni	ပြန်လာဖို့၊ ပြန်လာဖို့	to come back, to return	grupo	alternativoj	prononco
level	lupo	ဝံပုလွေ	a wolf	grupo	alternativoj	prononco
level	elefanto	ဆင်တစ်ကောင်	an elephant	grupo	alternativoj	prononco
level	karoto	မုန်လာဥနီ	a carrot	grupo	alternativoj	prononco
level	haŭto	အရေပြား၊ အရေပြား	skin, a skin	grupo	alternativoj	prononco
level	palaco	နန်းတော်တစ်ခု	a palace	grupo	alternativoj	prononco
level	eksidi	ထိုင်ရန်	to get sit down	grupo	alternativoj	prononco
level	mamo	ရင်သား (အမျိုးသမီးတစ်ဦး)၊ ရင်သား	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	ဝက်ဝံ	a bear	grupo	alternativoj	prononco
level	vulpo	မြေခွေး	a fox	grupo	alternativoj	prononco
level	kuracisto	(ဆေး) ဆရာဝန်၊ သမားတော်	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	ကုလားကာ၊ မျက်နှာပြင်၊ ကုလားကာ	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	အနိုင်ယူရန်၊ အနိုင်ယူရန်၊ အနိုင်ယူရန်၊ အနိုင်ယူရန်	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	စစ်သားတစ်ဦး	a soldier	grupo	alternativoj	prononco
level	trunko	ပင်စည်၊ ရိုးတံ၊ ခန္ဓာကိုယ်	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	သူခိုး	a thief	grupo	alternativoj	prononco
level	miksi	ရောနှောရန်၊ ရောစပ်ရန်၊ မွှေရန်	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	တိကျတယ်၊ တိကျတယ်။	precise, accurate	grupo	alternativoj	prononco
level	instruisto	ဆရာတစ်ဦး၊ ဆရာတစ်ဦး	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	ဖေဖေ့ကို	to bore	grupo	alternativoj	prononco
level	gaso	ဓာတ်ငွေ့	gas	grupo	alternativoj	prononco
level	fervora	စိတ်အားထက်သန်မှု၊ စိတ်အားထက်သန်မှု၊ စွဲလန်းမှု	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	မာရ်နတ်	a devil	grupo	alternativoj	prononco
level	densa	သိပ်သည်း၊ အထူ၊ စုစည်းမှု	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	ထူးဆန်းသည်၊ ထူးသည်၊ ထူးသည်။	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	ကယ်တင်ရန်၊ ကယ်တင်ရန်	to save, to rescue	grupo	alternativoj	prononco
level	vico	အလှည့်၊ အလှည့် (အစီအစဥ်)၊	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	တစ်ကီလိုမီတာ	a kilometer	grupo	alternativoj	prononco
level	puni	အပြစ်ပေးရန်	to punish	grupo	alternativoj	prononco
level	prunto	ချေးငွေတစ်ခု	a loan	grupo	alternativoj	prononco
level	planto	အပင်၊ အပင်	plant, a plant	grupo	alternativoj	prononco
level	praktiko	အလေ့အကျင့်၊ အလေ့အကျင့်တစ်ခု	practice, a practice	grupo	alternativoj	prononco
level	kune	အတူ	together	grupo	alternativoj	prononco
level	temperaturo	အပူချိန်	temperature	grupo	alternativoj	prononco
level	nepo	မြေးတစ်ဦး	a grandson	grupo	alternativoj	prononco
level	kunveni	ခေါ်ယူရန်၊ စုဝေးရန်၊ တွေ့ဆုံရန်	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	လေသံတစ်ခု	a tone	grupo	alternativoj	prononco
level	plata	ပြားချပ်	flat	grupo	alternativoj	prononco
level	ekskursi	အပန်းဖြေဖို့၊ ပျော်ပွဲစားထွက်ဖို့၊ jaunt လုပ်ဖို့	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	ပြုပြင်ရန်၊ ပြုပြင်ရန်	to repair, to fix	grupo	alternativoj	prononco
level	dramo	ဒရာမာတစ်ခု	a drama	grupo	alternativoj	prononco
level	sovaĝa	တောကြီး၊	savage, wild	grupo	alternativoj	prononco
level	progresi	တိုးတက်ရန်	to progress	grupo	alternativoj	prononco
level	sonĝo	အိပ်မက်တစ်ခု	a dream	grupo	alternativoj	prononco
level	legomo	ဟင်းသီးဟင်းရွက်တစ်ခု	a vegetable	grupo	alternativoj	prononco
level	proksimuma	အနီးစပ်ဆုံး	approximate	grupo	alternativoj	prononco
level	mapo	မြေပုံတစ်ခု	a map	grupo	alternativoj	prononco
level	foje (iu foje)	တစ်ခါတစ်ရံ (တစ်ခါတစ်ရံ)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	အာဏာပိုင်တစ်ဦး	an authority	grupo	alternativoj	prononco
level	distribui	ဖြန့်ဝေရန်	to distribute	grupo	alternativoj	prononco
level	distingi	ခွဲခြားရန်	to distinguish	grupo	alternativoj	prononco
level	speciala	အထူး	special	grupo	alternativoj	prononco
level	boli	ပြုတ်ဖို့	to boil	grupo	alternativoj	prononco
level	osto	အရိုးတစ်ခု	a bone	grupo	alternativoj	prononco
level	rekomendi	အကြံပြုရန်	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	သဘက်ခါ	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	စေတနာထားရန်၊ ကျေးဇူးပြုလိုသည်။	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	ယဉ်ကျေးသိမ်မွေ့ခြင်း၊ ယဉ်ကျေးသိမ်မွေ့ခြင်း၊ ယဉ်ကျေးသိမ်မွေ့ခြင်း။	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	အဆင်ပြေတယ်။	comfortable	grupo	alternativoj	prononco
level	strio	အစင်းတစ်စင်း၊ ဓာတ်မှန်ရိုက်ခြင်း။	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	ကင်းဗတ်၊ အထည်၊ ပိတ်ချော	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	ကြိုးတစ်ချောင်း၊ သံယောဇဉ်၊ ကြိုးတစ်ချောင်း	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	အင်ပါယာတစ်ခု	an empire	grupo	alternativoj	prononco
level	ĉemizo	အင်္ကျီတစ်ထည်	a shirt	grupo	alternativoj	prononco
level	anaso	ဘဲတစ်ကောင်	a duck	grupo	alternativoj	prononco
level	organo	အင်္ဂါတစ်ခု၊ သုံးသပ်ချက်၊ တရားဝင်စာစောင်တစ်ခု	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	ရှည်သည်၊ ကြာမြင့်သည်။	long, for a long time	grupo	alternativoj	prononco
level	biskvito	ဘီစကွတ်၊ ကွတ်ကီး၊ ဗြောက်အိုး	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	အမေ၊ အမေ၊ အမေ	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	အဖေ၊ အဖေ၊ အဖေ	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	အော်ဒါမှာရန်၊ စာအုပ်တင်ရန်	to order, to book	grupo	alternativoj	prononco
level	lingva	ဘာသာစကား	linguistic	grupo	alternativoj	prononco
level	biciklo	စက်ဘီး၊ စက်ဘီး	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	အတုယူရန်	to imitate	grupo	alternativoj	prononco
level	abelo	ပျား	a bee	grupo	alternativoj	prononco
level	konfidi	ရင်ဖွင့်ရန်၊ အပ်နှံရန်	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	အားလပ်ရက်၊ အားလပ်ရက် (=libertago)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	နမ်းရန်	to kiss	grupo	alternativoj	prononco
level	nokte	ညအချိန်၊ ညအချိန်၊ ည	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	လွှဲပြောင်းပေးရန်၊ လွှဲပြောင်းပေးရန်၊ လွှဲပြောင်းပေးရန်	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	စာလုံးတစ်လုံး၊ စာလုံးတစ်လုံး	a character, a letter	grupo	alternativoj	prononco
level	maŝino	စက်တစ်ခု	a machine	grupo	alternativoj	prononco
level	haveno	ဆိပ်ကမ်းတစ်ခု၊ ဆိပ်ကမ်းတစ်ခု	a harbor, a port	grupo	alternativoj	prononco
level	graso	အဆီ၊ အဆီ	grease, fat	grupo	alternativoj	prononco
level	klopodi	ကြိုးစားရန်၊ ကြိုးစားရန်၊ ရည်မှန်းချက်၊ အကောင်အထည်ဖော်ရန်	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	အခွင့်အလမ်းတစ်ခု၊ အခွင့်အလမ်းတစ်ခု	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	ဆုတ်ဖို့၊ ဆုတ်ဖို့	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	အင်္ကျီတစ်ထည်၊ manteau၊ အင်္ကျီတစ်ထည်	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	အစီအစဉ်တစ်ခု	a program	grupo	alternativoj	prononco
level	volvi	ထုပ်ရန်၊ လှိမ့်ရန်၊ လေတိုက်ရန်၊ လှိမ့်ရန်	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	အငှား	on loan	grupo	alternativoj	prononco
level	naskiĝtago	မွေးနေ့	a birthday	grupo	alternativoj	prononco
level	karbo	ကျောက်မီးသွေး	coal	grupo	alternativoj	prononco
level	proponi	ကမ်းလှမ်းရန်၊ ကမ်းလှမ်းရန်	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	ပြတိုက်တစ်ခု	a museum	grupo	alternativoj	prononco
level	metalo	သတ္တု၊ သတ္တု	metal, a metal	grupo	alternativoj	prononco
level	streĉi	တင်းကျပ်ရန်၊	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	မြည်းစမ်းရန်၊ နမူနာယူရန်	to taste, to sample	grupo	alternativoj	prononco
level	atenti	ဂရုစိုက်ဖို့၊ သတိထားဖို့၊ သတိထားဖို့	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	ပုံနှိပ်ရန်	to print	grupo	alternativoj	prononco
level	tabulo	ဘုတ်တစ်ခု၊ ပျဉ်ပြား၊ တက်ဘလက်တစ်ခု	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	လုံးဝ, လုံးဝ, လုံးဝ	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	စီးရီးတစ်ခု	a series	grupo	alternativoj	prononco
level	universitato	တကၠသိုလ္တစ္ခု	a university	grupo	alternativoj	prononco
level	situacio	အခြေအနေတစ်ခု၊ အခြေအနေတစ်ခု၊ အခြေအနေတစ်ခု	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	စုံတွဲတစ်တွဲ	a pair, a couple	grupo	alternativoj	prononco
level	metio	လက်မှုပညာ၊ လက်မှုပညာ	craft, handicraft	grupo	alternativoj	prononco
level	meblo	ပရိဘောဂတစ်ခု	a piece of furniture	grupo	alternativoj	prononco
level	oleo	ဆီ၊ ဆီ	oil, an oil	grupo	alternativoj	prononco
level	scivola	စပ်စု၊စပ်စု	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	မဟုတ်လား မဟုတ်ဘူးလား?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	မရှိမဖြစ်၊ လုံးဝလိုအပ်သည်။	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	တတ်နိုင်၊ စွမ်းဆောင်နိုင်ရမည်။	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	လော့ကာ၊ ဗီရို၊ ဗီရို၊ ဘေးချိတ်	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	per, နှုန်း, by	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	ဒါရိုက်တာတစ်ယောက်၊ မန်နေဂျာတစ်ယောက်	a director, a manager	grupo	alternativoj	prononco
level	ve!	သြော် !	Alas!	grupo	alternativoj	prononco
level	eviti	ရှောင်ရန်၊ ရှောင်ရန်	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	ပိုင်ဆိုင်ရန်၊ ပိုင်ဆိုင်ရန်	to possess, to own	grupo	alternativoj	prononco
level	rubriko	ခေါင်းစဉ်တစ်ခု၊ အပိုင်းတစ်ခု၊ ရူဘယ်၊ ကော်လံ	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	ပြစ်မှုတစ်ခု	a crime	grupo	alternativoj	prononco
level	akiri	ရယူရန်၊ ရရန်၊ ရယူရန်၊ ရယူရန်	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	ရှုပ်အောင်​လုပ်​ဖို့၊ bungle လုပ်​ဖို့၊ botch လုပ်​ဖို့၊ ဝက်ပေါက်​ဖို့	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	မိန်းမတစ်ယောက်	a woman	grupo	alternativoj	prononco
level	viŝi	သုတ်ရန်၊ ဖျက်ရန်၊ သုတ်ရန်	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	ဘေးနားမှာ	at the side	grupo	alternativoj	prononco
level	oferti	ကမ်းလှမ်းရန်၊ ကမ်းလှမ်းရန်၊ ကမ်းလှမ်းရန်၊ ကမ်းလှမ်းရန်	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	ယင်ကောင် (အင်းဆက်)	a fly (insect)	grupo	alternativoj	prononco
level	subite	ရုတ်တရက်၊ ရုတ်တရက်	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	မှန်တစ်ချပ်၊ ကြည့်မှန်တစ်ခု	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	သင့်လျော်သည်။	suitable	grupo	alternativoj	prononco
level	neniel	မည်သည့်နည်းနှင့်မျှ အဓိပ္ပါယ်မရှိ၊ လုံးဝမဟုတ်ပါ။	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	ကိုယ်ရေးကိုယ်တာ	personal	grupo	alternativoj	prononco
level	rado	ဘီးတစ်ခု	a wheel	grupo	alternativoj	prononco
level	najbaro	အိမ်နီးချင်းတစ်ဦး	a neighbor	grupo	alternativoj	prononco
level	tremi	တုန်လှုပ်ခြင်း၊ တုန်လှုပ်ခြင်း၊	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	မိသားစုအခန်း၊ ဧည့်ခန်း	a family room, a living room	grupo	alternativoj	prononco
level	poto	အိုးတစ်အိုး၊	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	သုံးစွဲရန်၊ ဖြတ်သန်းရန်	to spend, to pass	grupo	alternativoj	prononco
level	akompani	လိုက်ပါရန်	to accompany	grupo	alternativoj	prononco
level	noto	မှတ်စု၊ (ကျောင်း) တန်း၊ အမှတ်အသား	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	မျက်ခုံးမွေးတစ်ခု	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	ကလေးအခန်း	a child room	grupo	alternativoj	prononco
level	vigla	ကာတွန်း၊ ဖျတ်လတ်သည်။	animated, brisk	grupo	alternativoj	prononco
level	simio	မျောက်တစ်ကောင်	a monkey	grupo	alternativoj	prononco
