C.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	triono	שליש, שליש	a third, one third	grupo	alternativoj	prononco
level	pezi	לשקול (להיות בעל כבדות של כמות)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	מטפחת (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	מגבת רחצה	a bath towel	grupo	alternativoj	prononco
level	littuko	סדין	a bed sheet	grupo	alternativoj	prononco
level	terure	נורא, נורא	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	רביעייה, רביעייה	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	שירותים (לבוש)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	סליחה, סליחה, סליחה	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	אמבטיה, אמבטיה, בור	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	לבקר באופן קבוע, לפקוד	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	לחקור, לחקור	to explore, to investigate	grupo	alternativoj	prononco
level	regali	לפנק, לטפל, לבדר	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	לדון	to discuss	grupo	alternativoj	prononco
level	propagandi	לעשות תעמולה, לפרסם	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	מחט תפירה	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	לגרוף	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	מחיאות כפיים, קריאת ברכה	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	רעב	hungry	grupo	alternativoj	prononco
level	esprimi	להביע	to express	grupo	alternativoj	prononco
level	subtaso	צלוחית	a saucer	grupo	alternativoj	prononco
level	traduko	תרגום	a translation	grupo	alternativoj	prononco
level	kopiilo	מכונת העתקה, מכונת צילום	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	הפרשה, מלאי, אספקה	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	לתרגם	to translate	grupo	alternativoj	prononco
level	terglobo	כדור הארץ	the earth globe	grupo	alternativoj	prononco
level	breto	מדף	a shelf	grupo	alternativoj	prononco
level	sekreti	לשמור סודות	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	כלכלה, כלכלה	economy, an economy	grupo	alternativoj	prononco
level	evolui	להתפתח	to evolve	grupo	alternativoj	prononco
level	ĉambristo	עוזרת בית	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	ביום ראשון	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	להלוות	to lend	grupo	alternativoj	prononco
level	veturado	יוצאים לרכיבה	going on a ride	grupo	alternativoj	prononco
level	ĥoro	מקהלה, מקהלה	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	ללוות ולקחת	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	בגדים	clothes	grupo	alternativoj	prononco
level	rapide	מהר, מהר, מהר	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	מרכז של עיר	a center of a city	grupo	alternativoj	prononco
level	tridekjara	בן 30	30 years old	grupo	alternativoj	prononco
level	tiuokaze	במקרה הזה	in that case	grupo	alternativoj	prononco
level	sekigi	לייבש	to dry	grupo	alternativoj	prononco
level	varmigi	לחמם, להתחמם, לחמם	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	במקום	at the place	grupo	alternativoj	prononco
level	supren	למעלה	upward	grupo	alternativoj	prononco
level	subakvigi	לשקוע, לעשות כיור	to sink, to make sink	grupo	alternativoj	prononco
level	foto	תמונה, צילום	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	שממה	a wilderness	grupo	alternativoj	prononco
level	skribotablo	שולחן כתיבה	a writing table	grupo	alternativoj	prononco
level	varmiĝi	להתחמם	to become warm	grupo	alternativoj	prononco
level	klarigi	להסביר, להבהיר	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	אדם חסר פחד	a fearless man	grupo	alternativoj	prononco
level	krepusko	דמדומים, בין ערביים	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	לובש, מעייף, גורם לעייפות	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	חֲסַר צֶבַע	colorless	grupo	alternativoj	prononco
level	senbrue	ללא רעש	without noise	grupo	alternativoj	prononco
level	lernigi	לעשות למידה, ללמד	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	להיות חייב	to owe	grupo	alternativoj	prononco
level	sekreta	סוֹד	secret	grupo	alternativoj	prononco
level	finigi	לעשות סוף, לסיים	to make an end, to finish	grupo	alternativoj	prononco
level	salto	קפיצה	a jump	grupo	alternativoj	prononco
level	finiĝi	להיות גמור, לסיים, להגיע לסוף	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	להיות קר	to become cold	grupo	alternativoj	prononco
level	rideto	חיוך	a smile	grupo	alternativoj	prononco
level	sidiĝi	לשבת	to sit down	grupo	alternativoj	prononco
level	repaciĝo	חוזר להיות שליו	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	לתת בחזרה	to give back	grupo	alternativoj	prononco
level	stariĝi	לקום, לקום, לקום	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	מהר מאוד	very quickly	grupo	alternativoj	prononco
level	servo	שירות, שירות	service, a service	grupo	alternativoj	prononco
level	konsideri	לשקול	to consider	grupo	alternativoj	prononco
level	promenejo	טיילת	a promenade	grupo	alternativoj	prononco
level	komenciĝi	להתחיל, להתחיל	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	לייפות (עוד)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	לעשות כדי ללכת לאיבוד	to make to get lost	grupo	alternativoj	prononco
level	ordigi	לעשות סדר	to make ordered	grupo	alternativoj	prononco
level	maristo	ימאי, מלח, ימאי	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	לא מעניין	not interesting	grupo	alternativoj	prononco
level	naturaĵo	דבר טבעי	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	להיות ~	to become ~	grupo	alternativoj	prononco
level	multpieda	רב רגליים	many-footed	grupo	alternativoj	prononco
level	moviĝi	לזוז (הרחק), לעבור למקום אחר	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	להכיר (עם)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	של מחר	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	לבחון	to examine	grupo	alternativoj	prononco
level	malŝati	לשנוא, לא אוהב	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	למלא, למלא	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	עָצוּב	sad	grupo	alternativoj	prononco
level	frosto	כפור, כפור, קפוא, קור מקפיא	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	דקל, דקל	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	חָרֵד	anxious	grupo	alternativoj	prononco
level	respubliko	רפובליקה	a republic	grupo	alternativoj	prononco
level	malseka	רָטוֹב	wet	grupo	alternativoj	prononco
level	malsaniĝi	להיות חולה	to become ill	grupo	alternativoj	prononco
level	aliĝi	להצטרף	to join	grupo	alternativoj	prononco
level	malplaĉa	לא נוח	uncomfortable	grupo	alternativoj	prononco
level	malofte	לעתים רחוקות	rarely	grupo	alternativoj	prononco
level	malmulto	מְעַטִים	few	grupo	alternativoj	prononco
level	rezignigi	לעשות להתפטר, לכפות להתפטר	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	סרט, סרט קולנוע	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	במעט	in few	grupo	alternativoj	prononco
level	terni	להתעטש	to sneeze	grupo	alternativoj	prononco
level	fermigi	לעשות כדי לסגור	to make to close	grupo	alternativoj	prononco
level	malkontentigi	לעצבן	to annoy	grupo	alternativoj	prononco
level	malfrui	לאחר	to be late	grupo	alternativoj	prononco
level	malforta	חלש	weak	grupo	alternativoj	prononco
level	fermiĝi	להיות סגור, להיות סגור	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	קָשֶׁה	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	משקאות חריפים, משקה אלכוהולי	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	להגדיר	to define	grupo	alternativoj	prononco
level	malagrabla	לא נעים	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	להחליף, לשים במקום, להחליף	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	עובד	a worker	grupo	alternativoj	prononco
level	koncerni	לדאוג	to concern	grupo	alternativoj	prononco
level	sciigi	להודיע, להודיע, לשתף, להודיע	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	לשתול	to plant	grupo	alternativoj	prononco
level	politiko	מדיניות, פוליטיקה	a policy, politics	grupo	alternativoj	prononco
level	kunporti	להביא	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	להתיידד (עם ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	כוח פיזי	physical strength	grupo	alternativoj	prononco
level	klarigo	הסבר	an explanation	grupo	alternativoj	prononco
level	dividi	לחלק, לחלוק	to divide, to share	grupo	alternativoj	prononco
level	armi	לזרוע	to arm	grupo	alternativoj	prononco
level	karulino	יקירתי	a darling	grupo	alternativoj	prononco
level	intervidiĝi	לראות אחד את השני	to see each other	grupo	alternativoj	prononco
level	instruistino	מורה אישה	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	מפתח	a key	grupo	alternativoj	prononco
level	ideoriĉa	דִמיוֹנִי	imaginative	grupo	alternativoj	prononco
level	falsi	לזייף, לזייף, לזייף, לזייף	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	נעליים	shoes	grupo	alternativoj	prononco
level	homformo	צורה של אדם	a form of a person	grupo	alternativoj	prononco
level	scipovi	לדעת איך	to know how	grupo	alternativoj	prononco
level	haltigi	לגרום לעצור	to cause stop	grupo	alternativoj	prononco
level	spezi	לבצע עסקת כסף	to transact money	grupo	alternativoj	prononco
level	grandula	של ענק	giant's	grupo	alternativoj	prononco
level	grafino	רוזנת	a countess	grupo	alternativoj	prononco
level	supra	עֶלִיוֹן	upper	grupo	alternativoj	prononco
level	gondolisto	גונדוליסט	a gondolist	grupo	alternativoj	prononco
level	paŭzi	לעצור, לשבור, לנוח	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	אחים	siblings	grupo	alternativoj	prononco
level	sandviĉo	כריך	a sandwich	grupo	alternativoj	prononco
level	knedi	לערבב, ללוש, לעבוד לתוך	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	לדבר לא נכון	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	להתאמן, להתאמן, לקדוח, להתאמן	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	בסופו של דבר	at the end	grupo	alternativoj	prononco
level	verŝajne	כנראה, כנראה	probably, apparently	grupo	alternativoj	prononco
level	familiano	חבר משפחה	a family member	grupo	alternativoj	prononco
level	energio	אנרגיה	an energy	grupo	alternativoj	prononco
level	faligi	לגרום לנפילה, לדרוס	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	מכשיר, מכונה, מכשיר	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	מידע	an information	grupo	alternativoj	prononco
level	eniri	ללכת לתוך	to go in	grupo	alternativoj	prononco
level	saluton!	שלום!	hello!	grupo	alternativoj	prononco
level	ekvidi	להתחיל לראות	to start seeing	grupo	alternativoj	prononco
level	balancilo	תנופה, איזון	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	בדרך החוצה	on the way out	grupo	alternativoj	prononco
level	flugilo	כנף	a wing	grupo	alternativoj	prononco
level	ekrigardi	להתחיל לחפש	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	דובר	a speaker	grupo	alternativoj	prononco
level	ekmire	בצורה מופלאה	wonderously	grupo	alternativoj	prononco
level	dumtage	ביום	at day	grupo	alternativoj	prononco
level	socio	חברה	a society	grupo	alternativoj	prononco
level	doloriga	גורם לכאב	causing pain	grupo	alternativoj	prononco
level	laborilo	כלי לעבודה	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	ללכת שולל	to go astray	grupo	alternativoj	prononco
level	banujo	אמבטיה (=בנקובו)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	פוסטר, פוסט, מאמר	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	לקום מהמיטה, לקום	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	להתכוון, לסמן, לרמוז	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	מספריים	scissors	grupo	alternativoj	prononco
level	besteto	חיה קטנה	a little animal	grupo	alternativoj	prononco
level	pasio	תשוקה	passion	grupo	alternativoj	prononco
level	bedaŭrinde	לצערי	unfortunately	grupo	alternativoj	prononco
level	ekdormi	להירדם	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	ריח רע	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	סכין	a knife	grupo	alternativoj	prononco
level	rano	צפרדע	a frog	grupo	alternativoj	prononco
level	arboplena	מלא עצים	full of trees	grupo	alternativoj	prononco
level	vespere	בערב	in the evening	grupo	alternativoj	prononco
level	temo	נושא, נושא	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	להתקדם	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	מחשבון	a calculator	grupo	alternativoj	prononco
level	amikino	חברה	a girl friend	grupo	alternativoj	prononco
level	alilanda	זָר	foreign	grupo	alternativoj	prononco
level	kovrilo	כיסוי, מואר, שמיכה	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	תפריט	a menu	grupo	alternativoj	prononco
level	informilo	ניוזלטר, הודעה	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	ונציה	Venice	grupo	alternativoj	prononco
level	teroro	טרור	a terror	grupo	alternativoj	prononco
level	doĝo	דוג'ה, משנה למלך	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	כמות	quantity, amount	grupo	alternativoj	prononco
level	batilo	מחבט (להכות)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	איכות, רכוש	quality, property	grupo	alternativoj	prononco
level	laŭte	בקול רם, בקול רם	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(suffix) פסיבי מותנה	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	חַג הַמוֹלָד	Christmas	grupo	alternativoj	prononco
level	vivo	חיים	a life	grupo	alternativoj	prononco
level	freneza	מטורף, מטורף, מטורף	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	לפתור, להתמוסס	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	הנוגע ל	relating to	grupo	alternativoj	prononco
level	fi!	לְחַרְבֵּן!	shit!	grupo	alternativoj	prononco
level	rideti	לחייך	to smile	grupo	alternativoj	prononco
level	temas pri	זה על	it is about	grupo	alternativoj	prononco
level	alilande	מחוץ לארץ	abroad	grupo	alternativoj	prononco
level	pli-malpli	פחות או יותר	more or less	grupo	alternativoj	prononco
level	kadro	מסגרת, תפאורה, קאדר	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	קטן, זעיר (=מלגרנדה)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	אלפיים	two thousands	grupo	alternativoj	prononco
level	ŝtormo	סערה	a storm	grupo	alternativoj	prononco
level	elektra	חשמלי, חשמלי	electric, electrical	grupo	alternativoj	prononco
level	ducent	מאתיים	two hundreds	grupo	alternativoj	prononco
level	lageto	בריכה	a pond	grupo	alternativoj	prononco
level	tridek	שְׁלוֹשִׁים	thirty	grupo	alternativoj	prononco
level	kukurbo	דלעת, דלעת	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	בפושר	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	תשע עשרה	nineteen	grupo	alternativoj	prononco
level	eĥo	הד	an echo	grupo	alternativoj	prononco
level	ekrano	מסך	a screen	grupo	alternativoj	prononco
level	dek sep	שבע עשרה	seventeen	grupo	alternativoj	prononco
level	malvarmeta	מגניב	cool	grupo	alternativoj	prononco
level	dek kvin	חֲמֵשׁ עֶשׂרֵה	fifteen	grupo	alternativoj	prononco
level	oratoro	נואם, דובר, נואם	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	תיק יד (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	שְׁלוֹשׁ עֶשׂרֵה	thirteen	grupo	alternativoj	prononco
level	kristalo	קריסטל	a crystal	grupo	alternativoj	prononco
level	cigaredo	סיגריה	a cigarette	grupo	alternativoj	prononco
level	pronomo	כינוי	a pronoun	grupo	alternativoj	prononco
level	frapeti	להקיש	to tap	grupo	alternativoj	prononco
level	nukso	אגוז	a nut	grupo	alternativoj	prononco
level	dek unu	אחד עשר	eleven	grupo	alternativoj	prononco
level	mirinda	מדהים, נפלא	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	שער, שער ראשי, שער	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	תפקוד	a function	grupo	alternativoj	prononco
level	impliki	לערב, לסבך, לערב	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	משימה, עבודה	a task, a job	grupo	alternativoj	prononco
level	tunelo	מנהרה, מאורה	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	נְכוֹנוּת	willingness	grupo	alternativoj	prononco
level	intermanĝeto	ארוחת צהריים (בינונית, קטנה)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	אינטרנט, אינטרנט	internet, Internet	grupo	alternativoj	prononco
level	tikli	לדגדג	to tickle	grupo	alternativoj	prononco
level	vigle	בהנפשה, בזריזות	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	להקה, קלטת, רצועה	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	טיפש, טיפש	stupid, foolish	grupo	alternativoj	prononco
level	haloo	שלום	hello	grupo	alternativoj	prononco
level	himno	מזמור, המנון	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	להיות מתאים, להתאים	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	בוגר, מבוגר	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	לסקור, לכתוב	to review, to write up	grupo	alternativoj	prononco
level	gratulo	ברכות	congratulation	grupo	alternativoj	prononco
level	flati	להחמיא	to flatter	grupo	alternativoj	prononco
level	komitato	ועדה	a committee	grupo	alternativoj	prononco
level	frataro	קבוצה של טורחים	a group of bothers	grupo	alternativoj	prononco
level	dorno	קוץ	a thorn	grupo	alternativoj	prononco
level	nebulo	ערפל, ערפל	fog, mist	grupo	alternativoj	prononco
level	fervojo	רכבת	a railway	grupo	alternativoj	prononco
level	uzado	כיצד להשתמש, באמצעות	how to use, using	grupo	alternativoj	prononco
level	klimato	אקלים	a climate	grupo	alternativoj	prononco
level	brakumo	חיבוק	a hug	grupo	alternativoj	prononco
level	bandaĝo	תחבושת, חבישה	a bandage, dressing	grupo	alternativoj	prononco
level	drato	חוט	a wire	grupo	alternativoj	prononco
level	unuo	יחידה	unit	grupo	alternativoj	prononco
level	materialo	חומר, חומר	material, a material	grupo	alternativoj	prononco
level	malvarmumi	להתקרר	to catch cold	grupo	alternativoj	prononco
level	unue	ראשית כל	first of all	grupo	alternativoj	prononco
level	gramo	גרם	a gram	grupo	alternativoj	prononco
level	turniĝi	להפוך הפוך	to become turned	grupo	alternativoj	prononco
level	malsano	מחלה	a disease	grupo	alternativoj	prononco
level	porcio	חלק, חלק	a portion, a share	grupo	alternativoj	prononco
level	armeo	צבא	an army	grupo	alternativoj	prononco
level	bulteno	עלון, עלון	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	מסיבה, מסיבה, שידוך, צד	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	שלישייה	a trio	grupo	alternativoj	prononco
level	proksimume	בערך, בערך	approximately, about	grupo	alternativoj	prononco
level	determini	כדי לקבוע	to determine	grupo	alternativoj	prononco
level	oferi	להקריב, להקריב, להקריב	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	שחייה, רחצה	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	ברור, ברור, ברור	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	שְׁלִישִׁי	third	grupo	alternativoj	prononco
level	familiara	מוכר, ידידותי	familiar, friendly	grupo	alternativoj	prononco
level	pastro	כומר, כומר, כומר	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	לדפדף, לדפדף, לדפדף	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	להיות מספיק	to be sufficient	grupo	alternativoj	prononco
level	okulumi	לעשות עיניים, להציץ, לבהות, לקרוץ	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	מְדוּיָק	exact	grupo	alternativoj	prononco
level	konstati	לברר, לקבוע להיות עובדה	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	קבר, קבר	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	חוויה	an experience	grupo	alternativoj	prononco
level	ŝmiri	לשמן, למרוח, למשוח	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	חלוץ	a pioneer	grupo	alternativoj	prononco
level	emerito	אמריטוס, פנסיונר, פנסיונר	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	כלי כתיבה, כל דבר לכתיבה	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	מועדף	favorable	grupo	alternativoj	prononco
level	kaĉo	דייסה, פירה	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	ללא הפסקה	without pause	grupo	alternativoj	prononco
level	horizonto	אופק	a horizon	grupo	alternativoj	prononco
level	vertikalo	קו אנכי	a vertical line	grupo	alternativoj	prononco
level	protekti	להגן	to protect	grupo	alternativoj	prononco
level	fikcio	פיקציה	a fiction	grupo	alternativoj	prononco
level	ventumi	לאוורר, לאוורר	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	מכשול	an obstacle	grupo	alternativoj	prononco
level	satiĝi	להיות מרוצים	to become satisfied	grupo	alternativoj	prononco
level	kredito	קרדיט	a credit	grupo	alternativoj	prononco
level	rompiĝi	להיות שבור	to become broken	grupo	alternativoj	prononco
level	dorloti	לפנק, לפנק, ללטף, לפנק	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	תקופה, גיל, תקופה, זמן	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	אוהד	a fan	grupo	alternativoj	prononco
level	nutri	להזין, להאכיל	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	תירס, תירס, קמח	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	להשפיע, להשפיע	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	לבקר שוב	to visit again	grupo	alternativoj	prononco
level	graveda	בְּהֵרָיוֹן	pregnant	grupo	alternativoj	prononco
level	potenco	כוח	a power	grupo	alternativoj	prononco
level	surprizi	להפתיע	to surprise	grupo	alternativoj	prononco
level	minimumo	מינימום	a minimum	grupo	alternativoj	prononco
level	fabo	שעועית, שעועית פאבה, שעועית רחבה	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	להפגש	to meet	grupo	alternativoj	prononco
level	abunda	שופע, שופע, שופע	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	לצלול, לצלול, לצנוח	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	תואר, ציון	degree, grade	grupo	alternativoj	prononco
level	kajo	רציף, רציף, חיבור	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	באופן הדדי	reciprocally	grupo	alternativoj	prononco
level	reprezenti	לייצג	to represent	grupo	alternativoj	prononco
level	gimnastiko	התעמלות	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	כדור הארץ (כדור הארץ)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	לאגד, לקשר	to bind, to link	grupo	alternativoj	prononco
level	titolo	כותרת	a title	grupo	alternativoj	prononco
level	plumamiko	חבר לעט (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	זר פרחים	a bouquet	grupo	alternativoj	prononco
level	plaĉo	דבר נעים	pleasing thing	grupo	alternativoj	prononco
level	logi	לפתות, לפתות, למשוך	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	אורז	rice	grupo	alternativoj	prononco
level	rajdi	לרכב	to ride	grupo	alternativoj	prononco
level	Zamenhof	זמנהוף (יוצר אספרנטו)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	חתיכה קטנה	a small piece	grupo	alternativoj	prononco
level	detrui	להרוס	to destroy	grupo	alternativoj	prononco
level	rubando	סרט, פאשיה	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	שקית נייר	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	גנן	a gardener	grupo	alternativoj	prononco
level	salajro	משכורת, שכר	salary, wage	grupo	alternativoj	prononco
level	severa	חמור, קפדני	severe, strict	grupo	alternativoj	prononco
level	junulara	של נוער, של צעירים	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	מארגן	an organizer	grupo	alternativoj	prononco
level	oficistino	עובדת משרד	a female office worker	grupo	alternativoj	prononco
level	protesti	למחות	to protest	grupo	alternativoj	prononco
level	taksi	להעריך, להעריך, לדרג	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	חדש	newly	grupo	alternativoj	prononco
level	ŝtuparo	מדרגות, גרם מדרגות	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	צווארון	a collar	grupo	alternativoj	prononco
level	akcidento	תאונה	an accident	grupo	alternativoj	prononco
level	mizero	אומללות	misery	grupo	alternativoj	prononco
level	miliono da	מיליון של	a million of	grupo	alternativoj	prononco
level	krokodilo	תנין	a crocodile	grupo	alternativoj	prononco
level	arbaro	יער, יער	a forest, woods	grupo	alternativoj	prononco
level	etendi	להרחיב	to extend	grupo	alternativoj	prononco
level	persekuti	לרדוף, לרדוף	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	חיידק	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	אֲדִישׁוּת	neutrality	grupo	alternativoj	prononco
level	spaco	חלל, חלל	space, a space	grupo	alternativoj	prononco
level	koridoro	מסדרון, מעבר, נתיב	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	סקרן	curious	grupo	alternativoj	prononco
level	hararo	שיער (אדם), מעיל (בעל חיים)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	בגד ים, תחפושת ים	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	פְּרָטִי	private	grupo	alternativoj	prononco
level	konsoli	לנחם, לנחם	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	חובבן	an amateur	grupo	alternativoj	prononco
level	ornami	לקשט, לקשט	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	המין האנושי, המין האנושי	human race, mankind	grupo	alternativoj	prononco
level	milda	עדין, עדין, חלק	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	יָקָר	expensive	grupo	alternativoj	prononco
level	verŝi	לשפוך, לשפוך	to pour, to spill	grupo	alternativoj	prononco
level	karesi	ללטף, להחמיא, לזרוק	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	לרגש	to excite	grupo	alternativoj	prononco
