B.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	prave, sed	prave, sed	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	sed la grava afero dum IJK estas ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	venas de multaj diversaj landoj	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	estas ke la partoprenantoj venas de diversaj landoj	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	pro tiu mikso de diversaj homoj	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	estas bona etoso, kiu tre plaĉas al mi	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	bone, sonas interese	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	mi pripensos	I will think about	grupo	alternativoj	prononco
level	certe	certe	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	tamen, problemo estas ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	tiom da mono	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	mi ne havas tiom da mono nun	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problemo estas ke mi ne havas tiom da mono	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	mi komprenas, sed ne estus multe-koste	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	ne estus multe-koste, mia-krede	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	tabelo de kotizo de programeroj	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	jen, se vi rigardas la kotiztabelon	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	la kotiztabelo de la IJK-invitilo	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	vi vidas, ke ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	temas pri entute nur 50 eŭroj	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	vi vidas, ke por vi temas pri entute nur 50 eŭroj	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	se ni dormas surplanke	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	en ordo	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	bone, tio sonas en ordo	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	sed kio pri la vojaĝo	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	trajno kostus ĉirkaŭ 70 eŭrojn	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	ĉu tio eblus por vi?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	espereble	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	sed daŭrus sufiĉe longe per trajno	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	jes, sed ni povas halti en unu aŭ du urboj	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	dum la vojo	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	kaj la tranoktado?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ĉu vi pagus por ĝi?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	ne, ne mi, sed ne estas problemo	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	ĉu vere, ke tio ne estas problemo?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	kiel vi planas solvi tion?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	montris la oran kronon	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	nu, mi baldaŭ montros al vi	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	sed unue pli da teo	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	ĉu ankaŭ vi volas?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	jes, dankon	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	en la sama kafejo	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	io daŭras, daŭrigas tion	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	plano, plani, planado	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ŝi kaj li daŭrigas la planadon	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	bonvolu, jen via teo	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	mi dume rigardis la invitilon	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	rigardis la invitilon por IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	mi multon komprenas, sed ne ĉion	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	bone bone, nur demandu	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	jen la aferoj	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	klaraj aferoj	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	la aferoj kiuj estas malklaraj	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	estas malklaraj por mi	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	aliĝi, aliĝilo	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	TEJO (la organizo)	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo (la TEJO-birdo)	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	loĝi, loĝejo	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	amasloĝejo	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	aliĝilo estas ilo por al-iĝi	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	aliĝilo en kiu vi skribas vian nomon, adreson ktp	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	longa, mallongigo	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	mallongigo de Tutmonda Esperantista Junulara Organizo	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo estas la amuza birdo de TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	amasloĝejo estas ejo kie amaso de homoj loĝas	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	dormo, dormigilo, dormosako	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	kutime oni bezonas dormosakon tie	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	vi klarigis tro rapide	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	mi ne kaptis ĉion	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	ne tre gravas	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	mi pensas ke ne tre gravas nun	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	poste ni povas pli paroli	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	pli paroli pri la IJK-invitilo	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	do, vi volas plani la vojaĝon nun, ĉu?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	jes, volonte	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	tiel vi vidos ke ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	kostos tiom multe	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	vidos ke la vojaĝo ne kostos tiom multe	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	mi volas scii	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	mi scivolas pri ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	kiel vi solvos la tranoktadon	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ĉar mi ne havas monon	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	junulara gastejo	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	havas monon por hotelo aŭ junulargastejo	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	jen la solvo!	here's the solution	grupo	alternativoj	prononco
level	pasporto	pasporto	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Pasporta Servo	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	libreto kun la nomo "Pasporta Servo"	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	servo por kio?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	por homoj kiel ni	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	sperti, spertulo	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	homoj kiuj ŝatas vojaĝi kaj sperti landojn	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	enspezi kaj elspezi	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	sen elspezi multe da mono	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	servo, la servo, tiu servo	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	bone, kaj kiel funkcias tiu servo?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	mi vidas ke en la libreto estas ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	multe da adresoj	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	estas multe da adresoj de pluraj landoj	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	ĝuste, jes!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	je via dispono	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	ili ĉiuj	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	fakte ili ĉiuj estas je via dispono!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	signifis, signifo	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	"je mia dispono", kion signifas tio?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	signifas ke ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	gasti, gasto, gastigi	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	estas preta, pretas, pretiĝu!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	homoj ĉe tiuj adresoj pretas gastigi vin	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	koni, konata, konatiĝi	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	kaj helpi vin konatiĝi kun ilia regiono	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	signifas ke homoj pretas gastigi vin kaj helpi	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	sonas interese!	sounds interesting!	grupo	alternativoj	prononco
level	do	do	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	pluraj spertoj per Pasporta Servo	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	mi havis plurajn interesajn spertojn	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	mi uzis ĝin en tri kontinentoj	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	malbone funkcias	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	kaj ĝis nun funkciis tre bone	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	bonege! kien ni iru?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	do, mia plano estas ke ni ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	venas, alvenis	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	post sukcesa vojaĝo	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	post uzado de Pasporta Servo en du urboj	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	ili alvenas post sukcesa vojaĝo	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	jen, vidu!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	tie estas granda Esperanto-flago	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	ŝildo kun la teksto "Bonvenon al IJK!"	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	jes, kaj sub ĝi estas ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	hu ra!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	ni do finfine alvenis	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	mi estas tre laca kaj malsata	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	ĉu vi pensas ke ni povas ~	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	manĝi ion	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	ĉu vi pensas ke ni povas tuj ion manĝi?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	mi dubas pri tio	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	unue ni devas akceptiĝi	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	devas akceptiĝi ĉe la akceptejo	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	kaj tio povas daŭri longe	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	daŭri longe miasperte	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	ho ve!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	ĉu tio estas la vico por la akceptejo?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	mi timas ke jes	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	ne estas tute perfekte fari ~	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	tute perfekte alveni vespere	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	ni povas babili kun homoj	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	sed ni povas babili kun homoj en la vico	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	jen, mi vidas amikon de rusio!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	mi estas malsata, mi volas manĝi	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	post ĉirkaŭ 2 horoj	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	en la vico kun novaj kaj malnovaj amikoj	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	LKK (Loka Kongresa Komitato)	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	LKK-ano	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	bonvenon, kiu vi estas?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	de kiu lando?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ĉu vi antaŭpagis?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	bonvolu montri	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	se jes, bonvolu montri la kvitancon	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	ĉu vi estas TEJO-membro?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	membriĝi ĉe la budo	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	se ne, vi povas membriĝi ĉe la venonta budo	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	jen kvitancoj de antaŭpagoj	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	membrokartoj kaj niaj pasportoj	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	tre bone	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	do, mi vidas ke vi loĝos en amasloĝejo	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	kaj manĝos en la junulargastejo	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	ĉu ĝustas tiuj informoj?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	jes, perfekte	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	sako kun programo, mapo ktp	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	ĉe la ruĝa budo, tie	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	bone, dankon	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	aspektas laca sed sana	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	tiuj personoj vere aspektis lacaj	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	kaj ne estis tre afablaj	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	vi pravas	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	sed memoru ke ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	laboras dum ok horoj	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	la LKK laboras jam dum eble ok horoj	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	sen multe da paŭzoj	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	sed memoru ke la LKK laboras sen paŭzoj	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	babilema dum la semajno	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	mi certas ke ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	mi certas ke ili estos pli afablaj	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	ili estos pli afablaj kaj babilemaj	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	ni trovu ĝin	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	bone, nun ni trovu la amasloĝejon	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	kaj poste mi ŝatus ion manĝi	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ĉu vi vidis la knabinon ĉe la TEJO-budo?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	jes, kio pri ŝi?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	ĉu vi konas ŝin?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	bedaŭrinde ne	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	sed ŝi estas ege bela, ĉu ne?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	mi konsentas	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	tamen ne bone komprenas	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	mi konsentas tamen ne komprenas	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	ĉu al vi plaĉas inoj?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	jes, mi volis diri al vi antaŭe	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	sed ial ne faris	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspekte ktp	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	ĉu, ĉu vi estas ?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	jes, mi estas samseksemulo	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	oni ankaŭ povas diri lesbo	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	bone, mi tute ne sciis	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	sed mi ĝojas ke vi diris	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	vi estas la plej afabla kaj agrabla lesbo	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	la plej agrabla lesbo kiun mi konas	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	dankon! ĉu vi konas aliajn?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	sed kiel vi scias tion?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	tiu knabino preferas virojn!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ĉiukaze mi kredas ke tiu knabino preferas virojn!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	tiu knabino pri kiu vi parolis	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	ni vidos	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	en la amasloĝejo	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	bonan matenon!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	ĉu vi bone dormis?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	apenaŭ vidas	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	male, mi apenaŭ dormis	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	sed kial?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	eble vi estis nervoza pri via unua IJK-tago?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ne vere	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	la tutan nokton, dum la tuta nokto	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	tre laŭte ronkis	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	simple iu tre laŭte ronkis la tutan nokton	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	ne ĝenu min	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	kaj tio ege ĝenis min	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	ĉu vi ne aŭdis tion?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	tute ne, mi profunde dormis	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ĉu mi forgesis diri al vi ke ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	orelo, ŝtopi, orelŝtopiloj	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	indas uzi orelŝtopilojn	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	indas uzi ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	diris al vi ke indas uzi orelŝtopilojn	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	kiam vi dormas en amasloĝejo	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	evidente jes	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ho, kompatinda Kaĉjo!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	pri kiu vi parolas?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	pri vi	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	karesi, karesa nomo, karesnomo	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ha, jes, mi iam legis pri tio	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	kaj vi do estus Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	se vi volas iri tien	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	kioma horo estas nun?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	jam estas kvin minutoj antaŭ la deka	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	trafis aŭ maltrafis?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	vi maltrafis la matenmanĝon	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	o, fek!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	ĉu vi estas sata?	are you satisfied ?	grupo	alternativoj	prononco
