B.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	problemo estas ke mi ne havas tiom da mono	проблема в тому, що я не маю стільки грошей	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Я розумію, але це не буде коштувати багато	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	це не буде дуже дорого, я вважаю	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	таблиця вартості програм	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	тобто, якщо ви подивіться на таблицю акцій/комісії	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	таблиця акцій/комісії IJK-запрошення	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	ви виявите, що ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	загалом це лише 50 євро	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	ви бачите, що для вас це всього лише 50 євро	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	якщо ми спимо на підлозі	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	добре	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	добре, це звучить добре	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	але як щодо подорожей	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	поїзд коштував би близько 70 євро	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	чи це можливо для вас?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	сподіваюся	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	але потягом протримався б досить довго	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	так, але ми можемо зупинитися в одному чи двох містах	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	по дорозі	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	а ночівля?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ти б заплатив за це?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	ні, не я, але це не проблема	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	чи справді це не проблема?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	як ти плануєш це вирішити?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	показав золоту корону	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	добре, скоро покажу	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	але спочатку ще чаю	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	ти теж хочеш?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	так дякую	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	в тому ж кафе&quot;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	щось відбувається, продовжує (робити) це	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	план, планувати, планування	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	вона і він продовжують планування	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	будь ласка, ось твій чай	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	тим часом я подивився на запрошення	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	подивився на запрошення IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Я багато чого розумію, але не все	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	добре добре, просто запитайте	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	ось такі речі	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	зрозумілі речі	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	речі, які бентежать	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	бентежать мене	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	приєднатися, реєстраційна форма	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Всесвітня есперанто-юнацька організація	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Пепо, птах, який представляє TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	зупинитися, місце проживання (ночівля)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	житло для масових людей	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	реєстраційна форма - це інструмент для реєстрації	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	форму членства, в якій ви вказуєте своє ім’я, адресу тощо	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	довгий, абревіатура	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	абревіатура Всесвітньої молодіжної організації есперанто	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Пепо — кумедна пташка TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	гуртожиток — місце проживання великої кількості людей	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	сон, снодійне, спальний мішок	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	зазвичай там потрібен спальний мішок	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	ти занадто швидко пояснив	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Не все встигла	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	це не так важливо	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Думаю, зараз це не дуже важливо	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	пізніше ми зможемо поговорити більше	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	докладніше про запрошення IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	тож ти хочеш спланувати подорож зараз, правда?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	так, із задоволенням	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	тож ви побачите, що ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	коштуватиме стільки	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	побачите, що подорож коштуватиме не так дорого	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	я хочу знати	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Я хочу знати про ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	як вирішите нічліг	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	тому що я не маю грошей	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	молодіжний гуртожиток	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	є гроші на готель чи молодіжний хостел	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	ось рішення	here's the solution	grupo	alternativoj	prononco
level	pasporto	паспорт	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Паспортна служба, проживання есперантистів	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	книжечка з назвою &quot;Паспортний сервіс&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	служба для чого?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	для таких, як ми	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	досвідчений, експерт	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	людей, які люблять подорожувати та знайомитися з країнами	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	заробляти і витрачати	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	не витрачаючи багато грошей	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	послуга, служба, та послуга	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ну і як ця служба працює?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Я бачу, що в книжці є ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	багато адрес	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	є багато адрес з кількох країн	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	правильно, так!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	до ваших послуг	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	вони всі, всі вони	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	фактично всі вони у вашому розпорядженні!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	мав на увазі, значення	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;у моєму розпорядженні&quot;, що це означає?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	означає, що ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	гостювати, гостя, приймати гостя	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	готовий, готовий, готуйся!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	люди за цими адресами готові прийняти вас	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	пізнавати (особу), пізнавати, пізнавати	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	і допомогти вам познайомитися з їх регіоном	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	означає, що люди готові прийняти вас і допомогти	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	звучить цікаво!	sounds interesting!	grupo	alternativoj	prononco
level	do	так	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	хтось залишається вдома в інших есперантистів, так?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	кілька досвідів роботи з паспортним сервісом	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	У мене було кілька цікавих подій	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Я використовував його на трьох континентах	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(воно) працює погано	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	і поки (це) працювало дуже добре	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	здорово! куди ми йдемо?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	Отже, мій план полягає в тому, що ми ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	приходить, прибув	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	після успішної подорожі	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	після використання паспортного сервісу в двох містах	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	вони прибувають після успішної подорожі	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	дивись!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	там великий есперанто-прапор	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	табличка з текстом &quot;Ласкаво просимо до IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	так, а під ним є ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	ура!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	отже ми нарешті прибули	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Я дуже втомлений і голодний	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	ти думаєш ми можемо ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	щось з'їсти	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	ти думаєш ми можемо щось з'їсти відразу?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	Я в цьому сумніваюся	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	ми повинні спочатку бути прийнятими	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	необхідно прийняти на рецепції	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	і це може тривати довго	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	з мого досвіду триватиме довго	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	на жаль!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	це черга на прийом?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	я так боюсь	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	робити ~ не зовсім ідеально	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	ідеально підходить для прибуття ввечері	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	ми можемо спілкуватися з людьми	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	але ми можемо спілкуватися з людьми в черзі	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ось я бачу друга Росії!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Я голодний, я хочу їсти	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	приблизно через 2 години	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	разом із новими та старими друзями	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	місцевий комітет конгресу	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	член місцевого комітету конгресу	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	ласкаво просимо, хто ти?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	з якої країни?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ти передплатив?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	будь ласка, покажи	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	якщо так, будь ласка, покажіть квитанцію	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	ти член TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	стати учасником на стенді	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	якщо ні, ви можете приєднатися на наступному стенді	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	ось квитанції про авансові платежі	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	членські квитки та наші паспорти	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	дуже добре	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	отже, я бачу, що ти будеш жити в масовому житлі (краш-простір)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	і буде харчуватися в молодіжному гуртожитку	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	чи правильна ця інформація?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	так, ідеально	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	сумка з програмою, картою тощо	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	Ви можете оплатити та отримати сумку з програмою, картою тощо	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	на червоній будці, там	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	добре, дякую	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	виглядає втомленим, але здоровим	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	ці люди дійсно виглядали втомленими	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	і були не дуже добрими	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	ти правий	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	але пам'ятайте, що ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	працюють по 8 годин	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	ЛКК працює, може, вісім годин	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	без великої паузи	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	але пам'ятайте, що ЛКК працює без перерв	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	балакучий протягом тижня	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Я впевнений, що ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Я впевнений, що вони будуть добрішими	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	вони будуть добрішими і говіркішими	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	давайте знайдемо це	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	ну а тепер знайдемо місце масового проживання	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	а потім я хотів би щось поїсти	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ти бачив дівчину на стенді TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	так, що з нею?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	Ви її знаєте?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	На жаль, немає	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	але вона дуже гарна, чи не так?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	я згоден	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	однак погано розуміє	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Я згоден, але не розумію	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	тобі подобаються жінки?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	так, я хочу сказати тобі раніше	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	але чомусь не зробив	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	аспект тощо	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	ти, ти?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	так, я гомосексуаліст	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	можна сказати і лесбіянка	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ну я взагалі не знав	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	але я радий, що ти сказав	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	Насправді я радий, що ти гомосексуаліст	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	ти найдобріша і найприємніша лесбіянка	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	найкраща лесбіянка, яку я знаю	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Дякую тобі! ти знаєш інших?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	але звідки ти це знаєш?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ця дівчина віддає перевагу чоловікам!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	в будь-якому випадку я вважаю, що дівчата віддають перевагу чоловікам!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	та дівчина, про яку ти говорив	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	ми побачимо	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	у місці масового ночівлі (аварійному просторі)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	добрий ранок!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	ти добре спав?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	майже не бачу	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	навпаки, я ледь міг спати	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	але чому?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	можливо, ти хвилювався через свій перший день IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	не зовсім	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	всю ніч, всю ніч	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	дуже голосно хропів	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	просто хтось всю ніч дуже голосно хропів	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	не турбуйте мене	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	і це мене дуже турбувало	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	ти не чув цього?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	зовсім ні, я спав глибоко	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	я забув тобі це сказати ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	вухо, затикати, вушні пробки	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	варто використовувати беруші	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	варто використовувати ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	сказав тобі, що варто використовувати беруші	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	коли ви спите в масовому поселенні (місце аварії)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	очевидно так	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	о, бідна Кеті!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	про кого ти говориш?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	про вас	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	пестити, пестливе ім'я, прізвисько	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	за допомогою -ĉjo або -njo можна створити псевдоніми есперанто	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ах, так, я колись читав про це	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	і тоді ти будеш Інджо?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	якщо хочеш іди туди	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	Яка зараз година?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	вже п'ять хвилин на десяту	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	п'ять хвилин до десятої або дев'ять п'ятдесят п'ять	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	влучив чи промахнувся?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	ти пропустив сніданок	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	о, чорт!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	ти задоволений ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	і я, який дуже голодний	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	якщо ви поспішаєте	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	може принаймні потрапити в відкриття	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	відкриття з'їзду	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	ви можете принаймні потрапити на відкриття з'їзду	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	коли це буде?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	о чверть на десяту	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	це триватиме годину	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	а о дванадцятій можна буде їсти	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	прекрасно, я з нетерпінням чекаю цього	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	скажіть, що відбувається під час відкриття?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	чи варто його взагалі відвідувати?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	на мій погляд так	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	зазвичай він не дуже жвавий	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	але для вас як &quot;новачка&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	можливо буде цікаво на ньому побувати	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Я думаю, що ~	I guess that ~	grupo	alternativoj	prononco
