A.vi-vn content.tsv
Level	Esperanto	vi-vn	en-us	Grupo	Alternativoj	Pronoco
level	ni forte dubas	chúng tôi thực sự nghi ngờ	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	một lá thư thực sự từ anh ấy	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	một bức thư tình với năm bức ảnh	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	đã trở về, những người đã trở về	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	sáu lá thư cũng được trả lại	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	muốn xem bức ảnh	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	trở về từ trường học	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	khi nào chị sẽ về?	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	muốn đọc lại	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	đã làm (đã), trở thành	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	nhanh chóng trở nên đỏ	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	trong một căn phòng, vào một căn phòng	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	đứng và ngồi	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	đứng trước bức ảnh	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	tôi có cái đó	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	bạn có gì trong tay?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	ở phía trước hay phía sau?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	trước hay sau?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	ở đằng sau cánh cửa	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	những người khác, những người khác	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	thư từ người khác	letters from others	grupo	alternativoj	prononco
level	falis el la mano	rơi khỏi tay	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	trên bàn, trên bàn	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	nó rơi xuống bàn	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	xin sự tha thứ	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	đang tìm kiếm năm cuốn sách	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	xin lỗi, tôi đang tìm cuốn sách của tôi.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	nhưng bạn biết rõ	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	không có trên bàn của tôi	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	sách của bạn không có trên bàn của tôi	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	một lần nữa cho, trả lại	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	trả lại lá thư cho tôi	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	đã nhận được một bài học tốt	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	rửa sạch thêm, ăn nữa	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	sẽ không đọc nữa	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Tôi cũng nhận được	I also received	grupo	alternativoj	prononco
level	devas fermi	phải đóng cửa	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Tôi phải đóng tốt	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	đóng cửa thật chặt	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	bình tĩnh, bình tĩnh	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	nghe nhưng không nghe	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	nghe thấy một âm thanh bình tĩnh	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	ở tôi có 4 túi	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	mười ngày sau bài học cuối cùng	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	giữa hai bảng	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	ba lá thư, sáu tờ giấy	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	từ đầu đến chân	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	bốn, thứ tư, một bộ tứ, một phần tư	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	bộ ba đã đi đâu	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	năm ngón tay ở cả hai tay	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	một mình, túi riêng của mình	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	đặt, ghép lại với nhau, một hợp chất	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	bỏ vào túi riêng	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	hai trăm quốc gia trên thế giới	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	lấy đi, lấy đi	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	lấy bảy trong số chín cuốn sách của riêng mình	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	rời đi, bị bỏ rơi	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	để tôi yên và bình tĩnh	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	nghìn tám trăm tám mươi bảy (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	một tách trà	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	ai đó đã rửa tám chiếc cốc	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	hai nghìn mười chín (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	anh ấy đã tự tắm rửa	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	cơ thể của một người, sở hữu của riêng mình	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	trên bàn, con mèo đang ngủ	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	con mèo nhảy lên bàn	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	trong hội trường, trong hội trường	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	rơi vào tay anh	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	làm việc, làm chi tiết	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	để giải thích cho cuốn sách đó	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	biết, muốn biết, tò mò	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	song ngữ, song ngữ	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	điều kỳ diệu về một người học song ngữ	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	đã đi, đã trở lại	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	những con mèo đã trở về nhà của chúng	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	trong túi, trong túi	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	bỏ nó vào túi của bạn	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	một bàn chân, bước đi, người đi bộ	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	trong mười ngày, họ đi bộ	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	lấy, lấy ra	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	hoa đẹp, chụp hoa đẹp	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	anh ấy chỉ lấy ra những bông hoa đẹp	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	đã mở nhưng đóng ngay lập tức	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	khai mạc hội nghị quốc tế	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	được xuất bản và phân phối	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	nhà xuất bản đã xuất bản hai mươi ba cuốn sách	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	trở về và gặp lại con trai mình	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	vào năm hai nghìn hai mươi ba (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	một quý ông bước vào (vào) cửa hàng	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	cửa hàng ô tô	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	ở đó anh ấy nhìn thấy một người phụ nữ	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	kính thưa các quý ông và quý bà	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	điều đó làm tôi hài lòng (tôi thích điều đó)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	người phụ nữ làm anh ấy hài lòng (anh ấy thích người phụ nữ đó)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	nhìn thấy người phụ nữ xinh đẹp	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	ai đã làm hài lòng anh ấy? (anh ấy đã thích ai?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	người phụ nữ làm tôi hài lòng	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	người đã vào nhà	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	người đàn ông đã tặng nó	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	anh ấy đã tặng nhẫn cho vợ mình	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	cô ấy thích chiếc nhẫn	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	người vợ thích chiếc nhẫn	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	một nhân viên bán hàng làm việc trong cửa hàng	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	một nhân viên bán xe ô tô	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	người đàn ông hỏi người bán hàng	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	bạn thích chiếc xe nào?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	bạn sẽ chọn chiếc xe nào?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Tôi đã chọn chiếc xe đó	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	tốt hơn là	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	tốt hơn thế này	better than this	grupo	alternativoj	prononco
level	plej bona el ili	tốt nhất trong số họ	best of them	grupo	alternativoj	prononco
level	estas la plej bona	là tốt nhất	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	xe nào tốt nhất?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	chiếc xe này tốt hơn	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	cái này là tốt nhất	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	đã nhìn thấy tất cả những chiếc xe	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	tốt nhất trong tất cả	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	nó có nhanh không?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	nhanh hơn những người khác	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	cũng mạnh mẽ	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ồ vâng tất nhiên rồi!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	rất mạnh	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	chắc chắn là nó mạnh	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	cũng đắt	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	đắt nhất trong tất cả	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	rẻ nhưng mạnh mẽ	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	cảm thấy có lỗi và đáng tiếc (đáng cảm thấy có lỗi)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	tiếc là tôi sẽ không mua	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	là một điều đáng tiếc	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	anh ấy đã mua một chiếc xe mới	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	bởi vì tôi không có tiền	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	chiếc xe cũ của tôi	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	rẻ nhất trong tất cả	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Tôi sẽ lái xe tới đó	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	vẫn sẽ lái xe với nó	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	suốt cả ngày	all day long	grupo	alternativoj	prononco
level	dum li diris tion	trong khi anh ấy nói điều đó	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	anh ấy nhìn cô ấy lần nữa	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	nhưng người bán hàng nói	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	sẽ tốt hơn đó~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	nhìn người phụ nữ này	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	cái đó cũng rất đắt	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	tôi là chồng cô ấy	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	chuyến đi của bạn tốn bao nhiêu tiền?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	nghe bài hát của vợ bạn	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	đừng quên rằng nó tốn rất nhiều tiền	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	anh ấy đã giúp đỡ người bán hàng trong hai giờ	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	trong hơn ba năm	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	che, che, khám phá (khám phá)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	lý do anh vẫn chưa phát hiện ra	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	tại sao bạn bắt đầu gửi thư?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	trong tám tháng anh ấy đã sống ở đó	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	không có thời gian để nghe	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	chiếc xe đã đầy rồi	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	Bạn đang ăn gì vậy	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	thời tiết như thế nào?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	bạn có những loại xe nào?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	những lá thư của cô ấy như thế nào?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	chúng ta ở đâu?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	bạn đang đi đâu vậy?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	bạn đã đưa nó cho ai?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	người đàn ông đi cùng bạn	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	to hơn ô tô	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	người cao nhất trong số những người đó	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	anh ấy đang ngồi ăn tối	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	cô ấy viết trong khi anh ấy đọc	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	ở đây, trong căn phòng này	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	quý ông này	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	một tin tức đáng nghe	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	cuốn sách thực sự đáng đọc	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	một điều không may	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	Thật không may, tôi không thể	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Không có gì. đó là niềm vui của tôi	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	cô gái nhỏ xinh rất xinh đẹp	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	tất cả bạn bè đều yêu mến cô ấy	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	ba tháng trước	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	có điều gì đó tồi tệ đã xảy ra với cô ấy	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	cô ấy bị ngã vì một chiếc ô tô	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	bị bệnh và nhiệt độ tăng lên	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mẹ nói mẹ nên nghỉ ngơi	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	cô ấy phải ở nhà	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	cô ấy sẽ gọi bác sĩ	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	vào lúc chín giờ	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	buổi sáng đến lúc tám giờ	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	lúc bảy giờ tối mai	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	đưa tay ra	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	ăn mặc, đang mặc quần áo	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	mặc quần áo và làm ấm cơ thể của bạn	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	ở nhà lập tức cởi quần áo và tắm rửa	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	một bác sĩ đã xem xét mọi thứ	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	nhìn kỹ và cuối cùng nói	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ở nhà một tuần	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	muốn bạn bình tĩnh	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	sau một tuần	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	bạn sẽ cảm thấy tốt hơn	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	uống nhiều trà	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	sẽ đến gặp bạn lần nữa	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	hãy để anh ấy bình tĩnh nữa	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	người khỏe mạnh, người khỏe mạnh	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	chăm sóc bản thân mình	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	toàn bộ điều này đều hữu ích với tôi ngay lập tức	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	nhận thấy điều khủng khiếp đang ở gần	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	yêu cầu chú ý đến nó ngay lập tức	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	nghĩ rằng điều đó là không cần thiết	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	sống gần đó và điều đó rất hữu ích	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	đất nước chúng ta hôm nay trở nên kinh hoàng	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	các con thân yêu của mọi gia đình	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	hôm qua một lần, ngày mai hai lần	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	ngày nay gia đình cần có con	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	hy vọng ngày mai anh ấy sẽ khỏe	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	anh ấy cảm thấy (đã) rất bình tĩnh	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	ba đứa nhỏ nâng núi	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	những người quan trọng đã không yêu cầu giúp đỡ	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	đã đến đó để giúp đỡ	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	ở nhà nếu nhiệt độ cao	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	nhiệt độ vẫn như hôm nay	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	gọi bác sĩ lúc chín giờ	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	đưa nó cho bác sĩ của bạn	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	để cho thấy bàn chân của bạn	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	mặc chiếc áo này	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	vào cuối tuần mọi thứ sẽ bình tĩnh lại	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	dưới tách trà bạn đã tìm thấy gì?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Tôi muốn uống trà buổi sáng	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	mong một buổi tối yên tĩnh	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	muốn bạn học	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	nhất quyết yêu cầu tôi đi	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	vào lúc mấy giờ?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	lúc sáu giờ anh ấy sẽ đến	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto thật quyến rũ	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	Hãy yên lặng	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	hãy để anh ấy im lặng	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	anh ấy cũng thế	he too	grupo	alternativoj	prononco
level	mi deziras	Tôi muốn (mong muốn)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Tôi ước (mong muốn) điều đó ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	mà bạn học	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Tôi muốn bạn học	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	bố khẳng định	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	bố nhất quyết như vậy ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	rằng tôi đi	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	bố nhất quyết bắt tôi phải đi	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	vào giờ nào	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	Bạn đến lúc nào?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	vào lúc năm giờ)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	vào lúc năm giờ	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	anh ấy thế nào rồi?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	làm thế nào bạn có được thời gian gần đây?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	những cuốn sách nhỏ thật đẹp	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	một cuốn sách nhỏ, những cuốn sách đẹp	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	đẹp, đẹp một chút, rất đẹp	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	ấm áp, ấm áp, rất nóng	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	một cuốn sách lớn, một cuốn sách nhỏ	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	tốt, tuyệt, tốt	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	giàu có, trở nên giàu có, người giàu	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	bình tĩnh, bình tĩnh lại, bình tĩnh lại	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	khỏe mạnh, được chữa lành, được chữa lành	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	một người chồng, hôn nhân, đã kết hôn	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	một người đưa thư	a letter postman	grupo	alternativoj	prononco
level	hejmlando	một quê hương	a homeland	grupo	alternativoj	prononco
level	iom, iomete	hơi, một chút	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	chúng tôi đã có một bữa tối tuyệt vời	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	hy vọng, hãy chăm sóc bản thân	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Tôi quan tâm đến nhà ở chất lượng cao	I cared about the high-quality housing	grupo	alternativoj	prononco
