A.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	leteroj de aliaj	brieven van anderen	letters from others	grupo	alternativoj	prononco
level	falis el la mano	viel uit de hand	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	op tafel, op tafel	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	het viel op de tafel	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	vroeg om vergeving	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	was op zoek naar vijf boeken	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	Sorry, ik was op zoek naar mijn boek.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	maar jij weet het goed	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	ligt niet op mijn tafel	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	Jouw boeken liggen niet op mijn tafel	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	gaf opnieuw, keerde terug	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	stuur mij de brief terug	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	goede les gekregen	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	verder gewassen, nog meer gegeten	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	zal niet meer lezen	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Ik heb ook ontvangen	I also received	grupo	alternativoj	prononco
level	devas fermi	moet sluiten	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Ik moet goed afsluiten	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	sloot de deur stevig	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	kalm, kalm	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	gehoord maar niet geluisterd	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	hoorde een rustig geluid	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	bij mij zijn er 4 zakken	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	tien dagen na de laatste les	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	tussen de twee tafels	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	drie brieven, zes papieren	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	van hoofd tot voet	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	vier, vierde, een kwartet, een kwart	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	waar is het trio gebleven	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	vijf vingers in beide handen	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	uit eigen zak, uit eigen zak	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	samenstellen, samenstellen, een verbinding	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	in eigen zak steken	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	tweehonderd landen ter wereld	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	nam, nam weg	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	nam er zeven van zijn eigen negen boeken	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	verlaten, verlaten	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	laat mij met rust en kalm	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	duizend achthonderdzevenentachtig (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	een kopje thee	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	iemand heeft acht kopjes gewassen	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	tweeduizend negentien (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	hij waste zichzelf	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	je lichaam, je eigen bezit	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	op de tafel sliep de kat	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	de kat sprong op de tafel	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	in de hal, de hal in	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	viel in zijn hand	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	werken, uitwerken	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	voor dat boek uit te werken	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	weet, wil weten, nieuwsgierigheid	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	tweetalig, tweetaligheid	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	vraagt zich af over een drietalige leerling	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	ging, keerde terug	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	de katten keerden terug naar hun (eigen) huizen	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	in de tas, in de tas	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	stop het in je tas	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	een voet, wandelingen, een voetganger	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	Tien dagen lang liepen ze	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	meenemen, eruit halen	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	prachtige bloemen, prachtige bloemen meegenomen	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	hij haalde er alleen maar mooie bloemen uit	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	geopend, maar onmiddellijk gesloten	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	een internationale bijeenkomst geopend	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	gepubliceerd en verspreid	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	de uitgever publiceerde drieëntwintig boeken	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	keerde terug en zag zijn eigen zoon weer	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	in het jaar tweeduizenddrieëntwintig (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	een heer kwam de winkel binnen	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	de winkel van auto's	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	daar ziet hij een dame	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	Geachte dames en heren	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	dat beviel mij (dat vind ik leuk)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	de dame beviel hem (hij vond de dame leuk)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	zag de mooie dame	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	wie behaagde hem? (wie vond hij leuk?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	de vrouw, die mij beviel	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	degene die het huis binnenkwam	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	de man die het heeft geschonken	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	hij gaf een ring aan zijn vrouw	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	ze vond de ring leuk	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	de vrouw die van de ring hield	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	een verkoper werkt in de winkel	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	een autoverkoper	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	vroeg de heer aan de verkoper	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	welke auto vind jij leuk?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	welke auto kies jij?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Ik heb voor die auto gekozen	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	het is beter	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	beter dan dit	better than this	grupo	alternativoj	prononco
level	plej bona el ili	beste van hen	best of them	grupo	alternativoj	prononco
level	estas la plej bona	is de beste	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	welke auto is de beste?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	deze auto is beter	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	deze is de beste	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	heb alle auto's gezien	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	het beste van alles	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	is het snel?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	sneller dan anderen	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	is ook sterk	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	O ja, natuurlijk!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	is heel sterk	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	het is zeker sterk	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	is ook duur	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	de duurste van allemaal	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	goedkoop maar sterk	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	heeft medelijden en heeft medelijden (het is de moeite waard om medelijden te hebben)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	helaas ga ik niet kopen	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	is een ongelukkige zaak	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	hij kocht een nieuwe auto	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	omdat ik geen geld heb	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	mijn oude auto	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	de goedkoopste van allemaal	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Ik zal erheen rijden	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	zal er nog mee rijden	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	de hele dag lang	all day long	grupo	alternativoj	prononco
level	dum li diris tion	terwijl hij dat zei	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	hij keek haar weer aan	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	maar de verkoper zei	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	het zou beter zijn dat ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	kijk naar deze dame	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	dat is ook erg duur	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Ik ben haar echtgenoot	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	hoeveel heeft je reis gekost?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	luister naar het lied van je vrouw	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	Vergeet niet dat het veel kost	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	hij hielp de verkoper twee uur lang	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	voor meer dan drie jaar	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	bedekken, bedekken, ontdekken (ontdekken)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	de reden heeft hij nog niet ontdekt	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	waarom ben je begonnen met het versturen van brieven?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	acht maanden woonde hij daar	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	had geen tijd om te luisteren	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	de auto was al vol	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	wat eet je	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	hoe is het weer?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	wat voor soort auto heb je?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	Hoe waren haar brieven?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	waar zijn we?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	waar ga je naar toe?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	aan wie heb je het gegeven?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	de man met wie u reisde	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	groter dan de auto	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	de langste van die mensen	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	hij zat aan het eten	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	zij schrijft terwijl hij leest	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	hier, in deze kamer	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	deze meneer	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	een nieuws dat de moeite waard is om te luisteren	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	het boek is echt de moeite waard om te lezen	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	een ongelukkige zaak	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	Helaas kan ik dat niet	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Graag gedaan. het was me een genoegen	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	klein mooi meisje is erg mooi	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	alle vrienden houden van haar	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	drie maanden geleden	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	er is haar iets ergs overkomen	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	ze viel door een auto	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	werd ziek en de temperatuur steeg	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	moeder zei dat ze moest rusten	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	ze moet thuis blijven	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	ze zal een dokter bellen	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	om negen uur	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	in de ochtend kwam om acht uur	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	morgenavond om zeven uur	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	liet zijn handen zien	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	aankleden, is aankleden	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	kleed je aan en verwarm je lichaam	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	thuis meteen uitgekleed en gedoucht	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	een dokter heeft alles bekeken	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	keek grondig en zei uiteindelijk	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	blijf een week thuis	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	wil dat je kalm bent	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	na een week	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	je zult je beter voelen	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	drink veel thee	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	zal je weer komen opzoeken	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	laat hem ook kalm zijn	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	gezonde man, gezond mens	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	zorgde voor zichzelf	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	het hele ding was meteen nuttig voor mij	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	merkte dat dat vreselijke ding dichtbij was	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	gevraagd om het onmiddellijk op te merken	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	dacht dat dat niet nodig was	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	woonde vlakbij, en dat was handig	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	ons land werd vandaag doodsbang	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	lieve kinderen uit alle gezinnen	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	één keer gisteren, twee keer morgen	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	Tegenwoordig hebben gezinnen kinderen nodig	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	hoopte dat het morgen goed met hem zou gaan	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	hij voelde zich erg kalm (was).	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	drie kleintjes hebben de berg opgetild	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	belangrijke mensen vroegen niet om hulp	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	liep daarheen om te helpen	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	blijf thuis als de temperatuur hoog is	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperatuur bleef vandaag hetzelfde	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	bel om negen uur de dokter	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	laat het aan uw arts zien	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	om je voet te laten zien	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	draag dit overhemd	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	in het weekend wordt alles rustiger	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	onder het theekopje, wat heb je gevonden?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Ik wil ochtendthee	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	hoopte op een rustige avond	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	wil dat je leert	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	stond erop dat ik ging	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	hoe laat?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	om zes uur komt hij	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	het libretto was charmant	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	wees stil	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	laat hem stil zijn	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	hij ook	he too	grupo	alternativoj	prononco
level	mi deziras	ik wil (verlangen)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Ik wens (verlang) dat ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	dat je leert	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Ik wil dat je leert	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	vader dringt aan	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	vader dringt erop aan dat ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	dat ik ga	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	vader staat erop dat ik ga	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	hoe laat	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	hoe laat kom je?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	om vijf uur)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	om vijf uur	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	hoe gaat het met hem?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	hoe gaat het de laatste tijd?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	Kleine boekjes zijn prachtig	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	een boekje, mooie boeken	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	mooi, een beetje mooi, heel mooi	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	warm, lauw, zeer heet	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	een groot boek, een boekje	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	goed, geweldig, goed	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	rijk, rijk worden, een rijk persoon	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	kalmeren, kalmeren, kalmeren	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	gezond, om genezen te worden, werd genezen	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	een echtgenoot, huwelijk, getrouwd	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	een brievenpostbode	a letter postman	grupo	alternativoj	prononco
level	hejmlando	een thuisland	a homeland	grupo	alternativoj	prononco
level	iom, iomete	enigszins, een beetje	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	we hadden een geweldig diner	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	hopelijk zorg goed voor jezelf	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Het ging mij om de hoogwaardige huisvesting	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	denk twee keer na, vele malen	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	wie heeft het boekje weggenomen?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	een kat genaamd Caesar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	een taart die op tafel staat	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	eet een taart die op tafel staat	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	werd warm en bloosde	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	een vader wil dat zijn kind eet	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	in een kleine kamer	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	wij leven in ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Ik werd ongerust	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	op dat moment toen ik je zag	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	dat merkte iedereen	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	het feit dat ze mooi is	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	wil je dat ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	dat ik je kan laten zien	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	wil je dat ik het laat zien?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	mijn nieuwste boek (doelstelling)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	morgenochtend, wat wil je?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	laat ontbeten	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	wanneer komt Mark?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	om vijf of acht uur	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	wanneer merkte je dat ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	de hele familie noemt mij een weldoener	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	nuttig voor jou	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	was het boekje nuttig?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	het boekje dat ik stuurde	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	s Morgens lang geslapen	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	toen hij de zon zag	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	plotseling sprong hij op	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	hij was altijd vroeg	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	hij is altijd laat	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	op dat moment, wanneer hij moet gaan	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	om naar de school te gaan	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	hij weet, dat ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	hij kent het feit, dat ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	het feit dat de leraar bijen haat	the fact that the teacher hates bees	grupo	alternativoj	prononco
