B.bn content.tsv
Level	Esperanto	bn	en-us	Grupo	Alternativoj	Pronoco
level	jes, sed ni povas halti en unu aŭ du urboj	হ্যাঁ, তবে আমরা এক বা দুটি শহরে থামতে পারি	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	এ পথ ধরে	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	এবং রাতে থাকা?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	আপনি এটার জন্য অর্থ প্রদান করবেন?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	না, আমি না, কিন্তু এটা কোন সমস্যা নয়	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	এটা কি আসলেই কোন সমস্যা নয়?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	আপনি কিভাবে এটি সমাধান করার পরিকল্পনা করছেন?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	সোনার মুকুট দেখাল	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	ভাল, আমি শীঘ্রই দেখাব	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	কিন্তু আগে আরো চা	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	তুমিও কি চাও?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	হ্যাঁ, আপনাকে ধন্যবাদ	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	একই ক্যাফেতে'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	কিছু চলে যায়, তা চালিয়ে যায়	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	একটি পরিকল্পনা, পরিকল্পনা করা, পরিকল্পনা করা	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	তিনি এবং তিনি পরিকল্পনা চালিয়ে যান	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	দয়া করে, এই নিন আপনার চা	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	এদিকে আমি আমন্ত্রণের দিকে তাকালাম	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	IJK-এর আমন্ত্রণের দিকে তাকিয়ে	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	আমি অনেক বুঝি, কিন্তু সব না	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	ঠিক আছে ঠিক আছে, শুধু জিজ্ঞাসা করুন	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	এখানে জিনিস আছে	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	পরিষ্কার জিনিস	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	বিভ্রান্তিকর যে জিনিস	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	আমার কাছে বিভ্রান্তিকর	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	যোগদানের জন্য, একটি নিবন্ধন ফর্ম	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	বিশ্ব এস্পেরান্তো যুব সংস্থা	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	পেপো, একটি পাখি যা তেজো প্রতিনিধিত্ব করে	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	থাকার জন্য, থাকার জায়গা (একটি বাসস্থান)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	গণ মানুষের জন্য একটি বাসস্থান	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	একটি নিবন্ধন ফর্ম নিবন্ধন করার জন্য একটি হাতিয়ার	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	একটি সদস্যপদ ফর্ম যেখানে আপনি আপনার নাম, ঠিকানা, ইত্যাদি লিখুন	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	দীর্ঘ, একটি সংক্ষিপ্ত রূপ	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	বিশ্ব এস্পেরান্তো যুব সংস্থার সংক্ষিপ্ত রূপ	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	পেপো তেজোর মজার পাখি	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	একটি গণ-বাসস্থান হল এমন একটি জায়গা যেখানে প্রচুর লোক থাকে	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	একটি ঘুম, একটি ঘুমের বড়ি, একটি ঘুমের ব্যাগ	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	সাধারণত সেখানে একটি স্লিপিং ব্যাগ প্রয়োজন	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	আপনি খুব দ্রুত ব্যাখ্যা করেছেন	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	আমি সবকিছু ধরতে পারিনি	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	এটা গুরুত্বপূর্ণ নয়	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	আমি মনে করি এটি এখন খুব গুরুত্বপূর্ণ নয়	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	পরে আমরা আরও কথা বলতে পারি	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	IJK আমন্ত্রণ সম্পর্কে আরও কথা বলতে	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	তাই আপনি এখন ভ্রমণের পরিকল্পনা করতে চান, তাই না?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	হ্যাঁ, আনন্দের সাথে	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	তাই আপনি দেখতে পাবেন যে ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	এত খরচ হবে	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	দেখবেন ভ্রমণে তেমন খরচ হবে না	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	আমি জানতে চাই	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	আমি ~ সম্পর্কে জানতে চাই	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	আপনি কিভাবে রাত্রিযাপন সমাধান করবেন	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	কারণ আমার কাছে টাকা নেই	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	একটি যুব ছাত্রাবাস	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	একটি হোটেল বা একটি যুব-হোস্টেল জন্য টাকা আছে	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	এখানে সমাধান	here's the solution	grupo	alternativoj	prononco
level	pasporto	একটি পাসপোর্ট	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	পাসপোর্ট পরিষেবা, এস্পের্যান্টিস্টদের হোম স্টে	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	&quot;পাসপোর্ট সার্ভিস&quot; নামের বুকলেট	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	কি জন্য সেবা?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	আমাদের মত মানুষের জন্য	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	অভিজ্ঞতা, একজন বিশেষজ্ঞ	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	যারা দেশ ভ্রমণ এবং অভিজ্ঞতা পছন্দ করে	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	উপার্জন করতে এবং ব্যয় করতে	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	অনেক টাকা খরচ ছাড়া	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	একটি সেবা, সেবা, যে সেবা	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ভাল, এবং কিভাবে যে সেবা কাজ করে?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	বুকেটে দেখছি ~ আছে	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	অনেক ঠিকানা	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	বিভিন্ন দেশ থেকে অনেক ঠিকানা আছে	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	ঠিক, হ্যাঁ!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	তোমার নিষ্পত্তিতে	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	তারা সব, তাদের সব	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	আসলে তারা সব আপনার নিষ্পত্তি!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	মানে, অর্থ	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;আমার নিষ্পত্তিতে&quot;, এর মানে কি?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	মানে ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	অতিথি, একটি অতিথি, অতিথিকে হোস্ট করা	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	প্রস্তুত, প্রস্তুত, প্রস্তুত হও!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	এই ঠিকানার লোকেরা আপনাকে হোস্ট করতে প্রস্তুত	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	to know (a person), known, to get to be known	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	এবং আপনাকে তাদের অঞ্চলের সাথে পরিচিত হতে সাহায্য করে	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	মানে লোকেরা আপনাকে হোস্ট করতে এবং সাহায্য করতে ইচ্ছুক	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	আকর্ষণীয় শোনাচ্ছে!	sounds interesting!	grupo	alternativoj	prononco
level	do	তাই	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	কেউ অন্য এস্পের্যান্টিস্টদের বাড়িতে থাকে, তাই না?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	পাসপোর্ট পরিষেবার সাথে বেশ কয়েকটি অভিজ্ঞতা	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	আমি বেশ কিছু আকর্ষণীয় অভিজ্ঞতা ছিল	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	আমি এটি তিনটি মহাদেশে ব্যবহার করেছি	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(এটি) খারাপভাবে কাজ করে	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	এবং এখনও পর্যন্ত (এটি) খুব ভাল কাজ করেছে	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	মহান! আমরা কোথায় যাচ্ছি?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	তাই, আমার পরিকল্পনা হল আমরা ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	আসে, এসেছে	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	একটি সফল ভ্রমণের পর	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	দুটি শহরে পাসপোর্ট পরিষেবা ব্যবহার করার পরে	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	তারা একটি সফল ট্রিপ পরে আসে	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	দেখো, দেখো!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	সেখানে একটি বড় এস্পেরান্তো পতাকা আছে	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	&quot;IJK-এ স্বাগতম!&quot; লেখা সহ একটি চিহ্ন	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	হ্যাঁ, এবং এর নিচে ~ আছে	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	হুররে!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	তাই আমরা অবশেষে পৌঁছেছি	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	আমি খুব ক্লান্ত এবং ক্ষুধার্ত	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	আপনি কি মনে করেন আমরা পারি ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	কিছু খেতে	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	আপনি কি মনে করেন আমরা এখনই কিছু খেতে পারি?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	আমি ওটা সন্দেহ করেছি	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	আমরা প্রথম গ্রহণ করা আবশ্যক	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	অভ্যর্থনা ডেস্কে গ্রহণ করতে হবে	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	এবং এটি একটি দীর্ঘ সময় স্থায়ী হতে পারে	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	আমার অভিজ্ঞতায় দীর্ঘস্থায়ী	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	হায়!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	যে অভ্যর্থনা জন্য লাইন?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	আমি তাই ভয় পাচ্ছি	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	করতে ~ সম্পূর্ণ নিখুঁত নয়	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	সন্ধ্যায় পৌঁছানোর জন্য সম্পূর্ণ নিখুঁত	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	আমরা মানুষের সাথে চ্যাট করতে পারি	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	কিন্তু আমরা লাইনে থাকা মানুষের সাথে চ্যাট করতে পারি	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	দেখো, আমি রাশিয়ার বন্ধুকে দেখছি!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	আমি ক্ষুধার্ত, আমি খেতে চাই	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	প্রায় 2 ঘন্টা পরে	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	নতুন এবং পুরানো বন্ধুদের সাথে সামঞ্জস্যপূর্ণ	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	স্থানীয় কংগ্রেস কমিটি	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	স্থানীয় কংগ্রেস কমিটির সদস্য	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	স্বাগতম, আপনি কে?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	কোন দেশ হতে?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	আপনি কি আগে থেকে পরিশোধ করেছেন?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	প্লিজ দেখান	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	যদি তাই হয়, অনুগ্রহ করে রসিদ দেখান	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	আপনি কি TEJO এর সদস্য?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	একটি বুথে সদস্য হতে	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	যদি না হয়, আপনি পরবর্তী বুথে যোগ দিতে পারেন	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	এখানে অগ্রিম পেমেন্ট রসিদ আছে	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	সদস্যতা কার্ড এবং আমাদের পাসপোর্ট	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	খুব ভালো	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	সুতরাং, আমি দেখতে পাচ্ছি আপনি একটি গণ-বাসায় থাকবেন (ক্র্যাশ স্পেস)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	এবং যুব হোস্টেলে খাবে	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	এই তথ্যগুলো কি সঠিক?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	হ্যাঁ যথাযথ	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	প্রোগ্রাম, মানচিত্র ইত্যাদি সহ একটি ব্যাগ	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	আপনি প্রোগ্রাম, মানচিত্র ইত্যাদি সহ একটি ব্যাগ অর্থ প্রদান এবং গ্রহণ করতে পারেন	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	লাল বুথে, সেখানে	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	ভালো ধন্যবাদ	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	দেখতে ক্লান্ত কিন্তু সুস্থ	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	যারা সত্যিই ক্লান্ত লাগছিল	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	এবং খুব দয়ালু ছিল না	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	তুমি ঠিক	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	কিন্তু মনে রাখবেন ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	8 ঘন্টা ধরে কাজ করছেন	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK সম্ভবত আট ঘন্টা ধরে কাজ করছে	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	অনেক বিরতি ছাড়াই	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	কিন্তু মনে রাখবেন যে LKK বিরতি ছাড়াই কাজ করে	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	সপ্তাহে আড্ডাবাজ	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	আমি নিশ্চিত যে ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	আমি নিশ্চিত তারা দয়ালু হবে	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	তারা সদয় এবং আরো কথাবার্তা হবে	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	এর এটি খুঁজে বের করা যাক	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	আচ্ছা, এখন গণ-বাসস্থান খুঁজে বের করা যাক	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	এবং তারপর আমি কিছু খেতে চাই	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	তুমি কি মেয়েটিকে তেজো বুথে দেখেছ?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	হ্যাঁ, তার সম্পর্কে কি?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	তুমি কি তাকে চেনো?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	দুর্ভাগ্যক্রমে না	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	কিন্তু সে খুব সুন্দর, তাই না?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	আমি রাজী	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	তবে ভালোভাবে বুঝতে পারে না	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	আমি রাজি কিন্তু আমি বুঝতে পারছি না	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	আপনি কি নারী পছন্দ করেন?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	হ্যাঁ, আমি আপনাকে আগে বলতে চাই	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	কিন্তু কোনো কারণে তা হয়নি	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	দৃষ্টিভঙ্গি ইত্যাদি	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	তুমি কি, তুমি কি?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	হ্যাঁ, আমি একজন সমকামী	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	একজন লেসবিয়ানও বলতে পারেন	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	আচ্ছা, আমি মোটেও জানতাম না	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	কিন্তু আমি খুশি যে আপনি বলেছেন	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	আসলে আমি খুশি যে আপনি একজন সমকামী	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	আপনি সবচেয়ে দয়ালু এবং সুন্দর লেসবিয়ান	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	আমি জানি সবচেয়ে সুন্দর লেসবিয়ান	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	ধন্যবাদ! আপনি কি অন্যদের জানেন?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	কিন্তু আপনি কিভাবে জানেন?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	যে মেয়ে পুরুষ পছন্দ করে!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	যাই হোক আমি বিশ্বাস করি যে মেয়েটি পুরুষদের পছন্দ করে!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	সেই মেয়ে যার কথা বলছিলে	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	আমরা দেখব	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	ভর থাকার জায়গায় (একটি ক্র্যাশ স্পেস)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	সুপ্রভাত!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	তুমি কি ভালো ঘুমাও?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	খুব কমই দেখতে	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	বিপরীতভাবে, আমি খুব কমই ঘুমাতে পারি	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	কিন্তু কেন?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	সম্ভবত আপনি আপনার প্রথম IJK দিন সম্পর্কে নার্ভাস ছিল?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	আসলে তা না	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	সারা রাত, সারা রাত	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	খুব জোরে নাক ডাকে	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	সারারাত কেউ খুব জোরে নাক ডাকে	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	আমাকে বিরক্ত করবেন না	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	এবং যে আমাকে খুব বিরক্ত	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	তুমি কি এটা শুনতে পাওনি	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	মোটেও না, আমি গভীর ঘুমে ছিলাম	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	আমি কি তোমাকে বলতে ভুলে গেছি ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ear, to plug, ear plugs	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	এটি ইয়ারপ্লাগ ব্যবহার করে মূল্যবান	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~ ব্যবহার করা মূল্যবান	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	আপনাকে বলেছি ইয়ারপ্লাগ ব্যবহার করা মূল্যবান	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	যখন আপনি একটি গণ বাসস্থানে (ক্র্যাশ প্লেস) ঘুমান	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	স্পষ্টতই হ্যাঁ	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ওহ, বেচারা ক্যাটি!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	কার ব্যাপারে বলছেন?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	তোমার সম্পর্কে	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	to caress, caressing name, nickname	to caress, caressing name, nickname	grupo	alternativoj	prononco
