B.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	babili kun amikoj dum la tuta nokto	לדבר עם חברים כל הלילה	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	לשיר סביב האש ולרקוד	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	לקחת חלק בקונצרטים וכן הלאה	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	ובכן, אני יכול לעשות את זה גם בבית	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	נכון, אבל	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	אבל הדבר החשוב במהלך IJK הוא ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	מגיע ממדינות רבות ושונות	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	הוא שהמשתתפים מגיעים ממדינות שונות	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	בגלל השילוב הזה של אנשים שונים	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	זו אווירה טובה שאני מאוד אוהב	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	בסדר, נשמע כמו עניין	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	אני אחשוב על	I will think about	grupo	alternativoj	prononco
level	certe	בטוח	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	עם זאת, בעיה היא ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	כל כך הרבה כסף	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	אין לי כל כך הרבה כסף כרגע	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	הבעיה היא שאין לי כל כך הרבה כסף	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	אני מבין, אבל זה לא יעלה הרבה	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	זה לא יהיה הרבה יקר, אני מאמין	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	טבלת עמלות של תוכניות	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	כלומר, אם מסתכלים על טבלת המניות/עמלות	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	טבלת המניות/עמלות של IJK-invitation	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	אתה מוצא את זה ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	זה רק 50 יורו בסך הכל	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	אתה רואה שעבורך זה רק 50 יורו בסך הכל	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	אם אנחנו ישנים על הרצפה	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	בסדר	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	ובכן, זה נשמע בסדר	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	אבל מה עם הנסיעות	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	רכבת תעלה בסביבות 70 יורו	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	האם זה יהיה אפשרי עבורך?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	בתקווה	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	אבל יחזיק מעמד מספיק זמן ברכבת	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	כן, אבל אנחנו יכולים לעצור בעיר אחת או שתיים	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	בדרך	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	והשהות בלילה?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	הייתם משלמים על זה?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	לא, לא אני, אבל זו לא בעיה	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	זה באמת שזו לא בעיה?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	איך אתה מתכנן לפתור את זה?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	הראה את כתר הזהב	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	ובכן, אני אראה לך בקרוב	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	אבל קודם עוד תה	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	אתה רוצה גם?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	כן תודה לך	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	באותו בית קפה'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	משהו ממשיך, ממשיך (עושה) את זה	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	תוכנית, לתכנן, לתכנן	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	היא והוא ממשיכים בתכנון	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	בבקשה, הנה התה שלך	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	בינתיים הסתכלתי על ההזמנה	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	הסתכל על ההזמנה של IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	אני מבין הרבה, אבל לא הכל	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	בסדר בסדר, פשוט תשאל	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	הנה הדברים	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	דברים ברורים	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	הדברים שמבלבלים	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	מבלבלים אותי	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	להצטרפות, טופס הרשמה	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	ארגון הנוער האספרנטו העולמי	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	פפו, ציפור המייצגת את ה-TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	להישאר, מקום לינה (מלון)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	מקום לינה להמונים	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	טופס הרשמה הוא כלי לרישום	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	טופס הצטרפות בו אתה כותב את שמך, כתובתך וכו'	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	ארוך, קיצור	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	קיצור של ארגון הנוער האספרנטו העולמי	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	פפו הוא הציפור המצחיקה של TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	לינה המונית היא מקום בו שוהים הרבה אנשים	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	שינה, כדור שינה, שק שינה	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	בדרך כלל צריך שק שינה שם	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	הסברת מהר מדי	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	לא קלטתי הכל	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	לא כל כך חשוב	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	אני חושב שזה לא מאוד חשוב עכשיו	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	אחר כך נוכל לדבר יותר	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	עוד לדבר על ההזמנה של IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	אז אתה רוצה לתכנן את הנסיעה עכשיו, נכון?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	כן בשמחה	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	אז אתה תראה את זה ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	יעלה כל כך הרבה	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	יראה שהנסיעה לא תעלה כל כך הרבה	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	אני רוצה לדעת	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	אני רוצה לדעת על ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	איך תפתרו את הלינה	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	כי אין לי כסף	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	אכסניית נוער	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	יש כסף למלון או אכסניית נוער	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	הנה הפתרון	here's the solution	grupo	alternativoj	prononco
level	pasporto	דרכון	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	שירות דרכונים, שהייה בבית אספרנטיסטים	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	חוברת עם השם &quot;שירות דרכונים&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	שירות בשביל מה?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	לאנשים כמונו	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	לחוות, מומחה	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	אנשים שאוהבים לטייל ולחוות מדינות	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	להרוויח ולהוציא	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	בלי להוציא הרבה כסף	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	שירות, השירות, השירות הזה	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ובכן, ואיך השירות הזה עובד?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	אני רואה שבחוברת יש ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	הרבה כתובות	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	יש הרבה כתובות מכמה מדינות	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	נכון, כן!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	לרשותכם	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	כולם, כולם	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	למעשה כולם עומדים לרשותך!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	התכוון, משמעות	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;לרשותי&quot;, מה זה אומר?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	אומר ש~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	לאורח, אורח, לארח אורח	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	מוכן, מוכן, תתכונן!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	אנשים בכתובות האלה מוכנים לארח אותך	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	לדעת (אדם), ידוע, להכיר	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	ולעזור לך להכיר את האזור שלהם	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	פירושו שאנשים מוכנים לארח אותך ולעזור	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	נשמע מעניין!	sounds interesting!	grupo	alternativoj	prononco
level	do	כך	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	מישהו נשאר בביתם של אספרנטיסטים אחרים, נכון?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	מספר חוויות עם שירות דרכונים	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	היו לי כמה חוויות מעניינות	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	השתמשתי בו בשלוש יבשות	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(זה) עובד גרוע	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	ועד כה (זה) עבד טוב מאוד	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	גדול! לאן אנחנו הולכים?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	אז התוכנית שלי היא שאנחנו ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	מגיע, הגיע	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	לאחר טיול מוצלח	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	לאחר שימוש בשירות דרכונים בשתי ערים	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	הם מגיעים לאחר טיול מוצלח	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	הנה, תראה!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	יש שם דגל אספרנטו גדול	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	שלט עם הטקסט &quot;ברוכים הבאים ל-IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	כן, ומתחתיו יש ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	הידד!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	אז סוף סוף הגענו	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	אני מאוד עייף ורעב	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	אתה חושב שאנחנו יכולים ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	לאכול משהו	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	אתה חושב שנוכל לאכול משהו מיד?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	אני בספק	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	קודם כל חייבים להתקבל	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	יש להתקבל בדלפק הקבלה	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	וזה יכול להימשך זמן רב	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	להימשך זמן רב מניסיוני	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	אבוי!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	זה התור לקבלת הפנים?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	אני מפחד אז	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	לעשות ~ זה לא לגמרי מושלם	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	מושלם לחלוטין להגיע בערב	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	אנחנו יכולים לשוחח עם אנשים	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	אבל אנחנו יכולים לשוחח עם אנשים בתור	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	הנה, אני רואה חבר של רוסיה!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	אני רעב, אני רוצה לאכול	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	לאחר כשעתיים	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	בשורה אחת עם חברים חדשים וישנים	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	ועדת הקונגרס המקומית	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	חבר בוועדת הקונגרס המקומית	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	ברוך הבא, מי אתה?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	מאיזו ארץ?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	שילמת מראש?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	בבקשה להראות	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	אם כן, אנא הצג את הקבלה	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	האם אתה חבר ב-TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	להיות חבר בדוכן	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	אם לא, תוכל להצטרף בדוכן הבא	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	להלן קבלות על תשלומים מראש	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	כרטיסי חבר והדרכונים שלנו	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	טוב מאוד	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	אז, אני רואה שתחיה באירוח המוני (חלל התרסקות)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	ויאכל באכסניית הנוער	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	האם המידע הזה נכון?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	כן מושלם	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	תיק עם תוכנית, מפה וכו'	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	ניתן לשלם ולקבל תיק עם תוכנית, מפה וכו'	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	בדוכן האדום, שם	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	טוב, תודה	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	נראה עייף אבל בריא	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	האנשים האלה באמת נראו עייפים	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	ולא היו אדיבים במיוחד	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	אתה צודק	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	אבל זכור את זה ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	עובדים 8 שעות	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	ה-LKK עובד אולי שמונה שעות	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	בלי הרבה הפסקה	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	אבל זכרו שה-LKK עובד ללא הפסקות	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	פטפטנית במהלך השבוע	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	אני בטוח ש~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	אני בטוח שהם יהיו יותר נחמדים	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	הם יהיו אדיבים יותר ודברנים יותר	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	בוא נמצא את זה	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	ובכן, עכשיו בואו נמצא את מקום הלינה ההמוני	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	ואז הייתי רוצה משהו לאכול	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ראית את הבחורה בדוכן של TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	כן, מה איתה?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	אתה מכיר אותה?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	למרבה הצער לא	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	אבל היא מאוד יפה, נכון?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	אני מסכים	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	עם זאת לא מבין טוב	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	אני מסכים אבל אני לא מבין	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	האם אתה אוהב נקבות?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	כן, אני רוצה לספר לך לפני	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	אבל משום מה לא	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	היבט וכו'	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	אתה, נכון?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	כן, אני הומוסקסואל	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	אפשר גם לומר לסבית	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ובכן, לא ידעתי בכלל	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	אבל אני שמח שאמרת	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	למעשה אני שמח שאתה הומוסקסואל	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	את הלסבית הכי חביבה ונחמדה	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	הלסבית הכי נחמדה שאני מכיר	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	תודה! האם אתה מכיר אחרים?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	אבל איך אתה יודע את זה?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	הבחורה הזאת מעדיפה גברים!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	בכל מקרה אני מאמין שהבחורה מעדיפה גברים!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	הבחורה שדיברת עליה	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	נראה	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	במקום הלינה ההמוני (חלל התרסקות)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	בוקר טוב!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	האם ישנת טוב?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	בקושי רואה	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	להיפך, בקושי הצלחתי לישון	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	אבל למה?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	אולי היית עצבני מהיום הראשון שלך ב-IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	לא באמת	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	כל הלילה, כל הלילה	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	נחר בקול רם מאוד	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	סתם מישהו נחר בקול רם כל הלילה	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	אל תפריע לי	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	וזה הפריע לי מאוד	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	לא שמעת את זה	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	בכלל לא, ישנתי עמוק	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	שכחתי להגיד לך את זה ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	אוזן, לתקוע, אטמי אוזניים	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	כדאי להשתמש באטמי אוזניים	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	שווה להשתמש ב-~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	אמר לך שכדאי להשתמש באטמי אוזניים	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	כשאתה ישן במלון המוני (מקום התרסקות)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	כמובן שכן	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	הו, קטי המסכנה!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	על מי אתה מדבר?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	עליך	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	ללטף, שם מלטף, כינוי	to caress, caressing name, nickname	grupo	alternativoj	prononco
