C.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	-ĉjo	(utótag) férfi kedvenc neve	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	szántani, szántani, művelni	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	egy szerelmes levél	a loveletter	grupo	alternativoj	prononco
level	glaso da	Egy pohár	a glass of	grupo	alternativoj	prononco
level	valo	egy völgy	a valley	grupo	alternativoj	prononco
level	taso da	egy csésze	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	teher, teher, töltés	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	egy büfé	a buffet	grupo	alternativoj	prononco
level	avino	egy nagymama	a grandmother	grupo	alternativoj	prononco
level	guto	egy csepp, egy csepp	a drop, a drip	grupo	alternativoj	prononco
level	estingi	eloltani, eloltani	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	boldogan	happily	grupo	alternativoj	prononco
level	gorĝo	egy torok	a throat	grupo	alternativoj	prononco
level	serpento	egy kígyó	a snake	grupo	alternativoj	prononco
level	klare	tisztán	clearly	grupo	alternativoj	prononco
level	alveni	megérkezni, kapni	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	hozzáadni	to add	grupo	alternativoj	prononco
level	vesti (sin)	felöltözni (magát), felöltözni	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	farok	a tail	grupo	alternativoj	prononco
level	alporti	hozni, elhozni	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	előcsarnok (ledobó ruha), előszoba, előszoba	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	kürt, dudálás, klaxon	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	mohó, változatos	greedy, avarious	grupo	alternativoj	prononco
level	ebla	lehetséges, képes	possible, able	grupo	alternativoj	prononco
level	eble	talán, talán, talán	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	söpörni	to sweep	grupo	alternativoj	prononco
level	kompreneble	persze (érthető)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	korcsolyázni, csúszni-futni	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	korcsolyázni (korcsolyázni)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	izzadság, izzadság, izzadság	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	senkié, senkié	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	hasonlítani, hasonlítani	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	kandalló, kandalló	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	hordozható	portable	grupo	alternativoj	prononco
level	memkomprenebla	nyilvánvaló, persze	evident, of course	grupo	alternativoj	prononco
level	prezidanto	elnök, elnök	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	számos	several	grupo	alternativoj	prononco
level	kongresnumero	regisztrációs szám egy kongresszuson	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	az egyetemes kongresszus (eszperantó)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	süket	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	az Egyetemes Eszperantó Szövetség	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	elintézni, rendet tenni	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	egy nőtlen nő, kisasszony.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	egy gyűrű	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	egy személyszállító hajó	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	kongresszusi könyv	a congress book	grupo	alternativoj	prononco
level	beko	egy csőr, egy számla	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	könyvesbolt (kongresszuson)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	könyvespolc	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	egy párna	a pillow	grupo	alternativoj	prononco
level	cindro	hamu, salak	ash, cinder	grupo	alternativoj	prononco
level	artikolo	cikk (magazin, újság)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	számozni, számolni	to number, to count	grupo	alternativoj	prononco
level	duobla	kettős	double	grupo	alternativoj	prononco
level	duoble	kétszer, duplán	twice, doubly	grupo	alternativoj	prononco
level	dekobla	tízszeresére	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	egy sapka	a cap	grupo	alternativoj	prononco
level	dekoblo	tízszeres, tízszeres	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	egy kazettát	a cassette	grupo	alternativoj	prononco
level	dekoble	tízszer annyi (sok)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Jézus	Jesus	grupo	alternativoj	prononco
level	poluro	fényezés, fényezés	polish, polishment	grupo	alternativoj	prononco
level	tusi	köhögni	to cough	grupo	alternativoj	prononco
level	pinglo	tű, tű	pin, needle	grupo	alternativoj	prononco
level	buĝeto	költségvetés (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	egy fele	an half	grupo	alternativoj	prononco
level	subjekto	egy tárgy	a subject	grupo	alternativoj	prononco
level	pesi	súlyt mérni, lemérni	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	minden nap, naponta	every day, daily	grupo	alternativoj	prononco
level	lanterno	egy lámpást	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	ebéd, déli étkezés	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	importálni	to import	grupo	alternativoj	prononco
level	duona	fele(ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	egy tizedét	a tenth	grupo	alternativoj	prononco
level	skrapi	kaparni, kaparni	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	egy negyed, egy negyed	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	egy harmadik, egy harmadik	a third, one third	grupo	alternativoj	prononco
level	pezi	lemérni (nagy súlyú)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	egy zsebkendő (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	egy fürdőlepedőt	a bath towel	grupo	alternativoj	prononco
level	littuko	egy lepedőt	a bed sheet	grupo	alternativoj	prononco
level	terure	borzasztóan, borzasztóan	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	négyes, négyes	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	WC (öltözet)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	megbocsátás, bocsánat, felmentés	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	kád, fürdőkád, kád	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	rendszeresen látogatni, gyakran látogatni	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	feltárni, nyomozni	to explore, to investigate	grupo	alternativoj	prononco
level	regali	felpezsdíteni, kezelni, szórakoztatni	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	megvitatni	to discuss	grupo	alternativoj	prononco
level	propagandi	propagandát csinálni, reklámozni	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	egy varrótű	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	lapátolni	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	taps, felkiáltás	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	éhes	hungry	grupo	alternativoj	prononco
level	esprimi	kifejezni	to express	grupo	alternativoj	prononco
level	subtaso	egy csészealj	a saucer	grupo	alternativoj	prononco
level	traduko	egy fordítás	a translation	grupo	alternativoj	prononco
level	kopiilo	másológép, fénymásoló	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	ellátás, készlet, készlet	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	fordítani	to translate	grupo	alternativoj	prononco
level	terglobo	a földgömb	the earth globe	grupo	alternativoj	prononco
level	breto	egy polc	a shelf	grupo	alternativoj	prononco
level	sekreti	titkokat őrizni	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	gazdaság, gazdaság	economy, an economy	grupo	alternativoj	prononco
level	evolui	fejlődni	to evolve	grupo	alternativoj	prononco
level	ĉambristo	egy házvezetőnő	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	vasárnap	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	hitelezni	to lend	grupo	alternativoj	prononco
level	veturado	lovagolni megy	going on a ride	grupo	alternativoj	prononco
level	ĥoro	kórus, kórus	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	kölcsönkérni és elvenni	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	ruhák	clothes	grupo	alternativoj	prononco
level	rapide	gyorsan, gyorsan, gyorsan	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	egy város központja	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 éves	30 years old	grupo	alternativoj	prononco
level	tiuokaze	ebben az esetben	in that case	grupo	alternativoj	prononco
level	sekigi	szárítani	to dry	grupo	alternativoj	prononco
level	varmigi	melegíteni, melegen tartani, melegíteni	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	a helyen	at the place	grupo	alternativoj	prononco
level	supren	emelkedő	upward	grupo	alternativoj	prononco
level	subakvigi	elsüllyedni, süllyedni	to sink, to make sink	grupo	alternativoj	prononco
level	foto	fénykép, fénykép	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	egy vadon	a wilderness	grupo	alternativoj	prononco
level	skribotablo	egy íróasztal	a writing table	grupo	alternativoj	prononco
level	varmiĝi	melegedni	to become warm	grupo	alternativoj	prononco
level	klarigi	megmagyarázni, tisztázni	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	rettenthetetlen ember	a fearless man	grupo	alternativoj	prononco
level	krepusko	alkonyat, alkonyat	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	fárasztó, fárasztó, fáradtságot okoz	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	színtelen	colorless	grupo	alternativoj	prononco
level	senbrue	zaj nélkül	without noise	grupo	alternativoj	prononco
level	lernigi	tanulni, tanítani	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	tartozni	to owe	grupo	alternativoj	prononco
level	sekreta	titok	secret	grupo	alternativoj	prononco
level	finigi	véget vetni, befejezni	to make an end, to finish	grupo	alternativoj	prononco
level	salto	egy ugrás	a jump	grupo	alternativoj	prononco
level	finiĝi	befejezni, véget érni, véget érni	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	hogy hideg legyen	to become cold	grupo	alternativoj	prononco
level	rideto	egy mosoly	a smile	grupo	alternativoj	prononco
level	sidiĝi	leülni	to sit down	grupo	alternativoj	prononco
level	repaciĝo	újra békéssé válik	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	visszaadni	to give back	grupo	alternativoj	prononco
level	stariĝi	felkelni, felállni, felállni	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	nagyon gyorsan	very quickly	grupo	alternativoj	prononco
level	servo	szolgáltatás, szolgáltatás	service, a service	grupo	alternativoj	prononco
level	konsideri	megfontolni	to consider	grupo	alternativoj	prononco
level	promenejo	egy sétány	a promenade	grupo	alternativoj	prononco
level	komenciĝi	kezdeni, kezdeni	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	szépíteni (tovább)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	hogy eltévedjen	to make to get lost	grupo	alternativoj	prononco
level	ordigi	megrendeltté tenni	to make ordered	grupo	alternativoj	prononco
level	maristo	tengerész, tengerész, tengerész	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	nem érdekes	not interesting	grupo	alternativoj	prononco
level	naturaĵo	természetes dolog	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	~vé válni	to become ~	grupo	alternativoj	prononco
level	multpieda	soklábú	many-footed	grupo	alternativoj	prononco
level	moviĝi	elköltözni (el), más helyre költözni	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	ismerkedni (vel)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	holnap	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	megvizsgálni	to examine	grupo	alternativoj	prononco
level	malŝati	gyűlölni, nem szeretni	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	kitölteni, kitölteni	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	szomorú	sad	grupo	alternativoj	prononco
level	frosto	fagy, fagy, fagy, dermesztő hideg	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	tenyér, tenyér	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	aggódó	anxious	grupo	alternativoj	prononco
level	respubliko	egy köztársaság	a republic	grupo	alternativoj	prononco
level	malseka	nedves	wet	grupo	alternativoj	prononco
level	malsaniĝi	beteggé válni	to become ill	grupo	alternativoj	prononco
level	aliĝi	csatlakozni	to join	grupo	alternativoj	prononco
level	malplaĉa	kényelmetlen	uncomfortable	grupo	alternativoj	prononco
level	malofte	ritkán	rarely	grupo	alternativoj	prononco
level	malmulto	kevés	few	grupo	alternativoj	prononco
level	rezignigi	lemondani, lemondásra kényszeríteni	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	film, mozgókép	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	kevésben	in few	grupo	alternativoj	prononco
level	terni	tüsszenteni	to sneeze	grupo	alternativoj	prononco
level	fermigi	hogy lezárja	to make to close	grupo	alternativoj	prononco
level	malkontentigi	idegesíteni	to annoy	grupo	alternativoj	prononco
level	malfrui	elkésni	to be late	grupo	alternativoj	prononco
level	malforta	gyenge	weak	grupo	alternativoj	prononco
level	fermiĝi	zárttá válni, bezárkózni	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	nehéz	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	szeszes ital, alkoholos ital	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	meghatározni	to define	grupo	alternativoj	prononco
level	malagrabla	kellemetlen	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	lecserélni, helyére tenni, helyettesíteni	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	egy dolgozó	a worker	grupo	alternativoj	prononco
level	koncerni	aggodalomra	to concern	grupo	alternativoj	prononco
level	sciigi	tudatni, tájékoztatni, megosztani, értesíteni	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	ültetni	to plant	grupo	alternativoj	prononco
level	politiko	politika, politika	a policy, politics	grupo	alternativoj	prononco
level	kunporti	hogy magával hozza	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	barátkozni (~-vel)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	fizikai erő	physical strength	grupo	alternativoj	prononco
level	klarigo	egy magyarázat	an explanation	grupo	alternativoj	prononco
level	dividi	osztani, megosztani	to divide, to share	grupo	alternativoj	prononco
level	armi	felfegyverezni	to arm	grupo	alternativoj	prononco
level	karulino	egy kedves	a darling	grupo	alternativoj	prononco
level	intervidiĝi	látni egymást	to see each other	grupo	alternativoj	prononco
level	instruistino	egy tanárnő	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	kulcs	a key	grupo	alternativoj	prononco
level	ideoriĉa	ötletes	imaginative	grupo	alternativoj	prononco
level	falsi	hamisítani, hamisítani, hamisítani, hamisítani	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	cipő	shoes	grupo	alternativoj	prononco
level	homformo	egy személy formája	a form of a person	grupo	alternativoj	prononco
level	scipovi	tudni hogyan	to know how	grupo	alternativoj	prononco
level	haltigi	megállást okozni	to cause stop	grupo	alternativoj	prononco
level	spezi	pénzt lebonyolítani	to transact money	grupo	alternativoj	prononco
level	grandula	óriásé	giant's	grupo	alternativoj	prononco
level	grafino	egy grófnő	a countess	grupo	alternativoj	prononco
level	supra	felső	upper	grupo	alternativoj	prononco
level	gondolisto	gondolista	a gondolist	grupo	alternativoj	prononco
level	paŭzi	szünetet tartani, megtörni, pihenni	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	testvérek	siblings	grupo	alternativoj	prononco
level	sandviĉo	egy szendvicset	a sandwich	grupo	alternativoj	prononco
level	knedi	keverni, gyúrni, beledolgozni	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	rosszul beszélni	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	gyakorolni, edzeni, fúrni, gyakorolni	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	a végén	at the end	grupo	alternativoj	prononco
level	verŝajne	valószínűleg, úgy tűnik	probably, apparently	grupo	alternativoj	prononco
level	familiano	családtag	a family member	grupo	alternativoj	prononco
level	energio	egy energia	an energy	grupo	alternativoj	prononco
level	faligi	elesést, elgázolást okozni	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	egy készülék, gép, készülék	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	egy információ	an information	grupo	alternativoj	prononco
level	eniri	bemenni	to go in	grupo	alternativoj	prononco
level	saluton!	Helló!	hello!	grupo	alternativoj	prononco
level	ekvidi	látni kezdeni	to start seeing	grupo	alternativoj	prononco
level	balancilo	egy hinta, egy egyensúly	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	kifelé menet	on the way out	grupo	alternativoj	prononco
level	flugilo	egy szárny	a wing	grupo	alternativoj	prononco
level	ekrigardi	hogy elkezdjen keresni	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	egy hangszóró	a speaker	grupo	alternativoj	prononco
level	ekmire	csodálatosan	wonderously	grupo	alternativoj	prononco
level	dumtage	napon	at day	grupo	alternativoj	prononco
level	socio	egy társadalom	a society	grupo	alternativoj	prononco
level	doloriga	fájdalmat okozva	causing pain	grupo	alternativoj	prononco
level	laborilo	munkaeszköz	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	eltévedni	to go astray	grupo	alternativoj	prononco
level	banujo	fürdőkád (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	egy poszter, egy bejegyzés, egy cikk	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	kikelni az ágyból, felkelni	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	jelenteni, jelezni, utalni	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	olló	scissors	grupo	alternativoj	prononco
level	besteto	egy kis állat	a little animal	grupo	alternativoj	prononco
level	pasio	szenvedély	passion	grupo	alternativoj	prononco
level	bedaŭrinde	sajnálatos módon	unfortunately	grupo	alternativoj	prononco
level	ekdormi	elaludni	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	rossz szagú	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	kés	a knife	grupo	alternativoj	prononco
level	rano	egy béka	a frog	grupo	alternativoj	prononco
level	arboplena	tele fákkal	full of trees	grupo	alternativoj	prononco
level	vespere	este	in the evening	grupo	alternativoj	prononco
level	temo	egy téma, egy téma	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	előremenni	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	egy számológép	a calculator	grupo	alternativoj	prononco
level	amikino	egy barátnő	a girl friend	grupo	alternativoj	prononco
level	alilanda	külföldi	foreign	grupo	alternativoj	prononco
level	kovrilo	huzat, világító, takaró	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	egy menü	a menu	grupo	alternativoj	prononco
level	informilo	hírlevél, közlemény	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Velence	Venice	grupo	alternativoj	prononco
level	teroro	egy terror	a terror	grupo	alternativoj	prononco
level	doĝo	dózse, alkirály	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	mennyiség, mennyiség	quantity, amount	grupo	alternativoj	prononco
level	batilo	denevér (ütni)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	minőség, tulajdon	quality, property	grupo	alternativoj	prononco
level	laŭte	hangosan, hangosan	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(utótag) feltételes passzív	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Karácsony	Christmas	grupo	alternativoj	prononco
level	vivo	Egy élet	a life	grupo	alternativoj	prononco
level	freneza	őrült, őrült, őrült	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	megoldani, feloldani	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	kapcsolódó	relating to	grupo	alternativoj	prononco
level	fi!	szar!	shit!	grupo	alternativoj	prononco
level	rideti	mosolyogni	to smile	grupo	alternativoj	prononco
level	temas pri	ez körülbelül	it is about	grupo	alternativoj	prononco
level	alilande	külföldön	abroad	grupo	alternativoj	prononco
level	pli-malpli	többé-kevésbé	more or less	grupo	alternativoj	prononco
level	kadro	egy keret, egy díszlet, egy káder	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	kicsi, apró (=malranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	kétezer	two thousands	grupo	alternativoj	prononco
level	ŝtormo	egy vihar	a storm	grupo	alternativoj	prononco
level	elektra	elektromos, elektromos	electric, electrical	grupo	alternativoj	prononco
level	ducent	kétszáz	two hundreds	grupo	alternativoj	prononco
level	lageto	egy tó	a pond	grupo	alternativoj	prononco
level	tridek	harminc	thirty	grupo	alternativoj	prononco
level	kukurbo	egy sütőtök, egy tök	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	langyosban	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	tizenkilenc	nineteen	grupo	alternativoj	prononco
level	eĥo	egy visszhang	an echo	grupo	alternativoj	prononco
level	ekrano	egy képernyő	a screen	grupo	alternativoj	prononco
level	dek sep	tizenhét	seventeen	grupo	alternativoj	prononco
level	malvarmeta	menő	cool	grupo	alternativoj	prononco
level	dek kvin	tizenöt	fifteen	grupo	alternativoj	prononco
level	oratoro	szónok, szóvivő, szónok	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	egy kézitáska (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	tizenhárom	thirteen	grupo	alternativoj	prononco
level	kristalo	egy kristály	a crystal	grupo	alternativoj	prononco
level	cigaredo	egy cigaretta	a cigarette	grupo	alternativoj	prononco
level	pronomo	egy névmás	a pronoun	grupo	alternativoj	prononco
level	frapeti	megcsapolni	to tap	grupo	alternativoj	prononco
level	nukso	egy dió	a nut	grupo	alternativoj	prononco
level	dek unu	tizenegy	eleven	grupo	alternativoj	prononco
level	mirinda	csodálatos, csodálatos	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	egy portál, egy főkapu, egy kapu	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	egy funkciót	a function	grupo	alternativoj	prononco
level	impliki	belekötni, belegabalyodni, bevonni	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	feladat, munka	a task, a job	grupo	alternativoj	prononco
level	tunelo	egy alagút, egy odú	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	hajlandóság	willingness	grupo	alternativoj	prononco
level	intermanĝeto	egy ebéd (közepes, kicsi)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internet, internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	csiklandoz	to tickle	grupo	alternativoj	prononco
level	vigle	élénken, lendületesen	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	egy zenekar, egy szalag, egy szalag	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	hülye, ostoba	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Helló	hello	grupo	alternativoj	prononco
level	himno	himnusz, himnusz	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	alkalmasnak lenni, illeszkedni	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	felnőtt, felnőtt	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	átnézni, leírni	to review, to write up	grupo	alternativoj	prononco
level	gratulo	gratulálok	congratulation	grupo	alternativoj	prononco
level	flati	hízelegni	to flatter	grupo	alternativoj	prononco
level	komitato	egy bizottság	a committee	grupo	alternativoj	prononco
level	frataro	egy csoport zavar	a group of bothers	grupo	alternativoj	prononco
level	dorno	egy tövis	a thorn	grupo	alternativoj	prononco
level	nebulo	köd, köd	fog, mist	grupo	alternativoj	prononco
level	fervojo	egy vasút	a railway	grupo	alternativoj	prononco
level	uzado	hogyan kell használni, használni	how to use, using	grupo	alternativoj	prononco
level	klimato	egy klímát	a climate	grupo	alternativoj	prononco
level	brakumo	Egy ölelés	a hug	grupo	alternativoj	prononco
level	bandaĝo	kötszer, kötszer	a bandage, dressing	grupo	alternativoj	prononco
level	drato	egy drót	a wire	grupo	alternativoj	prononco
level	unuo	Mértékegység	unit	grupo	alternativoj	prononco
level	materialo	anyag, anyag	material, a material	grupo	alternativoj	prononco
level	malvarmumi	hogy megfázik	to catch cold	grupo	alternativoj	prononco
level	unue	először is	first of all	grupo	alternativoj	prononco
level	gramo	egy gramm	a gram	grupo	alternativoj	prononco
level	turniĝi	fordulttá válni	to become turned	grupo	alternativoj	prononco
level	malsano	egy betegség	a disease	grupo	alternativoj	prononco
level	porcio	egy adag, egy rész	a portion, a share	grupo	alternativoj	prononco
level	armeo	egy sereg	an army	grupo	alternativoj	prononco
level	bulteno	egy értesítő, egy hírlevél	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	buli, buli, meccs, oldal	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	egy trió	a trio	grupo	alternativoj	prononco
level	proksimume	hozzávetőlegesen, kb	approximately, about	grupo	alternativoj	prononco
level	determini	hogy meghatározza	to determine	grupo	alternativoj	prononco
level	oferi	áldozni, felajánlani, felajánlani	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	úszni, fürödni	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	nyilvánvaló, egyértelmű, nyilvánvaló	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	harmadik	third	grupo	alternativoj	prononco
level	familiara	ismerős, barátságos	familiar, friendly	grupo	alternativoj	prononco
level	pastro	pap, lelkész, lelkész	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	lapozni, böngészni, lapozni	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	hogy elegendő legyen	to be sufficient	grupo	alternativoj	prononco
level	okulumi	szemrevételezni, bámulni, bámulni, kacsintgatni	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	pontos	exact	grupo	alternativoj	prononco
level	konstati	megállapítani, ténynek megállapítani	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	egy sír, egy sír	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	egy élmény	an experience	grupo	alternativoj	prononco
level	ŝmiri	kenni, bekenni, kenni	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	úttörő	a pioneer	grupo	alternativoj	prononco
level	emerito	egy emeritus, egy nyugdíjas, egy nyugdíjas	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	íróeszköz, bármi az íráshoz	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	kedvező	favorable	grupo	alternativoj	prononco
level	kaĉo	egy zabkását, egy pürét	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	szünet nélkül	without pause	grupo	alternativoj	prononco
level	horizonto	egy horizont	a horizon	grupo	alternativoj	prononco
level	vertikalo	egy függőleges vonal	a vertical line	grupo	alternativoj	prononco
