B.sl content.tsv
Level	Esperanto	sl	en-us	Grupo	Alternativoj	Pronoco
level	pro tiu mikso de diversaj homoj	zaradi te mešanice različnih ljudi	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	to je dobro vzdušje, ki mi je zelo všeč	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	v redu, sliši se kot zanimanje	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Bom razmislil	I will think about	grupo	alternativoj	prononco
level	certe	zagotovo	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	vendar je problem ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	toliko denarja	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Trenutno nimam toliko denarja	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problem je, da nimam toliko denarja	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Razumem, ampak ne bi stalo veliko	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	verjamem, da ne bi bilo veliko drago	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	preglednica pristojbin za programe	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	to je, če pogledate tabelo delnic/provizij	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	tabela delnic/provizij IJK-vabila	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	ugotoviš, da ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	vse skupaj je samo 50 eur	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	vidiš, da je zate skupaj samo 50 eur	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	če spimo na tleh	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	v redu	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	no, to se sliši dobro	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	kaj pa potovanje	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	vlak bi stal okoli 70 evrov	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	bi bilo to mogoče za vas?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	upajmo	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	vendar bi z vlakom zdržal dovolj dolgo	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ja, lahko pa se ustavimo v enem ali dveh mestih	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	spotoma	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	in nočitev?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	bi plačal za to?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	ne, jaz ne, ampak to ni problem	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	ali to res ni problem?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	kako misliš to rešiti?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	pokazal zlato krono	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	no, kmalu ti pokažem	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ampak najprej še čaj	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	hočeš tudi ti?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	ja hvala	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	v isti kavarni'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	nekaj se dogaja, nadaljuje (dela) to	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	a plan, načrtovati, načrtovanje	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ona in on nadaljujeta načrtovanje	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	prosim, tukaj je tvoj čaj	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	medtem sem pogledala vabilo	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	pogledal vabilo IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Veliko razumem, a ne vsega	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	v redu v redu samo vprašaj	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	tukaj so stvari	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	jasne stvari	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	stvari, ki so zmedene	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	me zmedejo	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	za včlanitev, obrazec za registracijo	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Svetovna esperantska mladinska organizacija	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, ptica, ki predstavlja TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	ostati, prenočišče (prenočišče)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	prenočišče za množice	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	registracijski obrazec je orodje za registracijo	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	pristopnico, v katero napišete svoje ime, naslov itd	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	dolgo, okrajšava	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	okrajšava za Svetovno esperantsko mladinsko organizacijo	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo je smešna ptica TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	množično prenočišče je prostor, kjer biva veliko ljudi	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	spanec, uspavala, spalna vreča	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	ponavadi tam potrebuješ spalno vrečo	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	prehitro si razložil	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Nisem ujel vsega	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	ni tako pomembno	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Mislim, da zdaj to ni zelo pomembno	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	kasneje se lahko več pogovarjamo	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	več o vabilu IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Torej želite načrtovati potovanje zdaj, kajne?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ja, z veseljem	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	tako boste videli, da ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	toliko bo stalo	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	bo videl, da potovanje ne bo stalo toliko	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	hočem vedeti	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Želim vedeti o ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	kako boste rešili nočitev	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ker nimam denarja	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	mladinski hotel	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ima denar za hotel ali mladinsko prenočišče	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	tukaj je rešitev	here's the solution	grupo	alternativoj	prononco
level	pasporto	potni list	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Služba za izdajo potnih listov, bivanje v domu esperantistov	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	knjižica z imenom &quot;Passport Service&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	storitev za kaj?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	za ljudi, kot smo mi	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	doživeti, strokovnjak	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	ljudi, ki radi potujejo in doživljajo države	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	zaslužiti in porabiti	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	ne da bi porabili veliko denarja	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	storitev, storitev, ta storitev	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	no, in kako ta storitev deluje?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Vidim, da je v knjižici ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	veliko naslovov	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	veliko je naslovov iz več držav	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	prav, ja!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	na razpolago	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	vsi, vsi	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	pravzaprav so vam vsi na voljo!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	mišljeno, pomen	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;na razpolago&quot;, kaj to pomeni?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	pomeni, da ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	to guest, a guest, gostiti gosta	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	je pripravljen, je pripravljen, bodi pripravljen!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ljudje na teh naslovih so vas pripravljeni gostiti	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	spoznati (osebo), znan, spoznati se	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	in vam pomagajo spoznati njihovo regijo	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	pomeni, da so vas ljudje pripravljeni gostiti in pomagati	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	sliši se zanimivo!	sounds interesting!	grupo	alternativoj	prononco
level	do	torej	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	nekdo ostane doma drugih esperantistov, kajne?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	več izkušenj s storitvijo potnih listov	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Imel sem več zanimivih izkušenj	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Uporabljal sem ga na treh celinah	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(to) deluje slabo	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	in do zdaj je (to) delovalo zelo dobro	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Super! kam gremo?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	moj načrt je torej, da ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	pride, prispel	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	po uspešnem izletu	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	po uporabi Passport Service v dveh mestih	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	pridejo po uspešnem potovanju	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	glej, poglej!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	tamle je velika esperantska zastava	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	tabla z napisom &quot;Dobrodošli v IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	da, in pod njim je ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hura!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	pa smo končno prispeli	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Zelo sem utrujena in lačna	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	misliš, da lahko ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	nekaj pojesti	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	misliš da lahko takoj kaj pojemo?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	dvomim v to	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	najprej moramo biti sprejeti	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	je treba sprejeti na recepciji	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	in to lahko traja dolgo časa	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	po mojih izkušnjah traja dolgo	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	žal!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	je to vrsta za sprejem?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Bojim se, da	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	narediti ~ ni povsem popolno	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	je popolnoma popoln za prihod zvečer	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	lahko klepetamo z ljudmi	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	vendar lahko klepetamo z ljudmi v vrsti	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	glej, vidim prijatelja Rusije!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Lačen sem, hočem jesti	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	po približno 2 urah	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	v skladu z novimi in starimi prijatelji	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	lokalni kongresni odbor	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	član lokalnega kongresnega odbora	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	dobrodošli, kdo ste?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	iz katere države?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	si predplačal?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	prosim pokaži	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	če je tako, pokažite račun	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	si član TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	postati član na stojnici	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	če ne, se lahko pridružite na naslednji stojnici	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	tukaj so potrdila o predplačilih	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	članske izkaznice in naše potne liste	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	zelo dobro	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	Torej, vidim, da boš živel v množičnem prenočišču (prostor nesreče)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	in bo jedel v mladinskem hotelu	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	so te informacije pravilne?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	ja, popolno	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	torba s programom, zemljevidom itd	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	lahko plačate in prejmete vrečko s programom, zemljevidom itd	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	pri rdeči stojnici, tam	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	Dobro, hvala ti	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	videti je utrujen, a zdrav	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	ti ljudje so bili res videti utrujeni	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	in niso bili zelo prijazni	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	prav imaš	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	vendar ne pozabite, da ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	delajo 8 ur	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK dela morda osem ur	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	brez velike pavze	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	vendar ne pozabite, da LKK deluje brez prekinitev	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	klepetavi med tednom	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Prepričan sem, da ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Prepričan sem, da bodo bolj prijazni	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	prijaznejši in zgovornejši bodo	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	poiščimo ga	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	no, zdaj pa poiščimo množično prenočišče	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	in potem bi rad nekaj pojedel	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	si videl dekle pri stojnici TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ja, kaj pa ona?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	ali jo poznaš?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	žal ne	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	ampak je zelo lepa, kajne?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	strinjam se	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	vendar ne razume dobro	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Se strinjam, ampak ne razumem	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	so ti všeč ženske?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ja, želim ti povedati prej	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	vendar iz nekega razloga ne	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	vidik itd	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	si, si?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ja, sem homoseksualec	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	lahko rečemo tudi lezbijka	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	no, sploh nisem vedela	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	vendar me veseli, da si rekel	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	pravzaprav me veseli, da si homoseksualec	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	ti si najbolj prijazna in najlepša lezbijka	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	najlepša lezbijka, kar jih poznam	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Hvala vam! poznate druge?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ampak kako to veš?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ta punca ima raje moške!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	v vsakem primeru verjamem, da ima punca raje moške!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	tisto dekle o katerem si govoril	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	bomo videli	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	v množičnem prenočišču (naletišču)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	dobro jutro!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	si dobro spal?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	komaj videti	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	nasprotno, komaj sem spal	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	ampak zakaj?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	ste morda bili nervozni zaradi svojega prvega dne IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	res ne	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	vso noč, vso noč	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	zelo glasno smrčala	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	le nekdo je celo noč zelo glasno smrčal	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	ne moti me	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	in to me je zelo motilo	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	ali nisi slišal tega?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	sploh ne, globoko sem spala	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	sem ti to pozabil povedati ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ear, zamašiti, ušesni čepki	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	je vredno uporabiti ušesne čepke	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	je vredno uporabiti ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	ti je rekel, da se splača uporabljati ušesne čepke	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	ko spite v množičnem prenočišču (kraj nesreče)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	očitno da	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	oh, uboga Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	o kom govoriš?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	o tebi	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	milovati, božati ime, vzdevek	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	z -ĉjo ali -njo je v esperantu mogoče tvoriti vzdevke	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, ja, enkrat sem bral o tem	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	in potem bi bil Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	če želiš pojdi tja	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	koliko je ura?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	ura je že pet minut do desetih	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	pet minut pred deseto ali devet petinpetdeset	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	zadel ali zgrešil?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	si zamudil zajtrk	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	oh sranje!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	ali ste zadovoljni ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	in jaz, ki sem zelo lačen	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	če se vam mudi	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	lahko zadene vsaj odprtino	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	otvoritev kongresa	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	lahko zadeneš vsaj otvoritev konvencije	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	kdaj bo?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	ob četrt čez deset	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	trajalo bo eno uro	it will last an hour	grupo	alternativoj	prononco
