B.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	ĉu tio eblus por vi?	అది మీకు సాధ్యమవుతుందా?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	ఆశాజనకంగా	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	కానీ రైలులో చాలా కాలం ఉంటుంది	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	అవును, కానీ మేము ఒకటి లేదా రెండు నగరాల్లో ఆగవచ్చు	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	దారి పొడవునా	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	మరియు రాత్రి బస?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	మీరు దాని కోసం చెల్లిస్తారా?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	లేదు, నేను కాదు, కానీ అది సమస్య కాదు	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	ఇది నిజంగా సమస్య కాదా?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	మీరు దాన్ని ఎలా పరిష్కరించడానికి ప్లాన్ చేస్తున్నారు?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	బంగారు కిరీటం చూపించాడు	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	బాగా, నేను మీకు త్వరలో చూపిస్తాను	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	కానీ మొదటి మరింత టీ	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	నీకు కూడా కావాలా?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	అవును ధన్యవాదాలు	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	అదే కేఫ్‌లో	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	ఏదో కొనసాగుతుంది, అది కొనసాగుతుంది (చేయడం).	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	ఒక ప్రణాళిక, ప్రణాళిక, ప్రణాళిక	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ఆమె మరియు అతను ప్రణాళికను కొనసాగించాడు	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	దయచేసి, ఇదిగో మీ టీ	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	ఇంతలో నేను ఆహ్వానం వైపు చూశాను	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	IJK ఆహ్వానాన్ని చూశారు	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	నేను చాలా అర్థం చేసుకున్నాను, కానీ అన్నీ కాదు	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	సరే సరే, అడగండి	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	ఇక్కడ విషయాలు ఉన్నాయి	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	స్పష్టమైన విషయాలు	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	గందరగోళంగా ఉన్న విషయాలు	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	నాకు గందరగోళంగా ఉన్నాయి	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	చేరడానికి, ఒక రిజిస్ట్రేషన్ ఫారమ్	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	ప్రపంచ ఎస్పరాంటో యూత్ ఆర్గనైజేషన్	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	పెపో, TEJOను సూచించే పక్షి	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	ఉండడానికి, ఉండడానికి ఒక స్థలం (ఒక బస)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	సామూహిక ప్రజలకు వసతి	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	రిజిస్ట్రేషన్ ఫారమ్ అనేది నమోదు చేయడానికి ఒక సాధనం	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	మీరు మీ పేరు, చిరునామా మొదలైనవాటిని వ్రాసే సభ్యత్వ ఫారమ్	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	దీర్ఘ, ఒక సంక్షిప్తీకరణ	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	వరల్డ్ ఎస్పరాంటో యూత్ ఆర్గనైజేషన్ యొక్క సంక్షిప్తీకరణ	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	పెపో TEJO యొక్క ఫన్నీ పక్షి	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	సామూహిక బస అనేది చాలా మంది ప్రజలు ఉండే ప్రదేశం	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	ఒక నిద్ర, ఒక నిద్ర మాత్ర, ఒక స్లీపింగ్ బ్యాగ్	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	సాధారణంగా అక్కడ ఒక స్లీపింగ్ బ్యాగ్ అవసరం	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	మీరు చాలా త్వరగా వివరించారు	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	నేను ప్రతిదీ పట్టుకోలేదు	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	అనేది అంత ముఖ్యమైనది కాదు	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	ఇది ఇప్పుడు చాలా ముఖ్యమైనది కాదని నేను భావిస్తున్నాను	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	తరువాత మనం మరింత మాట్లాడవచ్చు	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	IJK ఆహ్వానం గురించి మరింత మాట్లాడటానికి	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	కాబట్టి మీరు ఇప్పుడే ప్రయాణాన్ని ప్లాన్ చేయాలనుకుంటున్నారు, సరియైనదా?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	అవును, సంతోషంగా	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	కాబట్టి మీరు దానిని చూస్తారు ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	అంత ఖర్చు అవుతుంది	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	ప్రయాణానికి అంత ఖర్చు లేకుండా చూస్తారు	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	నేను తెలుసుకోవాలనుకుంటున్నాను	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	నేను ~ గురించి తెలుసుకోవాలనుకుంటున్నాను	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	మీరు రాత్రి బసను ఎలా పరిష్కరిస్తారు	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ఎందుకంటే నా దగ్గర డబ్బు లేదు	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ఒక యూత్ హాస్టల్	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	హోటల్ లేదా యూత్-హాస్టల్ కోసం డబ్బు ఉంది	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	ఇక్కడ పరిష్కారం ఉంది	here's the solution	grupo	alternativoj	prononco
level	pasporto	ఒక పాస్పోర్ట్	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	పాస్‌పోర్ట్ సేవ, ఎస్పరాంటిస్ట్‌ల హోమ్ స్టే	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	&quot;పాస్‌పోర్ట్ సేవ&quot; పేరుతో బుక్‌లెట్	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	దేనికి సేవ?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	మనలాంటి వారి కోసం	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	అనుభవించడానికి, ఒక నిపుణుడు	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	దేశాలు పర్యటించడానికి మరియు అనుభవించడానికి ఇష్టపడే వ్యక్తులు	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	సంపాదించడానికి మరియు ఖర్చు చేయడానికి	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	చాలా డబ్బు ఖర్చు లేకుండా	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	ఒక సేవ, సేవ, ఆ సేవ	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	బాగా, మరియు ఆ సేవ ఎలా పని చేస్తుంది?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	పుస్తకంలో ~ అని నేను చూస్తున్నాను	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	చాలా చిరునామాలు	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	అనేక దేశాల నుండి అనేక చిరునామాలు ఉన్నాయి	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	సరిగ్గా, అవును!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	మీ పారవేయడం వద్ద	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	వారందరూ, అందరూ	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	నిజానికి అవన్నీ మీ వద్ద ఉన్నాయి!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	అర్థం, అర్థం	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;నా వద్ద&quot;, దాని అర్థం ఏమిటి?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	~ అని అర్థం	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	అతిథికి, అతిథికి, అతిథికి అతిథి	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	సిద్ధంగా ఉంది, సిద్ధంగా ఉంది, సిద్ధంగా ఉండండి!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ఆ చిరునామాలలోని వ్యక్తులు మీకు హోస్ట్ చేయడానికి సిద్ధంగా ఉన్నారు	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	తెలుసుకోవడం (ఒక వ్యక్తి), తెలిసిన, తెలుసుకోవడం	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	మరియు వారి ప్రాంతంతో పరిచయం పొందడానికి మీకు సహాయం చేస్తుంది	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	ప్రజలు మీకు ఆతిథ్యం ఇవ్వడానికి మరియు సహాయం చేయడానికి సిద్ధంగా ఉన్నారని అర్థం	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	ఆసక్తికరంగా ఉంది కదూ!	sounds interesting!	grupo	alternativoj	prononco
level	do	కాబట్టి	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	ఎవరైనా ఇతర ఎస్పెరాంటిస్టుల ఇంట్లో ఉంటారు, సరియైనదా?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	పాస్‌పోర్ట్ సేవతో అనేక అనుభవాలు	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	నాకు చాలా ఆసక్తికరమైన అనుభవాలు ఎదురయ్యాయి	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	నేను దానిని మూడు ఖండాలలో ఉపయోగించాను	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(ఇది) పేలవంగా పనిచేస్తుంది	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	మరియు ఇప్పటివరకు (ఇది) చాలా బాగా పనిచేసింది	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	గొప్ప! మనము ఎక్కడికి వెళ్తున్నాము?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	కాబట్టి, నా ప్రణాళిక ఏమిటంటే మనం ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	వస్తుంది, వచ్చింది	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	విజయవంతమైన పర్యటన తర్వాత	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	రెండు నగరాల్లో పాస్‌పోర్ట్ సేవను ఉపయోగించిన తర్వాత	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	వారు విజయవంతమైన యాత్ర తర్వాత వస్తారు	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	ఇదిగో, చూడు!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	అక్కడ ఒక పెద్ద ఎస్పరాంటో జెండా ఉంది	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	&quot;IJKకి స్వాగతం!&quot; అనే వచనంతో ఒక సంకేతం	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	అవును, మరియు దాని క్రింద ~ ఉంది	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	హుర్రే!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	కాబట్టి మేము చివరకు వచ్చాము	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	నేను చాలా అలసిపోయాను మరియు ఆకలితో ఉన్నాను	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	మేము చేయగలమని మీరు అనుకుంటున్నారా ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	ఏదో తినడానికి	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	మేము వెంటనే ఏదైనా తినగలమని మీరు అనుకుంటున్నారా?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	అని నా సందేహం	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	మనం మొదట అంగీకరించబడాలి	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	రిసెప్షన్ డెస్క్ వద్ద అంగీకరించాలి	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	మరియు అది చాలా కాలం పాటు ఉంటుంది	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	నా అనుభవంలో ఎక్కువ కాలం ఉండడానికి	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	అయ్యో!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	అది రిసెప్షన్‌కి లైన్‌?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	నేను అలా భయపడుతున్నాను	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	చేయడం ~ పూర్తిగా పరిపూర్ణం కాదు	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	సాయంత్రం చేరుకోవడానికి పూర్తిగా సరైనది	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	మేము వ్యక్తులతో చాట్ చేయవచ్చు	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	కానీ మేము లైన్‌లో ఉన్న వ్యక్తులతో చాట్ చేయవచ్చు	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ఇదిగో, నేను రష్యా స్నేహితుడిని చూస్తున్నాను!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	నాకు ఆకలిగా ఉంది, నేను తినాలనుకుంటున్నాను	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	సుమారు 2 గంటల తర్వాత	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	కొత్త మరియు పాత స్నేహితులకు అనుగుణంగా	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	స్థానిక కాంగ్రెస్ కమిటీ	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	స్థానిక కాంగ్రెస్ కమిటీలో సభ్యుడు	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	స్వాగతం, మీరు ఎవరు?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	ఏ దేశం నుండి?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	మీరు ముందస్తుగా చెల్లించారా?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	దయచేసి చూపించు	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	అలా అయితే, దయచేసి రసీదుని చూపించండి	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	మీరు TEJO సభ్యుడిగా ఉన్నారా?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	బూత్‌లో సభ్యుడిగా మారడానికి	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	కాకపోతే, మీరు తదుపరి బూత్‌లో చేరవచ్చు	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	ముందస్తు చెల్లింపుల రసీదులు ఇక్కడ ఉన్నాయి	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	సభ్యత్వ కార్డులు మరియు మా పాస్‌పోర్ట్‌లు	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	చాలా మంచిది	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	కాబట్టి, మీరు సామూహిక వసతి గృహంలో (క్రాష్ స్పేస్) నివసిస్తున్నారని నేను చూస్తున్నాను.	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	మరియు యూత్ హాస్టల్ లో తింటారు	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	ఆ సమాచారం సరైనదేనా?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	అవును, పరిపూర్ణమైనది	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	ప్రోగ్రామ్, మ్యాప్ మొదలైన వాటితో కూడిన బ్యాగ్	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	మీరు ప్రోగ్రామ్, మ్యాప్ మొదలైనవాటితో బ్యాగ్‌ని చెల్లించవచ్చు మరియు స్వీకరించవచ్చు	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	రెడ్ బూత్ వద్ద, అక్కడ	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	మంచిది ధన్యవాదాలు	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	అలసిపోయినా ఆరోగ్యంగా కనిపిస్తున్నాడు	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	ఆ వ్యక్తులు నిజంగా అలసిపోయినట్లు కనిపించారు	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	మరియు చాలా దయగలవారు కాదు	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	మీరు చెప్పింది నిజమే	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	కానీ గుర్తుంచుకోండి ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	8 గంటల పాటు పని చేస్తున్నారు	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK బహుశా ఎనిమిది గంటలు పని చేస్తోంది	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	చాలా విరామం లేకుండా	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	కానీ LKK విరామం లేకుండా పనిచేస్తుందని గుర్తుంచుకోండి	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	వారంలో కబుర్లు	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	నేను ఖచ్చితంగా అనుకుంటున్నాను ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	వారు దయగా ఉంటారని నేను ఖచ్చితంగా అనుకుంటున్నాను	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	వారు దయగా మరియు మరింత మాట్లాడేవారు	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	దానిని వెతుకుదాం	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	సరే, ఇప్పుడు సామూహిక బస ప్రదేశాన్ని కనుగొనండి	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	ఆపై నేను ఏదైనా తినాలనుకుంటున్నాను	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	మీరు TEJO బూత్‌లో అమ్మాయిని చూసారా?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	అవును, ఆమె గురించి ఏమిటి?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	ఆమె మీకు తెలుసా?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	దురదృష్టవశాత్తు కాదు	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	కానీ ఆమె చాలా అందంగా ఉంది, కాదా?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	నేను అంగీకరిస్తాను	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	అయితే బాగా అర్థం కాలేదు	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	నేను అంగీకరిస్తున్నాను కానీ నాకు అర్థం కాలేదు	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	నీకు ఆడవాళ్ళంటే ఇష్టమా?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	అవును, నేను మీకు ముందే చెప్పాలనుకుంటున్నాను	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	కానీ కొన్ని కారణాల వల్ల చేయలేదు	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	విరినోజ్ ప్లేస్ అల్ మి ప్లై ఓల్ విరోజ్	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	అంశం మొదలైనవి	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	నువ్వు, నువ్వా?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	అవును, నేను స్వలింగ సంపర్కురాలిని	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	లెస్బియన్ అని కూడా చెప్పవచ్చు	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	బాగా, నాకు అస్సలు తెలియదు	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	కానీ మీరు చెప్పినందుకు నేను సంతోషిస్తున్నాను	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	నిజానికి మీరు స్వలింగ సంపర్కురాలిగా ఉన్నందుకు నేను సంతోషిస్తున్నాను	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	మీరు దయగల మరియు మంచి లెస్బియన్	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	నాకు తెలిసిన మంచి లెస్బియన్	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	ధన్యవాదాలు! నీకు ఇతరులు తెలుసా?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	కానీ అది నీకు ఎలా తెలుసు?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ఆ అమ్మాయి పురుషులను ఇష్టపడుతుంది!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ఏ సందర్భంలోనైనా అమ్మాయి పురుషులను ఇష్టపడుతుందని నేను నమ్ముతున్నాను!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	మీరు మాట్లాడుతున్న ఆ అమ్మాయి	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	చూద్దాము	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	సామూహిక బస స్థలంలో (క్రాష్ స్పేస్)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	శుభోదయం!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	నువ్వు బాగా నిద్రపోయావా?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	అరుదుగా చూడండి	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	దీనికి విరుద్ధంగా, నేను నిద్రపోలేను	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	కానీ ఎందుకు?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	బహుశా మీరు మీ మొదటి IJK రోజు గురించి ఆందోళన చెందారా?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	నిజంగా కాదు	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	రాత్రంతా, రాత్రంతా	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	చాలా గట్టిగా గురక పెట్టాడు	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	రాత్రంతా ఎవరో చాలా బిగ్గరగా గురక పెట్టారు	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	నన్ను ఇబ్బంది పెట్టకు	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	మరియు అది నన్ను చాలా బాధపెట్టింది	and that bothered me greatly	grupo	alternativoj	prononco
