C.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	fabelo	сказка, сказка на ночь	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	публичный, открытый для публики	public, open to public	grupo	alternativoj	prononco
level	baro	барьер, препятствие	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	локоть	an elbow	grupo	alternativoj	prononco
level	flughaveno	аэропорт	an airport	grupo	alternativoj	prononco
level	spico	специя	a spice	grupo	alternativoj	prononco
level	kubo	кубик, игральная кость	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	переправа, перекресток	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(в) вчера вечером	(at) last night	grupo	alternativoj	prononco
level	pafi	стрелять, стрелять	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	Утвердить	to approve	grupo	alternativoj	prononco
level	kutime	обычно, обычно	ordinarily, usually	grupo	alternativoj	prononco
level	reala	настоящий	real	grupo	alternativoj	prononco
level	kolekti	коллекционировать	to collect	grupo	alternativoj	prononco
level	okulvitroj	очки, очки, очки	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	роль, роль, часть	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	отказать	to refuse	grupo	alternativoj	prononco
level	riproĉi	упрекать, упрекать, упрекать, ругать	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	счет, вексель	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	подсолнух	a sun-flower	grupo	alternativoj	prononco
level	peli	гнать, гнать, преследовать, побуждать	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	Блуза	a blouse	grupo	alternativoj	prononco
level	ĉial	по любой причине	for every reason	grupo	alternativoj	prononco
level	pluvi	идет дождь	to rain	grupo	alternativoj	prononco
level	deserto	десерт, послевкусие	a dessert, an afters	grupo	alternativoj	prononco
level	regno	королевство, царство	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	прискорбный, прискорбный	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	без причины, не по какой-либо причине	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	быть снисходительным (к), потакать	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	Чичероне, гид, доцент	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	кран, кран	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	председательствовать над	to preside over	grupo	alternativoj	prononco
level	najbara	соседний	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	перекресток	a crossway	grupo	alternativoj	prononco
level	polvo	пыль, пыль	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	глава, глава	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	Реклама	an advertisement	grupo	alternativoj	prononco
level	pia	благочестивый	pious	grupo	alternativoj	prononco
level	lastjare	в прошлом году	last year	grupo	alternativoj	prononco
level	vojmontrilo	ориентир, указатель	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	подвал, подвал	a cellar, a basement	grupo	alternativoj	prononco
level	firma	твердый, стабильный	firm, stable	grupo	alternativoj	prononco
level	eks-	(префикс) бывший, бывший	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	килограмм	a kilogram	grupo	alternativoj	prononco
level	frago	клубника	a strawberry	grupo	alternativoj	prononco
level	pato	сковородка	a frying pan	grupo	alternativoj	prononco
level	delikata	нежный, чувствительный	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	преследовать, преследовать, охотиться	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	по правде говоря	to tell the truth	grupo	alternativoj	prononco
level	pra-	отдаленность во времени, доисторический, пред-, пра-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	зрелый, спелый	mature, ripe	grupo	alternativoj	prononco
level	kulerego	ведро, большая ложка	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	вести себя, вести себя	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	действительно, искренне, действительно	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(префикс) неправильно-	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	тихий, спокойный	quiet, calm	grupo	alternativoj	prononco
level	funkcii	функционировать, действовать, работать	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	подходящий, подходящий	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	турист	a tourist	grupo	alternativoj	prononco
level	honti	стыдиться	to be ashamed	grupo	alternativoj	prononco
level	averti	предупреждать, предостерегать	to warn, to caution	grupo	alternativoj	prononco
level	turismo	туризм	tourism	grupo	alternativoj	prononco
level	stumpo	пень, окурок (сигарета)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	чаевые (бонус), вознаграждение	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	пациент	patient	grupo	alternativoj	prononco
level	mieno	выражение (лица)	a (facial) expression	grupo	alternativoj	prononco
level	pensio	пенсия, аннуитет	pension, annuity	grupo	alternativoj	prononco
level	princo	принц	a prince	grupo	alternativoj	prononco
level	sorto	судьба, судьба, удача	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(суффикс) обязательство	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	длинные чулки	long stockings	grupo	alternativoj	prononco
level	barbo	борода	beard	grupo	alternativoj	prononco
level	-ing-	(суффикс) длинный держатель, розетка	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	вкусный, приятный на вкус	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	заботиться, нянчить	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(суффикс) женское имя домашнего животного	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(суффикс) имя домашнего животного мужского пола	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	пахать, пахать, пахать	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	любовное письмо	a loveletter	grupo	alternativoj	prononco
level	glaso da	стакан	a glass of	grupo	alternativoj	prononco
level	valo	Долина	a valley	grupo	alternativoj	prononco
level	taso da	чашка	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	бремя, груз, заряд	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	шведский стол	a buffet	grupo	alternativoj	prononco
level	avino	бабушка	a grandmother	grupo	alternativoj	prononco
level	guto	капля, капля	a drop, a drip	grupo	alternativoj	prononco
level	estingi	потушить, потушить	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	счастливо	happily	grupo	alternativoj	prononco
level	gorĝo	горло	a throat	grupo	alternativoj	prononco
level	serpento	змея	a snake	grupo	alternativoj	prononco
level	klare	четко	clearly	grupo	alternativoj	prononco
level	alveni	приехать, получить	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	добавить	to add	grupo	alternativoj	prononco
level	vesti (sin)	одеть (себя), надеть	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	хвост	a tail	grupo	alternativoj	prononco
level	alporti	принести, принести	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	вестибюль (раздевание), вестибюль, тамбур	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	гудок, гудок, клаксон	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	жадный, скупой	greedy, avarious	grupo	alternativoj	prononco
level	ebla	возможно, способен	possible, able	grupo	alternativoj	prononco
level	eble	возможно, возможно, может быть	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	мести	to sweep	grupo	alternativoj	prononco
level	kompreneble	конечно (понятно)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	кататься на коньках, скользить	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	кататься на коньках (кататься на коньках)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	пот, пот, пот	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	ничей, ничей	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	походить, походить	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	камин, очаг	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	портативный	portable	grupo	alternativoj	prononco
level	memkomprenebla	очевидно, конечно	evident, of course	grupo	alternativoj	prononco
level	prezidanto	председатель, президент	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	несколько	several	grupo	alternativoj	prononco
level	kongresnumero	регистрационный номер в конгрессе	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	Всемирный конгресс (эсперанто)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	глухой	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	Всемирная эсперанто-ассоциация	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	наводить порядок, наводить порядок	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	состоявшаяся, незамужняя женщина, мисс.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	кольцо	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	пассажирский корабль	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	книга конгресса	a congress book	grupo	alternativoj	prononco
level	beko	клюв, счет	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	книжный магазин (на конгрессе)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	книжная полка	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	подушка	a pillow	grupo	alternativoj	prononco
level	cindro	зола, шлак	ash, cinder	grupo	alternativoj	prononco
level	artikolo	статья (журнал, газета)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	нумеровать, считать	to number, to count	grupo	alternativoj	prononco
level	duobla	двойной	double	grupo	alternativoj	prononco
level	duoble	дважды, вдвойне	twice, doubly	grupo	alternativoj	prononco
level	dekobla	в десять раз	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	кепка	a cap	grupo	alternativoj	prononco
level	dekoblo	в десять раз, в десять раз	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	кассета	a cassette	grupo	alternativoj	prononco
level	dekoble	в десять раз больше (много)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Иисус	Jesus	grupo	alternativoj	prononco
level	poluro	полировка, полировка	polish, polishment	grupo	alternativoj	prononco
level	tusi	кашлять	to cough	grupo	alternativoj	prononco
level	pinglo	булавка, игла	pin, needle	grupo	alternativoj	prononco
level	buĝeto	бюджет (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	половина	an half	grupo	alternativoj	prononco
level	subjekto	предмет	a subject	grupo	alternativoj	prononco
level	pesi	измерять вес, взвешивать	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	каждый день, ежедневно	every day, daily	grupo	alternativoj	prononco
level	lanterno	фонарь	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	обед, полдник	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	импортировать	to import	grupo	alternativoj	prononco
level	duona	половина (л)	half(ly)	grupo	alternativoj	prononco
level	dekono	десятая часть	a tenth	grupo	alternativoj	prononco
level	skrapi	царапать, царапать	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	четверть, одна четверть	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	треть, одна треть	a third, one third	grupo	alternativoj	prononco
level	pezi	весить (иметь тяжесть какой-либо суммы)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	носовой платок (=каертуко)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	банное полотенце	a bath towel	grupo	alternativoj	prononco
level	littuko	простыня	a bed sheet	grupo	alternativoj	prononco
level	terure	ужасно, ужасно	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	четверка, четверка	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	туалет (одежда)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	прощение, помилование, отпущение грехов	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	кадка, ванна, чан	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	регулярно посещать, часто посещать	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	исследовать, исследовать	to explore, to investigate	grupo	alternativoj	prononco
level	regali	потчевать, угощать, развлекать	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	обсуждать	to discuss	grupo	alternativoj	prononco
level	propagandi	вести пропаганду, рекламировать	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	швейная игла	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	лопатой	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	аплодисменты, одобрение	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	голодный	hungry	grupo	alternativoj	prononco
level	esprimi	выражать	to express	grupo	alternativoj	prononco
level	subtaso	блюдце	a saucer	grupo	alternativoj	prononco
level	traduko	перевод	a translation	grupo	alternativoj	prononco
level	kopiilo	копировальный аппарат, копировальный аппарат	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	запас, запас, запас	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	переводить	to translate	grupo	alternativoj	prononco
level	terglobo	земной шар	the earth globe	grupo	alternativoj	prononco
level	breto	полка	a shelf	grupo	alternativoj	prononco
level	sekreti	хранить секреты	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	экономика, экономика	economy, an economy	grupo	alternativoj	prononco
level	evolui	развиваться	to evolve	grupo	alternativoj	prononco
level	ĉambristo	экономка	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	в воскресенье	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	давать взаймы	to lend	grupo	alternativoj	prononco
level	veturado	собираюсь покататься	going on a ride	grupo	alternativoj	prononco
level	ĥoro	хор, хор	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	брать взаймы и брать	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	одежда	clothes	grupo	alternativoj	prononco
level	rapide	быстро, быстро, стремительно	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	центр города	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 лет	30 years old	grupo	alternativoj	prononco
level	tiuokaze	в таком случае	in that case	grupo	alternativoj	prononco
level	sekigi	сушить	to dry	grupo	alternativoj	prononco
level	varmigi	согреть, согреть, согреть	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	на месте	at the place	grupo	alternativoj	prononco
level	supren	вверх	upward	grupo	alternativoj	prononco
level	subakvigi	тонуть, заставлять тонуть	to sink, to make sink	grupo	alternativoj	prononco
level	foto	фотография, фотография	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	пустыня	a wilderness	grupo	alternativoj	prononco
level	skribotablo	письменный стол	a writing table	grupo	alternativoj	prononco
level	varmiĝi	стать теплым	to become warm	grupo	alternativoj	prononco
level	klarigi	объяснять, уточнять	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	бесстрашный человек	a fearless man	grupo	alternativoj	prononco
level	krepusko	сумерки, сумерки	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	носить, утомлять, вызывать усталость	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	бесцветный	colorless	grupo	alternativoj	prononco
level	senbrue	без шума	without noise	grupo	alternativoj	prononco
level	lernigi	учиться, учить	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	задолжать	to owe	grupo	alternativoj	prononco
level	sekreta	секрет	secret	grupo	alternativoj	prononco
level	finigi	положить конец, закончить	to make an end, to finish	grupo	alternativoj	prononco
level	salto	прыжок	a jump	grupo	alternativoj	prononco
level	finiĝi	закончиться, закончиться, прийти к концу	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	остыть	to become cold	grupo	alternativoj	prononco
level	rideto	улыбка	a smile	grupo	alternativoj	prononco
level	sidiĝi	садиться	to sit down	grupo	alternativoj	prononco
level	repaciĝo	снова стать мирным	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	вернуть	to give back	grupo	alternativoj	prononco
level	stariĝi	встать, подняться, встать	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	очень быстро	very quickly	grupo	alternativoj	prononco
level	servo	услуга, услуга	service, a service	grupo	alternativoj	prononco
level	konsideri	рассматривать	to consider	grupo	alternativoj	prononco
level	promenejo	набережная	a promenade	grupo	alternativoj	prononco
level	komenciĝi	начать, начинать	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	украшать (подробнее)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	заставить потеряться	to make to get lost	grupo	alternativoj	prononco
level	ordigi	сделать заказ	to make ordered	grupo	alternativoj	prononco
level	maristo	моряк, матрос, моряк	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	не интересно	not interesting	grupo	alternativoj	prononco
level	naturaĵo	естественная вещь	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	стать ~	to become ~	grupo	alternativoj	prononco
level	multpieda	многоногий	many-footed	grupo	alternativoj	prononco
level	moviĝi	переехать (отойти), переехать в другое место	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	познакомиться (с)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	завтрашний день	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	исследовать	to examine	grupo	alternativoj	prononco
level	malŝati	ненавидеть, не любить	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	пополнить, заполнить	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	грустный	sad	grupo	alternativoj	prononco
level	frosto	мороз, мороз, заморозить, леденящий холод	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	ладонь, ладонь	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	тревожный	anxious	grupo	alternativoj	prononco
level	respubliko	республика	a republic	grupo	alternativoj	prononco
level	malseka	влажный	wet	grupo	alternativoj	prononco
level	malsaniĝi	заболеть	to become ill	grupo	alternativoj	prononco
level	aliĝi	присоединиться	to join	grupo	alternativoj	prononco
level	malplaĉa	неудобный	uncomfortable	grupo	alternativoj	prononco
level	malofte	редко	rarely	grupo	alternativoj	prononco
level	malmulto	немного	few	grupo	alternativoj	prononco
level	rezignigi	заставить уйти в отставку, заставить уйти в отставку	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	фильм, кинофильм	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	через несколько	in few	grupo	alternativoj	prononco
level	terni	чихать	to sneeze	grupo	alternativoj	prononco
level	fermigi	заставить закрыться	to make to close	grupo	alternativoj	prononco
level	malkontentigi	раздражать	to annoy	grupo	alternativoj	prononco
level	malfrui	опоздать	to be late	grupo	alternativoj	prononco
level	malforta	слабый	weak	grupo	alternativoj	prononco
level	fermiĝi	стать закрытым, закрыться	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	трудный	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	спиртное, алкогольный напиток	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	определить	to define	grupo	alternativoj	prononco
level	malagrabla	неприятный	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	заменить, поставить на место, заменить	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	рабочий	a worker	grupo	alternativoj	prononco
level	koncerni	относиться	to concern	grupo	alternativoj	prononco
level	sciigi	сообщить, сообщить, поделиться, уведомить	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	посадить	to plant	grupo	alternativoj	prononco
level	politiko	политика, политика	a policy, politics	grupo	alternativoj	prononco
level	kunporti	взять с собой	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	подружиться (с ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	физическая сила	physical strength	grupo	alternativoj	prononco
level	klarigo	объяснение	an explanation	grupo	alternativoj	prononco
level	dividi	разделить, разделить	to divide, to share	grupo	alternativoj	prononco
level	armi	вооружить	to arm	grupo	alternativoj	prononco
level	karulino	дорогая	a darling	grupo	alternativoj	prononco
level	intervidiĝi	увидеть друг друга	to see each other	grupo	alternativoj	prononco
level	instruistino	учительница	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	ключ	a key	grupo	alternativoj	prononco
level	ideoriĉa	творческий	imaginative	grupo	alternativoj	prononco
level	falsi	фальсифицировать, подделывать, подделывать, подделывать	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	обувь	shoes	grupo	alternativoj	prononco
level	homformo	форма человека	a form of a person	grupo	alternativoj	prononco
level	scipovi	знать, как	to know how	grupo	alternativoj	prononco
level	haltigi	остановить	to cause stop	grupo	alternativoj	prononco
level	spezi	совершать сделки с деньгами	to transact money	grupo	alternativoj	prononco
level	grandula	гигант	giant's	grupo	alternativoj	prononco
level	grafino	графиня	a countess	grupo	alternativoj	prononco
level	supra	верхний	upper	grupo	alternativoj	prononco
level	gondolisto	гондолист	a gondolist	grupo	alternativoj	prononco
level	paŭzi	сделать паузу, прерваться, отдохнуть	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	братья и сестры	siblings	grupo	alternativoj	prononco
level	sandviĉo	бутерброд	a sandwich	grupo	alternativoj	prononco
level	knedi	смешивать, месить, работать	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	говорить неправильно	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	тренироваться, тренироваться, тренироваться, тренироваться	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	в конце	at the end	grupo	alternativoj	prononco
level	verŝajne	вероятно, видимо	probably, apparently	grupo	alternativoj	prononco
level	familiano	член семьи	a family member	grupo	alternativoj	prononco
level	energio	энергия	an energy	grupo	alternativoj	prononco
level	faligi	вызвать падение, переехать	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	аппарат, машина, устройство	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	информация	an information	grupo	alternativoj	prononco
level	eniri	войти	to go in	grupo	alternativoj	prononco
level	saluton!	привет!	hello!	grupo	alternativoj	prononco
level	ekvidi	начать видеть	to start seeing	grupo	alternativoj	prononco
level	balancilo	качели, баланс	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	На выходе	on the way out	grupo	alternativoj	prononco
level	flugilo	крыло	a wing	grupo	alternativoj	prononco
level	ekrigardi	начать искать	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	оратор	a speaker	grupo	alternativoj	prononco
level	ekmire	чудесно	wonderously	grupo	alternativoj	prononco
level	dumtage	днем	at day	grupo	alternativoj	prononco
level	socio	общество	a society	grupo	alternativoj	prononco
level	doloriga	причинение боли	causing pain	grupo	alternativoj	prononco
level	laborilo	инструмент для работы	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	сбиться с пути	to go astray	grupo	alternativoj	prononco
level	banujo	ванна (=банкуво)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	плакат, пост, статья	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	встать с постели, встать	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	означать, означать, подразумевать	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	ножницы	scissors	grupo	alternativoj	prononco
level	besteto	маленькое животное	a little animal	grupo	alternativoj	prononco
level	pasio	страсть	passion	grupo	alternativoj	prononco
level	bedaŭrinde	к сожалению	unfortunately	grupo	alternativoj	prononco
level	ekdormi	заснуть	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	плохо пахнет	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	нож	a knife	grupo	alternativoj	prononco
level	rano	лягушка	a frog	grupo	alternativoj	prononco
level	arboplena	полный деревьев	full of trees	grupo	alternativoj	prononco
level	vespere	вечером	in the evening	grupo	alternativoj	prononco
level	temo	тема, тема	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	двигаться вперед	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	Калькулятор	a calculator	grupo	alternativoj	prononco
level	amikino	девушка	a girl friend	grupo	alternativoj	prononco
level	alilanda	иностранный	foreign	grupo	alternativoj	prononco
level	kovrilo	чехол, горит, одеяло	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	меню	a menu	grupo	alternativoj	prononco
level	informilo	информационный бюллетень, объявление	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Венеция	Venice	grupo	alternativoj	prononco
level	teroro	ужас	a terror	grupo	alternativoj	prononco
level	doĝo	дож, наместник	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	количество, сумма	quantity, amount	grupo	alternativoj	prononco
level	batilo	бита (чтобы ударить)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	качество, свойство	quality, property	grupo	alternativoj	prononco
level	laŭte	громко, вслух	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(суффикс) условный пассив	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Рождество	Christmas	grupo	alternativoj	prononco
level	vivo	жизнь	a life	grupo	alternativoj	prononco
level	freneza	сумасшедший, безумный, сумасшедший	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	решить, растворить	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	относящийся к	relating to	grupo	alternativoj	prononco
level	fi!	дерьмо!	shit!	grupo	alternativoj	prononco
level	rideti	улыбаться	to smile	grupo	alternativoj	prononco
level	temas pri	это о	it is about	grupo	alternativoj	prononco
level	alilande	за границей	abroad	grupo	alternativoj	prononco
level	pli-malpli	более или менее	more or less	grupo	alternativoj	prononco
level	kadro	рамка, обстановка, кадр	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	маленький, крошечный (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	две тысячи	two thousands	grupo	alternativoj	prononco
level	ŝtormo	буря	a storm	grupo	alternativoj	prononco
level	elektra	электрический, электрический	electric, electrical	grupo	alternativoj	prononco
level	ducent	две сотни	two hundreds	grupo	alternativoj	prononco
level	lageto	пруд	a pond	grupo	alternativoj	prononco
level	tridek	тридцать	thirty	grupo	alternativoj	prononco
level	kukurbo	тыква, тыква	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	в теплом	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	девятнадцать	nineteen	grupo	alternativoj	prononco
level	eĥo	эхо	an echo	grupo	alternativoj	prononco
level	ekrano	экран	a screen	grupo	alternativoj	prononco
level	dek sep	семнадцать	seventeen	grupo	alternativoj	prononco
level	malvarmeta	прохладный	cool	grupo	alternativoj	prononco
level	dek kvin	пятнадцать	fifteen	grupo	alternativoj	prononco
level	oratoro	оратор, представитель, оратор	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	сумочка (=мансакето)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	тринадцать	thirteen	grupo	alternativoj	prononco
level	kristalo	кристалл	a crystal	grupo	alternativoj	prononco
level	cigaredo	сигарета	a cigarette	grupo	alternativoj	prononco
level	pronomo	местоимение	a pronoun	grupo	alternativoj	prononco
level	frapeti	нажимать	to tap	grupo	alternativoj	prononco
level	nukso	орех	a nut	grupo	alternativoj	prononco
level	dek unu	одиннадцать	eleven	grupo	alternativoj	prononco
level	mirinda	потрясающий, чудесный	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	портал, главные ворота, ворота	a portal, a main gate, a gate	grupo	alternativoj	prononco
