A.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	mil ok cent ok dek sep	ਹਜ਼ਾਰ ਅੱਠ ਸੌ ਸੱਤਰ (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	ਚਾਹ ਦਾ ਇੱਕ ਕੱਪ	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	ਕਿਸੇ ਨੇ ਅੱਠ ਕੱਪ ਧੋਤੇ	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	ਦੋ ਹਜ਼ਾਰ ਉਨ੍ਹੀ (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	ਉਸ ਨੇ ਆਪਣੇ ਆਪ ਨੂੰ ਧੋਤਾ	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	ਕਿਸੇ ਦਾ ਸਰੀਰ, ਆਪਣੀ ਮਲਕੀਅਤ	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	ਮੇਜ਼ 'ਤੇ, ਬਿੱਲੀ ਸੌਂ ਗਈ	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	ਬਿੱਲੀ ਮੇਜ਼ ਉੱਤੇ ਛਾਲ ਮਾਰ ਗਈ	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	ਹਾਲ ਵਿੱਚ, ਹਾਲ ਵਿੱਚ	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਡਿੱਗ ਗਿਆ	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	ਕੰਮ ਕਰਨ ਲਈ, ਵਿਸਤ੍ਰਿਤ ਕਰਨ ਲਈ	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	ਉਸ ਕਿਤਾਬ ਲਈ ਵਿਸਤ੍ਰਿਤ ਕਰਨ ਲਈ	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	ਜਾਣਦਾ ਹੈ, ਜਾਣਨਾ ਚਾਹੁੰਦਾ ਹੈ, ਉਤਸੁਕਤਾ	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	ਦੋਭਾਸ਼ੀ, ਦੋਭਾਸ਼ੀਵਾਦ	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	ਇੱਕ ਤ੍ਰਿਭਾਸ਼ੀ ਸਿੱਖਣ ਵਾਲੇ ਬਾਰੇ ਹੈਰਾਨੀਜਨਕ	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	ਗਿਆ, ਵਾਪਸ ਆਇਆ	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	ਬਿੱਲੀਆਂ ਆਪਣੇ (ਆਪਣੇ) ਘਰਾਂ ਨੂੰ ਪਰਤ ਗਈਆਂ	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	ਬੈਗ ਵਿੱਚ, ਬੈਗ ਵਿੱਚ	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	ਇਸਨੂੰ ਆਪਣੇ ਬੈਗ ਵਿੱਚ ਪਾਓ	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	ਇੱਕ ਪੈਰ, ਸੈਰ, ਇੱਕ ਪੈਦਲ	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	ਦਸ ਦਿਨ ਲਈ, ਉਹ ਤੁਰਿਆ	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	ਲੈਣ ਲਈ, ਬਾਹਰ ਕੱਢਣ ਲਈ	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	ਸੋਹਣੇ ਫੁੱਲ, ਸੋਹਣੇ ਫੁੱਲ ਲਏ	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	ਉਸਨੇ ਸਿਰਫ ਸੁੰਦਰ ਫੁੱਲ ਕੱਢੇ	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	ਖੋਲ੍ਹਿਆ, ਪਰ ਤੁਰੰਤ ਬੰਦ	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	ਇੱਕ ਅੰਤਰਰਾਸ਼ਟਰੀ ਮੀਟਿੰਗ ਖੋਲ੍ਹੀ	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	ਪ੍ਰਕਾਸ਼ਿਤ ਅਤੇ ਵੰਡਿਆ	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	ਪ੍ਰਕਾਸ਼ਕ ਨੇ 23 ਕਿਤਾਬਾਂ ਪ੍ਰਕਾਸ਼ਿਤ ਕੀਤੀਆਂ	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	ਵਾਪਸ ਆ ਕੇ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਫਿਰ ਦੇਖਿਆ	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	ਸਾਲ ਦੋ ਹਜ਼ਾਰ 23 (2023) ਵਿੱਚ	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	ਇੱਕ ਸੱਜਣ ਸਟੋਰ ਵਿੱਚ (ਵਿੱਚ) ਦਾਖਲ ਹੋਇਆ	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	ਕਾਰਾਂ ਦਾ ਸਟੋਰ	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	ਉੱਥੇ ਉਸਨੂੰ ਇੱਕ ਔਰਤ ਦਿਖਾਈ ਦਿੰਦੀ ਹੈ	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	ਪਿਆਰੇ ਇਸਤਰੀ ਅਤੇ ਸੱਜਣ	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	ਜਿਸਨੇ ਮੈਨੂੰ ਖੁਸ਼ ਕੀਤਾ (ਮੈਨੂੰ ਇਹ ਪਸੰਦ ਹੈ)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	ਔਰਤ ਨੇ ਉਸਨੂੰ ਖੁਸ਼ ਕੀਤਾ (ਉਸ ਨੇ ਔਰਤ ਨੂੰ ਪਸੰਦ ਕੀਤਾ)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	ਸੁੰਦਰ ਔਰਤ ਨੂੰ ਦੇਖਿਆ	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	ਕਿਸਨੇ ਉਸਨੂੰ ਖੁਸ਼ ਕੀਤਾ? (ਉਹ ਕਿਸਨੂੰ ਪਸੰਦ ਕਰਦਾ ਸੀ?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	ਔਰਤ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਖੁਸ਼ ਕੀਤਾ	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	ਉਹ ਜੋ ਘਰ ਵਿੱਚ ਦਾਖਲ ਹੋਇਆ	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	ਉਹ ਆਦਮੀ ਜਿਸਨੇ ਇਸਨੂੰ ਦਾਨ ਕੀਤਾ	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	ਉਸਨੇ ਆਪਣੀ ਪਤਨੀ ਨੂੰ ਇੱਕ ਅੰਗੂਠੀ ਦਿੱਤੀ	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	ਉਸ ਨੂੰ ਰਿੰਗ ਪਸੰਦ ਸੀ	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	ਪਤਨੀ ਜਿਸ ਨੂੰ ਰਿੰਗ ਪਸੰਦ ਸੀ	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	ਇੱਕ ਸੇਲਜ਼ਮੈਨ ਸਟੋਰ ਵਿੱਚ ਕੰਮ ਕਰਦਾ ਹੈ	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	ਕਾਰਾਂ ਦਾ ਸੇਲਜ਼ਮੈਨ	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	ਸੱਜਣ ਨੇ ਸੇਲਜ਼ਮੈਨ ਨੂੰ ਪੁੱਛਿਆ	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	ਤੁਹਾਨੂੰ ਕਿਹੜੀ ਕਾਰ ਪਸੰਦ ਹੈ?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	ਤੁਸੀਂ ਕਿਹੜੀ ਕਾਰ ਚੁਣੋਗੇ?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	ਮੈਂ ਉਹ ਕਾਰ ਚੁਣੀ	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	ਇਹ ਬਿਹਤਰ ਹੈ	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	ਇਸ ਤੋਂ ਬਿਹਤਰ	better than this	grupo	alternativoj	prononco
level	plej bona el ili	ਉਹਨਾਂ ਵਿੱਚੋਂ ਸਭ ਤੋਂ ਵਧੀਆ	best of them	grupo	alternativoj	prononco
level	estas la plej bona	ਸਭ ਤੋਂ ਵਦੀਆ ਹੈ	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	ਕਿਹੜੀ ਕਾਰ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	ਇਹ ਕਾਰ ਬਿਹਤਰ ਹੈ	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	ਇਹ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	ਸਾਰੀਆਂ ਕਾਰਾਂ ਦੇਖੀਆਂ	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	ਸਭ ਤੋਂ ਵਧੀਆ	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	ਕੀ ਇਹ ਤੇਜ਼ ਹੈ?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	ਦੂਜਿਆਂ ਨਾਲੋਂ ਤੇਜ਼	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	ਵੀ ਮਜ਼ਬੂਤ ਹੈ	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ਓ ਹਾਂ, ਜ਼ਰੂਰ!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	ਬਹੁਤ ਮਜ਼ਬੂਤ ਹੈ	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	ਯਕੀਨਨ ਇਹ ਮਜ਼ਬੂਤ ਹੈ	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	ਵੀ ਮਹਿੰਗਾ ਹੈ	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	ਸਭ ਤੋਂ ਮਹਿੰਗਾ	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	ਸਸਤੇ ਪਰ ਮਜ਼ਬੂਤ	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	ਅਫ਼ਸੋਸ ਮਹਿਸੂਸ ਕਰਦਾ ਹੈ ਅਤੇ ਤਰਸਯੋਗ ਹੈ (ਅਫ਼ਸੋਸ ਕਰਨ ਯੋਗ)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	ਬਦਕਿਸਮਤੀ ਨਾਲ ਮੈਂ ਨਹੀਂ ਖਰੀਦਾਂਗਾ	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	ਇੱਕ ਮੰਦਭਾਗੀ ਗੱਲ ਹੈ	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	ਉਸਨੇ ਇੱਕ ਨਵੀਂ ਕਾਰ ਖਰੀਦੀ	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ਕਿਉਂਕਿ ਮੇਰੇ ਕੋਲ ਪੈਸੇ ਨਹੀਂ ਹਨ	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	ਮੇਰੀ ਪੁਰਾਣੀ ਕਾਰ	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	ਸਭ ਤੋਂ ਸਸਤਾ	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	ਮੈਂ ਉੱਥੇ ਗੱਡੀ ਚਲਾਵਾਂਗਾ	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	ਅਜੇ ਵੀ ਇਸਦੇ ਨਾਲ ਗੱਡੀ ਚਲਾਏਗਾ	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	ਸਾਰਾ ਦਿਨ	all day long	grupo	alternativoj	prononco
level	dum li diris tion	ਜਦਕਿ ਉਸ ਨੇ ਕਿਹਾ ਕਿ	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	ਉਸਨੇ ਦੁਬਾਰਾ ਉਸ ਵੱਲ ਦੇਖਿਆ	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ਪਰ ਸੇਲਜ਼ਮੈਨ ਨੇ ਕਿਹਾ	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	ਇਹ ਬਿਹਤਰ ਹੋਵੇਗਾ ਕਿ ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	ਇਸ ਔਰਤ ਨੂੰ ਦੇਖੋ	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	ਜੋ ਕਿ ਬਹੁਤ ਮਹਿੰਗਾ ਵੀ ਹੈ	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	ਮੈਂ ਉਸਦਾ ਪਤੀ ਹਾਂ	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	ਤੁਹਾਡੀ ਯਾਤਰਾ ਦੀ ਕੀਮਤ ਕਿੰਨੀ ਸੀ?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	ਆਪਣੀ ਪਤਨੀ ਦਾ ਗੀਤ ਸੁਣੋ	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	ਇਹ ਨਾ ਭੁੱਲੋ ਕਿ ਇਸਦੀ ਬਹੁਤ ਕੀਮਤ ਹੈ	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	ਉਸਨੇ ਦੋ ਘੰਟੇ ਸੇਲਜ਼ਮੈਨ ਦੀ ਮਦਦ ਕੀਤੀ	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	ਤਿੰਨ ਸਾਲਾਂ ਤੋਂ ਵੱਧ ਲਈ	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	ਕਵਰ, ਕਵਰ, ਬੇਨਕਾਬ (ਖੋਜ)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	ਕਾਰਨ ਉਸ ਨੇ ਅਜੇ ਤੱਕ ਖੋਜਿਆ ਹੈ	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	ਤੁਸੀਂ ਚਿੱਠੀਆਂ ਕਿਉਂ ਭੇਜਣੀਆਂ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀਆਂ?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	ਅੱਠ ਮਹੀਨੇ ਉਹ ਉੱਥੇ ਰਿਹਾ	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	ਸੁਣਨ ਦਾ ਸਮਾਂ ਨਹੀਂ ਸੀ	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	ਕਾਰ ਪਹਿਲਾਂ ਹੀ ਭਰੀ ਹੋਈ ਸੀ	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	ਤੁਸੀਂ ਕੀ ਖਾ ਰਹੇ ਹੋ	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	ਤੁਹਾਡੇ ਕੋਲ ਕਿਸ ਕਿਸਮ ਦੀ ਕਾਰ ਹੈ?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	ਉਸਦੇ ਅੱਖਰ ਕਿਹੋ ਜਿਹੇ ਸਨ?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	ਅਸੀਂ ਕਿੱਥੇ ਹਾਂ?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	ਤੁਸੀਂ ਕਿੱਥੇ ਜਾ ਰਹੇ ਹੋ?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	ਤੁਸੀਂ ਇਹ ਕਿਸ ਨੂੰ ਦਿੱਤਾ ਸੀ?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	ਉਹ ਆਦਮੀ ਜਿਸ ਨਾਲ ਤੁਸੀਂ ਯਾਤਰਾ ਕੀਤੀ ਸੀ	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	ਕਾਰ ਨਾਲੋਂ ਵੱਡਾ	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	ਉਹਨਾਂ ਲੋਕਾਂ ਵਿੱਚੋਂ ਸਭ ਤੋਂ ਲੰਬਾ	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	ਉਹ ਰਾਤ ਦੇ ਖਾਣੇ 'ਤੇ ਬੈਠਾ ਸੀ	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	ਜਦੋਂ ਉਹ ਪੜ੍ਹਦਾ ਹੈ ਤਾਂ ਉਹ ਲਿਖਦੀ ਹੈ	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	ਇੱਥੇ, ਇਸ ਕਮਰੇ ਵਿੱਚ	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	ਇਹ ਸੱਜਣ	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	ਸੁਣਨ ਯੋਗ ਖਬਰ	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	ਕਿਤਾਬ ਸੱਚਮੁੱਚ ਪੜ੍ਹਨ ਯੋਗ ਹੈ	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	ਇੱਕ ਮੰਦਭਾਗੀ ਗੱਲ	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	ਬਦਕਿਸਮਤੀ ਨਾਲ, ਮੈਂ ਨਹੀਂ ਕਰ ਸਕਦਾ	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	ਤੁਹਾਡਾ ਸੁਆਗਤ ਹੈ. ਇਹ ਮੇਰੀ ਖੁਸ਼ੀ ਸੀ	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	ਛੋਟੀ ਸੋਹਣੀ ਕੁੜੀ ਬਹੁਤ ਸੋਹਣੀ ਹੈ	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	ਸਾਰੇ ਦੋਸਤ ਉਸਨੂੰ ਪਿਆਰ ਕਰਦੇ ਹਨ	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	ਤਿੰਨ ਮਹੀਨੇ ਪਹਿਲਾਂ	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	ਉਸ ਨਾਲ ਕੁਝ ਬੁਰਾ ਹੋਇਆ	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	ਉਹ ਕਾਰ ਕਾਰਨ ਡਿੱਗ ਗਈ	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	ਬਿਮਾਰ ਹੋ ਗਿਆ ਅਤੇ ਤਾਪਮਾਨ ਵਧ ਗਿਆ	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	ਮਾਂ ਨੇ ਕਿਹਾ ਕਿ ਉਸਨੂੰ ਆਰਾਮ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	ਉਸ ਨੂੰ ਘਰ ਰਹਿਣਾ ਪੈਂਦਾ ਹੈ	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	ਉਹ ਇੱਕ ਡਾਕਟਰ ਨੂੰ ਬੁਲਾਵੇਗੀ	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	ਨੌਂ ਵਜੇ	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	ਸਵੇਰੇ ਅੱਠ ਵਜੇ ਆਇਆ	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	ਕੱਲ ਸ਼ਾਮ ਸੱਤ ਵਜੇ	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	ਆਪਣੇ ਹੱਥ ਦਿਖਾਏ	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	ਪਹਿਰਾਵਾ, ਪਹਿਨਿਆ ਜਾ ਰਿਹਾ ਹੈ	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	ਕੱਪੜੇ ਪਾਓ ਅਤੇ ਆਪਣੇ ਸਰੀਰ ਨੂੰ ਗਰਮ ਕਰੋ	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	ਘਰ ਵਿੱਚ ਤੁਰੰਤ ਕੱਪੜੇ ਉਤਾਰੇ ਅਤੇ ਨਹਾਉਣ	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	ਇੱਕ ਡਾਕਟਰ ਨੇ ਸਭ ਕੁਝ ਦੇਖਿਆ	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	ਧਿਆਨ ਨਾਲ ਦੇਖਿਆ ਅਤੇ ਅੰਤ ਵਿੱਚ ਕਿਹਾ	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ਇੱਕ ਹਫ਼ਤੇ ਲਈ ਘਰ ਰਹੋ	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	ਚਾਹੁੰਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਸ਼ਾਂਤ ਰਹੋ	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	ਇੱਕ ਹਫ਼ਤੇ ਬਾਅਦ	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	ਤੁਸੀਂ ਬਿਹਤਰ ਮਹਿਸੂਸ ਕਰੋਗੇ	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	ਕਾਫੀ ਚਾਹ ਪੀਓ	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	ਤੁਹਾਨੂੰ ਦੁਬਾਰਾ ਮਿਲਣ ਲਈ ਆਵਾਂਗਾ	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	ਉਸਨੂੰ ਵੀ ਸ਼ਾਂਤ ਰਹਿਣ ਦਿਓ	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	ਸਿਹਤਮੰਦ ਆਦਮੀ, ਸਿਹਤਮੰਦ ਵਿਅਕਤੀ	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	ਆਪਣੇ ਆਪ ਨੂੰ ਸੰਭਾਲ ਲਿਆ	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	ਸਾਰੀ ਚੀਜ਼ ਮੇਰੇ ਲਈ ਇੱਕੋ ਸਮੇਂ ਲਾਭਦਾਇਕ ਸੀ	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	ਦੇਖਿਆ ਕਿ ਭਿਆਨਕ ਚੀਜ਼ ਨੇੜੇ ਹੈ	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	ਨੂੰ ਤੁਰੰਤ ਨੋਟਿਸ ਕਰਨ ਲਈ ਕਿਹਾ	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	ਸੋਚਿਆ ਕਿ ਇਹ ਜ਼ਰੂਰੀ ਨਹੀਂ ਸੀ	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	ਨੇੜੇ ਰਹਿੰਦਾ ਸੀ, ਅਤੇ ਇਹ ਲਾਭਦਾਇਕ ਸੀ	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	ਅੱਜ ਸਾਡਾ ਦੇਸ਼ ਡਰ ਗਿਆ	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	ਸਾਰੇ ਪਰਿਵਾਰਾਂ ਦੇ ਪਿਆਰੇ ਬੱਚੇ	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	ਕੱਲ੍ਹ ਇੱਕ ਵਾਰ, ਕੱਲ੍ਹ ਦੋ ਵਾਰ	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	ਅੱਜ ਪਰਿਵਾਰਾਂ ਨੂੰ ਬੱਚਿਆਂ ਦੀ ਲੋੜ ਹੈ	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	ਉਮੀਦ ਹੈ ਕਿ ਉਹ ਕੱਲ੍ਹ ਠੀਕ ਹੋ ਜਾਵੇਗਾ	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	ਉਹ ਬਹੁਤ ਸ਼ਾਂਤ ਮਹਿਸੂਸ ਕਰ ਰਿਹਾ ਸੀ	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	ਤਿੰਨ ਛੋਟੇ ਬੱਚਿਆਂ ਨੇ ਪਹਾੜ ਨੂੰ ਉੱਚਾ ਕੀਤਾ	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	ਮਹੱਤਵਪੂਰਨ ਲੋਕਾਂ ਨੇ ਮਦਦ ਨਹੀਂ ਮੰਗੀ	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	ਮਦਦ ਕਰਨ ਲਈ ਉੱਥੇ ਤੁਰ ਪਿਆ	walked there to help	grupo	alternativoj	prononco
