B.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	sed la grava afero dum IJK estas ~	maar het belangrijkste tijdens IJK is ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	komt uit veel verschillende landen	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	is dat de deelnemers uit verschillende landen komen	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	vanwege die mix van verschillende mensen	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	Het is een goede sfeer waar ik erg van hou	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	Oké, klinkt als interesse	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	ik zal denken over	I will think about	grupo	alternativoj	prononco
level	certe	zeker	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	een probleem is echter ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	zoveel geld	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Ik heb momenteel niet zoveel geld	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	Het probleem is dat ik niet zoveel geld heb	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Dat begrijp ik, maar het zou niet veel kosten	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	het zou niet veel duur zijn geloof ik	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	een tabel met vergoedingen voor programma's	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	dat wil zeggen, als u naar de tabel met aandelen/vergoedingen kijkt	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	de aandelen/vergoedingentabel van IJK-invitation	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	jij vindt dat ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	het is in totaal slechts 50 euro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	je ziet dat het voor jou in totaal maar 50 euro is	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	als we op de grond slapen	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	Okee	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	Nou, dat klinkt prima	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	maar hoe zit het met de reis?	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	een trein kost ongeveer 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	zou dat voor jou mogelijk zijn?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	hopelijk	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	maar zou met de trein lang genoeg meegaan	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	Ja, maar we kunnen in een of twee steden stoppen	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	onderweg	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	en de overnachting?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	zou jij ervoor betalen?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	Nee, ik niet, maar dat is geen probleem	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	Is het echt zo dat dit geen probleem is?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	hoe ben je van plan dat op te lossen?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	toonde de gouden kroon	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	Nou, ik zal het je binnenkort laten zien	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	maar eerst nog thee	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	wil je ook?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Ja bedankt	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	in hetzelfde café'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	er gaat iets door, blijft dat doen	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	een plan, plannen, plannen	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	zij en hij zetten de planning voort	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	alsjeblieft, hier is je thee	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	Ondertussen bekeek ik de uitnodiging	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	keek naar de uitnodiging van IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Ik begrijp veel, maar niet alles	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	Oké, oké, vraag het maar	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	hier zijn de dingen	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	duidelijke dingen	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	de dingen die verwarrend zijn	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	zijn verwarrend voor mij	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	om mee te doen, een inschrijfformulier	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	De Wereld Esperantojongerenorganisatie	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, een vogel die de TEJO vertegenwoordigt	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	verblijven, een verblijfplaats (een onderkomen)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	een onderkomen voor massamensen	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	een inschrijfformulier is een hulpmiddel bij het inschrijven	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	een lidmaatschapsformulier waarop u uw naam, adres, etc. vermeldt	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	lang, een afkorting	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	een afkorting van de World Esperanto Youth Organization	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo is de grappige vogel van TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	een massaverblijf is een plek waar veel mensen verblijven	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	een slaap, een slaappil, een slaapzak	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	meestal heb je daar een slaapzak nodig	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	je hebt het te snel uitgelegd	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Ik heb niet alles gevangen	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	is niet zo belangrijk	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Ik denk dat het nu niet zo belangrijk is	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	later kunnen we verder praten	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	meer om te praten over de IJK-uitnodiging	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Dus je wilt de reis nu plannen, toch?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ja, graag	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	dus je zult zien dat ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	zal zoveel kosten	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	zal zien dat de reis niet zoveel zal kosten	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	ik wil het weten	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Ik wil meer weten over ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	hoe u het overnachten gaat oplossen	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	omdat ik geen geld heb	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	een jeugdherberg	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	heeft geld voor een hotel of een jeugdherberg	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	hier is de oplossing	here's the solution	grupo	alternativoj	prononco
level	pasporto	een paspoort	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Paspoortservice, thuisverblijf voor esperantisten	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	boekje met de naam &quot;Passport Service&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	dienst waarvoor?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	voor mensen zoals wij	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	ervaren, een expert	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	mensen die graag reizen en landen ervaren	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	verdienen en uitgeven	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	zonder veel geld uit te geven	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	een dienst, de dienst, die dienst	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	Nou, en hoe werkt die service?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Ik zie dat er in het boekje ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	veel adressen	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	er zijn veel adressen uit verschillende landen	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	juist, ja!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	tot uw beschikking	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	ze allemaal, allemaal	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	Sterker nog, ze staan allemaal tot uw beschikking!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	bedoeld, betekenis	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;tot mijn beschikking&quot;, wat betekent dat?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	betekent dat ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	een gast zijn, een gast, een gast ontvangen	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	is klaar, is voorbereid, maak je klaar!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	mensen op die adressen staan klaar om u te ontvangen	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	(een persoon) kennen, bekend worden, bekend worden	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	en helpen u kennis te maken met hun regio	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	betekent dat mensen bereid zijn je te ontvangen en te helpen	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	klinkt interessant!	sounds interesting!	grupo	alternativoj	prononco
level	do	Dus	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	iemand logeert in het huis van andere esperantisten, toch?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	meerdere ervaringen met Passport Service	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Ik had verschillende interessante ervaringen	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Ik heb het op drie continenten gebruikt	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(het) werkt slecht	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	en tot nu toe heeft het heel goed gewerkt	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Geweldig! waar gaan we naartoe?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	dus mijn plan is dat we ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	komt, aangekomen	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	na een succesvolle reis	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	na gebruik van Passport Service in twee steden	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	ze arriveren na een succesvolle reis	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	zie, kijk!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	Er hangt daar een grote Esperantovlag	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	een bordje met de tekst &quot;Welkom bij IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ja, en daaronder staat ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hoera!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	dus we zijn eindelijk aangekomen	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Ik ben erg moe en hongerig	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	denk je dat we dat kunnen ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	iets eten	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	Denk je dat we meteen iets kunnen eten?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	dat betwijfel ik	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	we moeten eerst geaccepteerd worden	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	moet bij de receptie worden geaccepteerd	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	en dat kan lang duren	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	naar mijn ervaring lang meegaan	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Helaas!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	Is dat de lijn voor de receptie?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	ik ben bang van wel	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	doen ~ is niet helemaal perfect	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	is helemaal perfect om 's avonds aan te komen	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	we kunnen met mensen chatten	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	maar we kunnen chatten met mensen in de rij	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	zie, ik zie een vriend van Rusland!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Ik heb honger, ik wil eten	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	na ongeveer 2 uur	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	in lijn met nieuwe en oude vrienden	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	plaatselijke congrescommissie	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	lid van de plaatselijke congrescommissie	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	welkom, wie ben jij?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	van welk land?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	heb je vooruitbetaald?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	laat alstublieft zien	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	Zo ja, toon dan de kassabon	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	Ben jij lid van TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	om lid te worden op een stand	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	Zo niet, dan kunt u deelnemen aan de volgende stand	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	hier zijn de ontvangstbewijzen van voorschotten	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	lidmaatschapskaarten en onze paspoorten	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	erg goed	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	dus ik zie dat je in een massale accommodatie gaat wonen (crash space)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	en gaat eten in de jeugdherberg	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	kloppen die gegevens?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Ja perfect	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	een tas met programma, kaart etc	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	je kunt betalen en een tas met programma, kaart etc. ontvangen	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	bij het rode hokje, daar	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	goed, dank je wel	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	ziet er moe maar gezond uit	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	die mensen zagen er echt moe uit	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	en waren niet erg aardig	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	je hebt gelijk	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	maar onthoud dat ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	werken 8 uur	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	de LKK heeft misschien acht uur gewerkt	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	zonder veel pauze	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	maar onthoud dat de LKK zonder pauzes werkt	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	doordeweeks spraakzaam	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Ik weet zeker dat ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Ik weet zeker dat ze vriendelijker zullen zijn	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	ze zullen vriendelijker en spraakzamer zijn	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	laten we het vinden	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	Nou, laten we nu de massa-accommodatieplaats vinden	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	en dan wil ik graag iets eten	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	Heb je het meisje bij de TEJO-stand gezien?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ja, hoe zit het met haar?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	ken je haar?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	helaas niet	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	maar ze is erg mooi, nietwaar?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Ik ben het eens	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	begrijpt het echter niet goed	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Ik ben het ermee eens, maar ik begrijp het niet	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	hou je van vrouwtjes?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	Ja, ik wil het je eerder vertellen	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	maar om een of andere reden niet	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mijn viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspect enz	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	ben jij, ben jij?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ja, ik ben homoseksueel	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	Je kunt ook lesbisch zeggen	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	nou, ik wist het helemaal niet	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	maar ik ben blij dat je het zegt	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	Sterker nog, ik ben blij dat je homoseksueel bent	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	jij bent de aardigste en aardigste lesbienne	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	de aardigste lesbienne die ik ken	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Bedankt! ken jij anderen?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	maar hoe weet je dat?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	dat meisje geeft de voorkeur aan mannen!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ik geloof in ieder geval dat dat meisje de voorkeur geeft aan mannen!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	dat meisje waar je het over had	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	we zullen zien	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	in de massaverblijfplaats (een crashruimte)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Goedemorgen!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	heb je goed geslapen?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	nauwelijks zien	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	integendeel, ik kon nauwelijks slapen	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	maar waarom?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	misschien was je zenuwachtig voor je eerste IJK-dag?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	niet echt	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	de hele nacht, de hele nacht	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	snurkte heel luid	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	gewoon iemand snurkte de hele nacht heel hard	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	stoor mij niet	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	en dat stoorde mij enorm	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	heb je dat niet gehoord	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	helemaal niet, ik heb diep geslapen	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ben ik vergeten je dat te vertellen ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	oor, inpluggen, oordopjes	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	het is de moeite waard om oordopjes te gebruiken	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	is de moeite waard om ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	Ik heb je verteld dat het de moeite waard is om oordopjes te gebruiken	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	als je slaapt in een massaverblijf (crash place)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	uiteraard ja	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	O, arme Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	wie heb je het over?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	over jou	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	strelen, strelende naam, bijnaam	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	met -ĉjo of -njo is het mogelijk om bijnamen in het Esperanto te maken	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah ja, ik heb er ooit eens over gelezen	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	en dan zou jij Injo zijn?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	als je daarheen wilt	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	hoe laat is het nu?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	het is al vijf minuten voor tien	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	vijf minuten voor tien, of negen vijfenvijftig	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	geraakt of gemist?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	je hebt het ontbijt gemist	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	O, shit!	oh, shit!	grupo	alternativoj	prononco
