A.km content.tsv
Level	Esperanto	km	en-us	Grupo	Alternativoj	Pronoco
level	si mem, sia poŝo	ដោយខ្លួនឯង ហោប៉ៅផ្ទាល់ខ្លួន	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	ដាក់, ដាក់បញ្ចូលគ្នា, សមាសធាតុមួយ។	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	ដាក់ក្នុងហោប៉ៅផ្ទាល់ខ្លួន	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	ពីររយប្រទេសនៅលើពិភពលោក	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	បានយក, យកទៅឆ្ងាយ	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	យកប្រាំពីរក្បាលក្នុងចំណោមសៀវភៅប្រាំបួនក្បាលរបស់គាត់។	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	ដើម្បីចាកចេញ, បោះបង់ចោល	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	ទុកឱ្យខ្ញុំនៅម្នាក់ឯង ហើយស្ងប់ស្ងាត់	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	ពាន់ប្រាំបីរយប៉ែតសិបប្រាំពីរ (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	តែមួយ​ពែង	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	នរណាម្នាក់បានលាងប្រាំបីពែង	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	ពីរពាន់ប្រាំបួន (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	គាត់បានលាងសំអាតខ្លួនគាត់	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	រាងកាយ​របស់​ខ្លួន​, កម្មសិទ្ធិ​របស់​ខ្លួន​	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	នៅលើតុឆ្មាដេក	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	ឆ្មាលោតលើតុ	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	នៅក្នុងសាល, ចូលទៅក្នុងសាល	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	បានធ្លាក់ចូលទៅក្នុងដៃរបស់គាត់។	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	ដើម្បីធ្វើការ, លម្អិត	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	ដើម្បីពន្យល់លម្អិតសម្រាប់សៀវភៅនោះ។	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	ចង់ដឹង, ចង់ដឹង, ចង់ដឹងចង់ឃើញ	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	ពីរភាសា, ពីរភាសា	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	ឆ្ងល់អំពីអ្នករៀនបីភាសា	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	បានទៅ, ត្រឡប់មកវិញ	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	ឆ្មាបានត្រលប់ទៅផ្ទះរបស់ពួកគេវិញ។	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	នៅក្នុងកាបូបចូលទៅក្នុងកាបូប	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	ដាក់វានៅក្នុងកាបូបរបស់អ្នក។	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	ជើង, ដើរ, ថ្មើរជើង	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	អស់រយៈពេលដប់ថ្ងៃពួកគេបានដើរ	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	ដើម្បីយក, ដើម្បីយកចេញ	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	ផ្កាដ៏ស្រស់ស្អាតបានយកផ្កាដ៏ស្រស់ស្អាត	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	គាត់បានយកតែផ្កាដ៏ស្រស់ស្អាត	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	បានបើក ប៉ុន្តែភ្លាមៗនោះត្រូវបានបិទ	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	បានបើកកិច្ចប្រជុំអន្តរជាតិ	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	បោះពុម្ពនិងចែកចាយ	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	អ្នកបោះពុម្ពផ្សាយបានបោះពុម្ពសៀវភៅម្ភៃបី	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	ត្រឡប់​មក​វិញ​ឃើញ​កូន​ប្រុស​ម្ដង​ទៀត។	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	ក្នុងឆ្នាំពីរពាន់ម្ភៃបី (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	បុរស​ម្នាក់​ចូល​ក្នុង​ហាង	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	ហាងលក់រថយន្ត	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	នៅទីនោះគាត់ឃើញនារីម្នាក់	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	អស់លោកលោកស្រីជាទីគោរព	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	ដែលពេញចិត្តខ្ញុំ (ខ្ញុំចូលចិត្តវា)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	ស្ត្រីពេញចិត្តគាត់ (គាត់ចូលចិត្តស្ត្រី)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	បានឃើញស្ត្រីដ៏ស្រស់ស្អាត	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	តើអ្នកណាពេញចិត្តគាត់? (តើគាត់ចូលចិត្តអ្នកណា?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	ស្ត្រីដែលពេញចិត្តខ្ញុំ	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	អ្នកដែលចូលក្នុងផ្ទះ	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	បុរសដែលបានបរិច្ចាគវា។	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	គាត់បានឱ្យចិញ្ចៀនមួយទៅប្រពន្ធរបស់គាត់។	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	នាងចូលចិត្តចិញ្ចៀន	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	ប្រពន្ធដែលចូលចិត្តចិញ្ចៀន	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	អ្នកលក់ធ្វើការនៅក្នុងហាង	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	អ្នកលក់រថយន្ត	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	សុភាពបុរសបានសួរអ្នកលក់	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	តើអ្នកចូលចិត្តឡានមួយណា?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	តើអ្នកនឹងជ្រើសរើសរថយន្តមួយណា?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	ខ្ញុំបានជ្រើសរើសឡាននោះ។	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	វា​ប្រសើរ​ជាង	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	ប្រសើរជាងនេះ។	better than this	grupo	alternativoj	prononco
level	plej bona el ili	ល្អបំផុតនៃពួកគេ។	best of them	grupo	alternativoj	prononco
level	estas la plej bona	គឺល្អបំផុត	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	តើឡានមួយណាល្អជាងគេ?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	រថយន្តនេះប្រសើរជាង	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	មួយនេះគឺល្អបំផុត	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	បានឃើញរថយន្តទាំងអស់។	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	ល្អបំផុត	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	តើវាលឿនទេ?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	លឿនជាងអ្នកដទៃ	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	ក៏ខ្លាំងដែរ។	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	អូបាទ ពិតណាស់!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	គឺខ្លាំង	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	ប្រាកដណាស់ថាវាខ្លាំង	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	មានតម្លៃថ្លៃផងដែរ។	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	ថ្លៃបំផុតទាំងអស់។	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	ថោកប៉ុន្តែខ្លាំង	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	អាណិត និងអាណិត (គួរអាណិត)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	ជាអកុសលខ្ញុំនឹងមិនទិញទេ។	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	ជា​រឿង​អកុសល	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	គាត់បានទិញឡានថ្មី។	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ព្រោះ​ខ្ញុំ​មិន​មាន​លុយ	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	ឡានចាស់របស់ខ្ញុំ	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	ថោកបំផុតទាំងអស់។	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	ខ្ញុំនឹងបើកឡានទៅទីនោះ	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	នឹងនៅតែបើកបរជាមួយវា។	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	ពេញមួយថ្ងៃ	all day long	grupo	alternativoj	prononco
level	dum li diris tion	ខណៈពេលដែលគាត់បាននិយាយថា	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	គាត់បានមើលនាងម្តងទៀត	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ប៉ុន្តែអ្នកលក់បាននិយាយ	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	វានឹងប្រសើរជាងនេះ ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	មើលស្ត្រីនេះ។	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	នោះក៏ថ្លៃណាស់ដែរ។	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	ខ្ញុំជាប្តីរបស់នាង	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	តើការធ្វើដំណើររបស់អ្នកមានតម្លៃប៉ុន្មាន?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	ស្តាប់ចម្រៀងរបស់ប្រពន្ធអ្នក។	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	កុំភ្លេចថាវាចំណាយច្រើន។	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	គាត់បានជួយអ្នកលក់រយៈពេលពីរម៉ោង	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	អស់រយៈពេលជាងបីឆ្នាំ	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	បិទបាំង, បិទបាំង, លាតត្រដាង (ស្វែងយល់)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	មូលហេតុដែលគាត់មិនទាន់រកឃើញ	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	ហេតុអ្វីបានជាអ្នកចាប់ផ្តើមផ្ញើសំបុត្រ?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	គាត់បានរស់នៅទីនោះអស់រយៈពេលប្រាំបីខែ	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	មិនមានពេលស្តាប់ទេ។	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	រថយន្តបានពេញហើយ។	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	តើ​អ្នក​កំពុង​ញ៉ាំ​អ្វី	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	តើអាកាសធាតុបែបណា?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	តើអ្នកមានឡានប្រភេទណា?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	តើអក្សររបស់នាងមានលក្ខណៈដូចម្តេច?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	តើ​ពួក​យើង​នៅឯណា?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	តើ​អ្នក​កំពុង​ទៅណា?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	តើអ្នកបានផ្តល់ឱ្យអ្នកណា?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	បុរសដែលអ្នកបានធ្វើដំណើរជាមួយ	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	ធំជាងឡាន	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	ខ្ពស់បំផុតនៃមនុស្សទាំងនោះ	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	គាត់កំពុងអង្គុយនៅអាហារពេលល្ងាច	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	នាងសរសេរនៅពេលគាត់អាន	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	នៅទីនេះ នៅក្នុងបន្ទប់នេះ។	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	សុភាពបុរសនេះ។	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	ដំណឹង​គួរ​ស្ដាប់	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	សៀវភៅពិតជាមានតម្លៃអាន	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	ជារឿងអកុសល	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	ជាអកុសល ខ្ញុំមិនអាចទេ។	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	មិន​អី​ទេ។ វាគឺជាសេចក្តីរីករាយរបស់ខ្ញុំ	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	ស្រីតូចស្អាត ស្អាតខ្លាំងណាស់	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	មិត្តភក្តិទាំងអស់ស្រឡាញ់នាង	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	បី​ខែមុន	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	មានរឿងអាក្រក់កើតឡើងចំពោះនាង	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	នាងបានដួលដោយសារតែឡាន	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	ធ្លាក់ខ្លួនឈឺ ហើយសីតុណ្ហភាពកើនឡើង	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	ម្តាយនិយាយថានាងគួរតែសម្រាក	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	នាងត្រូវនៅផ្ទះ	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	នាងនឹងទូរស័ព្ទទៅវេជ្ជបណ្ឌិត	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	នៅម៉ោងប្រាំបួន	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	នៅពេលព្រឹកបានមកដល់នៅម៉ោងប្រាំបី	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	នៅម៉ោងប្រាំពីរល្ងាចថ្ងៃស្អែក	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	បានបង្ហាញដៃរបស់គាត់។	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	ស្លៀកពាក់កំពុងស្លៀកពាក់	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	ស្លៀកពាក់និងកក់ក្តៅរាងកាយរបស់អ្នក។	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	នៅ​ផ្ទះ​ភ្លាម​បាន​ដោះ​សំលៀកបំពាក់​ចេញ​ហើយ​ងូត​ទឹក​	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	គ្រូពេទ្យបានមើលអ្វីៗទាំងអស់។	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	មើលទៅយ៉ាងម៉ត់ចត់ ហើយចុងក្រោយនិយាយ	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ស្នាក់នៅផ្ទះមួយសប្តាហ៍	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	ចង់ឱ្យអ្នកស្ងប់ស្ងាត់	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	បន្ទាប់ពីមួយសប្តាហ៍	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	អ្នកនឹងមានអារម្មណ៍ប្រសើរឡើង	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	ផឹកតែច្រើន។	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	នឹងមកជួបអ្នកម្តងទៀត	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	សូមឱ្យគាត់ស្ងប់ស្ងាត់ផងដែរ។	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	បុរសមានសុខភាពល្អ, មនុស្សដែលមានសុខភាពល្អ	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	បានថែរក្សាខ្លួនឯង	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	រឿងទាំងមូលមានប្រយោជន៍សម្រាប់ខ្ញុំក្នុងពេលតែមួយ	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	សង្កេត​ឃើញ​ថា​រឿង​ដ៏​គួរ​ឲ្យ​រន្ធត់​ជិត​មក​ដល់​ហើយ។	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	ស្នើឱ្យកត់សម្គាល់ភ្លាមៗ	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	គិតថាវាមិនចាំបាច់ទេ។	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	រស់នៅក្បែរនោះ ហើយវាមានប្រយោជន៍	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	ប្រទេស​របស់​យើង​បាន​ក្លាយ​ជា​ការ​ភ័យ​ខ្លាច​នៅ​ថ្ងៃ​នេះ​	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	កូនជាទីស្រឡាញ់មកពីគ្រួសារទាំងអស់។	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	ម្សិលមិញម្តង ថ្ងៃស្អែកពីរដង	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	សព្វថ្ងៃនេះគ្រួសារត្រូវការកូន	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	សង្ឃឹមថាគាត់នឹងជាសះស្បើយនៅថ្ងៃស្អែក	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	គាត់មានអារម្មណ៍ (បាន) ស្ងប់ស្ងាត់ណាស់។	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	ក្មេងបីនាក់បានលើកភ្នំ	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	មនុស្សសំខាន់មិនបានសុំជំនួយទេ។	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	បានដើរនៅទីនោះដើម្បីជួយ	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	នៅផ្ទះប្រសិនបើសីតុណ្ហភាពឡើងខ្ពស់។	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	សីតុណ្ហភាពនៅដដែលថ្ងៃនេះ	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	ហៅទូរស័ព្ទទៅវេជ្ជបណ្ឌិតនៅម៉ោងប្រាំបួន	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	បង្ហាញវាទៅវេជ្ជបណ្ឌិតរបស់អ្នក។	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	ដើម្បីបង្ហាញជើងរបស់អ្នក។	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	ពាក់អាវនេះ។	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	នៅចុងសប្តាហ៍អ្វីៗនឹងស្ងប់ស្ងាត់	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	នៅក្រោមពែងតែតើអ្នករកឃើញអ្វី?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	ខ្ញុំចង់បានតែពេលព្រឹក	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	សង្ឃឹមសម្រាប់ល្ងាចដ៏ស្ងប់ស្ងាត់	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	ចង់ឱ្យអ្នករៀន	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	ទទូចថាខ្ញុំទៅ	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	ម៉ោងប៉ុន្មាន?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	នៅម៉ោងប្រាំមួយគាត់នឹងមក	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto មានមន្តស្នេហ៍	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	ស្ងាត់	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	ទុកឱ្យគាត់នៅស្ងៀម	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	គាត់ផងដែរ។	he too	grupo	alternativoj	prononco
level	mi deziras	ខ្ញុំចង់ (បំណងប្រាថ្នា)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	ខ្ញុំប្រាថ្នា (បំណងប្រាថ្នា) នោះ ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	ដែលអ្នករៀន	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	ខ្ញុំចង់ឱ្យអ្នករៀន	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	ឪពុកទទូច	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	ឪពុកទទូចថា ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	ថាខ្ញុំទៅ	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	ឪពុកទទូចឱ្យខ្ញុំទៅ	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	ម៉ោងណា	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	តើអ្នកមកម៉ោងប៉ុន្មាន?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	នៅម៉ោងប្រាំ (ម៉ោង)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	នៅម៉ោងប្រាំ	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	តើគាត់ធ្វើដូចម្តេច?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	តើថ្មីៗនេះអ្នកសុខសប្បាយជាទេ?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	សៀវភៅតូចៗគឺស្រស់ស្អាត	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	កូនសៀវភៅ សៀវភៅស្អាតៗ	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	ស្អាត, ស្អាតបន្តិច, ស្អាតណាស់។	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	ក្តៅ, មិនក្តៅ, ក្តៅខ្លាំងណាស់	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	សៀវភៅធំ កូនសៀវភៅ	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	ល្អ អស្ចារ្យ	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	អ្នកមាន, ក្លាយជាអ្នកមាន, អ្នកមាន	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	ស្ងប់ស្ងាត់, ស្ងប់ស្ងាត់, ស្ងប់ស្ងាត់	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	មានសុខភាពល្អ ក្លាយជាសះស្បើយ	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	ប្តី, រៀបការ, រៀបការ	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	អ្នកផ្ញើសំបុត្រ	a letter postman	grupo	alternativoj	prononco
level	hejmlando	មាតុភូមិមួយ។	a homeland	grupo	alternativoj	prononco
level	iom, iomete	បន្តិច	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	យើងមានអាហារពេលល្ងាចដ៏អស្ចារ្យ	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	សង្ឃឹមថា ថែរក្សាខ្លួនអ្នក	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	ខ្ញុំយកចិត្តទុកដាក់ចំពោះលំនៅដ្ឋានដែលមានគុណភាពខ្ពស់។	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	គិតពីរដង ច្រើនដង	think twice, many times	grupo	alternativoj	prononco
