B.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	Beispielsweise ist es fast immer möglich, Sport und Karten zu spielen	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	die ganze Nacht mit Freunden reden	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	am Feuer singen und tanzen	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	an Konzerten teilnehmen usw	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	Na ja, das kann ich auch zu Hause machen	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	stimmt, aber	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	Aber das Wichtigste beim IJK ist ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	kommt aus vielen verschiedenen Ländern	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	ist, dass die Teilnehmer aus verschiedenen Ländern kommen	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	wegen dieser Mischung aus verschiedenen Menschen	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	Es ist eine gute Atmosphäre, die mir sehr gefällt	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	Alles klar, das klingt nach Interesse	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	ich werde darüber nachdenken	I will think about	grupo	alternativoj	prononco
level	certe	sicher	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	Ein Problem ist jedoch ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	so viel Geld	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	So viel Geld habe ich im Moment nicht	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	Das Problem ist, dass ich nicht so viel Geld habe	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Ich verstehe, aber es würde nicht viel kosten	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	Es wäre nicht viel teuer, glaube ich	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	eine Tabelle mit den Gebühren der Programme	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	Das heißt, wenn Sie sich die Aktien-/Gebührentabelle ansehen	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	die Aktien-/Gebührentabelle der IJK-Einladung	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	das findest du ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	Insgesamt sind es nur 50 Euro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	Sie sehen, dass es für Sie insgesamt nur 50 Euro sind	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	wenn wir auf dem Boden schlafen	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	in Ordnung	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	Nun, das hört sich gut an	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	aber was ist mit der Reise?	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	Eine Bahn würde etwa 70 Euro kosten	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	wäre das für dich möglich?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	hoffentlich	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	würde aber mit der Bahn lange genug durchhalten	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	Ja, aber wir können in ein oder zwei Städten anhalten	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	nach dem Weg	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	und die Übernachtung?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	würdest du dafür bezahlen?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	Nein, nicht ich, aber es ist kein Problem	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	Ist das wirklich kein Problem?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	Wie wollen Sie das lösen?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	zeigte die goldene Krone	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	Nun, ich werde es dir bald zeigen	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	aber zuerst noch mehr Tee	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	willst du?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	ja Dankeschön	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	im selben Café'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	etwas geht weiter, macht das weiter	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	einen Plan, planen, planen	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	sie und er führen die Planung fort	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	Bitte, hier ist Ihr Tee	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	In der Zwischenzeit habe ich mir die Einladung angesehen	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	schaute sich die Einladung von IJK an	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Ich verstehe vieles, aber nicht alles	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	Alles klar, alles klar, frag einfach	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	Hier sind die Dinger	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	klare Dinge	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	die Dinge, die verwirrend sind	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	verwirren mich	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	um beizutreten, ein Anmeldeformular	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Die Welt-Esperanto-Jugendorganisation	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, ein Vogel, der das TEJO repräsentiert	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	übernachten, eine Unterkunft (eine Unterkunft)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	eine Unterkunft für Massenmenschen	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	Ein Registrierungsformular ist ein Hilfsmittel zur Registrierung	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	ein Beitrittsformular, in das Sie Ihren Namen, Ihre Adresse usw. eintragen	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	lang, eine Abkürzung	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	eine Abkürzung für die Welt-Esperanto-Jugendorganisation	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo ist der lustige Vogel von TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	Eine Massenunterkunft ist ein Ort, an dem sich viele Menschen aufhalten	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	ein Schlaf, eine Schlaftablette, ein Schlafsack	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	Normalerweise braucht man dort einen Schlafsack	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	Du hast es zu schnell erklärt	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Ich habe nicht alles mitbekommen	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	ist nicht so wichtig	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Ich glaube, das ist jetzt nicht mehr so wichtig	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	Später können wir mehr reden	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	Weitere Informationen zur IJK-Einladung	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Sie möchten also jetzt die Reise planen, oder?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ja gerne	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	also wirst du das sehen ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	wird so viel kosten	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	Ich werde sehen, dass die Reise nicht so viel kosten wird	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Ich möchte es wissen	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Ich möchte etwas über ~ wissen	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	wie Sie die Übernachtung lösen werden	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	weil ich kein Geld habe	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	Eine Jugendherberge	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	hat Geld für ein Hotel oder eine Jugendherberge	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	Hier ist die Lösung	here's the solution	grupo	alternativoj	prononco
level	pasporto	ein Reisepass	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Passservice, Gastfamilie für Esperantisten	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	Broschüre mit dem Namen „Passport Service“	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	Service für was?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	für Leute wie uns	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	zu erleben, ein Experte	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	Menschen, die gerne reisen und Länder erleben	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	verdienen und ausgeben	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	ohne viel Geld auszugeben	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	ein Dienst, der Dienst, dieser Dienst	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	Nun ja, und wie funktioniert dieser Service?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Ich sehe, dass in der Broschüre ~ steht	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	viele Adressen	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	Es gibt viele Adressen aus mehreren Ländern	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	richtig, ja!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	zu deiner Verfügung	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	sie alle, alle	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	Tatsächlich stehen sie alle zu Ihrer Verfügung!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	gemeint, Bedeutung	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	„zu meiner Verfügung“, was bedeutet das?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	bedeutet, dass ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	zu Gast, einen Gast, einen Gast beherbergen	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	ist bereit, ist vorbereitet, macht euch bereit!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	Die Leute an diesen Adressen sind bereit, Sie zu beherbergen	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	(eine Person) kennen lernen, bekannt werden, bekannt werden	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	und helfen Ihnen, ihre Region kennenzulernen	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	bedeutet, dass die Leute bereit sind, Sie aufzunehmen und zu helfen	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	hört sich interessant an!	sounds interesting!	grupo	alternativoj	prononco
level	do	Also	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	Jemand bleibt bei anderen Esperantisten zu Hause, oder?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	mehrere Erfahrungen mit Passport Service	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Ich hatte mehrere interessante Erfahrungen	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Ich habe es auf drei Kontinenten verwendet	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(es) funktioniert schlecht	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	und bisher hat es sehr gut funktioniert	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Großartig! wohin gehen wir?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	Also, mein Plan ist, dass wir ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	kommt, angekommen	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	nach einer erfolgreichen Reise	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	nach Nutzung des Passport Service in zwei Städten	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	Sie kommen nach einer erfolgreichen Reise an	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	siehe, schau!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	Dort drüben hängt eine große Esperanto-Flagge	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	ein Schild mit der Aufschrift „Willkommen bei IJK!“	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ja, und darunter steht ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hurra!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	So kamen wir endlich an	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Ich bin sehr müde und hungrig	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	Glaubst du, wir können ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	etwas essen	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	Glaubst du, wir können sofort etwas essen?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	ich bezweifle das	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	Wir müssen zuerst akzeptiert werden	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	müssen an der Rezeption entgegengenommen werden	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	und das kann lange dauern	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	meiner Erfahrung nach lange halten	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Ach!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	Ist das die Leitung für den Empfang?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Ich fürchte schon	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	zu tun ~ ist nicht ganz perfekt	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	ist absolut perfekt, um abends anzukommen	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	Wir können mit Leuten chatten	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	Aber wir können mit Leuten in der Schlange chatten	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	siehe, ich sehe einen Freund Russlands!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Ich habe Hunger, ich möchte essen	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	nach etwa 2 Stunden	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	im Einklang mit neuen und alten Freunden	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	lokales Kongresskomitee	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	ein Mitglied im örtlichen Kongresskomitee	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	Willkommen, wer bist du?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	aus welchem Land?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	Hast du im Voraus bezahlt?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	Bitte zeigen	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	Wenn ja, zeigen Sie bitte die Quittung vor	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	Sind Sie Mitglied von TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	Mitglied an einem Stand werden	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	Wenn nicht, können Sie am nächsten Stand vorbeikommen	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	Hier finden Sie Belege für Vorauszahlungen	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	Mitgliedskarten und unsere Pässe	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	sehr gut	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	Ich sehe also, dass Sie in einer Massenunterkunft (Notfallraum) leben werden.	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	und werde in der Jugendherberge essen	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	Sind diese Informationen korrekt?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	ja super	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	eine Tasche mit Programm, Karte etc	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	Sie können bezahlen und erhalten eine Tasche mit Programm, Karte usw	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	am roten Stand, dort	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	gut danke	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	sieht müde, aber gesund aus	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	Diese Leute sahen wirklich müde aus	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	und waren nicht sehr freundlich	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	du hast Recht	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	aber denken Sie daran ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	arbeiten seit 8 Stunden	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	Die LKK arbeitet seit vielleicht acht Stunden	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	ohne große Pause	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	aber denken Sie daran, dass die LKK ohne Pausen arbeitet	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	unter der Woche gesprächig	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Ich bin mir sicher, dass ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Ich bin mir sicher, dass sie freundlicher sein werden	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	Sie werden freundlicher und gesprächiger sein	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	Lass es uns finden	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	Nun, jetzt lasst uns die Massenunterkunft finden	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	und dann möchte ich etwas essen	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	Hast du das Mädchen am TEJO-Stand gesehen?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ja, was ist mit ihr?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	kennst du sie?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Unglücklicherweise nicht	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	aber sie ist sehr hübsch, nicht wahr?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Ich stimme zu	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	versteht es jedoch nicht gut	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Ich stimme zu, aber ich verstehe es nicht	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	Magst du Frauen?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	Ja, ich möchte es dir vorher sagen	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	aber aus irgendeinem Grund nicht	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	Virinoj plaĉas al mi pli ol viro	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	Aspekt usw	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	bist du, bist du?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	Ja, ich bin homosexuell	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	man kann auch lesbisch sagen	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	Nun ja, ich wusste es überhaupt nicht	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	aber ich bin froh, dass du es gesagt hast	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	Tatsächlich bin ich froh, dass du homosexuell bist	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	Du bist die netteste und netteste Lesbe	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	die netteste Lesbe, die ich kenne	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Danke! kennst du andere?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	aber woher weißt du das?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	Dieses Mädchen bevorzugt Männer!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	Auf jeden Fall glaube ich, dass Mädchen Männer bevorzugen!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	das Mädchen, von dem du gesprochen hast	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	wir werden sehen	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	in der Massenunterkunft (einem Absturzraum)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Guten Morgen!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	hast Du gut geschlafen?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	kaum zu sehen	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	im Gegenteil, ich konnte kaum schlafen	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	aber warum?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	Vielleicht waren Sie vor Ihrem ersten IJK-Tag nervös?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	nicht wirklich	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	die ganze Nacht, die ganze Nacht lang	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	schnarchte sehr laut	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	Nur hat jemand die ganze Nacht sehr laut geschnarcht	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	Störe mich nicht	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	und das hat mich sehr gestört	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	Hast du das nicht gehört?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	Überhaupt nicht, ich habe tief geschlafen	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	Habe ich vergessen, dir das zu sagen ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	Ohr, zum Anstecken, Ohrstöpsel	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	Es lohnt sich, Ohrstöpsel zu verwenden	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	lohnt sich, ~ zu verwenden	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	Ich habe dir gesagt, dass es sich lohnt, Ohrstöpsel zu verwenden	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	wenn Sie in einer Massenunterkunft (Notfallplatz) schlafen	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
