C.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	trovi	att hitta	to find	grupo	alternativoj	prononco
level	ĝeni	besvära, besvära, störa, hindra	to bother, to trouble, to disturb, to hinder	grupo	alternativoj	prononco
level	kombi	att kamma	to comb	grupo	alternativoj	prononco
level	oro	guld, ett guld	gold, a gold	grupo	alternativoj	prononco
level	premio	ett pris, ett pris	a prize, an award	grupo	alternativoj	prononco
level	terpomo	en potatis	a potato	grupo	alternativoj	prononco
level	leciono	en lektion	a lesson	grupo	alternativoj	prononco
level	malbona	dålig, otäck	bad, nasty	grupo	alternativoj	prononco
level	malami	att hata	to hate	grupo	alternativoj	prononco
level	signo	ett tecken, ett märke	a sign, a mark	grupo	alternativoj	prononco
level	malamiko	en fiende	an enemy	grupo	alternativoj	prononco
level	botelo	en flaska	a bottle	grupo	alternativoj	prononco
level	naĝi	att simma	to swim	grupo	alternativoj	prononco
level	maljuna	gammal (inte ung)	old (not young)	grupo	alternativoj	prononco
level	prezo	pris, ett pris	price, a price	grupo	alternativoj	prononco
level	butono	en knapp	a button	grupo	alternativoj	prononco
level	ŝuo	en sko	a shoe	grupo	alternativoj	prononco
level	malnova	gammal (inte ny)	old (not new)	grupo	alternativoj	prononco
level	piki	att plocka, att sticka, att sticka	to pick, to stab, to sting	grupo	alternativoj	prononco
level	malriĉa	fattig	poor	grupo	alternativoj	prononco
level	informi	att informera, att ge information, att rapportera	to inform, to give information, to report	grupo	alternativoj	prononco
level	tegmento	ett tak	a roof	grupo	alternativoj	prononco
level	lipo	läpp, en läpp	lip, a lip	grupo	alternativoj	prononco
level	rando	marginal, kant, gräns, fasad kant	margin, edge, boundary, beveled edge	grupo	alternativoj	prononco
level	malmola	hård	hard	grupo	alternativoj	prononco
level	telefono	en telefon	a telephone	grupo	alternativoj	prononco
level	forko	gaffel, en gaffel	fork, a fork	grupo	alternativoj	prononco
level	teo	te, ett te	tea, a tea	grupo	alternativoj	prononco
level	pantalono	byxor, byxor	trousers, pants	grupo	alternativoj	prononco
level	pinto	en topp, en topp, en spets, ett toppmöte	a peak, a top, a tip, a summit	grupo	alternativoj	prononco
level	skatolo	ett fodral, en låda	a case, a box	grupo	alternativoj	prononco
level	malvarma	kallt, kyligt	cold, chilly	grupo	alternativoj	prononco
level	salo	salt	salt	grupo	alternativoj	prononco
level	reto	ett nätverk, ett nät	a network, a net	grupo	alternativoj	prononco
level	donaci	att skänka, att ge, att presentera	to donate, to give, to present	grupo	alternativoj	prononco
level	malalta	låg	low	grupo	alternativoj	prononco
level	viando	kött, ett kött	meat, a meat	grupo	alternativoj	prononco
level	respekti	att respektera	to respect	grupo	alternativoj	prononco
level	forno	en ugn, en spis, en ugn	a furnace, a stove, an oven	grupo	alternativoj	prononco
level	-er-	(suffix) element, liten partikel av hela	(suffix)  element, small particle of whole	grupo	alternativoj	prononco
level	malkovri	att upptäcka, att avslöja, att avslöja	to discover, to uncover, to unveil	grupo	alternativoj	prononco
level	-aĉ-	(suffix) dålig, äcklig	(suffix)  bad, disgusting	grupo	alternativoj	prononco
level	branĉo	en gren, en gren	a branch, a bough	grupo	alternativoj	prononco
level	malhela	mörk, dyster, dyster	dark, dismal, bleak	grupo	alternativoj	prononco
level	mensogi	att ljuga, att berätta en lögn	to lie, to tell a lie	grupo	alternativoj	prononco
level	opinio	en åsikt	an opinion	grupo	alternativoj	prononco
level	bieno	en gård, en fastighet, en mark, en gods	a farm, a property, a land, an estate	grupo	alternativoj	prononco
level	malhelpi	att hindra, att hindra, att motverka, att spärra	to hinder, to impede, to thwart, to bar	grupo	alternativoj	prononco
level	gasto	en gäst	a guest	grupo	alternativoj	prononco
level	aviadilo	ett flygplan, ett flygplan	an airplane, a aircraft	grupo	alternativoj	prononco
level	kutimi	att vänja, att ha för vana	to accustom, to be in the habit of	grupo	alternativoj	prononco
level	malsana	sjuk, sjuk, ohälsosam	ill, sick, unhealthy	grupo	alternativoj	prononco
level	bastono	en pinne, en batong, en käpp	a stick, a baton, a cane	grupo	alternativoj	prononco
level	frunto	en panna, panna	a forehead, brow	grupo	alternativoj	prononco
level	lampo	en lampa	a lamp	grupo	alternativoj	prononco
level	cetera	resten av, återstående, ytterligare	rest of, remaining, additional	grupo	alternativoj	prononco
level	malaperi	att försvinna	to disappear	grupo	alternativoj	prononco
level	vango	en kind, en käke	a cheek, a jowl	grupo	alternativoj	prononco
level	atingi	att uppnå, att uppnå, att nå, att åstadkomma	to attain, to achieve, to reach, to accomplish	grupo	alternativoj	prononco
level	malpaki	att packa upp	to unpack	grupo	alternativoj	prononco
level	polico	en polis	a police	grupo	alternativoj	prononco
level	kapro	en get	a goat	grupo	alternativoj	prononco
level	kongreso	en kongress, en konferens, en kongress	a congress, a conference, a convention	grupo	alternativoj	prononco
level	ekzisti	att existera	to exist	grupo	alternativoj	prononco
level	jako	en jacka (=jaketo)	a jacket (=jaketo)	grupo	alternativoj	prononco
level	gliti	att glida, att glida	to glide, to slip	grupo	alternativoj	prononco
level	nepre	nödvändigt, absolut, definitivt	necessarily, absolutely, definately	grupo	alternativoj	prononco
level	anonci	att meddela, att informera, att annonsera	to announce, to inform, to advertise	grupo	alternativoj	prononco
level	supo	soppa, en soppa	soup, a soup	grupo	alternativoj	prononco
level	kapabla	kapabel till, kunna	capable of, able to	grupo	alternativoj	prononco
level	antaŭulo	en föregångare	a predecessor	grupo	alternativoj	prononco
level	danĝero	en fara	a danger	grupo	alternativoj	prononco
level	stomako	mage, en mage	stomach, a stomach	grupo	alternativoj	prononco
level	fromaĝo	ost, en ost	cheese, a cheese	grupo	alternativoj	prononco
level	ungo	en nagel, en fingernagel, en tonagel	a nail, a fingernail, a tonail	grupo	alternativoj	prononco
level	egala	lika, till och med	equal, even	grupo	alternativoj	prononco
level	centro	centrum, ett centrum	center, a center	grupo	alternativoj	prononco
level	riĉulo	en rikare, en rik person	a richer, a rich person	grupo	alternativoj	prononco
level	bani	att bada, att tvätta över, att skölja	to bathe, to wash over, to rinse	grupo	alternativoj	prononco
level	efiki	verkställa, vara effektiv, ha effekt	to effect, to be effective, to have effect	grupo	alternativoj	prononco
level	stelulo	en stjärna, en kändis	a star, a celebrity	grupo	alternativoj	prononco
level	sapo	tvål, en tvål	soap, a soap	grupo	alternativoj	prononco
level	iel	på något sätt, i alla fall	somehow, anyhow	grupo	alternativoj	prononco
level	aspekti	att se ut, att synas, att verka	to look like, to appear, to seem	grupo	alternativoj	prononco
level	junulo	en ung person, ung	a young person, youngster	grupo	alternativoj	prononco
level	lano	en ull	a wool	grupo	alternativoj	prononco
level	ombro	en skugga	a shadow	grupo	alternativoj	prononco
level	maljunulo	en gammal person	an old person	grupo	alternativoj	prononco
level	ĉesi	att upphöra, att sluta	to cease, to stop	grupo	alternativoj	prononco
level	raporti	att rapportera	to report	grupo	alternativoj	prononco
level	golulo	en målvakt	a goalkeeper	grupo	alternativoj	prononco
level	sceno	en scen	a scene	grupo	alternativoj	prononco
level	objekto	ett föremål, en artikel, en sak	an object, an article, a thing	grupo	alternativoj	prononco
level	preĝi	att be	to pray	grupo	alternativoj	prononco
level	limo	en gräns, en gräns, en gräns	a limit, a border, a boundary	grupo	alternativoj	prononco
level	krimulo	en kriminell	a criminal	grupo	alternativoj	prononco
level	krei	att skapa	to create	grupo	alternativoj	prononco
level	fonto	en källa, en källa, en fontän	a source, a spring, a fountain	grupo	alternativoj	prononco
level	kravato	en slips	a necktie	grupo	alternativoj	prononco
level	flui	att flöda	to flow	grupo	alternativoj	prononco
level	kudri	att sy, att sy	to sew, to stitch	grupo	alternativoj	prononco
level	intenci	för avsikt	to intend	grupo	alternativoj	prononco
level	konservi	att spara, att bevara, att behålla	to save, to conserve, to keep	grupo	alternativoj	prononco
level	ial	av någon anledning	for some reason	grupo	alternativoj	prononco
level	obei	att lyda	to obey	grupo	alternativoj	prononco
level	filino	en dotter	a daughter	grupo	alternativoj	prononco
level	fulmo	en blixt, en ficklampa	a lightning, a flashlight	grupo	alternativoj	prononco
level	junulino	en ung kvinna, en ung kvinnlig person	a young woman, a young female person	grupo	alternativoj	prononco
level	knabino	en tjej, en tjej	a girl, a lass	grupo	alternativoj	prononco
level	leĝo	en lag, en regel	a law, a rule	grupo	alternativoj	prononco
level	simila	lika, lika	similar, alike	grupo	alternativoj	prononco
level	edzino	en fru	a wife	grupo	alternativoj	prononco
level	globo	klot, en klot, en boll, en sfär	globe, a globe, a ball, a sphere	grupo	alternativoj	prononco
level	kulpa	skyldig	guilty	grupo	alternativoj	prononco
level	svelta	smal, smal	slim, slender	grupo	alternativoj	prononco
level	ombrelo	ett paraply	an umbrella	grupo	alternativoj	prononco
level	ordinara	vanlig, vanlig, vanlig	ordinary, common, usual	grupo	alternativoj	prononco
level	plaĉi (al ~)	att behaga, att vara behaglig (till ~)	to please, to be pleasing (to ~)	grupo	alternativoj	prononco
level	regiono	en region	a region	grupo	alternativoj	prononco
level	danci	att dansa	to dance	grupo	alternativoj	prononco
level	kompati	att ha medkänsla för, att tycka synd om	to have compassion for, to feel pity for	grupo	alternativoj	prononco
level	kruĉo	en burk, en kruka, en kanna, en kruka, en kanna	a jar, a pot,a jug, a cruse, a pitcher	grupo	alternativoj	prononco
level	reĝo	kung, en kung	king, a king	grupo	alternativoj	prononco
level	animo	en själ	a soul	grupo	alternativoj	prononco
level	religio	en religion	a religion	grupo	alternativoj	prononco
level	ŝtato	en stat, en nation	a state, a nation	grupo	alternativoj	prononco
level	komuniki	att kommunicera	to communicate	grupo	alternativoj	prononco
level	promesi	att lova	to promise	grupo	alternativoj	prononco
level	noti	att notera, att skriva ner	to note, to write down	grupo	alternativoj	prononco
level	daŭrigi	att förlänga, att fortsätta, att upprätthålla, att upprätthålla	to prolong, to proceed, to sustain, to maintain	grupo	alternativoj	prononco
level	ĝui	att tycka om	to enjoy	grupo	alternativoj	prononco
level	sekve	därför, följaktligen, alltså	therefore, consequently, thus	grupo	alternativoj	prononco
level	peza	tung, betungande	heavy, burdensome	grupo	alternativoj	prononco
level	aranĝi	att arrangera	to arrange	grupo	alternativoj	prononco
level	teruro	en skräck, rädsla, skräck	a terror, fear, fright	grupo	alternativoj	prononco
level	mastro	en mästare, en ägare, en chef	a master, an owner, a boss	grupo	alternativoj	prononco
level	magazeno	lager, ett varuhus	warehouse, a department store	grupo	alternativoj	prononco
level	amuzi	att roa, att underhålla	to amuse, to entertain	grupo	alternativoj	prononco
level	ofico	ett kontor (plikt, uppgift), funktion, jobb	an office (duty, task), function, job	grupo	alternativoj	prononco
level	metro	en meter	a meter	grupo	alternativoj	prononco
level	vasta	vidsträckt, omfattande, rymligt	vast, extensive, spacious	grupo	alternativoj	prononco
level	dorso	baksidan (på kroppen)	back (of body)	grupo	alternativoj	prononco
level	brusto	bröst, ett bröst, ett bröst (kropp)	breast, a breast, a chest (body)	grupo	alternativoj	prononco
level	estimi	att uppskatta, att respektera	to esteem, to respect	grupo	alternativoj	prononco
level	trafi	att slå, att slå, att springa över	to hit, to strike, to run accross	grupo	alternativoj	prononco
level	kopii	att kopiera	to copy	grupo	alternativoj	prononco
level	senco	en mening, en känsla	a meaning, a sense	grupo	alternativoj	prononco
level	sumo	en summa (av siffror)	a sum (of numbers)	grupo	alternativoj	prononco
level	foresti	att vara frånvarande, att vara borta, att vara saknad	to be absent, to be away, to be missing	grupo	alternativoj	prononco
level	gvidanto	en ledare, en guide	a leader, a guide	grupo	alternativoj	prononco
level	Esperanto	Esperanto, någon som hoppas	Esperanto, someone who hopes	grupo	alternativoj	prononco
level	manĝante	medan du äter	while eating	grupo	alternativoj	prononco
level	plano	en plan	a plan	grupo	alternativoj	prononco
level	prepari	att förbereda	to prepare	grupo	alternativoj	prononco
level	spirito	ande, en ande	spirit, a spirit	grupo	alternativoj	prononco
level	hotelo	ett hotell	a hotel	grupo	alternativoj	prononco
level	ripeti	att upprepa	to repeat	grupo	alternativoj	prononco
level	parolante	medan du talar	while speaking	grupo	alternativoj	prononco
level	pendi	att hänga, att sjunka	to hang, to droop	grupo	alternativoj	prononco
level	serioza	allvarlig	serious	grupo	alternativoj	prononco
level	klini	böja, luta, luta	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	att göra narr av, att håna, att håna	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	en medlem	a member	grupo	alternativoj	prononco
level	greno	spannmål (majs, ris, vete), ett spannmål	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	skrika, gråta	shouting, crying	grupo	alternativoj	prononco
level	truo	ett hål, en håla	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	att anta, att gissa, att anta	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	mindre färre	less, fewer	grupo	alternativoj	prononco
level	sekvanta	följande, nästa	following, next	grupo	alternativoj	prononco
level	spiri	att andas	to breathe	grupo	alternativoj	prononco
level	trinkinte	efter att ha druckit	after having drink	grupo	alternativoj	prononco
level	lango	en tunga	a tongue	grupo	alternativoj	prononco
level	biero	öl, öl, en öl	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	en biljett, en räkning	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	främst, huvudsakligen, huvudsakligen, framför allt	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	elektricitet	electricity	grupo	alternativoj	prononco
level	korbo	en korg	a basket	grupo	alternativoj	prononco
level	ŝlosi	att låsa	to lock	grupo	alternativoj	prononco
level	sendinto	en avsändare (någon som har skickat)	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	triangel, en triangel	triangle, a triangle	grupo	alternativoj	prononco
level	odori	lukta, avge en lukt, lukta	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	en kurs, en klass	a course, a class	grupo	alternativoj	prononco
level	supre	ovan, ovanpå, ovanför	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	en elev, en lärande	a student, a learner	grupo	alternativoj	prononco
level	verko	ett verk (att skriva)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	en kvinnlig elev (student)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	kommande, nästa	upcoming, next	grupo	alternativoj	prononco
level	jupo	en kjol	a skirt	grupo	alternativoj	prononco
level	kuzo	en kusin (man)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	en buss (=buso)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	en ruta	a square	grupo	alternativoj	prononco
level	produkto	en produkt	a product	grupo	alternativoj	prononco
level	produkti	att producera, att bära	to produce, to bear	grupo	alternativoj	prononco
level	banko	en bank	a bank	grupo	alternativoj	prononco
level	donaco	en gåva, en present	a gift, a present	grupo	alternativoj	prononco
level	gardi	att vakta, att hålla, att se efter	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	fast	fixed	grupo	alternativoj	prononco
level	volonte	villigt (från hjärtat)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	högt	loud	grupo	alternativoj	prononco
level	fadeno	en tråd	a thread	grupo	alternativoj	prononco
level	gusto	en smak	a taste	grupo	alternativoj	prononco
level	leginte	efter läsning	after reading	grupo	alternativoj	prononco
level	enironte	när de ska gå in	while about to enter	grupo	alternativoj	prononco
level	dato	dejt, ett datum	date, a date	grupo	alternativoj	prononco
level	fundo	botten, grund	bottom, foundation	grupo	alternativoj	prononco
level	radiko	en rot	a root	grupo	alternativoj	prononco
level	bonvole -u	snälla (~u)	please (~u)	grupo	alternativoj	prononco
level	signifo	en mening, en betydelse	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	fixa, fästa	to fix, to fasten	grupo	alternativoj	prononco
level	vana	fåfäng, värdelös	vain, useless	grupo	alternativoj	prononco
level	vaporo	ånga, ånga	steam, vapor	grupo	alternativoj	prononco
level	rakonto	en berättelse, en berättelse	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	snälla (~i)	please (~i)	grupo	alternativoj	prononco
level	figuro	en figur, en bild, en bild	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	silver	silver	grupo	alternativoj	prononco
level	ĝirafo	en giraff	a giraffe	grupo	alternativoj	prononco
level	ĉarma	charmig	charming	grupo	alternativoj	prononco
level	rulo	en rulle, en löpning	a roll, a run	grupo	alternativoj	prononco
level	gitaro	en gitarr	a guitar	grupo	alternativoj	prononco
level	miliardo	en miljard	a billion	grupo	alternativoj	prononco
level	eterna	evig, evig	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	en tidning	a newspaper	grupo	alternativoj	prononco
level	memoro	ett minne	a memory	grupo	alternativoj	prononco
level	ruli	att rulla, att köra ett program	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	tår, en tår	tear, a tear	grupo	alternativoj	prononco
level	inko	ett bläck	an ink	grupo	alternativoj	prononco
level	majstro	Mästare, en maestro, en mästare (i sin konst)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	ett lejon	a lion	grupo	alternativoj	prononco
level	tiom da ~	så mycket av ~, så mycket av ~, så mycket av ~	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	mage, mage, mage	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	ett torg, ett torg	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	att lita på, att tro på	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	liten mängd ~, några	small amount of ~, some	grupo	alternativoj	prononco
level	babili	att småprata, att babbla, att småprata	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	en grotta, en kavitet	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	av en del, en del	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	en axel	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	adjö, adieu, farväl	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	att avgå, att ge upp, att ge upp, att överge	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	en hemlighet	a secret	grupo	alternativoj	prononco
level	droni	att drunkna	to drown	grupo	alternativoj	prononco
level	celi	sikta, sikta, sikta	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	en restaurang	a restaurant	grupo	alternativoj	prononco
level	turo	ett torn	a tower	grupo	alternativoj	prononco
level	sablo	sand, en sand	sand, a sand	grupo	alternativoj	prononco
level	tondro	ett åska	a thunder	grupo	alternativoj	prononco
level	ies	någons	someone's	grupo	alternativoj	prononco
level	tapiŝo	en matta, en matta	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	behövs, krävs, önskas	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	illustrerad	illustrated	grupo	alternativoj	prononco
level	razi	att raka	to shave	grupo	alternativoj	prononco
level	standardo	en banderoll, en flagga	a banner, a flag	grupo	alternativoj	prononco
level	mentono	haka, en haka	chin, a chin	grupo	alternativoj	prononco
level	valizo	en resväska, en valise	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(vara) upptagen, upptagen	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	juice, en saft	juice, a sap	grupo	alternativoj	prononco
level	komunumo	en gemenskap	a community	grupo	alternativoj	prononco
level	fontano	en fontän	a fountain	grupo	alternativoj	prononco
level	konato	en känd person, en bekant	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(har varit) upptagen, upptagen, förlovad	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	att vara upptagen, att vara involverad, att engagera sig i	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	en tall	a pine tree	grupo	alternativoj	prononco
level	konstruota	(kommer att) konstrueras	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(har blivit) fångad, fången	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(kommer att) fångas	(will be) captured	grupo	alternativoj	prononco
level	rezulti	till resultat	to result	grupo	alternativoj	prononco
level	kaptito	en fånge (hade fångats)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	att beräkna	to compute	grupo	alternativoj	prononco
level	batite	efter (att ha blivit) slagen	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	täckt	covered	grupo	alternativoj	prononco
level	teatro	en teater	a theatre	grupo	alternativoj	prononco
level	sezono	säsong, en säsong	season, a season	grupo	alternativoj	prononco
level	kelnero	en servitör	a waiter	grupo	alternativoj	prononco
level	tabelo	en tabell, en tabell, ett index	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	offentliga, offentliga människor	public, public people	grupo	alternativoj	prononco
level	apogi	att stödja, att upprätthålla	to support, to uphold	grupo	alternativoj	prononco
level	distri	att distrahera, att avleda, att underhålla	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	en mamma	a mother	grupo	alternativoj	prononco
level	distanco	en distans	a distance	grupo	alternativoj	prononco
level	aparte	isär, separat	apart, separately	grupo	alternativoj	prononco
level	originala	original	original	grupo	alternativoj	prononco
level	bicikli	att cykla, att cykla	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	en regel, en förordning	a rule, a regulation	grupo	alternativoj	prononco
level	troa	överdriven, otillbörlig	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	mycket trevligt!	very nice!	grupo	alternativoj	prononco
level	balanci	att gunga, att gunga	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	en strumpa	a stocking	grupo	alternativoj	prononco
level	kontroli	kontrollera, granska, kontrollera	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	en pasta, en deg	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	rektangel, en rektangel	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	falsk, falsk, falsk, förfalskad, falsk	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	skämta, skämta	to joke, to jest	grupo	alternativoj	prononco
level	problemo	ett problem, ett problem	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	till kultur (jord, mark)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	en skola, en läroplats	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	en matplats, en restaurang, en matsal, en matsal	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	en flagga, en banderoll	a flag, a banner	grupo	alternativoj	prononco
level	universala	universell, allmän, över hela världen	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	en butik, en butik	a store, a shop	grupo	alternativoj	prononco
level	parko	en park	a park	grupo	alternativoj	prononco
level	kesto	en kista, en låda, ett fodral	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	en kyrka, en kyrka	a church, a kirk	grupo	alternativoj	prononco
level	ataki	att attackera	to attack	grupo	alternativoj	prononco
level	fako	en gren, en disciplin, en specialitet, ett fack	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	en bokhandel, en bokhandel	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	känd	famous	grupo	alternativoj	prononco
level	kafejo	ett kafé, ett kafé	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	en kudde, en kudde	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	att designa, att avgränsa, att rita	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	att vara lämplig, att vara lämplig	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	en reception	a reception desk	grupo	alternativoj	prononco
level	necesejo	en toalett, en toalett	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	sport, en sport	sport, a sport	grupo	alternativoj	prononco
level	fridujo	ett kylskåp, ett kylskåp	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	en papperskorg, en papperskorg, en papperskorg	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	att försvara	to defend	grupo	alternativoj	prononco
level	eduki	att utbilda	to educate	grupo	alternativoj	prononco
level	hejti	värma upp, värma upp	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	en lista	a list	grupo	alternativoj	prononco
level	kondiĉo	ett tillstånd	a condition	grupo	alternativoj	prononco
level	poste	senare, efteråt, nästa	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	att omfamna, att krama	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	glad, glad, glad	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	en förkylning (fångad)	a cold (caught)	grupo	alternativoj	prononco
level	salono	ett vardagsrum, en lounge, en salong	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	att innehålla	to consist	grupo	alternativoj	prononco
level	hejme	hemma	at home	grupo	alternativoj	prononco
level	spezo	en omsättning	a turnover	grupo	alternativoj	prononco
level	kalendaro	en kalender	a calendar	grupo	alternativoj	prononco
level	imagi	att föreställa sig	to imagine	grupo	alternativoj	prononco
level	fidela	trogen, pålitlig	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	att delta, att delta	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	ett slott, ett citadell	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(suffix) en grupp i siffror	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	att närvara, att närvara vid	to attend, to be present at	grupo	alternativoj	prononco
level	televido	TV, tv	TV, television	grupo	alternativoj	prononco
level	studento	en student (universitet)	a student (university)	grupo	alternativoj	prononco
level	impreso	ett intryck	an impression	grupo	alternativoj	prononco
level	pupo	en docka, en docka	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	konstant, ständig, permanent	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	platt, jämn, plan, nivå	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ år gammal	~ years old	grupo	alternativoj	prononco
level	blovi	att blåsa	to blow	grupo	alternativoj	prononco
level	konfesi	att erkänna, att erkänna	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	utanför, utomlands	outside, abroad	grupo	alternativoj	prononco
level	remi	att ro	to row	grupo	alternativoj	prononco
level	kaserolo	en gryta, en kastrull, en kastrull	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(båda föräldrarna	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	att gifta sig, att gifta sig	to get married, to marry	grupo	alternativoj	prononco
level	vundo	ett sår, en skada	a wound, an injury	grupo	alternativoj	prononco
level	scienco	vetenskap, en vetenskap	science, a science	grupo	alternativoj	prononco
level	monero	ett mynt	a coin	grupo	alternativoj	prononco
level	kompari	att jämföra	to compare	grupo	alternativoj	prononco
level	arko	en båge (av en kurva)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	erfaren, expert	experienced, expert	grupo	alternativoj	prononco
level	sankta	helig, helig	holy, sacred	grupo	alternativoj	prononco
level	lavujo	ett tvättställ	a washbasin	grupo	alternativoj	prononco
level	trajno	ett tåg	a train	grupo	alternativoj	prononco
level	domaĝo	synd, något beklagligt	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	skarp, slipande	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	att förtjäna, att förtjäna, att vara värdig	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	att börja prata	to start speaking	grupo	alternativoj	prononco
level	ekscii	att lära känna, att inse, att lära	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	ett frö	a seed	grupo	alternativoj	prononco
level	reveni	att komma tillbaka, att återvända	to come back, to return	grupo	alternativoj	prononco
level	lupo	en varg	a wolf	grupo	alternativoj	prononco
level	elefanto	en elefant	an elephant	grupo	alternativoj	prononco
level	karoto	en morot	a carrot	grupo	alternativoj	prononco
level	haŭto	hud, en hud	skin, a skin	grupo	alternativoj	prononco
