C.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	piki	escolher, esfaquear, picar	to pick, to stab, to sting	grupo	alternativoj	prononco
level	malriĉa	pobre	poor	grupo	alternativoj	prononco
level	informi	informar, dar informações, relatar	to inform, to give information, to report	grupo	alternativoj	prononco
level	tegmento	um telhado	a roof	grupo	alternativoj	prononco
level	lipo	lábio, um lábio	lip, a lip	grupo	alternativoj	prononco
level	rando	margem, borda, limite, borda chanfrada	margin, edge, boundary, beveled edge	grupo	alternativoj	prononco
level	malmola	duro	hard	grupo	alternativoj	prononco
level	telefono	um telefone	a telephone	grupo	alternativoj	prononco
level	forko	garfo, um garfo	fork, a fork	grupo	alternativoj	prononco
level	teo	chá, um chá	tea, a tea	grupo	alternativoj	prononco
level	pantalono	calças	trousers, pants	grupo	alternativoj	prononco
level	pinto	um pico, um topo, uma ponta, um cume	a peak, a top, a tip, a summit	grupo	alternativoj	prononco
level	skatolo	um caso, uma caixa	a case, a box	grupo	alternativoj	prononco
level	malvarma	frio, frio	cold, chilly	grupo	alternativoj	prononco
level	salo	sal	salt	grupo	alternativoj	prononco
level	reto	uma rede, uma rede	a network, a net	grupo	alternativoj	prononco
level	donaci	doar, dar, presentear	to donate, to give, to present	grupo	alternativoj	prononco
level	malalta	baixo	low	grupo	alternativoj	prononco
level	viando	carne, uma carne	meat, a meat	grupo	alternativoj	prononco
level	respekti	respeitar	to respect	grupo	alternativoj	prononco
level	forno	uma fornalha, um fogão, um forno	a furnace, a stove, an oven	grupo	alternativoj	prononco
level	-er-	(sufixo) elemento, pequena partícula do todo	(suffix)  element, small particle of whole	grupo	alternativoj	prononco
level	malkovri	descobrir, descobrir, desvendar	to discover, to uncover, to unveil	grupo	alternativoj	prononco
level	-aĉ-	(sufixo) ruim, nojento	(suffix)  bad, disgusting	grupo	alternativoj	prononco
level	branĉo	um galho, um galho	a branch, a bough	grupo	alternativoj	prononco
level	malhela	escuro, sombrio, sombrio	dark, dismal, bleak	grupo	alternativoj	prononco
level	mensogi	mentir, contar uma mentira	to lie, to tell a lie	grupo	alternativoj	prononco
level	opinio	uma opinião	an opinion	grupo	alternativoj	prononco
level	bieno	uma fazenda, uma propriedade, um terreno, uma propriedade	a farm, a property, a land, an estate	grupo	alternativoj	prononco
level	malhelpi	dificultar, impedir, frustrar, barrar	to hinder, to impede, to thwart, to bar	grupo	alternativoj	prononco
level	gasto	um convidado	a guest	grupo	alternativoj	prononco
level	aviadilo	um avião, uma aeronave	an airplane, a aircraft	grupo	alternativoj	prononco
level	kutimi	acostumar, ter o hábito de	to accustom, to be in the habit of	grupo	alternativoj	prononco
level	malsana	doente, doente, insalubre	ill, sick, unhealthy	grupo	alternativoj	prononco
level	bastono	um pedaço de pau, um bastão, uma bengala	a stick, a baton, a cane	grupo	alternativoj	prononco
level	frunto	uma testa, sobrancelha	a forehead, brow	grupo	alternativoj	prononco
level	lampo	uma lâmpada	a lamp	grupo	alternativoj	prononco
level	cetera	resto de, restante, adicional	rest of, remaining, additional	grupo	alternativoj	prononco
level	malaperi	para desaparecer	to disappear	grupo	alternativoj	prononco
level	vango	uma bochecha, uma papada	a cheek, a jowl	grupo	alternativoj	prononco
level	atingi	atingir, alcançar, alcançar, realizar	to attain, to achieve, to reach, to accomplish	grupo	alternativoj	prononco
level	malpaki	desempacotar	to unpack	grupo	alternativoj	prononco
level	polico	A Polícia	a police	grupo	alternativoj	prononco
level	kapro	uma cabra	a goat	grupo	alternativoj	prononco
level	kongreso	um congresso, uma conferência, uma convenção	a congress, a conference, a convention	grupo	alternativoj	prononco
level	ekzisti	existir	to exist	grupo	alternativoj	prononco
level	jako	uma jaqueta (= jaketo)	a jacket (=jaketo)	grupo	alternativoj	prononco
level	gliti	deslizar, escorregar	to glide, to slip	grupo	alternativoj	prononco
level	nepre	necessariamente, absolutamente, definitivamente	necessarily, absolutely, definately	grupo	alternativoj	prononco
level	anonci	anunciar, informar, anunciar	to announce, to inform, to advertise	grupo	alternativoj	prononco
level	supo	sopa, uma sopa	soup, a soup	grupo	alternativoj	prononco
level	kapabla	capaz de, capaz de	capable of, able to	grupo	alternativoj	prononco
level	antaŭulo	um antecessor	a predecessor	grupo	alternativoj	prononco
level	danĝero	um perigo	a danger	grupo	alternativoj	prononco
level	stomako	estômago, um estômago	stomach, a stomach	grupo	alternativoj	prononco
level	fromaĝo	queijo, um queijo	cheese, a cheese	grupo	alternativoj	prononco
level	ungo	uma unha, uma unha, uma unha	a nail, a fingernail, a tonail	grupo	alternativoj	prononco
level	egala	igual, mesmo	equal, even	grupo	alternativoj	prononco
level	centro	centro, um centro	center, a center	grupo	alternativoj	prononco
level	riĉulo	um mais rico, uma pessoa rica	a richer, a rich person	grupo	alternativoj	prononco
level	bani	banhar-se, lavar-se, enxaguar	to bathe, to wash over, to rinse	grupo	alternativoj	prononco
level	efiki	efetuar, ser eficaz, ter efeito	to effect, to be effective, to have effect	grupo	alternativoj	prononco
level	stelulo	uma estrela, uma celebridade	a star, a celebrity	grupo	alternativoj	prononco
level	sapo	sabonete, um sabonete	soap, a soap	grupo	alternativoj	prononco
level	iel	de alguma forma, de qualquer maneira	somehow, anyhow	grupo	alternativoj	prononco
level	aspekti	parecer, aparecer, parecer	to look like, to appear, to seem	grupo	alternativoj	prononco
level	junulo	uma pessoa jovem, jovem	a young person, youngster	grupo	alternativoj	prononco
level	lano	uma lã	a wool	grupo	alternativoj	prononco
level	ombro	uma sombra	a shadow	grupo	alternativoj	prononco
level	maljunulo	uma pessoa idosa	an old person	grupo	alternativoj	prononco
level	ĉesi	cessar, parar	to cease, to stop	grupo	alternativoj	prononco
level	raporti	reportar	to report	grupo	alternativoj	prononco
level	golulo	um goleiro	a goalkeeper	grupo	alternativoj	prononco
level	sceno	uma cena	a scene	grupo	alternativoj	prononco
level	objekto	um objeto, um artigo, uma coisa	an object, an article, a thing	grupo	alternativoj	prononco
level	preĝi	para rezar	to pray	grupo	alternativoj	prononco
level	limo	um limite, uma fronteira, uma fronteira	a limit, a border, a boundary	grupo	alternativoj	prononco
level	krimulo	um criminoso	a criminal	grupo	alternativoj	prononco
level	krei	para criar	to create	grupo	alternativoj	prononco
level	fonto	uma fonte, uma nascente, uma fonte	a source, a spring, a fountain	grupo	alternativoj	prononco
level	kravato	uma gravata	a necktie	grupo	alternativoj	prononco
level	flui	Fluir	to flow	grupo	alternativoj	prononco
level	kudri	costurar, costurar	to sew, to stitch	grupo	alternativoj	prononco
level	intenci	pretender	to intend	grupo	alternativoj	prononco
level	konservi	salvar, conservar, manter	to save, to conserve, to keep	grupo	alternativoj	prononco
level	ial	por algum motivo	for some reason	grupo	alternativoj	prononco
level	obei	obedecer	to obey	grupo	alternativoj	prononco
level	filino	uma filha	a daughter	grupo	alternativoj	prononco
level	fulmo	um relâmpago, uma lanterna	a lightning, a flashlight	grupo	alternativoj	prononco
level	junulino	uma jovem, uma jovem mulher	a young woman, a young female person	grupo	alternativoj	prononco
level	knabino	uma menina, uma moça	a girl, a lass	grupo	alternativoj	prononco
level	leĝo	uma lei, uma regra	a law, a rule	grupo	alternativoj	prononco
level	simila	semelhante, semelhante	similar, alike	grupo	alternativoj	prononco
level	edzino	uma esposa	a wife	grupo	alternativoj	prononco
level	globo	globo, um globo, uma bola, uma esfera	globe, a globe, a ball, a sphere	grupo	alternativoj	prononco
level	kulpa	culpado	guilty	grupo	alternativoj	prononco
level	svelta	magro, esguio	slim, slender	grupo	alternativoj	prononco
level	ombrelo	um guarda-chuva	an umbrella	grupo	alternativoj	prononco
level	ordinara	ordinário, comum, usual	ordinary, common, usual	grupo	alternativoj	prononco
level	plaĉi (al ~)	agradar, ser agradável (para ~)	to please, to be pleasing (to ~)	grupo	alternativoj	prononco
level	regiono	uma região	a region	grupo	alternativoj	prononco
level	danci	dançar	to dance	grupo	alternativoj	prononco
level	kompati	ter compaixão, sentir pena de	to have compassion for, to feel pity for	grupo	alternativoj	prononco
level	kruĉo	uma jarra, uma panela, uma jarra, uma botija, uma jarra	a jar, a pot,a jug, a cruse, a pitcher	grupo	alternativoj	prononco
level	reĝo	rei, um rei	king, a king	grupo	alternativoj	prononco
level	animo	uma alma	a soul	grupo	alternativoj	prononco
level	religio	uma religião	a religion	grupo	alternativoj	prononco
level	ŝtato	um estado, uma nação	a state, a nation	grupo	alternativoj	prononco
level	komuniki	comunicar	to communicate	grupo	alternativoj	prononco
level	promesi	prometer	to promise	grupo	alternativoj	prononco
level	noti	anotar, anotar	to note, to write down	grupo	alternativoj	prononco
level	daŭrigi	prolongar, prosseguir, sustentar, manter	to prolong, to proceed, to sustain, to maintain	grupo	alternativoj	prononco
level	ĝui	para curtir	to enjoy	grupo	alternativoj	prononco
level	sekve	portanto, conseqüentemente, assim	therefore, consequently, thus	grupo	alternativoj	prononco
level	peza	pesado, pesado	heavy, burdensome	grupo	alternativoj	prononco
level	aranĝi	organizar	to arrange	grupo	alternativoj	prononco
level	teruro	um terror, medo, susto	a terror, fear, fright	grupo	alternativoj	prononco
level	mastro	um mestre, um dono, um chefe	a master, an owner, a boss	grupo	alternativoj	prononco
level	magazeno	armazém, uma loja de departamentos	warehouse, a department store	grupo	alternativoj	prononco
level	amuzi	divertir, entreter	to amuse, to entertain	grupo	alternativoj	prononco
level	ofico	um escritório (dever, tarefa), função, trabalho	an office (duty, task), function, job	grupo	alternativoj	prononco
level	metro	um metro	a meter	grupo	alternativoj	prononco
level	vasta	vasto, extenso, espaçoso	vast, extensive, spacious	grupo	alternativoj	prononco
level	dorso	costas (do corpo)	back (of body)	grupo	alternativoj	prononco
level	brusto	peito, um peito, um peito (corpo)	breast, a breast, a chest (body)	grupo	alternativoj	prononco
level	estimi	estimar, respeitar	to esteem, to respect	grupo	alternativoj	prononco
level	trafi	bater, golpear, correr	to hit, to strike, to run accross	grupo	alternativoj	prononco
level	kopii	copiar	to copy	grupo	alternativoj	prononco
level	senco	um significado, um sentido	a meaning, a sense	grupo	alternativoj	prononco
level	sumo	uma soma (de números)	a sum (of numbers)	grupo	alternativoj	prononco
level	foresti	estar ausente, estar ausente, estar ausente	to be absent, to be away, to be missing	grupo	alternativoj	prononco
level	gvidanto	um líder, um guia	a leader, a guide	grupo	alternativoj	prononco
level	Esperanto	Esperanto, alguém que espera	Esperanto, someone who hopes	grupo	alternativoj	prononco
level	manĝante	enquanto come	while eating	grupo	alternativoj	prononco
level	plano	um plano	a plan	grupo	alternativoj	prononco
level	prepari	preparar	to prepare	grupo	alternativoj	prononco
level	spirito	espírito, um espírito	spirit, a spirit	grupo	alternativoj	prononco
level	hotelo	um hotel	a hotel	grupo	alternativoj	prononco
level	ripeti	repetir	to repeat	grupo	alternativoj	prononco
level	parolante	enquanto fala	while speaking	grupo	alternativoj	prononco
level	pendi	pendurar, cair	to hang, to droop	grupo	alternativoj	prononco
level	serioza	sério	serious	grupo	alternativoj	prononco
level	klini	dobrar, inclinar, inclinar	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	zombar, zombar, zombar	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	um membro	a member	grupo	alternativoj	prononco
level	greno	grão (milho, arroz, trigo), um grão	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	gritando, chorando	shouting, crying	grupo	alternativoj	prononco
level	truo	um buraco, uma toca	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	supor, adivinhar, presumir	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	menos, menos	less, fewer	grupo	alternativoj	prononco
level	sekvanta	seguinte, próximo	following, next	grupo	alternativoj	prononco
level	spiri	respirar	to breathe	grupo	alternativoj	prononco
level	trinkinte	depois de beber	after having drink	grupo	alternativoj	prononco
level	lango	uma língua	a tongue	grupo	alternativoj	prononco
level	biero	cerveja, cerveja, uma cerveja	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	um bilhete, uma conta	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	principalmente, principalmente, principalmente, acima de tudo	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	eletricidade	electricity	grupo	alternativoj	prononco
level	korbo	uma cesta	a basket	grupo	alternativoj	prononco
level	ŝlosi	trancar	to lock	grupo	alternativoj	prononco
level	sendinto	um remetente (alguém que enviou)	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	triângulo, um triângulo	triangle, a triangle	grupo	alternativoj	prononco
level	odori	cheirar, exalar um odor, cheirar mal	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	um curso, uma aula	a course, a class	grupo	alternativoj	prononco
level	supre	acima, em cima, acima	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	um estudante, um aprendiz	a student, a learner	grupo	alternativoj	prononco
level	verko	um trabalho (de escrita)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	uma aluna (estudante)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	próximo, próximo	upcoming, next	grupo	alternativoj	prononco
level	jupo	uma saia	a skirt	grupo	alternativoj	prononco
level	kuzo	um primo (homem)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	um ônibus (= ônibus)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	um quadrado	a square	grupo	alternativoj	prononco
level	produkto	um produto	a product	grupo	alternativoj	prononco
level	produkti	produzir, suportar	to produce, to bear	grupo	alternativoj	prononco
level	banko	um banco	a bank	grupo	alternativoj	prononco
level	donaco	um presente, um presente	a gift, a present	grupo	alternativoj	prononco
level	gardi	guardar, guardar, cuidar	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	fixo	fixed	grupo	alternativoj	prononco
level	volonte	voluntariamente (de coração)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	alto	loud	grupo	alternativoj	prononco
level	fadeno	um tópico	a thread	grupo	alternativoj	prononco
level	gusto	um gosto	a taste	grupo	alternativoj	prononco
level	leginte	depois de ler	after reading	grupo	alternativoj	prononco
level	enironte	enquanto prestes a entrar	while about to enter	grupo	alternativoj	prononco
level	dato	data, uma data	date, a date	grupo	alternativoj	prononco
level	fundo	fundo, fundação	bottom, foundation	grupo	alternativoj	prononco
level	radiko	uma raíz	a root	grupo	alternativoj	prononco
level	bonvole -u	por favor (~você)	please (~u)	grupo	alternativoj	prononco
level	signifo	um significado, um significado	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	consertar, fixar	to fix, to fasten	grupo	alternativoj	prononco
level	vana	vão, inútil	vain, useless	grupo	alternativoj	prononco
level	vaporo	vapor, vapor	steam, vapor	grupo	alternativoj	prononco
level	rakonto	uma narrativa, uma história	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	por favor (~eu)	please (~i)	grupo	alternativoj	prononco
level	figuro	uma figura, uma foto, uma imagem	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	prata	silver	grupo	alternativoj	prononco
level	ĝirafo	uma girafa	a giraffe	grupo	alternativoj	prononco
level	ĉarma	encantador	charming	grupo	alternativoj	prononco
level	rulo	um rolo, uma corrida	a roll, a run	grupo	alternativoj	prononco
level	gitaro	um violão	a guitar	grupo	alternativoj	prononco
level	miliardo	Um Bilhão	a billion	grupo	alternativoj	prononco
level	eterna	eterno, eterno	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	um jornal	a newspaper	grupo	alternativoj	prononco
level	memoro	uma memoria	a memory	grupo	alternativoj	prononco
level	ruli	rolar, executar um programa	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	lágrima, uma lágrima	tear, a tear	grupo	alternativoj	prononco
level	inko	uma tinta	an ink	grupo	alternativoj	prononco
level	majstro	Mestre, um maestro, um mestre (da sua arte)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	um leão	a lion	grupo	alternativoj	prononco
level	tiom da ~	tanto de ~, tanto de ~, que muitos de ~	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	barriga, abdômen, barriga	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	um quadrado, uma praça	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	confiar, ter fé em	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	pequena quantidade de ~, alguns	small amount of ~, some	grupo	alternativoj	prononco
level	babili	conversar, balbuciar, tagarelar	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	uma caverna, uma cavidade	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	de algum valor, alguns	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	um ombro	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	adeus, adeus, adeus	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	renunciar, desistir, render-se, abandonar	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	um segredo	a secret	grupo	alternativoj	prononco
level	droni	afogar-se	to drown	grupo	alternativoj	prononco
level	celi	visar, visar, pretender	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	um restaurante	a restaurant	grupo	alternativoj	prononco
level	turo	uma torre	a tower	grupo	alternativoj	prononco
level	sablo	areia, uma areia	sand, a sand	grupo	alternativoj	prononco
level	tondro	um trovão	a thunder	grupo	alternativoj	prononco
level	ies	de alguém	someone's	grupo	alternativoj	prononco
level	tapiŝo	um tapete, um tapete	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	necessário, exigido, desejado	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	ilustrado	illustrated	grupo	alternativoj	prononco
level	razi	barbear	to shave	grupo	alternativoj	prononco
level	standardo	um estandarte, uma bandeira	a banner, a flag	grupo	alternativoj	prononco
level	mentono	queixo, um queixo	chin, a chin	grupo	alternativoj	prononco
level	valizo	uma mala, uma valise	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(estar) ocupado, ocupado	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	suco, uma seiva	juice, a sap	grupo	alternativoj	prononco
level	komunumo	uma comunidade	a community	grupo	alternativoj	prononco
level	fontano	uma fonte	a fountain	grupo	alternativoj	prononco
level	konato	uma pessoa conhecida, um conhecido	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(tendo estado) ocupado, ocupado, engajado	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	estar ocupado, estar envolvido, engajar-se	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	um pinheiro	a pine tree	grupo	alternativoj	prononco
level	konstruota	(será) construído	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(tendo sido) capturado, cativo	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(será) capturado	(will be) captured	grupo	alternativoj	prononco
level	rezulti	resultar	to result	grupo	alternativoj	prononco
level	kaptito	um prisioneiro (foi capturado)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	calcular	to compute	grupo	alternativoj	prononco
level	batite	depois de (ter sido) espancado	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	abordado	covered	grupo	alternativoj	prononco
level	teatro	um teatro	a theatre	grupo	alternativoj	prononco
level	sezono	temporada, uma temporada	season, a season	grupo	alternativoj	prononco
level	kelnero	um garçom	a waiter	grupo	alternativoj	prononco
level	tabelo	uma tabela, uma tabulação, um índice	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	público, pessoas públicas	public, public people	grupo	alternativoj	prononco
level	apogi	apoiar, defender	to support, to uphold	grupo	alternativoj	prononco
level	distri	distrair, desviar, entreter	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	uma mãe	a mother	grupo	alternativoj	prononco
level	distanco	uma distância	a distance	grupo	alternativoj	prononco
level	aparte	à parte, separadamente	apart, separately	grupo	alternativoj	prononco
level	originala	original	original	grupo	alternativoj	prononco
level	bicikli	andar de bicicleta, andar de bicicleta	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	uma regra, um regulamento	a rule, a regulation	grupo	alternativoj	prononco
level	troa	excessivo, indevido	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	muito legal!	very nice!	grupo	alternativoj	prononco
level	balanci	balançar, balançar	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	uma meia	a stocking	grupo	alternativoj	prononco
level	kontroli	verificar, auditar, verificar	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	uma pasta, uma massa	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	retângulo, um retângulo	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	falso, falsificado, falsificado, falsificado, espúrio	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	brincar, brincar	to joke, to jest	grupo	alternativoj	prononco
level	problemo	um problema, um problema	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	para a cultura (solo, terra)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	uma escola, um lugar de aprendizagem	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	um local para comer, um restaurante, uma sala de jantar, uma cantina	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	uma bandeira, um estandarte	a flag, a banner	grupo	alternativoj	prononco
level	universala	universal, geral, mundial	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	uma loja, uma loja	a store, a shop	grupo	alternativoj	prononco
level	parko	um parque	a park	grupo	alternativoj	prononco
level	kesto	um baú, uma caixa, um estojo	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	uma igreja, uma igreja	a church, a kirk	grupo	alternativoj	prononco
level	ataki	atacar	to attack	grupo	alternativoj	prononco
level	fako	um ramo, uma disciplina, uma especialidade, um compartimento	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	uma livraria, uma livraria	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	famoso	famous	grupo	alternativoj	prononco
level	kafejo	um café, uma cafeteria	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	uma almofada, uma almofada	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	desenhar, delinear, desenhar	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	ser apropriado, ser adequado	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	uma recepção	a reception desk	grupo	alternativoj	prononco
level	necesejo	um banheiro, um banheiro	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	esporte, um esporte	sport, a sport	grupo	alternativoj	prononco
level	fridujo	uma geladeira, uma geladeira	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	uma lata de lixo, uma lata de lixo, uma lata de lixo	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	defender	to defend	grupo	alternativoj	prononco
level	eduki	educar	to educate	grupo	alternativoj	prononco
level	hejti	esquentar, esquentar	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	uma lista	a list	grupo	alternativoj	prononco
level	kondiĉo	uma condição	a condition	grupo	alternativoj	prononco
level	poste	mais tarde, depois, próximo	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	abraçar, abraçar	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	alegre, contente, feliz	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	um resfriado (pego)	a cold (caught)	grupo	alternativoj	prononco
level	salono	uma sala de estar, um salão, um salão	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	consistir	to consist	grupo	alternativoj	prononco
level	hejme	em casa	at home	grupo	alternativoj	prononco
level	spezo	uma rotatividade	a turnover	grupo	alternativoj	prononco
level	kalendaro	um calendário	a calendar	grupo	alternativoj	prononco
level	imagi	imaginar	to imagine	grupo	alternativoj	prononco
level	fidela	fiel, confiável	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	participar, participar	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	um castelo, uma cidadela	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(sufixo) um grupo em números	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	assistir, estar presente em	to attend, to be present at	grupo	alternativoj	prononco
level	televido	televisão, televisão	TV, television	grupo	alternativoj	prononco
level	studento	um estudante (universidade)	a student (university)	grupo	alternativoj	prononco
level	impreso	uma impressão	an impression	grupo	alternativoj	prononco
level	pupo	uma boneca, um fantoche	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	constante, contínuo, permanente	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	plano, uniforme, plano, nivelado	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ anos de idade	~ years old	grupo	alternativoj	prononco
level	blovi	para explodir	to blow	grupo	alternativoj	prononco
level	konfesi	confessar, admitir	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	fora, no exterior	outside, abroad	grupo	alternativoj	prononco
level	remi	remar	to row	grupo	alternativoj	prononco
level	kaserolo	uma caçarola, uma panela, uma caçarola	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(ambos os pais	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	casar, casar	to get married, to marry	grupo	alternativoj	prononco
level	vundo	uma ferida, uma lesão	a wound, an injury	grupo	alternativoj	prononco
level	scienco	ciência, uma ciência	science, a science	grupo	alternativoj	prononco
level	monero	uma moeda	a coin	grupo	alternativoj	prononco
level	kompari	comparar	to compare	grupo	alternativoj	prononco
level	arko	um arco (de uma curva)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	experiente, especialista	experienced, expert	grupo	alternativoj	prononco
level	sankta	santo, sagrado	holy, sacred	grupo	alternativoj	prononco
level	lavujo	um lavatório	a washbasin	grupo	alternativoj	prononco
level	trajno	um trem	a train	grupo	alternativoj	prononco
level	domaĝo	uma pena, algo lamentável	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	afiado, abrasivo	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	merecer, merecer, ser digno de	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	para começar a falar	to start speaking	grupo	alternativoj	prononco
level	ekscii	conhecer, perceber, aprender	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	uma semente	a seed	grupo	alternativoj	prononco
level	reveni	voltar, voltar	to come back, to return	grupo	alternativoj	prononco
level	lupo	um lobo	a wolf	grupo	alternativoj	prononco
level	elefanto	um elefante	an elephant	grupo	alternativoj	prononco
level	karoto	uma cenoura	a carrot	grupo	alternativoj	prononco
level	haŭto	pele, uma pele	skin, a skin	grupo	alternativoj	prononco
level	palaco	um palácio	a palace	grupo	alternativoj	prononco
level	eksidi	para sentar	to get sit down	grupo	alternativoj	prononco
level	mamo	um seio (de uma mulher), peito	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	um urso	a bear	grupo	alternativoj	prononco
level	vulpo	uma raposa	a fox	grupo	alternativoj	prononco
level	kuracisto	um médico (médico), um médico	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	uma cortina, uma tela, um véu	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	conquistar, conquistar, vencer, superar	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	um soldado	a soldier	grupo	alternativoj	prononco
level	trunko	um tronco, uma haste, um torso	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	um ladrão	a thief	grupo	alternativoj	prononco
level	miksi	misturar, misturar, embaralhar	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	preciso, preciso	precise, accurate	grupo	alternativoj	prononco
level	instruisto	um professor, um instrutor	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	entediar	to bore	grupo	alternativoj	prononco
