B.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	tetapi terdapat juga program yang sering kembali	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	sebagai contoh	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	sebagai contoh, hampir selalu mungkin untuk bermain sukan dan kad	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	untuk bercakap dengan rakan-rakan sepanjang malam	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	menyanyi di sekeliling api dan menari	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	untuk mengambil bahagian dalam konsert, dan sebagainya	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	Nah, saya juga boleh melakukannya di rumah	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	betul, tetapi	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	tapi yang penting semasa IJK ialah ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	datang dari pelbagai negara	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	ialah peserta datang dari pelbagai negara	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	kerana campuran orang yang berbeza itu	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	ia adalah suasana yang baik yang saya sangat suka	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	baiklah, bunyi seperti minat	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Saya akan fikirkan	I will think about	grupo	alternativoj	prononco
level	certe	yang pasti	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	namun, masalah ialah ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	wang sebanyak itu	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Saya tidak mempunyai wang sebanyak itu sekarang	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	masalahnya saya tidak mempunyai wang sebanyak itu	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Saya faham, tetapi ia tidak memerlukan kos yang tinggi	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	ia tidak akan terlalu mahal, saya percaya	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	jadual bayaran program	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	iaitu jika dilihat pada jadual syer/yuran	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	jadual syer/yuran IJK-jemputan	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	anda mendapati bahawa ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	ia hanya 50 euro secara keseluruhan	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	anda lihat bahawa untuk anda jumlahnya hanya 50 euro	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	kalau kita tidur atas lantai	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	baiklah	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	baiklah	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	tetapi bagaimana dengan perjalanan	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	kereta api akan berharga sekitar 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	adakah itu mungkin untuk anda?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	mudah-mudahan	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	tetapi akan bertahan lama dengan kereta api	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ya, tetapi kita boleh berhenti di satu atau dua bandar	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	sepanjang jalan	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	dan bermalam?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	adakah anda akan membayarnya?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	tidak, bukan saya, tetapi ia tidak menjadi masalah	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	adakah ini benar-benar tidak menjadi masalah?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	bagaimana anda merancang untuk menyelesaikannya?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	menunjukkan mahkota emas	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	baik, saya akan tunjukkan tidak lama lagi	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	tetapi teh terlebih dahulu	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	awak nak juga?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Ya terima kasih	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	di kafe yang sama'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	sesuatu berjalan, terus (melakukan) itu	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	rancangan, merancang, merancang	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	dia dan dia meneruskan perancangan	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	tolong, ini teh anda	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	sambil tu aku tengok jemputan	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	tengok jemputan IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Saya faham banyak, tetapi tidak semua	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	baiklah, tanya saja	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	inilah perkaranya	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	perkara yang jelas	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	perkara yang mengelirukan	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	mengelirukan saya	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	untuk menyertai, borang pendaftaran	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Pertubuhan Belia Esperanto Sedunia	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, burung yang mewakili TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	tinggal, tempat tinggal (penginapan)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	tempat penginapan untuk orang ramai	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	borang pendaftaran ialah alat untuk mendaftar	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	borang keahlian di mana anda menulis nama, alamat, dsb	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	panjang, singkatan	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	singkatan daripada Pertubuhan Belia Esperanto Sedunia	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo ialah burung TEJO yang kelakar	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	penginapan beramai-ramai ialah tempat tinggal ramai orang	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	tidur, pil tidur, beg tidur	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	biasanya seseorang memerlukan beg tidur di sana	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	anda menerangkan terlalu cepat	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Saya tidak menangkap semuanya	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	tidak begitu penting	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Saya rasa ia tidak begitu penting sekarang	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	nanti boleh bincang lagi	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	lagi nak cakap pasal jemputan IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	jadi nak rancang perjalanan sekarang kan?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ya, dengan senang hati	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	jadi anda akan melihat bahawa ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	akan menelan belanja sebanyak itu	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	akan melihat bahawa perjalanan tidak akan menelan belanja yang banyak	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	saya ingin tahu	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Saya ingin tahu tentang ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	bagaimana anda akan menyelesaikan bermalam	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	kerana saya tidak mempunyai wang	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	sebuah asrama remaja	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	mempunyai wang untuk hotel atau asrama belia	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	inilah penyelesaiannya	here's the solution	grupo	alternativoj	prononco
level	pasporto	sebuah pasport	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Perkhidmatan Pasport, Inap Rumah Esperantists	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	buku kecil dengan nama &quot;Perkhidmatan Pasport&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	perkhidmatan untuk apa?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	untuk orang seperti kita	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	untuk mengalami, seorang pakar	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	orang yang suka melancong dan mengalami negara	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	untuk mendapatkan dan membelanjakan	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	tanpa menghabiskan banyak wang	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	perkhidmatan, perkhidmatan, perkhidmatan itu	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	baik, dan bagaimanakah perkhidmatan itu berfungsi?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Saya melihat bahawa dalam buku itu terdapat ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	banyak alamat	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	terdapat banyak alamat dari beberapa negara	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	betul, ya!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	pada pelupusan anda	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	mereka semua, semua mereka	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	sebenarnya mereka semua ada pada pelupusan anda!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	dimaksudkan, makna	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;pada pelupusan saya&quot;, apakah maksudnya?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	bermakna bahawa ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	kepada tetamu, tetamu, menjadi tuan rumah tetamu	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	sudah bersedia, bersedia, bersedia!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	orang di alamat tersebut bersedia untuk mengehos anda	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	untuk mengetahui (seseorang), dikenali, untuk dikenali	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	dan membantu anda mengenali wilayah mereka	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	bermakna orang bersedia untuk menjadi tuan rumah dan membantu anda	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	bunyinya menarik!	sounds interesting!	grupo	alternativoj	prononco
level	do	jadi	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	seseorang tinggal di rumah orang Esperant yang lain, bukan?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	beberapa pengalaman dengan Perkhidmatan Pasport	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Saya mempunyai beberapa pengalaman menarik	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Saya telah menggunakannya di tiga benua	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(ia) berfungsi dengan buruk	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	dan setakat ini (ia) telah berfungsi dengan baik	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	hebat! kemana kita akan pergi?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	jadi, rancangan saya ialah kita ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	datang, tiba	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	selepas perjalanan yang berjaya	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	selepas menggunakan Perkhidmatan Pasport di dua bandar	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	mereka tiba selepas perjalanan yang berjaya	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	lihat, lihat!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	terdapat bendera Esperanto yang besar di sana	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	papan tanda dengan teks &quot;Selamat Datang ke IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ya, dan di bawahnya ada ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hooray!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	jadi kami akhirnya tiba	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Saya sangat letih dan lapar	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	adakah anda fikir kita boleh ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	untuk makan sesuatu	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	adakah anda fikir kita boleh makan sesuatu dengan segera?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	Saya meragui itu	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	kita mesti diterima dahulu	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	mesti diterima di kaunter penerimaan tetamu	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	dan itu boleh bertahan lama	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	untuk bertahan lama dalam pengalaman saya	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Malangnya!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	adakah itu talian untuk penerimaan?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Saya takut begitu	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	to do ~ is not totally perfect	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	adalah sempurna untuk tiba pada waktu petang	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	kita boleh bersembang dengan orang	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	tapi kita boleh sembang dengan orang dalam talian	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	lihatlah, saya melihat seorang kawan Rusia!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Saya lapar, saya mahu makan	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	selepas lebih kurang 2 jam	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	seiring dengan rakan-rakan baru dan lama	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	jawatankuasa kongres tempatan	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	seorang ahli dalam jawatankuasa kongres tempatan	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	selamat datang, siapa awak?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	dari negara mana?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	adakah anda membuat prabayar?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	tolong tunjukkan	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	jika ya, sila tunjukkan resit	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	adakah anda ahli TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	untuk menjadi ahli di gerai	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	kalau belum boleh join di booth seterusnya	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	berikut adalah resit bayaran pendahuluan	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	kad keahlian dan pasport kami	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	sangat bagus	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	jadi, saya lihat anda akan tinggal di penginapan beramai-ramai (ruang kemalangan)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	dan akan makan di asrama remaja	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	adakah maklumat tersebut betul?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	ya, sempurna	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	beg dengan program, peta dll	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	anda boleh membayar dan menerima beg dengan program, peta dll	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	di gerai merah, di sana	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	bagus terima kasih	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	nampak penat tapi sihat	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	orang-orang itu benar-benar kelihatan letih	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	dan tidak begitu baik hati	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	anda betul	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	tetapi ingat bahawa ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	sedang bekerja selama 8 jam	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK telah bekerja selama mungkin lapan jam	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	tanpa banyak jeda	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	tetapi ingat bahawa LKK berfungsi tanpa rehat	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	berbual sepanjang minggu	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Saya yakin bahawa ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Saya pasti mereka akan menjadi lebih baik	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	mereka akan menjadi lebih baik dan lebih banyak bercakap	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	jom cari	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	baiklah, sekarang mari kita cari tempat penginapan beramai-ramai	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	dan kemudian saya ingin sesuatu untuk dimakan	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	adakah anda melihat gadis itu di gerai TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ya, bagaimana dengan dia?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	Adakah awak tahu perempuan itu?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Malangnya tidak	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	tetapi dia sangat cantik, bukan?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	saya setuju	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	namun tidak faham dengan baik	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Saya setuju tetapi saya tidak faham	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	adakah anda suka perempuan?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ya, saya ingin memberitahu anda sebelum ini	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	tetapi atas sebab tertentu tidak	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspek dsb	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	adakah anda, adakah anda?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ya, saya seorang homoseksual	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	boleh juga dikatakan lesbian	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	baik, saya tidak tahu sama sekali	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	tetapi saya gembira anda berkata	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	sebenarnya saya gembira kerana anda seorang homoseksual	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	anda adalah lesbian yang paling baik dan baik	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	lesbian paling baik yang saya tahu	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	terima kasih! adakah anda mengenali orang lain?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	tetapi bagaimana anda tahu itu?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	perempuan tu lebih suka lelaki!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	dalam apa jua keadaan saya percaya bahawa gadis itu lebih suka lelaki!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	perempuan yang awak cakap tu	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	kita akan lihat	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	di tempat penginapan massa (ruang kemalangan)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	selamat Pagi!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	adakah anda tidur dengan nyenyak?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	hampir tidak nampak	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	sebaliknya, saya sukar tidur	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	tapi kenapa?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	mungkin anda gementar dengan hari pertama IJK anda?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	tidak sangat	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	sepanjang malam, sepanjang malam	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	berdengkur sangat kuat	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	hanya seseorang yang berdengkur dengan kuat sepanjang malam	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	jangan ganggu saya	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	dan itu sangat mengganggu saya	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	tidakkah kamu mendengarnya	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	tidak sama sekali, saya tidur nyenyak	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	adakah saya lupa untuk memberitahu anda bahawa ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	telinga, sumbat, sumbat telinga	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	ia berbaloi menggunakan penyumbat telinga	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	patut digunakan ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	memberitahu anda ia berbaloi menggunakan penyumbat telinga	told you it's worth using earplugs	grupo	alternativoj	prononco
