A.sk content.tsv
Level	Esperanto	sk	en-us	Grupo	Alternativoj	Pronoco
level	ĝi falis sur la tablon	padlo to na stôl	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	požiadal o odpustenie	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	hľadal päť kníh	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	prepáč, hľadal som svoju knihu.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	ale ty dobre vieš	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	nie je na mojom stole	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	tvoje knihy nie sú na mojom stole	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	opäť dal, vrátil	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	vráť mi list	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	dostal dobrú lekciu	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	ďalej umýval, jedol viac	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	už nebude čítať	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Tiež som dostal	I also received	grupo	alternativoj	prononco
level	devas fermi	musí zavrieť	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Musím dobre zavrieť	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	pevne zatvoril dvere	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	upokoj sa, upokoj sa	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	počul, ale nepočúval	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	počul pokojný zvuk	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	u mňa sú 4 vrecká	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	desať dní po poslednej lekcii	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	medzi dvoma stolmi	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	tri písmená, šesť papierov	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	od hlavy k nohám	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	štyri, štvrté, kvarteto, štvrť	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	kam sa podela trojica	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	päť prstov na oboch rukách	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	sám, do vlastného vrecka	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	dať, poskladať, zloženina	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	vložiť do vlastného vrecka	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	dvesto národov sveta	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	vzal, odniesol	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	vzal sedem z vlastných deviatich kníh	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	odísť, opustený	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	daj mi pokoj a pokoj	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tisíc osemsto osemdesiat sedem (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	šálka čaju	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	niekto umyl osem pohárov	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	dvetisíc devätnásť (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	umyl sa	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	svoje telo, vlastné vlastníctvo	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	na stole, mačka spala	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	mačka vyskočila na stôl	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	v hale, do haly	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	padol mu do ruky	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	pracovať, vypracovávať	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	vypracovať pre tú knihu	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	vie, chce vedieť, zvedavosť	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	bilingválne, bilingvizmus	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	zázraky o trojjazyčnom študentovi	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	odišiel, vrátil sa	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	mačky sa vrátili do svojich (vlastných) domovov	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	vo vreci, do vreca	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	vložte ho do tašky	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	noha, prechádzky, chodec	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	desať dní kráčali	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	vziať, vyniesť	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	krásne kvety, vzal krásne kvety	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	vytiahol len krásne kvety	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	otvoril, ale hneď zatvoril	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	otvorila medzinárodné stretnutie	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	zverejnené a distribuované	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	vydavateľstvo vydalo dvadsaťtri kníh	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	sa vrátil a znova videl vlastného syna	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	v roku dvetisícdvadsaťtri (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	vošiel (do) obchodu nejaký pán	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	predajňa áut	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	tam vidí dámu	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	vážené dámy a páni	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	to ma potešilo (páči sa mi to)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	dáma ho potešila (tá sa mu páčila)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	videl krásnu dámu	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	kto ho potešil? (koho mal rád?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	žena, ktorá ma potešila	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	ten, kto vošiel do domu	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	muž, ktorý ho daroval	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	daroval manželke prsteň	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	prsteň sa jej páčil	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	manželka, ktorej sa páčil prsteň	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	v obchode pracuje predavač	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	predajca áut	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	spýtal sa pán predavača	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	aké auto sa ti páči?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	ake auto si vyberies?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Vybral som si to auto	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	je to lepšie	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	lepšie ako toto	better than this	grupo	alternativoj	prononco
level	plej bona el ili	najlepší z nich	best of them	grupo	alternativoj	prononco
level	estas la plej bona	je najlepší	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	ake auto je najlepsie?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	toto auto je lepsie	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	tento je najlepší	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	videl všetky autá	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	najlepšie zo všetkých	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	je to rýchle?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	rýchlejšie ako ostatní	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	je tiež silný	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ach áno, samozrejme!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	je veľmi silný	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	určite je to silné	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	je tiež drahý	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	najdrahšie zo všetkých	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	lacné, ale silné	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	ľutuje a je ľutujúci (stojí za to ľutovať)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	bohužiaľ nekúpim	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	je nešťastná vec	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	kúpil si nové auto	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	pretože nemám peniaze	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	moje staré auto	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	najlacnejšie zo všetkých	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Budem tam jazdiť	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	bude s tým stále jazdiť	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	celý deň	all day long	grupo	alternativoj	prononco
level	dum li diris tion	kým to povedal	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	znova sa na ňu pozrel	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ale predavač povedal	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	bolo by lepšie, že ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	pozrite sa na túto pani	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	to je tiež veľmi drahé	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Som jej manžel	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	koľko ťa stála cesta?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	počúvaj pieseň svojej manželky	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	nezabudnite, že to stojí veľa	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	predavačovi pomáhal dve hodiny	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	viac ako tri roky	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	zakryť, zakryť, odkryť (objaviť)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	dôvod, ktorý doteraz nezistil	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	prečo si začal posielať listy?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	tam žil osem mesiacov	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	nemal čas počúvať	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	auto už bolo plné	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	čo ješ	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	aké je počasie?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	aké máš auto?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	aké boli jej listy?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	Kde sme?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	kam ideš?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	komu si to dal?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	muž, s ktorým ste cestovali	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	väčší ako auto	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	najvyšší z týchto ľudí	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	sedel pri večeri	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	ona píše, kým on číta	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	tu, v tejto miestnosti	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	tento pán	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	správa, ktorá stojí za vypočutie	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	kniha naozaj stojí za prečítanie	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	nešťastná vec	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	bohužiaľ, nemôžem	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Rado sa stalo. Bolo mi potešením	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	malé pekné dievča je veľmi krásne	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	všetci priatelia ju milujú	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	pred troma mesiacmi	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	stalo sa jej niečo zlé	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	spadla kvôli autu	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	ochorel a teplota sa zvýšila	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	matka povedala, že by si mala oddýchnuť	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	musí zostať doma	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	zavolá lekára	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	o deviatej	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	ráno prišlo o ôsmej	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	zajtra o siedmej večer	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	ukázal ruky	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	šaty, oblieka sa	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	oblečte sa a zahrejte si telo	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	doma sa hned vyzliekol a osprchoval	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	na všetko sa pozrel lekár	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	dôkladne sa pozrel a nakoniec povedal	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ostať týždeň doma	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	chce, aby si bol pokojný	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	po jednom týždni	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	budete sa cítiť lepšie	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	piť veľa čaju	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	príde ťa znova pozrieť	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	nech je pokojny aj on	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	zdravý človek, zdravý človek	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	staral sa o seba	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	celá vec mi bola hneď užitočná	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	všimol si, že hrozná vec je blízko	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	požiadal, aby si to okamžite všimol	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	myslel, že to nie je potrebné	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	žil neďaleko, a to bolo užitočné	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	naša krajina sa dnes vydesila	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	milé deti zo všetkých rodín	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	raz včera, zajtra dvakrát	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	dnes rodiny potrebujú deti	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	dúfal, že zajtra bude v poriadku	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	cítil sa (bol) veľmi pokojný	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	horu zdvihli traja malí	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	dôležití ľudia nepožiadali o pomoc	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	išiel tam pomôcť	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	ak je teplota vysoká, zostaňte doma	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	teplota zostala podobná ako dnes	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	zavolaj doktorovi o deviatej	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	ukáž to svojmu lekárovi	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	ukázať nohu	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	nosiť túto košeľu	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	cez vikend sa vsetko ukludni	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	čo ste našli pod šálkou čaju?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Chcem ranný čaj	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	dúfal v pokojný večer	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	chce, aby si sa učil	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	trval na tom, aby som išiel	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	o ktorej hodine?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	o šiestej príde	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libreto bolo očarujúce	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	buď ticho	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	nech je ticho	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	on tiež	he too	grupo	alternativoj	prononco
level	mi deziras	chcem (túžbu)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Želám si (túžim), aby ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	že sa naučíš	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Chcem, aby si sa učil	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	trvá na tom otec	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	otec trvá na tom, že ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	že idem	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	otec trvá na tom, aby som išiel	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	o ktorej hodine	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	kedy prídeš?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	o piatej)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	o piatej	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	ako sa má?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	ako sa máš v poslednej dobe?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	malé knihy sú krásne	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	brožúrka, krásne knihy	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	krásne, trochu pekné, veľmi krásne	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	teplý, vlažný, veľmi horúci	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	veľká kniha, brožúra	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	dobre, skvele, dobre	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	zbohatnúť, stať sa bohatým, bohatým človekom	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	upokojiť sa, upokojiť sa	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	zdravý, byť uzdravený, stal sa uzdraveným	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	manžel, manželstvo, ženatý	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	listový poštár	a letter postman	grupo	alternativoj	prononco
level	hejmlando	vlasť	a homeland	grupo	alternativoj	prononco
level	iom, iomete	trochu, trochu	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	mali sme skvelú večeru	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	dúfam, staraj sa o seba	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Záležalo mi na kvalitnom bývaní	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	premýšľajte dvakrát, veľakrát	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	kto stiahol knihu?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	mačka menom Caesar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	koláč, ktorý je na stole	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	jesť koláč, ktorý je na stole	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	stal sa horúcim a červenal sa	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	otec chce, aby jeho dieťa jedlo	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	v malej miestnosti	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	žijeme v ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Začal som byť nervózny	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	v tom čase, keď som ťa videl	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	každý si to všimol	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	skutočnosť, že je krásna	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	chceš to ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	aby som ti ukázal	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	chceš aby som ukázal?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	moja najnovšia kniha (cieľ)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	zajtra ráno, čo chceš?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	raňajkoval neskoro	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	kedy príde Mark?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	o piatej alebo ôsmej	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	kedy si si to všimol ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	celá rodina ma nazýva dobrodincom	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	užitočné pre vás	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	bola brožúra užitočná?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	brožúru, ktorú som poslal	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	ráno dlho spal	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	keď uvidel slnko	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	zrazu vyskočil	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	bol vždy priskoro	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	vždy mešká	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	v tom čase, keď musí ísť	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	ísť do školy	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	vie, že ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	vie skutočnosť, že ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	skutočnosť, že učiteľ nenávidí včely	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	vie, že učiteľ nenávidí včely	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	vie, že učiteľ to nenávidí	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	ale dnes vypil kávu	but today he drank the coffee	grupo	alternativoj	prononco
