C.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	mis-	(उपसर्ग) चुकीचे-	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	शांत, शांत	quiet, calm	grupo	alternativoj	prononco
level	funkcii	कार्य करणे, कार्य करणे, कार्य करणे	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	योग्य, योग्य	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	एक पर्यटक	a tourist	grupo	alternativoj	prononco
level	honti	लाज वाटणे	to be ashamed	grupo	alternativoj	prononco
level	averti	सावध करणे, सावध करणे	to warn, to caution	grupo	alternativoj	prononco
level	turismo	पर्यटन	tourism	grupo	alternativoj	prononco
level	stumpo	एक स्टंप, एक बट (सिगारेट)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	एक टीप (बोनस), ग्रॅच्युइटी	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	रुग्ण	patient	grupo	alternativoj	prononco
level	mieno	एक (चेहर्यावरील) हावभाव	a (facial) expression	grupo	alternativoj	prononco
level	pensio	पेन्शन, वार्षिकी	pension, annuity	grupo	alternativoj	prononco
level	princo	एक राजकुमार	a prince	grupo	alternativoj	prononco
level	sorto	नशीब, नशीब, नशीब	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(प्रत्यय) बंधन	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	लांब स्टॉकिंग्ज	long stockings	grupo	alternativoj	prononco
level	barbo	दाढी	beard	grupo	alternativoj	prononco
level	-ing-	(प्रत्यय) लांब धारक, सॉकेट	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	चवदार, चवदार	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	काळजी घेणे, काळजी घेणे	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(प्रत्यय) स्त्री पाळीव प्राणी नाव	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(प्रत्यय) नर पाळीव प्राणी नाव	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	नांगरणे, नांगरणे, मशागत करणे	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	एक प्रेमपत्र	a loveletter	grupo	alternativoj	prononco
level	glaso da	एक पेला	a glass of	grupo	alternativoj	prononco
level	valo	एक दरी	a valley	grupo	alternativoj	prononco
level	taso da	एक कप	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	एक ओझे, एक भार, एक शुल्क	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	एक बुफे	a buffet	grupo	alternativoj	prononco
level	avino	एक आजी	a grandmother	grupo	alternativoj	prononco
level	guto	एक थेंब, एक थेंब	a drop, a drip	grupo	alternativoj	prononco
level	estingi	बाहेर टाकणे, विझवणे	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	आनंदाने	happily	grupo	alternativoj	prononco
level	gorĝo	एक घसा	a throat	grupo	alternativoj	prononco
level	serpento	साप	a snake	grupo	alternativoj	prononco
level	klare	स्पष्टपणे	clearly	grupo	alternativoj	prononco
level	alveni	पोहोचणे, मिळवणे	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	जोडणे	to add	grupo	alternativoj	prononco
level	vesti (sin)	कपडे घालणे (स्वतःला), घालणे	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	शेपूट	a tail	grupo	alternativoj	prononco
level	alporti	आणणे, आणणे	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	एक लॉबी (पोशाख बंद करणे), प्रवेशद्वार, वेस्टिबुल	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	हॉर्न, हूटर, क्लॅक्सन	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	लोभी, लालची	greedy, avarious	grupo	alternativoj	prononco
level	ebla	शक्य, सक्षम	possible, able	grupo	alternativoj	prononco
level	eble	कदाचित, कदाचित, कदाचित	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	झाडणे	to sweep	grupo	alternativoj	prononco
level	kompreneble	अर्थात (समजते)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	स्केट करण्यासाठी, स्लाइडिंग-रन करण्यासाठी	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	स्केटिंग करणे (आइस स्केटिंग)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	घाम, घाम, घाम	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	कोणाचे नाही, कोणाचे नाही	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	सारखे दिसणे, सारखे असणे	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	एक शेकोटी, चूल	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	पोर्टेबल	portable	grupo	alternativoj	prononco
level	memkomprenebla	स्पष्ट, अर्थातच	evident, of course	grupo	alternativoj	prononco
level	prezidanto	अध्यक्ष, अध्यक्ष	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	अनेक	several	grupo	alternativoj	prononco
level	kongresnumero	काँग्रेसमधील नोंदणी क्रमांक	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	युनिव्हर्सल काँग्रेस (एस्पेरांतोची)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	बहिरे	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	युनिव्हर्सल एस्पेरांतो-असोसिएशन	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	व्यवस्थित करणे, गोष्टी व्यवस्थित करणे	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	एक मेडन, अविवाहित स्त्री, मिस.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	अंगठी	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	एक प्रवासी जहाज	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	एक काँग्रेस पुस्तक	a congress book	grupo	alternativoj	prononco
level	beko	एक चोच, एक बिल	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	पुस्तकांचे दुकान (काँग्रेसमध्ये)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	एक पुस्तक शेल्फ	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	उशी	a pillow	grupo	alternativoj	prononco
level	cindro	राख, सिंडर	ash, cinder	grupo	alternativoj	prononco
level	artikolo	एक लेख (मासिक, वर्तमानपत्र)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	संख्या करण्यासाठी, मोजण्यासाठी	to number, to count	grupo	alternativoj	prononco
level	duobla	दुप्पट	double	grupo	alternativoj	prononco
level	duoble	दुप्पट, दुप्पट	twice, doubly	grupo	alternativoj	prononco
level	dekobla	दहापट	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	टोपी	a cap	grupo	alternativoj	prononco
level	dekoblo	दहा पट, दहा वेळा	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	एक कॅसेट	a cassette	grupo	alternativoj	prononco
level	dekoble	दहापट (अनेक)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	येशू	Jesus	grupo	alternativoj	prononco
level	poluro	पॉलिश, पॉलिशमेंट	polish, polishment	grupo	alternativoj	prononco
level	tusi	खोकला	to cough	grupo	alternativoj	prononco
level	pinglo	पिन, सुई	pin, needle	grupo	alternativoj	prononco
level	buĝeto	बजेट (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	अर्धा	an half	grupo	alternativoj	prononco
level	subjekto	विषय	a subject	grupo	alternativoj	prononco
level	pesi	वजन मोजणे, वजन करणे	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	दररोज, दररोज	every day, daily	grupo	alternativoj	prononco
level	lanterno	एक कंदील	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	दुपारचे जेवण, दुपारचे जेवण	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	आयात करण्यासाठी	to import	grupo	alternativoj	prononco
level	duona	अर्धा(ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	दहावा	a tenth	grupo	alternativoj	prononco
level	skrapi	खरडणे, ओरबाडणे	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	एक चतुर्थांश, एक चतुर्थांश	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	एक तृतीयांश, एक तृतीयांश	a third, one third	grupo	alternativoj	prononco
level	pezi	वजन करणे (मोठ्या प्रमाणात वजन असणे)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	रुमाल (= काजेरतुको)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	आंघोळीचा टॉवेल	a bath towel	grupo	alternativoj	prononco
level	littuko	एक चादर	a bed sheet	grupo	alternativoj	prononco
level	terure	भयानक, भयानक	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	एक चौरस, चौपट	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	शौचालय (पोशाख)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	क्षमा, क्षमा, मुक्ती	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	एक टब, आंघोळ, व्हॅट	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	नियमितपणे, वारंवार भेट देणे	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	अन्वेषण करणे, तपास करणे	to explore, to investigate	grupo	alternativoj	prononco
level	regali	भेटणे, उपचार करणे, मनोरंजन करणे	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	चर्चा करण्यासाठी	to discuss	grupo	alternativoj	prononco
level	propagandi	प्रचार करणे, जाहिरात करणे	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	शिवणकामाची सुई	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	फावडे करणे	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	टाळ्या, कौतुक	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	भुकेले	hungry	grupo	alternativoj	prononco
level	esprimi	व्यक्त करण्यासाठी	to express	grupo	alternativoj	prononco
level	subtaso	एक बशी	a saucer	grupo	alternativoj	prononco
level	traduko	एक अनुवाद	a translation	grupo	alternativoj	prononco
level	kopiilo	एक कॉपी मशीन, एक कॉपीअर	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	एक तरतूद, एक साठा, एक पुरवठा	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	भाषांतर करणे	to translate	grupo	alternativoj	prononco
level	terglobo	पृथ्वी ग्लोब	the earth globe	grupo	alternativoj	prononco
level	breto	एक शेल्फ	a shelf	grupo	alternativoj	prononco
level	sekreti	गुप्त ठेवण्यासाठी	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	अर्थव्यवस्था, अर्थव्यवस्था	economy, an economy	grupo	alternativoj	prononco
level	evolui	विकसित करणे	to evolve	grupo	alternativoj	prononco
level	ĉambristo	एक घरकाम करणारा	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	रविवारी	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	कर्ज देणे	to lend	grupo	alternativoj	prononco
level	veturado	राईडवर जात आहे	going on a ride	grupo	alternativoj	prononco
level	ĥoro	एक गायन, एक कोरस	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	कर्ज घेणे आणि घेणे	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	कपडे	clothes	grupo	alternativoj	prononco
level	rapide	वेगाने, त्वरीत, वेगाने	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	शहराचे केंद्र	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 वर्षांचा	30 years old	grupo	alternativoj	prononco
level	tiuokaze	त्या बाबतीत	in that case	grupo	alternativoj	prononco
level	sekigi	सुकवणे	to dry	grupo	alternativoj	prononco
level	varmigi	उबदार करणे, उबदार ठेवणे, गरम करणे	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	ठिकाणी	at the place	grupo	alternativoj	prononco
level	supren	ऊर्ध्वगामी	upward	grupo	alternativoj	prononco
level	subakvigi	बुडणे, बुडणे	to sink, to make sink	grupo	alternativoj	prononco
level	foto	एक फोटो, छायाचित्र	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	एक वाळवंट	a wilderness	grupo	alternativoj	prononco
level	skribotablo	एक लेखन टेबल	a writing table	grupo	alternativoj	prononco
level	varmiĝi	उबदार होण्यासाठी	to become warm	grupo	alternativoj	prononco
level	klarigi	स्पष्ट करणे, स्पष्ट करणे	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	एक निर्भय माणूस	a fearless man	grupo	alternativoj	prononco
level	krepusko	एक संधिप्रकाश, एक संध्याकाळ	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	परिधान करणे, थकवा येणे, थकवा येणे	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	रंगहीन	colorless	grupo	alternativoj	prononco
level	senbrue	आवाज न करता	without noise	grupo	alternativoj	prononco
level	lernigi	शिकणे, शिकवणे	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	देणे असणे	to owe	grupo	alternativoj	prononco
level	sekreta	गुप्त	secret	grupo	alternativoj	prononco
level	finigi	समाप्त करणे, समाप्त करणे	to make an end, to finish	grupo	alternativoj	prononco
level	salto	एक उडी	a jump	grupo	alternativoj	prononco
level	finiĝi	पूर्ण होणे, समाप्त होणे, समाप्त होणे	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	थंड होण्यासाठी	to become cold	grupo	alternativoj	prononco
level	rideto	एक स्मित	a smile	grupo	alternativoj	prononco
level	sidiĝi	खाली बसणे	to sit down	grupo	alternativoj	prononco
level	repaciĝo	पुन्हा शांत होत आहे	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	परत देणे	to give back	grupo	alternativoj	prononco
level	stariĝi	उठणे, उठणे, उभे राहणे	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	फार तातडीने	very quickly	grupo	alternativoj	prononco
level	servo	सेवा, सेवा	service, a service	grupo	alternativoj	prononco
level	konsideri	विचार करणे	to consider	grupo	alternativoj	prononco
level	promenejo	एक विहार	a promenade	grupo	alternativoj	prononco
level	komenciĝi	सुरू करण्यासाठी, सुरू करण्यासाठी	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	सुशोभित करण्यासाठी (अधिक)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	गमावणे करण्यासाठी	to make to get lost	grupo	alternativoj	prononco
level	ordigi	ऑर्डर करण्यासाठी	to make ordered	grupo	alternativoj	prononco
level	maristo	एक नाविक, एक नाविक, एक नाविक	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	मनोरंजक नाही	not interesting	grupo	alternativoj	prononco
level	naturaĵo	एक नैसर्गिक गोष्ट	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	बनणे ~	to become ~	grupo	alternativoj	prononco
level	multpieda	अनेक पायांचा	many-footed	grupo	alternativoj	prononco
level	moviĝi	हलविणे (दूर), दुसऱ्या ठिकाणी जाणे	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	परिचित होण्यासाठी (सह)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	उद्याचे	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	परीक्षण करणे	to examine	grupo	alternativoj	prononco
level	malŝati	द्वेष करणे, आवडत नाही	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	भरणे, भरणे	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	दुःखी	sad	grupo	alternativoj	prononco
level	frosto	दंव, दंव, गोठवणारी, गोठवणारी थंडी	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	पाम, एक पाम	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	चिंताग्रस्त	anxious	grupo	alternativoj	prononco
level	respubliko	एक प्रजासत्ताक	a republic	grupo	alternativoj	prononco
level	malseka	ओले	wet	grupo	alternativoj	prononco
level	malsaniĝi	आजारी पडणे	to become ill	grupo	alternativoj	prononco
level	aliĝi	सहभागी होण्यासाठी	to join	grupo	alternativoj	prononco
level	malplaĉa	अस्वस्थ	uncomfortable	grupo	alternativoj	prononco
level	malofte	क्वचितच	rarely	grupo	alternativoj	prononco
level	malmulto	काही	few	grupo	alternativoj	prononco
level	rezignigi	राजीनामा देणे, राजीनामा देण्यास भाग पाडणे	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	एक चित्रपट, एक मोशन पिक्चर	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	काही मध्ये	in few	grupo	alternativoj	prononco
level	terni	शिंकणे	to sneeze	grupo	alternativoj	prononco
level	fermigi	बंद करण्यासाठी	to make to close	grupo	alternativoj	prononco
level	malkontentigi	त्रास देणे	to annoy	grupo	alternativoj	prononco
level	malfrui	उशीर होणे	to be late	grupo	alternativoj	prononco
level	malforta	कमकुवत	weak	grupo	alternativoj	prononco
level	fermiĝi	बंद होणे, बंद करणे	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	अवघड	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	मद्य, मादक पेय	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	व्याख्या करणे	to define	grupo	alternativoj	prononco
level	malagrabla	अप्रिय	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	बदलणे, ऐवजी ठेवणे, बदलणे	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	एक कामगार	a worker	grupo	alternativoj	prononco
level	koncerni	काळजी करणे	to concern	grupo	alternativoj	prononco
level	sciigi	कळवणे, कळवणे, शेअर करणे, सूचित करणे	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	पेरण्यासाठी	to plant	grupo	alternativoj	prononco
level	politiko	एक धोरण, राजकारण	a policy, politics	grupo	alternativoj	prononco
level	kunporti	सोबत आणण्यासाठी	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	मैत्री करणे (~ सह)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	शारीरिक शक्ती	physical strength	grupo	alternativoj	prononco
level	klarigo	स्पष्टीकरण	an explanation	grupo	alternativoj	prononco
level	dividi	वाटणे, वाटणे	to divide, to share	grupo	alternativoj	prononco
level	armi	हात करणे	to arm	grupo	alternativoj	prononco
level	karulino	एक प्रिय	a darling	grupo	alternativoj	prononco
level	intervidiĝi	एकमेकांना पाहण्यासाठी	to see each other	grupo	alternativoj	prononco
level	instruistino	एक महिला शिक्षिका	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	एक चावी	a key	grupo	alternativoj	prononco
level	ideoriĉa	कल्पनाशील	imaginative	grupo	alternativoj	prononco
level	falsi	खोटे करणे, खोटे करणे, बनावट करणे, बनावट करणे	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	शूज	shoes	grupo	alternativoj	prononco
level	homformo	व्यक्तीचे एक रूप	a form of a person	grupo	alternativoj	prononco
level	scipovi	कसे हे जाणून घेण्यासाठी	to know how	grupo	alternativoj	prononco
level	haltigi	थांबण्यासाठी	to cause stop	grupo	alternativoj	prononco
level	spezi	पैशाचा व्यवहार करण्यासाठी	to transact money	grupo	alternativoj	prononco
level	grandula	राक्षस च्या	giant's	grupo	alternativoj	prononco
level	grafino	एक काउंटेस	a countess	grupo	alternativoj	prononco
level	supra	वरील	upper	grupo	alternativoj	prononco
level	gondolisto	एक गोंडोलिस्ट	a gondolist	grupo	alternativoj	prononco
level	paŭzi	थांबणे, खंडित करणे, विश्रांती घेणे	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	भावंड	siblings	grupo	alternativoj	prononco
level	sandviĉo	एक सँडविच	a sandwich	grupo	alternativoj	prononco
level	knedi	मिसळणे, मळणे, काम करणे	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	चुकीचे बोलणे	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	व्यायाम करणे, प्रशिक्षण देणे, ड्रिल करणे, सराव करणे	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	शेवटी	at the end	grupo	alternativoj	prononco
level	verŝajne	कदाचित, वरवर पाहता	probably, apparently	grupo	alternativoj	prononco
level	familiano	एक कुटुंब सदस्य	a family member	grupo	alternativoj	prononco
level	energio	एक ऊर्जा	an energy	grupo	alternativoj	prononco
level	faligi	पडणे, धावणे	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	एक उपकरण, यंत्र, उपकरण	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	एक माहिती	an information	grupo	alternativoj	prononco
level	eniri	आत जाण्यासाठी	to go in	grupo	alternativoj	prononco
level	saluton!	नमस्कार!	hello!	grupo	alternativoj	prononco
level	ekvidi	पाहणे सुरू करण्यासाठी	to start seeing	grupo	alternativoj	prononco
level	balancilo	एक स्विंग, एक शिल्लक	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	बाहेर पडताना	on the way out	grupo	alternativoj	prononco
level	flugilo	एक पंख	a wing	grupo	alternativoj	prononco
level	ekrigardi	शोधणे सुरू करण्यासाठी	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	एक वक्ता	a speaker	grupo	alternativoj	prononco
level	ekmire	आश्चर्यकारकपणे	wonderously	grupo	alternativoj	prononco
level	dumtage	दिवसा	at day	grupo	alternativoj	prononco
level	socio	एक समाज	a society	grupo	alternativoj	prononco
level	doloriga	वेदना निर्माण करणे	causing pain	grupo	alternativoj	prononco
level	laborilo	कामासाठी एक साधन	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	भटकणे	to go astray	grupo	alternativoj	prononco
level	banujo	बाथटब (= बँकुवो)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	एक पोस्टर, एक पोस्ट, एक लेख	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	अंथरुणातून उठणे, उठणे	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	याचा अर्थ, सूचित करणे, सूचित करणे	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	कात्री	scissors	grupo	alternativoj	prononco
level	besteto	एक छोटा प्राणी	a little animal	grupo	alternativoj	prononco
level	pasio	आवड	passion	grupo	alternativoj	prononco
level	bedaŭrinde	दुर्दैवाने	unfortunately	grupo	alternativoj	prononco
level	ekdormi	झोपणे	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	वाईट वास	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	एक चाकू	a knife	grupo	alternativoj	prononco
level	rano	बेडूक	a frog	grupo	alternativoj	prononco
level	arboplena	झाडांनी भरलेले	full of trees	grupo	alternativoj	prononco
level	vespere	संध्याकाळी	in the evening	grupo	alternativoj	prononco
level	temo	एक थीम, एक विषय	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	पुढे जाण्यासाठी	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	एक गणकयंत्र	a calculator	grupo	alternativoj	prononco
level	amikino	मैत्रिण	a girl friend	grupo	alternativoj	prononco
level	alilanda	परदेशी	foreign	grupo	alternativoj	prononco
level	kovrilo	एक आवरण, एक दिवा, एक घोंगडी	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	एक मेनू	a menu	grupo	alternativoj	prononco
level	informilo	एक वृत्तपत्र, एक घोषणा	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	व्हेनिस	Venice	grupo	alternativoj	prononco
level	teroro	एक दहशत	a terror	grupo	alternativoj	prononco
level	doĝo	एक कुत्रा, एक व्हाइसरॉय	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	प्रमाण, रक्कम	quantity, amount	grupo	alternativoj	prononco
level	batilo	एक बॅट (मारण्यासाठी)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	गुणवत्ता, मालमत्ता	quality, property	grupo	alternativoj	prononco
level	laŭte	मोठ्याने, मोठ्याने	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(प्रत्यय) सशर्त निष्क्रिय	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	ख्रिसमस	Christmas	grupo	alternativoj	prononco
level	vivo	जीवन	a life	grupo	alternativoj	prononco
level	freneza	वेडा, वेडा, वेडा	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	सोडवणे, विरघळणे	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	शी संबंधित	relating to	grupo	alternativoj	prononco
level	fi!	शिट	shit!	grupo	alternativoj	prononco
level	rideti	हसणे	to smile	grupo	alternativoj	prononco
level	temas pri	बद्दल आहे	it is about	grupo	alternativoj	prononco
level	alilande	परदेशात	abroad	grupo	alternativoj	prononco
level	pli-malpli	अधिक किंवा कमी	more or less	grupo	alternativoj	prononco
level	kadro	एक फ्रेम, एक सेटिंग, एक केडर	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	लहान, लहान (=मलग्रांडा)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	दोन हजार	two thousands	grupo	alternativoj	prononco
level	ŝtormo	एक वादळ	a storm	grupo	alternativoj	prononco
level	elektra	इलेक्ट्रिक, इलेक्ट्रिकल	electric, electrical	grupo	alternativoj	prononco
level	ducent	दोन शेकडो	two hundreds	grupo	alternativoj	prononco
level	lageto	एक तळे	a pond	grupo	alternativoj	prononco
level	tridek	तीस	thirty	grupo	alternativoj	prononco
level	kukurbo	एक भोपळा, एक लौकी	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	कोमट मध्ये	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	एकोणीस	nineteen	grupo	alternativoj	prononco
level	eĥo	एक प्रतिध्वनी	an echo	grupo	alternativoj	prononco
level	ekrano	एक स्क्रीन	a screen	grupo	alternativoj	prononco
level	dek sep	सतरा	seventeen	grupo	alternativoj	prononco
level	malvarmeta	थंड	cool	grupo	alternativoj	prononco
level	dek kvin	पंधरा	fifteen	grupo	alternativoj	prononco
level	oratoro	एक वक्ता, एक प्रवक्ता, एक वक्ता	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	एक हँडबॅग (=मानसाकेटो)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	तेरा	thirteen	grupo	alternativoj	prononco
level	kristalo	एक क्रिस्टल	a crystal	grupo	alternativoj	prononco
level	cigaredo	एक सिगारेट	a cigarette	grupo	alternativoj	prononco
level	pronomo	सर्वनाम	a pronoun	grupo	alternativoj	prononco
level	frapeti	टॅप करण्यासाठी	to tap	grupo	alternativoj	prononco
level	nukso	एक नट	a nut	grupo	alternativoj	prononco
level	dek unu	अकरा	eleven	grupo	alternativoj	prononco
level	mirinda	आश्चर्यकारक, अद्भुत	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	एक पोर्टल, मुख्य गेट, एक गेट	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	एक कार्य	a function	grupo	alternativoj	prononco
level	impliki	अडकवणे, अडकवणे, गुंतवणे	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	एक काम, एक काम	a task, a job	grupo	alternativoj	prononco
level	tunelo	एक बोगदा, एक बुरुज	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	इच्छा	willingness	grupo	alternativoj	prononco
level	intermanĝeto	दुपारचे जेवण (मध्यम, लहान)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	इंटरनेट, इंटरनेट	internet, Internet	grupo	alternativoj	prononco
