B.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	你看，對你來說總共只有50 歐元	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	如果我們睡在地板上	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	好的	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	嗯，聽起來不錯	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	但是旅行呢	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	火車費用約70歐元	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	這對你來說可能嗎？	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	希望	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	但坐火車可以持續足夠長的時間	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	是的，但我們可以在一、兩個城市停留	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	一路上	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	和晚上住宿？	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	你願意付錢嗎？	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	不，不是我，但這不是問題	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	難道這真的不是問題嗎？	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	你打算如何解決這個問題？	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	展示了金色的王冠	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	好吧，我很快就會告訴你	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	但首先要喝茶	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	你也想要嗎？	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	是的，謝謝	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	在同一家咖啡館'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	某件事正在發生，繼續（做）這件事	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	計劃，計劃，計劃	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	她和他繼續計劃	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	請，這是您的茶	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	同時我看了看邀請函	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	看了IJK的邀請函	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	我明白了很多，但不是全部	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	好吧好吧，就問吧	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	這是這些東西	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	清楚的事情	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	那些令人困惑的事情	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	讓我感到困惑	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	加入，報名表	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	世界世界語青年組織	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo，代表TEJO 的鳥	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	停留，住宿的地方（住宿）	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	為大眾提供住宿	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	註冊表是一種註冊工具	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	您填寫姓名、地址等的會員表格	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	長，縮寫	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	世界世界語青年組織的縮寫	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo 是TEJO 的有趣鳥	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	大眾住宿是很多人住宿的地方	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	一次睡眠、一顆安眠藥、一個睡袋	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	通常在那裡需要一個睡袋	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	你解釋得太快了	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	我沒有抓住一切	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	沒那麼重要	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	我認為現在不是很重要	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	稍後我們可以多聊聊	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	更多關於IJK邀請的話題	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	所以你現在就想計畫旅行，對嗎？	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	是的，很高興	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	所以你會看到的~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	會花那麼多錢	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	會發現旅行不會花那麼多	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	我想知道	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	我想了解一下~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	你會如何解決過夜問題	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	因為我沒有錢	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	一個青年旅社	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	有錢住飯店或青年旅館	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	這是解決方案	here's the solution	grupo	alternativoj	prononco
level	pasporto	一張護照	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	護照服務、世界語專家寄宿家庭	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	名為「護照服務」的小冊子	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	服務為了什麼？	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	對於像我們這樣的人	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	去體驗，去專家	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	喜歡旅行和體驗國家的人	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	賺錢與消費	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	無需花很多錢	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	一項服務，一項服務，一項服務	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	那麼，這項服務是如何運作的呢？	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	我看書上有~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	很多地址	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	有來自多個國家的許多地址	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	對，是的！	right, yes!	grupo	alternativoj	prononco
level	je via dispono	由你處置	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	他們所有人，他們所有人	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	事實上，它們都可供您使用！	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	意思是，意思是	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	「由我支配」是什麼意思？	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	意思是~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	接待客人，接待客人，接待客人	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	準備好了，準備好了，準備好了！	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	這些地址的人員已準備好接待您	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	認識（一個人），被認識，被認識	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	並幫助您熟悉他們的地區	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	意味著人們願意接待您並提供協助	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	聽起來不錯！	sounds interesting!	grupo	alternativoj	prononco
level	do	所以	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	有人住在其他世界語學者的家裡，對嗎？	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	護照服務的一些經驗	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	我有過幾次有趣的經歷	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	我已經在三大洲使用過它	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	（它）效果不佳	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	到目前為止（它）效果很好	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	偉大的！我們去哪？	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	所以，我的計劃是我們~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	來了，到達了	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	成功旅行後	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	在兩個城市使用護照服務後	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	他們在一次成功的旅行後抵達	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	看哪，看哪！	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	那邊有一面巨大的世界語旗幟	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	一個寫著「歡迎來到IJK！」的牌子	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	是的，下面還有~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	萬歲！	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	所以我們終於到達了	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	我又累又餓	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	你覺得我們可以嗎~？	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	吃東西	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	你認為我們可以馬上吃點東西嗎？	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	我不相信	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	我們必須先被接受	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	必須在接待處接受	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	這可以持續很長時間	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	根據我的經驗，可以持續很長時間	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	唉！	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	這是接待處的電話嗎？	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	恐怕是這樣	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	要做~不完全完美	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	晚上到達非常完美	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	我們可以和人聊天	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	但我們可以和排隊的人聊天	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	看哪，我看到俄羅斯的朋友了！	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	我餓了，我想吃東西	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	約2小時後	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	配合新老朋友	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	地方代表大會委員會	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	地方人大常委會委員	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	歡迎光臨，你是誰？	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	從哪個國家來的？	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	你預付了嗎？	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	請展示	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	如果是，請出示收據	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	您是TEJO 會員嗎？	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	成為展位會員	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	如果沒有，您可以到下一個攤位參加	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	這是預付款收據	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	會員卡和護照	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	非常好	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	所以，我知道你會住在集體住宿（緊急空間）	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	並會在青年旅館吃飯	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	這些資訊正確嗎？	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	是的，完美	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	裝有節目、地圖等的袋子	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	您可以付款並收到一個裝有節目、地圖等的包	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	在紅色攤位那裡	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	好的謝謝你	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	看起來很累但是很健康	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	那些人看起來真的很累	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	並且不是很友善	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	你是對的	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	但請記住這一點~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	工作8小時	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK 已經工作了大約八個小時	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	沒有太多停頓	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	但請記住，李錦記的工作不間斷	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	本週很健談	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	我確定~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	我相信他們會更友善	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	他們會更友善、更健談	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	讓我們找到它	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	好吧，現在我們去找集體住宿的地方	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	然後我想要吃點東西	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	你看到TEJO展位上的那個女孩了嗎？	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	是啊，那她呢？	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	你認識她嗎？	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	很不幸的是，不行	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	但她很漂亮，不是嗎？	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	我同意	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	但不太明白	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	我同意，但我不明白	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	你喜歡女性嗎？	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	是的，我想先告訴你	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	但由於某種原因沒有	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	維裡諾吉廣場阿爾米普利奧爾維羅吉	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	方面等	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	你是嗎？	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	是的，我是同性戀	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	也可以說女同性戀	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	好吧，我根本不知道	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	但我很高興你說	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	事實上我很高興你是同性戀	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	你是最善良、最好的女同性戀	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	我認識的最好的女同性戀	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	謝謝你！你認識其他人嗎？	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	但你怎麼知道呢？	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	那個女孩比較喜歡男人！	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	無論如何我相信女孩更喜歡男人！	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	你說的那個女孩	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	我們拭目以待	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	在大眾住宿場所（緊急空間）	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	早安!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	你睡的好嗎？	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	幾乎看不到	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	相反，我幾乎無法入睡	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	但為什麼？	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	也許您對第一天IJK 感到緊張？	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	並不真地	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	整夜，整夜	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	鼾聲很大	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	只是有人整夜打呼嚕很大聲	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	別打擾我	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	這讓我很困擾	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	你沒聽到嗎	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	一點也不，我睡得很沉	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	我是不是忘了告訴你~？	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	耳塞, 耳塞, 耳塞	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	值得使用耳塞	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	值得使用~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	告訴你值得使用耳塞	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	當你在集體住宿（墜機地點）睡覺時	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	顯然是的	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	哦，可憐的凱蒂！	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	你在說誰？	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	關於你	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	愛撫，愛撫名字，暱稱	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	使用-ĉjo 或-njo，可以用世界語創建暱稱	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	啊，是的，我曾經讀過	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	然後你就會成為Injo？	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	如果你想去那兒	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	現在幾點了？	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	已經差十點五分了	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	十點前五分鐘，或九點五十五分	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	擊中還是錯過？	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	你錯過了早餐	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	媽的！	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	你滿意嗎？	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	和極度飢餓的我	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	如果你快點	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	至少可以擊中開口	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	大會開幕	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	你至少可以趕上大會開幕	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	會是什麼時候？	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	十點一刻	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	它將持續一個小時	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	十二點就可以吃飯了	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	很漂亮，我很期待	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	告訴我，開幕期間會發生什麼事？	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	到底值不值得參觀？	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	我認為是的	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	平常不是很熱鬧	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	但對於身為「菜鳥」的你來說	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	參加它可能會很有趣	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	我猜是這樣~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO總裁講幾句話	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	大會主題	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	看來，可能	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	李錦記的人可能會介紹大會的主題	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	每個IJK 都有其主題	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	我希望也能有一些音樂	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	那麼，它將在哪裡舉行？	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	在偉大的報告廳裡	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	怎麼找到那個？	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	當你離開這個地方時	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	向右走到建築物的盡頭	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	大約100米	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	再次向右，直行約100 米	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	還有一棟黃色的房子	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	在路的左邊	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	所有IJK 站點的標誌	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	裡面有所有IJK 站點的標誌	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	我會用手機傳訊息	I will send a message by mobile phone	grupo	alternativoj	prononco
