C.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	sekreta	geheim	secret	grupo	alternativoj	prononco
level	finigi	een einde maken, een einde maken	to make an end, to finish	grupo	alternativoj	prononco
level	salto	een sprong	a jump	grupo	alternativoj	prononco
level	finiĝi	klaar zijn, eindigen, tot een einde komen	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	koud worden	to become cold	grupo	alternativoj	prononco
level	rideto	een glimlach	a smile	grupo	alternativoj	prononco
level	sidiĝi	gaan zitten	to sit down	grupo	alternativoj	prononco
level	repaciĝo	weer vredig worden	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	teruggeven	to give back	grupo	alternativoj	prononco
level	stariĝi	opstaan, opstaan, opstaan	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	heel snel	very quickly	grupo	alternativoj	prononco
level	servo	dienst, een dienst	service, a service	grupo	alternativoj	prononco
level	konsideri	overwegen	to consider	grupo	alternativoj	prononco
level	promenejo	een promenade	a promenade	grupo	alternativoj	prononco
level	komenciĝi	om te beginnen, om te beginnen	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	verfraaien (meer)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	maken om te verdwalen	to make to get lost	grupo	alternativoj	prononco
level	ordigi	besteld te maken	to make ordered	grupo	alternativoj	prononco
level	maristo	een zeeman, een matroos, een zeeman	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	niet interessant	not interesting	grupo	alternativoj	prononco
level	naturaĵo	iets natuurlijks	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	worden ~	to become ~	grupo	alternativoj	prononco
level	multpieda	veelvoetig	many-footed	grupo	alternativoj	prononco
level	moviĝi	verhuizen (weg), naar een andere plaats verhuizen	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	bekend worden met)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	morgen	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	onderzoeken	to examine	grupo	alternativoj	prononco
level	malŝati	haten, niet leuk vinden	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	opvullen, invullen	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	verdrietig	sad	grupo	alternativoj	prononco
level	frosto	vorst, vorst, bevriezing, ijskoud	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	palm, een palm	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	gespannen	anxious	grupo	alternativoj	prononco
level	respubliko	een republiek	a republic	grupo	alternativoj	prononco
level	malseka	nat	wet	grupo	alternativoj	prononco
level	malsaniĝi	ziek worden	to become ill	grupo	alternativoj	prononco
level	aliĝi	meedoen	to join	grupo	alternativoj	prononco
level	malplaĉa	ongemakkelijk	uncomfortable	grupo	alternativoj	prononco
level	malofte	zelden	rarely	grupo	alternativoj	prononco
level	malmulto	weinig	few	grupo	alternativoj	prononco
level	rezignigi	aftreden, aftreden afdwingen	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	een film, een speelfilm	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	in weinigen	in few	grupo	alternativoj	prononco
level	terni	niezen	to sneeze	grupo	alternativoj	prononco
level	fermigi	te maken om te sluiten	to make to close	grupo	alternativoj	prononco
level	malkontentigi	irriteren	to annoy	grupo	alternativoj	prononco
level	malfrui	laat zijn	to be late	grupo	alternativoj	prononco
level	malforta	zwak	weak	grupo	alternativoj	prononco
level	fermiĝi	gesloten worden, gesloten zijn	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	moeilijk	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	sterke drank, alcoholische drank	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	definiëren	to define	grupo	alternativoj	prononco
level	malagrabla	onaangenaam	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	vervangen, in de plaats stellen van, vervangen	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	een werknemer	a worker	grupo	alternativoj	prononco
level	koncerni	zorgen maken	to concern	grupo	alternativoj	prononco
level	sciigi	laten weten, informeren, delen, op de hoogte brengen	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	om te planten	to plant	grupo	alternativoj	prononco
level	politiko	een beleid, politiek	a policy, politics	grupo	alternativoj	prononco
level	kunporti	meebrengen	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	vrienden maken (met ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	fysieke kracht	physical strength	grupo	alternativoj	prononco
level	klarigo	een toelichting	an explanation	grupo	alternativoj	prononco
level	dividi	verdelen, delen	to divide, to share	grupo	alternativoj	prononco
level	armi	bewapenen	to arm	grupo	alternativoj	prononco
level	karulino	een schat	a darling	grupo	alternativoj	prononco
level	intervidiĝi	elkaar zien	to see each other	grupo	alternativoj	prononco
level	instruistino	een vrouwelijke leraar	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	een sleutel	a key	grupo	alternativoj	prononco
level	ideoriĉa	fantasierijk	imaginative	grupo	alternativoj	prononco
level	falsi	vervalsen, vervalsen, vervalsen, namaken	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	schoenen	shoes	grupo	alternativoj	prononco
level	homformo	een vorm van een persoon	a form of a person	grupo	alternativoj	prononco
level	scipovi	te weten hoe	to know how	grupo	alternativoj	prononco
level	haltigi	stop te veroorzaken	to cause stop	grupo	alternativoj	prononco
level	spezi	geld af te handelen	to transact money	grupo	alternativoj	prononco
level	grandula	reus	giant's	grupo	alternativoj	prononco
level	grafino	een gravin	a countess	grupo	alternativoj	prononco
level	supra	bovenste	upper	grupo	alternativoj	prononco
level	gondolisto	een gondelist	a gondolist	grupo	alternativoj	prononco
level	paŭzi	pauzeren, pauzeren, rusten	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	broers of zussen	siblings	grupo	alternativoj	prononco
level	sandviĉo	een sandwich	a sandwich	grupo	alternativoj	prononco
level	knedi	mixen, kneden, verwerken	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	verkeerd te spreken	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	oefenen, trainen, oefenen, oefenen	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	aan het einde	at the end	grupo	alternativoj	prononco
level	verŝajne	waarschijnlijk, blijkbaar	probably, apparently	grupo	alternativoj	prononco
level	familiano	een familielid	a family member	grupo	alternativoj	prononco
level	energio	een energie	an energy	grupo	alternativoj	prononco
level	faligi	laten vallen, overreden worden	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	een apparaat, machine, apparaat	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	een informatie	an information	grupo	alternativoj	prononco
level	eniri	naar binnen gaan	to go in	grupo	alternativoj	prononco
level	saluton!	Hallo!	hello!	grupo	alternativoj	prononco
level	ekvidi	beginnen te zien	to start seeing	grupo	alternativoj	prononco
level	balancilo	een schommel, een balans	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	op de weg naar buiten	on the way out	grupo	alternativoj	prononco
level	flugilo	een vleugel	a wing	grupo	alternativoj	prononco
level	ekrigardi	om te beginnen met zoeken	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	een luidspreker	a speaker	grupo	alternativoj	prononco
level	ekmire	wonderbaarlijk	wonderously	grupo	alternativoj	prononco
level	dumtage	overdag	at day	grupo	alternativoj	prononco
level	socio	een maatschappij	a society	grupo	alternativoj	prononco
level	doloriga	veroorzaakt pijn	causing pain	grupo	alternativoj	prononco
level	laborilo	een hulpmiddel voor het werk	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	op een dwaalspoor raken	to go astray	grupo	alternativoj	prononco
level	banujo	een badkuip (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	een poster, een post, een artikel	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	uit bed komen, opstaan	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	betekenen, betekenen, impliceren	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	schaar	scissors	grupo	alternativoj	prononco
level	besteto	een klein dier	a little animal	grupo	alternativoj	prononco
level	pasio	passie	passion	grupo	alternativoj	prononco
level	bedaŭrinde	Helaas	unfortunately	grupo	alternativoj	prononco
level	ekdormi	in slaap vallen	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	slecht ruikend	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	een mes	a knife	grupo	alternativoj	prononco
level	rano	een kikker	a frog	grupo	alternativoj	prononco
level	arboplena	vol bomen	full of trees	grupo	alternativoj	prononco
level	vespere	s avonds	in the evening	grupo	alternativoj	prononco
level	temo	een thema, een onderwerp	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	verdergaan	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	een rekenmachine	a calculator	grupo	alternativoj	prononco
level	amikino	een vriendin	a girl friend	grupo	alternativoj	prononco
level	alilanda	buitenlands	foreign	grupo	alternativoj	prononco
level	kovrilo	een hoes, een lampje, een deken	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	een menu	a menu	grupo	alternativoj	prononco
level	informilo	een nieuwsbrief, een aankondiging	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venetië	Venice	grupo	alternativoj	prononco
level	teroro	een terreur	a terror	grupo	alternativoj	prononco
level	doĝo	een doge, een onderkoning	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	hoeveelheid, hoeveelheid	quantity, amount	grupo	alternativoj	prononco
level	batilo	een knuppel (om te slaan)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	kwaliteit, eigendom	quality, property	grupo	alternativoj	prononco
level	laŭte	luid, hardop	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(achtervoegsel) voorwaardelijk passief	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Kerstmis	Christmas	grupo	alternativoj	prononco
level	vivo	een leven	a life	grupo	alternativoj	prononco
level	freneza	gek, krankzinnig, gek	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	oplossen, oplossen	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	gerelateerd aan	relating to	grupo	alternativoj	prononco
level	fi!	shit!	shit!	grupo	alternativoj	prononco
level	rideti	glimlachen	to smile	grupo	alternativoj	prononco
level	temas pri	het gaat over	it is about	grupo	alternativoj	prononco
level	alilande	in het buitenland	abroad	grupo	alternativoj	prononco
level	pli-malpli	min of meer	more or less	grupo	alternativoj	prononco
level	kadro	een kader, een setting, een kader	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	klein, klein (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	tweeduizend	two thousands	grupo	alternativoj	prononco
level	ŝtormo	een storm	a storm	grupo	alternativoj	prononco
level	elektra	elektrisch, elektrisch	electric, electrical	grupo	alternativoj	prononco
level	ducent	tweehonderd	two hundreds	grupo	alternativoj	prononco
level	lageto	een pond	a pond	grupo	alternativoj	prononco
level	tridek	dertig	thirty	grupo	alternativoj	prononco
level	kukurbo	een pompoen, een kalebas	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	lauw	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	negentien	nineteen	grupo	alternativoj	prononco
level	eĥo	een echo	an echo	grupo	alternativoj	prononco
level	ekrano	een scherm	a screen	grupo	alternativoj	prononco
level	dek sep	zeventien	seventeen	grupo	alternativoj	prononco
level	malvarmeta	koel	cool	grupo	alternativoj	prononco
level	dek kvin	vijftien	fifteen	grupo	alternativoj	prononco
level	oratoro	een redenaar, een woordvoerder, een spreker	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	een handtas (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	dertien	thirteen	grupo	alternativoj	prononco
level	kristalo	een kristal	a crystal	grupo	alternativoj	prononco
level	cigaredo	een sigaret	a cigarette	grupo	alternativoj	prononco
level	pronomo	een voornaamwoord	a pronoun	grupo	alternativoj	prononco
level	frapeti	tikken	to tap	grupo	alternativoj	prononco
level	nukso	een noot	a nut	grupo	alternativoj	prononco
level	dek unu	elf	eleven	grupo	alternativoj	prononco
level	mirinda	verbazingwekkend, wonderbaarlijk	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	een portaal, een hoofdpoort, een poort	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	een functie	a function	grupo	alternativoj	prononco
level	impliki	impliceren, verstrikken, betrekken	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	een taak, een baan	a task, a job	grupo	alternativoj	prononco
level	tunelo	een tunnel, een hol	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	bereidheid	willingness	grupo	alternativoj	prononco
level	intermanĝeto	een lunch (gemiddeld, klein)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internet, internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	kietelen	to tickle	grupo	alternativoj	prononco
level	vigle	geanimeerd, levendig	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	een band, een tape, een strip	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	dom, dwaas	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Hallo	hello	grupo	alternativoj	prononco
level	himno	een hymne, een volkslied	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	geschikt zijn, passen	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	volwassen, volwassen	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	beoordelen, opschrijven	to review, to write up	grupo	alternativoj	prononco
level	gratulo	felicitatie	congratulation	grupo	alternativoj	prononco
level	flati	vleien	to flatter	grupo	alternativoj	prononco
level	komitato	een commissie	a committee	grupo	alternativoj	prononco
level	frataro	een groep hindernissen	a group of bothers	grupo	alternativoj	prononco
level	dorno	een doorn	a thorn	grupo	alternativoj	prononco
level	nebulo	mist mist	fog, mist	grupo	alternativoj	prononco
level	fervojo	een spoorweg	a railway	grupo	alternativoj	prononco
level	uzado	hoe te gebruiken, gebruiken	how to use, using	grupo	alternativoj	prononco
level	klimato	een klimaat	a climate	grupo	alternativoj	prononco
level	brakumo	een knuffel	a hug	grupo	alternativoj	prononco
level	bandaĝo	een verband, aankleden	a bandage, dressing	grupo	alternativoj	prononco
level	drato	een draad	a wire	grupo	alternativoj	prononco
level	unuo	eenheid	unit	grupo	alternativoj	prononco
level	materialo	materiaal, een materiaal	material, a material	grupo	alternativoj	prononco
level	malvarmumi	verkouden worden	to catch cold	grupo	alternativoj	prononco
level	unue	Allereerst	first of all	grupo	alternativoj	prononco
level	gramo	een gram	a gram	grupo	alternativoj	prononco
level	turniĝi	gedraaid worden	to become turned	grupo	alternativoj	prononco
level	malsano	een ziekte	a disease	grupo	alternativoj	prononco
level	porcio	een portie, een aandeel	a portion, a share	grupo	alternativoj	prononco
level	armeo	een leger	an army	grupo	alternativoj	prononco
level	bulteno	een bulletin, een nieuwsbrief	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	feest, een feest, een wedstrijd, een kant	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	een drietal	a trio	grupo	alternativoj	prononco
level	proksimume	ongeveer, ongeveer	approximately, about	grupo	alternativoj	prononco
level	determini	om te bepalen	to determine	grupo	alternativoj	prononco
level	oferi	offeren, offeren, offeren	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	zwemmen, baden	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	duidelijk, duidelijk, duidelijk	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	derde	third	grupo	alternativoj	prononco
level	familiara	vertrouwd, vriendelijk	familiar, friendly	grupo	alternativoj	prononco
level	pastro	een priester, een predikant, een pastoor	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	pagina's omslaan, bladeren, doorbladeren	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	voldoende zijn	to be sufficient	grupo	alternativoj	prononco
level	okulumi	om naar te kijken, te lonken, naar te staren, te knipogen	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	exact	exact	grupo	alternativoj	prononco
level	konstati	vaststellen, vaststellen dat het een feit is	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	een graf, een graf	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	een ervaring	an experience	grupo	alternativoj	prononco
level	ŝmiri	invetten, smeren, zalven	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	een pionier	a pioneer	grupo	alternativoj	prononco
level	emerito	een emeritus, een gepensioneerde, een gepensioneerde	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	een schrijfinstrument, alles om te schrijven	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	gunstig	favorable	grupo	alternativoj	prononco
level	kaĉo	een pap, een puree	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	zonder pauze	without pause	grupo	alternativoj	prononco
level	horizonto	een horizon	a horizon	grupo	alternativoj	prononco
level	vertikalo	een verticale lijn	a vertical line	grupo	alternativoj	prononco
level	protekti	beschermen	to protect	grupo	alternativoj	prononco
level	fikcio	een fictie	a fiction	grupo	alternativoj	prononco
level	ventumi	aanwakkeren, beluchten	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	een obstakel	an obstacle	grupo	alternativoj	prononco
level	satiĝi	tevreden te worden	to become satisfied	grupo	alternativoj	prononco
level	kredito	een krediet	a credit	grupo	alternativoj	prononco
level	rompiĝi	gebroken worden	to become broken	grupo	alternativoj	prononco
level	dorloti	verwennen, vertroetelen, aaien, liefhebben	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	een tijdperk, een tijdperk, een periode, een tijd	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	een fan	a fan	grupo	alternativoj	prononco
level	nutri	voeden, voeden	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	een maïs, een maïs, een maïs	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	beïnvloeden, beïnvloeden	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	opnieuw te bezoeken	to visit again	grupo	alternativoj	prononco
level	graveda	zwanger	pregnant	grupo	alternativoj	prononco
level	potenco	een kracht	a power	grupo	alternativoj	prononco
level	surprizi	verrassen	to surprise	grupo	alternativoj	prononco
level	minimumo	een minimum	a minimum	grupo	alternativoj	prononco
level	fabo	een boon, een tuinboon, een tuinboon	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	ontmoeten	to meet	grupo	alternativoj	prononco
level	abunda	overvloedig, overvloedig, overvloedig	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	duiken, duiken, kelderen	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	graad, graad	degree, grade	grupo	alternativoj	prononco
level	kajo	een kade, een platform, een verbinding	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	wederzijds	reciprocally	grupo	alternativoj	prononco
level	reprezenti	te representeren	to represent	grupo	alternativoj	prononco
level	gimnastiko	gymnastiek	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Aarde (de aarde)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	binden, verbinden	to bind, to link	grupo	alternativoj	prononco
level	titolo	een titel	a title	grupo	alternativoj	prononco
level	plumamiko	een penvriend (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	een boeket	a bouquet	grupo	alternativoj	prononco
level	plaĉo	prettig ding	pleasing thing	grupo	alternativoj	prononco
level	logi	lokken, verleiden, aantrekken	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	rijst	rice	grupo	alternativoj	prononco
level	rajdi	rijden	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (Esperanto-maker)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	een klein stukje	a small piece	grupo	alternativoj	prononco
level	detrui	vernietigen	to destroy	grupo	alternativoj	prononco
level	rubando	een lint, een fascia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	een papieren zak	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	een tuinman	a gardener	grupo	alternativoj	prononco
level	salajro	salaris, loon	salary, wage	grupo	alternativoj	prononco
level	severa	streng, streng	severe, strict	grupo	alternativoj	prononco
level	junulara	van de jeugd, van jonge mensen	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	een organisator	an organizer	grupo	alternativoj	prononco
level	oficistino	een vrouwelijke kantoormedewerker	a female office worker	grupo	alternativoj	prononco
level	protesti	protesteren	to protest	grupo	alternativoj	prononco
level	taksi	evalueren, schatten, beoordelen	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	nieuw	newly	grupo	alternativoj	prononco
level	ŝtuparo	trap, trap	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	een kraag	a collar	grupo	alternativoj	prononco
level	akcidento	een ongeluk	an accident	grupo	alternativoj	prononco
level	mizero	mis	misery	grupo	alternativoj	prononco
level	miliono da	een miljoen van	a million of	grupo	alternativoj	prononco
level	krokodilo	een krokodil	a crocodile	grupo	alternativoj	prononco
level	arbaro	een bos, bos	a forest, woods	grupo	alternativoj	prononco
level	etendi	uit te breiden	to extend	grupo	alternativoj	prononco
level	persekuti	vervolgen, najagen	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	een bacterie	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutraliteit	neutrality	grupo	alternativoj	prononco
level	spaco	ruimte, een ruimte	space, a space	grupo	alternativoj	prononco
level	koridoro	een gang, een doorgang, een laan	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	nieuwsgierig	curious	grupo	alternativoj	prononco
level	hararo	haar (persoon), vacht (dier)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	een zwempak, een badpak	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privaat	private	grupo	alternativoj	prononco
level	konsoli	troosten, troosten	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	een amateur	an amateur	grupo	alternativoj	prononco
level	ornami	versieren, versieren	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	menselijk ras, mensheid	human race, mankind	grupo	alternativoj	prononco
level	milda	mild, zacht, glad	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	duur	expensive	grupo	alternativoj	prononco
level	verŝi	gieten, morsen	to pour, to spill	grupo	alternativoj	prononco
level	karesi	strelen, vleien, weggooien	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	opwinden	to excite	grupo	alternativoj	prononco
level	poeto	een dichter	a poet	grupo	alternativoj	prononco
level	vortaro	een woordenboek, een woordenschat	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	grond, grond	ground, soil	grupo	alternativoj	prononco
level	ŝpari	bewaren, sparen, bewaren voor toekomstig gebruik	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registreren, registreren	registration, record	grupo	alternativoj	prononco
level	monujo	een portemonnee	a wallet	grupo	alternativoj	prononco
level	enlandano	een binnenlander	an in-lander	grupo	alternativoj	prononco
level	konto	een account	an account	grupo	alternativoj	prononco
level	origino	oorsprong	origin	grupo	alternativoj	prononco
level	samideano	een persoon met hetzelfde idee, een kameraad, een mededenker	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	handig, handig, opportuun	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineraal	mineral	grupo	alternativoj	prononco
level	lui	huren	to rent	grupo	alternativoj	prononco
level	policano	een politieagent, een politieagent (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	een rietje	a straw	grupo	alternativoj	prononco
level	lukso	luxe	luxury	grupo	alternativoj	prononco
level	mesaĝo	Een boodschap	a message	grupo	alternativoj	prononco
level	embaraso	verlegenheid, verwarring	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	om zelf te leren	to learn by oneself	grupo	alternativoj	prononco
level	diveni	raden	to guess	grupo	alternativoj	prononco
level	razilo	een scheermes	a razor	grupo	alternativoj	prononco
level	ŝirmi	beschutten, beschermen, afschermen, schaduw geven	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	dromen	to dream	grupo	alternativoj	prononco
level	injekti	injecteren	to inject	grupo	alternativoj	prononco
level	malsaneta	zwak, zachtaardig	weak, soft-illed	grupo	alternativoj	prononco
level	peki	zondigen	to sin	grupo	alternativoj	prononco
level	fandi	smelten	to melt	grupo	alternativoj	prononco
level	malĝusta	niet correct	incorrect	grupo	alternativoj	prononco
level	faldo	een vouw	a fold	grupo	alternativoj	prononco
level	skulpti	beeldhouwen, beeldhouwen	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	een steen	a rock	grupo	alternativoj	prononco
level	malfrue	later en vertraagd	later and delayed	grupo	alternativoj	prononco
level	statuo	een standbeeld	a statue	grupo	alternativoj	prononco
level	sekundo	ten tweede, een seconde	second, a second	grupo	alternativoj	prononco
level	laŭdi	loven, luiden, toejuichen	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	luxueus	luxurious	grupo	alternativoj	prononco
level	deklivo	een helling, accliviteit, een heuvel	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	een decoratie	a decoration	grupo	alternativoj	prononco
level	majstra	van een meester, van een maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	een pruim, een pruim	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	verstandig, wijs, verstandig, redelijk	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	mompelen, mompelen	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	van streek maken, omverwerpen, omverwerpen, omkeren	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	vrijheid	liberty	grupo	alternativoj	prononco
level	fortika	versterkt, duurzaam, stevig, stevig	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	bezienswaardig	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	moedig	courageously	grupo	alternativoj	prononco
level	kora	van het hart	of heart	grupo	alternativoj	prononco
level	vidindaĵo	een bezienswaardigheid die de moeite waard is, een bezienswaardigheid	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	schaal, een schaal	scale, a scale	grupo	alternativoj	prononco
level	amindumi	het hof maken, voor de rechter brengen	to woo, to court	grupo	alternativoj	prononco
level	dankinda	dankbaar, waardevol	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	uitspreiden, uitspreiden	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	betrouwbaar, betrouwbaar	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	waden, peddelen	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	de congresplaats	the congress place	grupo	alternativoj	prononco
level	veŝto	een vest, een vest	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	een naamkaartje, een visitekaartje	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	een ansichtkaart	a picture postcard	grupo	alternativoj	prononco
level	makulo	een macule, een vlek, een vlek, een vlek	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	betreurenswaardig, ellendig, beklagenswaardig, arm	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
