B.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	mi komprenas, sed ne estus multe-koste	Я понимаю, но это не будет стоить много	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	это будет не очень дорого, я думаю	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	таблица стоимости программ	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	то есть, если вы посмотрите на таблицу акций/комиссий	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	таблица долей/комиссий IJK-invitation	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	ты находишь это ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	всего 50 евро всего	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	видишь, для тебя это всего 50 евро всего	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	если мы будем спать на полу	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	все в порядке	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	ну, это звучит нормально	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	а как насчет путешествия	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	поезд будет стоить около 70 евро	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	возможно ли это для вас?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	с надеждой	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	но продержится достаточно долго на поезде	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	да, но мы можем остановиться в одном или двух городах	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	по пути	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	и ночевка?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ты бы заплатил за это?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	нет, не я, но это не проблема	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	неужели это не проблема?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	как вы планируете это решить?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	показал золотую корону	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	ну, я тебе скоро покажу	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	но сначала еще чая	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	ты тоже хочешь?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	да спасибо	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	в том же кафе'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	что-то происходит, продолжает (делать) это	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	план, планировать, планирование	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	она и он продолжают планирование	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	пожалуйста, вот твой чай	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	тем временем я посмотрел на приглашение	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	посмотрел приглашение IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Я многое понимаю, но не все	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	хорошо, хорошо, просто спроси	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	вот вещи	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	прояснить ситуацию	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	вещи, которые сбивают с толку	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	меня сбивают с толку	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	присоединиться, форма регистрации	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Всемирная эсперанто-молодежная организация	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Пепо, птица, олицетворяющая ТЕХО.	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	остановиться, место для проживания (квартира)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	жилье для массовых людей	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	регистрационная форма — это инструмент для регистрации	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	форму членства, в которой вы указываете свое имя, адрес и т. д.	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	длинный, аббревиатура	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	аббревиатура Всемирной эсперанто-молодежной организации.	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Пепо — забавная птица ТЕХО.	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	общежитие — это место, где останавливается много людей	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	сон, снотворное, спальный мешок	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	обычно там нужен спальный мешок	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	ты объяснил слишком быстро	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	я не все уловил	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	это не так важно	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Я думаю, это сейчас не очень важно	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	позже мы сможем поговорить подробнее	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	подробнее поговорим о приглашении IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Итак, вы хотите спланировать путешествие сейчас, верно?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	да, с удовольствием	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	так что ты это увидишь ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	будет стоить столько	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	увижу, что поездка не будет стоить так дорого	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Я хочу знать	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Я хочу знать о ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	как ты решишь проблему с ночевкой	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	потому что у меня нет денег	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	молодежный хостел	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	есть деньги на отель или молодежный хостел	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	вот решение	here's the solution	grupo	alternativoj	prononco
level	pasporto	паспорт	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Паспортная служба, Проживание в семье эсперантистов	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	буклет с названием «Паспортная служба»	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	сервис для чего?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	для таких людей, как мы	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	опыт, эксперт	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	люди, которые любят путешествовать и знакомиться со странами	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	зарабатывать и тратить	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	не тратя много денег	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	услуга, услуга, эта услуга	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ну и как эта услуга работает?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Я вижу, что в буклете есть ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	много адресов	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	есть много адресов из разных стран	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	правильно, да!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	к вашим услугам	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	они все, все они	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	на самом деле все они в вашем распоряжении!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	имелось в виду, имеется в виду	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	«в моем распоряжении», что это значит?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	означает, что ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	гостю, гостю, принимать гостя	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	готов, готов, готов!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	люди по этим адресам готовы принять вас	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	узнать (человека), узнать, стать известным	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	и поможем вам познакомиться со своим регионом	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	означает, что люди готовы принять вас и помочь	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	звучит интересно!	sounds interesting!	grupo	alternativoj	prononco
level	do	так	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	кто-то живет в доме других эсперантистов, да?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	несколько опытов работы с паспортной службой	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	У меня было несколько интересных опытов	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Я использовал его на трех континентах	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(оно) работает плохо	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	и до сих пор (это) работало очень хорошо	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	большой! куда мы идем?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	Итак, мой план состоит в том, что мы ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	приходит, прибыл	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	после удачной поездки	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	после использования паспортного сервиса в двух городах	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	они приезжают после удачной поездки	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	вот, смотри!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	там большой флаг эсперанто	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	табличка с надписью «Добро пожаловать в IJK!»	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	да, и под ним есть ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Ура!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	Итак, мы наконец прибыли	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Я очень устал и голоден	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	как ты думаешь, мы сможем ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	съесть что-нибудь	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	как ты думаешь, мы можем съесть что-нибудь прямо сейчас?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	сомневаюсь	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	сначала нас должны принять	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	необходимо принять на стойке регистрации	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	и это может длиться долго	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	по моему опыту, длиться долго	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	увы!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	это очередь на стойку регистрации?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Боюсь, что так	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	сделать ~ не совсем идеально	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	совершенно идеально приехать вечером	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	мы можем общаться с людьми	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	но мы можем общаться с людьми в очереди	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	вот, я вижу друга России!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Я голоден, я хочу есть	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	примерно через 2 часа	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	в компании новых и старых друзей	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	комитет местного конгресса	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	член комитета местного конгресса	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	добро пожаловать, кто вы?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	из какой страны?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ты сделал предоплату?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	Покажите, пожалуйста	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	если да, пожалуйста, покажите чек	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	ты член TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	стать участником на стенде	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	если нет, вы можете присоединиться на следующем стенде	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	вот квитанции об авансовых платежах	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	членские билеты и наши паспорта	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	очень хороший	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	Итак, я вижу, вы будете жить в общежитии (аварийном помещении)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	и поем в молодежном общежитии	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	верна ли эта информация?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Да, идеально	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	сумка с программой, картой и т. д.	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	вы можете заплатить и получить сумку с программой, картой и т. д.	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	в красной будке, там	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	хорошо спасибо	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	выглядит усталым, но здоровым	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	эти люди действительно выглядели уставшими	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	и были не очень любезны	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	ты прав	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	но помни это ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	работаем 8 часов	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	ЛКК работает уже около восьми часов	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	без особой паузы	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	но помните, что ЛКК работает без перерывов	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	болтать в течение недели	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Я уверен, что ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Я уверен, они будут добрее	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	они будут добрее и разговорчивее	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	давай найдем это	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	ну а теперь найдём место ночлега	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	а потом я бы хотел что-нибудь поесть	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ты видел девушку на стенде TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	да, а что с ней?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	ты знаешь ее?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	к сожалению нет	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	но она очень красивая, не так ли?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Я согласен	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	однако плохо понимает	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Я согласен, но я не понимаю	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	тебе нравятся женщины?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	да, я хочу сказать тебе раньше	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	но почему-то не сделал	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi oli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	аспект и т. д.	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	ты, ты?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	да, я гомосексуал	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	можно еще сказать лесбиянка	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ну я вообще не знал	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	но я рад, что ты сказал	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	вообще-то я рад, что ты гомосексуал	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	ты самая добрая и милая лесбиянка	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	самая милая лесбиянка, которую я знаю	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Спасибо! ты знаешь других?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	но откуда ты это знаешь?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	эта девушка предпочитает мужчин!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	в любом случае я считаю, что девушки предпочитают мужчин!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	та девушка, о которой ты говорил	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	посмотрим	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	в месте массового ночлега (месте крушения)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	доброе утро!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	хорошо ли спалось?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	почти не вижу	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	наоборот, я едва мог спать	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	но почему?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	может быть, ты нервничал перед своим первым днем в IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	не совсем	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	всю ночь, всю ночь напролет	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	очень громко храпел	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	просто кто-то очень громко храпел всю ночь	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	не беспокой меня	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	и это меня сильно беспокоило	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	ты этого не слышал	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	нет, я крепко спал	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	я забыл тебе это сказать ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ухо, затыкать, беруши	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	стоит использовать беруши	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	стоит использовать ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	говорил тебе, что стоит использовать затычки для ушей	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	когда ты спишь в общежитии (месте крушения)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	очевидно да	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ох, бедная Кэтти!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	О ком ты говоришь?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	о вас	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	ласкать, ласкающее имя, прозвище	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	с -ĉjo или -njo можно создавать псевдонимы на эсперанто.	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ах да, я когда-то читал об этом	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	и тогда ты будешь Инджо?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	если хочешь, иди туда	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	сколько сейчас времени?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	уже без пяти десять	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	без пяти минут десять или девять пятьдесят пять	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	попал или промахнулся?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	ты пропустил завтрак	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Вот дерьмо!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	Вы удовлетворены ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	и я очень голоден	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	если ты поторопишься	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	можно хотя бы попасть в отверстие	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	открытие конгресса	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	ты можешь хотя бы попасть на открытие съезда	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	когда это будет?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	в четверть одиннадцатого	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	это продлится час	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	а в двенадцать можно будет поесть	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	красиво, я с нетерпением жду этого	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	подскажите, что происходит во время открытия?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	стоит ли вообще посещать?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	по моему мнению да	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	обычно это не очень оживленно	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	но для тебя как для «новичка»	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	возможно, будет интересно посетить это	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Я думаю, что ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	президент TEJO скажет несколько слов	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	тема конгресса	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	кажется, наверное	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	кто-то из ЛКК наверняка представит тему съезда	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
