C.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	matene	صبح کے وقت	in the morning	grupo	alternativoj	prononco
level	trompi	دھوکہ دینا، دھوکہ دینا	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	کھیتی باڑی کرنا، فارم لیز پر دینا	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	ہندسہ، ایک ہندسہ، سیفر، ایک شکل	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	ایماندار	honest	grupo	alternativoj	prononco
level	tagmezo	دوپہر، دوپہر	noon, midday	grupo	alternativoj	prononco
level	romano	ایک ناول	a novel	grupo	alternativoj	prononco
level	rato	ایک چوہا	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	دوپہر سے پہلے (صبح میں)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	کھودنا، پیسنا، کودال کرنا	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	ایک گڑھا، کھمبا۔	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	دوپہر میں	in the afternoon	grupo	alternativoj	prononco
level	fiera	فخر	proud	grupo	alternativoj	prononco
level	bari	روکنا، رکاوٹ ڈالنا	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	جمائی کرنا	to yawn	grupo	alternativoj	prononco
level	poento	ایک نقطہ، ایک دوڑ	a point, a run	grupo	alternativoj	prononco
level	minaci	دھمکانا، ڈرانا، ڈرانا، دھمکی دینا	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	اسلحہ، اسلحہ خانہ	arms, armory	grupo	alternativoj	prononco
level	parenco	رشتہ دار، رشتہ دار، رشتہ دار	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	فصل کاٹنا، کاٹنا، جمع کرنا	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	شاور، ایک شاور	shower, a shower	grupo	alternativoj	prononco
level	mueli	پیسنا	to grind	grupo	alternativoj	prononco
level	fabelo	ایک پریوں کی کہانی، سونے کے وقت کی کہانی	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	عوامی، عوام کے لیے کھلا	public, open to public	grupo	alternativoj	prononco
level	baro	ایک رکاوٹ، ایک رکاوٹ	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	ایک کہنی	an elbow	grupo	alternativoj	prononco
level	flughaveno	ایک ہوائی اڈے	an airport	grupo	alternativoj	prononco
level	spico	ایک مسالا	a spice	grupo	alternativoj	prononco
level	kubo	ایک مکعب، ایک نرد	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	ایک کراسنگ، ایک کراس وے	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(میں) گزشتہ رات	(at) last night	grupo	alternativoj	prononco
level	pafi	گولی مارنا، فائر کرنا	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	منظور کرنے	to approve	grupo	alternativoj	prononco
level	kutime	عام طور پر، عام طور پر	ordinarily, usually	grupo	alternativoj	prononco
level	reala	حقیقی	real	grupo	alternativoj	prononco
level	kolekti	اکٹھا کرنا	to collect	grupo	alternativoj	prononco
level	okulvitroj	چشمہ، چشمہ، چشمہ	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	کردار، ایک کردار، ایک حصہ	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	انکار کرنا	to refuse	grupo	alternativoj	prononco
level	riproĉi	ملامت کرنا، ملامت کرنا، ملامت کرنا، ڈانٹنا	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	ایک رسید، ایک بل	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	ایک سورج کا پھول	a sun-flower	grupo	alternativoj	prononco
level	peli	چلانا، چلانا، پیچھا کرنا، اُکسانا	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	ایک بلاؤز	a blouse	grupo	alternativoj	prononco
level	ĉial	ہر وجہ سے	for every reason	grupo	alternativoj	prononco
level	pluvi	بارش	to rain	grupo	alternativoj	prononco
level	deserto	ایک میٹھی، ایک آفٹرس	a dessert, an afters	grupo	alternativoj	prononco
level	regno	ایک سلطنت، ایک دائرہ	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	افسوسناک، افسوسناک	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	بغیر کسی وجہ کے، کسی وجہ سے نہیں۔	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	نرم ہونا (ساتھ)، مرعوب ہونا	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	ایک cicerone، ایک ٹور گائیڈ، ایک docent	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	ایک نل، ایک ٹونٹی	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	کی صدارت کرنا	to preside over	grupo	alternativoj	prononco
level	najbara	پڑوسی	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	ایک کراس وے	a crossway	grupo	alternativoj	prononco
level	polvo	دھول، ایک دھول	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	باب، ایک باب	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	ایک اشتہار	an advertisement	grupo	alternativoj	prononco
level	pia	متقی	pious	grupo	alternativoj	prononco
level	lastjare	آخری سال	last year	grupo	alternativoj	prononco
level	vojmontrilo	ایک نشان، نشانی	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	تہھانے، تہھانے	a cellar, a basement	grupo	alternativoj	prononco
level	firma	مضبوط، مستحکم	firm, stable	grupo	alternativoj	prononco
level	eks-	<prefix>سابق، سابق	<prefix> ex-, former	grupo	alternativoj	prononco
level	kilogramo	ایک کلو گرام	a kilogram	grupo	alternativoj	prononco
level	frago	ایک سٹرابیری	a strawberry	grupo	alternativoj	prononco
level	pato	ایک کڑاہی	a frying pan	grupo	alternativoj	prononco
level	delikata	نازک، حساس	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	پیچھا کرنا، پیچھا کرنا، شکار کرنا	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	سچ بتانا	to tell the truth	grupo	alternativoj	prononco
level	pra-	زمانے میں دور، پراگیتہاسک، پیشگی، عظیم الشان-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	بالغ، پکا ہوا	mature, ripe	grupo	alternativoj	prononco
level	kulerego	بالٹی، ایک بڑا چمچ	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	اپنے آپ کو برتاؤ کرنا، برتاؤ کرنا	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	واقعی، حقیقی طور پر، واقعی	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	<prefix>غلط	<prefix> mis-	grupo	alternativoj	prononco
level	kvieta	پرسکون، پرسکون	quiet, calm	grupo	alternativoj	prononco
level	funkcii	کام کرنا، کام کرنا، کام کرنا	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	مناسب، موزوں	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	ایک سیاح	a tourist	grupo	alternativoj	prononco
level	honti	شرمندہ ہونا	to be ashamed	grupo	alternativoj	prononco
level	averti	خبردار کرنا، خبردار کرنا	to warn, to caution	grupo	alternativoj	prononco
level	turismo	سیاحت	tourism	grupo	alternativoj	prononco
level	stumpo	ایک سٹمپ، ایک بٹ (سگریٹ)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	ایک ٹپ (بونس)، ایک گریجویٹی	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	صبر	patient	grupo	alternativoj	prononco
level	mieno	ایک (چہرے کا) تاثر	a (facial) expression	grupo	alternativoj	prononco
level	pensio	پنشن، سالانہ	pension, annuity	grupo	alternativoj	prononco
level	princo	ایک شہزادہ	a prince	grupo	alternativoj	prononco
level	sorto	قسمت، قسمت، قسمت	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	<suffix>ذمہ داری	<suffix> obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	لمبی جرابیں	long stockings	grupo	alternativoj	prononco
level	barbo	داڑھی	beard	grupo	alternativoj	prononco
level	-ing-	<suffix>لمبا ہولڈر، ساکٹ	<suffix> long holder, socket	grupo	alternativoj	prononco
level	bongusta	مزیدار، اچھا ذائقہ	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	دیکھ بھال کرنا، نرس کرنا	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	<suffix>خواتین کے پالتو جانوروں کا نام	<suffix> female pet name	grupo	alternativoj	prononco
level	-ĉjo	<suffix>مرد پالتو جانور کا نام	<suffix> male pet name	grupo	alternativoj	prononco
level	plugi	ہل چلانا، ہل چلانا، تکنا	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	ایک محبت نامہ	a loveletter	grupo	alternativoj	prononco
level	glaso da	کا ایک گلاس	a glass of	grupo	alternativoj	prononco
level	valo	ایک وادی	a valley	grupo	alternativoj	prononco
level	taso da	ایک کپ	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	ایک بوجھ، بوجھ، چارج	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	ایک بوفے	a buffet	grupo	alternativoj	prononco
level	avino	ایک دادی	a grandmother	grupo	alternativoj	prononco
level	guto	ایک قطرہ، ایک قطرہ	a drop, a drip	grupo	alternativoj	prononco
level	estingi	بجھانا، بجھانا	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	خوشی سے	happily	grupo	alternativoj	prononco
level	gorĝo	ایک گلا	a throat	grupo	alternativoj	prononco
level	serpento	ایک سانپ	a snake	grupo	alternativoj	prononco
level	klare	واضح طور پر	clearly	grupo	alternativoj	prononco
level	alveni	پہنچنا، حاصل کرنا	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	جمع کرنا	to add	grupo	alternativoj	prononco
level	vesti (sin)	(خود کو) پہننا، پہننا	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	ایک دم	a tail	grupo	alternativoj	prononco
level	alporti	لانا، لانا	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	ایک لابی (لباس اتار کر)، داخلی ہال، ویسٹیبل	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	ایک ہارن، ہوٹر، کلیکسن	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	لالچی، مختلف	greedy, avarious	grupo	alternativoj	prononco
level	ebla	ممکن، قابل	possible, able	grupo	alternativoj	prononco
level	eble	شاید، ممکنہ طور پر، شاید	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	جھاڑو	to sweep	grupo	alternativoj	prononco
level	kompreneble	یقینا (سمجھ سے)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	سکیٹ کرنا، سلائیڈنگ رن کرنا	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	سکیٹنگ (آئس سکیٹنگ)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	پسینہ، پسینہ، پسینہ	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	کسی کا نہیں، کسی کا نہیں۔	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	مشابہہ نظر آنا	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	ایک چمنی، ایک چولہا۔	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	پورٹیبل	portable	grupo	alternativoj	prononco
level	memkomprenebla	ظاہر ہے، بالکل	evident, of course	grupo	alternativoj	prononco
level	prezidanto	ایک چیئرمین، ایک صدر	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	کئی	several	grupo	alternativoj	prononco
level	kongresnumero	کانگریس میں ایک رجسٹرنگ نمبر	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	یونیورسل کانگریس (ایسپرانٹو)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	بہرا	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	یونیورسل ایسپرانٹو ایسوسی ایشن	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	ترتیب دینا، چیزوں کو ترتیب دینا	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	ایک شادی شدہ، غیر شادی شدہ عورت، مس۔	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	ایک انگوٹی	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	ایک مسافر جہاز	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	کانگریس کی ایک کتاب	a congress book	grupo	alternativoj	prononco
level	beko	ایک چونچ، ایک بل	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	کتابوں کی دکان (کانگریس میں)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	ایک بک شیلف	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	ایک تکیہ	a pillow	grupo	alternativoj	prononco
level	cindro	راکھ، سنڈر	ash, cinder	grupo	alternativoj	prononco
level	artikolo	ایک مضمون (میگزین، اخبار)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	شمار کرنا، شمار کرنا	to number, to count	grupo	alternativoj	prononco
level	duobla	دگنا	double	grupo	alternativoj	prononco
level	duoble	دو بار، دوگنا	twice, doubly	grupo	alternativoj	prononco
level	dekobla	دس گنا	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	ایک ٹوپی	a cap	grupo	alternativoj	prononco
level	dekoblo	دس گنا، دس گنا	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	ایک کیسٹ	a cassette	grupo	alternativoj	prononco
level	dekoble	دس گنا زیادہ (بہت سے)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	یسوع	Jesus	grupo	alternativoj	prononco
level	poluro	پالش، پالش	polish, polishment	grupo	alternativoj	prononco
level	tusi	کھانسی کو	to cough	grupo	alternativoj	prononco
level	pinglo	پن، سوئی	pin, needle	grupo	alternativoj	prononco
level	buĝeto	بجٹ (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	ایک آدھا	an half	grupo	alternativoj	prononco
level	subjekto	ایک عنوان	a subject	grupo	alternativoj	prononco
level	pesi	وزن کی پیمائش کرنا، وزن کرنا	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	ہر روز، روزانہ	every day, daily	grupo	alternativoj	prononco
level	lanterno	ایک لالٹین	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	ایک دوپہر کا کھانا، دوپہر کا کھانا	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	درآمد کرنے کے لئے	to import	grupo	alternativoj	prononco
level	duona	آدھا	half(ly)	grupo	alternativoj	prononco
level	dekono	دسواں	a tenth	grupo	alternativoj	prononco
level	skrapi	کھرچنا، کھرچنا	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	ایک چوتھائی، ایک چوتھائی	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	ایک تہائی، ایک تہائی	a third, one third	grupo	alternativoj	prononco
level	pezi	وزن کرنا (ایک مقدار کا بھاری ہونا)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	ایک رومال (= kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	ایک غسل تولیہ	a bath towel	grupo	alternativoj	prononco
level	littuko	ایک بستر کی چادر	a bed sheet	grupo	alternativoj	prononco
level	terure	خوفناک، خوفناک	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	ایک چوکور، چار گنا	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	بیت الخلا (لباس)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	معافی، معافی، معافی	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	ایک ٹب، ایک غسل، ایک وٹ	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	باقاعدگی سے جانا، کثرت سے جانا	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	دریافت کرنا، چھان بین کرنا	to explore, to investigate	grupo	alternativoj	prononco
level	regali	منانا، علاج کرنا، تفریح کرنا	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	بحث کرنے کے لئے	to discuss	grupo	alternativoj	prononco
level	propagandi	پروپیگنڈا کرنا، تشہیر کرنا	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	ایک سلائی سوئی	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	بیلچہ کرنا	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	ایک تالیاں، تعریف	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	بھوکا	hungry	grupo	alternativoj	prononco
level	esprimi	اظہار کرنے	to express	grupo	alternativoj	prononco
level	subtaso	ایک طشتری	a saucer	grupo	alternativoj	prononco
level	traduko	ایک ترجمہ	a translation	grupo	alternativoj	prononco
level	kopiilo	ایک کاپی کرنے والی مشین، ایک کاپیر	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	ایک فراہمی، ایک ذخیرہ، ایک فراہمی	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	ترجمہ کرنے	to translate	grupo	alternativoj	prononco
level	terglobo	زمین کی دنیا	the earth globe	grupo	alternativoj	prononco
level	breto	ایک شیلف	a shelf	grupo	alternativoj	prononco
level	sekreti	راز رکھنے کے لئے	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	معیشت، ایک معیشت	economy, an economy	grupo	alternativoj	prononco
level	evolui	ارتقا ہونا	to evolve	grupo	alternativoj	prononco
level	ĉambristo	ایک گھریلو ملازمہ	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	اتوار کو	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	قرضے دینے کے لئے	to lend	grupo	alternativoj	prononco
level	veturado	سواری پر جا رہے ہیں	going on a ride	grupo	alternativoj	prononco
level	ĥoro	ایک کوئر، ایک کورس	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	ادھار لینا اور لینا	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	کپڑے	clothes	grupo	alternativoj	prononco
level	rapide	تیزی سے، تیزی سے، تیزی سے	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	ایک شہر کا مرکز	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 سال کی عمر	30 years old	grupo	alternativoj	prononco
level	tiuokaze	اس صورت میں	in that case	grupo	alternativoj	prononco
level	sekigi	خشک کرنے کے لئے	to dry	grupo	alternativoj	prononco
level	varmigi	گرم کرنا، گرم رکھنا، گرم کرنا	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	جگہ پر	at the place	grupo	alternativoj	prononco
level	supren	اضافہ	upward	grupo	alternativoj	prononco
level	subakvigi	ڈوبنا، سنک بنانا	to sink, to make sink	grupo	alternativoj	prononco
level	foto	ایک تصویر، تصویر	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	ایک بیابان	a wilderness	grupo	alternativoj	prononco
level	skribotablo	ایک تحریری میز	a writing table	grupo	alternativoj	prononco
level	varmiĝi	گرم ہونے کے لئے	to become warm	grupo	alternativoj	prononco
level	klarigi	وضاحت کرنا، واضح کرنا	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	ایک نڈر آدمی	a fearless man	grupo	alternativoj	prononco
level	krepusko	ایک گودھولی، ایک شام	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	پہننا، تھکا دینا، تھکاوٹ کا باعث بننا	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	بے رنگ	colorless	grupo	alternativoj	prononco
level	senbrue	شور کے بغیر	without noise	grupo	alternativoj	prononco
level	lernigi	سیکھنے کے لیے، سکھانے کے لیے	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	واجب الادا	to owe	grupo	alternativoj	prononco
level	sekreta	خفیہ	secret	grupo	alternativoj	prononco
level	finigi	ختم کرنا، ختم کرنا	to make an end, to finish	grupo	alternativoj	prononco
level	salto	ایک چھلانگ	a jump	grupo	alternativoj	prononco
level	finiĝi	ختم ہونا، ختم ہونا، ختم ہونا	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	ٹھنڈا ہونا	to become cold	grupo	alternativoj	prononco
level	rideto	ایک مسکراہٹ	a smile	grupo	alternativoj	prononco
level	sidiĝi	بیٹھنے کے لیے	to sit down	grupo	alternativoj	prononco
level	repaciĝo	دوبارہ پرامن ہو رہا ہے	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	واپس دینے کے لئے	to give back	grupo	alternativoj	prononco
level	stariĝi	اٹھنا، اٹھنا، کھڑا ہونا	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	بہت تیزی سے	very quickly	grupo	alternativoj	prononco
level	servo	خدمت، ایک خدمت	service, a service	grupo	alternativoj	prononco
level	konsideri	غور کرنے کے لئے	to consider	grupo	alternativoj	prononco
level	promenejo	ایک سفر	a promenade	grupo	alternativoj	prononco
level	komenciĝi	شروع کرنا، شروع کرنا	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	خوبصورت بنانا (مزید)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	کھو جانے کے لئے بنانے کے لئے	to make to get lost	grupo	alternativoj	prononco
level	ordigi	آرڈر کرنے کے لئے	to make ordered	grupo	alternativoj	prononco
level	maristo	ایک بحری جہاز، ایک ملاح، ایک بحری جہاز	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	دلچسپ نہیں	not interesting	grupo	alternativoj	prononco
level	naturaĵo	ایک قدرتی چیز	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	بننے کے لئے ~	to become ~	grupo	alternativoj	prononco
level	multpieda	کئی پاؤں والا	many-footed	grupo	alternativoj	prononco
level	moviĝi	(دور کرنا)، دوسری جگہ منتقل ہونا	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	واقف ہونا (کے ساتھ)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	کل کی	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	جانچنا	to examine	grupo	alternativoj	prononco
level	malŝati	نفرت کرنا، پسند نہیں کرنا	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	بھرنا، بھرنا	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	اداس	sad	grupo	alternativoj	prononco
level	frosto	ٹھنڈ، ٹھنڈ، جمنا، جمنے والی سردی	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	کھجور، ایک کھجور	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	فکر مند	anxious	grupo	alternativoj	prononco
level	respubliko	ایک جمہوریہ	a republic	grupo	alternativoj	prononco
level	malseka	گیلا	wet	grupo	alternativoj	prononco
level	malsaniĝi	بیمار ہو جانا	to become ill	grupo	alternativoj	prononco
level	aliĝi	شامل ہونے کے لئے	to join	grupo	alternativoj	prononco
level	malplaĉa	غیر آرام دہ	uncomfortable	grupo	alternativoj	prononco
level	malofte	شاذ و نادر ہی	rarely	grupo	alternativoj	prononco
level	malmulto	چند	few	grupo	alternativoj	prononco
level	rezignigi	استعفیٰ دینا، استعفیٰ دینے پر مجبور کرنا	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	ایک فلم، ایک موشن پکچر	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	چند میں	in few	grupo	alternativoj	prononco
level	terni	چھینک آنا	to sneeze	grupo	alternativoj	prononco
level	fermigi	بند کرنے کے لئے	to make to close	grupo	alternativoj	prononco
level	malkontentigi	تنگ کرنا	to annoy	grupo	alternativoj	prononco
level	malfrui	دیر ہونا	to be late	grupo	alternativoj	prononco
level	malforta	کمزور	weak	grupo	alternativoj	prononco
level	fermiĝi	بند ہونا، بند ہونا	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	مشکل	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	شراب، الکحل مشروبات	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	وضاحت کرنا	to define	grupo	alternativoj	prononco
level	malagrabla	ناخوشگوار	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	بدلنا، اس کی جگہ رکھنا، بدلنا	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	ایک کارکن	a worker	grupo	alternativoj	prononco
level	koncerni	فکر کرنا	to concern	grupo	alternativoj	prononco
level	sciigi	بتانا، مطلع کرنا، بانٹنا، مطلع کرنا	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	پودے لگانا	to plant	grupo	alternativoj	prononco
level	politiko	ایک پالیسی، سیاست	a policy, politics	grupo	alternativoj	prononco
level	kunporti	ساتھ لانے کے لیے	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	دوست بنانا (~ کے ساتھ)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	جسمانی طاقت	physical strength	grupo	alternativoj	prononco
level	klarigo	ایک وضاحت	an explanation	grupo	alternativoj	prononco
level	dividi	بانٹنا، بانٹنا	to divide, to share	grupo	alternativoj	prononco
level	armi	بازو کرنا	to arm	grupo	alternativoj	prononco
level	karulino	ایک پیاری	a darling	grupo	alternativoj	prononco
level	intervidiĝi	ایک دوسرے کو دیکھنے کے لیے	to see each other	grupo	alternativoj	prononco
level	instruistino	ایک خاتون ٹیچر	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	چابی	a key	grupo	alternativoj	prononco
level	ideoriĉa	تخیلاتی	imaginative	grupo	alternativoj	prononco
level	falsi	جعل سازی کرنا، جعل سازی کرنا، جعل سازی کرنا، جعل سازی کرنا	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	جوتے	shoes	grupo	alternativoj	prononco
level	homformo	ایک شخص کی شکل	a form of a person	grupo	alternativoj	prononco
level	scipovi	جاننے کے لئے کہ کس طرح	to know how	grupo	alternativoj	prononco
level	haltigi	روکنے کا سبب بننا	to cause stop	grupo	alternativoj	prononco
level	spezi	رقم کا لین دین کرنا	to transact money	grupo	alternativoj	prononco
level	grandula	دیو کا	giant's	grupo	alternativoj	prononco
level	grafino	ایک کاؤنٹیس	a countess	grupo	alternativoj	prononco
level	supra	اوپری	upper	grupo	alternativoj	prononco
level	gondolisto	ایک گونڈولسٹ	a gondolist	grupo	alternativoj	prononco
level	paŭzi	توقف کرنا، توڑنا، آرام کرنا	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	بہن بھائی	siblings	grupo	alternativoj	prononco
level	sandviĉo	ایک سینڈوچ	a sandwich	grupo	alternativoj	prononco
level	knedi	ملانا، گوندھنا، کام کرنا	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	غلط بات کرنا	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	ورزش کرنا، تربیت کرنا، ڈرل کرنا، مشق کرنا	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	آخر میں	at the end	grupo	alternativoj	prononco
level	verŝajne	شاید، بظاہر	probably, apparently	grupo	alternativoj	prononco
level	familiano	ایک خاندان کے رکن	a family member	grupo	alternativoj	prononco
level	energio	ایک توانائی	an energy	grupo	alternativoj	prononco
level	faligi	گرنے کا سبب بننا، دوڑنا	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	ایک آلہ، مشین، آلہ	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	ایک معلومات	an information	grupo	alternativoj	prononco
level	eniri	اندر جانے کے لیے	to go in	grupo	alternativoj	prononco
level	saluton!	ہیلو!	hello!	grupo	alternativoj	prononco
