A.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	pardonu, mi serĉis mian libron	omlouvám se, hledal jsem svou knihu.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	ale ty dobře víš	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	není na mém stole	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	vaše knihy nejsou na mém stole	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	znovu dal, vrátil	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	vrať mi dopis	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	dostal dobrou lekci	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	dále umýt, více jíst	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	už nebude číst	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Také jsem obdržel	I also received	grupo	alternativoj	prononco
level	devas fermi	musí zavřít	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Musím dobře zavřít	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	pevně zavřel dveře	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	uklidni se, uklidni se	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	slyšel, ale neposlouchal	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	slyšel klidný zvuk	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	u mě jsou 4 kapsy	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	deset dní po poslední lekci	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	mezi dvěma stoly	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	tři dopisy, šest papírů	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	od hlavy k patě	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	čtyři, čtvrtý, kvartet, čtvrt	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	kam se podělo trio	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	pět prstů v obou rukou	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	sám, do vlastní kapsy	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	dát, dát dohromady, složenina	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	strčit do vlastní kapsy	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	dvě stě národů světa	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	vzal, odnesl	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	vzal sedm ze svých vlastních devíti knih	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	odejít, opuštěný	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	nech mě být a v klidu	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tisíc osmset osmdesát sedm (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	šálek čaje	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	někdo umyl osm šálků	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	dva tisíce devatenáct (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	umyl se	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	své tělo, vlastní majetek	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	na stole, kočka spala	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	kočka vyskočila na stůl	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	v hale, do haly	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	padl mu do ruky	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	pracovat, vypracovávat	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	vypracovat pro tu knihu	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	ví, chce vědět, zvědavost	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	bilingvní, bilingvismus	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	zázraky o trojjazyčném studentovi	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	šel, vrátil se	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	kočky se vrátily do svých (vlastních) domovů	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	do tašky, do tašky	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	dej si to do tašky	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	noha, procházky, chodec	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	deset dní chodili	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	vzít, vyndat	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	krásné květiny, vzal krásné květiny	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	vyndal jen krásné květiny	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	otevřel, ale hned zavřel	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	zahájil mezinárodní setkání	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	zveřejněny a distribuovány	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	nakladatelství vydalo třiadvacet knih	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	se vrátil a znovu viděl vlastního syna	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	v roce dva tisíce dvacet tři (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	do obchodu vstoupil (do) pán	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	prodejna aut	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	tam vidí dámu	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	vážené dámy a pánové	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	to mě potěšilo (to se mi líbí)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	paní ho potěšila (měl tu paní rád)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	viděl krásnou dámu	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	kdo ho potěšil? (koho měl rád?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	žena, která mě potěšila	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	ten, kdo vstoupil do domu	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	muž, který to daroval	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	dal prsten své ženě	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	prsten se jí líbil	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	manželka, které se prsten líbil	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	v obchodě pracuje prodavač	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	prodejce aut	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	zeptal se pán prodavače	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	jaké auto se ti líbí?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	jaké auto si vybereš?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Vybral jsem si to auto	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	je to lepší	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	lepší než tohle	better than this	grupo	alternativoj	prononco
level	plej bona el ili	nejlepší z nich	best of them	grupo	alternativoj	prononco
level	estas la plej bona	je nejlepší	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	které auto je nejlepší?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	tohle auto je lepší	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	tenhle je nejlepší	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	viděl všechna auta	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	nejlepší ze všech	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	je to rychlé?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	rychlejší než ostatní	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	je také silný	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ach ano, samozřejmě!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	je velmi silný	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	určitě je to silné	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	je také drahý	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	nejdražší ze všech	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	levné, ale silné	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	lituje a je soucitný (stojí za to litovat)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	bohužel nekoupím	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	je nešťastná věc	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	koupil nové auto	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	protože nemám peníze	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	moje staré auto	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	nejlevnější ze všech	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Zajedu tam	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	bude s tím stále jezdit	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	celý den	all day long	grupo	alternativoj	prononco
level	dum li diris tion	když to řekl	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	znovu se na ni podíval	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ale prodavač řekl	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	bylo by lepší, že ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	podívejte se na tuto dámu	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	to je také velmi drahé	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Jsem její manžel	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	kolik tě stála cesta?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	poslouchej píseň své ženy	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	nezapomeňte, že to stojí hodně	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	pomáhal prodavači dvě hodiny	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	déle než tři roky	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	zakrýt, zakrýt, odkrýt (objevit)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	důvod, který dosud nezjistil	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	proč jsi začal posílat dopisy?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	tam žil osm měsíců	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	neměl čas poslouchat	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	auto už bylo plné	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	co jíš	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	jaké je počasí?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	jaké máš auto?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	jaké byly její dopisy?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	Kde jsme?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	kam jdeš?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	komu jsi to dal?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	muž, se kterým jste cestovali	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	větší než auto	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	nejvyšší z těch lidí	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	seděl u večeře	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	ona píše, zatímco on čte	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	tady, v této místnosti	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	tento pán	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	novinka, která stojí za poslech	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	kniha opravdu stojí za přečtení	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	nešťastná věc	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	bohužel nemůžu	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	nemáš zač. Bylo mi potěšením	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	malá hezká dívka je velmi krásná	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	všichni přátelé ji milují	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	před třemi měsíci	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	něco zlého se jí stalo	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	spadla kvůli autu	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	onemocněl a teplota stoupla	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	matka řekla, že by si měla odpočinout	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	musí zůstat doma	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	zavolá lékaře	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	v devět hodin	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	ráno přišlo v osm hodin	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	zítra v sedm večer	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	ukázal ruce	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	obléká se, obléká se	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	oblečte se a zahřejte si tělo	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	doma se hned svlékl a osprchoval	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	na všechno se podíval doktor	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	důkladně prohlédl a nakonec řekl	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	zůstat týden doma	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	chce, abys byl v klidu	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	po jednom týdnu	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	budeš se cítit lépe	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	pijte hodně čaje	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	přijede za vámi znovu	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	ať má taky klid	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	zdravý člověk, zdravý člověk	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	staral se sám o sebe	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	celá věc se mi hned hodila	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	si všiml, že hrozná věc je blízko	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	požádal, aby si toho okamžitě všiml	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	myslel, že to není nutné	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	bydlel poblíž, a to bylo užitečné	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	naše země se dnes vyděsila	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	milé děti ze všech rodin	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	jednou včera, zítra dvakrát	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	dnes rodiny potřebují děti	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	doufal, že bude zítra v pořádku	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	cítil se (byl) velmi klidný	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	tři malí zvedli horu	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	důležití lidé nepožádali o pomoc	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	chodil tam pomáhat	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	zůstaňte doma, pokud je teplota vysoká	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	teplota zůstala stejná jako dnes	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	zavolat doktorovi v devět	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	ukažte to svému lékaři	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	ukázat nohu	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	nosit tuto košili	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	o víkendu se vše uklidní	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	co jsi našel pod šálkem čaje?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Chci ranní čaj	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	doufal v klidný večer	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	chce, abyste se učili	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	trval na tom, abych šel	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	v kterou hodinu?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	v šest přijde	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libreto bylo okouzlující	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	být zticha	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	ať je zticha	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	on taky	he too	grupo	alternativoj	prononco
level	mi deziras	chci (touhu)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Přeji si (toužím), aby ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	že se naučíš	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Chci, abyste se učili	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	trvá otec	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	otec trvá na tom, že ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	že jdu	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	otec trvá na tom, abych šel	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	v kterou hodinu	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	kdy přijdeš?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	v pět hodin)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	v pět hodin	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	jak se má?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	jak se máš v poslední době?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	malé knížky jsou krásné	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	brožurka, krásné knihy	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	krásné, trochu hezké, velmi krásné	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	teplý, vlažný, velmi horký	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	velká kniha, brožurka	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	dobře, skvěle, dobře	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	zbohatnout, stát se bohatým, bohatým člověkem	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	uklidnit se, uklidnit se, uklidnit se	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	zdravý, aby se uzdravil, stal se uzdraveným	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	manžel, manželství, ženatý	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	dopisní pošťák	a letter postman	grupo	alternativoj	prononco
level	hejmlando	vlast	a homeland	grupo	alternativoj	prononco
level	iom, iomete	trochu, trochu	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	měli jsme skvělou večeři	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	doufám, dávej na sebe pozor	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Záleželo mi na kvalitním bydlení	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	přemýšlejte dvakrát, mnohokrát	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	kdo sundal brožuru?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	kočka jménem Caesar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	dort, který je na stole	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	sníst dort, který je na stole	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	stal se horký a zčervenal	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	otec chce, aby jeho dítě jedlo	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	v malé místnosti	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	žijeme v ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Začal jsem být úzkostný	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	v té době, kdy jsem tě viděl	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	všichni si toho všimli	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	skutečnost, že je krásná	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	chceš to ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	abych vám mohl ukázat	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	chceš, abych ukázal?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	moje nejnovější kniha (cíl)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	zítra ráno, co chceš?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	snídal pozdě	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	kdy Mark dorazí?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	v pět nebo osm hodin	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	kdy sis toho všiml ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	celá rodina mě nazývá dobrodincem	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	užitečné pro vás	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	byla brožura užitečná?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	brožuru, kterou jsem poslal	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	ráno dlouho spal	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	když viděl slunce	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	najednou vyskočil	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	byl vždy brzy	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	vždy chodí pozdě	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	v tu dobu, kdy musí jít	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	jít do školy	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	ví, že ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	ví skutečnost, že ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	fakt, že učitel nenávidí včely	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	ví, že učitel nenávidí včely	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	ví, že to učitel nesnáší	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	ale dnes vypil kávu	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	rychle se obléká	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	nechce přijít pozdě	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	velmi rychle s knihami v ruce	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	později se rozběhl a skočil	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	běžel a skočil	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	podél ulice	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	lidé se na něj podívali	the people looked at him	grupo	alternativoj	prononco
