C.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	ekzakta	ਸਹੀ	exact	grupo	alternativoj	prononco
level	konstati	ਪਤਾ ਲਗਾਉਣ ਲਈ, ਇੱਕ ਤੱਥ ਨੂੰ ਸਥਾਪਿਤ ਕਰਨ ਲਈ	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	ਇੱਕ ਕਬਰ, ਇੱਕ ਕਬਰ	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	ਇੱਕ ਅਨੁਭਵ	an experience	grupo	alternativoj	prononco
level	ŝmiri	ਗਰੀਸ ਕਰਨ ਲਈ, ਸਮੀਅਰ ਕਰਨ ਲਈ, ਮਸਹ ਕਰਨ ਲਈ	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	ਇੱਕ ਪਾਇਨੀਅਰ	a pioneer	grupo	alternativoj	prononco
level	emerito	ਇੱਕ ਇਮੇਰੀਟਸ, ਇੱਕ ਰਿਟਾਇਰ, ਇੱਕ ਪੈਨਸ਼ਨਰ	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	ਲਿਖਣ ਦਾ ਸਾਧਨ, ਲਿਖਣ ਲਈ ਕੁਝ ਵੀ	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	ਅਨੁਕੂਲ	favorable	grupo	alternativoj	prononco
level	kaĉo	ਇੱਕ ਦਲੀਆ, ਇੱਕ ਪਰੀ	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	ਬਿਨਾਂ ਰੁਕੇ	without pause	grupo	alternativoj	prononco
level	horizonto	ਇੱਕ ਦੂਰੀ	a horizon	grupo	alternativoj	prononco
level	vertikalo	ਇੱਕ ਲੰਬਕਾਰੀ ਲਾਈਨ	a vertical line	grupo	alternativoj	prononco
level	protekti	ਬਚਾਉਣ ਲਈ	to protect	grupo	alternativoj	prononco
level	fikcio	ਇੱਕ ਕਲਪਨਾ	a fiction	grupo	alternativoj	prononco
level	ventumi	ਪੱਖੇ ਨੂੰ, ਹਵਾ ਦੇਣ ਲਈ	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	ਇੱਕ ਰੁਕਾਵਟ	an obstacle	grupo	alternativoj	prononco
level	satiĝi	ਸੰਤੁਸ਼ਟ ਹੋਣ ਲਈ	to become satisfied	grupo	alternativoj	prononco
level	kredito	ਇੱਕ ਕ੍ਰੈਡਿਟ	a credit	grupo	alternativoj	prononco
level	rompiĝi	ਟੁੱਟਣ ਲਈ	to become broken	grupo	alternativoj	prononco
level	dorloti	ਲਾਡ-ਪਿਆਰ ਕਰਨਾ, ਗੋਦ ਲੈਣਾ, ਪਾਲਤੂ ਜਾਨਵਰ ਕਰਨਾ	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	ਇੱਕ ਯੁੱਗ, ਇੱਕ ਉਮਰ, ਇੱਕ ਮਿਆਦ, ਸਮਾਂ	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	ਇੱਕ ਪੱਖਾ	a fan	grupo	alternativoj	prononco
level	nutri	ਪੋਸ਼ਣ ਲਈ, ਖੁਆਉਣਾ	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	ਇੱਕ ਮੱਕੀ, ਇੱਕ ਮੱਕੀ, ਇੱਕ ਭੋਜਨ	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ, ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	ਦੁਬਾਰਾ ਮਿਲਣ ਲਈ	to visit again	grupo	alternativoj	prononco
level	graveda	ਗਰਭਵਤੀ	pregnant	grupo	alternativoj	prononco
level	potenco	ਇੱਕ ਸ਼ਕਤੀ	a power	grupo	alternativoj	prononco
level	surprizi	ਹੈਰਾਨ ਕਰਨ ਲਈ	to surprise	grupo	alternativoj	prononco
level	minimumo	ਇੱਕ ਘੱਟੋ-ਘੱਟ	a minimum	grupo	alternativoj	prononco
level	fabo	ਇੱਕ ਬੀਨ, ਇੱਕ ਫਵਾ ਬੀਨ, ਇੱਕ ਚੌੜੀ ਬੀਨ	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	ਮਿਲਣ ਲਈ	to meet	grupo	alternativoj	prononco
level	abunda	ਭਰਪੂਰ, ਭਰਪੂਰ, ਭਰਪੂਰ	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	ਡੁੱਬਣ ਲਈ, ਡੁੱਬਣ ਲਈ, ਡਿੱਗਣ ਲਈ	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	ਡਿਗਰੀ, ਗ੍ਰੇਡ	degree, grade	grupo	alternativoj	prononco
level	kajo	ਇੱਕ ਖੱਡ, ਇੱਕ ਪਲੇਟਫਾਰਮ, ਇੱਕ ਜੋੜ	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	ਪਰਸਪਰ ਤੌਰ 'ਤੇ	reciprocally	grupo	alternativoj	prononco
level	reprezenti	ਦੀ ਨੁਮਾਇੰਦਗੀ ਕਰਨ ਲਈ	to represent	grupo	alternativoj	prononco
level	gimnastiko	ਜਿਮਨਾਸਟਿਕ	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	ਧਰਤੀ (ਧਰਤੀ)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	ਬੰਨ੍ਹਣਾ, ਜੋੜਨਾ	to bind, to link	grupo	alternativoj	prononco
level	titolo	ਇੱਕ ਸਿਰਲੇਖ	a title	grupo	alternativoj	prononco
level	plumamiko	ਇੱਕ ਪੈੱਨਪਲ (= ਲੈਟਰਮੀਕੋ)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	ਇੱਕ ਗੁਲਦਸਤਾ	a bouquet	grupo	alternativoj	prononco
level	plaĉo	ਮਨਮੋਹਕ ਚੀਜ਼	pleasing thing	grupo	alternativoj	prononco
level	logi	ਲੁਭਾਉਣਾ, ਲੁਭਾਉਣਾ, ਆਕਰਸ਼ਿਤ ਕਰਨਾ	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	ਚੌਲ	rice	grupo	alternativoj	prononco
level	rajdi	ਦੀ ਸਵਾਰੀ ਕਰਨ ਲਈ	to ride	grupo	alternativoj	prononco
level	Zamenhof	ਜ਼ਮੇਨਹੋਫ (ਐਸਪੇਰਾਂਤੋ ਸਿਰਜਣਹਾਰ)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	ਇੱਕ ਛੋਟਾ ਟੁਕੜਾ	a small piece	grupo	alternativoj	prononco
level	detrui	ਨਸ਼ਟ ਕਰਨ ਲਈ	to destroy	grupo	alternativoj	prononco
level	rubando	ਇੱਕ ਰਿਬਨ, ਇੱਕ fascia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	ਇੱਕ ਕਾਗਜ਼ ਬੈਗ	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	ਇੱਕ ਮਾਲੀ	a gardener	grupo	alternativoj	prononco
level	salajro	ਤਨਖਾਹ, ਤਨਖਾਹ	salary, wage	grupo	alternativoj	prononco
level	severa	ਗੰਭੀਰ, ਸਖ਼ਤ	severe, strict	grupo	alternativoj	prononco
level	junulara	ਨੌਜਵਾਨਾਂ ਦਾ, ਨੌਜਵਾਨਾਂ ਦਾ	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	ਇੱਕ ਪ੍ਰਬੰਧਕ	an organizer	grupo	alternativoj	prononco
level	oficistino	ਇੱਕ ਮਹਿਲਾ ਦਫ਼ਤਰ ਕਰਮਚਾਰੀ	a female office worker	grupo	alternativoj	prononco
level	protesti	ਵਿਰੋਧ ਕਰਨ ਲਈ	to protest	grupo	alternativoj	prononco
level	taksi	ਮੁਲਾਂਕਣ ਕਰਨਾ, ਅੰਦਾਜ਼ਾ ਲਗਾਉਣਾ, ਰੇਟ ਕਰਨਾ	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	ਨਵੇਂ	newly	grupo	alternativoj	prononco
level	ŝtuparo	ਪੌੜੀਆਂ, ਪੌੜੀਆਂ	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	ਇੱਕ ਕਾਲਰ	a collar	grupo	alternativoj	prononco
level	akcidento	ਇੱਕ ਦੁਰਘਟਨਾ	an accident	grupo	alternativoj	prononco
level	mizero	ਦੁੱਖ	misery	grupo	alternativoj	prononco
level	miliono da	ਦੇ ਇੱਕ ਲੱਖ	a million of	grupo	alternativoj	prononco
level	krokodilo	ਇੱਕ ਮਗਰਮੱਛ	a crocodile	grupo	alternativoj	prononco
level	arbaro	ਇੱਕ ਜੰਗਲ, ਜੰਗਲ	a forest, woods	grupo	alternativoj	prononco
level	etendi	ਵਧਾਉਣ ਲਈ	to extend	grupo	alternativoj	prononco
level	persekuti	ਸਤਾਉਣਾ, ਪਿੱਛਾ ਕਰਨਾ	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	ਇੱਕ ਬੈਕਟੀਰੀਆ	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	ਨਿਰਪੱਖਤਾ	neutrality	grupo	alternativoj	prononco
level	spaco	ਸਪੇਸ, ਇੱਕ ਸਪੇਸ	space, a space	grupo	alternativoj	prononco
level	koridoro	ਇੱਕ ਗਲਿਆਰਾ, ਇੱਕ ਰਸਤਾ, ਇੱਕ ਲੇਨ	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	ਉਤਸੁਕ	curious	grupo	alternativoj	prononco
level	hararo	ਵਾਲ (ਵਿਅਕਤੀ), ਕੋਟ (ਜਾਨਵਰ)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	ਇੱਕ ਸਵੀਮਿੰਗ ਸੂਟ, ਇੱਕ ਨਹਾਉਣ ਵਾਲਾ ਪਹਿਰਾਵਾ	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	ਨਿੱਜੀ	private	grupo	alternativoj	prononco
level	konsoli	ਦਿਲਾਸਾ ਦੇਣਾ, ਦਿਲਾਸਾ ਦੇਣਾ	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	ਇੱਕ ਸ਼ੁਕੀਨ	an amateur	grupo	alternativoj	prononco
level	ornami	ਸਜਾਉਣ ਲਈ, ਗਹਿਣੇ ਕਰਨ ਲਈ	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	ਮਨੁੱਖ ਜਾਤੀ, ਮਨੁੱਖਜਾਤੀ	human race, mankind	grupo	alternativoj	prononco
level	milda	ਹਲਕੇ, ਕੋਮਲ, ਨਿਰਵਿਘਨ	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	ਮਹਿੰਗਾ	expensive	grupo	alternativoj	prononco
level	verŝi	ਡੋਲ੍ਹਣਾ, ਛਿੜਕਣਾ	to pour, to spill	grupo	alternativoj	prononco
level	karesi	ਪਿਆਰ ਕਰਨ ਲਈ, ਚਾਪਲੂਸੀ ਕਰਨ ਲਈ, ਚੱਕ ਕਰਨ ਲਈ	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	ਉਤੇਜਿਤ ਕਰਨ ਲਈ	to excite	grupo	alternativoj	prononco
level	poeto	ਇੱਕ ਕਵੀ	a poet	grupo	alternativoj	prononco
level	vortaro	ਇੱਕ ਸ਼ਬਦਕੋਸ਼, ਇੱਕ ਸ਼ਬਦਾਵਲੀ	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	ਜ਼ਮੀਨ, ਮਿੱਟੀ	ground, soil	grupo	alternativoj	prononco
level	ŝpari	ਬਚਾਉਣ ਲਈ, ਬਚਾਉਣ ਲਈ, ਭਵਿੱਖ ਦੀ ਵਰਤੋਂ ਲਈ ਰੱਖਣ ਲਈ	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	ਰਜਿਸਟਰੇਸ਼ਨ, ਰਿਕਾਰਡ	registration, record	grupo	alternativoj	prononco
level	monujo	ਇੱਕ ਬਟੂਆ	a wallet	grupo	alternativoj	prononco
level	enlandano	ਇੱਕ ਇਨ-ਲੈਂਡਰ	an in-lander	grupo	alternativoj	prononco
level	konto	ਇੱਕ ਖਾਤਾ	an account	grupo	alternativoj	prononco
level	origino	ਮੂਲ	origin	grupo	alternativoj	prononco
level	samideano	ਇੱਕੋ ਵਿਚਾਰ ਵਾਲਾ ਵਿਅਕਤੀ, ਇੱਕ ਕਾਮਰੇਡ, ਇੱਕ ਸਾਥੀ-ਚਿੰਤਕ	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	ਸੁਵਿਧਾਜਨਕ, ਸੌਖਾ, ਮੌਕਾ	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	ਖਣਿਜ	mineral	grupo	alternativoj	prononco
level	lui	ਕਿਰਾਏ ਤੇ	to rent	grupo	alternativoj	prononco
level	policano	ਇੱਕ ਪੁਲਿਸ ਵਾਲਾ, ਇੱਕ ਪੁਲਿਸ ਅਫਸਰ (= ਪੁਲਿਸਿਸਟੋ)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	ਇੱਕ ਤੂੜੀ	a straw	grupo	alternativoj	prononco
level	lukso	ਲਗਜ਼ਰੀ	luxury	grupo	alternativoj	prononco
level	mesaĝo	ਇੱਕ ਸੁਨੇਹਾ	a message	grupo	alternativoj	prononco
level	embaraso	ਪਰੇਸ਼ਾਨੀ, ਉਲਝਣ	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	ਆਪਣੇ ਆਪ ਸਿੱਖਣ ਲਈ	to learn by oneself	grupo	alternativoj	prononco
level	diveni	ਅਨੁਮਾਨ ਲਗਾਉਣ ਲਈ	to guess	grupo	alternativoj	prononco
level	razilo	ਇੱਕ ਰੇਜ਼ਰ	a razor	grupo	alternativoj	prononco
level	ŝirmi	ਪਨਾਹ ਲਈ, ਢਾਲ ਕਰਨ ਲਈ, ਪਰਦੇ ਲਈ, ਪਰਛਾਵੇਂ ਲਈ	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	ਸੁਪਨੇ ਨੂੰ	to dream	grupo	alternativoj	prononco
level	injekti	ਟੀਕਾ ਲਗਾਉਣ ਲਈ	to inject	grupo	alternativoj	prononco
level	malsaneta	ਕਮਜ਼ੋਰ, ਨਰਮ ਬਿਮਾਰ	weak, soft-illed	grupo	alternativoj	prononco
level	peki	ਪਾਪ ਕਰਨ ਲਈ	to sin	grupo	alternativoj	prononco
level	fandi	ਪਿਘਲਣ ਲਈ	to melt	grupo	alternativoj	prononco
level	malĝusta	ਗਲਤ	incorrect	grupo	alternativoj	prononco
level	faldo	ਇੱਕ ਗੁਣਾ	a fold	grupo	alternativoj	prononco
level	skulpti	ਮੂਰਤੀ ਬਣਾਉਣ ਲਈ, ਉੱਕਰੀ ਕਰਨ ਲਈ	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	ਇੱਕ ਚੱਟਾਨ	a rock	grupo	alternativoj	prononco
level	malfrue	ਬਾਅਦ ਵਿੱਚ ਅਤੇ ਦੇਰੀ	later and delayed	grupo	alternativoj	prononco
level	statuo	ਇੱਕ ਬੁੱਤ	a statue	grupo	alternativoj	prononco
level	sekundo	ਦੂਜਾ, ਇੱਕ ਸਕਿੰਟ	second, a second	grupo	alternativoj	prononco
level	laŭdi	ਉਸਤਤ ਕਰਨ ਲਈ, ਉੱਚੀ ਆਵਾਜ਼ ਵਿੱਚ, ਪ੍ਰਸ਼ੰਸਾ ਕਰਨ ਲਈ	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	ਆਲੀਸ਼ਾਨ	luxurious	grupo	alternativoj	prononco
level	deklivo	ਇੱਕ ਢਲਾਨ, ਚੜ੍ਹਾਈ, ਇੱਕ ਪਹਾੜੀ	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	ਇੱਕ ਸਜਾਵਟ	a decoration	grupo	alternativoj	prononco
level	majstra	ਇੱਕ ਮਾਸਟਰ ਦਾ, ਇੱਕ ਮਾਸਟਰ ਦਾ	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	ਇੱਕ prunne, ਇੱਕ Plum	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	ਸਮਝਦਾਰ, ਸਮਝਦਾਰ, ਸਮਝਦਾਰ, ਵਾਜਬ	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	ਬੁੜਬੁੜਾਉਣਾ, ਬੁੜਬੁੜਾਉਣਾ	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	ਪਰੇਸ਼ਾਨ ਕਰਨਾ, ਉਲਟਾਉਣਾ, ਉਲਟਾਉਣਾ, ਉਲਟਾਉਣਾ	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	ਆਜ਼ਾਦੀ	liberty	grupo	alternativoj	prononco
level	fortika	ਮਜ਼ਬੂਤ, ਟਿਕਾਊ, ਮਜ਼ਬੂਤ, ਮਜ਼ਬੂਤ	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	ਦੇਖਣ ਯੋਗ	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	ਹਿੰਮਤ ਨਾਲ	courageously	grupo	alternativoj	prononco
level	kora	ਦਿਲ ਦਾ	of heart	grupo	alternativoj	prononco
level	vidindaĵo	ਦੇਖਣ ਯੋਗ ਦ੍ਰਿਸ਼, ਇੱਕ ਸੈਰ-ਸਪਾਟਾ ਸਥਾਨ	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	ਪੈਮਾਨਾ, ਪੈਮਾਨਾ	scale, a scale	grupo	alternativoj	prononco
level	amindumi	ਲੁਭਾਉਣ ਲਈ, ਅਦਾਲਤ ਨੂੰ	to woo, to court	grupo	alternativoj	prononco
level	dankinda	ਧੰਨਵਾਦੀ, ਸ਼ਲਾਘਾਯੋਗ	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	ਫੈਲਾਉਣ ਲਈ, ਬਾਹਰ ਰੱਖਣ ਲਈ	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	ਭਰੋਸੇਮੰਦ, ਭਰੋਸੇਮੰਦ	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	ਵਗਣਾ, ਪੈਡਲ ਕਰਨਾ	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	ਕਾਂਗਰਸ ਦੀ ਜਗ੍ਹਾ	the congress place	grupo	alternativoj	prononco
level	veŝto	ਇੱਕ ਵੇਸਟ, ਇੱਕ ਕਮਰ ਕੋਟ	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	ਇੱਕ ਨਾਮ ਕਾਰਡ, ਇੱਕ ਕਾਰੋਬਾਰੀ ਕਾਰਡ	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	ਇੱਕ ਤਸਵੀਰ ਪੋਸਟਕਾਰਡ	a picture postcard	grupo	alternativoj	prononco
level	makulo	ਇੱਕ macule, ਇੱਕ ਦਾਗ, ਇੱਕ ਦਾਗ, ਇੱਕ ਧੱਬਾ	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	ਉਦਾਸ, ਦੁਖੀ, ਤਰਸਯੋਗ, ਗਰੀਬ	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	ਇੱਕ ਪੋਸਟਕਾਰਡ	a postcard	grupo	alternativoj	prononco
level	halo	ਇੱਕ ਹਾਲ	a hall	grupo	alternativoj	prononco
level	urĝi	ਤਾਕੀਦ ਕਰਨਾ, ਜਲਦੀ ਕਰਨਾ	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	ਪੂਰਾ ਕਰਨਾ, ਪੂਰਾ ਕਰਨਾ	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	ਇੱਕ ਕ੍ਰੈਡਿਟ ਕਾਰਡ	a credit card	grupo	alternativoj	prononco
level	iomete	ਥੋੜਾ, ਕੁਝ	a little, a few	grupo	alternativoj	prononco
level	kaĝo	ਇੱਕ ਪਿੰਜਰਾ	a cage	grupo	alternativoj	prononco
level	haki	ਕੱਟਣਾ, ਹੈਕ ਕਰਨਾ, ਕੱਟਣਾ	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	ਇੱਕ ਮਾਰੂਥਲ, ਉਜਾੜ	a desert, wilderness	grupo	alternativoj	prononco
level	humila	ਨਿਮਰ	humble	grupo	alternativoj	prononco
level	pipo	ਇੱਕ ਪਾਈਪ	a pipe	grupo	alternativoj	prononco
level	gumo	ਗੱਮ, ਇੱਕ ਇਰੇਜ਼ਰ, ਇੱਕ ਰਬੜ	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	ਵਾਸਤਵ ਵਿੱਚ	in fact	grupo	alternativoj	prononco
level	persiko	ਇੱਕ ਆੜੂ, ਅੰਮ੍ਰਿਤ	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	ਇੱਕ ਜੁਆਲਾਮੁਖੀ	a volcano	grupo	alternativoj	prononco
level	estro	ਇੱਕ ਬੌਸ, ਇੱਕ ਮੁਖੀ	a boss, a chief	grupo	alternativoj	prononco
level	delegi	ਸੌਂਪਣ ਲਈ	to delegate	grupo	alternativoj	prononco
level	blinda	ਅੰਨ੍ਹਾ	blind	grupo	alternativoj	prononco
level	fianĉo	ਮੰਗੇਤਰ, ਮੰਗੇਤਰ	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	ਇੱਕ ਇਲੈਕਟ੍ਰਿਕ ਮੋਟਰ	an electric motor	grupo	alternativoj	prononco
level	kroĉi	ਜੋੜਨਾ, ਜੋੜਨਾ	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	ਗੱਡੀ ਚਲਾਉਣਾ ਸ਼ੁਰੂ ਕਰਨ ਲਈ	to start off driving	grupo	alternativoj	prononco
level	ĉiel	ਹਰ ਤਰੀਕੇ ਨਾਲ	in every way	grupo	alternativoj	prononco
level	klera	ਪੜ੍ਹੇ-ਲਿਖੇ, ਸੱਭਿਆਚਾਰਕ	educated, cultured	grupo	alternativoj	prononco
level	dolaro	ਇੱਕ ਡਾਲਰ	a dollar	grupo	alternativoj	prononco
level	fajfi	ਸੀਟੀ ਵਜਾਉਣ ਲਈ	to whistle	grupo	alternativoj	prononco
level	duone	ਅੱਧੇ ਵਿੱਚ	in half	grupo	alternativoj	prononco
level	glata	ਨਿਰਵਿਘਨ, ਚੁਸਤ	smooth, slick	grupo	alternativoj	prononco
level	vomi	ਉਲਟੀ ਕਰਨ ਲਈ	to vomit	grupo	alternativoj	prononco
level	difekti	ਨੁਕਸਾਨ ਕਰਨਾ, ਖਰਾਬ ਕਰਨਾ, ਵਿਗਾੜਨਾ, ਜ਼ਖਮੀ ਕਰਨਾ	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	ਚੀਕਣਾ, ਰੋਣਾ	to groan, to moan	grupo	alternativoj	prononco
level	devo	ਇੱਕ ਫਰਜ਼	a duty	grupo	alternativoj	prononco
level	heziti	ਸੰਕੋਚ ਕਰਨ ਲਈ	to hesitate	grupo	alternativoj	prononco
level	dekstre	ਸੱਜੇ ਪਾਸੇ	at right	grupo	alternativoj	prononco
level	velo	ਇੱਕ ਜਹਾਜ਼	a sail	grupo	alternativoj	prononco
level	muta	ਚੁੱਪ, ਮੂਕ, ਗੂੰਗਾ	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	ਜਿਵੇਂ ਕਿ ਬੀ	such A as B	grupo	alternativoj	prononco
level	ĉifono	ਇੱਕ ਰਾਗ, ਇੱਕ ਟੁਕੜਾ, ਇੱਕ ਚੂਰਾ	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	ਧੰਨਵਾਦ, ਪ੍ਰਸ਼ੰਸਾ	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ, et cetra, ਆਦਿ	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	ਇੱਕ ਲਾਟ	a flame	grupo	alternativoj	prononco
level	ajlo	ਇੱਕ ਲਸਣ	a garlic	grupo	alternativoj	prononco
level	pala	ਫ਼ਿੱਕੇ	pale	grupo	alternativoj	prononco
level	danco	ਇੱਕ ਡਾਂਸ	a dance	grupo	alternativoj	prononco
level	kamarado	ਇੱਕ ਸਾਥੀ, ਇੱਕ ਸਾਥੀ, ਇੱਕ ਦੋਸਤ, ਇੱਕ ਦੋਸਤ	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	ਆਦਿ	etc	grupo	alternativoj	prononco
level	kokoso	ਇੱਕ ਕੋਕੋ ਗਿਰੀ	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	ਇੱਕ ਮਕਾਨ ਮਾਲਕਣ, ਇੱਕ ਮਾਲਕਣ, ਇੱਕ (ਔਰਤ) ਮਾਲਕ	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	ਇੱਕ ਬੇਰੀ	a berry	grupo	alternativoj	prononco
level	humoro	ਇੱਕ ਹਾਸੇ	a humour	grupo	alternativoj	prononco
level	bonveno	ਇੱਕ ਸੁਆਗਤ ਹੈ	a welcome	grupo	alternativoj	prononco
level	alilandano	ਇੱਕ ਵਿਦੇਸ਼ੀ (=ਇਕਸਟਰਲੈਂਡਨੋ)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	ਇੱਕ ਗੂੰਜਦੀ ਆਵਾਜ਼	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	ਹਾਲ ਹੀ ਵਿੱਚ, ਹਾਲ ਹੀ ਵਿੱਚ	recently, lately	grupo	alternativoj	prononco
level	bele	ਸੁੰਦਰਤਾ ਨਾਲ	beautifully	grupo	alternativoj	prononco
level	karaktero	ਇੱਕ ਅੱਖਰ, ਇੱਕ ਸੁਭਾਅ, ਇੱਕ ਸ਼ਖਸੀਅਤ	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	ਆਮ ਰਿਵਾਜ, ਆਦਤਨ ਆਚਰਣ, ਹੋਰ	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	ਆਜ਼ਾਦੀ, ਇੱਕ ਆਜ਼ਾਦੀ	liberty, a freedom	grupo	alternativoj	prononco
level	lama	ਲੰਗੜਾ, ਕਮਜ਼ੋਰ, ਅੜਿੱਕਾ	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	ਇੱਕ ਸਤਰੰਗੀ ਪੀਂਘ	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	ਅਲਵਿਦਾ ਕਹਿਣਾ, ਅਲਵਿਦਾ ਕਹਿਣਾ	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	ਇੱਕ ਲਾਇਬ੍ਰੇਰੀ	a library	grupo	alternativoj	prononco
level	antikva	ਪ੍ਰਾਚੀਨ, ਪ੍ਰਾਚੀਨ	antique, ancient	grupo	alternativoj	prononco
level	societo	ਇੱਕ ਛੋਟਾ ਸਮਾਜ	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	ਕੱਲ੍ਹ ਤੋਂ ਪਹਿਲਾਂ, ਕੱਲ੍ਹ ਤੋਂ ਇੱਕ ਦਿਨ ਪਹਿਲਾਂ	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	ਇੱਕ ਐਫ.ਆਈ.ਆਰ	a fir	grupo	alternativoj	prononco
