C.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	manĝaĵo	طعام	a food	grupo	alternativoj	prononco
level	male	على العكس تماما	on the contrary	grupo	alternativoj	prononco
level	radio	شعاع، راديو، إشعاع، شعاع	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	أكل، أكل العمل	eating, eating action	grupo	alternativoj	prononco
level	dolori	أن تتألم، أن تتألم، أن تتألم، أن تتألم	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
level	instruado	التدريس والتعليم	teaching, instruction	grupo	alternativoj	prononco
level	muziko	موسيقى، موسيقى	music, a music	grupo	alternativoj	prononco
level	neniom	لا مبلغ، لا شيء (الكمية)، لا شيء	no amount, nothing (quantity), none	grupo	alternativoj	prononco
level	lerta	ماهر، حاذق	skillful, dexterous	grupo	alternativoj	prononco
level	administrado	إدارة الادارة	administration, management	grupo	alternativoj	prononco
level	voĉo	صوت، تصويت	a voice, a vote	grupo	alternativoj	prononco
level	preferi	لتفضل	to prefer	grupo	alternativoj	prononco
level	viziti	للزيارة والاتصال	to visit, to call on	grupo	alternativoj	prononco
level	nia	ملكنا	our	grupo	alternativoj	prononco
level	sako	كيس، كيس	a sack, a bag	grupo	alternativoj	prononco
level	fumado	التدخين، عمل التدخين	smoking, smoking action	grupo	alternativoj	prononco
level	azeno	حمار	a donkey	grupo	alternativoj	prononco
level	bruna	بني	brown	grupo	alternativoj	prononco
level	inviti	لدعوة	to invite	grupo	alternativoj	prononco
level	paĝo	صفحة	a page	grupo	alternativoj	prononco
level	tiu ĉi	هذا	this one	grupo	alternativoj	prononco
level	doktoro	طبيب	a doctor	grupo	alternativoj	prononco
level	ĉi tio (tio ĉi)	هذا، هذا هنا	this, this here	grupo	alternativoj	prononco
level	krajono	قلم رصاص	a pencil	grupo	alternativoj	prononco
level	flava	أصفر	yellow	grupo	alternativoj	prononco
level	fiŝado	صيد السمك، عمل الصيد	fishing, fishing action	grupo	alternativoj	prononco
level	poŝo	جيب	a pocket	grupo	alternativoj	prononco
level	fiŝkapti	لصيد الأسماك	to catch fishes	grupo	alternativoj	prononco
level	aparteni (al ~)	تنتمي إلى (~)	to belong (to ~)	grupo	alternativoj	prononco
level	rekta	مستقيم، مباشر	straight, direct	grupo	alternativoj	prononco
level	lundo	الاثنين	Monday	grupo	alternativoj	prononco
level	merkredo	الأربعاء	Wednesday	grupo	alternativoj	prononco
level	vendredo	جمعة	Friday	grupo	alternativoj	prononco
level	fiŝkaptado	صيد الأسماك، صيد الأسماك	fish-catching, catching fishes	grupo	alternativoj	prononco
level	ilustri	لتوضيح	to illustrate	grupo	alternativoj	prononco
level	des	(adverb) كثيرا (أكثر، أقل)	(adverb)  so much (more, less)	grupo	alternativoj	prononco
level	sabato	السبت	Saturday	grupo	alternativoj	prononco
level	ĵaŭdo	يوم الخميس	Thursday	grupo	alternativoj	prononco
level	mardo	يوم الثلاثاء	Tuesday	grupo	alternativoj	prononco
level	dimanĉo	الأحد	Sunday	grupo	alternativoj	prononco
level	fiŝisto	صياد	a fisherman	grupo	alternativoj	prononco
level	griza	رمادي	gray	grupo	alternativoj	prononco
level	subita	مفاجئ	sudden	grupo	alternativoj	prononco
level	promeni	للتنزه، للتنزه، للتنزه	to promenade, to take a walk, to stroll	grupo	alternativoj	prononco
level	daŭri	لتدوم، لتستمر، لتتحمل	to last, to continue, to endure	grupo	alternativoj	prononco
level	butero	سمنة	butter	grupo	alternativoj	prononco
level	kruro	ساق، ساق	leg, a leg	grupo	alternativoj	prononco
level	organizi	ليرتب	to organize	grupo	alternativoj	prononco
level	numero	رقم، رقم	a numeral, a number	grupo	alternativoj	prononco
level	insekto	حشرة، حشرة	an insect, a bug	grupo	alternativoj	prononco
level	amaso	جمع، حشد، كتلة، كثرة، كومة	amass, crowd, mass, multitude, pile	grupo	alternativoj	prononco
level	kuko	كعكة	a cake	grupo	alternativoj	prononco
level	ekzemplo	مثال	an example	grupo	alternativoj	prononco
level	plafono	سقف	a ceiling	grupo	alternativoj	prononco
level	kutimo	عادة (معتادة) عادة، طريقة	an habbit (accustomed), a custom, a way	grupo	alternativoj	prononco
level	festi	للاحتفال والحفلة	to celebrate, to party	grupo	alternativoj	prononco
level	puŝi	يدفع	to push	grupo	alternativoj	prononco
level	pomo	تفاحة	an apple	grupo	alternativoj	prononco
level	saĝa	حكيم، حكيم، حكيم	wise, sage, sagacious	grupo	alternativoj	prononco
level	atenta	منتبه، منتبه، حذر	attentive, paying attention, careful	grupo	alternativoj	prononco
level	tondi	للقص، للقص، للقطع	to shear, to clip, to cut	grupo	alternativoj	prononco
level	fremda	أجنبي، أجنبي، غريب	foreign, alien, strange	grupo	alternativoj	prononco
level	verki	لكتابة، لتأليف، لخلق	to write, to compose, to create	grupo	alternativoj	prononco
level	kaŭzo	سبب، سبب	a cause, a reason	grupo	alternativoj	prononco
level	parolado	خطاب	a speech	grupo	alternativoj	prononco
level	kulero	ملعقة	a spoon	grupo	alternativoj	prononco
level	komerci	للتجارة، للقيام بالأعمال التجارية	to trade, to do business	grupo	alternativoj	prononco
level	koverto	مغلف	an envelope	grupo	alternativoj	prononco
level	vino	النبيذ والنبيذ	wine, a wine	grupo	alternativoj	prononco
level	interna	داخلي، داخلي، داخلي	internal, inner, inside	grupo	alternativoj	prononco
level	kuŝi	للكذب، للاتكاء	to lie, to recline	grupo	alternativoj	prononco
level	kaŝi	لإخفاء، لإخفاء	to hide, to conceal	grupo	alternativoj	prononco
level	interparoli	يتحاور (بين)، يتحاور (مع)، يتحاور	to talk (between), to have a dialogue (with), to converse	grupo	alternativoj	prononco
level	telero	طبق، طبق	a dish, a plate	grupo	alternativoj	prononco
level	suferi	يعاني	to suffer	grupo	alternativoj	prononco
level	ponto	جسر	a bridge	grupo	alternativoj	prononco
level	lago	بحيرة	a lake	grupo	alternativoj	prononco
level	genuo	ركبة	knee	grupo	alternativoj	prononco
level	parolo	تحدث، خطاب	a speaking, speech	grupo	alternativoj	prononco
level	herbo	العشب، عشب	grass, herb	grupo	alternativoj	prononco
level	benko	مقعد	a bench	grupo	alternativoj	prononco
level	folio	ورقة، ورقة	a leaf, a sheet	grupo	alternativoj	prononco
level	konduki	للتصرف والقيادة	to conduct, to lead	grupo	alternativoj	prononco
level	drinki	للشرب (شيء كحولي)	to drink (something alkololic)	grupo	alternativoj	prononco
level	ŝtupo	خطوة، درج، درجة	a step, a stair, a rung	grupo	alternativoj	prononco
level	bordo	الشاطئ، الواجهة البحرية، البنك	a shore, a waterfront, a bank	grupo	alternativoj	prononco
level	justa	عادل، عادل، صالح	fair, just, righteous	grupo	alternativoj	prononco
level	lumo	مشتعل	a light	grupo	alternativoj	prononco
level	malgraŭ ~	(preposition) رغم ~، رغم ~	(preposition)  despite ~, in spite of ~	grupo	alternativoj	prononco
level	drinkado	عمل الشرب	drinking action	grupo	alternativoj	prononco
level	aŭtomobilo	سيارة، سيارة، سيارة (=aŭto)	a car, an automobile, a motor car (=aŭto)	grupo	alternativoj	prononco
level	bonvoli	يريد (من القلب)، يريد (من القلب)	to will (from heart), to want (from heart)	grupo	alternativoj	prononco
level	studi	ليدرس	to study	grupo	alternativoj	prononco
level	profunda	عميق، عميق	deep, profound	grupo	alternativoj	prononco
level	peni	للمحاولة، للهدف، للسعي، للمحاولة	to try, to aim, to endeavour, to attempt	grupo	alternativoj	prononco
level	ekskurso	رحلة	an excursion	grupo	alternativoj	prononco
level	trinkakvo	يشرب الماء	drinking water	grupo	alternativoj	prononco
level	batali	للقتال، للقتال، للانخراط في القتال	to fight, to battle, to engage in combat	grupo	alternativoj	prononco
level	ordoni	ليأمر، ليأمر، ليقول	to command, to ordr, to tell	grupo	alternativoj	prononco
level	seka	جاف	dry	grupo	alternativoj	prononco
level	mezuri	لقياس	to measure	grupo	alternativoj	prononco
level	broso	فرشاة	a brush	grupo	alternativoj	prononco
level	veki	للاستيقاظ، للاستيقاظ	to wake up, to awaken	grupo	alternativoj	prononco
level	poŝto	بريد، بريد، طابع	a mail, a postal mail, a stamp	grupo	alternativoj	prononco
level	karto	بطاقة، خريطة	a card, a map	grupo	alternativoj	prononco
level	sango	دم، دم	blood, a blood	grupo	alternativoj	prononco
level	doloro	ألم، وجع	a pain, an ache	grupo	alternativoj	prononco
level	nombro	رقم	a number	grupo	alternativoj	prononco
level	speco	نوع، نوع، نوع، نوع	species, a species, a kind, a sort	grupo	alternativoj	prononco
level	prava	صحيح، صحيح	right, true	grupo	alternativoj	prononco
level	bedaŭri	أن نأسف، أن نأسف عليه	to regret, to be sorry about	grupo	alternativoj	prononco
level	stato	الحالة، الحالة، الحالة	status, condition, state	grupo	alternativoj	prononco
level	ripozi	للراحة، للراحة، لأخذ قسط من الراحة	to repose, to rest, to take a rest	grupo	alternativoj	prononco
level	gaja	مثلي الجنس، البهجة، مرح	gay, cheerful, merry	grupo	alternativoj	prononco
level	dankon	شكرا لك، شكرا	thank you, thanks	grupo	alternativoj	prononco
level	foti	للتصوير، لالتقاط الصورة	to photograph, to take picture	grupo	alternativoj	prononco
level	marko	علامة تجارية	a mark, a brand	grupo	alternativoj	prononco
level	ĉapelo	قبعة، منعطف، علامة الإقحام	a hat, a circumflex, a caret	grupo	alternativoj	prononco
level	kioma	كم، كم، ما عدد	of how much, of how many, what number	grupo	alternativoj	prononco
level	rompi	خرق	to break	grupo	alternativoj	prononco
level	kajero	مفكرة	a notebook	grupo	alternativoj	prononco
level	stacio	محطة	a station	grupo	alternativoj	prononco
level	kanto	أغنية	a song	grupo	alternativoj	prononco
level	ĉiom	الكل، المجموع، من كل، من كل المبلغ	all, total, of all, of all amount	grupo	alternativoj	prononco
level	ligno	خشب، خشب	a wood, timber	grupo	alternativoj	prononco
level	ŝtono	حجر	a stone	grupo	alternativoj	prononco
level	ĉelo	خلية، خلية ذاكرة	a cell, a memory cell	grupo	alternativoj	prononco
level	miliono	مليون	a million	grupo	alternativoj	prononco
level	ĝenerala	عام	general	grupo	alternativoj	prononco
level	insulo	جزيرة	an island	grupo	alternativoj	prononco
level	daŭro	مدة، مدة	duration, a duration	grupo	alternativoj	prononco
level	angla	الإنجليزية، من إنجلترا	English, of England	grupo	alternativoj	prononco
level	antaŭe	قبل (ظرف)، سابقا، فورلي	ago (adv), previously, formely	grupo	alternativoj	prononco
level	precipa	رئيسي، رئيسي، رئيسي	chief, main, principal	grupo	alternativoj	prononco
level	antaŭen	إلى الأمام (الاتجاه)، إلى الأمام، إلى الأمام	forward (direction), ahead, forward on	grupo	alternativoj	prononco
level	nordo	شمال	north	grupo	alternativoj	prononco
level	kolekto	مجموعة	collection	grupo	alternativoj	prononco
level	supro	قمة، قمة	a top, a summit	grupo	alternativoj	prononco
level	oriento	شرق	east	grupo	alternativoj	prononco
level	ju	(adverb) (أكثر، أقل)	(adverb)  the (more, less)	grupo	alternativoj	prononco
level	sudo	جنوب	south	grupo	alternativoj	prononco
level	okcidento	الغرب	west	grupo	alternativoj	prononco
level	juĝi	أن يحكم على	to judge	grupo	alternativoj	prononco
level	tuko	منشفة، قطعة قماش	a towel, a cloth	grupo	alternativoj	prononco
level	ŝteli	لسرقة	to steal	grupo	alternativoj	prononco
level	ondo	موجة	a wave	grupo	alternativoj	prononco
level	pasporto	جواز سفر	a passport	grupo	alternativoj	prononco
level	malantaŭ ~	خلف ~	behind ~	grupo	alternativoj	prononco
level	korespondi	لتتوافق	to correspond	grupo	alternativoj	prononco
level	ĉefa	رئيس، رئيسي	chief, main	grupo	alternativoj	prononco
level	ligi	لربط، لربط، للاتصال	to link, to tie, to connect	grupo	alternativoj	prononco
level	rilati	أن تتصل، أن تكون لها علاقة، أن تقلق	to relate, to have a relation, to concern	grupo	alternativoj	prononco
level	taso	كوب	a cup	grupo	alternativoj	prononco
level	golo	هدف (في كرة القدم)	a goal (in a soccer)	grupo	alternativoj	prononco
level	industrio	صناعة	an industry	grupo	alternativoj	prononco
level	trovi	لايجاد	to find	grupo	alternativoj	prononco
level	ĝeni	لإزعاج، لإزعاج، لإزعاج، لعرقلة	to bother, to trouble, to disturb, to hinder	grupo	alternativoj	prononco
level	kombi	لتمشيط	to comb	grupo	alternativoj	prononco
level	oro	الذهب، الذهب	gold, a gold	grupo	alternativoj	prononco
level	premio	جائزة، جائزة	a prize, an award	grupo	alternativoj	prononco
level	terpomo	بطاطا	a potato	grupo	alternativoj	prononco
level	leciono	درس	a lesson	grupo	alternativoj	prononco
level	malbona	سيئة، سيئة	bad, nasty	grupo	alternativoj	prononco
level	malami	للكراهية	to hate	grupo	alternativoj	prononco
level	signo	علامة، علامة	a sign, a mark	grupo	alternativoj	prononco
level	malamiko	عدو	an enemy	grupo	alternativoj	prononco
level	botelo	قارورة	a bottle	grupo	alternativoj	prononco
level	naĝi	للسباحة	to swim	grupo	alternativoj	prononco
level	maljuna	كبير في السن (ليس صغيرا)	old (not young)	grupo	alternativoj	prononco
level	prezo	سعر، سعر	price, a price	grupo	alternativoj	prononco
level	butono	الزر	a button	grupo	alternativoj	prononco
level	ŝuo	حذاء	a shoe	grupo	alternativoj	prononco
level	malnova	قديم (ليس جديدا)	old (not new)	grupo	alternativoj	prononco
level	piki	لاختيار، لطعن، للدغة	to pick, to stab, to sting	grupo	alternativoj	prononco
level	malriĉa	فقير	poor	grupo	alternativoj	prononco
level	informi	للإبلاغ، لإعطاء المعلومات، للإبلاغ	to inform, to give information, to report	grupo	alternativoj	prononco
level	tegmento	سقف	a roof	grupo	alternativoj	prononco
level	lipo	الشفة، الشفة	lip, a lip	grupo	alternativoj	prononco
level	rando	الهامش، الحافة، الحدود، الحافة المشطوفة	margin, edge, boundary, beveled edge	grupo	alternativoj	prononco
level	malmola	صعب	hard	grupo	alternativoj	prononco
level	telefono	هاتف	a telephone	grupo	alternativoj	prononco
level	forko	شوكة، شوكة	fork, a fork	grupo	alternativoj	prononco
level	teo	الشاي، الشاي	tea, a tea	grupo	alternativoj	prononco
level	pantalono	السراويل	trousers, pants	grupo	alternativoj	prononco
level	pinto	قمة، قمة، قمة، قمة	a peak, a top, a tip, a summit	grupo	alternativoj	prononco
level	skatolo	حالة، مربع	a case, a box	grupo	alternativoj	prononco
level	malvarma	بارد، بارد	cold, chilly	grupo	alternativoj	prononco
level	salo	ملح	salt	grupo	alternativoj	prononco
level	reto	شبكة، شبكة	a network, a net	grupo	alternativoj	prononco
level	donaci	للتبرع، لإعطاء، لتقديم	to donate, to give, to present	grupo	alternativoj	prononco
level	malalta	قليل	low	grupo	alternativoj	prononco
level	viando	لحم، لحم	meat, a meat	grupo	alternativoj	prononco
level	respekti	لتحترم	to respect	grupo	alternativoj	prononco
level	forno	فرن، موقد، فرن	a furnace, a stove, an oven	grupo	alternativoj	prononco
level	-er-	(suffix) عنصر، جسيم صغير من الكل	(suffix)  element, small particle of whole	grupo	alternativoj	prononco
level	malkovri	لاكتشاف، وكشف، وكشف النقاب	to discover, to uncover, to unveil	grupo	alternativoj	prononco
level	-aĉ-	(suffix) سيئة ومثير للاشمئزاز	(suffix)  bad, disgusting	grupo	alternativoj	prononco
level	branĉo	فرع، غصن	a branch, a bough	grupo	alternativoj	prononco
level	malhela	مظلمة، كئيبة، قاتمة	dark, dismal, bleak	grupo	alternativoj	prononco
level	mensogi	أن يكذب، أن يكذب	to lie, to tell a lie	grupo	alternativoj	prononco
level	opinio	رأي	an opinion	grupo	alternativoj	prononco
level	bieno	مزرعة، عقار، أرض، عقار	a farm, a property, a land, an estate	grupo	alternativoj	prononco
level	malhelpi	لعرقلة، لعرقلة، لإحباط، لمنع	to hinder, to impede, to thwart, to bar	grupo	alternativoj	prononco
level	gasto	ضيف	a guest	grupo	alternativoj	prononco
level	aviadilo	طائرة، طائرة	an airplane, a aircraft	grupo	alternativoj	prononco
level	kutimi	أن يعتاد، أن يكون في العادة	to accustom, to be in the habit of	grupo	alternativoj	prononco
level	malsana	مريض، مريض، غير صحي	ill, sick, unhealthy	grupo	alternativoj	prononco
level	bastono	عصا، عصا، قصب	a stick, a baton, a cane	grupo	alternativoj	prononco
level	frunto	الجبين، الحاجب	a forehead, brow	grupo	alternativoj	prononco
level	lampo	مصباح	a lamp	grupo	alternativoj	prononco
level	cetera	الباقي، المتبقي، الإضافي	rest of, remaining, additional	grupo	alternativoj	prononco
level	malaperi	لتختفي	to disappear	grupo	alternativoj	prononco
level	vango	خد، لغد	a cheek, a jowl	grupo	alternativoj	prononco
level	atingi	لبلوغ، لبلوغ، لبلوغ، لإنجاز	to attain, to achieve, to reach, to accomplish	grupo	alternativoj	prononco
level	malpaki	فك	to unpack	grupo	alternativoj	prononco
level	polico	شرطة	a police	grupo	alternativoj	prononco
level	kapro	عنزة	a goat	grupo	alternativoj	prononco
level	kongreso	مؤتمر، مؤتمر، مؤتمر	a congress, a conference, a convention	grupo	alternativoj	prononco
level	ekzisti	أن تكون موجود	to exist	grupo	alternativoj	prononco
level	jako	سترة (= جيكيتو)	a jacket (=jaketo)	grupo	alternativoj	prononco
level	gliti	للانزلاق، للانزلاق	to glide, to slip	grupo	alternativoj	prononco
level	nepre	بالضرورة، بالتأكيد، بالتأكيد	necessarily, absolutely, definately	grupo	alternativoj	prononco
level	anonci	للإعلان، للإبلاغ، للإعلان	to announce, to inform, to advertise	grupo	alternativoj	prononco
level	supo	حساء، حساء	soup, a soup	grupo	alternativoj	prononco
level	kapabla	قادر على، قادر على	capable of, able to	grupo	alternativoj	prononco
level	antaŭulo	سلف	a predecessor	grupo	alternativoj	prononco
level	danĝero	خطر	a danger	grupo	alternativoj	prononco
level	stomako	المعدة، المعدة	stomach, a stomach	grupo	alternativoj	prononco
level	fromaĝo	جبن، جبن	cheese, a cheese	grupo	alternativoj	prononco
level	ungo	ظفر، ظفر، ظفر	a nail, a fingernail, a tonail	grupo	alternativoj	prononco
level	egala	متساوية، حتى	equal, even	grupo	alternativoj	prononco
level	centro	مركز، مركز	center, a center	grupo	alternativoj	prononco
level	riĉulo	أغنى شخص ثري	a richer, a rich person	grupo	alternativoj	prononco
level	bani	يستحم، يغتسل، يشطف	to bathe, to wash over, to rinse	grupo	alternativoj	prononco
level	efiki	أن يكون له تأثير، أن يكون فعالا، أن يكون له تأثير	to effect, to be effective, to have effect	grupo	alternativoj	prononco
level	stelulo	نجم، أحد المشاهير	a star, a celebrity	grupo	alternativoj	prononco
level	sapo	صابون، صابون	soap, a soap	grupo	alternativoj	prononco
level	iel	بطريقة أو بأخرى، على أي حال	somehow, anyhow	grupo	alternativoj	prononco
level	aspekti	لتبدو وكأنها، لتظهر، لتبدو	to look like, to appear, to seem	grupo	alternativoj	prononco
level	junulo	شاب، شاب	a young person, youngster	grupo	alternativoj	prononco
level	lano	الصوف	a wool	grupo	alternativoj	prononco
level	ombro	ظل	a shadow	grupo	alternativoj	prononco
level	maljunulo	شخص عجوز	an old person	grupo	alternativoj	prononco
level	ĉesi	للتوقف، للتوقف	to cease, to stop	grupo	alternativoj	prononco
level	raporti	للإبلاغ	to report	grupo	alternativoj	prononco
level	golulo	حارس مرمى	a goalkeeper	grupo	alternativoj	prononco
level	sceno	مشهد	a scene	grupo	alternativoj	prononco
level	objekto	كائن، مقال، شيء	an object, an article, a thing	grupo	alternativoj	prononco
level	preĝi	للصلاة	to pray	grupo	alternativoj	prononco
level	limo	حد، حد، حد	a limit, a border, a boundary	grupo	alternativoj	prononco
level	krimulo	مجرم	a criminal	grupo	alternativoj	prononco
level	krei	لنصنع او لنبتكر	to create	grupo	alternativoj	prononco
level	fonto	مصدر، ربيع، نافورة	a source, a spring, a fountain	grupo	alternativoj	prononco
level	kravato	ربطة عنق	a necktie	grupo	alternativoj	prononco
level	flui	يتدفق	to flow	grupo	alternativoj	prononco
level	kudri	للخياطة والغرزة	to sew, to stitch	grupo	alternativoj	prononco
level	intenci	لينوون	to intend	grupo	alternativoj	prononco
level	konservi	للحفظ، للحفظ، للمحافظة	to save, to conserve, to keep	grupo	alternativoj	prononco
level	ial	لسبب ما	for some reason	grupo	alternativoj	prononco
level	obei	للطاعة	to obey	grupo	alternativoj	prononco
level	filino	ابنة	a daughter	grupo	alternativoj	prononco
level	fulmo	البرق، مصباح يدوي	a lightning, a flashlight	grupo	alternativoj	prononco
level	junulino	شابة، شابة	a young woman, a young female person	grupo	alternativoj	prononco
level	knabino	فتاة، معشوقة	a girl, a lass	grupo	alternativoj	prononco
level	leĝo	قانون، قاعدة	a law, a rule	grupo	alternativoj	prononco
level	simila	مماثلة، على حد سواء	similar, alike	grupo	alternativoj	prononco
level	edzino	زوجة	a wife	grupo	alternativoj	prononco
level	globo	الكرة الأرضية، الكرة الأرضية، الكرة، المجال	globe, a globe, a ball, a sphere	grupo	alternativoj	prononco
level	kulpa	مذنب	guilty	grupo	alternativoj	prononco
level	svelta	نحيف، نحيف	slim, slender	grupo	alternativoj	prononco
level	ombrelo	مظلة	an umbrella	grupo	alternativoj	prononco
level	ordinara	عادي، شائع، معتاد	ordinary, common, usual	grupo	alternativoj	prononco
level	plaĉi (al ~)	لإرضاء، ليكون من دواعي سروري (إلى ~)	to please, to be pleasing (to ~)	grupo	alternativoj	prononco
level	regiono	منطقة	a region	grupo	alternativoj	prononco
level	danci	للرقص	to dance	grupo	alternativoj	prononco
level	kompati	أن تتعاطف معه، أن تشعر بالشفقة عليه	to have compassion for, to feel pity for	grupo	alternativoj	prononco
level	kruĉo	جرة، وعاء، إبريق، كروز، جرة	a jar, a pot,a jug, a cruse, a pitcher	grupo	alternativoj	prononco
level	reĝo	ملك، ملك	king, a king	grupo	alternativoj	prononco
level	animo	روح	a soul	grupo	alternativoj	prononco
level	religio	دين	a religion	grupo	alternativoj	prononco
level	ŝtato	دولة، أمة	a state, a nation	grupo	alternativoj	prononco
level	komuniki	للتواصل	to communicate	grupo	alternativoj	prononco
level	promesi	للوعد	to promise	grupo	alternativoj	prononco
level	noti	للملاحظة والكتابة	to note, to write down	grupo	alternativoj	prononco
level	daŭrigi	لإطالة، للمضي قدما، للحفاظ على، للحفاظ على	to prolong, to proceed, to sustain, to maintain	grupo	alternativoj	prononco
level	ĝui	للإستمتاع	to enjoy	grupo	alternativoj	prononco
level	sekve	وبالتالي، وبالتالي، وبالتالي	therefore, consequently, thus	grupo	alternativoj	prononco
level	peza	ثقيلة ومرهقة	heavy, burdensome	grupo	alternativoj	prononco
level	aranĝi	لترتيب	to arrange	grupo	alternativoj	prononco
level	teruro	الرعب والخوف والرعب	a terror, fear, fright	grupo	alternativoj	prononco
level	mastro	سيد، مالك، رئيس	a master, an owner, a boss	grupo	alternativoj	prononco
level	magazeno	مستودع، متجر متعدد الأقسام	warehouse, a department store	grupo	alternativoj	prononco
level	amuzi	للتسلية والتسلية	to amuse, to entertain	grupo	alternativoj	prononco
level	ofico	مكتب (واجب، مهمة)، وظيفة، وظيفة	an office (duty, task), function, job	grupo	alternativoj	prononco
level	metro	متر	a meter	grupo	alternativoj	prononco
level	vasta	واسعة، واسعة، فسيحة	vast, extensive, spacious	grupo	alternativoj	prononco
level	dorso	الظهر (من الجسم)	back (of body)	grupo	alternativoj	prononco
level	brusto	ثدي، ثدي، صدر (جسم)	breast, a breast, a chest (body)	grupo	alternativoj	prononco
level	estimi	أن نحترم، أن نحترم	to esteem, to respect	grupo	alternativoj	prononco
level	trafi	للضرب، للضرب، للركض عبر	to hit, to strike, to run accross	grupo	alternativoj	prononco
level	kopii	لنسخ	to copy	grupo	alternativoj	prononco
level	senco	معنى، شعور	a meaning, a sense	grupo	alternativoj	prononco
level	sumo	مجموع (من الأرقام)	a sum (of numbers)	grupo	alternativoj	prononco
level	foresti	أن تغيب، أن تكون بعيدًا، أن تكون مفقودًا	to be absent, to be away, to be missing	grupo	alternativoj	prononco
level	gvidanto	قائد، دليل	a leader, a guide	grupo	alternativoj	prononco
level	Esperanto	الإسبرانتو، شخص يأمل	Esperanto, someone who hopes	grupo	alternativoj	prononco
level	manĝante	اثناء تناول الطعام	while eating	grupo	alternativoj	prononco
level	plano	خطة	a plan	grupo	alternativoj	prononco
level	prepari	للتحضير	to prepare	grupo	alternativoj	prononco
level	spirito	روح، روح	spirit, a spirit	grupo	alternativoj	prononco
level	hotelo	فندق	a hotel	grupo	alternativoj	prononco
level	ripeti	لاعادتها	to repeat	grupo	alternativoj	prononco
level	parolante	أثناء التحدث	while speaking	grupo	alternativoj	prononco
level	pendi	للتعليق والتدلي	to hang, to droop	grupo	alternativoj	prononco
level	serioza	جاد	serious	grupo	alternativoj	prononco
level	klini	أن ينحني، أن يميل، أن يميل	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	للسخرية، للسخرية، للسخرية	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	عضوا	a member	grupo	alternativoj	prononco
level	greno	الحبوب (الذرة، الأرز، القمح)، الحبوب	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	الصراخ والبكاء	shouting, crying	grupo	alternativoj	prononco
level	truo	حفرة، جحر	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	أن نفترض، أن نفترض، أن نفترض	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	أقل، أقل	less, fewer	grupo	alternativoj	prononco
level	sekvanta	التالي، التالي	following, next	grupo	alternativoj	prononco
level	spiri	ليتنفس	to breathe	grupo	alternativoj	prononco
level	trinkinte	بعد تناول الشراب	after having drink	grupo	alternativoj	prononco
level	lango	لسان	a tongue	grupo	alternativoj	prononco
level	biero	البيرة، البيرة، البيرة	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	تذكرة، فاتورة	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	بشكل رئيسي، بشكل رئيسي، بشكل رئيسي، قبل كل شيء	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	كهرباء	electricity	grupo	alternativoj	prononco
level	korbo	سلة	a basket	grupo	alternativoj	prononco
level	ŝlosi	لقفل	to lock	grupo	alternativoj	prononco
level	sendinto	مرسل (شخص أرسل)	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	مثلث، مثلث	triangle, a triangle	grupo	alternativoj	prononco
level	odori	ليشم، ليعطي رائحة، ليشم	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	دورة، فئة	a course, a class	grupo	alternativoj	prononco
level	supre	فوق، فوق، فوق	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	طالب، متعلم	a student, a learner	grupo	alternativoj	prononco
level	verko	عمل (كتابة)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	متعلمة (طالبة)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	القادمة، القادمة	upcoming, next	grupo	alternativoj	prononco
level	jupo	تنورة	a skirt	grupo	alternativoj	prononco
level	kuzo	ابن عم (ذكر)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	حافلة (=بوسو)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	مربع	a square	grupo	alternativoj	prononco
level	produkto	منتج	a product	grupo	alternativoj	prononco
level	produkti	لإنتاج، لتحمل	to produce, to bear	grupo	alternativoj	prononco
level	banko	بنك	a bank	grupo	alternativoj	prononco
level	donaco	هدية، هدية	a gift, a present	grupo	alternativoj	prononco
level	gardi	يحرس، يحفظ، يعتني	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	مُثَبَّت	fixed	grupo	alternativoj	prononco
level	volonte	عن طيب خاطر (من القلب)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	عالي	loud	grupo	alternativoj	prononco
level	fadeno	خيط	a thread	grupo	alternativoj	prononco
level	gusto	طعم	a taste	grupo	alternativoj	prononco
level	leginte	بعد القراءة	after reading	grupo	alternativoj	prononco
