C.pl content.tsv
Level	Esperanto	pl	en-us	Grupo	Alternativoj	Pronoco
level	gramo	gram	a gram	grupo	alternativoj	prononco
level	turniĝi	zostać przemienionym	to become turned	grupo	alternativoj	prononco
level	malsano	choroba	a disease	grupo	alternativoj	prononco
level	porcio	część, udział	a portion, a share	grupo	alternativoj	prononco
level	armeo	armia	an army	grupo	alternativoj	prononco
level	bulteno	biuletyn, biuletyn	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	impreza, impreza, mecz, strona	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trio	a trio	grupo	alternativoj	prononco
level	proksimume	w przybliżeniu, około	approximately, about	grupo	alternativoj	prononco
level	determini	określić	to determine	grupo	alternativoj	prononco
level	oferi	ofiarować, ofiarować, ofiarować	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	pływać, kąpać się	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	oczywiste, jasne, oczywiste	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	trzeci	third	grupo	alternativoj	prononco
level	familiara	znajomy, przyjazny	familiar, friendly	grupo	alternativoj	prononco
level	pastro	ksiądz, duchowny, proboszcz	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	przewracać strony, przeglądać, przeglądać	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	być wystarczające	to be sufficient	grupo	alternativoj	prononco
level	okulumi	patrzeć, patrzeć, patrzeć, mrugać	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	dokładny	exact	grupo	alternativoj	prononco
level	konstati	ustalić, uznać za fakt	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	grób, grób	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	doświadczenie	an experience	grupo	alternativoj	prononco
level	ŝmiri	smarować, smarować, namaszczać	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pionier	a pioneer	grupo	alternativoj	prononco
level	emerito	emeryt, rencista, rencista	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	narzędzie do pisania, wszystko do pisania	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	korzystny	favorable	grupo	alternativoj	prononco
level	kaĉo	owsianka, puree	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	bez przerwy	without pause	grupo	alternativoj	prononco
level	horizonto	horyzont	a horizon	grupo	alternativoj	prononco
level	vertikalo	pionowa linia	a vertical line	grupo	alternativoj	prononco
level	protekti	chronić	to protect	grupo	alternativoj	prononco
level	fikcio	fikcja	a fiction	grupo	alternativoj	prononco
level	ventumi	wachlować, napowietrzać	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	przeszkoda	an obstacle	grupo	alternativoj	prononco
level	satiĝi	stać się usatysfakcjonowanym	to become satisfied	grupo	alternativoj	prononco
level	kredito	korzyść	a credit	grupo	alternativoj	prononco
level	rompiĝi	zostać złamanym	to become broken	grupo	alternativoj	prononco
level	dorloti	rozpieszczać, rozpieszczać, głaskać, rozkoszować się	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	epoka, wiek, okres, czas	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	fanem	a fan	grupo	alternativoj	prononco
level	nutri	odżywiać, karmić	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	kukurydza, kukurydza, mączka	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	wpływać, oddziaływać	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	odwiedzić ponownie	to visit again	grupo	alternativoj	prononco
level	graveda	w ciąży	pregnant	grupo	alternativoj	prononco
level	potenco	moc	a power	grupo	alternativoj	prononco
level	surprizi	zaskoczyć	to surprise	grupo	alternativoj	prononco
level	minimumo	minimum	a minimum	grupo	alternativoj	prononco
level	fabo	fasola, fasola fava, bób	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	spotkać	to meet	grupo	alternativoj	prononco
level	abunda	obfity, obfity, obfity	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	nurkować, zanurzać się, spadać	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	skala w stopniach	degree, grade	grupo	alternativoj	prononco
level	kajo	nabrzeże, platforma, połączenie	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	wzajemnie	reciprocally	grupo	alternativoj	prononco
level	reprezenti	reprezentować	to represent	grupo	alternativoj	prononco
level	gimnastiko	gimnastyka	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Ziemia (Ziemia)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	wiązać, łączyć	to bind, to link	grupo	alternativoj	prononco
level	titolo	tytuł	a title	grupo	alternativoj	prononco
level	plumamiko	korespondencyjny (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	bukiet	a bouquet	grupo	alternativoj	prononco
level	plaĉo	przyjemna rzecz	pleasing thing	grupo	alternativoj	prononco
level	logi	zwabić, zwabić, przyciągnąć	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	Ryż	rice	grupo	alternativoj	prononco
level	rajdi	jeździć	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (twórca esperanta)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	mały kawałek	a small piece	grupo	alternativoj	prononco
level	detrui	niszczyć	to destroy	grupo	alternativoj	prononco
level	rubando	wstążka, powięź	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	papierową torbę	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	ogrodnik	a gardener	grupo	alternativoj	prononco
level	salajro	pensja, płaca	salary, wage	grupo	alternativoj	prononco
level	severa	surowy, rygorystyczny	severe, strict	grupo	alternativoj	prononco
level	junulara	młodzieży, młodych ludzi	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	organizator	an organizer	grupo	alternativoj	prononco
level	oficistino	pracownica biurowa	a female office worker	grupo	alternativoj	prononco
level	protesti	protestować	to protest	grupo	alternativoj	prononco
level	taksi	oceniać, oceniać, oceniać	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	nowo	newly	grupo	alternativoj	prononco
level	ŝtuparo	schody, klatka schodowa	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	obroża	a collar	grupo	alternativoj	prononco
level	akcidento	Wypadek	an accident	grupo	alternativoj	prononco
level	mizero	nieszczęście	misery	grupo	alternativoj	prononco
level	miliono da	milion	a million of	grupo	alternativoj	prononco
level	krokodilo	krokodyl	a crocodile	grupo	alternativoj	prononco
level	arbaro	las, las	a forest, woods	grupo	alternativoj	prononco
level	etendi	przedłużyć	to extend	grupo	alternativoj	prononco
level	persekuti	prześladować, gonić	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	bakteria	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutralność	neutrality	grupo	alternativoj	prononco
level	spaco	przestrzeń, przestrzeń	space, a space	grupo	alternativoj	prononco
level	koridoro	korytarz, przejście, pas ruchu	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	ciekawski	curious	grupo	alternativoj	prononco
level	hararo	sierść (osoba), sierść (zwierzę)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	kostium kąpielowy, kostium kąpielowy	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	prywatny	private	grupo	alternativoj	prononco
level	konsoli	pocieszać, pocieszać	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	amator	an amateur	grupo	alternativoj	prononco
level	ornami	dekorować, ozdabiać	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	rasa ludzka, ludzkość	human race, mankind	grupo	alternativoj	prononco
level	milda	łagodny, delikatny, gładki	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	drogi	expensive	grupo	alternativoj	prononco
level	verŝi	nalewać, rozlewać	to pour, to spill	grupo	alternativoj	prononco
level	karesi	pieścić, schlebiać, rzucać	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	ekscytować się	to excite	grupo	alternativoj	prononco
level	poeto	poeta	a poet	grupo	alternativoj	prononco
level	vortaro	słownik, słownictwo	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	ziemia, gleba	ground, soil	grupo	alternativoj	prononco
level	ŝpari	oszczędzać, oszczędzać, zachować do wykorzystania w przyszłości	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	rejestracja, zapis	registration, record	grupo	alternativoj	prononco
level	monujo	Portfel	a wallet	grupo	alternativoj	prononco
level	enlandano	lądownik	an in-lander	grupo	alternativoj	prononco
level	konto	konto	an account	grupo	alternativoj	prononco
level	origino	pochodzenie	origin	grupo	alternativoj	prononco
level	samideano	osobą o tym samym pomyśle, towarzyszem, współmyślicielem	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	wygodny, poręczny, odpowiedni	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	minerał	mineral	grupo	alternativoj	prononco
level	lui	do wynajęcia	to rent	grupo	alternativoj	prononco
level	policano	policjant, policjant (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	słomka	a straw	grupo	alternativoj	prononco
level	lukso	luksus	luxury	grupo	alternativoj	prononco
level	mesaĝo	wiadomość	a message	grupo	alternativoj	prononco
level	embaraso	zakłopotanie, zakłopotanie	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	uczyć się samemu	to learn by oneself	grupo	alternativoj	prononco
level	diveni	zgadywać	to guess	grupo	alternativoj	prononco
level	razilo	brzytwa	a razor	grupo	alternativoj	prononco
level	ŝirmi	osłaniać, osłaniać, zasłaniać, zacieniać	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	marzyć	to dream	grupo	alternativoj	prononco
level	injekti	wstrzyknąć	to inject	grupo	alternativoj	prononco
level	malsaneta	słaby, miękki chory	weak, soft-illed	grupo	alternativoj	prononco
level	peki	zgrzeszyć	to sin	grupo	alternativoj	prononco
level	fandi	topnieć	to melt	grupo	alternativoj	prononco
level	malĝusta	błędny	incorrect	grupo	alternativoj	prononco
level	faldo	fałda	a fold	grupo	alternativoj	prononco
level	skulpti	rzeźbić, rzeźbić	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	skała	a rock	grupo	alternativoj	prononco
level	malfrue	później i z opóźnieniem	later and delayed	grupo	alternativoj	prononco
level	statuo	Statua	a statue	grupo	alternativoj	prononco
level	sekundo	sekunda, sekunda	second, a second	grupo	alternativoj	prononco
level	laŭdi	chwalić, głośno, chwalić	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	luksusowy	luxurious	grupo	alternativoj	prononco
level	deklivo	zbocze, wzniesienie, zbocze	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	dekoracja	a decoration	grupo	alternativoj	prononco
level	majstra	mistrza, mistrza	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	śliwka, śliwka	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	rozważny, mądry, rozsądny, rozsądny	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	szemrać, mamrotać	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	zmartwić, przewrócić, obalić, przewrócić	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	wolność	liberty	grupo	alternativoj	prononco
level	fortika	wzmocniony, trwały, mocny, mocny	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	warte zobaczenia	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	odważnie	courageously	grupo	alternativoj	prononco
level	kora	z serca	of heart	grupo	alternativoj	prononco
level	vidindaĵo	widok warty zobaczenia, miejsce do zwiedzania	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skala, skala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	zabiegać, zwracać się do sądu	to woo, to court	grupo	alternativoj	prononco
level	dankinda	wdzięczny, doceniany	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	rozkładać, rozkładać	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	niezawodny, godny zaufania	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	brodzić, wiosłować	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	miejsce kongresowe	the congress place	grupo	alternativoj	prononco
level	veŝto	kamizelka, kamizelka	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	wizytówka, wizytówka	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	pocztówka ze zdjęciem	a picture postcard	grupo	alternativoj	prononco
level	makulo	plamka, plamka, plama, plama	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	godny pożałowania, żałosny, żałosny, biedny	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	Pocztówka	a postcard	grupo	alternativoj	prononco
level	halo	korytarz	a hall	grupo	alternativoj	prononco
level	urĝi	nalegać, spieszyć się	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	osiągnąć, spełnić	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	karta kredytowa	a credit card	grupo	alternativoj	prononco
level	iomete	trochę, kilka	a little, a few	grupo	alternativoj	prononco
level	kaĝo	klatka	a cage	grupo	alternativoj	prononco
level	haki	siekać, siekać, ciąć	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	pustynia, dzicz	a desert, wilderness	grupo	alternativoj	prononco
level	humila	pokorny	humble	grupo	alternativoj	prononco
level	pipo	rura	a pipe	grupo	alternativoj	prononco
level	gumo	guma, gumka, gumka	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	W rzeczywistości	in fact	grupo	alternativoj	prononco
level	persiko	brzoskwinia, nektarynka	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	wulkan	a volcano	grupo	alternativoj	prononco
level	estro	szef, szef	a boss, a chief	grupo	alternativoj	prononco
level	delegi	delegować	to delegate	grupo	alternativoj	prononco
level	blinda	ślepy	blind	grupo	alternativoj	prononco
level	fianĉo	narzeczony, narzeczony	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	silnik elektryczny	an electric motor	grupo	alternativoj	prononco
level	kroĉi	zaczepiać, łączyć	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	rozpocząć jazdę	to start off driving	grupo	alternativoj	prononco
level	ĉiel	jakimkolwiek sposobem	in every way	grupo	alternativoj	prononco
level	klera	wykształcony, kulturalny	educated, cultured	grupo	alternativoj	prononco
level	dolaro	dolar	a dollar	grupo	alternativoj	prononco
level	fajfi	gwizdać	to whistle	grupo	alternativoj	prononco
level	duone	w połowie	in half	grupo	alternativoj	prononco
level	glata	gładka, śliska	smooth, slick	grupo	alternativoj	prononco
level	vomi	wymiotować	to vomit	grupo	alternativoj	prononco
level	difekti	uszkodzić, zepsuć, zepsuć, zranić	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	jęczeć, jęczeć	to groan, to moan	grupo	alternativoj	prononco
level	devo	obowiązek	a duty	grupo	alternativoj	prononco
level	heziti	wahać się	to hesitate	grupo	alternativoj	prononco
level	dekstre	po prawej	at right	grupo	alternativoj	prononco
level	velo	żagiel	a sail	grupo	alternativoj	prononco
level	muta	cichy, niemy, głupi	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	takie A jak B	such A as B	grupo	alternativoj	prononco
level	ĉifono	szmata, strzęp, skrawek	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	dziękuję, uznanie	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	i tak dalej, i tak dalej, itd	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	płomień	a flame	grupo	alternativoj	prononco
level	ajlo	czosnek	a garlic	grupo	alternativoj	prononco
level	pala	blady	pale	grupo	alternativoj	prononco
level	danco	taniec	a dance	grupo	alternativoj	prononco
level	kamarado	towarzysz, towarzysz, kumpel, kumpel	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	itp	etc	grupo	alternativoj	prononco
level	kokoso	orzech kakaowy	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	gospodyni, kochanka, (kobieta) właścicielka	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	jagoda	a berry	grupo	alternativoj	prononco
level	humoro	humor	a humour	grupo	alternativoj	prononco
level	bonveno	mile widziane	a welcome	grupo	alternativoj	prononco
level	alilandano	cudzoziemiec (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	rezonansowy dźwięk	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	niedawno ostatnio	recently, lately	grupo	alternativoj	prononco
level	bele	estetycznie	beautifully	grupo	alternativoj	prononco
level	karaktero	charakter, charakter, osobowość	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	zwyczaj ogólny, zwyczajowe postępowanie, obyczaje	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	wolność, wolność	liberty, a freedom	grupo	alternativoj	prononco
level	lama	kulawy, słaby, utykający	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	Tęcza	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	pożegnać się, pożegnać	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	Biblioteka	a library	grupo	alternativoj	prononco
level	antikva	antyczny, starożytny	antique, ancient	grupo	alternativoj	prononco
level	societo	małe społeczeństwo	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	przedwczoraj, przedwczoraj	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	jodła	a fir	grupo	alternativoj	prononco
level	kuniklo	królik, rożek	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	miliard, bilion	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	piętro, piętro (budynku)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	rada, rada	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	wykład	a lecture	grupo	alternativoj	prononco
level	aventuro	przygoda	an adventure	grupo	alternativoj	prononco
level	enua	nudny znudzony	boring, bored	grupo	alternativoj	prononco
level	grimpi	wspinać się	to climb	grupo	alternativoj	prononco
level	cerbumi	zastanawiać się, łamać sobie głowę, zastanawiać się	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	sympatyczny	amiable	grupo	alternativoj	prononco
level	vero	prawda	a truth	grupo	alternativoj	prononco
level	mordi	ugryźć	to bite	grupo	alternativoj	prononco
level	tondri	grzmotać	to thunder	grupo	alternativoj	prononco
level	kurbo	krzywa	a curve	grupo	alternativoj	prononco
level	nuda	nagi, nagi, nagi	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	marmolada, dżem	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	zieloną gwiazdę	a green star	grupo	alternativoj	prononco
level	alveno	przybycie	an arrival	grupo	alternativoj	prononco
level	piedpilko	piłka nożna, piłka nożna (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	surowy, naturalny, surowy	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	iść do łóżka	to go to bed	grupo	alternativoj	prononco
level	toleri	tolerować, znosić, znosić	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	wdzięczny	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	jeszcze jeden	yet another one	grupo	alternativoj	prononco
level	kiso	pocałunek	a kiss	grupo	alternativoj	prononco
level	agrable	przyjemnie, przyjemnie, przyjemnie	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	pas, strefa	a belt, a zone	grupo	alternativoj	prononco
level	tubo	rura	a tube	grupo	alternativoj	prononco
level	teamo	drużyna	a team	grupo	alternativoj	prononco
level	acida	kwaśny, kwaśny, kwaśny, cierpki	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	helikopter	a helicopter	grupo	alternativoj	prononco
level	enui	być znudzonym	to be bored	grupo	alternativoj	prononco
level	sincera	szczery	sincere	grupo	alternativoj	prononco
level	unuiĝi	zjednoczyć się, zjednoczyć się, zjednoczyć się, zjednoczyć się	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	jeden na raz	one at a time	grupo	alternativoj	prononco
level	burĝo	burżuazja, obywatel klasy średniej	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	okolica, sąsiedztwo	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	klej	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	Organizacja Narodów Zjednoczonych	United Nations	grupo	alternativoj	prononco
level	bulo	kula, bryła, bryła, bryła	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	but	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	obudowa, bariera	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	tak zwana	so called	grupo	alternativoj	prononco
level	diligenta	pracowity, pracowity	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	Pan.	Mr.	grupo	alternativoj	prononco
level	ties	tego, tej osoby, tamtego	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	sekretarka	a secretary	grupo	alternativoj	prononco
level	absorbi	wchłonąć	to absorb	grupo	alternativoj	prononco
level	ruza	przebiegły, przebiegły	cunning, sly	grupo	alternativoj	prononco
level	blindulo	niewidomy mężczyzna	a blind man	grupo	alternativoj	prononco
level	floso	tratwa, wysięgnik (kłoda).	a raft, a (log) boom	grupo	alternativoj	prononco
level	komenti	skomentować	to comment	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	Stowarzyszenie Anarchistów na całym świecie	Anarchists Association Worldwide	grupo	alternativoj	prononco
level	diamanto	diament	a diamond	grupo	alternativoj	prononco
level	ĉies	wszystkich	everyone's	grupo	alternativoj	prononco
level	drako	smok	a dragon	grupo	alternativoj	prononco
level	mielo	Miód	honey	grupo	alternativoj	prononco
level	kotizo	aport, składka, udział	a contribution, subscription fee, a share	grupo	alternativoj	prononco
level	rpk. (respondkupono)	kupon odpowiedzi	response coupone	grupo	alternativoj	prononco
level	petoli	igraszki, żarty, igraszki	to frolic, to joke around, to romp	grupo	alternativoj	prononco
level	froti	trzeć	to rub	grupo	alternativoj	prononco
level	teksi	tkać	to weave	grupo	alternativoj	prononco
level	modo	moda, tryb	fashion, mode	grupo	alternativoj	prononco
level	red. (redaktoro, redakcio)	redaktor	editor	grupo	alternativoj	prononco
level	rafano	rzodkiewka, czarna rzodkiew	a radish, a black radish	grupo	alternativoj	prononco
level	verso	wiersz, wiersz	a verse, a line of verse	grupo	alternativoj	prononco
level	iafoje	Czasami	sometimes	grupo	alternativoj	prononco
level	krevi	pęknąć, pęknąć	to burst, to pop	grupo	alternativoj	prononco
level	forĝi	wykuć	to forge	grupo	alternativoj	prononco
level	aŭtomato	automat, robot	an automaton, a robot	grupo	alternativoj	prononco
level	semajnfino	weekend	a weekend	grupo	alternativoj	prononco
level	ptm. (posttagmeze)	po południu. popołudnie	pm. afternoon	grupo	alternativoj	prononco
level	fasko	wiązka, snop, wiązka, kiść	a bundle, a sheaf, a bunch, a cluster	grupo	alternativoj	prononco
level	instinkto	instynkt, instynkt	instinct, an instinct	grupo	alternativoj	prononco
level	proks. (proksimume)	około	approximately	grupo	alternativoj	prononco
level	briko	cegła, blok	a brick, a block	grupo	alternativoj	prononco
level	nesto	gniazdo, jaskinia	a nest, a den	grupo	alternativoj	prononco
level	p.k. (poŝtkarto)	komputer (pocztówka)	p.c. (postcard)	grupo	alternativoj	prononco
level	ledo	skóra, skóra	leather, a leather	grupo	alternativoj	prononco
level	mamulo (mambesto)	ssak	a mammal	grupo	alternativoj	prononco
level	formiko	Mrówka	an ant	grupo	alternativoj	prononco
level	vizo	wiza	a visa	grupo	alternativoj	prononco
level	masko	maska	a mask	grupo	alternativoj	prononco
level	pugno	pięść	a fist	grupo	alternativoj	prononco
level	p. (paĝo)	strona	page	grupo	alternativoj	prononco
level	aglo	Orzeł	an eagle	grupo	alternativoj	prononco
level	vegetara	wegetarianin, wegetarianin	vegetarian, of vegetarian	grupo	alternativoj	prononco
level	leporo	zając	an hare	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	Lokalny Komitet Kongresu	Local Congress Committee	grupo	alternativoj	prononco
level	sindona	oddany, hojny	devoted, generous	grupo	alternativoj	prononco
level	vazo	wazon, naczynie	a vase, a vessel	grupo	alternativoj	prononco
level	martelo	młotek	a hammer	grupo	alternativoj	prononco
level	eldoni	publikować, wydawać	to publish, to issue	grupo	alternativoj	prononco
level	puto	studnia, studnia wodna	a well, a water well	grupo	alternativoj	prononco
level	stalo	szopa, obora, stajnia, chlew	a shed, a stall, a stable, a sty	grupo	alternativoj	prononco
level	kp. (komparu)	por. (porównać do)	cf. (compare to)	grupo	alternativoj	prononco
level	plado	naczynie, danie, taca, talerz	a dish, a course, a tray, a plate	grupo	alternativoj	prononco
level	solido	ciało stałe, sztywne	a solid, a rigid body	grupo	alternativoj	prononco
level	tenti	kusić, kusić	to tempt, to entice	grupo	alternativoj	prononco
level	KKK (Konstanta Komitato de la Kongresoj)	CCC (Stały Komitet Kongresów)	CCC (Constant Committee of the Congresses)	grupo	alternativoj	prononco
level	faruno	mąka, mąka	flour, meal	grupo	alternativoj	prononco
level	televidi	Aby oglądać telewizję	to watch TV	grupo	alternativoj	prononco
level	pinĉilo	szczypce, pazur	a pincer, a claw	grupo	alternativoj	prononco
level	ciklo	cykl	a cycle	grupo	alternativoj	prononco
level	plaĝo	plaża, brzeg (=strando)	a beach, a shore (=strando)	grupo	alternativoj	prononco
level	k-do (kamarado)	towarzyszu	Commrade	grupo	alternativoj	prononco
level	streko	kreska, odcinek linii, smuga	a stroke, a line segment, a streak	grupo	alternativoj	prononco
level	sinteno	postawa	an attitude	grupo	alternativoj	prononco
level	ĉerpi	czerpać (wodę), wydobywać, chochelką, czerpać	to draw (water), to extract, to ladle, to scoop	grupo	alternativoj	prononco
level	k.a. (kaj aliaj)	i inne (=kc (kaj ceteraj))	and others (=k.c. (kaj ceteraj))	grupo	alternativoj	prononco
level	singarda	ostrożny, ostrożny	cautious, careful	grupo	alternativoj	prononco
level	alumeto	zapałka, zapałka	a match, a matchstick	grupo	alternativoj	prononco
level	najlo	gwóźdź	a nail	grupo	alternativoj	prononco
level	ŝveli	pęcznieć	to swell	grupo	alternativoj	prononco
level	il. (ilustrita)	il. (ilustrowany)	il. (illustrated)	grupo	alternativoj	prononco
level	tabako	tytoń	tobacco	grupo	alternativoj	prononco
level	kien	dokąd, do jakiego miejsca, dokąd ~ do	toward where, to what place, where ~ to	grupo	alternativoj	prononco
level	konfuzi	Zmieszać	to confuse	grupo	alternativoj	prononco
level	F-ino. (Fraŭlino)	Chybić.	Miss.	grupo	alternativoj	prononco
level	fojno	siano, siano	hay, a hay	grupo	alternativoj	prononco
level	tien	w tę stronę	toward there, that way	grupo	alternativoj	prononco
level	blonda	blond	blonde	grupo	alternativoj	prononco
level	ekz. (Ekzemple)	były. (Na przykład)	ex. (For example)	grupo	alternativoj	prononco
level	brasiko	kapusta, kapusta	cabbage, brassika	grupo	alternativoj	prononco
level	ĉi-jare	w tym roku	in this year	grupo	alternativoj	prononco
level	maniko	rękaw	a sleeve	grupo	alternativoj	prononco
