B.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	estas bona etoso, kiu tre plaĉas al mi	este o atmosferă bună care îmi place foarte mult	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	în regulă, sună a interes	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	mă voi gândi la	I will think about	grupo	alternativoj	prononco
level	certe	desigur	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	totuși, o problemă este ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	atâţia bani	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Nu am atâția bani acum	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problema este ca nu am atat de multi bani	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Înțeleg, dar nu ar costa mult	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	nu ar fi prea scump, cred	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	un tabel cu tarifele programelor	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	adică dacă te uiți la tabelul acțiuni/taxe	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	tabelul de cote/taxe ale invitației IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	descoperi că ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	sunt doar 50 de euro in total	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	vezi ca pentru tine sunt doar 50 de euro in total	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	dacă dormim pe podea	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	în regulă	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	ei bine, asta suna bine	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	dar ce zici de călătorie	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	un tren ar costa in jur de 70 de euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	ar fi posibil pentru tine?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	in speranta	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	dar ar dura destul de mult cu trenul	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	da, dar ne putem opri în unul sau două orașe	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	pe parcurs	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	si noaptea?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ai plati pentru el?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	nu, nu eu, dar nu este o problemă	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	chiar asta nu este o problema?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	cum ai de gând să rezolvi asta?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	a arătat coroana de aur	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	Ei bine, vă voi arăta în curând	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	dar mai întâi mai mult ceai	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	vrei si tu?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	da multumesc	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	in aceeasi cafenea'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	ceva se întâmplă, continuă (face) asta	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	un plan, a planifica, a planifica	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ea și el continuă planificarea	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	te rog, iată ceaiul tău	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	între timp m-am uitat la invitație	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	s-a uitat la invitația IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Înțeleg multe, dar nu toate	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	în regulă, în regulă, doar întreabă	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	aici sunt lucrurile	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	lucruri clare	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	lucrurile care sunt confuze	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	sunt confuze pentru mine	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	pentru a vă alătura, un formular de înregistrare	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Organizația Mondială a Tineretului Esperanto	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, o pasăre care reprezintă TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	a sta, un loc de cazare (un loc de cazare)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	un loc de cazare pentru oameni de masă	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	un formular de înregistrare este un instrument de înregistrare	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	un formular de membru în care vă scrieți numele, adresa etc	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	lung, o abreviere	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	o abreviere a Organizației Mondiale a Tineretului Esperanto	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo este pasărea amuzantă a lui TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	un loc de cazare în masă este un loc în care sta multă lume	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	un somn, un somnifer, un sac de dormit	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	de obicei, ai nevoie de un sac de dormit acolo	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	ai explicat prea repede	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Nu am prins totul	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	nu este atât de important	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Cred că nu este foarte important acum	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	mai târziu putem vorbi mai mult	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	mai mult pentru a vorbi despre invitația IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Deci vrei să planifici călătoria acum, nu?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	da, cu placere	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	asa ca vei vedea ca ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	va costa atât de mult	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	va vedea că călătoria nu va costa atât de mult	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Vreau să știu	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Vreau să știu despre ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	cum vei rezolva noaptea	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	pentru ca nu am bani	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	o pensiune pentru tineret	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	are bani pentru un hotel sau o pensiune pentru tineret	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	iată soluția	here's the solution	grupo	alternativoj	prononco
level	pasporto	un pașaport	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Serviciul de pașapoarte, șederea la domiciliu a esperanților	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	broșură cu numele „Serviciul de pașapoarte”	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	serviciu pentru ce?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	pentru oameni ca noi	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	a experimenta, un expert	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	oameni cărora le place să călătorească și să experimenteze țări	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	a câștiga și a cheltui	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	fără a cheltui mulți bani	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	un serviciu, serviciul, acel serviciu	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	bine, și cum funcționează acel serviciu?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Văd că în carnet există ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	multe adrese	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	sunt multe adrese din mai multe tari	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	corect, da!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	la dispozitia ta	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	toți, toți	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	de fapt toate iti stau la dispozitie!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	însemnând, însemnând	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;la dispozitia mea&quot;, ce inseamna asta?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	înseamnă că ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	a oaspete, a oaspete, a găzdui un oaspete	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	este gata, este pregătită, pregătește-te!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	oamenii de la acele adrese sunt gata să vă găzduiască	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	a cunoaște (o persoană), cunoscut, a ajunge să fie cunoscut	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	și vă ajută să vă familiarizați cu regiunea lor	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	înseamnă că oamenii sunt dispuși să te găzduiască și să te ajute	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	Sună interesant!	sounds interesting!	grupo	alternativoj	prononco
level	do	asa de	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	cineva stă în casa altor esperantiști, nu?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	mai multe experiențe cu Serviciul de pașapoarte	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Am avut mai multe experiențe interesante	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	L-am folosit pe trei continente	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(acesta) funcționează prost	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	și până acum (a funcționat) foarte bine	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Grozav! unde mergem?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	deci, planul meu este ca noi ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	vine, a sosit	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	după o călătorie reușită	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	după ce a folosit Serviciul de pașapoarte în două orașe	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	ajung după o călătorie reușită	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	iată, uite!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	acolo este un steag mare al Esperanto	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	un semn cu textul „Bine ați venit la IJK!”	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	da, iar sub el este ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Ura!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	asa ca in sfarsit am ajuns	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Sunt foarte obosit și foame	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	crezi ca putem ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	a mânca ceva	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	crezi că putem mânca ceva imediat?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	mă îndoiesc	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	trebuie mai întâi să fim acceptați	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	trebuie acceptate la receptie	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	și asta poate dura mult timp	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	să dureze mult în experiența mea	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Vai!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	asta e linia pentru receptie?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	ma tem ca da	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	a face ~ nu este total perfect	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	este perfect perfect pentru a ajunge seara	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	putem discuta cu oamenii	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	dar putem discuta cu oameni la coadă	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	iată, văd un prieten al Rusiei!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Mi-e foame, vreau sa mananc	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	dupa aproximativ 2 ore	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	în conformitate cu prietenii noi și vechi	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	comitetul local al congresului	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	membru în comitetul local al congresului	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	bine ai venit, cine esti?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	din ce țară?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ai platit in avans?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	te rog, arată	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	dacă da, vă rugăm să prezentați chitanța	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	ești membru TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	pentru a deveni membru la un stand	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	dacă nu, vă puteți înscrie la următorul stand	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	aici sunt chitanțele plăților în avans	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	cardurile de membru și pașapoartele noastre	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	foarte bun	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	deci, văd că vei locui într-o cazare în masă (spațiu de accident)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	și va mânca la căminul pentru tineret	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	sunt acele informatii corecte?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Da perfect	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	o geantă cu program, hartă etc	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	poti plati si primi o geanta cu program, harta etc	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	la cabina roșie, acolo	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	Bine mersi	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	arata obosit, dar sanatos	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	oamenii ăia chiar păreau obosiți	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	și nu au fost foarte amabili	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	ai dreptate	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	dar amintiți-vă că ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	lucrează timp de 8 ore	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK lucrează de poate opt ore	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	fără prea multă pauză	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	dar amintiți-vă că LKK funcționează fără pauze	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	vorbăreț în timpul săptămânii	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Sunt sigur că ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Sunt sigur că vor fi mai amabili	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	vor fi mai amabili și mai vorbăreți	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	hai sa-l gasim	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	Ei bine, acum să găsim locul de cazare în masă	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	si apoi as vrea sa mananc ceva	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ai văzut-o pe fata la standul TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	da, ce zici de ea?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	o cunosti?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Din pacate, nu	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	dar e foarte drăguță, nu-i așa?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Sunt de acord	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	totusi nu intelege bine	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Sunt de acord dar nu inteleg	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	iti plac femelele?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	da, vreau sa-ti spun inainte	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	dar din anumite motive nu a făcut-o	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	femeile places al mi pli ol bărbați	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspect etc	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	esti, tu?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	da, sunt homosexual	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	se poate spune și lesbiană	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ei bine, nu știam deloc	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	dar ma bucur ca ai spus	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	de fapt, mă bucur că ești homosexual	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	ești cea mai bună și drăguță lesbiană	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	cea mai drăguță lesbiană pe care o cunosc	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	mulțumesc! ii cunosti pe altii?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	dar de unde știi asta?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	fata aia prefera barbatii!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	in orice caz eu cred ca fata aia prefera barbatii!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	fata aceea despre care vorbeai	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	vom vedea	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	în locul de cazare în masă (un spațiu de accident)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Buna dimineata!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	Ai dormit bine?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	abia vezi	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	dimpotrivă, cu greu puteam să dorm	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	dar de ce?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	poate ai fost nervos în legătură cu prima ta zi IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	nu chiar	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	toată noaptea, toată noaptea	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	sforăi foarte tare	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	doar cineva a sforăit foarte tare toată noaptea	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	nu ma deranja	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	și asta m-a deranjat foarte mult	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	nu ai auzit asta	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	deloc, am dormit adânc	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	am uitat sa-ti spun ca ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ureche, a astupa, dopuri de urechi	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	merită să folosiți dopuri pentru urechi	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	merită folosit ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	ți-a spus că merită să folosești dopuri pentru urechi	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	când dormi într-o cazare de masă (loc de accident)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	evident ca da	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	o, săraca Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	despre cine vorbești?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	despre tine	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	a mângâia, mângâiere nume, porecla	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	cu -ĉjo sau -njo, este posibil să creați porecle în esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, da, am citit odată despre asta	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	și atunci ai fi Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	daca vrei sa mergi acolo	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	cat e ceasul acum?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	sunt deja zece fără cinci minute	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	cinci minute înainte de zece sau nouă cincizeci și cinci	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	lovit sau ratat?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	ai ratat micul dejun	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Oh, la naiba!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	esti satisfacut ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	iar eu care mi-e foarte foame	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	dacă te grăbești	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	poate atinge cel puțin deschiderea	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	deschiderea congresului	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	poți măcar să dai la deschiderea convenției	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	când va fi?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	la zece şi un sfert	at a quarter past ten	grupo	alternativoj	prononco
