C.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	gustumi	на смак, на пробу	to taste, to sample	grupo	alternativoj	prononco
level	atenti	дбати, звертати увагу, пильнувати	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	друкувати	to print	grupo	alternativoj	prononco
level	tabulo	дошка, планка, табличка	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	цілком, цілком, цілком	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	серія	a series	grupo	alternativoj	prononco
level	universitato	університет	a university	grupo	alternativoj	prononco
level	situacio	ситуація, обставини, стан	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	пара, пара	a pair, a couple	grupo	alternativoj	prononco
level	metio	ремесло, ремесло	craft, handicraft	grupo	alternativoj	prononco
level	meblo	предмет меблів	a piece of furniture	grupo	alternativoj	prononco
level	oleo	масло, масло	oil, an oil	grupo	alternativoj	prononco
level	scivola	цікавий, допитливий	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	чи не так? чи не вони?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	істотний, абсолютно необхідний	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	уміти, уміти	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	шафа, тумба, шафа, сервант	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	за, з розрахунку, по	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	директор, менеджер	a director, a manager	grupo	alternativoj	prononco
level	ve!	на жаль!	Alas!	grupo	alternativoj	prononco
level	eviti	уникати, ухилятися	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	володіти, володіти	to possess, to own	grupo	alternativoj	prononco
level	rubriko	заголовок, розділ, рубрика, колонка	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	злочин	a crime	grupo	alternativoj	prononco
level	akiri	придбати, досягти, отримати, отримати	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	зіпсувати, зіпсувати, зіпсувати, зіпсувати	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	жінка	a woman	grupo	alternativoj	prononco
level	viŝi	витирати, видаляти, витирати	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	збоку	at the side	grupo	alternativoj	prononco
level	oferti	пропонувати, робити ставку, робити пропозицію, пропонувати	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	муха (комаха)	a fly (insect)	grupo	alternativoj	prononco
level	subite	раптом, раптом	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	дзеркало, дзеркало	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	підходить	suitable	grupo	alternativoj	prononco
level	neniel	ні в якому разі, ні в якому разі, ні в якому разі	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	особистий	personal	grupo	alternativoj	prononco
level	rado	колесо	a wheel	grupo	alternativoj	prononco
level	najbaro	сусід	a neighbor	grupo	alternativoj	prononco
level	tremi	тремтіти, тремтіти, тремтіти	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	сімейна кімната, вітальня	a family room, a living room	grupo	alternativoj	prononco
level	poto	горщик, глечик	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	витрачати, проходити	to spend, to pass	grupo	alternativoj	prononco
level	akompani	супроводжувати	to accompany	grupo	alternativoj	prononco
level	noto	записка, (шкільна) оцінка, оцінка	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	брова	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	дитяча кімната	a child room	grupo	alternativoj	prononco
level	vigla	жвавий, жвавий	animated, brisk	grupo	alternativoj	prononco
level	simio	мавпа	a monkey	grupo	alternativoj	prononco
level	pilko	м'яч	a ball	grupo	alternativoj	prononco
level	konscii	бути свідомим, усвідомлювати	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	честь, честь	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	інавгурація, інавгурація	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	дитина	a baby	grupo	alternativoj	prononco
level	rajti	бути дозволеним, мати право на	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	апетит	an appetite	grupo	alternativoj	prononco
level	klubo	клуб, товариство	a club, a society	grupo	alternativoj	prononco
level	soifi	жадати, мати спрагу	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	миша	a mouse	grupo	alternativoj	prononco
level	nevo	племінник	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	обід, вечеря, вечеря	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	вранці	in the morning	grupo	alternativoj	prononco
level	trompi	обманювати, обманювати	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	господарювати, здавати господарство в оренду	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	цифра, цифра, шифр, цифра	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	чесний	honest	grupo	alternativoj	prononco
level	tagmezo	полудень, полудень	noon, midday	grupo	alternativoj	prononco
level	romano	Роман	a novel	grupo	alternativoj	prononco
level	rato	щур	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	до полудня (вранці)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	копати, копати, лопатою	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	яма, стовп	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	у другій половині дня	in the afternoon	grupo	alternativoj	prononco
level	fiera	гордий	proud	grupo	alternativoj	prononco
level	bari	забороняти, перешкоджати	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	позіхати	to yawn	grupo	alternativoj	prononco
level	poento	точка, біг	a point, a run	grupo	alternativoj	prononco
level	minaci	мінувати, погрожувати, залякувати, погрожувати	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	зброя, арсенал	arms, armory	grupo	alternativoj	prononco
level	parenco	родич, родич, родич	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	жати, жати, збирати	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	душ, душ	shower, a shower	grupo	alternativoj	prononco
level	mueli	подрібнювати	to grind	grupo	alternativoj	prononco
level	fabelo	казка, казка на ніч	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	публічний, відкритий для публіки	public, open to public	grupo	alternativoj	prononco
level	baro	перешкода, перешкода	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	лікоть	an elbow	grupo	alternativoj	prononco
level	flughaveno	аеропорт	an airport	grupo	alternativoj	prononco
level	spico	спеція	a spice	grupo	alternativoj	prononco
level	kubo	кубик, кубик	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	перехрестя, перехрестя	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(о) минулої ночі	(at) last night	grupo	alternativoj	prononco
level	pafi	стріляти, стріляти	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	затвердити	to approve	grupo	alternativoj	prononco
level	kutime	зазвичай, звичайно	ordinarily, usually	grupo	alternativoj	prononco
level	reala	справжній	real	grupo	alternativoj	prononco
level	kolekti	збирати	to collect	grupo	alternativoj	prononco
level	okulvitroj	окуляри, окуляри, окуляри	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	роль, роль, частина	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	відмовити	to refuse	grupo	alternativoj	prononco
level	riproĉi	дорікати, дорікати, докоряти, лаяти	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	рахунок-фактура, рахунок	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	сонячна квітка	a sun-flower	grupo	alternativoj	prononco
level	peli	підштовхувати, вести, переслідувати, спонукати	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	блуза	a blouse	grupo	alternativoj	prononco
level	ĉial	з усіх причин	for every reason	grupo	alternativoj	prononco
level	pluvi	дощити	to rain	grupo	alternativoj	prononco
level	deserto	десерт, після	a dessert, an afters	grupo	alternativoj	prononco
level	regno	королівство, царство	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	прикро, плачевно	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	ні за що, ні за що	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	бути поблажливим (з), потурати	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	cicerone, екскурсовод, доц	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	кран, кран	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	головувати	to preside over	grupo	alternativoj	prononco
level	najbara	сусідні	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	перехрестя	a crossway	grupo	alternativoj	prononco
level	polvo	пил, пил	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	розділ, розділ	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	Реклама	an advertisement	grupo	alternativoj	prononco
level	pia	благочестивий	pious	grupo	alternativoj	prononco
level	lastjare	минулого року	last year	grupo	alternativoj	prononco
level	vojmontrilo	орієнтир, дороговказ	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	льох, підвал	a cellar, a basement	grupo	alternativoj	prononco
level	firma	твердий, стійкий	firm, stable	grupo	alternativoj	prononco
level	eks-	(префікс) колишній, колишній	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	кілограм	a kilogram	grupo	alternativoj	prononco
level	frago	полуниця	a strawberry	grupo	alternativoj	prononco
level	pato	сковорідка	a frying pan	grupo	alternativoj	prononco
level	delikata	делікатний, чутливий	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	гнатися за, переслідувати, полювати	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	по правді кажучи	to tell the truth	grupo	alternativoj	prononco
level	pra-	віддаленість у часі, доісторичний, пра-, прапра-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	зрілий, дозрілий	mature, ripe	grupo	alternativoj	prononco
level	kulerego	відро, велика ложка	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	вести себе, поводитися	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	дійсно, справді, справді	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(префікс) mis-	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	тихо, спокійно	quiet, calm	grupo	alternativoj	prononco
level	funkcii	функціонувати, діяти, працювати	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	відповідний, придатний	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	турист	a tourist	grupo	alternativoj	prononco
level	honti	соромитися	to be ashamed	grupo	alternativoj	prononco
level	averti	попереджати, застерігати	to warn, to caution	grupo	alternativoj	prononco
level	turismo	туризм	tourism	grupo	alternativoj	prononco
level	stumpo	пеньок, недопалок (сигарета)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	чайові (бонус), винагорода	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	пацієнт	patient	grupo	alternativoj	prononco
level	mieno	вираз (міміка).	a (facial) expression	grupo	alternativoj	prononco
level	pensio	пенсія, рента	pension, annuity	grupo	alternativoj	prononco
level	princo	принц	a prince	grupo	alternativoj	prononco
level	sorto	доля, доля, доля	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(суфікс) зобов'язання	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	довгі панчохи	long stockings	grupo	alternativoj	prononco
level	barbo	борода	beard	grupo	alternativoj	prononco
level	-ing-	(суфікс) довгий тримач, розетка	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	смачний, приємний на смак	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	доглядати, доглядати	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(суфікс) жіноче ім'я улюбленця	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(суфікс) ім'я домашньої тварини	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	орати, орати, орати	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	любовний лист	a loveletter	grupo	alternativoj	prononco
level	glaso da	склянка	a glass of	grupo	alternativoj	prononco
level	valo	долина	a valley	grupo	alternativoj	prononco
level	taso da	чашка	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	тягар, вантаж, заряд	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	шведський стіл	a buffet	grupo	alternativoj	prononco
level	avino	бабуся	a grandmother	grupo	alternativoj	prononco
level	guto	крапля, крапля	a drop, a drip	grupo	alternativoj	prononco
level	estingi	гасити, гасити	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	щасливо	happily	grupo	alternativoj	prononco
level	gorĝo	горло	a throat	grupo	alternativoj	prononco
level	serpento	змія	a snake	grupo	alternativoj	prononco
level	klare	ясно	clearly	grupo	alternativoj	prononco
level	alveni	прибути, отримати	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	Додати	to add	grupo	alternativoj	prononco
level	vesti (sin)	одягати (ся), одягати	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	хвіст	a tail	grupo	alternativoj	prononco
level	alporti	принести, принести	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	вестибюль (роздягання), передпокій, тамбур	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	гудок, гудок, клаксон	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	жадібний, жадібний	greedy, avarious	grupo	alternativoj	prononco
level	ebla	можливий, здатний	possible, able	grupo	alternativoj	prononco
level	eble	можливо, можливо, можливо	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	підмітати	to sweep	grupo	alternativoj	prononco
level	kompreneble	звичайно (зрозуміло)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	кататися на ковзанах, ковзати-бігати	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	кататися на ковзанах (кататися на ковзанах)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	піт, піт, піт	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	нічийний, нічийний	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	виглядати схожим, схожим	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	камін, вогнище	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	портативний	portable	grupo	alternativoj	prononco
level	memkomprenebla	очевидно, звичайно	evident, of course	grupo	alternativoj	prononco
level	prezidanto	голова, президент	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	декілька	several	grupo	alternativoj	prononco
level	kongresnumero	реєстраційний номер на з'їзді	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	Всесвітній конгрес (есперанто)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	глухий	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	Всесвітня есперанто-асоціація	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	упорядкувати, навести порядок	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	вигадана, незаміжня жінка, міс.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	кільце	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	пасажирське судно	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	конгресова книга	a congress book	grupo	alternativoj	prononco
level	beko	дзьоб, купюра	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	книгарня (у конгресі)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	книжкова полиця	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	подушка	a pillow	grupo	alternativoj	prononco
level	cindro	зола, недогарок	ash, cinder	grupo	alternativoj	prononco
level	artikolo	стаття (журнал, газета)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	нумерувати, рахувати	to number, to count	grupo	alternativoj	prononco
level	duobla	подвійний	double	grupo	alternativoj	prononco
level	duoble	двічі, подвійно	twice, doubly	grupo	alternativoj	prononco
level	dekobla	в десять разів	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	ковпачок	a cap	grupo	alternativoj	prononco
level	dekoblo	десятикратно, десятикратно	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	касета	a cassette	grupo	alternativoj	prononco
level	dekoble	у десять разів більше (багато)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Ісус	Jesus	grupo	alternativoj	prononco
level	poluro	полірувати, полірувати	polish, polishment	grupo	alternativoj	prononco
level	tusi	кашляти	to cough	grupo	alternativoj	prononco
level	pinglo	шпилька, голка	pin, needle	grupo	alternativoj	prononco
level	buĝeto	бюджет (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	половина	an half	grupo	alternativoj	prononco
level	subjekto	предмет	a subject	grupo	alternativoj	prononco
level	pesi	міряти вагу, зважувати	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	щодня, щодня	every day, daily	grupo	alternativoj	prononco
level	lanterno	ліхтар	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	обід, полуденок	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	імпортувати	to import	grupo	alternativoj	prononco
level	duona	наполовину	half(ly)	grupo	alternativoj	prononco
level	dekono	десята частина	a tenth	grupo	alternativoj	prononco
level	skrapi	шкрябати, дряпати	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	чверть, одна четверта	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	третина, одна третина	a third, one third	grupo	alternativoj	prononco
level	pezi	зважувати (мати важкість суми)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	носова хустка (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	банний рушник	a bath towel	grupo	alternativoj	prononco
level	littuko	простирадло	a bed sheet	grupo	alternativoj	prononco
level	terure	жахливо, жахливо	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	четвірка, четвірка	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	туалет (наряд)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	прощення, помилування, відпущення гріхів	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	діжка, ванна, чан	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	відвідувати регулярно, часто відвідувати	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	досліджувати, досліджувати	to explore, to investigate	grupo	alternativoj	prononco
level	regali	частувати, пригощати, розважати	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	обговорити	to discuss	grupo	alternativoj	prononco
level	propagandi	вести пропаганду, рекламувати	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	швейна голка	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	перелопатити	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	оплески, акламація	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	голодний	hungry	grupo	alternativoj	prononco
level	esprimi	щоб висловити	to express	grupo	alternativoj	prononco
level	subtaso	блюдце	a saucer	grupo	alternativoj	prononco
level	traduko	переклад	a translation	grupo	alternativoj	prononco
level	kopiilo	копіювальний апарат, ксерокс	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	забезпечення, запас, запас	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	перекладати	to translate	grupo	alternativoj	prononco
level	terglobo	земна куля	the earth globe	grupo	alternativoj	prononco
level	breto	полиця	a shelf	grupo	alternativoj	prononco
level	sekreti	зберігати таємниці	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	господарство, господарство	economy, an economy	grupo	alternativoj	prononco
level	evolui	розвиватися	to evolve	grupo	alternativoj	prononco
level	ĉambristo	економка	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	в неділю	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	надавати	to lend	grupo	alternativoj	prononco
level	veturado	збирається кататися	going on a ride	grupo	alternativoj	prononco
level	ĥoro	хор, хор	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	позичати і брати	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	одяг	clothes	grupo	alternativoj	prononco
level	rapide	швидко, швидко, стрімко	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	центр міста	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 років	30 years old	grupo	alternativoj	prononco
level	tiuokaze	в такому разі	in that case	grupo	alternativoj	prononco
level	sekigi	сушити	to dry	grupo	alternativoj	prononco
level	varmigi	зігріти, зігріти, обігріти	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	на місці	at the place	grupo	alternativoj	prononco
level	supren	вгору	upward	grupo	alternativoj	prononco
level	subakvigi	тонути, тонути	to sink, to make sink	grupo	alternativoj	prononco
level	foto	фото, фото	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	пустеля	a wilderness	grupo	alternativoj	prononco
level	skribotablo	письмовий стіл	a writing table	grupo	alternativoj	prononco
level	varmiĝi	стати теплим	to become warm	grupo	alternativoj	prononco
level	klarigi	пояснювати, уточнювати	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	безстрашна людина	a fearless man	grupo	alternativoj	prononco
level	krepusko	сутінки, сутінки	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	носити, стомлювати, викликати втому	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	безбарвний	colorless	grupo	alternativoj	prononco
level	senbrue	без шуму	without noise	grupo	alternativoj	prononco
level	lernigi	робити навчання, навчати	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	заборгувати	to owe	grupo	alternativoj	prononco
level	sekreta	секрет	secret	grupo	alternativoj	prononco
level	finigi	покінчити, покінчити	to make an end, to finish	grupo	alternativoj	prononco
level	salto	стрибок	a jump	grupo	alternativoj	prononco
level	finiĝi	закінчуватися, закінчуватися, закінчуватися	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	стати холодним	to become cold	grupo	alternativoj	prononco
level	rideto	посмішка	a smile	grupo	alternativoj	prononco
level	sidiĝi	сідати	to sit down	grupo	alternativoj	prononco
level	repaciĝo	знову стає мирним	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	повертати	to give back	grupo	alternativoj	prononco
level	stariĝi	встати, піднятися, встати	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	дуже швидко	very quickly	grupo	alternativoj	prononco
level	servo	служба, послуга	service, a service	grupo	alternativoj	prononco
level	konsideri	вважати	to consider	grupo	alternativoj	prononco
level	promenejo	набережна	a promenade	grupo	alternativoj	prononco
level	komenciĝi	починати, починати	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	прикрашати (більше)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	змусити заблукати	to make to get lost	grupo	alternativoj	prononco
level	ordigi	зробити на замовлення	to make ordered	grupo	alternativoj	prononco
level	maristo	моряк, моряк, моряк	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	не цікавить	not interesting	grupo	alternativoj	prononco
level	naturaĵo	природна річ	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	стати ~	to become ~	grupo	alternativoj	prononco
level	multpieda	багатоногий	many-footed	grupo	alternativoj	prononco
level	moviĝi	переїхати (відійти), переїхати в інше місце	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	познайомитися (з)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	завтрашній	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	перевірити	to examine	grupo	alternativoj	prononco
level	malŝati	ненавидіти, не любити	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	заливати, заливати	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	сумний	sad	grupo	alternativoj	prononco
level	frosto	мороз, мороз, мороз, мороз	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	долоня, долоня	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	тривожний	anxious	grupo	alternativoj	prononco
level	respubliko	республіка	a republic	grupo	alternativoj	prononco
level	malseka	мокрий	wet	grupo	alternativoj	prononco
level	malsaniĝi	захворіти	to become ill	grupo	alternativoj	prononco
level	aliĝi	приєднатися	to join	grupo	alternativoj	prononco
level	malplaĉa	незручно	uncomfortable	grupo	alternativoj	prononco
level	malofte	рідко	rarely	grupo	alternativoj	prononco
level	malmulto	мало	few	grupo	alternativoj	prononco
level	rezignigi	примушувати до відставки, змусити до відставки	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	фільм, кінофільм	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	в кількох	in few	grupo	alternativoj	prononco
level	terni	чхати	to sneeze	grupo	alternativoj	prononco
level	fermigi	змусити закрити	to make to close	grupo	alternativoj	prononco
level	malkontentigi	дратувати	to annoy	grupo	alternativoj	prononco
level	malfrui	запізнитися	to be late	grupo	alternativoj	prononco
level	malforta	слабкий	weak	grupo	alternativoj	prononco
level	fermiĝi	замкнутися, замкнутися	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	важко	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	лікер, алкогольний напій	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	визначати	to define	grupo	alternativoj	prononco
level	malagrabla	неприємний	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	замінити, поставити на місце, замінити	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	робітник	a worker	grupo	alternativoj	prononco
level	koncerni	турбуватися	to concern	grupo	alternativoj	prononco
level	sciigi	повідомляти, інформувати, ділитися, повідомляти	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	садити	to plant	grupo	alternativoj	prononco
level	politiko	політика, політика	a policy, politics	grupo	alternativoj	prononco
level	kunporti	взяти з собою	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	дружити (з ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	фізична сила	physical strength	grupo	alternativoj	prononco
level	klarigo	пояснення	an explanation	grupo	alternativoj	prononco
level	dividi	ділити, ділити	to divide, to share	grupo	alternativoj	prononco
level	armi	озброювати	to arm	grupo	alternativoj	prononco
level	karulino	коханий	a darling	grupo	alternativoj	prononco
level	intervidiĝi	побачитися	to see each other	grupo	alternativoj	prononco
level	instruistino	вчителька	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	ключ	a key	grupo	alternativoj	prononco
level	ideoriĉa	образний	imaginative	grupo	alternativoj	prononco
level	falsi	фальсифікувати, підробити, підробити, підробити	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	взуття	shoes	grupo	alternativoj	prononco
level	homformo	форма особи	a form of a person	grupo	alternativoj	prononco
level	scipovi	знати як	to know how	grupo	alternativoj	prononco
level	haltigi	викликати зупинку	to cause stop	grupo	alternativoj	prononco
level	spezi	здійснювати операції з грошима	to transact money	grupo	alternativoj	prononco
level	grandula	гіганта	giant's	grupo	alternativoj	prononco
level	grafino	графиня	a countess	grupo	alternativoj	prononco
level	supra	верхній	upper	grupo	alternativoj	prononco
level	gondolisto	гондоліст	a gondolist	grupo	alternativoj	prononco
level	paŭzi	зробити паузу, зробити перерву, відпочити	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	брати і сестри	siblings	grupo	alternativoj	prononco
