C.bn content.tsv
Level	Esperanto	bn	en-us	Grupo	Alternativoj	Pronoco
level	registro	নিবন্ধন, রেকর্ড	registration, record	grupo	alternativoj	prononco
level	monujo	একটি মানিব্যাগ	a wallet	grupo	alternativoj	prononco
level	enlandano	একটি ইন-ল্যান্ডার	an in-lander	grupo	alternativoj	prononco
level	konto	একটি হিসাব	an account	grupo	alternativoj	prononco
level	origino	মূল	origin	grupo	alternativoj	prononco
level	samideano	একই ধারণার একজন ব্যক্তি, একজন কমরেড, একজন সহ-চিন্তক	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	সুবিধাজনক, সুবিধাজনক, সুবিধাজনক	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	খনিজ	mineral	grupo	alternativoj	prononco
level	lui	ভাড়া	to rent	grupo	alternativoj	prononco
level	policano	একজন পুলিশ, একজন পুলিশ অফিসার (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	একটি খড়	a straw	grupo	alternativoj	prononco
level	lukso	বিলাসিতা	luxury	grupo	alternativoj	prononco
level	mesaĝo	একটি বার্তা	a message	grupo	alternativoj	prononco
level	embaraso	বিব্রত, বিভ্রান্তি	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	নিজে নিজে শিখতে	to learn by oneself	grupo	alternativoj	prononco
level	diveni	অনুমান করা	to guess	grupo	alternativoj	prononco
level	razilo	একটি রেজার	a razor	grupo	alternativoj	prononco
level	ŝirmi	আশ্রয়, ঢাল, পর্দা, ছায়া	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	স্বপ্নে	to dream	grupo	alternativoj	prononco
level	injekti	ইনজেকশন দিতে	to inject	grupo	alternativoj	prononco
level	malsaneta	দুর্বল, নরম অসুস্থ	weak, soft-illed	grupo	alternativoj	prononco
level	peki	পাপ	to sin	grupo	alternativoj	prononco
level	fandi	দ্রবীভূত করতে	to melt	grupo	alternativoj	prononco
level	malĝusta	ত্রুটিপূর্ণ	incorrect	grupo	alternativoj	prononco
level	faldo	একটি ভাঁজ	a fold	grupo	alternativoj	prononco
level	skulpti	ভাস্কর্য, খোদাই করা	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	একটি শিলা	a rock	grupo	alternativoj	prononco
level	malfrue	পরে এবং বিলম্বিত	later and delayed	grupo	alternativoj	prononco
level	statuo	একটি মূর্তি	a statue	grupo	alternativoj	prononco
level	sekundo	দ্বিতীয়, একটি সেকেন্ড	second, a second	grupo	alternativoj	prononco
level	laŭdi	প্রশংসা করা, উচ্চস্বরে, প্রশংসা করা	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	বিলাসী	luxurious	grupo	alternativoj	prononco
level	deklivo	a slop, acclivity, a hillside	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	একটি সজ্জা	a decoration	grupo	alternativoj	prononco
level	majstra	একটি মাস্টারের, একটি উস্তাদ	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	একটি ছাঁটাই, একটি বরই	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	বিচক্ষণ, জ্ঞানী, বিচক্ষণ, যুক্তিসঙ্গত	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	to mutur, to mutter	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	বিচলিত করা, উল্টে দেওয়া, উৎখাত করা, উল্টে দেওয়া	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	স্বাধীনতা	liberty	grupo	alternativoj	prononco
level	fortika	সুরক্ষিত, টেকসই, দৃঢ়, বলিষ্ঠ	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	প্রেক্ষণ মূল্য	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	সাহসের সাথে	courageously	grupo	alternativoj	prononco
level	kora	হৃদয়ের	of heart	grupo	alternativoj	prononco
level	vidindaĵo	একটি দর্শনীয় স্থান, একটি দর্শনীয় স্থান	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	স্কেল, একটি স্কেল	scale, a scale	grupo	alternativoj	prononco
level	amindumi	প্রলুব্ধ করা, আদালতে	to woo, to court	grupo	alternativoj	prononco
level	dankinda	কৃতজ্ঞ, প্রশংসনীয়	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	ছড়িয়ে পড়া, বিছিয়ে দেওয়া	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	নির্ভরযোগ্য, বিশ্বস্ত	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	to wade, to paddle	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	কংগ্রেসের জায়গা	the congress place	grupo	alternativoj	prononco
level	veŝto	একটি ভেস্ট, একটি কোমর কোট	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	একটি নাম কার্ড, একটি ব্যবসায়িক কার্ড	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	একটি ছবি পোস্টকার্ড	a picture postcard	grupo	alternativoj	prononco
level	makulo	a macule, a spot, a stain, a blot	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	শোচনীয়, কৃপণ, করুণ, দরিদ্র	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	একটি পোস্টকার্ড	a postcard	grupo	alternativoj	prononco
level	halo	একটি হল	a hall	grupo	alternativoj	prononco
level	urĝi	তাড়াহুড়া করা, তাড়াতাড়ি করা	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	to accomplish, to complete	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	একটি ক্রেডিট কার্ড	a credit card	grupo	alternativoj	prononco
level	iomete	কয়েক একটু	a little, a few	grupo	alternativoj	prononco
level	kaĝo	একটি খাঁচা	a cage	grupo	alternativoj	prononco
level	haki	কাটা, হ্যাক, কাটা	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	একটি মরুভূমি, মরুভূমি	a desert, wilderness	grupo	alternativoj	prononco
level	humila	নম্র	humble	grupo	alternativoj	prononco
level	pipo	একটি নল	a pipe	grupo	alternativoj	prononco
level	gumo	আঠা, একটি ইরেজার, একটি রাবার	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	আসলে	in fact	grupo	alternativoj	prononco
level	persiko	একটি পীচ, অমৃত	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	একটি আগ্নেয়গিরি	a volcano	grupo	alternativoj	prononco
level	estro	একটি বস, একটি প্রধান	a boss, a chief	grupo	alternativoj	prononco
level	delegi	প্রতিনিধি	to delegate	grupo	alternativoj	prononco
level	blinda	অন্ধ	blind	grupo	alternativoj	prononco
level	fianĉo	একটি বাগদত্তা, একটি বাগদত্তা	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	একটি বৈদ্যুতিক মোটর	an electric motor	grupo	alternativoj	prononco
level	kroĉi	আঁকড়ে ধরা, সংযুক্ত করা	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	ড্রাইভিং শুরু করতে	to start off driving	grupo	alternativoj	prononco
level	ĉiel	প্রত্যেক পদে	in every way	grupo	alternativoj	prononco
level	klera	শিক্ষিত, সংস্কৃতিমনা	educated, cultured	grupo	alternativoj	prononco
level	dolaro	এক ডলার	a dollar	grupo	alternativoj	prononco
level	fajfi	বাশি বাজানো	to whistle	grupo	alternativoj	prononco
level	duone	অর্ধেক	in half	grupo	alternativoj	prononco
level	glata	মসৃণ, চটকদার	smooth, slick	grupo	alternativoj	prononco
level	vomi	বমন	to vomit	grupo	alternativoj	prononco
level	difekti	ক্ষতি করা, ক্ষতি করা, নষ্ট করা, আঘাত করা	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	হাহাকার করা, হাহাকার করা	to groan, to moan	grupo	alternativoj	prononco
level	devo	একটি দায়িত্ব	a duty	grupo	alternativoj	prononco
level	heziti	দ্বিধা	to hesitate	grupo	alternativoj	prononco
level	dekstre	ডান দিকে	at right	grupo	alternativoj	prononco
level	velo	একটি পাল	a sail	grupo	alternativoj	prononco
level	muta	নীরব, নিঃশব্দ, বোবা	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	যেমন A যেমন B	such A as B	grupo	alternativoj	prononco
level	ĉifono	a rag, a tatter, a scrap	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	ধন্যবাদ, প্রশংসা	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	এবং তাই, et cetra, ইত্যাদি	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	একটি শিখা	a flame	grupo	alternativoj	prononco
level	ajlo	একটি রসুন	a garlic	grupo	alternativoj	prononco
level	pala	ফ্যাকাশে	pale	grupo	alternativoj	prononco
level	danco	অস্ত্রোপচার	a dance	grupo	alternativoj	prononco
level	kamarado	একজন কমরেড, একজন সঙ্গী, একজন বন্ধু, একজন বন্ধু	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	ইত্যাদি	etc	grupo	alternativoj	prononco
level	kokoso	একটি কোকো বাদাম	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	একটি বাড়িওয়ালা, একটি মিস্ট্রিস, একটি (মহিলা) মালিক	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	একটি বেরি	a berry	grupo	alternativoj	prononco
level	humoro	একটি হাস্যরস	a humour	grupo	alternativoj	prononco
level	bonveno	একটি স্বাগত	a welcome	grupo	alternativoj	prononco
level	alilandano	একজন বিদেশী (= একস্টারল্যান্ডানো)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	একটি অনুরণিত শব্দ	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	সাম্প্রতিক কালে	recently, lately	grupo	alternativoj	prononco
level	bele	সুন্দরভাবে	beautifully	grupo	alternativoj	prononco
level	karaktero	একটি চরিত্র, একটি প্রকৃতি, একটি ব্যক্তিত্ব	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	সাধারণ প্রথা, অভ্যাসগত আচরণ, আরও অনেক কিছু	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	স্বাধীনতা, একটি স্বাধীনতা	liberty, a freedom	grupo	alternativoj	prononco
level	lama	lame, feeble, hobbling	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	একটি রংধনু	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	বিদায় জানাতে, বিদায় জানাতে	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	পাঠাগার	a library	grupo	alternativoj	prononco
level	antikva	প্রাচীন, প্রাচীন	antique, ancient	grupo	alternativoj	prononco
level	societo	একটি ছোট সমাজ	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	গতকালের আগে, গতকালের আগের দিন	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	একটি fir	a fir	grupo	alternativoj	prononco
level	kuniklo	একটি খরগোশ, একটি শঙ্কু	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	এক বিলিয়ন, এক ট্রিলিয়ন	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	মেঝে, গল্প (একটি ভবনের)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	একটি উপদেশ, একটি পরামর্শ	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	একটি বক্তৃতা	a lecture	grupo	alternativoj	prononco
level	aventuro	একটি অ্যাডভেঞ্চার	an adventure	grupo	alternativoj	prononco
level	enua	উদাস বিরক্তিকর	boring, bored	grupo	alternativoj	prononco
level	grimpi	আরোহন করা	to climb	grupo	alternativoj	prononco
level	cerbumi	cerebrate, to rack one's brains, to puzzle over	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	আন্তরিক	amiable	grupo	alternativoj	prononco
level	vero	একটি সত্য	a truth	grupo	alternativoj	prononco
level	mordi	কামড় দিতে	to bite	grupo	alternativoj	prononco
level	tondri	বজ্রপাত	to thunder	grupo	alternativoj	prononco
level	kurbo	একটি বক্ররেখা	a curve	grupo	alternativoj	prononco
level	nuda	নগ্ন, নগ্ন, নগ্ন	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	a marmelade, a jam	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	একটি সবুজ তারা	a green star	grupo	alternativoj	prononco
level	alveno	একটি আগমন	an arrival	grupo	alternativoj	prononco
level	piedpilko	একটি ফুটবল, একটি ফুটবল (=ফুটবালো)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	অশোধিত, প্রাকৃতিক, কাঁচা	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	ঘুমাতে যাও	to go to bed	grupo	alternativoj	prononco
level	toleri	সহ্য করা, সহ্য করা, সহ্য করা	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	graceful	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	এখনো আরেকটি	yet another one	grupo	alternativoj	prononco
level	kiso	একটি চুমু	a kiss	grupo	alternativoj	prononco
level	agrable	pleasantly, সম্মতভাবে, সুন্দরভাবে	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	একটি বেল্ট, একটি অঞ্চল	a belt, a zone	grupo	alternativoj	prononco
level	tubo	একটি নল	a tube	grupo	alternativoj	prononco
level	teamo	একটি দল	a team	grupo	alternativoj	prononco
level	acida	অ্যাসিড, অম্লীয়, টক, অ্যাসারবিক	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	একটি হেলিকপ্টার	a helicopter	grupo	alternativoj	prononco
level	enui	বিরক্ত হতে	to be bored	grupo	alternativoj	prononco
level	sincera	আন্তরিক	sincere	grupo	alternativoj	prononco
level	unuiĝi	একত্রিত হওয়া, যোগদান করা, একত্রিত হওয়া, ঐক্যবদ্ধ হওয়া	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	একবারে একটি	one at a time	grupo	alternativoj	prononco
level	burĝo	বুর্জোয়া, মধ্যবিত্ত নাগরিক	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	পারিপার্শ্বিক, পাড়া	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	একটি আঠা	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	জাতিসংঘ	United Nations	grupo	alternativoj	prononco
level	bulo	ball, a lump, a clod, a chunk	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	একটি বুট	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	একটি ঘের, একটি বাধা	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	তাই বলা হয়	so called	grupo	alternativoj	prononco
level	diligenta	deligent, পরিশ্রমী	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	জনাব.	Mr.	grupo	alternativoj	prononco
level	ties	যে, যে ব্যক্তির, যে এক	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	একজন সচিব	a secretary	grupo	alternativoj	prononco
level	absorbi	শোষণ করা	to absorb	grupo	alternativoj	prononco
level	ruza	ধূর্ত, ধূর্ত	cunning, sly	grupo	alternativoj	prononco
level	blindulo	একজন অন্ধ মানুষ	a blind man	grupo	alternativoj	prononco
level	floso	একটি ভেলা, একটি (লগ) বুম	a raft, a (log) boom	grupo	alternativoj	prononco
level	komenti	মন্তব্য করতে	to comment	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	বিশ্বব্যাপী নৈরাজ্যবাদী সমিতি	Anarchists Association Worldwide	grupo	alternativoj	prononco
level	diamanto	একটি হীরা	a diamond	grupo	alternativoj	prononco
level	ĉies	প্রত্যেকের	everyone's	grupo	alternativoj	prononco
level	drako	একটি ড্রাগন	a dragon	grupo	alternativoj	prononco
level	mielo	মধু	honey	grupo	alternativoj	prononco
level	kotizo	একটি অবদান, সাবস্ক্রিপশন ফি, একটি শেয়ার	a contribution, subscription fee, a share	grupo	alternativoj	prononco
level	rpk. (respondkupono)	প্রতিক্রিয়া কুপন	response coupone	grupo	alternativoj	prononco
level	petoli	to frolic, to jock around, to romp	to frolic, to joke around, to romp	grupo	alternativoj	prononco
level	froti	ঘ্ষা	to rub	grupo	alternativoj	prononco
level	teksi	বুনা	to weave	grupo	alternativoj	prononco
level	modo	ফ্যাশন, মোড	fashion, mode	grupo	alternativoj	prononco
level	red. (redaktoro, redakcio)	সম্পাদক	editor	grupo	alternativoj	prononco
level	rafano	একটি মূলা, একটি কালো মূলা	a radish, a black radish	grupo	alternativoj	prononco
level	verso	একটি পদ, পদ্যের একটি লাইন	a verse, a line of verse	grupo	alternativoj	prononco
level	iafoje	কখনও কখনও	sometimes	grupo	alternativoj	prononco
level	krevi	to burst, to pop	to burst, to pop	grupo	alternativoj	prononco
level	forĝi	কামারশালা	to forge	grupo	alternativoj	prononco
level	aŭtomato	একটি অটোমেটন, একটি রোবট	an automaton, a robot	grupo	alternativoj	prononco
level	semajnfino	একটি ছুটির দিন	a weekend	grupo	alternativoj	prononco
level	ptm. (posttagmeze)	pm বিকেল	pm. afternoon	grupo	alternativoj	prononco
level	fasko	একটি বান্ডিল, একটি শেফ, একটি গুচ্ছ, একটি ক্লাস্টার	a bundle, a sheaf, a bunch, a cluster	grupo	alternativoj	prononco
level	instinkto	প্রবৃত্তি, একটি সহজাত প্রবৃত্তি	instinct, an instinct	grupo	alternativoj	prononco
level	proks. (proksimume)	আন্দাজ	approximately	grupo	alternativoj	prononco
level	briko	একটি ইট, একটি ব্লক	a brick, a block	grupo	alternativoj	prononco
level	nesto	a nest, a den	a nest, a den	grupo	alternativoj	prononco
level	p.k. (poŝtkarto)	পিসি (পোস্টকার্ড)	p.c. (postcard)	grupo	alternativoj	prononco
level	ledo	চামড়া, একটি চামড়া	leather, a leather	grupo	alternativoj	prononco
level	mamulo (mambesto)	একটি স্তন্যপায়ী	a mammal	grupo	alternativoj	prononco
level	formiko	একটি পিপীলিকা	an ant	grupo	alternativoj	prononco
level	vizo	একটি ভিসা	a visa	grupo	alternativoj	prononco
level	masko	একটি মুখোশ	a mask	grupo	alternativoj	prononco
level	pugno	একটি মুষ্টি	a fist	grupo	alternativoj	prononco
level	p. (paĝo)	পৃষ্ঠা	page	grupo	alternativoj	prononco
level	aglo	একটি ঈগল	an eagle	grupo	alternativoj	prononco
level	vegetara	vegetarian, of vegetarian	vegetarian, of vegetarian	grupo	alternativoj	prononco
level	leporo	একটি খরগোশ	an hare	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	স্থানীয় কংগ্রেস কমিটি	Local Congress Committee	grupo	alternativoj	prononco
level	sindona	devoted, generous	devoted, generous	grupo	alternativoj	prononco
level	vazo	a vases, a vessel	a vase, a vessel	grupo	alternativoj	prononco
level	martelo	একটি হাতুরী	a hammer	grupo	alternativoj	prononco
level	eldoni	প্রকাশ করা, প্রকাশ করা	to publish, to issue	grupo	alternativoj	prononco
level	puto	একটি কূপ, একটি জলের কূপ	a well, a water well	grupo	alternativoj	prononco
level	stalo	a shed, a stall, a stable, a sty	a shed, a stall, a stable, a sty	grupo	alternativoj	prononco
level	kp. (komparu)	cf (তুলনা করা)	cf. (compare to)	grupo	alternativoj	prononco
level	plado	একটি থালা, একটি কোর্স, একটি ট্রে, একটি প্লেট	a dish, a course, a tray, a plate	grupo	alternativoj	prononco
level	solido	একটি কঠিন, একটি অনমনীয় শরীর	a solid, a rigid body	grupo	alternativoj	prononco
level	tenti	প্রলুব্ধ করা, প্রলুব্ধ করা	to tempt, to entice	grupo	alternativoj	prononco
level	KKK (Konstanta Komitato de la Kongresoj)	CCC (কংগ্রেসের ধ্রুবক কমিটি)	CCC (Constant Committee of the Congresses)	grupo	alternativoj	prononco
level	faruno	ময়দা, খাবার	flour, meal	grupo	alternativoj	prononco
level	televidi	টিভি দেখতে	to watch TV	grupo	alternativoj	prononco
level	pinĉilo	a pincer, a claw	a pincer, a claw	grupo	alternativoj	prononco
level	ciklo	একটি চক্র	a cycle	grupo	alternativoj	prononco
level	plaĝo	একটি সৈকত, একটি উপকূল (= স্ট্র্যান্ডো)	a beach, a shore (=strando)	grupo	alternativoj	prononco
level	k-do (kamarado)	কমরেড	Commrade	grupo	alternativoj	prononco
level	streko	একটি স্ট্রোক, একটি লাইন সেগমেন্ট, একটি স্ট্রিক	a stroke, a line segment, a streak	grupo	alternativoj	prononco
level	sinteno	একটি মনোভাব	an attitude	grupo	alternativoj	prononco
level	ĉerpi	to draw (জল), to extract, to ladle, to scoop	to draw (water), to extract, to ladle, to scoop	grupo	alternativoj	prononco
level	k.a. (kaj aliaj)	এবং অন্যান্য (=kc (kaj ceteraj))	and others (=k.c. (kaj ceteraj))	grupo	alternativoj	prononco
level	singarda	সতর্ক, সতর্ক	cautious, careful	grupo	alternativoj	prononco
level	alumeto	একটি ম্যাচ, একটি ম্যাচস্টিক	a match, a matchstick	grupo	alternativoj	prononco
level	najlo	একটি নখ	a nail	grupo	alternativoj	prononco
level	ŝveli	স্ফীত করা	to swell	grupo	alternativoj	prononco
level	il. (ilustrita)	আমি আমি এল. (সচিত্র)	il. (illustrated)	grupo	alternativoj	prononco
level	tabako	তামাক	tobacco	grupo	alternativoj	prononco
level	kien	কোথায়, কোন জায়গায়, কোথায় ~ থেকে	toward where, to what place, where ~ to	grupo	alternativoj	prononco
level	konfuzi	বিভ্রান্ত করা	to confuse	grupo	alternativoj	prononco
level	F-ino. (Fraŭlino)	হারানো.	Miss.	grupo	alternativoj	prononco
level	fojno	খড়, একটি খড়	hay, a hay	grupo	alternativoj	prononco
level	tien	সেদিকে, সেই পথে	toward there, that way	grupo	alternativoj	prononco
level	blonda	স্বর্ণকেশী	blonde	grupo	alternativoj	prononco
level	ekz. (Ekzemple)	প্রাক্তন (উদাহরণ স্বরূপ)	ex. (For example)	grupo	alternativoj	prononco
level	brasiko	বাঁধাকপি, ব্রাসিকা	cabbage, brassika	grupo	alternativoj	prononco
level	ĉi-jare	এই বছরে	in this year	grupo	alternativoj	prononco
level	maniko	একটি হাতা	a sleeve	grupo	alternativoj	prononco
level	abomeno	ঘৃণা, ঘৃণা, ঘৃণা	abomination, abhorrence, loathing	grupo	alternativoj	prononco
level	kaldrono	a cauldron, a hollow, a boiler	a cauldron, a hollow, a boiler	grupo	alternativoj	prononco
level	cigno	একটি রাজহাঁস	a swan	grupo	alternativoj	prononco
level	D-ro (Doktoro)	ডাঃ (ডাক্তার)	Dr. (Doctor)	grupo	alternativoj	prononco
level	violo	ভায়োলেট	violet	grupo	alternativoj	prononco
level	ĉi-semajne	এই সপ্তাহে	in this week	grupo	alternativoj	prononco
level	ĉ. (ĉirkaŭ)	কাছাকাছি	around	grupo	alternativoj	prononco
level	skio	একটি স্কি	a ski	grupo	alternativoj	prononco
level	frandi	স্বাদ নেওয়া, উপভোগ করা, স্বাদ নেওয়া	to relish, to enjoy, to savor	grupo	alternativoj	prononco
level	ĉi tie (tie ĉi)	এখানে	here	grupo	alternativoj	prononco
level	anst. (anstataŭ)	পরিবর্তে	instead of	grupo	alternativoj	prononco
level	subtitolo	একটি সাবটাইটেল, একটি শিরোনাম	a subtitle, a headline	grupo	alternativoj	prononco
level	agordo	accord, set-up, consonance	accord, set-up, consonance	grupo	alternativoj	prononco
level	literaturo	সাহিত্য	literature	grupo	alternativoj	prononco
level	bredi	বংশবৃদ্ধি করা, বড় করা	to breed, to raise	grupo	alternativoj	prononco
level	ŝtopi	প্লাগ করা, ব্লক করা, প্লাগ আপ করা	to plug, to block, to plug up	grupo	alternativoj	prononco
level	ĉi tien (tien ĉi)	এখানে, এখানে, এখানে	to here, toward here, over here	grupo	alternativoj	prononco
level	ĵonglado	একটি জাগলিং	a juggling	grupo	alternativoj	prononco
level	tofuo	tofu	tofu	grupo	alternativoj	prononco
level	cervo	একটা হরিণ	a deer	grupo	alternativoj	prononco
level	urĝa	জরুরী	urgent	grupo	alternativoj	prononco
level	kolegio	একটি কলেজ	a college	grupo	alternativoj	prononco
level	ladmanĝaĵo	একটি টিনজাত খাবার	a canned food	grupo	alternativoj	prononco
level	perfidi	বিশ্বাসঘাতকতা করা	to betray	grupo	alternativoj	prononco
level	trafika akcidento	একটি ট্রাফিক দুর্ঘটনা	a traffic accident	grupo	alternativoj	prononco
level	baniĝi	গোসল করা, গোসল করা	to become bathing, to bathe	grupo	alternativoj	prononco
level	suĉi	চুষতে	to suck	grupo	alternativoj	prononco
level	tritiko	গম	wheat	grupo	alternativoj	prononco
level	tropika zono	একটি গ্রীষ্মমন্ডলীয় অঞ্চল (=ট্রপিকোজ)	a tropical zone (=tropikoj)	grupo	alternativoj	prononco
level	likvo	একটি তরল	a liquid	grupo	alternativoj	prononco
level	veturilo	একটি বাহন	a vehicle	grupo	alternativoj	prononco
level	fotografi	ছবি তোলা, ছবি তোলা	to take pictures, to photograph	grupo	alternativoj	prononco
level	Pacifiko	প্রশান্ত মহাসাগর	Pacific Ocean	grupo	alternativoj	prononco
level	kajerteko	একটি হ্যান্ডস্যাচেল	a handsatchel	grupo	alternativoj	prononco
level	oficiala	সরকারী (adj)	official (adj)	grupo	alternativoj	prononco
level	vermo	একটি পোকা	a worm	grupo	alternativoj	prononco
level	gratifiko (trinkmono)	একটি গ্রাচুইটি, একটি টিপ	a gratuity, a tip	grupo	alternativoj	prononco
level	deĵori	দায়িত্বে থাকা	to be on duty	grupo	alternativoj	prononco
level	hirundo	একটি গিলে ফেলা	a swallow	grupo	alternativoj	prononco
level	akademio	এসি. (অ্যাকাডেমিয়া) (=আক।)	Ac. (Academia) (=Ak.)	grupo	alternativoj	prononco
level	atm. (antaŭtagmeze)	am	am.	grupo	alternativoj	prononco
level	akcepto	গ্রহণ, একটি গ্রহণযোগ্যতা	acceptance, an acceptance	grupo	alternativoj	prononco
level	D. (Delegito)	D. (প্রতিনিধি)	D. (Delegate)	grupo	alternativoj	prononco
level	ĝangalo	একটি জঙ্গল	a jungle	grupo	alternativoj	prononco
level	profesoro	একজন অধ্যাপক	a professor	grupo	alternativoj	prononco
level	eld. (eldonisto)	একজন প্রকাশক	a publisher	grupo	alternativoj	prononco
level	informejo	একটি তথ্য কেন্দ্র, একটি তদন্ত অফিস	an information center, an inquiry-office	grupo	alternativoj	prononco
level	ĵurnalisto	একজন সাংবাদিক	a journalist	grupo	alternativoj	prononco
level	ĉokolado	একটি চকলেট	a chocolate	grupo	alternativoj	prononco
level	ŝaltilo	একটি সুইচ	a switch	grupo	alternativoj	prononco
level	FD (Faka Delegito)	বিশেষজ্ঞ প্রতিনিধি	Specialists Delegate	grupo	alternativoj	prononco
level	aleo	একটি গলি, একটি গাছের সারিবদ্ধ রাস্তা, একটি পথ (বাগান)	an alley, a tree lined street, a path (garden)	grupo	alternativoj	prononco
level	junulara gastejo	একটি যুব ছাত্রাবাস	a youth hostel	grupo	alternativoj	prononco
level	masoni	নির্মাণ করা, রাজমিস্ত্রি করা	to build, to mason	grupo	alternativoj	prononco
level	drinkejo	একটি পাব, একটি বার	a pub, a bar	grupo	alternativoj	prononco
level	i.a. (inter aliaj)	ia (অন্যদের মধ্যে)	i.a. (among others)	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	আইসিইউ (আন্তর্জাতিক কংগ্রেস বিশ্ববিদ্যালয়)	ICU (International Congress University)	grupo	alternativoj	prononco
level	specimeno	একটি নমুনা, একটি নমুনা	a specimen, a sample	grupo	alternativoj	prononco
level	seruro	একটি তালা	a lock	grupo	alternativoj	prononco
