C.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	sorto	πεπρωμένο, μοίρα, τύχη	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(επίθημα) υποχρέωση	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	μακριές κάλτσες	long stockings	grupo	alternativoj	prononco
level	barbo	γενειάδα	beard	grupo	alternativoj	prononco
level	-ing-	(επίθημα) μακρύς θήκη, πρίζα	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	νόστιμο, με γεύση	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	να φροντίζει, να θηλάζει	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(κατάληξη) όνομα θηλυκού κατοικίδιου	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(επίθημα) όνομα αρσενικού κατοικίδιου	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	οργώνω, οργώνω, οργώνω	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	ένα ερωτικό γράμμα	a loveletter	grupo	alternativoj	prononco
level	glaso da	ένα ποτήρι με	a glass of	grupo	alternativoj	prononco
level	valo	μία κοιλάδα	a valley	grupo	alternativoj	prononco
level	taso da	ένα φλυτζάνι με	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	ένα βάρος, ένα φορτίο, μια επιβάρυνση	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	ένα μπουφέ	a buffet	grupo	alternativoj	prononco
level	avino	μια γιαγιά	a grandmother	grupo	alternativoj	prononco
level	guto	μια σταγόνα, μια στάλα	a drop, a drip	grupo	alternativoj	prononco
level	estingi	να σβήσει, να σβήσει	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	ευτυχώς	happily	grupo	alternativoj	prononco
level	gorĝo	ένα λαιμό	a throat	grupo	alternativoj	prononco
level	serpento	ένα φίδι	a snake	grupo	alternativoj	prononco
level	klare	σαφώς	clearly	grupo	alternativoj	prononco
level	alveni	να φτάσει, να πάρει	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	να προσθέσω	to add	grupo	alternativoj	prononco
level	vesti (sin)	να ντυθεί (τον εαυτό του), να φορέσει	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	μια ουρά	a tail	grupo	alternativoj	prononco
level	alporti	να φέρει, να φέρει	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	ένα λόμπι (βάζοντας το φόρεμα), είσοδος, προθάλαμος	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	ένα κέρατο, χούτερ, κλάξον	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	άπληστος, άπληστος	greedy, avarious	grupo	alternativoj	prononco
level	ebla	δυνατός, ικανός	possible, able	grupo	alternativoj	prononco
level	eble	ίσως, ενδεχομένως, ίσως	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	σκουπίζω	to sweep	grupo	alternativoj	prononco
level	kompreneble	φυσικά (κατανοητό)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	να κάνει πατινάζ, να τρέξει με ολίσθημα	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	να κάνω πατινάζ (πατινάζ στον πάγο)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	ιδρώτας, ιδρώτας, εφίδρωση	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	κανενός, κανενός	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	να μοιάζω, να μοιάζω	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	ένα τζάκι, μια εστία	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	φορητός	portable	grupo	alternativoj	prononco
level	memkomprenebla	προφανές φυσικά	evident, of course	grupo	alternativoj	prononco
level	prezidanto	ένας πρόεδρος, ένας πρόεδρος	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	αρκετά	several	grupo	alternativoj	prononco
level	kongresnumero	έναν αριθμό εγγραφής σε ένα συνέδριο	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	το Παγκόσμιο Συνέδριο (της Εσπεράντο)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	κουφός	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	η Παγκόσμια Εσπεράντο-Ένωση	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	να τακτοποιήσω, να τακτοποιήσω τα πράγματα	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	μια φτιαγμένη, ανύπαντρη γυναίκα, δεσποινίς.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	ένα δαχτυλίδι	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	ένα επιβατηγό πλοίο	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	ένα βιβλίο συνεδρίου	a congress book	grupo	alternativoj	prononco
level	beko	ένα ράμφος, ένας λογαριασμός	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	ένα βιβλιοπωλείο (σε συνέδριο)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	ένα ράφι	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	ένα μαξιλάρι	a pillow	grupo	alternativoj	prononco
level	cindro	στάχτη, στάχτη	ash, cinder	grupo	alternativoj	prononco
level	artikolo	ένα άρθρο (περιοδικό, εφημερίδα)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	να αριθμήσω, να μετρήσω	to number, to count	grupo	alternativoj	prononco
level	duobla	διπλό	double	grupo	alternativoj	prononco
level	duoble	δύο φορές, διπλά	twice, doubly	grupo	alternativoj	prononco
level	dekobla	του δεκαπλάσιου	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	ένα καπάκι	a cap	grupo	alternativoj	prononco
level	dekoblo	δεκαπλάσιο, δεκαπλάσιο	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	μια κασέτα	a cassette	grupo	alternativoj	prononco
level	dekoble	δέκα φορές περισσότερο (πολλά)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Ιησούς	Jesus	grupo	alternativoj	prononco
level	poluro	γυάλισμα, γυάλισμα	polish, polishment	grupo	alternativoj	prononco
level	tusi	βήχω	to cough	grupo	alternativoj	prononco
level	pinglo	καρφίτσα, βελόνα	pin, needle	grupo	alternativoj	prononco
level	buĝeto	ένας προϋπολογισμός (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	μισό	an half	grupo	alternativoj	prononco
level	subjekto	ένα θέμα	a subject	grupo	alternativoj	prononco
level	pesi	να μετρήσω βάρος, να ζυγίσω	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	κάθε μέρα, καθημερινά	every day, daily	grupo	alternativoj	prononco
level	lanterno	ένα φανάρι	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	ένα μεσημεριανό, μεσημεριανό γεύμα	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	να εισάγει	to import	grupo	alternativoj	prononco
level	duona	μισό (ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	ένα δέκατο	a tenth	grupo	alternativoj	prononco
level	skrapi	να ξύνω, να ξύνω	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	ένα τέταρτο, ένα τέταρτο	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	ένα τρίτο, ένα τρίτο	a third, one third	grupo	alternativoj	prononco
level	pezi	να ζυγίζει (να έχει βάρος μιας ποσότητας)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	ένα μαντήλι (=κατζερτούκο)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	μια πετσέτα μπάνιου	a bath towel	grupo	alternativoj	prononco
level	littuko	ένα σεντόνι	a bed sheet	grupo	alternativoj	prononco
level	terure	τρομερά, απαίσια	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	μια τετράδα, μια τετράδα	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	μια τουαλέτα (ενδυμασία)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	συγχώρεση, συγχώρεση, άφεση	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	μια μπανιέρα, ένα μπάνιο, μια δεξαμενή	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	να επισκέπτομαι τακτικά, να συχνάζω	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	να εξερευνήσω, να ερευνήσω	to explore, to investigate	grupo	alternativoj	prononco
level	regali	να βασιλεύω, να περιποιούμαι, να διασκεδάζω	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	να συζητήσω	to discuss	grupo	alternativoj	prononco
level	propagandi	να κάνει προπαγάνδα, να διαφημίζει	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	μια βελόνα ραπτικής	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	να φτυάρι	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	ένα χειροκρότημα, επευφημία	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	πεινασμένος	hungry	grupo	alternativoj	prononco
level	esprimi	να εκφράσουν	to express	grupo	alternativoj	prononco
level	subtaso	ένα πιατάκι	a saucer	grupo	alternativoj	prononco
level	traduko	μια μετάφραση	a translation	grupo	alternativoj	prononco
level	kopiilo	ένα αντιγραφικό μηχάνημα, ένα φωτοαντιγραφικό μηχάνημα	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	μια παροχή, ένα απόθεμα, μια προμήθεια	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	να μεταφράσω	to translate	grupo	alternativoj	prononco
level	terglobo	η γήινη σφαίρα	the earth globe	grupo	alternativoj	prononco
level	breto	ένα ράφι	a shelf	grupo	alternativoj	prononco
level	sekreti	να κρατήσει μυστικά	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	οικονομία, οικονομία	economy, an economy	grupo	alternativoj	prononco
level	evolui	να εξελιχθεί	to evolve	grupo	alternativoj	prononco
level	ĉambristo	μια οικονόμος	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	την Κυριακή	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	να δανείσουν	to lend	grupo	alternativoj	prononco
level	veturado	πηγαίνοντας μια βόλτα	going on a ride	grupo	alternativoj	prononco
level	ĥoro	μια χορωδία, μια χορωδία	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	να δανειστεί και να πάρει	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	ρούχα	clothes	grupo	alternativoj	prononco
level	rapide	γρήγορα, γρήγορα, γρήγορα	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	ένα κέντρο μιας πόλης	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 χρονών	30 years old	grupo	alternativoj	prononco
level	tiuokaze	σε αυτή την περίπτωση	in that case	grupo	alternativoj	prononco
level	sekigi	να στεγνώσει	to dry	grupo	alternativoj	prononco
level	varmigi	να ζεσταθεί, να ζεσταθεί, να ζεσταθεί	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	στον τόπο	at the place	grupo	alternativoj	prononco
level	supren	προς τα άνω	upward	grupo	alternativoj	prononco
level	subakvigi	να βουλιάξει, να βυθίσει	to sink, to make sink	grupo	alternativoj	prononco
level	foto	φωτογραφία, φωτογραφία	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	μια ερημιά	a wilderness	grupo	alternativoj	prononco
level	skribotablo	ένα τραπέζι γραφής	a writing table	grupo	alternativoj	prononco
level	varmiĝi	να γίνει ζεστό	to become warm	grupo	alternativoj	prononco
level	klarigi	να εξηγήσω, να διευκρινίσω	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	ένας ατρόμητος άνθρωπος	a fearless man	grupo	alternativoj	prononco
level	krepusko	ένα λυκόφως, ένα σούρουπο	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	φοράει, κουράζει, προκαλεί κόπωση	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	άχρωμος	colorless	grupo	alternativoj	prononco
level	senbrue	χωρίς θόρυβο	without noise	grupo	alternativoj	prononco
level	lernigi	να κάνει μάθηση, να διδάξει	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	να χρωστάς	to owe	grupo	alternativoj	prononco
level	sekreta	μυστικό	secret	grupo	alternativoj	prononco
level	finigi	να τελειώσει, να τελειώσει	to make an end, to finish	grupo	alternativoj	prononco
level	salto	ένα άλμα	a jump	grupo	alternativoj	prononco
level	finiĝi	να γίνει τελειωμένος, να τελειώσει, να φτάσει στο τέλος	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	να κρυώσει	to become cold	grupo	alternativoj	prononco
level	rideto	ένα χαμόγελο	a smile	grupo	alternativoj	prononco
level	sidiĝi	να κάτσει κάτω	to sit down	grupo	alternativoj	prononco
level	repaciĝo	να γίνει ξανά ειρηνική	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	να δώσει πίσω	to give back	grupo	alternativoj	prononco
level	stariĝi	να σηκωθεί, να σηκωθεί, να σηκωθεί	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	πολύ γρήγορα	very quickly	grupo	alternativoj	prononco
level	servo	υπηρεσία, υπηρεσία	service, a service	grupo	alternativoj	prononco
level	konsideri	να εξετάσει	to consider	grupo	alternativoj	prononco
level	promenejo	έναν περίπατο	a promenade	grupo	alternativoj	prononco
level	komenciĝi	να ξεκινήσω, να ξεκινήσω	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	για να ομορφύνω (περισσότερα)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	να κάνει να χαθεί	to make to get lost	grupo	alternativoj	prononco
level	ordigi	να κάνει παραγγελία	to make ordered	grupo	alternativoj	prononco
level	maristo	ένας ναυτικός, ένας ναυτικός, ένας ναυτικός	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	Όχι ενδιαφέρον	not interesting	grupo	alternativoj	prononco
level	naturaĵo	ένα φυσικό πράγμα	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	να γίνει ~	to become ~	grupo	alternativoj	prononco
level	multpieda	πολύποδα	many-footed	grupo	alternativoj	prononco
level	moviĝi	να μετακινηθεί (μακριά), να μετακινηθεί σε άλλο μέρος	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	να γνωριστώ (με)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	του αυριανού	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	εξετάζω	to examine	grupo	alternativoj	prononco
level	malŝati	να μισώ, δεν μου αρέσει	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	γεμίζω, συμπληρώνω	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	λυπημένος	sad	grupo	alternativoj	prononco
level	frosto	παγετός, παγωνιά, παγωνιά, παγωμένο κρύο	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	παλάμη, μια παλάμη	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	ανήσυχος	anxious	grupo	alternativoj	prononco
level	respubliko	μια δημοκρατία	a republic	grupo	alternativoj	prononco
level	malseka	βρεγμένος	wet	grupo	alternativoj	prononco
level	malsaniĝi	να αρρωστήσει	to become ill	grupo	alternativoj	prononco
level	aliĝi	να συμμετέχω	to join	grupo	alternativoj	prononco
level	malplaĉa	άβολος	uncomfortable	grupo	alternativoj	prononco
level	malofte	σπανίως	rarely	grupo	alternativoj	prononco
level	malmulto	λίγοι	few	grupo	alternativoj	prononco
level	rezignigi	να κάνει να παραιτηθεί, να υποχρεώσει να παραιτηθεί	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	μια ταινία, μια ταινία	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	σε λίγα	in few	grupo	alternativoj	prononco
level	terni	να φτερνιστεί	to sneeze	grupo	alternativoj	prononco
level	fermigi	να κάνει να κλείσει	to make to close	grupo	alternativoj	prononco
level	malkontentigi	να ενοχλήσει	to annoy	grupo	alternativoj	prononco
level	malfrui	να αργήσει	to be late	grupo	alternativoj	prononco
level	malforta	αδύναμος	weak	grupo	alternativoj	prononco
level	fermiĝi	να γίνει κλειστός, να κλείσει	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	δύσκολος	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	ποτό, αλκοολούχο ποτό	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	να ορίσει	to define	grupo	alternativoj	prononco
level	malagrabla	δυσάρεστος	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	αντικαθιστώ, βάζω στη θέση, αντικαθιστώ	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	ένας εργάτης	a worker	grupo	alternativoj	prononco
level	koncerni	να ανησυχεί	to concern	grupo	alternativoj	prononco
level	sciigi	να ενημερώσω, να ενημερώσω, να μοιραστώ, να ειδοποιήσω	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	για να φυτέψει	to plant	grupo	alternativoj	prononco
level	politiko	μια πολιτική, πολιτική	a policy, politics	grupo	alternativoj	prononco
level	kunporti	να φέρει μαζί	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	να κάνω φίλους (με ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	σωματική δύναμη	physical strength	grupo	alternativoj	prononco
level	klarigo	μια εξήγηση	an explanation	grupo	alternativoj	prononco
level	dividi	να διαιρέσει, να μοιραστεί	to divide, to share	grupo	alternativoj	prononco
level	armi	να οπλίσει	to arm	grupo	alternativoj	prononco
level	karulino	μια αγαπημένη	a darling	grupo	alternativoj	prononco
level	intervidiĝi	για να δείτε ο ένας τον άλλο	to see each other	grupo	alternativoj	prononco
level	instruistino	μια δασκάλα	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	ένα κλειδί	a key	grupo	alternativoj	prononco
level	ideoriĉa	ευφάνταστος	imaginative	grupo	alternativoj	prononco
level	falsi	να παραποιήσει, να πλαστογραφήσει, να πλαστογραφήσει, να πλαστογραφήσει	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	παπούτσια	shoes	grupo	alternativoj	prononco
level	homformo	μια μορφή ανθρώπου	a form of a person	grupo	alternativoj	prononco
level	scipovi	να ξέρεις πώς	to know how	grupo	alternativoj	prononco
level	haltigi	να προκαλέσει διακοπή	to cause stop	grupo	alternativoj	prononco
level	spezi	για συναλλαγές χρημάτων	to transact money	grupo	alternativoj	prononco
level	grandula	του γίγαντα	giant's	grupo	alternativoj	prononco
level	grafino	μια κόμισσα	a countess	grupo	alternativoj	prononco
level	supra	ανώτερος	upper	grupo	alternativoj	prononco
level	gondolisto	ένας γονδολίτης	a gondolist	grupo	alternativoj	prononco
level	paŭzi	να παύση, να σπάσει, να ξεκουραστεί	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	αδέρφια	siblings	grupo	alternativoj	prononco
level	sandviĉo	ένα σάντουιτς	a sandwich	grupo	alternativoj	prononco
level	knedi	ανακατεύω, ζυμώνω, δουλεύω	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	να μιλάει λάθος	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	να ασκηθεί, να προπονηθεί, να τρυπήσει, να εξασκηθεί	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	στο τέλος	at the end	grupo	alternativoj	prononco
level	verŝajne	μάλλον, προφανώς	probably, apparently	grupo	alternativoj	prononco
level	familiano	ένα μέλος της οικογένειας	a family member	grupo	alternativoj	prononco
level	energio	μια ενέργεια	an energy	grupo	alternativoj	prononco
level	faligi	να προκαλέσει πτώση, να τρέξει	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	μια συσκευή, μηχανή, συσκευή	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	μια πληροφορία	an information	grupo	alternativoj	prononco
level	eniri	να μπω	to go in	grupo	alternativoj	prononco
level	saluton!	Γειά σου!	hello!	grupo	alternativoj	prononco
level	ekvidi	να αρχίσω να βλέπω	to start seeing	grupo	alternativoj	prononco
level	balancilo	μια κούνια, μια ισορροπία	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	κατά την έξοδο	on the way out	grupo	alternativoj	prononco
level	flugilo	ένα φτερό	a wing	grupo	alternativoj	prononco
level	ekrigardi	να αρχίσεις να ψάχνεις	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	ένα ηχείο	a speaker	grupo	alternativoj	prononco
level	ekmire	θαυμαστά	wonderously	grupo	alternativoj	prononco
level	dumtage	την ημέρα	at day	grupo	alternativoj	prononco
level	socio	μια κοινωνία	a society	grupo	alternativoj	prononco
level	doloriga	προκαλώντας πόνο	causing pain	grupo	alternativoj	prononco
level	laborilo	εργαλείο για δουλειά	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	να στραβώσει	to go astray	grupo	alternativoj	prononco
level	banujo	μια μπανιέρα (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	μια αφίσα, μια ανάρτηση, ένα άρθρο	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	να σηκωθεί από το κρεβάτι, να σηκωθεί	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	να σημαίνει, να σημαίνει, να υπονοεί	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	ψαλίδι	scissors	grupo	alternativoj	prononco
level	besteto	ένα μικρό ζώο	a little animal	grupo	alternativoj	prononco
level	pasio	πάθος	passion	grupo	alternativoj	prononco
level	bedaŭrinde	Δυστυχώς	unfortunately	grupo	alternativoj	prononco
level	ekdormi	αποκοιμιέμαι	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	άσχημη μυρωδιά	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	ένα μαχαίρι	a knife	grupo	alternativoj	prononco
level	rano	ένας βάτραχος	a frog	grupo	alternativoj	prononco
level	arboplena	γεμάτο δέντρα	full of trees	grupo	alternativoj	prononco
level	vespere	το απόγευμα	in the evening	grupo	alternativoj	prononco
level	temo	ένα θέμα, ένα θέμα	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	για να πάει μπροστά	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	ένα κομπιουτεράκι	a calculator	grupo	alternativoj	prononco
level	amikino	μια κοπελα	a girl friend	grupo	alternativoj	prononco
level	alilanda	ξένο	foreign	grupo	alternativoj	prononco
level	kovrilo	ένα κάλυμμα, ένα φωτάκι, μια κουβέρτα	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	ένα μενού	a menu	grupo	alternativoj	prononco
level	informilo	ένα ενημερωτικό δελτίο, μια ανακοίνωση	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Βενετία	Venice	grupo	alternativoj	prononco
level	teroro	ένας τρόμος	a terror	grupo	alternativoj	prononco
level	doĝo	ένας δόγης, ένας αντιβασιλέας	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	ποσότητα, ποσότητα	quantity, amount	grupo	alternativoj	prononco
level	batilo	ένα ρόπαλο (για να χτυπήσει)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	ποιότητα, ιδιοκτησία	quality, property	grupo	alternativoj	prononco
level	laŭte	δυνατά, δυνατά	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(επίθημα) υπό όρους παθητικός	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Χριστούγεννα	Christmas	grupo	alternativoj	prononco
level	vivo	μια ζωή	a life	grupo	alternativoj	prononco
level	freneza	τρελός, τρελός, τρελός	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	να λύσει, να διαλύσει	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	σχετικά με	relating to	grupo	alternativoj	prononco
level	fi!	σκατά!	shit!	grupo	alternativoj	prononco
level	rideti	να χαμογελάσει	to smile	grupo	alternativoj	prononco
level	temas pri	πρόκειται	it is about	grupo	alternativoj	prononco
level	alilande	στο εξωτερικο	abroad	grupo	alternativoj	prononco
level	pli-malpli	περισσότερο ή λιγότερο	more or less	grupo	alternativoj	prononco
level	kadro	ένα πλαίσιο, ένα σκηνικό, ένα στέλεχος	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	μικρός, μικροσκοπικός (=μαλγκράντα)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	δύο χιλιάδες	two thousands	grupo	alternativoj	prononco
level	ŝtormo	μια καταιγιδα	a storm	grupo	alternativoj	prononco
level	elektra	ηλεκτρικό, ηλεκτρικό	electric, electrical	grupo	alternativoj	prononco
level	ducent	διακόσιες	two hundreds	grupo	alternativoj	prononco
level	lageto	μια λιμνούλα	a pond	grupo	alternativoj	prononco
level	tridek	τριάντα	thirty	grupo	alternativoj	prononco
level	kukurbo	μια κολοκύθα, μια κολοκύθα	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	σε χλιαρό	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	δεκαεννέα	nineteen	grupo	alternativoj	prononco
level	eĥo	μια ηχώ	an echo	grupo	alternativoj	prononco
level	ekrano	μια ΟΘΟΝΗ	a screen	grupo	alternativoj	prononco
level	dek sep	δεκαεπτά	seventeen	grupo	alternativoj	prononco
level	malvarmeta	δροσερός	cool	grupo	alternativoj	prononco
level	dek kvin	δεκαπέντε	fifteen	grupo	alternativoj	prononco
level	oratoro	ένας ρήτορας, ένας εκπρόσωπος, ένας ομιλητής	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	μια τσάντα (=μανσακέτο)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	δεκατρείς	thirteen	grupo	alternativoj	prononco
level	kristalo	ένα κρύσταλλο	a crystal	grupo	alternativoj	prononco
level	cigaredo	ένα τσιγάρο	a cigarette	grupo	alternativoj	prononco
level	pronomo	μια αντωνυμία	a pronoun	grupo	alternativoj	prononco
level	frapeti	να αξιοποιήσει	to tap	grupo	alternativoj	prononco
level	nukso	ένα καρύδι	a nut	grupo	alternativoj	prononco
level	dek unu	έντεκα	eleven	grupo	alternativoj	prononco
level	mirinda	καταπληκτικό, υπέροχο	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	μια πύλη, μια κύρια πύλη, μια πύλη	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	μια συνάρτηση	a function	grupo	alternativoj	prononco
level	impliki	εμπλέκουν, εμπλέκουν, εμπλέκουν	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	μια δουλειά, μια δουλειά	a task, a job	grupo	alternativoj	prononco
level	tunelo	ένα τούνελ, ένα λαγούμι	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	προθυμία	willingness	grupo	alternativoj	prononco
level	intermanĝeto	ένα γεύμα (ενδιάμεσο, μικρό)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	Διαδίκτυο, Διαδίκτυο	internet, Internet	grupo	alternativoj	prononco
level	tikli	να γαργαλήσει	to tickle	grupo	alternativoj	prononco
level	vigle	ζωηρά, ζωηρά	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	μια μπάντα, μια κασέτα, μια ταινία	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	ηλίθιος, ανόητος	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Γειά σου	hello	grupo	alternativoj	prononco
