C.km content.tsv
Level	Esperanto	km	en-us	Grupo	Alternativoj	Pronoco
level	ŝvito	ញើស, ញើស, ញើស	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	គ្មាននរណាម្នាក់ គ្មាននរណាម្នាក់	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	មើលទៅស្រដៀង, ស្រដៀង	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	fireplace មួយ hearth មួយ។	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	ចល័ត	portable	grupo	alternativoj	prononco
level	memkomprenebla	ជាក់ស្តែង	evident, of course	grupo	alternativoj	prononco
level	prezidanto	ប្រធាន, ប្រធាន	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	ជាច្រើន	several	grupo	alternativoj	prononco
level	kongresnumero	លេខចុះឈ្មោះនៅក្នុងសមាជ	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	សមាជសកល (នៃ Esperanto)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	ថ្លង់	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	សមាគម អេស្ពែរង់តូ សកល	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	រៀបចំ, ធ្វើអ្វីៗតាមលំដាប់លំដោយ	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	ស្ត្រីមិនទាន់រៀបការ, កញ្ញា។	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	ចិញ្ចៀនមួយ។	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	កប៉ាល់ដឹកអ្នកដំណើរ	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	សៀវភៅសភា	a congress book	grupo	alternativoj	prononco
level	beko	ចំពុះមួយ វិក័យប័ត្រ	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	បណ្ណាគារ (ក្នុងសមាជ)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	ធ្នើសៀវភៅ	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	ខ្នើយមួយ។	a pillow	grupo	alternativoj	prononco
level	cindro	ផេះ, cinder	ash, cinder	grupo	alternativoj	prononco
level	artikolo	អត្ថបទ (កាសែត កាសែត)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	ដើម្បីរាប់	to number, to count	grupo	alternativoj	prononco
level	duobla	ទ្វេ	double	grupo	alternativoj	prononco
level	duoble	ពីរដង, ទ្វេដង	twice, doubly	grupo	alternativoj	prononco
level	dekobla	នៃដប់ដង	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	មួកមួយ។	a cap	grupo	alternativoj	prononco
level	dekoblo	ដប់ដង ដប់ដង	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	កាសែតមួយ។	a cassette	grupo	alternativoj	prononco
level	dekoble	ដប់ដង (ច្រើន)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	ព្រះយេស៊ូវ	Jesus	grupo	alternativoj	prononco
level	poluro	ប៉ូលា, ប៉ូលា	polish, polishment	grupo	alternativoj	prononco
level	tusi	ក្អក	to cough	grupo	alternativoj	prononco
level	pinglo	ម្ជុល, ម្ជុល	pin, needle	grupo	alternativoj	prononco
level	buĝeto	ថវិកា (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	ពាក់កណ្តាល	an half	grupo	alternativoj	prononco
level	subjekto	ប្រធានបទមួយ។	a subject	grupo	alternativoj	prononco
level	pesi	ដើម្បីវាស់ទម្ងន់, ដើម្បីថ្លឹង	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	ជារៀងរាល់ថ្ងៃ, ប្រចាំថ្ងៃ	every day, daily	grupo	alternativoj	prononco
level	lanterno	ចង្កៀងមួយ។	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	អាហារថ្ងៃត្រង់ អាហារថ្ងៃត្រង់	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	ដើម្បីនាំចូល	to import	grupo	alternativoj	prononco
level	duona	ពាក់កណ្តាល (លី)	half(ly)	grupo	alternativoj	prononco
level	dekono	មួយភាគដប់	a tenth	grupo	alternativoj	prononco
level	skrapi	ដើម្បីកោស, កោស	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	មួយភាគបួន មួយភាគបួន	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	ទីបីមួយភាគបី	a third, one third	grupo	alternativoj	prononco
level	pezi	ថ្លឹងទម្ងន់ (ដើម្បីមានទម្ងន់ធ្ងន់)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	កន្សែងដៃ (= kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	កន្សែងងូតទឹក	a bath towel	grupo	alternativoj	prononco
level	littuko	សន្លឹកគ្រែមួយ។	a bed sheet	grupo	alternativoj	prononco
level	terure	គួរឱ្យភ័យខ្លាច	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	បួនដប់បួន	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	បង្គន់ (សំលៀកបំពាក់)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	ការលើកលែងទោស ការលើកលែងទោស ការលើកលែងទោស	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	អាងទឹក អាងងូតទឹក	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	ទៅទស្សនាជាទៀងទាត់, ទៅញឹកញាប់	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	ដើម្បីរុករក, ស៊ើបអង្កេត	to explore, to investigate	grupo	alternativoj	prononco
level	regali	សងសឹក, ព្យាបាល, កំសាន្ត	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	ពិភាក្សា	to discuss	grupo	alternativoj	prononco
level	propagandi	ដើម្បីផ្សព្វផ្សាយ, ផ្សព្វផ្សាយ	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	ម្ជុលដេរ	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	ដើម្បី shovel	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	ការអបអរសាទរ, ការអបអរសាទរ	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	ឃ្លាន	hungry	grupo	alternativoj	prononco
level	esprimi	ដើម្បីបង្ហាញ	to express	grupo	alternativoj	prononco
level	subtaso	saucer មួយ។	a saucer	grupo	alternativoj	prononco
level	traduko	ការបកប្រែ	a translation	grupo	alternativoj	prononco
level	kopiilo	ម៉ាស៊ីនថតចម្លង, ម៉ាស៊ីនថតចម្លង	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	ការផ្គត់ផ្គង់, ភាគហ៊ុន, ការផ្គត់ផ្គង់	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	បកប្រែ	to translate	grupo	alternativoj	prononco
level	terglobo	ភពផែនដី	the earth globe	grupo	alternativoj	prononco
level	breto	ធ្នើមួយ។	a shelf	grupo	alternativoj	prononco
level	sekreti	ដើម្បីរក្សាអាថ៌កំបាំង	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	សេដ្ឋកិច្ច, សេដ្ឋកិច្ច	economy, an economy	grupo	alternativoj	prononco
level	evolui	ដើម្បីវិវត្ត	to evolve	grupo	alternativoj	prononco
level	ĉambristo	មេផ្ទះ	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	នៅ​ថ្ងៃអាទិត្យ	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	អោយ​ខ្ចី	to lend	grupo	alternativoj	prononco
level	veturado	កំពុងជិះ	going on a ride	grupo	alternativoj	prononco
level	ĥoro	ក្រុមចម្រៀង, បន្ទរ	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	ដើម្បីខ្ចីនិងយក	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	សំលៀកបំពាក់	clothes	grupo	alternativoj	prononco
level	rapide	យ៉ាងឆាប់រហ័ស, យ៉ាងឆាប់រហ័ស, យ៉ាងឆាប់រហ័ស	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	កណ្តាលនៃទីក្រុងមួយ។	a center of a city	grupo	alternativoj	prononco
level	tridekjara	អាយុ 30 ឆ្នាំ។	30 years old	grupo	alternativoj	prononco
level	tiuokaze	ក្នុងករណី​នោះ	in that case	grupo	alternativoj	prononco
level	sekigi	ស្ងួត	to dry	grupo	alternativoj	prononco
level	varmigi	ធ្វើឱ្យក្តៅ, រក្សាកំដៅ, កំដៅ	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	នៅនឹងកន្លែង	at the place	grupo	alternativoj	prononco
level	supren	ឡើងលើ	upward	grupo	alternativoj	prononco
level	subakvigi	លិច, ធ្វើឱ្យលិច	to sink, to make sink	grupo	alternativoj	prononco
level	foto	រូបថត, រូបថត	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	ទីរហោស្ថាន	a wilderness	grupo	alternativoj	prononco
level	skribotablo	តារាងសរសេរ	a writing table	grupo	alternativoj	prononco
level	varmiĝi	ក្លាយជាក្តៅ	to become warm	grupo	alternativoj	prononco
level	klarigi	ដើម្បីពន្យល់, បញ្ជាក់	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	បុរសមិនខ្លាច	a fearless man	grupo	alternativoj	prononco
level	krepusko	ព្រលប់ ព្រលប់	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	ពាក់, នឿយហត់, បណ្តាលឱ្យអស់កម្លាំង	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	គ្មានពណ៌	colorless	grupo	alternativoj	prononco
level	senbrue	ដោយគ្មានសំលេងរំខាន	without noise	grupo	alternativoj	prononco
level	lernigi	ដើម្បីធ្វើការសិក្សា, បង្រៀន	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	ជំពាក់	to owe	grupo	alternativoj	prononco
level	sekreta	សម្ងាត់	secret	grupo	alternativoj	prononco
level	finigi	ដើម្បីបញ្ចប់, ដើម្បីបញ្ចប់	to make an end, to finish	grupo	alternativoj	prononco
level	salto	លោតមួយ។	a jump	grupo	alternativoj	prononco
level	finiĝi	ដើម្បីបញ្ចប់, បញ្ចប់, ដល់ទីបញ្ចប់	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	ក្លាយជាត្រជាក់	to become cold	grupo	alternativoj	prononco
level	rideto	ញញឹម	a smile	grupo	alternativoj	prononco
level	sidiĝi	អង្គុយ​ចុះ	to sit down	grupo	alternativoj	prononco
level	repaciĝo	ក្លាយជាសន្តិភាពម្តងទៀត	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	ដើម្បីផ្តល់ឱ្យត្រឡប់មកវិញ	to give back	grupo	alternativoj	prononco
level	stariĝi	ក្រោកឡើង ក្រោកឈរ	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	យ៉ាងលឿន	very quickly	grupo	alternativoj	prononco
level	servo	សេវា, សេវាមួយ។	service, a service	grupo	alternativoj	prononco
level	konsideri	ពិចារណា	to consider	grupo	alternativoj	prononco
level	promenejo	ដើរលេង	a promenade	grupo	alternativoj	prononco
level	komenciĝi	ដើម្បីចាប់ផ្តើម, ដើម្បីចាប់ផ្តើម	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	ធ្វើឱ្យស្រស់ស្អាត (ច្រើនទៀត)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	ដើម្បីធ្វើឱ្យបាត់បង់	to make to get lost	grupo	alternativoj	prononco
level	ordigi	ដើម្បីធ្វើការបញ្ជាទិញ	to make ordered	grupo	alternativoj	prononco
level	maristo	នាវិក អ្នកបើកទូក ទាហានជើងទឹក	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	មិន​គួរ​ឱ្យ​ចាប់អារម្មណ៍	not interesting	grupo	alternativoj	prononco
level	naturaĵo	ជារឿងធម្មជាតិ	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	ក្លាយជា ~	to become ~	grupo	alternativoj	prononco
level	multpieda	ជើងច្រើន។	many-footed	grupo	alternativoj	prononco
level	moviĝi	ដើម្បីផ្លាស់ទី (ទៅឆ្ងាយ) ផ្លាស់ទីទៅកន្លែងផ្សេង	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	ដើម្បីស្គាល់ (ជាមួយ)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	ថ្ងៃស្អែក	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	ត្រួតពិនិត្យ	to examine	grupo	alternativoj	prononco
level	malŝati	ស្អប់ មិនចូលចិត្ត	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	ដើម្បីបំពេញ, ដើម្បីបំពេញ	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	សោកសៅ	sad	grupo	alternativoj	prononco
level	frosto	សាយសត្វ, ត្រជាក់, ត្រជាក់, ត្រជាក់	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	ដូង, ដូងមួយ។	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	ថប់បារម្ភ	anxious	grupo	alternativoj	prononco
level	respubliko	សាធារណៈរដ្ឋមួយ។	a republic	grupo	alternativoj	prononco
level	malseka	សើម	wet	grupo	alternativoj	prononco
level	malsaniĝi	ធ្លាក់ខ្លួនឈឺ	to become ill	grupo	alternativoj	prononco
level	aliĝi	ចូលរួម	to join	grupo	alternativoj	prononco
level	malplaĉa	មិនស្រួល	uncomfortable	grupo	alternativoj	prononco
level	malofte	កម្រណាស់។	rarely	grupo	alternativoj	prononco
level	malmulto	តិចតួច	few	grupo	alternativoj	prononco
level	rezignigi	បង្ខំឱ្យលាលែងពីតំណែង	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	ខ្សែភាពយន្តមួយ រូបភាពចលនា	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	នៅក្នុងពីរបី	in few	grupo	alternativoj	prononco
level	terni	កណ្តាស់	to sneeze	grupo	alternativoj	prononco
level	fermigi	ដើម្បីធ្វើឱ្យបិទ	to make to close	grupo	alternativoj	prononco
level	malkontentigi	រំខាន	to annoy	grupo	alternativoj	prononco
level	malfrui	យឺត	to be late	grupo	alternativoj	prononco
level	malforta	ខ្សោយ	weak	grupo	alternativoj	prononco
level	fermiĝi	បិទ, បិទ	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	លំបាក	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	ស្រា, គ្រឿងស្រវឹង	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	ដើម្បី​កំណត់	to define	grupo	alternativoj	prononco
level	malagrabla	មិនសប្បាយចិត្ត	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	ដើម្បីជំនួស, ដាក់ជំនួស, ជំនួស	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	កម្មករ	a worker	grupo	alternativoj	prononco
level	koncerni	បារម្ភ	to concern	grupo	alternativoj	prononco
level	sciigi	ដើម្បីឱ្យដឹង, ជូនដំណឹង, ចែករំលែក, ជូនដំណឹង	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	ដាំ	to plant	grupo	alternativoj	prononco
level	politiko	នយោបាយ, នយោបាយ	a policy, politics	grupo	alternativoj	prononco
level	kunporti	ដើម្បីនាំយកមកជាមួយ	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	បង្កើតមិត្ត (ជាមួយ ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	កម្លាំង​កាយ	physical strength	grupo	alternativoj	prononco
level	klarigo	ការពន្យល់មួយ។	an explanation	grupo	alternativoj	prononco
level	dividi	ដើម្បីចែក, ចែករំលែក	to divide, to share	grupo	alternativoj	prononco
level	armi	ទៅដៃ	to arm	grupo	alternativoj	prononco
level	karulino	ជាទីស្រឡាញ់	a darling	grupo	alternativoj	prononco
level	intervidiĝi	ដើម្បីមើលគ្នាទៅវិញទៅមក	to see each other	grupo	alternativoj	prononco
level	instruistino	គ្រូបង្រៀនស្រី	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	កូនសោមួយ។	a key	grupo	alternativoj	prononco
level	ideoriĉa	ការស្រមើស្រមៃ	imaginative	grupo	alternativoj	prononco
level	falsi	ក្លែងបន្លំ, ក្លែងបន្លំ, ក្លែងបន្លំ	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	ស្បែកជើង	shoes	grupo	alternativoj	prononco
level	homformo	ទម្រង់នៃមនុស្សម្នាក់	a form of a person	grupo	alternativoj	prononco
level	scipovi	ដើម្បីដឹងពីរបៀប	to know how	grupo	alternativoj	prononco
level	haltigi	បណ្តាលឱ្យឈប់	to cause stop	grupo	alternativoj	prononco
level	spezi	ដើម្បីធ្វើប្រតិបត្តិការប្រាក់	to transact money	grupo	alternativoj	prononco
level	grandula	យក្ស	giant's	grupo	alternativoj	prononco
level	grafino	countess មួយ។	a countess	grupo	alternativoj	prononco
level	supra	ខាងលើ	upper	grupo	alternativoj	prononco
level	gondolisto	godolist មួយ។	a gondolist	grupo	alternativoj	prononco
level	paŭzi	ផ្អាក, សម្រាក, សម្រាក	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	បងប្អូនបង្កើត	siblings	grupo	alternativoj	prononco
level	sandviĉo	សាំងវិចមួយ។	a sandwich	grupo	alternativoj	prononco
level	knedi	ដើម្បីលាយ, knead, ធ្វើការចូលទៅក្នុង	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	និយាយខុស	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	ហាត់, ហ្វឹកហាត់, ហាត់, ហាត់	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	នៅ​ចុង​បញ្ចប់	at the end	grupo	alternativoj	prononco
level	verŝajne	ប្រហែលជា, ជាក់ស្តែង	probably, apparently	grupo	alternativoj	prononco
level	familiano	សមាជិកគ្រួសារ	a family member	grupo	alternativoj	prononco
level	energio	ថាមពលមួយ។	an energy	grupo	alternativoj	prononco
level	faligi	បណ្តាលឱ្យដួល, រត់	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	ឧបករណ៍, ម៉ាស៊ីន, ឧបករណ៍	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	ព័ត៌មានមួយ។	an information	grupo	alternativoj	prononco
level	eniri	ដើម្បីចូលទៅ	to go in	grupo	alternativoj	prononco
level	saluton!	សួស្តី!	hello!	grupo	alternativoj	prononco
level	ekvidi	ដើម្បីចាប់ផ្តើមមើលឃើញ	to start seeing	grupo	alternativoj	prononco
level	balancilo	យោល, តុល្យភាព	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	នៅតាមផ្លូវចេញ	on the way out	grupo	alternativoj	prononco
level	flugilo	ស្លាបមួយ។	a wing	grupo	alternativoj	prononco
level	ekrigardi	ដើម្បីចាប់ផ្តើមមើល	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	វាគ្មិន	a speaker	grupo	alternativoj	prononco
level	ekmire	អស្ចារ្យ	wonderously	grupo	alternativoj	prononco
level	dumtage	នៅថ្ងៃ	at day	grupo	alternativoj	prononco
level	socio	សង្គមមួយ។	a society	grupo	alternativoj	prononco
level	doloriga	បណ្តាលឱ្យឈឺចាប់	causing pain	grupo	alternativoj	prononco
level	laborilo	ឧបករណ៍សម្រាប់ការងារ	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	ទៅវង្វេង	to go astray	grupo	alternativoj	prononco
level	banujo	អាងងូតទឹក (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	ប្រកាស, ប្រកាស, អត្ថបទ	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	ដើម្បីក្រោកពីគេង	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	មានន័យ, បញ្ជាក់, បញ្ជាក់	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	កន្ត្រៃ	scissors	grupo	alternativoj	prononco
level	besteto	សត្វតូចមួយ	a little animal	grupo	alternativoj	prononco
level	pasio	ចំណង់ចំណូលចិត្ត	passion	grupo	alternativoj	prononco
level	bedaŭrinde	ជាអកុសល	unfortunately	grupo	alternativoj	prononco
level	ekdormi	ងងុយគេង	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	ក្លិនមិនល្អ	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	កាំបិត​មួយ	a knife	grupo	alternativoj	prononco
level	rano	កង្កែបមួយ។	a frog	grupo	alternativoj	prononco
level	arboplena	ពេញដោយដើមឈើ	full of trees	grupo	alternativoj	prononco
level	vespere	នៅ​ពេលល្ងាច	in the evening	grupo	alternativoj	prononco
level	temo	ប្រធានបទ ប្រធានបទ	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	ដើម្បីទៅមុខ	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	ម៉ាស៊ីនគិតលេខ	a calculator	grupo	alternativoj	prononco
level	amikino	មិត្តស្រី	a girl friend	grupo	alternativoj	prononco
level	alilanda	បរទេស	foreign	grupo	alternativoj	prononco
level	kovrilo	គម្របមួយ ភ្លឺ ភួយ	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	ម៉ឺនុយមួយ។	a menu	grupo	alternativoj	prononco
level	informilo	ព្រឹត្តិប័ត្រព័ត៌មាន, សេចក្តីប្រកាសមួយ។	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	ទីក្រុង Venice	Venice	grupo	alternativoj	prononco
level	teroro	ភេរវកម្ម	a terror	grupo	alternativoj	prononco
level	doĝo	ឆ្កែមួយ, ឧបរាជ	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	បរិមាណ, បរិមាណ	quantity, amount	grupo	alternativoj	prononco
level	batilo	ប្រចៀវ (ដើម្បីវាយ)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	គុណភាព, ទ្រព្យសម្បត្តិ	quality, property	grupo	alternativoj	prononco
level	laŭte	ខ្លាំង, ខ្លាំងៗ	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(បច្ច័យ) អកម្មតាមលក្ខខណ្ឌ	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	បុណ្យណូអែល	Christmas	grupo	alternativoj	prononco
level	vivo	ជីវិត​មួយ	a life	grupo	alternativoj	prononco
level	freneza	ឆ្កួត, ឆ្កួត, ឆ្កួត	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	ដោះស្រាយ, រំលាយ	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	ទាក់ទងនឹង	relating to	grupo	alternativoj	prononco
level	fi!	អីយ៉ា!	shit!	grupo	alternativoj	prononco
level	rideti	ញញឹម	to smile	grupo	alternativoj	prononco
level	temas pri	វាគឺអំពី	it is about	grupo	alternativoj	prononco
level	alilande	នៅបរទេស	abroad	grupo	alternativoj	prononco
level	pli-malpli	ច្រើន​ឬ​តិច	more or less	grupo	alternativoj	prononco
level	kadro	ស៊ុម ការកំណត់ កម្មាភិបាល	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	តូច តូច (=malgraanda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	ពីរពាន់	two thousands	grupo	alternativoj	prononco
level	ŝtormo	ព្យុះមួយ។	a storm	grupo	alternativoj	prononco
level	elektra	អគ្គិសនី, អគ្គិសនី	electric, electrical	grupo	alternativoj	prononco
level	ducent	ពីររយ	two hundreds	grupo	alternativoj	prononco
level	lageto	ស្រះមួយ។	a pond	grupo	alternativoj	prononco
level	tridek	សាមសិប	thirty	grupo	alternativoj	prononco
level	kukurbo	ល្ពៅមួយផ្លែឃ្លោក	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	នៅក្នុងភាពកក់ក្តៅ	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	ដប់ប្រាំបួន	nineteen	grupo	alternativoj	prononco
level	eĥo	អេកូ	an echo	grupo	alternativoj	prononco
level	ekrano	អេក្រង់មួយ។	a screen	grupo	alternativoj	prononco
level	dek sep	ដប់ប្រាំពីរ	seventeen	grupo	alternativoj	prononco
level	malvarmeta	ត្រជាក់	cool	grupo	alternativoj	prononco
level	dek kvin	ដប់ប្រាំ	fifteen	grupo	alternativoj	prononco
level	oratoro	អ្នកនិយាយ អ្នកនាំពាក្យ អ្នកនិយាយ	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	កាបូបដៃមួយ (= mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	ដប់បី	thirteen	grupo	alternativoj	prononco
level	kristalo	គ្រីស្តាល់មួយ។	a crystal	grupo	alternativoj	prononco
level	cigaredo	បារីមួយ។	a cigarette	grupo	alternativoj	prononco
level	pronomo	សព្វនាម	a pronoun	grupo	alternativoj	prononco
level	frapeti	ដើម្បីប៉ះ	to tap	grupo	alternativoj	prononco
level	nukso	គ្រាប់មួយ។	a nut	grupo	alternativoj	prononco
level	dek unu	ដប់មួយ	eleven	grupo	alternativoj	prononco
level	mirinda	អស្ចារ្យ, អស្ចារ្យ	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	ច្រកទ្វារធំ ច្រកទ្វារ	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	មុខងារមួយ។	a function	grupo	alternativoj	prononco
level	impliki	ជាប់ពាក់ព័ន្ធ, ជាប់ពាក់ព័ន្ធ, ពាក់ព័ន្ធ	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	កិច្ចការ, ការងារ	a task, a job	grupo	alternativoj	prononco
level	tunelo	ផ្លូវរូងក្រោមដី រូង	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	ឆន្ទៈ	willingness	grupo	alternativoj	prononco
level	intermanĝeto	អាហារថ្ងៃត្រង់ (មធ្យមតូច)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	អ៊ីនធឺណិត, អ៊ីនធឺណិត	internet, Internet	grupo	alternativoj	prononco
level	tikli	ដើម្បី tickle	to tickle	grupo	alternativoj	prononco
level	vigle	មានចលនា, រហ័សរហួន	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	ក្រុមតន្រ្តី, កាសែត, បន្ទះមួយ។	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	ល្ងង់, ល្ងង់	stupid, foolish	grupo	alternativoj	prononco
level	haloo	សួស្តី	hello	grupo	alternativoj	prononco
level	himno	ទំនុក​តម្កើង ទំនុក​តម្កើង	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	ដើម្បីឱ្យសម, សម	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	ពេញវ័យ, ធំឡើង	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	ដើម្បីពិនិត្យឡើងវិញ, សរសេរឡើង	to review, to write up	grupo	alternativoj	prononco
level	gratulo	អបអរសាទរ	congratulation	grupo	alternativoj	prononco
level	flati	លើកសរសើរ	to flatter	grupo	alternativoj	prononco
level	komitato	គណៈកម្មាធិការមួយ។	a committee	grupo	alternativoj	prononco
level	frataro	ក្រុមរំខាន	a group of bothers	grupo	alternativoj	prononco
level	dorno	បន្លាមួយ។	a thorn	grupo	alternativoj	prononco
level	nebulo	អ័ព្ទ, អ័ព្ទ	fog, mist	grupo	alternativoj	prononco
level	fervojo	ផ្លូវដែកមួយ។	a railway	grupo	alternativoj	prononco
level	uzado	របៀបប្រើ, ការប្រើប្រាស់	how to use, using	grupo	alternativoj	prononco
