A.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	fine kaj finfine	آخر میں اور آخر میں	in the end and finally at last	grupo	alternativoj	prononco
level	via forta voĉo	آپ کی مضبوط آواز	your strong voice	grupo	alternativoj	prononco
level	en malforta voĉo	کمزور آواز میں	in weak voice	grupo	alternativoj	prononco
level	ne havas monon	پیسے نہیں ہیں؟	doesn't have money	grupo	alternativoj	prononco
level	kio okazis tie?	وہاں کیا ہوا؟	what did happen there?	grupo	alternativoj	prononco
level	akcidento okazis poste	ایک حادثہ بعد میں ہوا	an accident happened later	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	کیا آپ جانتے ہیں کہ یہ کب ہوا؟	do you know when did it happen?	grupo	alternativoj	prononco
level	scias pri la afero	معاملے کے بارے میں جانتا ہے	knows about the matter	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	اب بھی ایک چیز باقی ہے	still one thing remains	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	آپ یا وہ، کوئی بھی شخص	you or she, any person	grupo	alternativoj	prononco
level	kiel kantisto	ایک گلوکار کی طرح، بطور دستخط کنندہ	like a singer, as a signer	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	ایک پیشہ ور گلوکار کی طرح گایا	sang like a professional singer	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	ایک جگہ، جہاں وہ رہتی تھی۔	a the place, where she lived	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	آپ کار کے بارے میں کیسے جانتے ہیں؟	how do you know about the car?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	ٹھیک ہے، تیز گاڑی کو دیکھو	well, look at the fast car	grupo	alternativoj	prononco
level	suko sen sukero	چینی کے بغیر ایک رس	a juice without sugar	grupo	alternativoj	prononco
level	li havis rapidan veturilon	اس کے پاس تیز رفتار گاڑی ہے۔	he has a fast vehicle	grupo	alternativoj	prononco
level	tro forte	بہت مضبوطی سے	too strongly	grupo	alternativoj	prononco
level	li tro forte malfermis	اس نے بہت مشکل سے کھولا	he opened too hard	grupo	alternativoj	prononco
level	veturis tro rapide	بہت تیزی سے چلایا (سفر کیا۔	drove (traveled) too fast	grupo	alternativoj	prononco
level	manĝis per kulero	ایک چمچ کے ساتھ کھایا	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	ہمیں سخت شک ہے	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	اس کی طرف سے ایک سچا خط	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	پانچ تصاویر کے ساتھ ایک محبت کا خط	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	واپس آئے، وہ لوگ جو واپس آئے	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	چھ خطوط بھی واپس آئے	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	تصویر دیکھنا چاہتا تھا۔	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	سکول سے واپس آیا	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	بہن کب واپس آئے گی؟	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	دوبارہ پڑھنا چاہتا تھا۔	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	بنایا (کیا)، بن گیا۔	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	تیزی سے سرخ ہو گیا	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	ایک کمرے میں، ایک کمرے میں	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	کھڑے ہو کر بیٹھ گئے	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	تصویر کے سامنے کھڑا تھا۔	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	میرے پاس وہ ہے۔	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	آپ کے ہاتھ میں کیا ہے؟	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	آگے یا پیچھے؟	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	پہلے یا بعد میں؟	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	وہاں دروازے کے پیچھے	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	دوسرے، دوسرے لوگ	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	دوسروں کے خطوط	letters from others	grupo	alternativoj	prononco
level	falis el la mano	ہاتھ سے گر گیا	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	میز پر، میز پر	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	یہ میز پر گر گیا	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	معافی مانگی	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	پانچ کتابوں کی تلاش تھی۔	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	معذرت، میں اپنی کتاب تلاش کر رہا تھا۔	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	لیکن تم اچھی طرح جانتے ہو	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	میری میز پر نہیں ہے۔	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	آپ کی کتابیں میرے ٹیبل پر نہیں ہیں۔	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	دوبارہ دیا، واپس کیا	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	خط مجھے واپس کر دو	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	ایک اچھا سبق ملا	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	مزید دھویا، مزید کھایا	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	مزید نہیں پڑھیں گے	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	میں نے بھی وصول کیا۔	I also received	grupo	alternativoj	prononco
level	devas fermi	بند کرنا ہے	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	مجھے اچھی طرح سے بند کرنا ہے۔	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	دروازہ مضبوطی سے بند کر دیا	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	پرسکون، پرسکون	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	سنا لیکن نہیں سنا	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	ایک پرسکون آواز سنی	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	میرے پاس، 4 جیبیں ہیں۔	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	آخری سبق کے دس دن بعد	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	دو میزوں کے درمیان	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	تین حروف، چھ کاغذات	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	سر سے پاؤں تک	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	چار، چوتھا، ایک چوتھائی، ایک چوتھائی	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	تینوں کہاں گئے	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	دونوں ہاتھوں میں پانچ انگلیاں	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	خود سے، اپنی جیب سے	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	ڈالنا، ایک ساتھ رکھنا، ایک مرکب	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	اپنی جیب میں ڈالنا	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	دنیا میں دو سو قومیں	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	لے لیا، لے گیا۔	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	اپنی نو کتابوں میں سے سات لے لی	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	چھوڑنا، ترک کرنا	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	مجھے اکیلا چھوڑ دو اور پرسکون رہو	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	ہزار آٹھ سو ستاسی (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	ایک کپ چائے	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	کسی نے آٹھ کپ دھوئے۔	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	دو ہزار انیس (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	اس نے خود کو دھویا	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	کسی کا جسم، اپنی ملکیت	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	میز پر، بلی سو گئی	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	بلی میز پر کود پڑی۔	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	ہال میں، ہال میں	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	اس کے ہاتھ میں گر گیا	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	کام کرنا، وضاحت کرنا	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	اس کتاب کی وضاحت کرنے کے لیے	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	جانتا ہے، جاننا چاہتا ہے، تجسس	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	دو لسانی، دو لسانی	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	ایک سہ زبانی سیکھنے والے کے بارے میں حیرت	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	گیا، واپس آیا	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	بلیاں اپنے گھروں کو لوٹ گئیں۔	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	تھیلے میں، تھیلے میں	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	اسے اپنے بیگ میں ڈالو	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	ایک پاؤں، پیدل، پیدل چلنے والا	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	دس دن تک وہ چلتے رہے۔	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	لے جانا، نکالنا	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	خوبصورت پھول، خوبصورت پھول لیے	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	اس نے صرف خوبصورت پھول نکالے۔	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	کھول دیا، لیکن فوری طور پر بند کر دیا	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	ایک بین الاقوامی اجلاس کا آغاز کیا۔	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	شائع اور تقسیم	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	پبلشر نے تئیس کتابیں شائع کیں۔	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	واپس آکر اپنے بیٹے کو دوبارہ دیکھا	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	سال دو ہزار تئیس (2023) میں	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	ایک شریف آدمی دکان میں داخل ہوا۔	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	کاروں کی دکان	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	وہاں اسے ایک عورت نظر آتی ہے۔	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	عزیز خواتین و حضرات	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	اس نے مجھے خوش کیا (مجھے یہ پسند ہے)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	عورت نے اسے خوش کیا (اس نے عورت کو پسند کیا)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	خوبصورت عورت کو دیکھا	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	کس نے اسے خوش کیا؟ (وہ کس کو پسند کرتا تھا؟)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	وہ عورت، جس نے مجھے خوش کیا۔	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	وہ جو گھر میں داخل ہوا۔	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	وہ آدمی جس نے اسے عطیہ کیا۔	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	اس نے اپنی بیوی کو انگوٹھی دی۔	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	اسے انگوٹھی پسند آئی	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	وہ بیوی جسے انگوٹھی پسند آئی	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	ایک سیلز مین اسٹور میں کام کرتا ہے۔	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	کاروں کا ایک سیلز مین	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	شریف آدمی نے سیلز مین سے پوچھا	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	آپ کو کون سی گاڑی پسند ہے؟	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	آپ کونسی گاڑی کا انتخاب کریں گے؟	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	میں نے اس کار کا انتخاب کیا۔	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	یہ بہتر ہے	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	اس سے بہتر	better than this	grupo	alternativoj	prononco
level	plej bona el ili	ان میں سے بہترین	best of them	grupo	alternativoj	prononco
level	estas la plej bona	سب سے بہتر ہے	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	کون سی گاڑی بہترین ہے؟	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	یہ گاڑی بہتر ہے	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	یہ سب سے بہتر ہے	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	تمام گاڑیوں کو دیکھا	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	سب سے بہتر	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	کیا یہ تیز ہے؟	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	دوسروں کے مقابلے میں تیز	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	بھی مضبوط ہے	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	اوہ ہاں، بالکل!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	بہت مضبوط ہے	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	یقینا یہ مضبوط ہے	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	بھی مہنگا ہے	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	سب سے مہنگا	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	سستا لیکن مضبوط	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	افسوس ہوتا ہے اور ترس آتا ہے (افسوس کے قابل)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	بدقسمتی سے میں نہیں خریدوں گا۔	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	ایک بدقسمتی کی بات ہے	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	اس نے ایک نئی گاڑی خریدی۔	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	کیونکہ میرے پاس پیسے نہیں ہیں۔	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	میری پرانی گاڑی	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	سب سے سستا	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	میں وہاں گاڑی چلا لوں گا۔	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	اب بھی اس کے ساتھ چلائیں گے۔	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	دن بھر	all day long	grupo	alternativoj	prononco
level	dum li diris tion	جبکہ اس نے کہا	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	اس نے دوبارہ اسے دیکھا	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	لیکن سیلز مین نے کہا	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	یہ بہتر ہو گا کہ ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	اس عورت کو دیکھو	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	یہ بھی بہت مہنگا ہے	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	میں اس کا شوہر ہوں۔	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	آپ کے سفر میں کتنا خرچ آیا؟	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	اپنی بیوی کا گانا سنو	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	مت بھولنا کہ یہ بہت زیادہ خرچ کرتا ہے	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	اس نے دو گھنٹے تک سیلز مین کی مدد کی۔	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	تین سال سے زیادہ	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	ڈھانپنا، ڈھانپنا، ننگا کرنا (دریافت کرنا)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	وجہ اس نے ابھی تک دریافت نہیں کی ہے	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	تم نے خط کیوں بھیجنا شروع کر دیئے؟	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	آٹھ ماہ تک وہ وہاں رہا۔	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	سننے کا وقت نہیں تھا	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	گاڑی پہلے ہی بھری ہوئی تھی۔	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	آپ کیا کھا رہے ہیں	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	موسم کیسا ہے؟	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	آپ کے پاس کس قسم کی گاڑی ہے؟	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	اس کے خطوط کیسے تھے؟	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	ہم کہاں ہیں؟	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	تم کہاں جا رہے ہو	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	تم نے کس کو دیا؟	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	وہ آدمی جس کے ساتھ آپ سفر کرتے تھے۔	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	گاڑی سے بڑا	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	ان لوگوں میں سب سے لمبا	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	وہ رات کے کھانے پر بیٹھا تھا	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	جب وہ پڑھتا ہے تو وہ لکھتی ہے۔	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	یہاں، اس کمرے میں	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	یہ شریف آدمی	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	سننے کے قابل خبر	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	کتاب واقعی پڑھنے کے قابل ہے	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	ایک بدقسمتی کی بات	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	بدقسمتی سے، میں نہیں کر سکتا	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	آپکا خیر مقدم ہے. یہ میری خوشی تھی	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	چھوٹی خوبصورت لڑکی بہت خوبصورت ہے	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	تمام دوست اس سے پیار کرتے ہیں۔	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	تین ماہ پہلے	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	اس کے ساتھ کچھ برا ہوا	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	وہ ایک گاڑی کی وجہ سے گر گئی	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	بیمار ہو گیا اور درجہ حرارت بڑھ گیا	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	ماں نے کہا کہ اسے آرام کرنا چاہیے۔	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	اسے گھر رہنا ہے	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	وہ ڈاکٹر کو بلائے گی۔	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	نو بجے	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	صبح آٹھ بجے آئے	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	کل شام سات بجے	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	اپنے ہاتھ دکھائے	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	لباس، تیار ہو رہا ہے	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	کپڑے پہنیں اور اپنے جسم کو گرم کریں۔	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	گھر میں فوری طور پر کپڑے اتارے اور شاور کریں۔	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	ایک ڈاکٹر نے سب کچھ دیکھا	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	غور سے دیکھا اور آخر میں کہا	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	ایک ہفتے کے لئے گھر رہو	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	چاہتا ہے کہ آپ پرسکون رہیں	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	ایک ہفتے کے بعد	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	آپ بہتر محسوس کریں گے	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	کافی چائے پیو	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	آپ سے دوبارہ ملنے آئیں گے۔	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	اسے بھی پرسکون رہنے دو	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	صحت مند آدمی، صحت مند آدمی	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	اپنے آپ کو سنبھال لیا	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	پوری چیز ایک ہی وقت میں میرے لئے مفید تھی۔	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	دیکھا کہ خوفناک چیز قریب ہے۔	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	فوری نوٹس لینے کو کہا	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	سوچا کہ یہ ضروری نہیں تھا	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	قریب ہی رہتا تھا، اور یہ مفید تھا۔	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	آج ہمارا ملک خوفزدہ ہو گیا ہے۔	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	تمام خاندانوں کے پیارے بچے	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	کل ایک بار، کل دو بار	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	آج خاندانوں کو بچوں کی ضرورت ہے۔	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	امید تھی کہ وہ کل ٹھیک ہو جائے گا۔	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	وہ بہت پرسکون محسوس کر رہا تھا۔	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	تین چھوٹے بچوں نے پہاڑ کو اٹھایا	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	اہم لوگوں نے مدد نہیں مانگی۔	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	مدد کے لیے وہاں چلا گیا۔	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	اگر درجہ حرارت زیادہ ہو تو گھر میں رہیں	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	درجہ حرارت آج بھی اسی طرح رہا۔	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	نو بجے ڈاکٹر کو کال کریں۔	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	اپنے ڈاکٹر کو دکھائیں	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	اپنا پاؤں دکھانے کے لیے	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	یہ قمیض پہن لو	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	ہفتے کے آخر میں سب کچھ پرسکون ہو جائے گا	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	چائے کے کپ کے نیچے کیا ملا؟	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	مجھے صبح کی چائے چاہیے۔	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	ایک پرسکون شام کی امید تھی۔	hoped for a quiet evening	grupo	alternativoj	prononco
