A.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	viaj libroj ne estas sur mia tablo	Ваших книжок немає на моєму столі	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	знову дав, повернув	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	поверніть мені листа	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	отримав хороший урок	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	далі мили, більше не їли	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	більше не читатиме	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Я також отримав	I also received	grupo	alternativoj	prononco
level	devas fermi	має закритися	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Я повинен добре закритися	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	щільно закрив двері	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	заспокоїтися, заспокоїтися	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	чув, але не слухав	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	почув спокійний звук	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	у мене 4 кишені	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	через десять днів після останнього заняття	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	між двома столами	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	три листи, шість паперів	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	з голови до ніг	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	чотири, четвертий, квартет, чверть	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	куди поділася трійка	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	п'ять пальців обох рук	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	сам, власна кишеня	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	складати, складати разом, склад	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	покласти у власну кишеню	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	двісті націй світу	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	взяли, забрали	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	взяв сім із власних дев’яти книг	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	покинути, покинутий	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	дай мені спокій і спокій	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	тисяча вісімсот вісімдесят сім (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	чашка чаю	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	хтось помив вісім чашок	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	дві тисячі дев'ятнадцять (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	він умився	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	своє тіло, власне володіння	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	на столі кіт спав	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	кіт скочив на стіл	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	в залі, в зал	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	впала йому в руку	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	працювати, опрацьовувати	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	розробити для цієї книги	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	знає, хоче знати, цікавість	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	двомовність, двомовність	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	дивується про тримовного учня	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	поїхав, повернувся	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	коти повернулися до своїх (власних) домівок	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	в сумку, в сумку	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	покладіть його в сумку	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	нога, ходить, пішохід	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	десять днів вони йшли	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	брати, вивозити	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	гарні квіти, взяла гарні квіти	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	він виносив тільки гарні квіти	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	відкрили, але відразу закрили	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	відкрив міжнародне засідання	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	опубліковано та розповсюджено	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	видавництво випустило двадцять три книги	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	повернувся і знову побачив власного сина	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	дві тисячі двадцять третій рік (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	(до) магазину зайшов пан	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	магазин автомобілів	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	там він бачить жінку	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	шановні пані та панове	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	це мені сподобалося (мені це подобається)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	the lady pleased him (він любив даму)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	побачив прекрасну жінку	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	хто його порадував? (хто йому сподобався?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	жінка, яка мені сподобалася	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	той, хто увійшов до хати	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	чоловік, який його пожертвував	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	він подарував каблучку своїй дружині	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	їй сподобався перстень	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	дружина, якій сподобався перстень	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	в магазині працює продавець	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	продавець автомобілів	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	— запитав пан у продавця	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	яка машина тобі подобається?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	яку машину ти вибереш?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Я вибрав ту машину	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	так краще	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	краще ніж це	better than this	grupo	alternativoj	prononco
level	plej bona el ili	кращий з них	best of them	grupo	alternativoj	prononco
level	estas la plej bona	найкращий	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	яка машина найкраща?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	ця машина краща	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	цей найкращий	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	бачив всі машини	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	найкращий з усіх	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	це швидко?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	швидше за інших	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	також сильний	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	о так, звичайно!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	дуже міцний	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	звичайно, це сильно	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	також дорого	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	найдорожчий з усіх	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	дешевий, але міцний	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	шкодує і жаліє (варто жаліти)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	нажаль не куплю	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	це прикра річ	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	він купив нову машину	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	тому що я не маю грошей	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	моя стара машина	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	найдешевший з усіх	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Я підвезу туди	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	все одно буде їздити з ним	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	весь день	all day long	grupo	alternativoj	prononco
level	dum li diris tion	поки він це сказав	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	він знову подивився на неї	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	але продавець сказав	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	було б краще, щоб ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	подивіться на цю жінку	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	це також дуже дорого	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Я її чоловік	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	скільки коштувала твоя поїздка?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	послухай пісню своєї дружини	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	не забувайте, що це багато коштує	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	він дві години допомагав продавцю	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	більше трьох років	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	покривати, покривати, розкривати (виявляти)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	причину він ще не виявив	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	чому ти почав надсилати листи?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	вісім місяців він там жив	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	не встиг послухати	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	машина вже була повна	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	що ти їси	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	як погода?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	яка у вас машина?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	якими були її листи?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	де ми?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	куди ти йдеш?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	кому ти це віддав?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	чоловік, з яким ви подорожували	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	більший ніж машина	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	найвищий з тих людей	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	він сидів за обідом	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	вона пише, а він читає	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	тут, у цій кімнаті	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	цей джентльмен	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	новина, яку варто почути	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	книга дійсно варта прочитання	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	нещаслива річ	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	на жаль, я не можу	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	будь ласка. мені було приємно	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	маленька гарна дівчинка дуже красива	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	всі друзі люблять її	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	три місяці тому	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	з нею сталося щось погане	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	вона впала через машину	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	захворіла і піднялася температура	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	мати сказала, що їй треба відпочити	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	вона повинна залишитися вдома	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	вона викличе лікаря	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	о дев'ятій годині	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	ранку прийшов о восьмій	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	завтра о сьомій вечора	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	показав руки	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	плаття, одягається	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	одягніться і зігрійте своє тіло	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	вдома відразу роздягнувся і обмився	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	все оглянув лікар	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	подивився і нарешті сказав	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	сиди вдома тиждень	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	хоче, щоб ти був спокійний	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	через один тиждень	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	тобі стане краще	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	пити багато чаю	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	прийде до вас знову	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	нехай і він буде спокійний	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	здорова людина, здорова людина	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	піклувався про себе	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	мені відразу все стало в нагоді	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	помітив, що страшне поруч	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	попросив негайно це помітити	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	вважав, що це не потрібно	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	жив неподалік, і це було корисно	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	нашій країні сьогодні стало страшно	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	дорогі діти з усіх родин	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	вчора раз, завтра два	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	сьогодні родинам потрібні діти	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	сподівався, що завтра він буде добре	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	він почувався (був) дуже спокійним	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	троє малих підняли гору	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	важливі люди не просили допомоги	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	ходив туди, щоб допомогти	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	залишайтеся вдома, якщо температура висока	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	температура залишилася такою ж і сьогодні	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	викликати лікаря о дев'ятій	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	покажіть його своєму лікарю	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	щоб показати свою ногу	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	носити цю сорочку	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	на вихідних все затихне	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	під чашкою чаю що ти знайшов?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Я хочу ранкового чаю	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	сподівався на тихий вечір	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	хоче, щоб ти навчився	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	наполіг, щоб я пішов	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	о котрій годині?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	о шостій він прийде	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	лібрето було чарівним	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	мовчи	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	нехай мовчить	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	він теж	he too	grupo	alternativoj	prononco
level	mi deziras	я хочу (бажання)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Бажаю (бажаю), щоб ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	що ви навчитеся	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Я хочу, щоб ви навчилися	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	батько наполягає	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	батько наполягає, що ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	що я йду	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	батько наполягає, щоб я пішов	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	о котрій годині	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	о котрій годині ти приходиш?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	о п'ятій (годині)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	о п'ятій годині	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	як у нього справи?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	як ти живеш останнім часом?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	книжечки гарні	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	буклет, красиві книги	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	красивий, трохи гарний, дуже гарний	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	теплий, теплий, дуже гарячий	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	велика книга, книжечка	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	добре, чудово, добре	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	багатий, стати багатим, багатою людиною	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	заспокоїти, заспокоїти, заспокоїти	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	здоровий, зцілитися, зцілився	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	чоловік, шлюб, заміжня	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	листоноша	a letter postman	grupo	alternativoj	prononco
level	hejmlando	батьківщина	a homeland	grupo	alternativoj	prononco
level	iom, iomete	дещо, трохи	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	ми чудово повечеряли	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	сподіваюся, бережіть себе	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Дбав про якісне житло	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	подумати двічі, багато разів	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	хто зняв буклет?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	кота на ім'я Цезар	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	торт, який стоїть на столі	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	їсти торт, який стоїть на столі	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	розжарився і почервонів	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	батько хоче, щоб його дитина їла	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	в маленькій кімнаті	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	ми живемо в ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Я занепокоївся	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	в той час, коли я тебе побачив	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	це всі помітили	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	те, що вона красива	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	ти цього хочеш ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	що я можу тобі показати	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	хочеш я покажу?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	моя найновіша книга (мета)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	завтра вранці, що ти хочеш?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	пізно снідав	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	коли Марк приїде?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	о п'ятій чи восьмій годині	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	коли ти це помітив ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	вся родина називає мене благодійником	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	корисний для вас	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	Чи був буклет корисним?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	буклет, який я надіслав	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	вранці довго спав	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	коли побачив сонце	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	раптом він підскочив	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	він завжди був раннім	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	він завжди спізнюється	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	в той час, коли він повинен піти	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	йти до школи	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	він знає, що ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	він знає той факт, що ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	те, що вчитель ненавидить бджіл	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	знає той факт, що вчитель ненавидить бджіл	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	знає, що вчитель це ненавидить	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	але сьогодні він випив каву	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	він швидко одягається	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	він не хоче запізнюватися	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	дуже швидко з книгами в руках	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	пізніше він бігав і стрибав	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	він бігав і стрибав	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	по вулиці	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	люди дивилися на нього	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	подивився на нього і сказав	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	мудрий і дурний	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	який дурний хлопчик!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	була перед школою	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	скоро	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	він був перед ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	йти і входити	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	він хотів увійти	he wanted to enter	grupo	alternativoj	prononco
