B.km content.tsv
Level	Esperanto	km	en-us	Grupo	Alternativoj	Pronoco
level	nu, mi baldaŭ montros al vi	អញ្ចឹងខ្ញុំនឹងបង្ហាញអ្នកឆាប់ៗនេះ	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ប៉ុន្តែដំបូងតែបន្ថែមទៀត	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	តើអ្នកចង់បានដែរទេ?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	បាទ អរគុណ	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	នៅក្នុងហាងកាហ្វេដូចគ្នា'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	អ្វីមួយបន្ត បន្ត (ធ្វើ) នោះ។	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	ផែនការ, ផែនការ, ផែនការ	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	នាងនិងគាត់បន្តផែនការ	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	សូម, នេះជាតែរបស់អ្នក។	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	ខណៈនោះ ខ្ញុំបានមើលការអញ្ជើញ	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	មើលតាមការអញ្ជើញរបស់ IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	ខ្ញុំយល់ច្រើន ប៉ុន្តែមិនមែនទាំងអស់ទេ។	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	មិនអីទេគ្រាន់តែសួរ	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	នេះគឺជារឿង	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	ជម្រះរឿង	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	អ្វី​ដែល​មាន​ការ​យល់​ច្រឡំ​	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	កំពុងធ្វើឱ្យខ្ញុំយល់ច្រឡំ	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	ដើម្បីចូលរួម ទម្រង់ចុះឈ្មោះ	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	អង្គការ​យុវជន Esperanto ពិភពលោក	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo ដែលជាបក្សីតំណាងឱ្យ TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	កន្លែងស្នាក់នៅ (កន្លែងស្នាក់នៅ)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	កន្លែងស្នាក់នៅសម្រាប់មហាជន	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	ទម្រង់ចុះឈ្មោះគឺជាឧបករណ៍សម្រាប់ចុះឈ្មោះ	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	ទម្រង់សមាជិកភាពដែលអ្នកសរសេរឈ្មោះ អាសយដ្ឋាន ជាដើម។	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	វែង, អក្សរកាត់	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	អក្សរកាត់នៃអង្គការយុវជនអេស្ពែរង់តូពិភពលោក	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo គឺជាបក្សីគួរឱ្យអស់សំណើចរបស់ TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	កន្លែងស្នាក់នៅដ៏ធំ គឺជាកន្លែងដែលមានមនុស្សស្នាក់នៅច្រើន។	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	ថ្នាំងងុយគេង ថ្នាំងងុយគេង	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	ជាធម្មតាមនុស្សម្នាក់ត្រូវការថង់ដេកនៅទីនោះ	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	អ្នកពន្យល់លឿនពេក	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	ខ្ញុំ​មិន​បាន​ចាប់​អ្វី​ទាំង​អស់	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	វាមិនសំខាន់នោះទេ។	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	ខ្ញុំ​គិត​ថា​ឥឡូវ​នេះ​មិន​សូវ​សំខាន់​ទេ។	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	ពេលក្រោយ យើងអាចនិយាយបន្ថែមទៀត	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	បន្ថែមទៀតដើម្បីនិយាយអំពីការអញ្ជើញ IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	ដូច្នេះអ្នកចង់រៀបចំផែនការធ្វើដំណើរឥឡូវនេះមែនទេ?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	បាទ រីករាយ	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	ដូច្នេះអ្នកនឹងឃើញវា ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	នឹងត្រូវចំណាយច្រើន។	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	នឹងឃើញថាការធ្វើដំណើរនឹងមិនចំណាយច្រើននោះទេ។	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	ខ្ញុំ​ចង់​ដឹង	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	ខ្ញុំចង់ដឹងអំពី ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	របៀបដែលអ្នកនឹងដោះស្រាយការស្នាក់នៅពេលយប់	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ដោយសារតែខ្ញុំមិនមានលុយ	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ផ្ទះសំណាក់យុវវ័យ	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	មានលុយសម្រាប់សណ្ឋាគារ ឬសណ្ឋាគារសម្រាប់យុវវ័យ	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	នេះគឺជាដំណោះស្រាយ	here's the solution	grupo	alternativoj	prononco
level	pasporto	លិខិតឆ្លងដែន	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	សេវាលិខិតឆ្លងដែន ការស្នាក់នៅផ្ទះរបស់ Esperantists	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	កូនសៀវភៅដែលមានឈ្មោះ &quot;សេវាលិខិតឆ្លងដែន&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	សេវាកម្មដើម្បីអ្វី?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	សម្រាប់មនុស្សដូចយើង	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	បទពិសោធន៍ អ្នកជំនាញ	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	មនុស្សដែលចូលចិត្តធ្វើដំណើរ និងបទពិសោធន៍ប្រទេស	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	ដើម្បីរកប្រាក់និងចំណាយ	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	ដោយមិនចំណាយប្រាក់ច្រើន។	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	សេវាកម្ម, សេវាកម្ម, សេវាកម្មនោះ។	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ជាការប្រសើរណាស់ ហើយតើសេវាកម្មនោះដំណើរការយ៉ាងដូចម្តេច?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	ខ្ញុំឃើញថានៅក្នុងសៀវភៅមាន ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	អាសយដ្ឋានជាច្រើន។	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	មានអាសយដ្ឋានជាច្រើនមកពីប្រទេសជាច្រើន។	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	ត្រូវហើយ!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	នៅក្នុងការចោលរបស់អ្នក។	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	ពួកគេទាំងអស់គ្នា ពួកគេទាំងអស់គ្នា	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	តាមពិតពួកគេទាំងអស់គឺនៅក្នុងការចោលរបស់អ្នក!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	មានន័យ, មានន័យ	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;នៅការចោលរបស់ខ្ញុំ&quot; តើវាមានន័យយ៉ាងណា?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	មានន័យថា ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	ដល់ភ្ញៀវ, ភ្ញៀវ, ធ្វើជាម្ចាស់ផ្ទះភ្ញៀវ	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	រួចរាល់ហើយ ត្រៀមហើយ!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	មនុស្ស​នៅ​អាសយដ្ឋាន​ទាំង​នោះ​បាន​ត្រៀម​ខ្លួន​ជា​ស្រេច​ដើម្បី​ទទួល​អ្នក​	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	ស្គាល់ (មនុស្ស) ស្គាល់, ស្គាល់	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	និងជួយអ្នកឱ្យស្គាល់តំបន់របស់ពួកគេ។	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	មានន័យថា មនុស្សមានឆន្ទៈធ្វើជាម្ចាស់ផ្ទះ និងជួយអ្នក។	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	ស្តាប់ទៅគួរឱ្យចាប់អារម្មណ៍!	sounds interesting!	grupo	alternativoj	prononco
level	do	ដូច្នេះ	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	មាននរណាម្នាក់ស្នាក់នៅក្នុងផ្ទះរបស់ Esperantists ផ្សេងទៀតមែនទេ?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	បទពិសោធន៍ជាច្រើនជាមួយសេវាលិខិតឆ្លងដែន	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	ខ្ញុំមានបទពិសោធន៍គួរឱ្យចាប់អារម្មណ៍ជាច្រើន។	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	ខ្ញុំបានប្រើវានៅលើទ្វីបបី	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(វា) ដំណើរការមិនល្អ	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	ហើយរហូតមកដល់ពេលនេះ (វា) បានដំណើរការល្អណាស់	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	អស្ចារ្យ! តើយើងទៅណា?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	ដូច្នេះផែនការរបស់ខ្ញុំគឺថាយើង ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	មកដល់, មកដល់	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	បន្ទាប់ពីដំណើរកម្សាន្តប្រកបដោយជោគជ័យ	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	បន្ទាប់ពីប្រើប្រាស់សេវាធ្វើលិខិតឆ្លងដែនក្នុងទីក្រុងចំនួនពីរ	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	ពួកគេមកដល់បន្ទាប់ពីដំណើរកម្សាន្តប្រកបដោយជោគជ័យ	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	មើលចុះ!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	មានទង់ជាតិ Esperanto ដ៏ធំមួយនៅទីនោះ	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	សញ្ញាដែលមានអត្ថបទ &quot;សូមស្វាគមន៍មកកាន់ IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	បាទ / ចាសហើយនៅខាងក្រោមវាមាន ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	ហ៊ឺយ!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	ដូច្នេះ ទីបំផុត​យើង​បាន​មក​ដល់	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	ខ្ញុំនឿយហត់ និងឃ្លានខ្លាំងណាស់	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	តើ​អ្នក​គិត​ថា​យើង​អាច ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	ដើម្បីញ៉ាំអ្វីមួយ	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	តើអ្នកគិតថាយើងអាចញ៉ាំអ្វីបានភ្លាមៗទេ?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	ខ្ញុំ​សង្ស័យ​ថា	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	ដំបូងយើងត្រូវទទួលយក	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	ត្រូវតែទទួលយកនៅតុទទួលភ្ញៀវ	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	ហើយវាអាចមានរយៈពេលយូរ	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	ដើម្បីឱ្យបានយូរនៅក្នុងបទពិសោធន៍របស់ខ្ញុំ	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	អាឡូ!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	តើនោះជាបន្ទាត់សម្រាប់ទទួលភ្ញៀវទេ?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	ខ្ញុំខ្លាចដូច្នេះ	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	to do ~ គឺមិនល្អឥតខ្ចោះទាំងស្រុង	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	គឺល្អឥតខ្ចោះដើម្បីមកដល់ពេលល្ងាច	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	យើងអាចជជែកជាមួយមនុស្សបាន។	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ប៉ុន្តែយើងអាចជជែកជាមួយមនុស្សក្នុងជួរបាន។	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	មើលចុះ ខ្ញុំឃើញមិត្តរុស្ស៊ី!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	ខ្ញុំឃ្លានខ្ញុំចង់ញ៉ាំ	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	បន្ទាប់ពីប្រហែល 2 ម៉ោង។	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	ស្របជាមួយមិត្តចាស់និងថ្មី។	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	គណៈកម្មាធិការសមាជក្នុងស្រុក	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	សមាជិក​ម្នាក់​ក្នុង​គណៈកម្មាធិការ​សមាជ​មូលដ្ឋាន	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	ស្វាគមន៍ តើអ្នកជានរណា?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	មកពីប្រទេសណា?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	តើអ្នកបានបង់ប្រាក់ជាមុនទេ?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	សូមបង្ហាញ	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	បើដូច្នេះ សូមបង្ហាញបង្កាន់ដៃ	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	តើអ្នកជាសមាជិកនៃ TEJO ទេ?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	ដើម្បីក្លាយជាសមាជិកនៅស្តង់	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	បើអត់ទេ អ្នកអាចចូលរួមនៅស្តង់បន្ទាប់	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	នេះគឺជាបង្កាន់ដៃនៃការទូទាត់ជាមុន	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	កាតសមាជិក និងលិខិតឆ្លងដែនរបស់យើង។	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	ល្អ​ណាស់	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	ដូច្នេះខ្ញុំឃើញអ្នកនឹងរស់នៅក្នុងកន្លែងស្នាក់នៅដ៏ធំ (កន្លែងគាំង)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	ហើយនឹងញ៉ាំនៅសណ្ឋាគារយុវជន	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	តើព័ត៌មានទាំងនោះត្រឹមត្រូវទេ?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	បាទ ល្អឥតខ្ចោះ	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	កាបូបជាមួយកម្មវិធី ផែនទី។ល។	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	អ្នកអាចបង់ប្រាក់ និងទទួលបានកាបូបជាមួយនឹងកម្មវិធី ផែនទីជាដើម។	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	នៅស្តង់ក្រហមនៅទីនោះ	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	សុខសប្បាយ​អរគុណ	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	មើលទៅហត់នឿយ ប៉ុន្តែមានសុខភាពល្អ	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	មនុស្សទាំងនោះមើលទៅពិតជាធុញទ្រាន់ណាស់។	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	ហើយមិនមានចិត្តល្អទេ។	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	អ្នក​ត្រូវ​ហើយ	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	ប៉ុន្តែចាំថា ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	កំពុងធ្វើការ 8 ម៉ោង។	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK បានធ្វើការប្រហែលប្រាំបីម៉ោង	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	ដោយគ្មានការផ្អាកច្រើន។	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	ប៉ុន្តែត្រូវចាំថា LKK ធ្វើការដោយគ្មានការសម្រាក	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	ជជែកកំសាន្តក្នុងអំឡុងពេលសប្តាហ៍	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	ខ្ញុំប្រាកដថា ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	ខ្ញុំប្រាកដថាពួកគេនឹងមានភាពសប្បុរស	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	ពួកគេនឹងមានភាពរួសរាយរាក់ទាក់ និងនិយាយច្រើន។	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	តោះរកវា។	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	ឥឡូវនេះ ចូរយើងស្វែងរកកន្លែងស្នាក់នៅដ៏ធំ	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	ហើយបន្ទាប់មកខ្ញុំចង់ញ៉ាំ	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	តើអ្នកបានឃើញក្មេងស្រីនៅស្តង់ TEJO ទេ?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	បាទ ចុះនាងវិញ?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	តើអ្នកស្គាល់នាងទេ?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	ជាអកុសលទេ។	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	ប៉ុន្តែនាងស្អាតណាស់មែនទេ?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	ខ្ញុំ​យល់ព្រម	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	ទោះយ៉ាងណាក៏ដោយមិនយល់ច្បាស់ទេ។	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	ខ្ញុំយល់ព្រម ប៉ុន្តែខ្ញុំមិនយល់ទេ។	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	តើអ្នកចូលចិត្តមនុស្សស្រីទេ?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	បាទ ខ្ញុំចង់ប្រាប់អ្នកជាមុន	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	ប៉ុន្តែសម្រាប់ហេតុផលមួយចំនួនមិនបាន	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	ទិដ្ឋភាពជាដើម។	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	តើអ្នកមែនទេ?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	បាទ ខ្ញុំជាអ្នកស្រឡាញ់ភេទដូចគ្នា	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	គេ​ក៏​អាច​និយាយ​ថា​ស្ត្រី​ស្រឡាញ់​ភេទ​ដូចគ្នា​ដែរ។	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	អញ្ចឹងខ្ញុំមិនដឹងទាល់តែសោះ	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	ប៉ុន្តែខ្ញុំរីករាយដែលអ្នកបាននិយាយ	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	តាមពិតខ្ញុំរីករាយដែលអ្នកស្រលាញ់ភេទដូចគ្នា	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	អ្នកគឺជាស្ត្រីស្រលាញ់ភេទដូចគ្នា និងល្អជាងគេ	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	ស្ត្រីស្រលាញ់ភេទដូចគ្នាដែលល្អជាងគេដែលខ្ញុំស្គាល់	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	អរគុណ! តើអ្នកស្គាល់អ្នកដទៃទេ?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ប៉ុន្តែតើអ្នកដឹងដោយរបៀបណា?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ក្មេងស្រីនេះចូលចិត្តបុរស!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ក្នុងករណីណាក៏ដោយខ្ញុំជឿថាក្មេងស្រីនោះចូលចិត្តបុរស!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	ក្មេងស្រីនោះដែលអ្នកកំពុងនិយាយអំពី	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	យើងនឹងឃើញ	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	នៅកន្លែងស្នាក់នៅដ៏ធំ (កន្លែងគាំង)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	អរុណ​សួស្តី!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	តើ​អ្នក​គេង​ស្កប់​ទេ?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	ស្ទើរតែមើលមិនឃើញ	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	ផ្ទុយទៅវិញ ខ្ញុំស្ទើរតែមិនអាចគេងលក់ស្រួល	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	តែ​ហេតុអ្វី?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	ប្រហែល​ជា​អ្នក​ភ័យ​អំពី​ថ្ងៃ IJK ដំបូង​របស់​អ្នក?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	មិន​ប្រាកដ​ទេ	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	ពេញមួយយប់ ពេញមួយយប់	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	ស្រមុកយ៉ាងខ្លាំង	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	គ្រាន់តែមាននរណាម្នាក់ស្រមុកយ៉ាងខ្លាំងពេញមួយយប់	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	កុំរំខានខ្ញុំ	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	ហើយវារំខានខ្ញុំយ៉ាងខ្លាំង	and that bothered me greatly	grupo	alternativoj	prononco
