A.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	pardonu, mi serĉis mian libron	undskyld, jeg ledte efter min bog.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	men du ved godt	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	er ikke på mit bord	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	dine bøger er ikke på mit bord	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	atter gav, vendte tilbage	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	returnere brevet til mig	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	fik en god lektion	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	yderligere vasket, spiste mere	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	vil ikke længere læse	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	jeg fik også	I also received	grupo	alternativoj	prononco
level	devas fermi	skal lukke	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Jeg skal lukke godt	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	lukkede døren tæt	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	rolig, rolig	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	hørte, men lyttede ikke	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	hørte en rolig lyd	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	hos mig er der 4 lommer	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	ti dage efter sidste lektion	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	mellem de to borde	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	tre breve, seks papirer	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	fra top til fod	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	fire, fjerde, en kvartet, en kvart	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	hvor blev trioen af	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	fem fingre i begge hænder	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	af sig selv, sin egen lomme	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	sætte, sammensætte, en forbindelse	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	puttet i egen lomme	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	to hundrede nationer i verden	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	tog, tog bort	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	tog syv ud af sine egne ni bøger	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	at forlade, forladt	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	lad mig være i fred	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tusind otte hundrede og syv og firs (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	en kop te	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	nogen vaskede otte kopper	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	to tusind nitten (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	han vaskede sig	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	ens krop, ens egen besiddelse	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	på bordet sov katten	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	katten sprang op på bordet	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	i hallen, ind i hallen	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	faldt i hans hånd	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	at arbejde, at uddybe	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	at uddybe for den bog	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	ved, vil vide, nysgerrighed	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	tosproget, tosprogethed	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	undrer sig over en tresproget elev	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	gik, vendte tilbage	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	kattene vendte tilbage til deres (egne) hjem	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	i posen, ind i posen	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	læg den i din taske	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	en fod, gåture, en fodgænger	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	i ti dage gik de	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	at tage, at tage ud	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	smukke blomster, tog smukke blomster	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	han tog kun smukke blomster frem	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	åbnet, men straks lukket	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	åbnede et internationalt møde	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	udgivet og distribueret	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	forlaget udgav treogtyve bøger	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	vendte tilbage og så sin egen søn igen	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	i året to tusinde og treogtyve (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	en herre trådte (ind i) butikken	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	butikken af biler	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	der ser han en dame	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	Kære damer og herrer	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	det glædede mig (det kan jeg godt lide)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	damen glædede ham (han kunne lide damen)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	så den smukke dame	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	hvem glædede ham? (hvem kunne han lide?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	kvinden, som glædede mig	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	den, der kom ind i huset	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	manden, der donerede det	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	han gav en ring til sin kone	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	hun kunne lide ringen	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	konen, der kunne lide ringen	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	en sælger arbejder i butikken	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	en sælger af biler	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	spurgte herren sælgeren	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	hvilken bil kan du lide?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	hvilken bil vil du vælge?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Jeg valgte den bil	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	det er bedre	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	bedre end dette	better than this	grupo	alternativoj	prononco
level	plej bona el ili	bedste af dem	best of them	grupo	alternativoj	prononco
level	estas la plej bona	er det bedste	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	hvilken bil er den bedste?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	denne bil er bedre	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	denne er den bedste	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	så alle bilerne	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	det bedste af det hele	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	er det hurtigt?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	hurtigere end andre	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	er også stærk	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	åh ja, selvfølgelig!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	er meget stærk	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	bestemt er den stærk	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	er også dyrt	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	den dyreste af alle	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	billigt men stærkt	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	har ondt af og er medlidende (værd at være ked af det)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	jeg vil desværre ikke købe	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	er en uheldig ting	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	han købte en ny bil	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	fordi jeg ikke har penge	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	min gamle bil	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	den billigste af alle	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Jeg kører derhen	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	vil stadig køre med den	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	hele dagen lang	all day long	grupo	alternativoj	prononco
level	dum li diris tion	mens han sagde det	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	han så på hende igen	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	men sælgeren sagde	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	det ville være bedre at ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	se på denne dame	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	det er også meget dyrt	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Jeg er hendes mand	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	hvor meget kostede din rejse?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	lyt til din kones sang	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	glem ikke at det koster meget	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	han hjalp sælgeren i to timer	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	i mere end tre år	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	dække, dække, afdække (opdage)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	årsagen har han endnu ikke opdaget	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	hvorfor begyndte du at sende breve?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	i otte måneder boede han der	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	havde ikke tid til at lytte	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	bilen var allerede fuld	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	hvad spiser du	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	hvordan er vejret?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	hvad er det for en bil du har?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	hvordan var hendes breve?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	hvor er vi?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	hvor skal du hen?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	hvem gav du det til?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	manden, som du rejste med	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	større end bilen	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	den højeste af disse mennesker	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	han sad til middag	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	hun skriver, mens han læser	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	her i dette rum	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	denne herre	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	en nyhed der er værd at lytte til	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	bogen er virkelig værd at læse	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	en uheldig ting	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	det kan jeg desværre ikke	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	det var så lidt. det var min fornøjelse	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	lille smuk pige er meget smuk	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	alle venner elsker hende	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	for tre måneder siden	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	noget slemt skete med hende	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	hun faldt på grund af en bil	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	blev syg og temperaturen steg	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mor sagde hun skulle hvile sig	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	hun skal blive hjemme	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	hun vil ringe til en læge	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	klokken ni	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	om morgenen kom klokken otte	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	klokken syv i morgen aften	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	viste sine hænder	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	kjole, bliver klædt på	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	tag tøj på og varm din krop	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	hjemme straks klædt af og badet	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	en læge kiggede på alt	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	kiggede grundigt og sagde til sidst	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	blive hjemme i en uge	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	vil have dig til at være rolig	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	efter en uge	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	du vil føle dig bedre	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	drik masser af te	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	vil komme for at se dig igen	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	lad ham også være rolig	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	sund mand, sund person	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	tog sig af sig selv	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	det hele var nyttigt for mig på én gang	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	bemærket, at den forfærdelige ting er nær	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	bedt om at bemærke det med det samme	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	mente det ikke var nødvendigt	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	boede i nærheden, og det var nyttigt	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	vores land blev rædselsslagen i dag	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	kære børn fra alle familier	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	en gang i går, to gange i morgen	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	i dag har familier brug for børn	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	håbede han ville have det godt i morgen	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	han følte sig (har været) meget rolig	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	tre små rejste bjerget	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	vigtige mennesker bad ikke om hjælp	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	gik der for at hjælpe	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	bliv hjemme, hvis temperaturen er høj	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperaturen forblev den samme i dag	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	ringe til lægen klokken ni	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	vis det til din læge	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	at vise din fod	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	bære denne skjorte	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	i weekenden vil alt falde til ro	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	hvad fandt du under tekoppen?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Jeg vil have morgen te	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	håbede på en rolig aften	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	ønsker, at du lærer	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	insisterede på, at jeg gik	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	på hvilket tidspunkt?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	klokken seks kommer han	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	librettoen var charmerende	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	Vær stille	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	lad ham være stille	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	også han	he too	grupo	alternativoj	prononco
level	mi deziras	jeg vil (ønske)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Jeg ønsker (ønsker) at ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	at du lærer	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Jeg vil have dig til at lære	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	insisterer far	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	far insisterer på, at ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	at jeg går	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	far insisterer på, at jeg går	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	på hvilket tidspunkt	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	hvad tid kommer du?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	klokken fem (kl.)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	klokken fem	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	hvordan har han det?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	hvordan har du haft det på det sidste?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	små bøger er smukke	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	et hæfte, smukke bøger	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	smuk, lidt smuk, meget smuk	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	varm, lunken, meget varm	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	en stor bog, et hæfte	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	godt, godt, godt	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	rig, bliv rig, en rig person	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	rolig, at berolige, rolig	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	sund, at blive helbredt, blev helbredt	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	en mand, ægteskab, gift	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	et brevpostbud	a letter postman	grupo	alternativoj	prononco
level	hejmlando	et hjemland	a homeland	grupo	alternativoj	prononco
level	iom, iomete	noget, lidt	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	vi havde en god middag	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	forhåbentlig, pas på dig selv	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Jeg bekymrede mig om boliger af høj kvalitet	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	tænk to gange, mange gange	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	hvem tog hæftet ned?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	en kat ved navn Cæsar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	en kage som står på bordet	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	spise en kage, der står på bordet	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	blev varm og rødmende	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	en far vil have sit barn til at spise	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	i et lille rum	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	vi bor i ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Jeg blev angst	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	på det tidspunkt, hvor jeg så dig	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	det lagde alle mærke til	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	det faktum, at hun er smuk	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	vil du have det ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	at jeg kan vise dig	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	vil du have mig til at vise?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	min nyeste bog (mål)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	i morgen, hvad vil du?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	spiste morgenmad sent	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	hvornår kommer Mark?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	klokken fem eller otte	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	hvornår lagde du mærke til det ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	hele familien kalder mig en velgører	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	nyttigt for dig	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	var hæftet brugbart?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	hæftet, som jeg sendte	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	om morgenen sov længe	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	da han så solen	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	pludselig sprang han op	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	han var altid tidligt	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	han kommer altid for sent	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	på det tidspunkt, hvor han skal gå	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	at gå i skolen	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	han ved, at ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	han ved det faktum, at ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	det faktum, at læreren hader bier	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	ved, at læreren hader bier	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	ved, at læreren hader det	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	men i dag drak han kaffen	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	han tager hurtigt tøjet på	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	han vil ikke komme for sent	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	meget hurtigt med bøgerne i hånden	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	senere løb han og sprang	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	han løb og sprang	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	langs gaden	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	folkene så på ham	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	kiggede på ham og sagde	looked at him and said	grupo	alternativoj	prononco
