A.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	lasu min sola kaj trankvila	ငါ့ကို တစ်ယောက်တည်း အေးအေးဆေးဆေး ထားလိုက်ပါ။	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	တစ်ထောင်ရှစ်ရာရှစ်ဆယ့်ခုနစ် (၁၈၈၇)၊	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	လက်ဖက်ရည်တစ်ခွက်	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	တစ်ယောက်ယောက်က ရှစ်ခွက်ကို ဆေးကြောတယ်။	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	နှစ်ထောင်ကိုး (၂၀၁၉)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	သူကိုယ်တိုင် ဆေးကြောတယ်။	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	ကိုယ်ခန္ဓာ၊ ကိုယ်ပိုင်ဥစ္စာ	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	စားပွဲပေါ်မှာ ကြောင်က အိပ်နေတယ်။	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	ကြောင်က စားပွဲပေါ်ကို ခုန်ဆင်းသွားတယ်။	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	ခန်းမထဲမှာ၊ ခန်းမထဲကို	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	သူ့လက်ထဲသို့ကျသွားသည်။	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	အလုပ်လုပ်ဖို့၊ အသေးစိတ်လုပ်ဖို့	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	ထိုစာအုပ်အတွက် အသေးစိတ်ဖော်ပြရန်	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	သိတယ်၊ သိချင်တယ်၊ သိချင်စိတ်ရှိတယ်။	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	ဘာသာစကားနှစ်မျိုး၊ ဘာသာစကားနှစ်မျိုး	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	ဘာသာစကားသုံးမျိုး လေ့လာသူအကြောင်း အံ့ဩစရာများ	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	သွားတယ်၊ ပြန်သွားတယ်။	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	ကြောင်များသည် ၎င်းတို့၏ (ကိုယ်ပိုင်) နေအိမ်များသို့ ပြန်လာခဲ့ကြသည်။	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	အိတ်ထဲတွင်၊ အိတ်ထဲသို့	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	သင်၏အိတ်ထဲသို့ထည့်ပါ။	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	ခြေလျင်၊ လမ်းလျှောက်၊ လမ်းလျှောက်	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	ဆယ်ရက်ပတ်လုံး လမ်းလျှောက်ကြ၏။	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	ယူရန်၊ ထုတ်ရန်	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	လှပသောပန်းများ၊ လှပသောပန်းများကိုယူပါ။	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	လှပသောပန်းများကိုသာထုတ်ယူသည်။	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	ဖွင့်သော်လည်း ချက်ချင်းပိတ်သည်။	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	နိုင်ငံတကာအစည်းအဝေးကို ဖွင့်လှစ်ခဲ့သည်။	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	ထုတ်ဝေဖြန့်ချိခဲ့သည်။	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	ထုတ်ဝေသူသည် စာအုပ်နှစ်ဆယ်သုံးအုပ် ထုတ်ဝေခဲ့သည်။	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	ပြန်လာ၍ ကိုယ့်သားကို ပြန်တွေ့၏။	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	နှစ်ထောင်နှစ်ဆယ့်သုံး (၂၀၂၃)၊	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	အမျိုးကောင်းသားတစ်ယောက်သည် ဆိုင်ထဲသို့ ၀င်လာသည်။	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	ကားအရောင်းဆိုင်	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	အဲဒီမှာ မိန်းမတယောက်ကိုတွေ့တယ်။	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	ချစ်လှစွာသောဂုဏ်သရေရှိလူကြီးမင်းများ	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	သဘောကျတယ် (အဲဒါကို သဘောကျတယ်)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	မိန်းမက သဘောကျတယ် (မိန်းမကို သဘောကျတယ်)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	လှပသောအမျိုးသမီးကိုတွေ့လိုက်ရသည်။	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	အဘယ်သူနှစ်သက်သနည်း။ (ဘယ်သူ့ကိုကြိုက်လဲ?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	ငါ့ကိုနှစ်သက်သောမိန်းမ၊	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	အိမ်ထဲသို့ဝင်သောသူ၊	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	လှူသောသူ၊	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	သူ့မိန်းမအား လက်စွပ်တစ်ကွင်းပေး၏။	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	သူမလက်စွပ်ကိုကြိုက်တယ်။	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	လက်စွပ်ကြိုက်တဲ့ ဇနီး	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	အရောင်းသမားတစ်ဦးသည် စတိုးဆိုင်တွင် အလုပ်လုပ်သည်။	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	ကားအရောင်းသမား	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	လူကြီးက အရောင်းသမားကို မေးတယ်။	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	ဘယ်ကားကြိုက်လဲ	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	ဘယ်ကားကို ရွေးမလဲ။	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	အဲဒီကားကို ကျွန်တော် ရွေးလိုက်တယ်။	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	ပိုကောင်းပါတယ်။	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	ဒီထက်ကောင်းတယ်။	better than this	grupo	alternativoj	prononco
level	plej bona el ili	သူတို့ထဲက အကောင်းဆုံး	best of them	grupo	alternativoj	prononco
level	estas la plej bona	အကောင်းဆုံးဖြစ်သည်။	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	ဘယ်ကားက အကောင်းဆုံးလဲ	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	ဒီကားက ပိုကောင်းပါတယ်။	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	ဒါက အကောင်းဆုံးပါ။	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	ကားတွေအကုန်မြင်တယ်။	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	အားလုံး၏အကောင်းဆုံး	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	မြန်သလား	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	သူများတွေထက် ပိုမြန်တယ်။	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	အားကောင်းသည်။	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ဟုတ်ပါတယ်၊ ဟုတ်ပါတယ်။	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	အလွန်အားကောင်းသည်။	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	သေချာတာကတော့ ခိုင်မာတယ်။	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	ဈေးလည်းကြီးတယ်။	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	အားလုံးထဲမှာစျေးအကြီးဆုံး	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	စျေးပေါသော်လည်းအားကောင်း	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	သနားတယ် သနားတယ် (ဝမ်းနည်းရကျိုးနပ်ပါတယ်)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	ကံမကောင်းစွာပဲ ငါဝယ်မှာမဟုတ်ဘူး။	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	ကံမကောင်းတဲ့အရာတစ်ခုပါ။	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	ကားအသစ်တစ်စီးဝယ်ခဲ့တယ်။	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ငါ့မှာ ပိုက်ဆံမရှိလို့	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	ငါ့ကားဟောင်း	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	အားလုံး၏စျေးအသက်သာဆုံး	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	ဟိုမှာ မောင်းလိုက်မယ်။	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	သူနဲ့ အတူ မောင်းနေလိမ့်မယ်။	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	တစ်နေ့လုံး	all day long	grupo	alternativoj	prononco
level	dum li diris tion	ထိုသို့ပြောနေစဉ်	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	သူက သူမကို ပြန်ကြည့်တယ်။	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ဒါပေမယ့် အရောင်းသမားက ပြောပါတယ်။	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	~ ပိုကောင်းလိမ့်မယ်။	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	ဒီမိန်းမကိုကြည့်	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	အဲဒါလည်း အရမ်းစျေးကြီးတယ်။	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	ငါက သူ့ခင်ပွန်း	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	မင်းခရီးစရိတ်ဘယ်လောက်ကုန်လဲ။	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	သင့်ဇနီးရဲ့သီချင်းကို နားထောင်ပါ။	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	အများကြီးကုန်ကျတယ်ဆိုတာ မမေ့ပါနဲ့။	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	သူက အရောင်းသမားကို နှစ်နာရီကြာ ကူညီခဲ့တယ်။	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	သုံးနှစ်ကျော်ပြီ။	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	ဖုံးကွယ်၊ ဖုံးကွယ်၊ ဖုံးကွယ် (ဖော်ထုတ်)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	အကြောင်းရင်းကို သူ မဖော်ထုတ်သေးပါ။	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	မင်းဘာလို့ စာတွေပို့တာလဲ။	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	ထိုအရပ်၌ ရှစ်လနေ၏။	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	နားထောင်ဖို့ အချိန်မရှိခဲ့ဘူး။	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	ကားက ပြည့်နေပြီ။	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	မင်းဘာစားနေတာလဲ	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	ရာသီဥတုကဘယ်လိုနေပါလဲ?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	မင်းမှာ ဘယ်လိုကားမျိုးရှိလဲ။	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	သူ့စာတွေက ဘယ်လိုလဲ။	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	ငါတို့ဘယ်ရောက်နေလဲ?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	မင်းဘယ်သွားမလို့လဲ	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	ဘယ်သူ့ကို ပေးလိုက်တာလဲ။	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	သင်နှင့်အတူ ခရီးသွားသောသူ၊	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	ကားထက်ကြီးတယ်။	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	အဲဒီလူတွေထဲမှာ အမြင့်ဆုံးပဲ။	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	ညစာစားပွဲမှာထိုင်တယ်။	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	သူဖတ်နေရင်းနဲ့ သူရေးတယ်။	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	ဒီမှာ၊ ဒီအခန်းထဲမှာ	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	ဒီလူကြီး	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	နားထောင်ရကျိုးနပ်တဲ့သတင်းပါ။	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	စာအုပ်က တကယ်ဖတ်ရတာ တန်တယ်။	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	ကံမကောင်းတဲ့အရာတစ်ခု	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	ကံမကောင်းစွာပဲ၊ ငါမလုပ်နိုင်ဘူး။	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	ရပါတယ်။ ငါပျော်တယ်။	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	ကောင်မလေးက အရမ်းလှတယ်။	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	သူငယ်ချင်းများအားလုံး သူမကို ချစ်ကြသည်။	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	လွန်ခဲ့သောသုံးလ	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	သူမအတွက် မကောင်းမှုတစ်ခု ဖြစ်ခဲ့သည်။	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	ကားကြောင့် လဲကျသွားတယ်။	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	ဖျားပြီး အပူချိန်တက်လာသည်။	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	အနားယူသင့်တယ်လို့ အမေက ပြောပါတယ်။	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	သူမအိမ်မှာနေရမယ်။	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	သူမဆရာဝန်ခေါ်လိမ့်မယ်။	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	ကိုးနာရီ	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	မနက် ရှစ်နာရီမှာ ရောက်လာတယ်။	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	မနက်ဖြန်ခုနစ်ညနေတွင်	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	သူ့လက်ကိုပြတယ်။	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	အဝတ်အစားလဲ ဝတ်လာပြီ။	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	ဝတ်ဆင်ပြီး သင့်ခန္ဓာကိုယ်ကို နွေးထွေးစေပါ။	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	အိမ်ပြန်ရောက်တော့ ချက်ချင်းပဲ အ၀တ်လျှော်ပြီး ရေချိုးလိုက်တယ်။	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	ဆရာဝန်က အရာအားလုံးကို ကြည့်တယ်။	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	စေ့စေ့စပ်စပ်ကြည့်ကာ နောက်ဆုံးပြောလိုက်သည်။	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	အိမ်မှာ တစ်ပတ်လောက်နေပါ။	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	အေးအေးဆေးဆေး နေစေချင်တယ်။	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	တစ်ပတ်ပြီးနောက်	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	ပိုကောင်းခံစားရလိမ့်မယ်။	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	လက်ဖက်ရည်များများသောက်ပါ။	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	မင်းကို ပြန်တွေ့လိမ့်မယ်။	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	ငြိမ်ငြိမ်နေပါစေ။	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	ကျန်းမာသောသူ၊ ကျန်းမာသောလူ	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	ကိုယ့်ကိုယ်ကို ဂရုစိုက်ခဲ့တယ်။	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	အရာအားလုံးက ငါ့အတွက် တစ်ပြိုင်နက် အသုံးဝင်တယ်။	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	ကြောက်စရာကောင်းသော အရာသည် နီးလာသည်ကို သတိပြုမိသည်။	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	အဲဒါကို ချက်ချင်း သတိထားမိဖို့ တောင်းဆိုတယ်။	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	မလိုအပ်ဘူးလို့ ထင်ပါတယ်။	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	အနီးနားတွင် နေထိုင်ခဲ့ပြီး ၎င်းသည် အသုံးဝင်သည်။	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	ငါတို့နိုင်ငံဟာ ဒီနေ့ထိ ကြောက်စရာကြီး	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	မိသားစုအားလုံးမှ ချစ်လှစွာသောကလေးများ	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	မနေ့ကတစ်ကြိမ်၊ မနက်ဖြန်နှစ်ကြိမ်	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	ယနေ့ခေတ်တွင် မိသားစုများသည် ကလေးများ လိုအပ်ပါသည်။	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	မနက်ဖြန် သူ နေကောင်းလာမယ်လို့ မျှော်လင့်တယ်။	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	သူ (အရမ်း) ငြိမ်သက်နေတယ်လို့ ခံစားရတယ်။	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	သူငယ်သုံးယောက်သည် တောင်ကို မြှောက်လိုက်၏။	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	အရေးကြီးတဲ့လူတွေက အကူအညီမတောင်းဘူး။	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	အကူအညီပေးဖို့ လျှောက်သွားတယ်။	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	အပူချိန်မြင့်ရင် အိမ်မှာနေပါ။	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	အပူချိန်သည် ယနေ့တွင် တူညီနေခဲ့သည်။	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	ကိုးနာရီတွင် ဆရာဝန်ကို ခေါ်ပါ။	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	သင့်ဆရာဝန်ထံပြသပါ။	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	သင်၏ခြေကိုပြသရန်	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	ဒီအင်္ကျီကိုဝတ်ပါ။	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	သီတင်းကျွတ်မှာ အရာအားလုံး ငြိမ်သက်သွားလိမ့်မယ်။	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	လက်ဖက်ရည်ခွက်အောက်မှာ ဘာကိုတွေ့တာလဲ။	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	မနက် လက်ဖက်ရည်သောက်ချင်တယ်	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	တိတ်ဆိတ်သောညနေခင်းကိုမျှော်လင့်ခဲ့သည်။	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	သင်ယူစေချင်တယ်။	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	သွားခိုင်းတယ်။	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	ဘယ်နာရီလဲ	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	ခြောက်နာရီတွင်လာမည်။	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto သည် ချစ်စရာကောင်းသည်။	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	တိတ်တိတ်နေပါ	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	တိတ်ဆိတ်စွာနေပါစေ။	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	သူလည်း	he too	grupo	alternativoj	prononco
level	mi deziras	လိုချင်တယ် (ဆန္ဒ)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	ဆန္ဒ (ဆန္ဒ) ပါ ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	သင်သင်ယူသောအရာ	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	သင်ယူစေချင်တယ်။	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	အဖေက အခိုင်အမာ	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	ဖေဖေကပြောတယ်~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	ငါသွားမယ်။	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	ဖေဖေက သွားခိုင်းတယ်။	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	ဘယ်နာရီလဲ။	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	မင်းဘယ်အချိန်လာတာလဲ။	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	(၅)နာရီမှာ	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	ငါးနာရီမှာ	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	သူဘယ်လိုနေလဲ	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	မကြာသေးခင်က ဘယ်လိုနေလဲ။	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	စာအုပ်လေးတွေက လှတယ်။	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	စာအုပ်လေးတစ်အုပ်၊ စာအုပ်လှလှလေးတွေ	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	လှတယ်၊ နည်းနည်းလှတယ်၊ အရမ်းလှတယ်။	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	ပူသည်၊ ပူသည်၊ အလွန်ပူသည်။	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	စာအုပ်ကြီးတစ်အုပ်၊ စာအုပ်ငယ်	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	ကောင်းတယ်၊ ကြီးတယ်၊ ကောင်းတယ်။	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	ချမ်းသာ၊ ချမ်းသာ၊ ချမ်းသာသူ	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	အေးဆေး၊ စိတ်တည်ငြိမ်အောင်၊ စိတ်တည်ငြိမ်အောင်ထားပါ။	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	ကျန်းမာ၊ ချမ်းသာ၊ ချမ်းသာ	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	လင်၊ အိမ်ထောင်၊ အိမ်ထောင်	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	စာပို့သမား	a letter postman	grupo	alternativoj	prononco
level	hejmlando	မွေးရပ်မြေ	a homeland	grupo	alternativoj	prononco
level	iom, iomete	အနည်းငယ်	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	ညစာကောင်းကောင်းစားခဲ့တယ်။	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	မျှော်လင့်ပါတယ်, သင့်ကိုယ်သင်ဂရုစိုက်ပါ။	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	အရည်အသွေးမြင့်အိမ်ရာတွေကို ကျွန်တော် ဂရုစိုက်ခဲ့တယ်။	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	နှစ်ကြိမ်၊ အကြိမ်များစွာ စဉ်းစားပါ။	think twice, many times	grupo	alternativoj	prononco
