A.pl content.tsv
Level	Esperanto	pl	en-us	Grupo	Alternativoj	Pronoco
level	antaŭ aŭ malantaŭ?	z przodu czy z tyłu?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	Przed lub po?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	tam za drzwiami	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	inni, inni ludzie	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	listy od innych	letters from others	grupo	alternativoj	prononco
level	falis el la mano	wypadł z ręki	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	na stole, na stole	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	spadło na stół	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	poprosił o przebaczenie	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	szukał pięciu książek	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	Przepraszam, szukałem mojej książki.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	ale dobrze wiesz	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	nie ma na moim stole	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	twoich książek nie ma na moim stole	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	znowu dał, wrócił	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	zwróć mi ten list	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	otrzymał dobrą lekcję	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	dalej myte, jadłem więcej	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	nie będę już czytać	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Ja również otrzymałem	I also received	grupo	alternativoj	prononco
level	devas fermi	musi zamknąć	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Muszę dobrze zamknąć	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	szczelnie zamknął drzwi	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	uspokój się, uspokój się	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	słyszałem, ale nie słuchałem	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	usłyszał spokojny dźwięk	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	u mnie są 4 kieszenie	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	dziesięć dni po ostatniej lekcji	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	pomiędzy dwoma stołami	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	trzy listy, sześć artykułów	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	Od głowy do stopy	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	cztery, czwarta, kwartet, ćwiartka	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	dokąd poszła cała trójka	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	pięć palców w obu rękach	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	samemu, z własnej kieszeni	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	złożyć, złożyć, związek	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	włożyć do własnej kieszeni	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	dwieście narodów świata	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	wziął, zabrał	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	wziął siedem ze swoich dziewięciu książek	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	odejść, opuszczony	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	zostaw mnie w spokoju i spokoju	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tysiąc osiemset osiemdziesiąt siedem (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	filiżanka herbaty	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	ktoś umył osiem filiżanek	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	dwa tysiące dziewiętnaście (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	umył się	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	własne ciało, własna własność	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	na stole kot spał	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	kot wskoczył na stół	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	w przedpokoju, do przedpokoju	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	wpadł mu w rękę	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	pracować, opracowywać	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	opracować dla tej książki	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	wie, chce wiedzieć, ciekawość	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	dwujęzyczność, dwujęzyczność	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	zastanawia się nad trójjęzycznym uczniem	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	poszedł, wrócił	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	koty wróciły do swoich (własnych) domów	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	w torbie, do torby	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	włóż go do torby	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	stopa, spacery, pieszy	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	przez dziesięć dni szli	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	zabrać, wyjąć	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	piękne kwiaty, wzięłam piękne kwiaty	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	wyjął tylko piękne kwiaty	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	otwarte, ale natychmiast zamknięte	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	otworzył międzynarodowe spotkanie	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	publikowane i rozpowszechniane	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	wydawca opublikował dwadzieścia trzy książki	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	wrócił i znowu zobaczył własnego syna	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	w roku dwa tysiące dwudziestym trzecim (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	do sklepu wszedł (do) pan	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	sklep z samochodami	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	tam widzi damę	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	drogie panie i panowie	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	to mnie zadowoliło (lubię to)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	dama go zadowoliła (lubił tę panią)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	zobaczyłem piękną panią	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	kto go zadowolił? (kogo lubił?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	kobieta, która mnie zadowoliła	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	ten, który wszedł do domu	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	człowiek, który to podarował	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	dał pierścionek swojej żonie	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	spodobał jej się ten pierścionek	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	żonie, której spodobał się pierścionek	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	sprzedawca pracuje w sklepie	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	sprzedawca samochodów	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	pan zapytał sprzedawcę	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	jakie auto lubisz?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	jakie auto wybierzesz?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Wybrałem ten samochód	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	to jest lepsze	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	lepszy niż ten	better than this	grupo	alternativoj	prononco
level	plej bona el ili	najlepszy z nich	best of them	grupo	alternativoj	prononco
level	estas la plej bona	jest najlepszy	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	który samochód jest najlepszy?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	to auto jest lepsze	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	ten jest najlepszy	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	widział wszystkie samochody	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	najlepsze ze wszystkich	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	czy jest szybki?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	szybciej niż inni	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	jest również silny	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	Oh tak, oczywiście!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	jest bardzo silny	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	z pewnością jest mocny	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	jest również drogie	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	najdroższy ze wszystkich	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	tani, ale mocny	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	jest mu przykro i jest mu przykro (warto współczuć)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	niestety nie kupię	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	jest rzeczą niefortunną	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	kupił nowy samochód	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ponieważ nie mam pieniędzy	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	mój stary samochód	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	najtańszy ze wszystkich	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Pojadę tam	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	nadal będzie z nim jeździć	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	cały dzień	all day long	grupo	alternativoj	prononco
level	dum li diris tion	podczas gdy on to mówił	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	znów na nią spojrzał	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	ale sprzedawca powiedział	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	byłoby lepiej, gdyby ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	spójrz na tę panią	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	to też jest bardzo drogie	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Jestem jej mężem	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	ile kosztowała Twoja podróż?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	posłuchaj piosenki swojej żony	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	nie zapominaj, że to dużo kosztuje	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	pomagał sprzedawcy przez dwie godziny	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	od ponad trzech lat	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	zakrywać, zakrywać, odkrywać (odkrywać)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	powód, którego jeszcze nie odkrył	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	dlaczego zacząłeś wysyłać listy?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	mieszkał tam przez osiem miesięcy	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	nie miałem czasu słuchać	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	samochód był już pełny	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	co jesz	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	jaka jest pogoda?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	jaki masz samochód?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	jak wyglądały jej listy?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	gdzie jesteśmy?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	dokąd idziesz?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	komu to dałeś?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	mężczyzna, z którym podróżowałaś	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	większy od samochodu	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	najwyższy z tych ludzi	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	siedział przy obiedzie	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	ona pisze, podczas gdy on czyta	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	tutaj, w tym pokoju	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	ten pan	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	wiadomość, której warto posłuchać	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	książkę naprawdę warto przeczytać	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	niefortunna rzecz	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	niestety nie mogę	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Zapraszamy. cała przyjemność po mojej stronie	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	mała ładna dziewczyna jest bardzo piękna	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	wszyscy przyjaciele ją kochają	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	trzy miesiące temu	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	przydarzyło jej się coś złego	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	upadła pod samochód	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	zachorował i temperatura wzrosła	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mama powiedziała, że powinna odpocząć	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	ona musi zostać w domu	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	ona wezwie lekarza	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	o dziewiątej	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	rano przyszedł o ósmej	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	o siódmej jutro wieczorem	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	pokazał ręce	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	ubierać się, ubierać się	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	ubierz się i rozgrzej ciało	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	w domu natychmiast się rozebrałem i wziąłem prysznic	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	lekarz wszystko zbadał	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	przejrzał dokładnie i w końcu powiedział	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	zostań w domu przez tydzień	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	chce, żebyś był spokojny	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	po tygodniu	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	poczujesz się lepiej	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	pić dużo herbaty	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	przyjdę cię znowu zobaczyć	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	niech też będzie spokojny	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	zdrowy człowiek, zdrowy człowiek	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	zadbał o siebie	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	cała sprawa od razu mi się przydała	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	zauważyłem, że coś strasznego jest blisko	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	poprosił, aby natychmiast to zauważyć	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	uważał, że to nie jest konieczne	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	mieszkał w pobliżu i to było przydatne	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	nasz kraj stał się dziś przerażony	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	drogie dzieci ze wszystkich rodzin	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	raz wczoraj, dwa razy jutro	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	dziś rodziny potrzebują dzieci	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	miał nadzieję, że jutro będzie zdrowy	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	czuł się (był) bardzo spokojny	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	troje maluchów podniosło górę	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	ważne osoby nie prosiły o pomoc	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	poszedł tam, żeby pomóc	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	zostań w domu, jeśli temperatura jest wysoka	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperatura pozostała dzisiaj na podobnym poziomie	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	zadzwoń do lekarza o dziewiątej	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	pokaż to swojemu lekarzowi	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	żeby pokazać nogę	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	załóż tę koszulę	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	w weekend wszystko się uspokoi	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	co znalazłeś pod filiżanką herbaty?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Chcę poranną herbatę	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	liczyłem na spokojny wieczór	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	chce, żebyś się uczył	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	nalegał, żebym poszedł	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	o jakiej godzinie?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	o szóstej przyjdzie	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto było urocze	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	bądź cicho	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	niech będzie cicho	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	on też	he too	grupo	alternativoj	prononco
level	mi deziras	Chcę (pragnienie)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Życzę (pragniem) tego ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	że się uczysz	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Chcę, żebyś się uczył	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	nalega ojciec	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	ojciec nalega, aby ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	że idę	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	ojciec nalega, żebym pojechał	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	o jakiej godzinie	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	o której godzinie przychodzisz?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	o piątej godzinie)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	o piątej godzinie	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	jak on sobie radzi?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	jak się masz ostatnio?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	małe książeczki są piękne	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	książeczka, piękne książki	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	piękna, trochę ładna, bardzo piękna	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	ciepły, letni, bardzo gorący	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	duża książka, książeczka	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	dobrze, świetnie, cóż	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	bogaty, stać się bogatym, bogatą osobą	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	uspokój się, uspokój się, uspokój się	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	zdrowy, aby zostać uzdrowionym, został uzdrowiony	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	mąż, małżeństwo, żonaty	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	listonosz	a letter postman	grupo	alternativoj	prononco
level	hejmlando	ojczyzna	a homeland	grupo	alternativoj	prononco
level	iom, iomete	trochę, trochę	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	mieliśmy wspaniały obiad	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	mam nadzieję, uważaj na siebie	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Dbałem o wysoką jakość obudowy	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	pomyśl dwa razy, wiele razy	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	kto zdjął broszurę?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	kot o imieniu Cezar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	ciasto, które jest na stole	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	zjedz ciasto, które jest na stole	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	zrobiło się gorąco i zarumieniło się	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	ojciec chce, żeby jego dziecko jadło	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	w małym pokoju	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	mieszkamy w ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Stałem się niespokojny	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	w tym momencie, kiedy cię zobaczyłem	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	wszyscy to zauważyli	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	fakt, że jest piękna	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	chcesz tego ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	abym mógł ci pokazać	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	chcesz, żebym pokazał?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	moja najnowsza książka (cel)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	jutro rano, czego chcesz?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	zjadłem śniadanie późno	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	kiedy przyjedzie Marek?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	o piątej lub ósmej	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	kiedy to zauważyłeś ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	cała rodzina nazywa mnie dobroczyńcą	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	przydatne dla Ciebie	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	czy broszura była przydatna?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	broszurę, którą wysłałem	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	rano spałem długo	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	kiedy zobaczył słońce	when he saw the sun	grupo	alternativoj	prononco
