C.zh-cn content.tsv
Level	Esperanto	zh-cn	en-us	Grupo	Alternativoj	Pronoco
level	metalo	金属，金属	metal, a metal	grupo	alternativoj	prononco
level	streĉi	伸展，收紧	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	品尝，品尝	to taste, to sample	grupo	alternativoj	prononco
level	atenti	照顾、留意、提防	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	打印	to print	grupo	alternativoj	prononco
level	tabulo	一块木板，一块木板，一块平板电脑	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	完全地、完全地、完全地	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	一系列	a series	grupo	alternativoj	prononco
level	universitato	一所大学	a university	grupo	alternativoj	prononco
level	situacio	情况、情况、条件	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	一对，一对	a pair, a couple	grupo	alternativoj	prononco
level	metio	工艺品，手工艺	craft, handicraft	grupo	alternativoj	prononco
level	meblo	一件家具	a piece of furniture	grupo	alternativoj	prononco
level	oleo	油，一种油	oil, an oil	grupo	alternativoj	prononco
level	scivola	好奇的，好奇的	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	不是吗？不是吗？	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	必要的，绝对必要的	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	能够，能够	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	储物柜、橱柜、壁橱、餐边柜	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	每，按照，按	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	一名董事、一名经理	a director, a manager	grupo	alternativoj	prononco
level	ve!	唉!	Alas!	grupo	alternativoj	prononco
level	eviti	避免，回避	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	拥有，拥有	to possess, to own	grupo	alternativoj	prononco
level	rubriko	标题、部分、标题、栏	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	犯罪	a crime	grupo	alternativoj	prononco
level	akiri	获得，获得，获得，得到	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	弄乱, 搞砸, 搞砸, 搞砸	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	一个女人	a woman	grupo	alternativoj	prononco
level	viŝi	擦除，删除，ti 擦掉	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	在旁边	at the side	grupo	alternativoj	prononco
level	oferti	提议, 出价, 提出要约, 提供	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	一只苍蝇（昆虫）	a fly (insect)	grupo	alternativoj	prononco
level	subite	突然，突然	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	一面镜子，一面镜子	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	合适的	suitable	grupo	alternativoj	prononco
level	neniel	决不、决不、一点也不	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	个人的	personal	grupo	alternativoj	prononco
level	rado	一个轮子	a wheel	grupo	alternativoj	prononco
level	najbaro	一个邻居	a neighbor	grupo	alternativoj	prononco
level	tremi	颤抖，颤抖，颤抖	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	家庭房、客厅	a family room, a living room	grupo	alternativoj	prononco
level	poto	一个锅，一个壶	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	花费、经过	to spend, to pass	grupo	alternativoj	prononco
level	akompani	陪	to accompany	grupo	alternativoj	prononco
level	noto	注释、（学校）成绩、分数	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	一根眉毛	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	儿童房	a child room	grupo	alternativoj	prononco
level	vigla	动画、轻快	animated, brisk	grupo	alternativoj	prononco
level	simio	一只猴子	a monkey	grupo	alternativoj	prononco
level	pilko	一个球	a ball	grupo	alternativoj	prononco
level	konscii	意识到，意识到	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	荣誉，荣誉	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	就职典礼，就职典礼	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	一个宝宝	a baby	grupo	alternativoj	prononco
level	rajti	被允许、有权	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	有食欲	an appetite	grupo	alternativoj	prononco
level	klubo	一个俱乐部，一个社团	a club, a society	grupo	alternativoj	prononco
level	soifi	渴了，渴了	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	一个鼠标	a mouse	grupo	alternativoj	prononco
level	nevo	一个侄子	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	晚餐，晚餐，晚餐	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	在早晨	in the morning	grupo	alternativoj	prononco
level	trompi	欺骗，欺骗	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	农场，租赁农场	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	数字、数字、密码、数字	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	诚实的	honest	grupo	alternativoj	prononco
level	tagmezo	中午，中午	noon, midday	grupo	alternativoj	prononco
level	romano	一本小说	a novel	grupo	alternativoj	prononco
level	rato	一只老鼠	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	中午之前（早上）	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	挖、挖、铲	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	一个坑，一个柱子	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	下午	in the afternoon	grupo	alternativoj	prononco
level	fiera	自豪的	proud	grupo	alternativoj	prononco
level	bari	阻止，阻止	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	打哈欠	to yawn	grupo	alternativoj	prononco
level	poento	一分、一跑	a point, a run	grupo	alternativoj	prononco
level	minaci	威吓、威胁、恐吓、恐吓	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	武器，军械库	arms, armory	grupo	alternativoj	prononco
level	parenco	亲属, 亲戚, 亲属	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	收获，收获，收获	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	淋浴，淋浴	shower, a shower	grupo	alternativoj	prononco
level	mueli	研磨	to grind	grupo	alternativoj	prononco
level	fabelo	童话故事，睡前故事	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	公开的，向公众开放的	public, open to public	grupo	alternativoj	prononco
level	baro	障碍，阻碍	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	一个肘部	an elbow	grupo	alternativoj	prononco
level	flughaveno	一个机场	an airport	grupo	alternativoj	prononco
level	spico	一种香料	a spice	grupo	alternativoj	prononco
level	kubo	一个立方体，一个骰子	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	一个十字路口，一个十字路口	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	（于）昨晚	(at) last night	grupo	alternativoj	prononco
level	pafi	射击，开火	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	审批	to approve	grupo	alternativoj	prononco
level	kutime	通常，通常	ordinarily, usually	grupo	alternativoj	prononco
level	reala	真实的	real	grupo	alternativoj	prononco
level	kolekti	去收集	to collect	grupo	alternativoj	prononco
level	okulvitroj	眼镜，眼镜，眼镜	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	角色，角色，一部分	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	拒绝	to refuse	grupo	alternativoj	prononco
level	riproĉi	斥责、斥责、斥责、斥责	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	发票，账单	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	一朵向日葵	a sun-flower	grupo	alternativoj	prononco
level	peli	推动、驱动、追逐、推动	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	衬衫	a blouse	grupo	alternativoj	prononco
level	ĉial	出于各种原因	for every reason	grupo	alternativoj	prononco
level	pluvi	下雨	to rain	grupo	alternativoj	prononco
level	deserto	一份甜点，一份餐后	a dessert, an afters	grupo	alternativoj	prononco
level	regno	一个王国，一个领域	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	令人遗憾的, 令人遗憾的	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	没有任何理由，没有任何理由	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	宽容，纵容	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	一名cicerone、一名导游、一名讲解员	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	一个水龙头，一个水龙头	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	主持	to preside over	grupo	alternativoj	prononco
level	najbara	邻接	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	一个十字路口	a crossway	grupo	alternativoj	prononco
level	polvo	尘埃，一粒尘埃	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	一章，一章	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	一个广告	an advertisement	grupo	alternativoj	prononco
level	pia	虔诚的	pious	grupo	alternativoj	prononco
level	lastjare	去年	last year	grupo	alternativoj	prononco
level	vojmontrilo	一个地标，一个路标	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	地窖，地下室	a cellar, a basement	grupo	alternativoj	prononco
level	firma	坚定、稳定	firm, stable	grupo	alternativoj	prononco
level	eks-	<字首>前任、前任	<prefix> ex-, former	grupo	alternativoj	prononco
level	kilogramo	一公斤	a kilogram	grupo	alternativoj	prononco
level	frago	一个草莓	a strawberry	grupo	alternativoj	prononco
level	pato	煎锅	a frying pan	grupo	alternativoj	prononco
level	delikata	细腻、敏感	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	追赶、追求、狩猎	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	说实话	to tell the truth	grupo	alternativoj	prononco
level	pra-	时间上的遥远、史前、前、伟大-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	成熟的，成熟的	mature, ripe	grupo	alternativoj	prononco
level	kulerego	水桶，一个大勺子	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	做人，做事	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	确实、真正、确实	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	<字首>误-	<prefix> mis-	grupo	alternativoj	prononco
level	kvieta	安静，平静	quiet, calm	grupo	alternativoj	prononco
level	funkcii	发挥作用，运作，工作	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	适当的，合适的	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	游客	a tourist	grupo	alternativoj	prononco
level	honti	感到羞耻	to be ashamed	grupo	alternativoj	prononco
level	averti	警告，警告	to warn, to caution	grupo	alternativoj	prononco
level	turismo	旅游	tourism	grupo	alternativoj	prononco
level	stumpo	一个树桩，一个屁股（香烟）	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	小费（奖金），小费	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	病人	patient	grupo	alternativoj	prononco
level	mieno	（面部）表情	a (facial) expression	grupo	alternativoj	prononco
level	pensio	养老金，年金	pension, annuity	grupo	alternativoj	prononco
level	princo	一个王子	a prince	grupo	alternativoj	prononco
level	sorto	命运、命运、财富	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	<词尾>义务	<suffix> obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	长丝袜	long stockings	grupo	alternativoj	prononco
level	barbo	胡须	beard	grupo	alternativoj	prononco
level	-ing-	<词尾>长支架、插座	<suffix> long holder, socket	grupo	alternativoj	prononco
level	bongusta	好吃，味道好	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	照顾、护理	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	<词尾>女性宠物名	<suffix> female pet name	grupo	alternativoj	prononco
level	-ĉjo	<词尾>男性宠物名	<suffix> male pet name	grupo	alternativoj	prononco
level	plugi	犁地、耕地、耕地	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	一封情书	a loveletter	grupo	alternativoj	prononco
level	glaso da	一杯	a glass of	grupo	alternativoj	prononco
level	valo	一个山谷	a valley	grupo	alternativoj	prononco
level	taso da	一杯	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	负担，负担，负担	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	自助餐	a buffet	grupo	alternativoj	prononco
level	avino	一位祖母	a grandmother	grupo	alternativoj	prononco
level	guto	一滴，一滴	a drop, a drip	grupo	alternativoj	prononco
level	estingi	扑灭，扑灭	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	高兴地	happily	grupo	alternativoj	prononco
level	gorĝo	喉咙	a throat	grupo	alternativoj	prononco
level	serpento	一条蛇	a snake	grupo	alternativoj	prononco
level	klare	清楚地	clearly	grupo	alternativoj	prononco
level	alveni	到达，得到	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	加上	to add	grupo	alternativoj	prononco
level	vesti (sin)	给（自己）穿衣服，穿上	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	一条尾巴	a tail	grupo	alternativoj	prononco
level	alporti	带来，取来	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	大堂（脱衣服）、门厅、前厅	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	号角、汽笛、喇叭	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	贪婪的，多变的	greedy, avarious	grupo	alternativoj	prononco
level	ebla	可能的，能够的	possible, able	grupo	alternativoj	prononco
level	eble	也许，可能，或许	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	去打扫	to sweep	grupo	alternativoj	prononco
level	kompreneble	当然（可以理解）	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	滑行、滑行	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	滑冰（滑冰）	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	汗水，汗水，汗水	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	没有人的，没有人的	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	看起来相似，相似	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	一个壁炉，一个壁炉	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	便携的	portable	grupo	alternativoj	prononco
level	memkomprenebla	显然，当然	evident, of course	grupo	alternativoj	prononco
level	prezidanto	主席、总统	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	一些	several	grupo	alternativoj	prononco
level	kongresnumero	代表大会的注册号	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	（世界语）世界大会	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	聋	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	世界世界语协会	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	安排，使事情井井有条	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	一位成熟的未婚女子，小姐。	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	戒指	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	一艘客船	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	一本国会书	a congress book	grupo	alternativoj	prononco
level	beko	一个喙，一张嘴	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	书店（在国会中）	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	一个书架	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	一个枕头	a pillow	grupo	alternativoj	prononco
level	cindro	灰，煤渣	ash, cinder	grupo	alternativoj	prononco
level	artikolo	一篇文章（杂志、报纸）	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	数数，计数	to number, to count	grupo	alternativoj	prononco
level	duobla	双倍的	double	grupo	alternativoj	prononco
level	duoble	两次，双倍	twice, doubly	grupo	alternativoj	prononco
level	dekobla	十倍的	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	一顶帽子	a cap	grupo	alternativoj	prononco
level	dekoblo	十倍，十倍	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	一盒磁带	a cassette	grupo	alternativoj	prononco
level	dekoble	十倍（很多）	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	耶稣	Jesus	grupo	alternativoj	prononco
level	poluro	抛光，抛光	polish, polishment	grupo	alternativoj	prononco
level	tusi	咳	to cough	grupo	alternativoj	prononco
level	pinglo	针，针	pin, needle	grupo	alternativoj	prononco
level	buĝeto	预算 (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	一半	an half	grupo	alternativoj	prononco
level	subjekto	课程	a subject	grupo	alternativoj	prononco
level	pesi	测量重量，称重	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	每天，每天	every day, daily	grupo	alternativoj	prononco
level	lanterno	一盏灯笼	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	午餐，中午饭	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	导入	to import	grupo	alternativoj	prononco
level	duona	一半（平均）	half(ly)	grupo	alternativoj	prononco
level	dekono	十分之一	a tenth	grupo	alternativoj	prononco
level	skrapi	刮，刮	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	四分之一,四分之一	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	三分之一，三分之一	a third, one third	grupo	alternativoj	prononco
level	pezi	称重（有一定重量）	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	手帕 (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	一条浴巾	a bath towel	grupo	alternativoj	prononco
level	littuko	一张床单	a bed sheet	grupo	alternativoj	prononco
level	terure	可怕地，可怕地	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	四人组，四人组	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	厕所（服装）	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	宽恕、宽恕、赦免	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	浴缸，浴缸，大桶	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	定期拜访，经常拜访	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	去探索，去调查	to explore, to investigate	grupo	alternativoj	prononco
level	regali	款待、款待、招待	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	讨论	to discuss	grupo	alternativoj	prononco
level	propagandi	做宣传，做广告	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	一根缝衣针	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	铲	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	掌声、喝彩	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	饥饿的	hungry	grupo	alternativoj	prononco
level	esprimi	表达	to express	grupo	alternativoj	prononco
level	subtaso	一个碟子	a saucer	grupo	alternativoj	prononco
level	traduko	翻译	a translation	grupo	alternativoj	prononco
level	kopiilo	复印机，复印机	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	供给，库存，供给	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	翻译	to translate	grupo	alternativoj	prononco
level	terglobo	地球仪	the earth globe	grupo	alternativoj	prononco
level	breto	一个架子	a shelf	grupo	alternativoj	prononco
level	sekreti	保守秘密	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	经济，经济	economy, an economy	grupo	alternativoj	prononco
level	evolui	进化	to evolve	grupo	alternativoj	prononco
level	ĉambristo	管家	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	在星期天	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	借出	to lend	grupo	alternativoj	prononco
level	veturado	去兜风	going on a ride	grupo	alternativoj	prononco
level	ĥoro	合唱团，合唱团	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	借用	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	衣服	clothes	grupo	alternativoj	prononco
level	rapide	快点，快点，快点	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	城市的中心	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30岁	30 years old	grupo	alternativoj	prononco
level	tiuokaze	在这种情况下	in that case	grupo	alternativoj	prononco
level	sekigi	变干	to dry	grupo	alternativoj	prononco
level	varmigi	使温暖、保暖、取暖	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	在那个地方	at the place	grupo	alternativoj	prononco
level	supren	向上	upward	grupo	alternativoj	prononco
level	subakvigi	使下沉，使下沉	to sink, to make sink	grupo	alternativoj	prononco
level	foto	一张照片，一张照片	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	一片荒野	a wilderness	grupo	alternativoj	prononco
level	skribotablo	一张写字台	a writing table	grupo	alternativoj	prononco
level	varmiĝi	变得温暖	to become warm	grupo	alternativoj	prononco
level	klarigi	解释，澄清	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	一个无所畏惧的人	a fearless man	grupo	alternativoj	prononco
level	krepusko	一个黄昏，一个黄昏	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	磨损，使人疲倦，造成疲劳	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	无色	colorless	grupo	alternativoj	prononco
level	senbrue	无噪音	without noise	grupo	alternativoj	prononco
level	lernigi	去学习、去教导	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	欠	to owe	grupo	alternativoj	prononco
level	sekreta	秘密	secret	grupo	alternativoj	prononco
level	finigi	结束，结束	to make an end, to finish	grupo	alternativoj	prononco
level	salto	跳跃	a jump	grupo	alternativoj	prononco
level	finiĝi	结束，结束，结束	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	变冷	to become cold	grupo	alternativoj	prononco
level	rideto	一个微笑	a smile	grupo	alternativoj	prononco
level	sidiĝi	坐下	to sit down	grupo	alternativoj	prononco
level	repaciĝo	再次变得平静	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	回馈	to give back	grupo	alternativoj	prononco
level	stariĝi	起来，起来，站起来	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	很快	very quickly	grupo	alternativoj	prononco
level	servo	服务，一项服务	service, a service	grupo	alternativoj	prononco
level	konsideri	考虑	to consider	grupo	alternativoj	prononco
level	promenejo	长廊	a promenade	grupo	alternativoj	prononco
level	komenciĝi	开始，开始	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	美化（更多）	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	使迷路	to make to get lost	grupo	alternativoj	prononco
level	ordigi	使订购	to make ordered	grupo	alternativoj	prononco
level	maristo	水手，水手，海员	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	没意思	not interesting	grupo	alternativoj	prononco
level	naturaĵo	自然的事情	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	成为~	to become ~	grupo	alternativoj	prononco
level	multpieda	多足的	many-footed	grupo	alternativoj	prononco
level	moviĝi	搬走（离开），搬到另一个地方	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	结识（与）	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	明天的	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	检查	to examine	grupo	alternativoj	prononco
level	malŝati	讨厌，不喜欢	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	填满，填满	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	伤心	sad	grupo	alternativoj	prononco
level	frosto	霜冻、霜冻、冰冻、严寒	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	手掌，手掌	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	焦虑的	anxious	grupo	alternativoj	prononco
level	respubliko	一个共和国	a republic	grupo	alternativoj	prononco
level	malseka	湿的	wet	grupo	alternativoj	prononco
level	malsaniĝi	生病	to become ill	grupo	alternativoj	prononco
level	aliĝi	加入	to join	grupo	alternativoj	prononco
level	malplaĉa	不舒服	uncomfortable	grupo	alternativoj	prononco
level	malofte	很少	rarely	grupo	alternativoj	prononco
level	malmulto	很少	few	grupo	alternativoj	prononco
level	rezignigi	迫使辞职，迫使辞职	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	一部电影，一部电影	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	在少数	in few	grupo	alternativoj	prononco
level	terni	打喷嚏	to sneeze	grupo	alternativoj	prononco
level	fermigi	使关闭	to make to close	grupo	alternativoj	prononco
level	malkontentigi	激怒	to annoy	grupo	alternativoj	prononco
level	malfrui	迟到	to be late	grupo	alternativoj	prononco
level	malforta	虚弱的	weak	grupo	alternativoj	prononco
level	fermiĝi	变得封闭，封闭	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	难的	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	酒，酒精饮料	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	界定	to define	grupo	alternativoj	prononco
level	malagrabla	不愉快	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	取代, 代替, 取代	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	一位工人	a worker	grupo	alternativoj	prononco
level	koncerni	要关注	to concern	grupo	alternativoj	prononco
level	sciigi	让知道、告知、分享、通知	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	种植	to plant	grupo	alternativoj	prononco
level	politiko	政策、政治	a policy, politics	grupo	alternativoj	prononco
level	kunporti	带来	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	交朋友（与~）	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	体力	physical strength	grupo	alternativoj	prononco
level	klarigo	一个解释	an explanation	grupo	alternativoj	prononco
level	dividi	划分、分享	to divide, to share	grupo	alternativoj	prononco
level	armi	武装	to arm	grupo	alternativoj	prononco
level	karulino	亲爱的	a darling	grupo	alternativoj	prononco
level	intervidiĝi	看见彼此	to see each other	grupo	alternativoj	prononco
level	instruistino	一位女老师	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	关键	a key	grupo	alternativoj	prononco
level	ideoriĉa	富有想象力的	imaginative	grupo	alternativoj	prononco
level	falsi	伪造、伪造、伪造、伪造	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	鞋	shoes	grupo	alternativoj	prononco
level	homformo	人的一种形式	a form of a person	grupo	alternativoj	prononco
level	scipovi	知道如何	to know how	grupo	alternativoj	prononco
level	haltigi	导致停止	to cause stop	grupo	alternativoj	prononco
level	spezi	进行金钱交易	to transact money	grupo	alternativoj	prononco
level	grandula	巨人的	giant's	grupo	alternativoj	prononco
level	grafino	伯爵夫人	a countess	grupo	alternativoj	prononco
level	supra	上	upper	grupo	alternativoj	prononco
level	gondolisto	贡多拉船夫	a gondolist	grupo	alternativoj	prononco
level	paŭzi	暂停、休息、休息	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	兄弟姐妹	siblings	grupo	alternativoj	prononco
level	sandviĉo	一个三明治	a sandwich	grupo	alternativoj	prononco
level	knedi	混合、揉捏、加工成	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	说错话	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	锻炼、训练、操练、练习	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	在最后	at the end	grupo	alternativoj	prononco
level	verŝajne	可能，显然	probably, apparently	grupo	alternativoj	prononco
level	familiano	一位家庭成员	a family member	grupo	alternativoj	prononco
