C.id content.tsv
Level	Esperanto	id	en-us	Grupo	Alternativoj	Pronoco
level	morgaŭa	besok	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	untuk memeriksa	to examine	grupo	alternativoj	prononco
level	malŝati	membenci, tidak suka	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	untuk mengisi, untuk mengisi	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	sedih	sad	grupo	alternativoj	prononco
level	frosto	beku, beku, beku, dingin sekali	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	telapak tangan, telapak tangan	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	cemas	anxious	grupo	alternativoj	prononco
level	respubliko	sebuah republik	a republic	grupo	alternativoj	prononco
level	malseka	basah	wet	grupo	alternativoj	prononco
level	malsaniĝi	menjadi sakit	to become ill	grupo	alternativoj	prononco
level	aliĝi	bergabung	to join	grupo	alternativoj	prononco
level	malplaĉa	tidak nyaman	uncomfortable	grupo	alternativoj	prononco
level	malofte	jarang	rarely	grupo	alternativoj	prononco
level	malmulto	sedikit	few	grupo	alternativoj	prononco
level	rezignigi	untuk membuat mengundurkan diri, untuk memaksa mengundurkan diri	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	sebuah film, sebuah film	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	dalam beberapa	in few	grupo	alternativoj	prononco
level	terni	bersin	to sneeze	grupo	alternativoj	prononco
level	fermigi	untuk menutup	to make to close	grupo	alternativoj	prononco
level	malkontentigi	mengganggu	to annoy	grupo	alternativoj	prononco
level	malfrui	akan terlambat	to be late	grupo	alternativoj	prononco
level	malforta	lemah	weak	grupo	alternativoj	prononco
level	fermiĝi	menjadi tertutup, menjadi tertutup	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	sulit	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	minuman keras, minuman beralkohol	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	untuk mendefinisikan	to define	grupo	alternativoj	prononco
level	malagrabla	tidak menyenangkan	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	untuk menggantikan, untuk menggantikan, untuk menggantikan	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	seorang pekerja	a worker	grupo	alternativoj	prononco
level	koncerni	menjadi perhatian	to concern	grupo	alternativoj	prononco
level	sciigi	memberi tahu, menginformasikan, berbagi, memberi tahu	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	untuk menanam	to plant	grupo	alternativoj	prononco
level	politiko	sebuah kebijakan, politik	a policy, politics	grupo	alternativoj	prononco
level	kunporti	untuk dibawa serta	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	untuk berteman (dengan ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	kekuatan fisik	physical strength	grupo	alternativoj	prononco
level	klarigo	sebuah penjelasan	an explanation	grupo	alternativoj	prononco
level	dividi	untuk membagi, untuk berbagi	to divide, to share	grupo	alternativoj	prononco
level	armi	untuk mempersenjatai	to arm	grupo	alternativoj	prononco
level	karulino	sayang	a darling	grupo	alternativoj	prononco
level	intervidiĝi	untuk bertemu satu sama lain	to see each other	grupo	alternativoj	prononco
level	instruistino	seorang guru perempuan	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	sebuah kunci	a key	grupo	alternativoj	prononco
level	ideoriĉa	imajinatif	imaginative	grupo	alternativoj	prononco
level	falsi	memalsukan, memalsukan, memalsukan, memalsukan	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	sepatu	shoes	grupo	alternativoj	prononco
level	homformo	suatu bentuk seseorang	a form of a person	grupo	alternativoj	prononco
level	scipovi	untuk mengetahui caranya	to know how	grupo	alternativoj	prononco
level	haltigi	menyebabkan berhenti	to cause stop	grupo	alternativoj	prononco
level	spezi	untuk bertransaksi uang	to transact money	grupo	alternativoj	prononco
level	grandula	milik raksasa	giant's	grupo	alternativoj	prononco
level	grafino	seorang bangsawan	a countess	grupo	alternativoj	prononco
level	supra	atas	upper	grupo	alternativoj	prononco
level	gondolisto	seorang pendayung gondola	a gondolist	grupo	alternativoj	prononco
level	paŭzi	untuk berhenti sejenak, untuk istirahat, untuk beristirahat	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	saudara	siblings	grupo	alternativoj	prononco
level	sandviĉo	Sandwich	a sandwich	grupo	alternativoj	prononco
level	knedi	untuk mencampur, menguleni, mengerjakan	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	untuk berbicara salah	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	untuk berolahraga, untuk melatih, untuk mengebor, untuk berlatih	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	pada akhirnya	at the end	grupo	alternativoj	prononco
level	verŝajne	mungkin, rupanya	probably, apparently	grupo	alternativoj	prononco
level	familiano	anggota keluarga	a family member	grupo	alternativoj	prononco
level	energio	sebuah energi	an energy	grupo	alternativoj	prononco
level	faligi	menyebabkan terjatuh, terlindas	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	suatu peralatan, mesin, perangkat	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	sebuah informasi	an information	grupo	alternativoj	prononco
level	eniri	masuk	to go in	grupo	alternativoj	prononco
level	saluton!	Halo!	hello!	grupo	alternativoj	prononco
level	ekvidi	untuk mulai melihat	to start seeing	grupo	alternativoj	prononco
level	balancilo	ayunan, keseimbangan	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	dalam perjalanan keluar	on the way out	grupo	alternativoj	prononco
level	flugilo	sebuah sayap	a wing	grupo	alternativoj	prononco
level	ekrigardi	untuk mulai mencari	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	seorang pembicara	a speaker	grupo	alternativoj	prononco
level	ekmire	luar biasa	wonderously	grupo	alternativoj	prononco
level	dumtage	di siang hari	at day	grupo	alternativoj	prononco
level	socio	sebuah masyarakat	a society	grupo	alternativoj	prononco
level	doloriga	menyebabkan rasa sakit	causing pain	grupo	alternativoj	prononco
level	laborilo	alat untuk bekerja	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	untuk tersesat	to go astray	grupo	alternativoj	prononco
level	banujo	bak mandi (= bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	poster, postingan, artikel	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	untuk bangun dari tempat tidur, untuk bangun	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	berarti, menandakan, menyiratkan	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	gunting	scissors	grupo	alternativoj	prononco
level	besteto	seekor binatang kecil	a little animal	grupo	alternativoj	prononco
level	pasio	gairah	passion	grupo	alternativoj	prononco
level	bedaŭrinde	Sayangnya	unfortunately	grupo	alternativoj	prononco
level	ekdormi	tertidur	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	berbau tidak sedap	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	sebuah pisau	a knife	grupo	alternativoj	prononco
level	rano	seekor katak	a frog	grupo	alternativoj	prononco
level	arboplena	penuh dengan pepohonan	full of trees	grupo	alternativoj	prononco
level	vespere	di malam hari	in the evening	grupo	alternativoj	prononco
level	temo	sebuah tema, sebuah topik	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	untuk melanjutkan	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	Kalkulator	a calculator	grupo	alternativoj	prononco
level	amikino	pacar	a girl friend	grupo	alternativoj	prononco
level	alilanda	luar negeri	foreign	grupo	alternativoj	prononco
level	kovrilo	penutup, lampu, selimut	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	sebuah menu	a menu	grupo	alternativoj	prononco
level	informilo	sebuah buletin, sebuah pengumuman	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venesia	Venice	grupo	alternativoj	prononco
level	teroro	sebuah teror	a terror	grupo	alternativoj	prononco
level	doĝo	seorang doge, seorang raja muda	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	kuantitas, jumlah	quantity, amount	grupo	alternativoj	prononco
level	batilo	pemukul (untuk memukul)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	kualitas, properti	quality, property	grupo	alternativoj	prononco
level	laŭte	dengan keras, dengan keras	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(suffix) pasif bersyarat	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Natal	Christmas	grupo	alternativoj	prononco
level	vivo	kehidupan	a life	grupo	alternativoj	prononco
level	freneza	gila, gila, gila	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	untuk memecahkan, untuk membubarkan	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	berkaitan dengan	relating to	grupo	alternativoj	prononco
level	fi!	kotoran!	shit!	grupo	alternativoj	prononco
level	rideti	tersenyum	to smile	grupo	alternativoj	prononco
level	temas pri	ini adalah tentang	it is about	grupo	alternativoj	prononco
level	alilande	luar negeri	abroad	grupo	alternativoj	prononco
level	pli-malpli	lebih atau kurang	more or less	grupo	alternativoj	prononco
level	kadro	bingkai, latar, kader	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	kecil, mungil (= malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	dua ribu	two thousands	grupo	alternativoj	prononco
level	ŝtormo	badai	a storm	grupo	alternativoj	prononco
level	elektra	listrik, listrik	electric, electrical	grupo	alternativoj	prononco
level	ducent	dua ratus	two hundreds	grupo	alternativoj	prononco
level	lageto	sebuah kolam	a pond	grupo	alternativoj	prononco
level	tridek	tigapuluh	thirty	grupo	alternativoj	prononco
level	kukurbo	labu, labu	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	dalam keadaan suam-suam kuku	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	sembilan belas	nineteen	grupo	alternativoj	prononco
level	eĥo	sebuah gema	an echo	grupo	alternativoj	prononco
level	ekrano	sebuah layar	a screen	grupo	alternativoj	prononco
level	dek sep	tujuh belas	seventeen	grupo	alternativoj	prononco
level	malvarmeta	Dingin	cool	grupo	alternativoj	prononco
level	dek kvin	limabelas	fifteen	grupo	alternativoj	prononco
level	oratoro	seorang orator, juru bicara, pembicara	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	tas tangan (= mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	tigabelas	thirteen	grupo	alternativoj	prononco
level	kristalo	sebuah kristal	a crystal	grupo	alternativoj	prononco
level	cigaredo	sebatang rokok	a cigarette	grupo	alternativoj	prononco
level	pronomo	sebuah kata ganti	a pronoun	grupo	alternativoj	prononco
level	frapeti	untuk mengetuk	to tap	grupo	alternativoj	prononco
level	nukso	sebuah kacang	a nut	grupo	alternativoj	prononco
level	dek unu	sebelas	eleven	grupo	alternativoj	prononco
level	mirinda	luar biasa, luar biasa	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portal, gerbang utama, gerbang	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	sebuah fungsi	a function	grupo	alternativoj	prononco
level	impliki	untuk melibatkan, untuk melibatkan, untuk melibatkan	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	sebuah tugas, sebuah pekerjaan	a task, a job	grupo	alternativoj	prononco
level	tunelo	sebuah terowongan, sebuah liang	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	kesediaan	willingness	grupo	alternativoj	prononco
level	intermanĝeto	makan siang (menengah, kecil)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internet, internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	untuk menggelitik	to tickle	grupo	alternativoj	prononco
level	vigle	dengan penuh semangat, cepat	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	sebuah band, sebuah kaset, sebuah strip	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	bodoh, bodoh	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Halo	hello	grupo	alternativoj	prononco
level	himno	sebuah himne, sebuah lagu kebangsaan	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	agar cocok, agar sesuai	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	dewasa, dewasa	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	untuk meninjau, untuk menulis	to review, to write up	grupo	alternativoj	prononco
level	gratulo	selamat	congratulation	grupo	alternativoj	prononco
level	flati	untuk menyanjung	to flatter	grupo	alternativoj	prononco
level	komitato	sebuah komite	a committee	grupo	alternativoj	prononco
level	frataro	sekelompok pengganggu	a group of bothers	grupo	alternativoj	prononco
level	dorno	sebuah duri	a thorn	grupo	alternativoj	prononco
level	nebulo	kabut, kabut	fog, mist	grupo	alternativoj	prononco
level	fervojo	sebuah kereta api	a railway	grupo	alternativoj	prononco
level	uzado	cara menggunakan, menggunakan	how to use, using	grupo	alternativoj	prononco
level	klimato	sebuah iklim	a climate	grupo	alternativoj	prononco
level	brakumo	sebuah pelukan	a hug	grupo	alternativoj	prononco
level	bandaĝo	perban, balutan	a bandage, dressing	grupo	alternativoj	prononco
level	drato	sebuah kawat	a wire	grupo	alternativoj	prononco
level	unuo	satuan	unit	grupo	alternativoj	prononco
level	materialo	materi, suatu materi	material, a material	grupo	alternativoj	prononco
level	malvarmumi	untuk masuk angin	to catch cold	grupo	alternativoj	prononco
level	unue	Pertama	first of all	grupo	alternativoj	prononco
level	gramo	satu gram	a gram	grupo	alternativoj	prononco
level	turniĝi	menjadi berbalik	to become turned	grupo	alternativoj	prononco
level	malsano	suatu penyakit	a disease	grupo	alternativoj	prononco
level	porcio	sebagian, satu bagian	a portion, a share	grupo	alternativoj	prononco
level	armeo	sebuah tentara	an army	grupo	alternativoj	prononco
level	bulteno	buletin, buletin	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	pesta, pesta, pertandingan, pesta	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trio	a trio	grupo	alternativoj	prononco
level	proksimume	kira-kira, tentang	approximately, about	grupo	alternativoj	prononco
level	determini	untuk menentukan	to determine	grupo	alternativoj	prononco
level	oferi	berkorban, mempersembahkan, mempersembahkan	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	berenang, mandi	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	jelas, jelas, jelas	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	ketiga	third	grupo	alternativoj	prononco
level	familiara	akrab, ramah	familiar, friendly	grupo	alternativoj	prononco
level	pastro	seorang pendeta, seorang pendeta, seorang pendeta	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	untuk membalik halaman, menelusuri, membuka-buka	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	menjadi cukup	to be sufficient	grupo	alternativoj	prononco
level	okulumi	menatap, melirik, menatap, mengedipkan mata	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	akurat	exact	grupo	alternativoj	prononco
level	konstati	untuk memastikan, untuk menetapkan menjadi fakta	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	sebuah makam, kuburan	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	sebuah pengalaman	an experience	grupo	alternativoj	prononco
level	ŝmiri	untuk meminyaki, untuk mengolesi, untuk mengurapi	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	seorang pionir	a pioneer	grupo	alternativoj	prononco
level	emerito	seorang emeritus, seorang pensiunan, seorang pensiunan	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	alat menulis, apa saja untuk menulis	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	baik	favorable	grupo	alternativoj	prononco
level	kaĉo	bubur, bubur	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	tanpa jeda	without pause	grupo	alternativoj	prononco
level	horizonto	sebuah cakrawala	a horizon	grupo	alternativoj	prononco
level	vertikalo	sebuah garis vertikal	a vertical line	grupo	alternativoj	prononco
level	protekti	untuk melindungi	to protect	grupo	alternativoj	prononco
level	fikcio	sebuah fiksi	a fiction	grupo	alternativoj	prononco
level	ventumi	untuk mengipasi, untuk menganginkan	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	sebuah halangan	an obstacle	grupo	alternativoj	prononco
level	satiĝi	menjadi puas	to become satisfied	grupo	alternativoj	prononco
level	kredito	sebuah kredit	a credit	grupo	alternativoj	prononco
level	rompiĝi	menjadi rusak	to become broken	grupo	alternativoj	prononco
level	dorloti	memanjakan, memanjakan, membelai, menyayangi	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	suatu zaman, suatu zaman, suatu periode, waktu	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	sebuah kipas	a fan	grupo	alternativoj	prononco
level	nutri	untuk memberi makan, untuk memberi makan	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	jagung, jagung, tepung	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	untuk mempengaruhi, mempengaruhi	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	untuk berkunjung lagi	to visit again	grupo	alternativoj	prononco
level	graveda	hamil	pregnant	grupo	alternativoj	prononco
level	potenco	sebuah kekuatan	a power	grupo	alternativoj	prononco
level	surprizi	untuk mengejutkan	to surprise	grupo	alternativoj	prononco
level	minimumo	minimal	a minimum	grupo	alternativoj	prononco
level	fabo	kacang, kacang fava, kacang lebar	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	bertemu	to meet	grupo	alternativoj	prononco
level	abunda	berlimpah, berlimpah, berlimpah	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	untuk menyelam, untuk terjun, untuk anjlok	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	gelar, kelas	degree, grade	grupo	alternativoj	prononco
level	kajo	dermaga, platform, konjungsi	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	saling	reciprocally	grupo	alternativoj	prononco
level	reprezenti	untuk mewakili	to represent	grupo	alternativoj	prononco
level	gimnastiko	olahraga senam	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Bumi (Bumi)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	untuk mengikat, untuk menghubungkan	to bind, to link	grupo	alternativoj	prononco
level	titolo	sebuah judul	a title	grupo	alternativoj	prononco
level	plumamiko	seorang sahabat pena (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	sebuah karangan bunga	a bouquet	grupo	alternativoj	prononco
level	plaĉo	hal yang menyenangkan	pleasing thing	grupo	alternativoj	prononco
level	logi	untuk memikat, untuk membujuk, untuk menarik	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	beras	rice	grupo	alternativoj	prononco
level	rajdi	mengendarai	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (Pencipta Esperanto)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	sepotong kecil	a small piece	grupo	alternativoj	prononco
level	detrui	untuk menghancurkan	to destroy	grupo	alternativoj	prononco
level	rubando	pita, fasia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	kantong kertas	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	seorang tukang kebun	a gardener	grupo	alternativoj	prononco
level	salajro	gaji	salary, wage	grupo	alternativoj	prononco
level	severa	parah, ketat	severe, strict	grupo	alternativoj	prononco
level	junulara	kaum muda, kaum muda	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	seorang penyelenggara	an organizer	grupo	alternativoj	prononco
level	oficistino	seorang pekerja kantoran wanita	a female office worker	grupo	alternativoj	prononco
level	protesti	untuk memprotes	to protest	grupo	alternativoj	prononco
level	taksi	untuk mengevaluasi, memperkirakan, menilai	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	baru saja	newly	grupo	alternativoj	prononco
level	ŝtuparo	tangga, tangga	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	kerah	a collar	grupo	alternativoj	prononco
level	akcidento	kecelakaan	an accident	grupo	alternativoj	prononco
level	mizero	penderitaan	misery	grupo	alternativoj	prononco
level	miliono da	satu juta dari	a million of	grupo	alternativoj	prononco
level	krokodilo	seekor buaya	a crocodile	grupo	alternativoj	prononco
level	arbaro	hutan, hutan	a forest, woods	grupo	alternativoj	prononco
level	etendi	untuk memperpanjang	to extend	grupo	alternativoj	prononco
level	persekuti	menganiaya, mengejar	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	sebuah bakteri	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	kenetralan	neutrality	grupo	alternativoj	prononco
level	spaco	ruang, sebuah ruang	space, a space	grupo	alternativoj	prononco
level	koridoro	koridor, lorong, jalan setapak	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	penasaran	curious	grupo	alternativoj	prononco
level	hararo	rambut (orang), bulu (hewan)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	baju renang, baju renang	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	pribadi	private	grupo	alternativoj	prononco
level	konsoli	untuk menghibur, untuk menghibur	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	seorang amatir	an amateur	grupo	alternativoj	prononco
level	ornami	untuk menghias, untuk hiasan	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	ras manusia, umat manusia	human race, mankind	grupo	alternativoj	prononco
level	milda	ringan, lembut, halus	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	mahal	expensive	grupo	alternativoj	prononco
level	verŝi	menuang, menumpahkan	to pour, to spill	grupo	alternativoj	prononco
level	karesi	untuk membelai, untuk menyanjung, untuk membuang	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	untuk menggairahkan	to excite	grupo	alternativoj	prononco
level	poeto	penyair	a poet	grupo	alternativoj	prononco
level	vortaro	kamus, kosakata	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	tanah, tanah	ground, soil	grupo	alternativoj	prononco
level	ŝpari	untuk menyimpan, menyisihkan, menyimpan untuk digunakan di masa depan	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	pendaftaran, catatan	registration, record	grupo	alternativoj	prononco
level	monujo	sebuah dompet	a wallet	grupo	alternativoj	prononco
level	enlandano	seorang pendarat	an in-lander	grupo	alternativoj	prononco
level	konto	sebuah akun	an account	grupo	alternativoj	prononco
level	origino	asal	origin	grupo	alternativoj	prononco
level	samideano	seseorang dengan ide yang sama, seorang kawan, seorang rekan pemikir	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	nyaman, berguna, tepat waktu	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineral	mineral	grupo	alternativoj	prononco
level	lui	di sewakan	to rent	grupo	alternativoj	prononco
level	policano	seorang polisi, seorang petugas polisi (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	sedotan	a straw	grupo	alternativoj	prononco
level	lukso	kemewahan	luxury	grupo	alternativoj	prononco
level	mesaĝo	sebuah pesan	a message	grupo	alternativoj	prononco
level	embaraso	rasa malu, kebingungan	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	untuk belajar sendiri	to learn by oneself	grupo	alternativoj	prononco
level	diveni	menebak	to guess	grupo	alternativoj	prononco
level	razilo	silet	a razor	grupo	alternativoj	prononco
level	ŝirmi	untuk berlindung, untuk melindungi, untuk menyaring, untuk membayangi	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	mimpi	to dream	grupo	alternativoj	prononco
level	injekti	untuk menyuntikkan	to inject	grupo	alternativoj	prononco
level	malsaneta	lemah, sakit ringan	weak, soft-illed	grupo	alternativoj	prononco
level	peki	untuk berbuat dosa	to sin	grupo	alternativoj	prononco
level	fandi	mencair	to melt	grupo	alternativoj	prononco
level	malĝusta	salah	incorrect	grupo	alternativoj	prononco
level	faldo	lipatan	a fold	grupo	alternativoj	prononco
level	skulpti	untuk memahat, mengukir	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	sebuah batu	a rock	grupo	alternativoj	prononco
level	malfrue	nanti dan tertunda	later and delayed	grupo	alternativoj	prononco
level	statuo	sebuah patung	a statue	grupo	alternativoj	prononco
level	sekundo	kedua, sedetik	second, a second	grupo	alternativoj	prononco
level	laŭdi	untuk memuji, dengan keras, untuk memuji	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	mewah	luxurious	grupo	alternativoj	prononco
level	deklivo	lereng, tanjakan, lereng bukit	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	sebuah dekorasi	a decoration	grupo	alternativoj	prononco
level	majstra	dari seorang master, dari seorang maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	buah plum, buah plum	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	bijaksana, bijaksana, masuk akal, masuk akal	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	untuk bergumam, bergumam	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	untuk mengecewakan, untuk menjungkirbalikkan, untuk menggulingkan, untuk membalikkan	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	kebebasan	liberty	grupo	alternativoj	prononco
level	fortika	dibentengi, tahan lama, kokoh, kokoh	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	layak untuk dilihat	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	dengan berani	courageously	grupo	alternativoj	prononco
level	kora	dari hati	of heart	grupo	alternativoj	prononco
level	vidindaĵo	pemandangan yang patut dilihat, tempat tamasya	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skala, skala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	untuk merayu, ke pengadilan	to woo, to court	grupo	alternativoj	prononco
level	dankinda	bersyukur, patut dihargai	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	untuk menyebar, untuk meletakkan	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	dapat diandalkan, dapat dipercaya	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	untuk menyeberang, untuk mendayung	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	tempat kongres	the congress place	grupo	alternativoj	prononco
level	veŝto	rompi, rompi	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	kartu nama, kartu nama	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	kartu pos bergambar	a picture postcard	grupo	alternativoj	prononco
level	makulo	makula, bintik, noda, noda	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	menyedihkan, sengsara, menyedihkan, miskin	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	sebuah kartu pos	a postcard	grupo	alternativoj	prononco
level	halo	sebuah aula	a hall	grupo	alternativoj	prononco
level	urĝi	untuk mendesak, untuk bergegas	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	untuk mencapai, untuk memenuhi	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	sebuah kartu kredit	a credit card	grupo	alternativoj	prononco
level	iomete	sedikit, beberapa	a little, a few	grupo	alternativoj	prononco
level	kaĝo	kandang	a cage	grupo	alternativoj	prononco
level	haki	untuk memotong, untuk hack, untuk memotong	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	gurun, hutan belantara	a desert, wilderness	grupo	alternativoj	prononco
