B.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	piemēram, gandrīz vienmēr ir iespējams spēlēt sportu un kārtis	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	visu nakti runāt ar draugiem	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	dziedāt ap uguni un dejot	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	piedalīties koncertos un tā tālāk	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	nu es to varu darīt arī mājās	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	pareizi, bet	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	bet galvenais IJK laikā ir ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	nāk no daudzām dažādām valstīm	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	ir tas, ka dalībnieki nāk no dažādām valstīm	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	dažādu cilvēku sajaukšanas dēļ	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	tā ir laba atmosfēra, kas man ļoti patīk	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	labi, izklausās pēc intereses	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Es padomāšu	I will think about	grupo	alternativoj	prononco
level	certe	noteikti	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	tomēr problēma ir ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	tik daudz naudas	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Man šobrīd nav tik daudz naudas	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problēma ir tā, ka man nav tik daudz naudas	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Es saprotu, bet tas nemaksātu daudz	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	tas nebūtu īpaši dārgi, es uzskatu	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	programmu maksu tabula	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	tas ir, ja paskatās uz akciju/maksu tabulu	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK ielūguma daļu/maksu tabula	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	jūs atklājat, ka ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	kopā ir tikai 50 eiro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	redzi, ka tev kopā ir tikai 50 eiro	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	ja guļam uz grīdas	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	viss kārtībā	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	nu, tas izklausās labi	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	bet kā ar ceļojumu	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	vilciens maksātu ap 70 eiro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	vai tas tev būtu iespējams?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	cerams	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	bet ar vilcienu pietiktu pietiekami ilgi	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	jā, bet mēs varam apstāties vienā vai divās pilsētās	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	paceļam	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	un nakšņošana?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	vai tu par to maksātu?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	nē, ne es, bet tā nav problēma	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	vai tiešām tā nav problēma?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	kā jūs plānojat to atrisināt?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	parādīja zelta kroni	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	nu es tev drīz parādīšu	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	bet vispirms vēl tēju	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	tu arī gribi?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Jā, paldies	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	tajā pašā kafejnīcā&quot;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	kaut kas turpinās, turpina to darīt	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	plāns, plānot, plānošana	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	viņa un viņš turpina plānošanu	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	lūdzu, lūk, tava tēja	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	tikmēr skatījos uzaicinājumu	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	paskatījās uz IJK ielūgumu	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Es saprotu daudz, bet ne visu	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	labi, labi, vienkārši jautājiet	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	šeit ir lietas	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	skaidras lietas	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	lietas, kas mulsina	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	man ir mulsinoši	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	lai pievienotos, reģistrācijas veidlapa	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Pasaules esperanto jaunatnes organizācija	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, putns, kas pārstāv TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	apmesties, nakšņošanas vieta (naktsmītne)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	mājvieta masu cilvēkiem	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	reģistrācijas veidlapa ir rīks reģistrācijai	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	dalības veidlapa, kurā ierakstāt savu vārdu, adresi utt	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	garš, saīsinājums	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	Pasaules esperanto jaunatnes organizācijas saīsinājums	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo ir smieklīgais TEJO putns	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	masu naktsmītne ir vieta, kur uzturas daudz cilvēku	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	miegs, miegazāle, guļammaiss	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	parasti tur vajag guļammaisu	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	tu pārāk ātri paskaidroji	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Es visu neuztvēru	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	nav tik svarīgi	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Es domāju, ka tas tagad nav īpaši svarīgi	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	vēlāk varēsim runāt vairāk	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	vairāk runāt par IJK ielūgumu	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Tātad jūs vēlaties plānot ceļojumu tagad, vai ne?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	jā, labprāt	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	tāpēc jūs redzēsit, ka ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	maksās tik daudz	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	redzēs, ka ceļojums tik dārgi neizmaksās	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	ES gribu zināt	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Es gribu uzzināt par ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	kā atrisināsi nakšņošanu	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	jo man nav naudas	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	jauniešu hostelis	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ir nauda viesnīcai vai jauniešu hostelim	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	lūk, risinājums	here's the solution	grupo	alternativoj	prononco
level	pasporto	pase	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Pasu serviss, esperantistu uzturēšanās mājās	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	buklets ar nosaukumu &quot;Pasu dienests&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	pakalpojums priekš kam?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	tādiem cilvēkiem kā mēs	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	pieredzei, ekspertam	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	cilvēki, kuriem patīk ceļot un iepazīt valstis	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	nopelnīt un tērēt	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	neiztērējot daudz naudas	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	pakalpojums, pakalpojums, pakalpojums	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	nu un kā tas serviss darbojas?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Es redzu, ka grāmatiņā ir ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	daudz adrešu	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	ir daudz adrešu no vairākām valstīm	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	pareizi, jā!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	Jūsu rīcībā	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	viņi visi, viņi visi	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	patiesībā tie visi ir jūsu rīcībā!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	domāts, jēga	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;manā rīcībā&quot;, ko tas nozīmē?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	nozīmē, ka ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	viesim, ciemiņam, uzņemt ciemiņu	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	ir gatavs, ir gatavs, gatavojieties!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	cilvēki šajās adresēs ir gatavi jūs uzņemt	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	pazīt (personu), pazīstams, kļūt pazīstamam	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	un palīdzēs jums iepazīties ar viņu reģionu	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	nozīmē, ka cilvēki ir gatavi jūs uzņemt un palīdzēt	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	izklausās interesanti!	sounds interesting!	grupo	alternativoj	prononco
level	do	tātad	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	kāds paliek citu esperantistu mājās, vai ne?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	vairākas pieredzes pasu servisā	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Man bija vairākas interesantas pieredzes	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Esmu to izmantojis trīs kontinentos	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(tas) darbojas slikti	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	un līdz šim (tas) ir strādājis ļoti labi	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	lieliski! kur mēs ejam?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	tātad, mans plāns ir tāds, ka mēs ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	nāk, ieradās	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	pēc veiksmīga brauciena	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	pēc Pasu dienesta izmantošanas divās pilsētās	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	viņi ierodas pēc veiksmīga ceļojuma	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	lūk, skaties!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	tur ir liels esperanto karogs	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	izkārtne ar tekstu &quot;Laipni lūdzam IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	jā, un zem tā ir ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Urrā!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	tā nu beidzot atnācām	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Esmu ļoti nogurusi un izsalkusi	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	vai jūs domājat, ka mēs varam ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	kaut ko ēst	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	vai jūs domājat, ka mēs varam kaut ko uzreiz ēst?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	ES šaubos par to	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	vispirms mums ir jāpieņem	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	ir jāpieņem reģistratūrā	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	un tas var ilgt ilgu laiku	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	manā pieredzē ilgi	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	diemžēl!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	vai tā ir uzņemšanas rinda?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Es baidos ka	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	darīt ~ nav pilnīgi ideāls	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	ir pilnīgi ideāls, lai ierastos vakarā	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	mēs varam tērzēt ar cilvēkiem	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	bet mēs varam tērzēt ar cilvēkiem rindā	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	lūk, es redzu Krievijas draugu!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Esmu izsalcis, gribu ēst	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	pēc apmēram 2 stundām	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	rindā ar jauniem un veciem draugiem	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	vietējā kongresa komiteja	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	vietējās kongresa komitejas loceklis	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	laipni lūdzam, kas tu esi?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	no kuras valsts?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	vai jūs veicat priekšapmaksu?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	lūdzu parādiet	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	ja tā, lūdzu, uzrādiet kvīti	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	vai tu esi TEJO biedrs?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	kļūt par biedru stendā	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	ja nē, varat pievienoties nākamajā stendā	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	šeit ir avansa maksājumu kvītis	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	biedru kartes un mūsu pases	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	ļoti labi	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	tātad, es redzu, ka jūs dzīvosiet masu naktsmītnē (avārijas telpā)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	un ēdīs jauniešu hostelī	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	vai šī informācija ir pareiza?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	jā, ideāli	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	soma ar programmu, karti utt	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	var samaksāt un saņemt somu ar programmu, karti utt	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	pie sarkanās kabīnes, tur	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	labi, paldies	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	izskatās noguris, bet vesels	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	tie cilvēki tiešām izskatījās noguruši	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	un nebija īpaši laipni	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	tev ir taisnība	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	bet atcerieties, ka ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	strādā 8 stundas	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK strādā varbūt astoņas stundas	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	bez lielas pauzes	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	bet atceries, ka LKK strādā bez pārtraukumiem	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	pļāpīgs nedēļas laikā	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Esmu pārliecināts, ka ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Esmu pārliecināts, ka viņi būs laipnāki	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	viņi būs laipnāki un runīgāki	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	meklēsim	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	nu, tagad atradīsim masu naktsmājas vietu	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	un tad es gribētu kaut ko ēst	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	vai tu redzēji meiteni TEJO bodē?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	jā, kā ar viņu?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	vai tu viņu pazīsti?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Diemžēl nē	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	bet viņa ir ļoti skaista, vai ne?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	ES piekrītu	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	tomēr labi nesaprot	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Piekrītu, bet nesaprotu	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	tev patīk mātītes?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	jā, es vēlos jums pastāstīt iepriekš	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	bet nez kāpēc nē	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspekts utt	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	vai tu esi?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	jā, es esmu homoseksuālis	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	var teikt arī lesbiete	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	nu es nemaz nezināju	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	bet es priecājos, ka tu teici	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	patiesībā es priecājos, ka esat homoseksuālis	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	tu esi laipnākā un jaukākā lesbiete	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	jaukākā lesbiete, ko pazīstu	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Paldies! vai pazīsti citus?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	bet kā tu to zini?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	tā meitene dod priekšroku vīriešiem!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	katrā ziņā es uzskatu, ka meitene dod priekšroku vīriešiem!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	tā meitene, par kuru tu runāji	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	redzēsim	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	masu izmitināšanas vietā (avārijas telpā)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Labrīt!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	vai tu labi gulēji?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	gandrīz neredzu	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	gluži otrādi, es gandrīz nevarēju aizmigt	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	bet kāpēc?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	varbūt jūs satraucaties par savu pirmo IJK dienu?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ne īsti	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	visu nakti, visu nakti	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	ļoti skaļi krāca	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	vienkārši kāds visu nakti ļoti skaļi krāca	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	netraucē mani	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	un tas mani ļoti traucēja	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	vai tu to nedzirdēji	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	nemaz nē, es dziļi gulēju	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	vai es aizmirsu tev to pateikt ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	auss, aizbāžņi, ausu aizbāžņi	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	ir vērts lietot ausu aizbāžņus	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	ir vērts izmantot ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	teica, ka ir vērts lietot ausu aizbāžņus	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	kad guļat masu mītnē (avārijas vietā)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	acīmredzot jā	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	Ak, nabaga Katija!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	par ko tu runā?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	par tevi	about you	grupo	alternativoj	prononco
