B.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	kiel vi planas solvi tion?	คุณวางแผนที่จะแก้ปัญหานั้นอย่างไร?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	ทรงแสดงมงกุฏทองคำ	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	ฉันจะแสดงให้คุณดูเร็ว ๆ นี้	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	แต่ขอชาเพิ่มก่อน	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	คุณต้องการเหมือนกันไหม?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	ใช่ขอบคุณ	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	ในร้านกาแฟเดียวกัน'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	มีบางอย่างดำเนินต่อไป และทำสิ่งนั้นต่อไป	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	แผน, แผน, การวางแผน	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	เธอและเขาวางแผนต่อไป	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	ได้โปรด นี่คือชาของคุณ	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	ขณะเดียวกันฉันก็ดูคำเชิญ	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	ดูคำเชิญของ IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	ฉันเข้าใจมากแต่ก็ไม่ทั้งหมด	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	เอาล่ะ เอาล่ะ แค่ถาม	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	นี่คือสิ่งต่างๆ	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	เคลียร์สิ่งต่างๆ	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	สิ่งที่น่าสับสน	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	กำลังทำให้ฉันสับสน	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	เพื่อเข้าร่วม, แบบฟอร์มลงทะเบียน	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	องค์การเยาวชนภาษาเอสเปรันโตโลก	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo นกที่เป็นตัวแทนของ TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	ที่จะอยู่, ที่พัก (ที่พัก)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	เป็นที่พักอาศัยสำหรับคนจำนวนมาก	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	แบบลงทะเบียนเป็นเครื่องมือในการลงทะเบียน	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	แบบฟอร์มสมาชิกที่คุณเขียนชื่อ ที่อยู่ ฯลฯ	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	ยาวเป็นคำย่อ	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	ย่อมาจากองค์การเยาวชนภาษาเอสเปรันโตโลก	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo เป็นนกตลกของ TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	ที่พักมวลชนเป็นสถานที่ที่มีผู้คนจำนวนมากอาศัยอยู่	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	การนอนหลับ ยานอนหลับ ถุงนอน	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	ปกติแล้วจะต้องมีถุงนอนอยู่ที่นั่น	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	คุณอธิบายเร็วเกินไป	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	ฉันไม่ได้จับทุกอย่าง	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	มันไม่สำคัญขนาดนั้น	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	ฉันคิดว่าตอนนี้มันไม่สำคัญมากแล้ว	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	หลังจากนั้นเราจะได้พูดคุยกันมากขึ้น	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	เพิ่มเติมเพื่อพูดคุยเกี่ยวกับคำเชิญของ IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	ตอนนี้คุณอยากจะวางแผนการเดินทางแล้วใช่ไหม?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ใช่ด้วยความยินดี	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	แล้วคุณจะเห็นสิ่งนั้น~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	จะเสียค่าใช้จ่ายมากขนาดนั้น	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	จะเห็นว่าค่าเดินทางไม่มากขนาดนั้น	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	ฉันอยากจะรู้	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	อยากทราบเรื่อง~.	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	คุณจะแก้ปัญหาการค้างคืนอย่างไร	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	เพราะฉันไม่มีเงิน	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	หอพักเยาวชน	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	มีเงินซื้อโรงแรมหรือหอพักเยาวชน	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	นี่คือวิธีแก้ปัญหา	here's the solution	grupo	alternativoj	prononco
level	pasporto	หนังสือเดินทาง	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	บริการหนังสือเดินทาง โฮมสเตย์ของชาวเอสเปอรันต์	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	หนังสือเล่มเล็กชื่อ &quot;บริการหนังสือเดินทาง&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	บริการเพื่ออะไร?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	สำหรับคนอย่างเรา	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	มีประสบการณ์เป็นผู้เชี่ยวชาญ	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	ผู้ที่ชอบท่องเที่ยวและสัมผัสประเทศต่างๆ	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	เพื่อรับและใช้จ่าย	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	โดยไม่ต้องใช้เงินเป็นจำนวนมาก	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	บริการ, บริการ, บริการนั้น	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	แล้วบริการนั้นทำงานยังไงล่ะ?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	เห็นในเล่มมี~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	ที่อยู่มากมาย	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	มีที่อยู่มากมายจากหลายประเทศ	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	ใช่แล้ว!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	ตามที่คุณต้องการ	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	พวกเขาทั้งหมดทั้งหมด	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	จริงๆ แล้วพวกมันทั้งหมดพร้อมให้คุณใช้งานแล้ว!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	ความหมาย, ความหมาย	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;ตามใจฉัน&quot; หมายความว่าอย่างไร?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	แปลว่า~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	แขก, แขก, เป็นเจ้าภาพแขก	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	พร้อมแล้ว เตรียมเลย เตรียมตัวให้พร้อม!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ผู้คนตามที่อยู่เหล่านั้นก็พร้อมที่จะต้อนรับคุณ	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	รู้ (บุคคล) รู้จักเพื่อให้เป็นที่รู้จัก	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	และช่วยให้คุณคุ้นเคยกับภูมิภาคของพวกเขา	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	หมายความว่าผู้คนเต็มใจที่จะต้อนรับและช่วยเหลือคุณ	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	ฟังดูน่าสนใจ!	sounds interesting!	grupo	alternativoj	prononco
level	do	ดังนั้น	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	มีคนพักอยู่ในบ้านของชาวเอสเปรันติสต์คนอื่นๆ ใช่ไหม?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	ประสบการณ์หลายอย่างกับบริการหนังสือเดินทาง	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	ฉันมีประสบการณ์ที่น่าสนใจหลายประการ	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	ฉันใช้มันในสามทวีป	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(มัน) ทำงานได้ไม่ดี	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	และจนถึงตอนนี้ (มัน) ก็ทำงานได้ดีมาก	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	ยอดเยี่ยม! เราจะไปที่ไหน?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	ดังนั้นแผนของฉันคือเรา ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	มามาถึงแล้ว	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	หลังจากประสบความสำเร็จในการเดินทาง	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	หลังจากใช้บริการหนังสือเดินทางในสองเมือง	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	พวกเขามาถึงหลังจากการเดินทางที่ประสบความสำเร็จ	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	ดูเถิด ดูสิ!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	มีธงภาษาเอสเปรันโตอันใหญ่อยู่ตรงนั้น	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	ป้ายที่มีข้อความ &quot;ยินดีต้อนรับสู่ IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ใช่แล้ว และด้านล่างก็มี ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	ไชโย!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	ในที่สุดเราก็มาถึง	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	ฉันเหนื่อยและหิวมาก	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	คุณคิดว่าเราทำได้ไหม ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	กินอะไรบางอย่าง	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	คุณคิดว่าเราสามารถกินอะไรได้ทันทีไหม?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	ฉันสงสัย	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	เราต้องได้รับการยอมรับก่อน	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	จะต้องได้รับการยอมรับที่แผนกต้อนรับ	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	และนั่นสามารถคงอยู่ได้นาน	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	ที่จะคงอยู่ยาวนานในประสบการณ์ของฉัน	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	อนิจจา!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	นั่นคือสายแผนกต้อนรับใช่ไหม?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	ฉันกลัวอย่างนั้น	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	สิ่งที่ต้องทำ ~ ไม่ได้สมบูรณ์แบบโดยสิ้นเชิง	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	เหมาะเป็นอย่างยิ่งที่จะมาถึงในตอนเย็น	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	เราสามารถพูดคุยกับผู้คนได้	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	แต่เราสามารถพูดคุยกับคนในสายได้	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ดูเถิด ฉันเห็นเพื่อนคนหนึ่งของรัสเซีย!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	ฉันหิว ฉันอยากกิน	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	หลังจากนั้นประมาณ 2 ชั่วโมง	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	สอดคล้องกับเพื่อนใหม่และเก่า	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	คณะกรรมการสภาท้องถิ่น	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	สมาชิกในคณะกรรมการสภาท้องถิ่น	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	ยินดีต้อนรับ คุณเป็นใคร?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	จากประเทศไหน?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	คุณชำระเงินล่วงหน้าแล้วหรือยัง?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	กรุณาแสดง	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	ในกรณีนี้กรุณาแสดงใบเสร็จรับเงิน	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	คุณเป็นสมาชิกของ TEJO หรือไม่?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	เพื่อมาเป็นสมาชิกที่บูธ	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	ถ้าไม่เช่นนั้นสามารถเข้าร่วมได้ที่บูธถัดไป	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	นี่คือใบเสร็จรับเงินล่วงหน้า	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	บัตรสมาชิกและหนังสือเดินทางของเรา	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	ดีมาก	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	ฉันเห็นว่าคุณจะอาศัยอยู่ในที่พักคนจำนวนมาก (พื้นที่เกิดเหตุ)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	และจะรับประทานอาหารที่หอพักเยาวชน	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	ข้อมูลเหล่านั้นถูกต้องหรือไม่?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	ใช่ สมบูรณ์แบบ	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	กระเป๋าพร้อมโปรแกรม แผนที่ ฯลฯ	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	สามารถชำระเงินและรับกระเป๋าพร้อมโปรแกรม แผนที่ ฯลฯ	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	ที่บูธสีแดงตรงนั้น	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	ดีขอบคุณ	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	ดูเหนื่อยแต่ก็สุขภาพดี	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	คนเหล่านั้นดูเหนื่อยมาก	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	และไม่ใจดีมาก	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	คุณพูดถูก	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	แต่จำไว้นะ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	กำลังทำงานเป็นเวลา 8 ชั่วโมง	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK ทำงานมาแปดชั่วโมงแล้ว	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	โดยไม่หยุดมาก	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	แต่จำไว้ว่า LKK ทำงานโดยไม่มีการหยุดพัก	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	ช่างพูดระหว่างสัปดาห์	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	แน่ใจนะว่า~.	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	ฉันแน่ใจว่าพวกเขาจะใจดีกว่านี้	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	พวกเขาจะใจดีและช่างพูดมากขึ้น	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	มาหามันกันเถอะ	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	เอาล่ะ เราไปหาที่พักของคนกันดีกว่า	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	แล้วฉันก็อยากกินอะไรสักอย่าง	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	คุณเห็นผู้หญิงที่บูธ TEJO ไหม?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ใช่ แล้วเธอล่ะ?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	คุณรู้จักเธอไหม?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	น่าเสียดายที่ไม่มี	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	แต่เธอก็สวยมากใช่ไหมล่ะ?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	ฉันเห็นด้วย	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	แต่ก็ไม่เข้าใจอยู่ดี	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	ฉันเห็นด้วยแต่ฉันไม่เข้าใจ	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	คุณชอบผู้หญิงไหม?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ใช่ ฉันอยากจะบอกคุณก่อน	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	แต่ด้วยเหตุผลบางอย่างไม่ได้เป็นเช่นนั้น	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	วิริโนจ ปลาอัส อัล มิ ปลิ อล วิโรจ	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	ด้าน ฯลฯ	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	คุณเป็นหรือเปล่า?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ใช่ ฉันเป็นคนรักร่วมเพศ	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	เราสามารถพูดได้ว่าเลสเบี้ยน	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ฉันไม่รู้เลย	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	แต่ฉันดีใจที่คุณพูด	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	อันที่จริงฉันดีใจที่คุณเป็นคนรักร่วมเพศ	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	คุณเป็นเลสเบี้ยนที่ใจดีและอร่อยที่สุด	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	เลสเบี้ยนที่อร่อยที่สุดที่ฉันรู้จัก	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	ขอบคุณ! คุณรู้จักคนอื่นไหม?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	แต่คุณรู้ได้อย่างไร?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ผู้หญิงคนนั้นชอบผู้ชายมากกว่า!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ยังไงก็ตามฉันเชื่อว่าผู้หญิงชอบผู้ชายมากกว่า!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	ผู้หญิงคนนั้นที่คุณพูดถึง	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	เราจะเห็น	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	ในที่พักคนหมู่มาก (ที่เกิดเหตุ)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	สวัสดีตอนเช้า!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	คุณหลับสบายดีไหม?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	แทบจะไม่เห็น	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	ตรงกันข้ามฉันนอนไม่หลับ	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	แต่ทำไม?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	บางทีคุณอาจกังวลเกี่ยวกับวันแรกของคุณ IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ไม่เชิง	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	ตลอดทั้งคืน ตลอดทั้งคืน	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	กรนเสียงดังมาก	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	แค่มีคนกรนเสียงดังมากทั้งคืน	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	อย่ารบกวนฉันเลย	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	และนั่นทำให้ฉันรำคาญมาก	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	คุณไม่ได้ยินเรื่องนั้นเหรอ	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	ไม่เลย ฉันหลับสนิท	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ฉันลืมบอกไปหรือเปล่าเนี่ย~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	หู, ปลั๊ก, ที่อุดหู	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	มันคุ้มค่าที่จะใช้ที่อุดหู	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	น่าใช้จังเลย~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	บอกคุณว่ามันคุ้มค่าที่จะใช้ที่อุดหู	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	เมื่อคุณนอนในที่พักคนจำนวนมาก (ที่เกิดเหตุ)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	เห็นได้ชัดว่าใช่	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	โอ้ แคตตี้ผู้น่าสงสาร!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	คุณกำลังพูดถึงใคร?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	เกี่ยวกับคุณ	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	ลูบไล้ ลูบไล้ชื่อเล่น	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	ด้วย -ĉjo หรือ -njo คุณสามารถสร้างชื่อเล่นในภาษาเอสเปรันโตได้	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	อ๋อ ใช่ ฉันเคยอ่านเรื่องนี้มาแล้ว	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	แล้วคุณจะเป็นอินโจเหรอ?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	ถ้าคุณต้องการไปที่นั่น	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	ตอนนี้กี่โมงแล้ว?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	ห้านาทีจะสิบแล้ว	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	ห้านาทีก่อนสิบห้าหรือเก้าห้าสิบห้า	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
