A.bn content.tsv
Level	Esperanto	bn	en-us	Grupo	Alternativoj	Pronoco
level	en malforta voĉo	দুর্বল কণ্ঠে	in weak voice	grupo	alternativoj	prononco
level	ne havas monon	টাকা নেই	doesn't have money	grupo	alternativoj	prononco
level	kio okazis tie?	সেখানে কি হয়েছিল?	what did happen there?	grupo	alternativoj	prononco
level	akcidento okazis poste	পরে একটি দুর্ঘটনা ঘটে	an accident happened later	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	তুমি কি জানো এটা কখন হয়েছিল?	do you know when did it happen?	grupo	alternativoj	prononco
level	scias pri la afero	বিষয়টি সম্পর্কে জানে	knows about the matter	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	এখনও একটা জিনিস বাকি আছে	still one thing remains	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	আপনি বা তিনি, যে কোনো ব্যক্তি	you or she, any person	grupo	alternativoj	prononco
level	kiel kantisto	একজন গায়কের মতো, একজন স্বাক্ষরকারী হিসেবে	like a singer, as a signer	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	পেশাদার গায়কের মতো গেয়েছেন	sang like a professional singer	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	একটি জায়গা, যেখানে তিনি থাকতেন	a the place, where she lived	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	আপনি গাড়ী সম্পর্কে কিভাবে জানেন?	how do you know about the car?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	আচ্ছা, দ্রুত গাড়ির দিকে তাকাও	well, look at the fast car	grupo	alternativoj	prononco
level	suko sen sukero	চিনি ছাড়া একটি রস	a juice without sugar	grupo	alternativoj	prononco
level	li havis rapidan veturilon	তার একটি দ্রুতগামী গাড়ি আছে	he has a fast vehicle	grupo	alternativoj	prononco
level	tro forte	খুব জোরালোভাবে	too strongly	grupo	alternativoj	prononco
level	li tro forte malfermis	তিনি খুব কঠিন খুললেন	he opened too hard	grupo	alternativoj	prononco
level	veturis tro rapide	ড্রাইভ (ভ্রমণ) খুব দ্রুত	drove (traveled) too fast	grupo	alternativoj	prononco
level	manĝis per kulero	চামচ দিয়ে খেয়েছি	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	আমরা দৃঢ়ভাবে সন্দেহ	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	তার কাছ থেকে একটি সত্য চিঠি	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	পাঁচটি ছবি সহ একটি প্রেমপত্র	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	ফিরে এসেছে, যারা ফিরে এসেছে	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	এছাড়াও ছয়টি চিঠি ফিরে এসেছে	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	ছবি দেখতে চেয়েছিলেন	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	স্কুল থেকে ফিরে এসেছিল	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	বোন কবে ফিরবে?	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	আবার পড়তে চাইলাম	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	made (did), become	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	দ্রুত লাল হয়ে গেল	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	একটি ঘরে, একটি ঘরে	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	দাঁড়িয়ে এবং বসল	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	সেখানে ছবির সামনে দাঁড়ালাম	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	আমার ওটা আছে	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	তোমার হাতে কি আছে?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	সামনে না পিছনে?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	আগে অথবা পরে?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	সেখানে দরজার পিছনে	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	অন্যদের, অন্য মানুষ	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	অন্যদের থেকে চিঠি	letters from others	grupo	alternativoj	prononco
level	falis el la mano	হাত থেকে পড়ে গেল	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	টেবিলের উপর, টেবিলের উপর	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	এটা টেবিলের উপর পড়ে	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	ক্ষমা চেয়েছেন	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	পাঁচটি বই খুঁজছিলাম	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	দুঃখিত, আমি আমার বই খুঁজছিলাম.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	কিন্তু আপনি ভাল জানেন	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	আমার টেবিলে নেই	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	তোমার বই আমার টেবিলে নেই	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	আবার দিয়েছে, ফেরত দিয়েছে	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	চিঠিটা আমাকে ফেরত দাও	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	একটি ভাল পাঠ পেয়েছি	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	আরও ধুয়ে, আরও খেয়েছি	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	আর পড়া হবে না	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	আমিও পেয়েছি	I also received	grupo	alternativoj	prononco
level	devas fermi	বন্ধ করতে হবে	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	আমি ভাল বন্ধ আছে	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	দরজা শক্ত করে বন্ধ	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	শান্ত, শান্ত হও	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	শুনেছি কিন্তু শোনেনি	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	একটি শান্ত শব্দ শুনলাম	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	আমার কাছে, 4টি পকেট আছে	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	শেষ পাঠের দশ দিন পর	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	দুটি টেবিলের মধ্যে	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	তিনটি চিঠি, ছয়টি কাগজ	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	মাথা থেকে পা পর্যন্ত	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	চার, চতুর্থ, একটি চতুর্থাংশ, এক চতুর্থাংশ	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	ত্রয়ী কোথায় গেল	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	দুই হাতে পাঁচটি আঙুল	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	by oneself, one's own pocket	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	করা, একত্র করা, একটি যৌগ	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	নিজের পকেটে রাখা	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	বিশ্বের দুই শতাধিক দেশ	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	নিয়েছে, নিয়ে গেছে	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	নিজের নয়টি বইয়ের মধ্যে সাতটি নিয়েছিলেন	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	ছেড়ে যাওয়া, পরিত্যক্ত	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	আমাকে একা রেখে শান্ত হও	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	হাজার আটশত সাতাশ (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	এক কাপ চা	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	কেউ আট কাপ ধুয়েছে	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	দুই হাজার উনিশ (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	তিনি নিজেকে ধুয়েছেন	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	একজনের শরীর, নিজের অধিকার	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	টেবিলের উপর, বিড়াল ঘুমিয়েছিল	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	বিড়াল টেবিলের উপর ঝাঁপিয়ে পড়ল	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	হলের মধ্যে, হলের মধ্যে	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	তার হাতে পড়ল	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	কাজ করা, বিস্তারিত করা	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	সেই বইটির জন্য বিস্তারিত জানাতে	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	জানে, জানতে চায়, কৌতূহল	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	দ্বিভাষিক, দ্বিভাষিকতা	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	একজন ত্রিভাষিক শিক্ষার্থী সম্পর্কে বিস্ময়	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	গেছে, ফিরেছে	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	বিড়াল তাদের (নিজস্ব) বাড়িতে ফিরে	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	ব্যাগে, ব্যাগে	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	আপনার ব্যাগে রাখুন	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	একটি পা, হাঁটা, একটি পথচারী	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	দশ দিনের জন্য, তারা হাঁটল	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	to take, to take out	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	সুন্দর ফুল, সুন্দর ফুল নিলাম	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	তিনি শুধু সুন্দর ফুল বের করলেন	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	খোলা, কিন্তু অবিলম্বে বন্ধ	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	একটি আন্তর্জাতিক সভা খোলা	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	প্রকাশিত এবং বিতরণ	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	প্রকাশক তেইশটি বই প্রকাশ করেছেন	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	ফিরে এসে আবার নিজের ছেলেকে দেখতে পেল	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	দুই হাজার তেইশ সালে (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	একজন ভদ্রলোক দোকানে প্রবেশ করলেন	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	গাড়ির দোকান	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	সেখানে তিনি একজন মহিলাকে দেখতে পান	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	ভদ্র মহিলা ও মহোদয়গণ	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	এটা আমাকে খুশি করেছে (আমি এটা পছন্দ করি)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	ভদ্রমহিলা তাকে খুশি করেছেন (তিনি মহিলাকে পছন্দ করেছেন)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	সুন্দরী মহিলাকে দেখেছি	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	কে তাকে খুশি করেছে? (তিনি কাকে পছন্দ করেছেন?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	মহিলা, যে আমাকে খুশি করেছে	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	যে বাড়িতে প্রবেশ করেছে	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	যে ব্যক্তি এটি দান করেছেন	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	তিনি তার স্ত্রীকে একটি আংটি দিলেন	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	সে আংটি পছন্দ করেছে	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	যে স্ত্রী আংটি পছন্দ করেছে	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	দোকানে একজন বিক্রয়কর্মী কাজ করেন	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	গাড়ির বিক্রয়কর্মী	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	ভদ্রলোক সেলসম্যানকে জিজ্ঞেস করলেন	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	আপনি কোন গাড়ী পছন্দ করেন?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	আপনি কোন গাড়িটি বেছে নেবেন?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	আমি সেই গাড়িটি বেছে নিয়েছি	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	এটা তুলনামূলক ভালো	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	এটি হতে ভাল	better than this	grupo	alternativoj	prononco
level	plej bona el ili	তাদের সেরা	best of them	grupo	alternativoj	prononco
level	estas la plej bona	সর্বোৎকৃষ্ট	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	কোন গাড়ী সেরা?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	এই গাড়ী ভাল	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	এই এক সেরা	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	সব গাড়ি দেখেছি	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	সবার থেকে সেরা	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	এটা কি দ্রুত?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	অন্যদের তুলনায় দ্রুত	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	এছাড়াও শক্তিশালী	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	ওহ হ্যাঁ অবশ্যই!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	খুব শক্তিশালী	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	অবশ্যই এটা শক্তিশালী	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	এছাড়াও ব্যয়বহুল	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	সব থেকে ব্যয়বহুল	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	সস্তা কিন্তু শক্তিশালী	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	দুঃখিত এবং করুণাপূর্ণ (দুঃখিত বোধ করা মূল্যবান)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	দুর্ভাগ্যবশত আমি কিনব না	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	একটি দুর্ভাগ্যজনক বিষয়	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	তিনি একটি নতুন গাড়ি কিনেছেন	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	কারণ আমার কাছে টাকা নেই	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	আমার পুরানো গাড়ী	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	সব থেকে সস্তা	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	আমি সেখানে গাড়ি চালাব	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	এখনও এটি সঙ্গে ড্রাইভ করা হবে	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	সারা দিন ব্যাপী	all day long	grupo	alternativoj	prononco
level	dum li diris tion	যখন তিনি বলেন যে	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	সে আবার তার দিকে তাকাল	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	কিন্তু সেলসম্যান মো	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	এটা ভাল হবে যে ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	এই মহিলার দিকে তাকান	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	যে খুব ব্যয়বহুল	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	আমি তার স্বামী	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	আপনার ভ্রমণের খরচ কত ছিল?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	আপনার স্ত্রীর গান শুনুন	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	এটা অনেক খরচ যে ভুলবেন না	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	তিনি দুই ঘন্টার জন্য বিক্রয়কর্মী সাহায্য	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	তিন বছরেরও বেশি সময় ধরে	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	আবরণ, আবরণ, উন্মোচন (আবিষ্কার)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	কারণ তিনি এখনও আবিষ্কার করতে পারেননি	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	তুমি চিঠি পাঠাতে শুরু করলে কেন?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	আট মাস তিনি সেখানে বসবাস করেন	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	শোনার সময় ছিল না	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	গাড়ী ইতিমধ্যে পূর্ণ ছিল	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	তুমি কি খাচ্ছ	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	আবহাওয়া কেমন?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	আপনি গাড়ী কি ধরনের আছে?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	তার চিঠিগুলো কেমন ছিল?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	আমরা কোথায়?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	তুমি কোথায় যাচ্ছ?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	আপনি এটা কাকে দিয়েছিলেন?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	আপনি যার সাথে ভ্রমণ করেছেন	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	গাড়ির চেয়ে বড়	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	যারা সবচেয়ে লম্বা	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	তিনি ডিনারে বসেছিলেন	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	তিনি পড়ার সময় তিনি লেখেন	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	এখানে, এই ঘরে	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	এই ভদ্রলোক	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	শোনার মতো একটি খবর	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	বইটি সত্যিই পড়ার যোগ্য	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	একটি দুর্ভাগ্যজনক জিনিস	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	দুর্ভাগ্যবশত, আমি পারি না	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	আপনি স্বাগত জানাই. এটা আমার আনন্দ ছিল	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	ছোট সুন্দর মেয়েটি খুব সুন্দর	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	সব বন্ধুরা তাকে ভালোবাসে	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	তিন মাস আগে	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	তার সাথে খারাপ কিছু ঘটেছে	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	একটি গাড়ির কারণে সে পড়ে গেছে	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	অসুস্থ হয়ে পড়ে এবং তাপমাত্রা বেড়ে যায়	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	মা বললেন তাকে বিশ্রাম নিতে হবে	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	তাকে বাড়িতে থাকতে হবে	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	সে একজন ডাক্তার ডাকবে	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	নয়টায়	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	সকাল আটটায় এলো	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	আগামীকাল সন্ধ্যা সাতটায়	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	তার হাত দেখাল	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	পোষাক, পরা হচ্ছে	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	পোশাক পরুন এবং আপনার শরীর গরম করুন	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	বাড়িতে অবিলম্বে পোশাক খুলে এবং গোসল	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	একজন ডাক্তার সব দেখেছেন	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	গভীরভাবে তাকিয়ে অবশেষে বলেন	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	এক সপ্তাহ বাড়িতে থাকুন	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	আপনি শান্ত হতে চান	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	এক সপ্তাহ পর	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	তুমি ভালো অনুভব করবে	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	প্রচুর চা পান করুন	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	আবার দেখা করতে আসবে	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	তাকেও শান্ত হতে দাও	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	সুস্থ মানুষ, সুস্থ মানুষ	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	নিজের যত্ন নিল	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	পুরো জিনিস একবারে আমার জন্য দরকারী ছিল	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	লক্ষ্য করেছেন যে ভয়ঙ্কর জিনিস কাছাকাছি	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	অবিলম্বে এটি লক্ষ্য করতে বলা হয়েছে	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	ভেবেছিলেন যে এটির প্রয়োজন নেই	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	কাছাকাছি বসবাস, এবং যে দরকারী ছিল	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	আমাদের দেশ আজ আতঙ্কিত হয়ে উঠেছে	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	সব পরিবারের প্রিয় শিশুরা	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	গতকাল একবার, আগামীকাল দুবার	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	আজ পরিবারের সন্তানদের প্রয়োজন	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	আশা করছি আগামীকাল সে ভালো থাকবে	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	সে খুব শান্ত বোধ করছিল	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	তিনজন ছোটো পাহাড় তুলেছে	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	গুরুত্বপূর্ণ ব্যক্তিরা সাহায্যের জন্য জিজ্ঞাসা করেননি	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	সাহায্য করার জন্য সেখানে গিয়েছিলাম	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	তাপমাত্রা বেশি হলে বাড়িতে থাকুন	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	তাপমাত্রা আজ একই ছিল	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	নয়টায় ডাক্তারকে ডাকুন	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	আপনার ডাক্তারকে দেখান	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	আপনার পা দেখানোর জন্য	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	এই শার্ট পরুন	wear this shirt	grupo	alternativoj	prononco
