C.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	rubujo	垃圾桶，垃圾桶，垃圾桶	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	保衛	to defend	grupo	alternativoj	prononco
level	eduki	教育	to educate	grupo	alternativoj	prononco
level	hejti	加熱，加熱	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	一個列表	a list	grupo	alternativoj	prononco
level	kondiĉo	一個條件	a condition	grupo	alternativoj	prononco
level	poste	稍後，之後，接下來	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	擁抱，擁抱	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	高興的，高興的，快樂的	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	感冒（感冒）	a cold (caught)	grupo	alternativoj	prononco
level	salono	客廳、休息室、沙龍	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	堅持	to consist	grupo	alternativoj	prononco
level	hejme	在家裡	at home	grupo	alternativoj	prononco
level	spezo	營業額	a turnover	grupo	alternativoj	prononco
level	kalendaro	日曆	a calendar	grupo	alternativoj	prononco
level	imagi	想像	to imagine	grupo	alternativoj	prononco
level	fidela	忠實的，值得信賴的	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	參與，參與	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	一座城堡，一座要塞	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	&lt;詞尾&gt;一組數字	<suffix> a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	出席，出席	to attend, to be present at	grupo	alternativoj	prononco
level	televido	電視，電視	TV, television	grupo	alternativoj	prononco
level	studento	學生（大學）	a student (university)	grupo	alternativoj	prononco
level	impreso	一個印象	an impression	grupo	alternativoj	prononco
level	pupo	一個洋娃娃，一個木偶	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	恆定的，持續的，永久的	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	平坦的、均勻的、平面的、水平的	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	〜歲	~ years old	grupo	alternativoj	prononco
level	blovi	吹	to blow	grupo	alternativoj	prononco
level	konfesi	承認，承認	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	外面，國外	outside, abroad	grupo	alternativoj	prononco
level	remi	划船	to row	grupo	alternativoj	prononco
level	kaserolo	一個砂鍋，一個平底鍋，一個平底鍋	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	（雙方）父母	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	結婚，結婚	to get married, to marry	grupo	alternativoj	prononco
level	vundo	傷口，受傷	a wound, an injury	grupo	alternativoj	prononco
level	scienco	科學，一門科學	science, a science	grupo	alternativoj	prononco
level	monero	一枚硬幣	a coin	grupo	alternativoj	prononco
level	kompari	比較	to compare	grupo	alternativoj	prononco
level	arko	（曲線的）弧線	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	有經驗的，專家	experienced, expert	grupo	alternativoj	prononco
level	sankta	神聖的，神聖的	holy, sacred	grupo	alternativoj	prononco
level	lavujo	一個洗臉盆	a washbasin	grupo	alternativoj	prononco
level	trajno	一列火車	a train	grupo	alternativoj	prononco
level	domaĝo	遺憾的事，令人遺憾的事	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	鋒利的、磨蝕性的	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	值得，值得，值得	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	開始說話	to start speaking	grupo	alternativoj	prononco
level	ekscii	去認識、去領悟、去學習	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	一粒種子	a seed	grupo	alternativoj	prononco
level	reveni	回來，回來	to come back, to return	grupo	alternativoj	prononco
level	lupo	一隻狼	a wolf	grupo	alternativoj	prononco
level	elefanto	一頭大象	an elephant	grupo	alternativoj	prononco
level	karoto	一紅蘿蔔	a carrot	grupo	alternativoj	prononco
level	haŭto	皮膚，皮膚	skin, a skin	grupo	alternativoj	prononco
level	palaco	一座宮殿	a palace	grupo	alternativoj	prononco
level	eksidi	坐下來	to get sit down	grupo	alternativoj	prononco
level	mamo	（女人的）乳房，布布	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	一隻熊	a bear	grupo	alternativoj	prononco
level	vulpo	一隻狐狸	a fox	grupo	alternativoj	prononco
level	kuracisto	（醫學）醫生，醫生	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	簾子、屏風、面紗	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	征服、征服、勝利、克服	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	一個士兵	a soldier	grupo	alternativoj	prononco
level	trunko	軀幹、軀幹、軀幹	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	一個小偷	a thief	grupo	alternativoj	prononco
level	miksi	混合、混合、洗牌	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	精確的，準確的	precise, accurate	grupo	alternativoj	prononco
level	instruisto	一位老師，一位導師	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	無聊	to bore	grupo	alternativoj	prononco
level	gaso	氣體	gas	grupo	alternativoj	prononco
level	fervora	熱切的、熱心的、熱情的、熱情的	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	一個魔鬼	a devil	grupo	alternativoj	prononco
level	densa	稠密的，濃密的，濃縮的	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	奇怪的，奇怪的，奇特的	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	拯救，拯救	to save, to rescue	grupo	alternativoj	prononco
level	vico	轉動，轉動（依序）	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	一公里	a kilometer	grupo	alternativoj	prononco
level	puni	為了懲罰	to punish	grupo	alternativoj	prononco
level	prunto	貸款	a loan	grupo	alternativoj	prononco
level	planto	植物，一株植物	plant, a plant	grupo	alternativoj	prononco
level	praktiko	練習，練習	practice, a practice	grupo	alternativoj	prononco
level	kune	一起	together	grupo	alternativoj	prononco
level	temperaturo	溫度	temperature	grupo	alternativoj	prononco
level	nepo	一個孫子	a grandson	grupo	alternativoj	prononco
level	kunveni	召集、聚集、會面	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	一個音調	a tone	grupo	alternativoj	prononco
level	plata	平坦的	flat	grupo	alternativoj	prononco
level	ekskursi	短途旅行、去野餐、短跑	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	修理，修復	to repair, to fix	grupo	alternativoj	prononco
level	dramo	一部戲劇	a drama	grupo	alternativoj	prononco
level	sovaĝa	野蠻的，狂野的	savage, wild	grupo	alternativoj	prononco
level	progresi	進步	to progress	grupo	alternativoj	prononco
level	sonĝo	一個夢	a dream	grupo	alternativoj	prononco
level	legomo	蔬菜	a vegetable	grupo	alternativoj	prononco
level	proksimuma	近似	approximate	grupo	alternativoj	prononco
level	mapo	一張地圖	a map	grupo	alternativoj	prononco
level	foje (iu foje)	有時（有時）	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	權威	an authority	grupo	alternativoj	prononco
level	distribui	散佈	to distribute	grupo	alternativoj	prononco
level	distingi	區分	to distinguish	grupo	alternativoj	prononco
level	speciala	特別的	special	grupo	alternativoj	prononco
level	boli	燒開	to boil	grupo	alternativoj	prononco
level	osto	骨頭	a bone	grupo	alternativoj	prononco
level	rekomendi	推薦	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	後天	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	幫忙, 仁慈地, 幫忙	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	溫柔的, 有禮貌的, 有禮貌的, 彬彬有禮的	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	舒服的	comfortable	grupo	alternativoj	prononco
level	strio	一條條紋，一條射線	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	一塊帆布，一塊布料，一塊亞麻布	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	一條繩子，一條弦，一條繩子	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	一個帝國	an empire	grupo	alternativoj	prononco
level	ĉemizo	一件襯衫	a shirt	grupo	alternativoj	prononco
level	anaso	鴨子	a duck	grupo	alternativoj	prononco
level	organo	一份機關報、一篇評論、一份官方公報	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	很長一段時間	long, for a long time	grupo	alternativoj	prononco
level	biskvito	一塊餅乾，一塊餅乾，一塊薄脆餅乾	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	媽媽，媽媽，媽媽	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	爸爸，爸爸，爸爸	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	訂購，預訂	to order, to book	grupo	alternativoj	prononco
level	lingva	語言學的	linguistic	grupo	alternativoj	prononco
level	biciklo	一輛自行車，一輛自行車	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	模仿	to imitate	grupo	alternativoj	prononco
level	abelo	一隻蜜蜂	a bee	grupo	alternativoj	prononco
level	konfidi	傾訴、託付	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	假期，假期（=libertago）	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	親吻	to kiss	grupo	alternativoj	prononco
level	nokte	在晚上，夜間，夜間	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	放棄，移交，移交	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	一個字符，一個字母	a character, a letter	grupo	alternativoj	prononco
level	maŝino	機器	a machine	grupo	alternativoj	prononco
level	haveno	一個港口，一個港口	a harbor, a port	grupo	alternativoj	prononco
level	graso	油脂，脂肪	grease, fat	grupo	alternativoj	prononco
level	klopodi	努力、嘗試、瞄準、承擔	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	一個機會，一個機會	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	撕裂，撕裂	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	一件外套，一件斗篷，一件斗篷	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	一個程式	a program	grupo	alternativoj	prononco
level	volvi	包裹、捲起、纏繞、捲起	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	貸款	on loan	grupo	alternativoj	prononco
level	naskiĝtago	一個生日	a birthday	grupo	alternativoj	prononco
level	karbo	煤炭	coal	grupo	alternativoj	prononco
level	proponi	提議，提供	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	一個博物館	a museum	grupo	alternativoj	prononco
level	metalo	金屬，金屬	metal, a metal	grupo	alternativoj	prononco
level	streĉi	伸展，收緊	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	品嚐，品嚐	to taste, to sample	grupo	alternativoj	prononco
level	atenti	照顧、留意、提防	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	列印	to print	grupo	alternativoj	prononco
level	tabulo	一塊木板，一塊木板，一塊平板電腦	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	完全地、完全地、完全地	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	一連串	a series	grupo	alternativoj	prononco
level	universitato	一所大學	a university	grupo	alternativoj	prononco
level	situacio	情況、情況、條件	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	一對，一對	a pair, a couple	grupo	alternativoj	prononco
level	metio	手工藝品，手工藝	craft, handicraft	grupo	alternativoj	prononco
level	meblo	一件家具	a piece of furniture	grupo	alternativoj	prononco
level	oleo	油，一種油	oil, an oil	grupo	alternativoj	prononco
level	scivola	好奇的，好奇的	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	不是嗎？不是嗎？	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	必要的，絕對必要的	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	能夠，能夠	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	置物櫃、櫥櫃、壁櫥、餐邊櫃	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	每，按照，按	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	一名董事、一名經理	a director, a manager	grupo	alternativoj	prononco
level	ve!	唉!	Alas!	grupo	alternativoj	prononco
level	eviti	避免，迴避	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	擁有，擁有	to possess, to own	grupo	alternativoj	prononco
level	rubriko	標題、部分、標題、欄	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	犯罪	a crime	grupo	alternativoj	prononco
level	akiri	獲得，獲得，獲得，得到	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	弄亂, 搞砸, 搞砸, 搞砸	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	一個女人	a woman	grupo	alternativoj	prononco
level	viŝi	擦除，刪除，ti 擦掉	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	在旁邊	at the side	grupo	alternativoj	prononco
level	oferti	提議, 出價, 提出要約, 提供	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	一隻蒼蠅（昆蟲）	a fly (insect)	grupo	alternativoj	prononco
level	subite	突然，突然	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	一面鏡子，一面鏡子	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	合適的	suitable	grupo	alternativoj	prononco
level	neniel	絕不、決不、一點也不	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	個人的	personal	grupo	alternativoj	prononco
level	rado	一個輪子	a wheel	grupo	alternativoj	prononco
level	najbaro	一個鄰居	a neighbor	grupo	alternativoj	prononco
level	tremi	顫抖，顫抖，顫抖	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	家庭房、客廳	a family room, a living room	grupo	alternativoj	prononco
level	poto	一個鍋，一個壺	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	花費、經過	to spend, to pass	grupo	alternativoj	prononco
level	akompani	陪	to accompany	grupo	alternativoj	prononco
level	noto	註、（學校）成績、分數	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	一根眉毛	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	兒童房	a child room	grupo	alternativoj	prononco
level	vigla	動畫、輕快	animated, brisk	grupo	alternativoj	prononco
level	simio	一隻猴子	a monkey	grupo	alternativoj	prononco
level	pilko	一個球	a ball	grupo	alternativoj	prononco
level	konscii	意識到，意識到	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	榮譽，榮譽	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	就職典禮，就職典禮	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	一個寶寶	a baby	grupo	alternativoj	prononco
level	rajti	被允許、有權	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	有食慾	an appetite	grupo	alternativoj	prononco
level	klubo	一個俱樂部，一個社團	a club, a society	grupo	alternativoj	prononco
level	soifi	渴了，渴了	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	一個滑鼠	a mouse	grupo	alternativoj	prononco
level	nevo	一個侄子	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	晚餐，晚餐，晚餐	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	在早晨	in the morning	grupo	alternativoj	prononco
level	trompi	欺騙，欺騙	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	農場，租農場	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	數字、數字、密碼、數字	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	誠實的	honest	grupo	alternativoj	prononco
level	tagmezo	中午，中午	noon, midday	grupo	alternativoj	prononco
level	romano	一本小說	a novel	grupo	alternativoj	prononco
level	rato	一隻老鼠	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	中午前（早上）	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	挖、挖、鏟	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	一個坑，一個柱子	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	午安	in the afternoon	grupo	alternativoj	prononco
level	fiera	自豪的	proud	grupo	alternativoj	prononco
level	bari	阻止，阻止	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	打哈欠	to yawn	grupo	alternativoj	prononco
level	poento	一分、一跑	a point, a run	grupo	alternativoj	prononco
level	minaci	威嚇、威脅、恐嚇、恐嚇	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	武器，軍械庫	arms, armory	grupo	alternativoj	prononco
level	parenco	親屬, 親戚, 親屬	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	收穫，收穫，收穫	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	淋浴，淋浴	shower, a shower	grupo	alternativoj	prononco
level	mueli	研磨	to grind	grupo	alternativoj	prononco
level	fabelo	童話故事，睡前故事	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	公開的，對外開放的	public, open to public	grupo	alternativoj	prononco
level	baro	障礙，阻礙	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	一個肘部	an elbow	grupo	alternativoj	prononco
level	flughaveno	一個機場	an airport	grupo	alternativoj	prononco
level	spico	一種香料	a spice	grupo	alternativoj	prononco
level	kubo	一個立方體，一個骰子	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	一個十字路口，一個十字路口	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	（於）昨晚	(at) last night	grupo	alternativoj	prononco
level	pafi	射擊，開火	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	審批	to approve	grupo	alternativoj	prononco
level	kutime	通常，通常	ordinarily, usually	grupo	alternativoj	prononco
level	reala	真實的	real	grupo	alternativoj	prononco
level	kolekti	去收集	to collect	grupo	alternativoj	prononco
level	okulvitroj	眼鏡，眼鏡，眼鏡	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	角色，角色，一部分	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	拒絕	to refuse	grupo	alternativoj	prononco
level	riproĉi	斥責、斥責、斥責、斥責	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	發票，帳單	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	一朵向日葵	a sun-flower	grupo	alternativoj	prononco
level	peli	推動、驅動、追逐、推動	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	襯衫	a blouse	grupo	alternativoj	prononco
level	ĉial	出於各種原因	for every reason	grupo	alternativoj	prononco
level	pluvi	下雨	to rain	grupo	alternativoj	prononco
level	deserto	一份甜點，一份餐後	a dessert, an afters	grupo	alternativoj	prononco
level	regno	一個王國，一個領域	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	令人遺憾的, 令人遺憾的	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	沒有任何理由，沒有任何理由	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	寬容，縱容	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	一名cicerone、一名導遊、一名解說員	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	一個水龍頭，一個水龍頭	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	主持	to preside over	grupo	alternativoj	prononco
level	najbara	鄰接	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	一個十字路口	a crossway	grupo	alternativoj	prononco
level	polvo	塵埃，一粒塵埃	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	一章，一章	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	一個廣告	an advertisement	grupo	alternativoj	prononco
level	pia	虔誠的	pious	grupo	alternativoj	prononco
level	lastjare	去年	last year	grupo	alternativoj	prononco
level	vojmontrilo	一個地標，一個路標	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	地窖，地下室	a cellar, a basement	grupo	alternativoj	prononco
level	firma	堅定、穩定	firm, stable	grupo	alternativoj	prononco
level	eks-	&lt;前綴&gt;前任、前任	<prefix> ex-, former	grupo	alternativoj	prononco
level	kilogramo	一公斤	a kilogram	grupo	alternativoj	prononco
level	frago	一個草莓	a strawberry	grupo	alternativoj	prononco
level	pato	煎鍋	a frying pan	grupo	alternativoj	prononco
level	delikata	細膩、敏感	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	追趕、追求、狩獵	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	說實話	to tell the truth	grupo	alternativoj	prononco
level	pra-	時間上的遙遠、史前、前、偉大-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	成熟的，成熟的	mature, ripe	grupo	alternativoj	prononco
level	kulerego	水桶，一個大勺子	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	做人，做事	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	確實、真正、確實	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	&lt;字首&gt;誤-	<prefix> mis-	grupo	alternativoj	prononco
level	kvieta	安靜，平靜	quiet, calm	grupo	alternativoj	prononco
level	funkcii	發揮作用，運作，工作	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	適當的，合適的	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	遊客	a tourist	grupo	alternativoj	prononco
level	honti	感到羞恥	to be ashamed	grupo	alternativoj	prononco
level	averti	警告，警告	to warn, to caution	grupo	alternativoj	prononco
level	turismo	旅遊	tourism	grupo	alternativoj	prononco
level	stumpo	一個樹樁，一個屁股（香煙）	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	小費（獎金），小費	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	病人	patient	grupo	alternativoj	prononco
level	mieno	（臉部）表情	a (facial) expression	grupo	alternativoj	prononco
level	pensio	退休金，年金	pension, annuity	grupo	alternativoj	prononco
level	princo	一個王子	a prince	grupo	alternativoj	prononco
level	sorto	命運、命運、財富	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	&lt;詞尾&gt;義務	<suffix> obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	長絲襪	long stockings	grupo	alternativoj	prononco
level	barbo	鬍鬚	beard	grupo	alternativoj	prononco
level	-ing-	&lt;詞尾&gt;長支架、插座	<suffix> long holder, socket	grupo	alternativoj	prononco
level	bongusta	好吃，味道好	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	照顧、護理	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	&lt;詞尾&gt;女性寵物名	<suffix> female pet name	grupo	alternativoj	prononco
level	-ĉjo	&lt;詞尾&gt;男性寵物名	<suffix> male pet name	grupo	alternativoj	prononco
level	plugi	犁地、耕地、耕地	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	一封情書	a loveletter	grupo	alternativoj	prononco
level	glaso da	一杯	a glass of	grupo	alternativoj	prononco
level	valo	一個山谷	a valley	grupo	alternativoj	prononco
level	taso da	一杯	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	負擔，負擔，負擔	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	自助餐	a buffet	grupo	alternativoj	prononco
level	avino	一位祖母	a grandmother	grupo	alternativoj	prononco
level	guto	一滴，一滴	a drop, a drip	grupo	alternativoj	prononco
level	estingi	撲滅，撲滅	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	高興地	happily	grupo	alternativoj	prononco
level	gorĝo	喉嚨	a throat	grupo	alternativoj	prononco
level	serpento	一條蛇	a snake	grupo	alternativoj	prononco
level	klare	清楚地	clearly	grupo	alternativoj	prononco
level	alveni	到達，得到	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	加上	to add	grupo	alternativoj	prononco
level	vesti (sin)	給（自己）穿衣服，穿上	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	一條尾巴	a tail	grupo	alternativoj	prononco
level	alporti	帶來，取來	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	大廳（脫衣服）、門廳、前廳	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	號角、汽笛、喇叭	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	貪婪的，多變的	greedy, avarious	grupo	alternativoj	prononco
level	ebla	可能的，能夠的	possible, able	grupo	alternativoj	prononco
level	eble	也許，可能，或許	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	去打掃	to sweep	grupo	alternativoj	prononco
level	kompreneble	當然（可以理解）	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	滑行、滑行	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	滑冰（滑冰）	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	汗水，汗水，汗水	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	沒有人的，沒有人的	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	看起來相似，相似	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	一個壁爐，一個壁爐	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	便攜的	portable	grupo	alternativoj	prononco
level	memkomprenebla	顯然，當然	evident, of course	grupo	alternativoj	prononco
level	prezidanto	主席、總統	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	一些	several	grupo	alternativoj	prononco
level	kongresnumero	代表大會的註冊號	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	（世界語）世界大會	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	聾	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	世界世界語協會	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	安排，使事情井井有條	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	一位成熟的未婚女子，小姐。	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	戒指	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	一艘客船	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	一本國會書	a congress book	grupo	alternativoj	prononco
level	beko	一個喙，一張嘴	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	書店（在國會）	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	一個書架	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	一個枕頭	a pillow	grupo	alternativoj	prononco
level	cindro	灰，煤渣	ash, cinder	grupo	alternativoj	prononco
level	artikolo	一篇文章（雜誌、報紙）	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	數，計數	to number, to count	grupo	alternativoj	prononco
level	duobla	雙倍的	double	grupo	alternativoj	prononco
level	duoble	兩次，雙倍	twice, doubly	grupo	alternativoj	prononco
level	dekobla	十倍的	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	一頂帽子	a cap	grupo	alternativoj	prononco
level	dekoblo	十倍，十倍	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	一盒錄音帶	a cassette	grupo	alternativoj	prononco
level	dekoble	十倍（很多）	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	耶穌	Jesus	grupo	alternativoj	prononco
level	poluro	拋光，拋光	polish, polishment	grupo	alternativoj	prononco
level	tusi	咳	to cough	grupo	alternativoj	prononco
level	pinglo	針，針	pin, needle	grupo	alternativoj	prononco
level	buĝeto	預算(=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	一半	an half	grupo	alternativoj	prononco
