A.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	volis vidi la foton	می خواستم عکس را ببینم	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	از مدرسه برگشت	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	خواهر کی برمیگرده	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	می خواست دوباره بخواند	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	ساخته (کرد)، شد	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	به سرعت قرمز شد	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	در یک اتاق، به یک اتاق	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	ایستاد و نشست	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	روبروی عکس ایستاده بود	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	من آن را دارم	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	چه چیزی در دست داری؟	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	جلو یا پشت؟	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	قبل یا بعد؟	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	اونجا پشت در	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	دیگران، افراد دیگر	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	نامه های دیگران	letters from others	grupo	alternativoj	prononco
level	falis el la mano	از دست افتاد	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	روی میز، روی میز	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	روی میز افتاد	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	درخواست بخشش کرد	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	دنبال پنج کتاب می گشت	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	ببخشید دنبال کتابم بودم	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	اما شما خوب می دانید	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	روی میز من نیست	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	کتاب های شما روی میز من نیست	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	دوباره داد، برگشت	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	نامه را به من برگردان	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	درس خوبی گرفت	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	بیشتر شسته شد، بیشتر خورد	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	دیگر نخواهد خواند	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	من هم دریافت کردم	I also received	grupo	alternativoj	prononco
level	devas fermi	باید ببندد	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	باید خوب ببندم	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	در را محکم بست	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	آرام، آرام	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	شنید اما نشنید	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	صدای آرامی شنید	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	در من، 4 جیب وجود دارد	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	ده روز بعد از آخرین درس	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	بین دو میز	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	سه حرف، شش کاغذ	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	از سر تا پا	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	چهار، چهارم، یک کوارتت، یک چهارم	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	این سه نفر کجا رفتند	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	پنج انگشت در هر دو دست	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	به خودی خود، جیب خود	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	قرار دادن، کنار هم گذاشتن، ترکیب	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	در جیب خود گذاشتن	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	دویست ملت در جهان	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	گرفت، برد	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	هفت کتاب از نه کتاب خودش را گرفت	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	ترک کردن، رها شده	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	مرا تنها و آرام بگذار	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	هزار و هشتصد و هشتاد و هفت (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	یک فنجان چای	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	یک نفر هشت فنجان را شست	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	دو هزار و نوزده (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	خودش را شست	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	بدن خود، دارایی خود	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	روی میز، گربه خوابید	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	گربه پرید روی میز	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	در سالن، داخل سالن	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	به دستش افتاد	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	کار کردن، توضیح دادن	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	برای توضیح بیشتر برای آن کتاب	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	می داند، می خواهد بداند، کنجکاوی	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	دو زبانه، دوزبانگی	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	شگفتی در مورد یک یادگیرنده سه زبانه	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	رفت، برگشت	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	گربه ها به خانه های خود بازگشتند	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	در کیسه، داخل کیسه	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	آن را در کیف خود قرار دهید	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	یک پا، پیاده روی، یک عابر پیاده	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	ده روز پیاده روی کردند	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	گرفتن، بیرون آوردن	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	گلهای زیبا، گلهای زیبا برداشت	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	او فقط گلهای زیبا را بیرون آورد	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	باز شد، اما بلافاصله بسته شد	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	یک نشست بین المللی افتتاح کرد	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	منتشر و توزیع شد	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	این ناشر بیست و سه کتاب منتشر کرد	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	برگشت و دوباره پسر خود را دید	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	در سال دو هزار و بیست و سه (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	آقایی وارد (داخل) فروشگاه شد	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	فروشگاه ماشین ها	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	در آنجا یک خانم را می بیند	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	خانم ها و آقایان عزیز	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	که من را خوشحال کرد (من آن را دوست دارم)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	خانم او را راضی کرد (او خانم را دوست داشت)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	خانم زیبا را دید	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	چه کسی او را راضی کرد؟ (چه کسی را دوست داشت؟)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	زنی که مرا راضی کرد	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	کسی که وارد خانه شد	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	مردی که آن را اهدا کرد	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	به همسرش حلقه داد	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	او حلقه را دوست داشت	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	همسری که حلقه را دوست داشت	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	یک فروشنده در فروشگاه کار می کند	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	یک فروشنده ماشین	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	آقا از فروشنده پرسید	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	کدوم ماشین رو دوست داری	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	کدام ماشین را انتخاب خواهید کرد؟	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	من اون ماشین رو انتخاب کردم	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	بهتر است	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	بهتر از این	better than this	grupo	alternativoj	prononco
level	plej bona el ili	بهترین آنها	best of them	grupo	alternativoj	prononco
level	estas la plej bona	بهترین است	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	کدام ماشین بهترین است؟	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	این ماشین بهتره	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	این یکی بهترین است	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	همه ماشین ها را دید	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	بهترین	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	آیا سریع است؟	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	سریعتر از دیگران	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	نیز قوی است	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	اوه بله، البته!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	بسیار قوی است	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	مطمئنا قوی است	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	نیز گران است	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	گران ترین از همه	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	ارزان اما قوی	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	متاسف است و متاسف است (ارزش تاسف دارد)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	متاسفانه من نمیخرم	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	چیز تاسف باری است	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	او یک ماشین جدید خرید	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	چون پول ندارم	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	ماشین قدیمی من	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	ارزان ترین از همه	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	من آنجا رانندگی خواهم کرد	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	همچنان با آن رانندگی خواهد کرد	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	تمام روز	all day long	grupo	alternativoj	prononco
level	dum li diris tion	در حالی که او این را گفت	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	دوباره به او نگاه کرد	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	اما فروشنده گفت	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	بهتر است که ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	به این خانم نگاه کن	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	که خیلی هم گران است	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	من شوهرش هستم	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	هزینه سفر شما چقدر بود؟	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	به آهنگ همسرت گوش کن	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	فراموش نکنید که هزینه زیادی دارد	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	او دو ساعت به فروشنده کمک کرد	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	برای بیش از سه سال	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	پوشاندن، پوشاندن، کشف کردن (کشف)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	دلیلی که او هنوز کشف نکرده است	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	چرا شروع به ارسال نامه کردی؟	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	به مدت هشت ماه در آنجا زندگی کرد	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	وقت شنیدن نداشتم	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	ماشین قبلا پر بود	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	چی میخوری	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	هوا چطوره	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	چه نوع ماشینی داری؟	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	نامه های او چگونه بود؟	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	ما کجا هستیم؟	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	به کجا میروی؟	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	به کی دادی	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	مردی که با او سفر کردی	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	بزرگتر از ماشین	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	بلند قدترین آن مردم	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	سر شام نشسته بود	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	او می نویسد در حالی که او می خواند	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	اینجا، در این اتاق	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	این آقا	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	خبری که ارزش شنیدن دارد	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	کتاب واقعا ارزش خوندن داره	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	یک چیز ناگوار	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	متاسفانه، من نمی توانم	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	خواهش میکنم. خوشحالی من بود	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	دختر کوچک زیبا بسیار زیبا است	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	همه دوستان او را دوست دارند	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	سه ماه پیش	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	اتفاق بدی برایش افتاد	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	به خاطر ماشین افتاد	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	مریض شد و دما بالا رفت	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	مادر گفت باید استراحت کند	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	او باید در خانه بماند	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	او با یک دکتر تماس خواهد گرفت	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	در ساعت نه	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	صبح ساعت هشت آمد	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	ساعت هفت فردا عصر	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	دستانش را نشان داد	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	لباس، در حال لباس پوشیدن است	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	لباس بپوش و بدنت را گرم کن	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	در خانه بلافاصله لباس را درآورد و دوش گرفت	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	یک دکتر همه چیز را نگاه کرد	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	دقیق نگاه کرد و بالاخره گفت	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	یک هفته در خانه بمانید	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	می خواهد شما آرام باشید	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	بعد از یک هفته	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	حال شما بهتر خواهد شد	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	چای زیاد بنوشید	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	دوباره به دیدنت خواهد آمد	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	بگذار او هم آرام باشد	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	انسان سالم، انسان سالم	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	از خود مراقبت کرد	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	همه چیز به یکباره برای من مفید بود	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	متوجه شدم که چیز وحشتناک نزدیک است	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	درخواست کرد که فورا متوجه آن شود	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	فکر کرد که لازم نیست	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	در نزدیکی زندگی می کرد و این مفید بود	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	کشور ما امروز وحشت زده شد	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	بچه های عزیز از همه خانواده ها	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	یک بار دیروز، دو بار فردا	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	امروزه خانواده ها به فرزندان نیاز دارند	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	امیدوار بود فردا خوب شود	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	او بسیار آرام بود	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	سه کوچولو کوه را بلند کردند	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	افراد مهم کمک نخواستند	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	برای کمک به آنجا رفت	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	اگر دما بالاست در خانه بمانید	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	دمای هوا امروز مشابه باقی ماند	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	ساعت نه با دکتر تماس بگیر	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	آن را به پزشک خود نشان دهید	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	برای نشان دادن پای خود	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	این پیراهن را بپوش	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	در آخر هفته همه چیز آرام خواهد شد	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	زیر لیوان چای چی پیدا کردی؟	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	من چای صبح میخوام	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	به امید یک عصر آرام	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	می خواهد که یاد بگیرید	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	اصرار کرد که بروم	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	در چه ساعتی	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	ساعت شش او خواهد آمد	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	لیبرتو جذاب بود	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	ساکت باش	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	بگذار ساکت باشد	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	او نیز	he too	grupo	alternativoj	prononco
level	mi deziras	من می خواهم (میل)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	آرزو می کنم که ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	که یاد بگیرید	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	میخوام یاد بگیری	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	پدر اصرار دارد	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	پدر اصرار دارد که ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	که من بروم	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	پدر اصرار دارد که من بروم	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	در چه ساعتی	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	ساعت چند می آیی	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	راس ساعت پنج)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	راس ساعت پنج	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	او چگونه است؟	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	اخیرا چگونه بوده اید؟	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	کتاب های کوچک زیبا هستند	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	یک کتابچه، کتاب های زیبا	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	زیبا، کمی زیبا، بسیار زیبا	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	گرم، ولرم، خیلی گرم	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	یک کتاب بزرگ، یک کتابچه	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	خوب، عالی، خوب	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	ثروتمند، ثروتمند شدن، یک فرد ثروتمند	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	آرام کردن، آرام کردن، آرام کردن	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	سالم، شفا یافتن، شفا یافت	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	شوهر، ازدواج، متاهل	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	یک پستچی نامه	a letter postman	grupo	alternativoj	prononco
level	hejmlando	یک وطن	a homeland	grupo	alternativoj	prononco
level	iom, iomete	تا حدودی، کمی	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	ما یک شام عالی خوردیم	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	امیدوارم مراقب خودت باش	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	من به مسکن باکیفیت اهمیت می دادم	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	چند بار فکر کن	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	چه کسی دفترچه را برداشت؟	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	گربه ای به نام سزار	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	کیکی که روی میز است	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	کیکی که روی میز است بخور	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	داغ شد و سرخ شد	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	یک پدر می خواهد فرزندش غذا بخورد	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	در یک اتاق کوچک	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	ما در ~ زندگی می کنیم	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	مضطرب شدم	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	در آن زمان که تو را دیدم	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	همه متوجه این موضوع شدند	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	این واقعیت که او زیباست	the fact that she is beautiful	grupo	alternativoj	prononco
