C.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	stato	स्थिति, अवस्था, अवस्था	status, condition, state	grupo	alternativoj	prononco
level	ripozi	आराम गर्नु, आराम गर्नु, आराम गर्नु	to repose, to rest, to take a rest	grupo	alternativoj	prononco
level	gaja	समलिङ्गी, हर्षित, रमाइलो	gay, cheerful, merry	grupo	alternativoj	prononco
level	dankon	धन्यवाद, धन्यवाद	thank you, thanks	grupo	alternativoj	prononco
level	foti	फोटो खिच्न, फोटो खिच्न	to photograph, to take picture	grupo	alternativoj	prononco
level	marko	एक चिन्ह, एक ब्रान्ड	a mark, a brand	grupo	alternativoj	prononco
level	ĉapelo	टोपी, सर्कमफ्लेक्स, क्यारेट	a hat, a circumflex, a caret	grupo	alternativoj	prononco
level	kioma	कति को, कति को, कुन संख्या को	of how much, of how many, what number	grupo	alternativoj	prononco
level	rompi	भाँच्नु	to break	grupo	alternativoj	prononco
level	kajero	एउटा कपि	a notebook	grupo	alternativoj	prononco
level	stacio	एउटा स्टेशन	a station	grupo	alternativoj	prononco
level	kanto	एउटा गीत	a song	grupo	alternativoj	prononco
level	ĉiom	सबै, कुल, सबै, सबै रकम	all, total, of all, of all amount	grupo	alternativoj	prononco
level	ligno	काठ, काठ	a wood, timber	grupo	alternativoj	prononco
level	ŝtono	एउटा ढुङ्गा	a stone	grupo	alternativoj	prononco
level	ĉelo	कोशिका, मेमोरी सेल	a cell, a memory cell	grupo	alternativoj	prononco
level	miliono	एक लाख	a million	grupo	alternativoj	prononco
level	ĝenerala	सामान्य	general	grupo	alternativoj	prononco
level	insulo	एउटा टापु	an island	grupo	alternativoj	prononco
level	daŭro	अवधि, अवधि	duration, a duration	grupo	alternativoj	prononco
level	angla	अंग्रेजी, इङ्गल्याण्डको	English, of England	grupo	alternativoj	prononco
level	antaŭe	पहिले (adv), पहिले, औपचारिक रूपमा	ago (adv), previously, formely	grupo	alternativoj	prononco
level	precipa	प्रमुख, मुख्य, प्रधान	chief, main, principal	grupo	alternativoj	prononco
level	antaŭen	अगाडि (दिशा), अगाडि, अगाडि	forward (direction), ahead, forward on	grupo	alternativoj	prononco
level	nordo	उत्तर	north	grupo	alternativoj	prononco
level	kolekto	सङ्कलन	collection	grupo	alternativoj	prononco
level	supro	एक शीर्ष, एक शिखर	a top, a summit	grupo	alternativoj	prononco
level	oriento	पूर्व	east	grupo	alternativoj	prononco
level	ju	<adverb>(अधिक, कम)	<adverb> the (more, less)	grupo	alternativoj	prononco
level	sudo	दक्षिण	south	grupo	alternativoj	prononco
level	okcidento	पश्चिम	west	grupo	alternativoj	prononco
level	juĝi	न्याय गर्न	to judge	grupo	alternativoj	prononco
level	tuko	एउटा तौलिया, कपडा	a towel, a cloth	grupo	alternativoj	prononco
level	ŝteli	चोर्नु	to steal	grupo	alternativoj	prononco
level	ondo	एउटा लहर	a wave	grupo	alternativoj	prononco
level	pasporto	एक राहदानी	a passport	grupo	alternativoj	prononco
level	malantaŭ ~	पछाडि ~	behind ~	grupo	alternativoj	prononco
level	korespondi	पत्राचार गर्न	to correspond	grupo	alternativoj	prononco
level	ĉefa	प्रमुख, प्रमुख	chief, main	grupo	alternativoj	prononco
level	ligi	जोड्न, जोड्न, जडान गर्न	to link, to tie, to connect	grupo	alternativoj	prononco
level	rilati	सम्बन्ध राख्नु, सम्बन्ध राख्नु, चिन्ता गर्नु	to relate, to have a relation, to concern	grupo	alternativoj	prononco
level	taso	एउटा कप	a cup	grupo	alternativoj	prononco
level	golo	एक गोल (फुटबल मा)	a goal (in a soccer)	grupo	alternativoj	prononco
level	industrio	एक उद्योग	an industry	grupo	alternativoj	prononco
level	trovi	खोज्न को लागि	to find	grupo	alternativoj	prononco
level	ĝeni	कष्ट दिनु, कष्ट दिनु, बाधा पुर्‍याउनु, बाधा पुर्‍याउनु	to bother, to trouble, to disturb, to hinder	grupo	alternativoj	prononco
level	kombi	कोर्नु	to comb	grupo	alternativoj	prononco
level	oro	सुन, सुन	gold, a gold	grupo	alternativoj	prononco
level	premio	एक पुरस्कार, एक पुरस्कार	a prize, an award	grupo	alternativoj	prononco
level	terpomo	एक आलु	a potato	grupo	alternativoj	prononco
level	leciono	एउटा पाठ	a lesson	grupo	alternativoj	prononco
level	malbona	खराब, खराब	bad, nasty	grupo	alternativoj	prononco
level	malami	घृणा गर्न	to hate	grupo	alternativoj	prononco
level	signo	एक चिन्ह, एक चिन्ह	a sign, a mark	grupo	alternativoj	prononco
level	malamiko	एक शत्रु	an enemy	grupo	alternativoj	prononco
level	botelo	एक बोतल	a bottle	grupo	alternativoj	prononco
level	naĝi	पौडनु	to swim	grupo	alternativoj	prononco
level	maljuna	पुरानो (युवा होइन)	old (not young)	grupo	alternativoj	prononco
level	prezo	मूल्य, मूल्य	price, a price	grupo	alternativoj	prononco
level	butono	एउटा बटन	a button	grupo	alternativoj	prononco
level	ŝuo	एउटा जुत्ता	a shoe	grupo	alternativoj	prononco
level	malnova	पुरानो (नयाँ होइन)	old (not new)	grupo	alternativoj	prononco
level	piki	उठाउनु, छुरा दिनु, डंक्नु	to pick, to stab, to sting	grupo	alternativoj	prononco
level	malriĉa	गरिब	poor	grupo	alternativoj	prononco
level	informi	जानकारी दिनु, जानकारी दिनु, रिपोर्ट गर्नु	to inform, to give information, to report	grupo	alternativoj	prononco
level	tegmento	एउटा छत	a roof	grupo	alternativoj	prononco
level	lipo	ओठ, ओठ	lip, a lip	grupo	alternativoj	prononco
level	rando	मार्जिन, किनारा, सीमा, बेभल्ड किनारा	margin, edge, boundary, beveled edge	grupo	alternativoj	prononco
level	malmola	कडा	hard	grupo	alternativoj	prononco
level	telefono	एक टेलिफोन	a telephone	grupo	alternativoj	prononco
level	forko	काँटा, काँटा	fork, a fork	grupo	alternativoj	prononco
level	teo	चिया, चिया	tea, a tea	grupo	alternativoj	prononco
level	pantalono	पतलून, प्यान्ट	trousers, pants	grupo	alternativoj	prononco
level	pinto	एक चोटी, एक शीर्ष, एक टिप, एक शिखर	a peak, a top, a tip, a summit	grupo	alternativoj	prononco
level	skatolo	एउटा केस, एउटा बक्स	a case, a box	grupo	alternativoj	prononco
level	malvarma	चिसो, चिसो	cold, chilly	grupo	alternativoj	prononco
level	salo	नुन	salt	grupo	alternativoj	prononco
level	reto	एक नेटवर्क, एक जाल	a network, a net	grupo	alternativoj	prononco
level	donaci	दान गर्नु, दिनु, प्रस्तुत गर्नु	to donate, to give, to present	grupo	alternativoj	prononco
level	malalta	कम	low	grupo	alternativoj	prononco
level	viando	मासु, मासु	meat, a meat	grupo	alternativoj	prononco
level	respekti	सम्मान दिनु	to respect	grupo	alternativoj	prononco
level	forno	भट्टी, चुलो, चुलो	a furnace, a stove, an oven	grupo	alternativoj	prononco
level	-er-	<suffix>तत्व, सम्पूर्ण को सानो कण	<suffix> element, small particle of whole	grupo	alternativoj	prononco
level	malkovri	पत्ता लगाउन, पर्दाफाश गर्न, अनावरण गर्न	to discover, to uncover, to unveil	grupo	alternativoj	prononco
level	-aĉ-	<suffix>नराम्रो, घृणित	<suffix> bad, disgusting	grupo	alternativoj	prononco
level	branĉo	एउटा शाखा, एउटा हाँगा	a branch, a bough	grupo	alternativoj	prononco
level	malhela	अँध्यारो, निराशाजनक, अन्धकार	dark, dismal, bleak	grupo	alternativoj	prononco
level	mensogi	झूट बोल्नु, झूट बोल्नु	to lie, to tell a lie	grupo	alternativoj	prononco
level	opinio	एक राय	an opinion	grupo	alternativoj	prononco
level	bieno	एक खेत, एक सम्पत्ति, एक भूमि, एक सम्पत्ति	a farm, a property, a land, an estate	grupo	alternativoj	prononco
level	malhelpi	बाधा पार्नु, बाधा पुर्‍याउनु, बाधा पुर्‍याउनु, बाधा पुर्‍याउनु	to hinder, to impede, to thwart, to bar	grupo	alternativoj	prononco
level	gasto	एक अतिथि	a guest	grupo	alternativoj	prononco
level	aviadilo	एक हवाई जहाज, एक विमान	an airplane, a aircraft	grupo	alternativoj	prononco
level	kutimi	बानी बसाल्नु, बानी बस्नु	to accustom, to be in the habit of	grupo	alternativoj	prononco
level	malsana	बिरामी, बिरामी, अस्वस्थ	ill, sick, unhealthy	grupo	alternativoj	prononco
level	bastono	एउटा लाठी, डण्डा, छडी	a stick, a baton, a cane	grupo	alternativoj	prononco
level	frunto	निधार, निधार	a forehead, brow	grupo	alternativoj	prononco
level	lampo	एउटा बत्ती	a lamp	grupo	alternativoj	prononco
level	cetera	बाँकी, बाँकी, अतिरिक्त	rest of, remaining, additional	grupo	alternativoj	prononco
level	malaperi	गायब हुन	to disappear	grupo	alternativoj	prononco
level	vango	एक गाल, एक जुल	a cheek, a jowl	grupo	alternativoj	prononco
level	atingi	प्राप्त गर्न, प्राप्त गर्न, पुग्न, पूरा गर्न	to attain, to achieve, to reach, to accomplish	grupo	alternativoj	prononco
level	malpaki	अनप्याक गर्न	to unpack	grupo	alternativoj	prononco
level	polico	एक प्रहरी	a police	grupo	alternativoj	prononco
level	kapro	एउटा बाख्रा	a goat	grupo	alternativoj	prononco
level	kongreso	एक सम्मेलन, एक सम्मेलन, एक सम्मेलन	a congress, a conference, a convention	grupo	alternativoj	prononco
level	ekzisti	अवस्थित गर्न	to exist	grupo	alternativoj	prononco
level	jako	ज्याकेट (= jaketo)	a jacket (=jaketo)	grupo	alternativoj	prononco
level	gliti	चिप्लनु, चिप्लनु	to glide, to slip	grupo	alternativoj	prononco
level	nepre	अनिवार्य रूपमा, बिल्कुल, निश्चित रूपमा	necessarily, absolutely, definately	grupo	alternativoj	prononco
level	anonci	घोषणा गर्न, जानकारी दिन, विज्ञापन गर्न	to announce, to inform, to advertise	grupo	alternativoj	prononco
level	supo	सूप, एक सूप	soup, a soup	grupo	alternativoj	prononco
level	kapabla	सक्षम, सक्षम	capable of, able to	grupo	alternativoj	prononco
level	antaŭulo	एक पूर्ववर्ती	a predecessor	grupo	alternativoj	prononco
level	danĝero	एक खतरा	a danger	grupo	alternativoj	prononco
level	stomako	पेट, पेट	stomach, a stomach	grupo	alternativoj	prononco
level	fromaĝo	चीज, एक चीज	cheese, a cheese	grupo	alternativoj	prononco
level	ungo	नङ, औंलाको नङ, टोनेल	a nail, a fingernail, a tonail	grupo	alternativoj	prononco
level	egala	बराबर, बराबर	equal, even	grupo	alternativoj	prononco
level	centro	केन्द्र, केन्द्र	center, a center	grupo	alternativoj	prononco
level	riĉulo	एक धनी, एक धनी व्यक्ति	a richer, a rich person	grupo	alternativoj	prononco
level	bani	नुहाउन, नुहाउन, कुल्ला गर्न	to bathe, to wash over, to rinse	grupo	alternativoj	prononco
level	efiki	प्रभावकारी हुनु, प्रभावकारी हुनु, प्रभाव पार्नु	to effect, to be effective, to have effect	grupo	alternativoj	prononco
level	stelulo	एक तारा, एक सेलिब्रिटी	a star, a celebrity	grupo	alternativoj	prononco
level	sapo	साबुन, साबुन	soap, a soap	grupo	alternativoj	prononco
level	iel	जसरी पनि, जसरी पनि	somehow, anyhow	grupo	alternativoj	prononco
level	aspekti	जस्तो देखिनु, देखिनु, देखिनु	to look like, to appear, to seem	grupo	alternativoj	prononco
level	junulo	एक जवान व्यक्ति, जवान	a young person, youngster	grupo	alternativoj	prononco
level	lano	एक ऊन	a wool	grupo	alternativoj	prononco
level	ombro	एक छाया	a shadow	grupo	alternativoj	prononco
level	maljunulo	एक वृद्ध व्यक्ति	an old person	grupo	alternativoj	prononco
level	ĉesi	बन्द गर्न, रोक्न	to cease, to stop	grupo	alternativoj	prononco
level	raporti	रिपोर्ट गर्न	to report	grupo	alternativoj	prononco
level	golulo	एक गोलकिपर	a goalkeeper	grupo	alternativoj	prononco
level	sceno	एक दृश्य	a scene	grupo	alternativoj	prononco
level	objekto	एक वस्तु, एक लेख, एक चीज	an object, an article, a thing	grupo	alternativoj	prononco
level	preĝi	पार्थना गर्नु	to pray	grupo	alternativoj	prononco
level	limo	सीमा, सीमा, सीमा	a limit, a border, a boundary	grupo	alternativoj	prononco
level	krimulo	एक अपराधी	a criminal	grupo	alternativoj	prononco
level	krei	बनाउन	to create	grupo	alternativoj	prononco
level	fonto	एक स्रोत, एक वसन्त, एक झरना	a source, a spring, a fountain	grupo	alternativoj	prononco
level	kravato	एक नेकटाई	a necktie	grupo	alternativoj	prononco
level	flui	बग्नु	to flow	grupo	alternativoj	prononco
level	kudri	सिलाई, सिलाई	to sew, to stitch	grupo	alternativoj	prononco
level	intenci	इरादा गर्न	to intend	grupo	alternativoj	prononco
level	konservi	जोगाउनु, राख्नु, राख्नु	to save, to conserve, to keep	grupo	alternativoj	prononco
level	ial	कुनै कारणले	for some reason	grupo	alternativoj	prononco
level	obei	पालन गर्न	to obey	grupo	alternativoj	prononco
level	filino	एक छोरी	a daughter	grupo	alternativoj	prononco
level	fulmo	एक बिजुली, एक टर्च	a lightning, a flashlight	grupo	alternativoj	prononco
level	junulino	एक जवान महिला, एक जवान महिला व्यक्ति	a young woman, a young female person	grupo	alternativoj	prononco
level	knabino	केटी, केटी	a girl, a lass	grupo	alternativoj	prononco
level	leĝo	एक कानून, एक नियम	a law, a rule	grupo	alternativoj	prononco
level	simila	समान, समान	similar, alike	grupo	alternativoj	prononco
level	edzino	एक पत्नी	a wife	grupo	alternativoj	prononco
level	globo	ग्लोब, एक ग्लोब, एक बल, एक गोला	globe, a globe, a ball, a sphere	grupo	alternativoj	prononco
level	kulpa	दोषी	guilty	grupo	alternativoj	prononco
level	svelta	पातलो, पातलो	slim, slender	grupo	alternativoj	prononco
level	ombrelo	एउटा छाता	an umbrella	grupo	alternativoj	prononco
level	ordinara	सामान्य, सामान्य, सामान्य	ordinary, common, usual	grupo	alternativoj	prononco
level	plaĉi (al ~)	खुशी हुनु, खुसी हुनु (~)	to please, to be pleasing (to ~)	grupo	alternativoj	prononco
level	regiono	एक क्षेत्र	a region	grupo	alternativoj	prononco
level	danci	नच्न	to dance	grupo	alternativoj	prononco
level	kompati	दयालु हुनु, दया गर्नु	to have compassion for, to feel pity for	grupo	alternativoj	prononco
level	kruĉo	एक भाँडो, एक भाँडो, एक जग, एक क्रुस, एक पिचर	a jar, a pot,a jug, a cruse, a pitcher	grupo	alternativoj	prononco
level	reĝo	राजा, राजा	king, a king	grupo	alternativoj	prononco
level	animo	एक आत्मा	a soul	grupo	alternativoj	prononco
level	religio	एक धर्म	a religion	grupo	alternativoj	prononco
level	ŝtato	एक राज्य, एक राष्ट्र	a state, a nation	grupo	alternativoj	prononco
level	komuniki	संवाद गर्नु	to communicate	grupo	alternativoj	prononco
level	promesi	कसम खानु	to promise	grupo	alternativoj	prononco
level	noti	नोट गर्न, लेख्न	to note, to write down	grupo	alternativoj	prononco
level	daŭrigi	लम्ब्याउनु, अगाडि बढ्नु, कायम राख्नु, कायम राख्नु	to prolong, to proceed, to sustain, to maintain	grupo	alternativoj	prononco
level	ĝui	रमाइलो गर्न	to enjoy	grupo	alternativoj	prononco
level	sekve	त्यसैले, फलस्वरूप, यसरी	therefore, consequently, thus	grupo	alternativoj	prononco
level	peza	भारी, बोझिलो	heavy, burdensome	grupo	alternativoj	prononco
level	aranĝi	मिलाउनु	to arrange	grupo	alternativoj	prononco
level	teruro	एक आतंक, डर, डर	a terror, fear, fright	grupo	alternativoj	prononco
level	mastro	एक मालिक, एक मालिक, एक मालिक	a master, an owner, a boss	grupo	alternativoj	prononco
level	magazeno	गोदाम, डिपार्टमेन्ट स्टोर	warehouse, a department store	grupo	alternativoj	prononco
level	amuzi	रमाइलो गर्न, मनोरञ्जन गर्न	to amuse, to entertain	grupo	alternativoj	prononco
level	ofico	कार्यालय (कर्तव्य, कार्य), कार्य, काम	an office (duty, task), function, job	grupo	alternativoj	prononco
level	metro	एक मिटर	a meter	grupo	alternativoj	prononco
level	vasta	विशाल, फराकिलो, फराकिलो	vast, extensive, spacious	grupo	alternativoj	prononco
level	dorso	पछाडि (शरीरको)	back (of body)	grupo	alternativoj	prononco
level	brusto	स्तन, स्तन, छाती (शरीर)	breast, a breast, a chest (body)	grupo	alternativoj	prononco
level	estimi	सम्मान गर्न, सम्मान गर्न	to esteem, to respect	grupo	alternativoj	prononco
level	trafi	प्रहार गर्न, प्रहार गर्न, पार गर्न को लागी	to hit, to strike, to run accross	grupo	alternativoj	prononco
level	kopii	प्रतिलिपि गर्न	to copy	grupo	alternativoj	prononco
level	senco	एक अर्थ, एक अर्थ	a meaning, a sense	grupo	alternativoj	prononco
level	sumo	एक योग (संख्या को)	a sum (of numbers)	grupo	alternativoj	prononco
level	foresti	अनुपस्थित हुनु, टाढा हुनु, बेपत्ता हुनु	to be absent, to be away, to be missing	grupo	alternativoj	prononco
level	gvidanto	एक नेता, एक मार्गदर्शक	a leader, a guide	grupo	alternativoj	prononco
level	Esperanto	एस्पेरान्तो, आशा गर्ने कोही	Esperanto, someone who hopes	grupo	alternativoj	prononco
level	manĝante	खाना खाँदा	while eating	grupo	alternativoj	prononco
level	plano	एउटा योजना	a plan	grupo	alternativoj	prononco
level	prepari	तयार पार्नु	to prepare	grupo	alternativoj	prononco
level	spirito	आत्मा, एक आत्मा	spirit, a spirit	grupo	alternativoj	prononco
level	hotelo	होटेल	a hotel	grupo	alternativoj	prononco
level	ripeti	दोहोर्याउन	to repeat	grupo	alternativoj	prononco
level	parolante	बोल्दै गर्दा	while speaking	grupo	alternativoj	prononco
level	pendi	झुन्ड्याउनु, झुक्नु	to hang, to droop	grupo	alternativoj	prononco
level	serioza	गम्भीर	serious	grupo	alternativoj	prononco
level	klini	झुक्नु, झुकाउनु, झुक्नु	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	ठट्टा गर्न, ठट्टा गर्न, ठट्टा गर्न	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	एक सदस्य	a member	grupo	alternativoj	prononco
level	greno	अन्न (मकै, चामल, गहुँ), एक अन्न	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	चिच्याउदै, रुदै	shouting, crying	grupo	alternativoj	prononco
level	truo	एउटा प्वाल, एउटा प्वाल	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	अनुमान गर्नु, अनुमान गर्नु, अनुमान गर्नु	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	कम, कम	less, fewer	grupo	alternativoj	prononco
level	sekvanta	पछि, अर्को	following, next	grupo	alternativoj	prononco
level	spiri	सास फेर्न	to breathe	grupo	alternativoj	prononco
level	trinkinte	पिए पछि	after having drink	grupo	alternativoj	prononco
level	lango	एक जिब्रो	a tongue	grupo	alternativoj	prononco
level	biero	बियर, एले, बियर	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	टिकट, बिल	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	मुख्यतया, मुख्यतया, मुख्यतया, सबै भन्दा माथि	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	बिजुली	electricity	grupo	alternativoj	prononco
level	korbo	एउटा टोकरी	a basket	grupo	alternativoj	prononco
level	ŝlosi	ताला लगाउन	to lock	grupo	alternativoj	prononco
level	sendinto	एक प्रेषक (पठाएको कोही)	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	त्रिकोण, एक त्रिकोण	triangle, a triangle	grupo	alternativoj	prononco
level	odori	सुँघ्नु, गन्ध दिनु, रिसाउनु	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	पाठ्यक्रम, कक्षा	a course, a class	grupo	alternativoj	prononco
level	supre	माथि, माथि, माथि	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	एक विद्यार्थी, एक विद्यार्थी	a student, a learner	grupo	alternativoj	prononco
level	verko	एउटा काम (लेखनको)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	एक महिला शिक्षार्थी (विद्यार्थी)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	आगामी, अर्को	upcoming, next	grupo	alternativoj	prononco
level	jupo	एउटा स्कर्ट	a skirt	grupo	alternativoj	prononco
level	kuzo	एक भाइ (पुरुष)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	बस (= बसो)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	एक वर्ग	a square	grupo	alternativoj	prononco
level	produkto	एक उत्पादन	a product	grupo	alternativoj	prononco
level	produkti	उत्पादन गर्न, सहन	to produce, to bear	grupo	alternativoj	prononco
level	banko	बैंक	a bank	grupo	alternativoj	prononco
level	donaco	उपहार, उपहार	a gift, a present	grupo	alternativoj	prononco
level	gardi	रेखदेख गर्न, राख्न, हेरचाह गर्न	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	निश्चित	fixed	grupo	alternativoj	prononco
level	volonte	स्वेच्छाले (हृदय देखि)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	चर्को	loud	grupo	alternativoj	prononco
level	fadeno	एक धागो	a thread	grupo	alternativoj	prononco
level	gusto	एक स्वाद	a taste	grupo	alternativoj	prononco
level	leginte	पढे पछि	after reading	grupo	alternativoj	prononco
level	enironte	प्रवेश गर्ने क्रममा	while about to enter	grupo	alternativoj	prononco
level	dato	मिति, मिति	date, a date	grupo	alternativoj	prononco
level	fundo	तल, जग	bottom, foundation	grupo	alternativoj	prononco
level	radiko	एक जरा	a root	grupo	alternativoj	prononco
level	bonvole -u	कृपया (~u)	please (~u)	grupo	alternativoj	prononco
level	signifo	एक अर्थ, एक महत्व	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	ठीक गर्न, बाँध्नु	to fix, to fasten	grupo	alternativoj	prononco
level	vana	व्यर्थ, बेकार	vain, useless	grupo	alternativoj	prononco
level	vaporo	भाप, भाप	steam, vapor	grupo	alternativoj	prononco
level	rakonto	एक कथा, एक कथा	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	कृपया (~i)	please (~i)	grupo	alternativoj	prononco
level	figuro	एक चित्र, एक चित्र, एक छवि	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	चाँदी	silver	grupo	alternativoj	prononco
level	ĝirafo	एक जिराफ	a giraffe	grupo	alternativoj	prononco
level	ĉarma	आकर्षक	charming	grupo	alternativoj	prononco
level	rulo	एक रोल, एक दौड	a roll, a run	grupo	alternativoj	prononco
level	gitaro	एक गितार	a guitar	grupo	alternativoj	prononco
level	miliardo	एक अर्ब	a billion	grupo	alternativoj	prononco
level	eterna	अनन्त, अनन्त	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	पत्रिका	a newspaper	grupo	alternativoj	prononco
level	memoro	एक स्मृति	a memory	grupo	alternativoj	prononco
level	ruli	रोल गर्न, कार्यक्रम चलाउन	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	आँसु, आँसु	tear, a tear	grupo	alternativoj	prononco
level	inko	एक मसी	an ink	grupo	alternativoj	prononco
level	majstro	मास्टर, एक उस्ताद, एक मास्टर (एक कला को)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	एक शेर	a lion	grupo	alternativoj	prononco
level	tiom da ~	~ को धेरै, ~ को धेरै, ~ को धेरै	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	पेट, पेट, पेट	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	एक वर्ग, एक प्लाजा	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	विश्वास गर्न, विश्वास गर्न	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	~ को सानो मात्रा, केहि	small amount of ~, some	grupo	alternativoj	prononco
level	babili	च्याट गर्न, बडबड गर्न, बकबक गर्न	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	एउटा गुफा, गुफा	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	केहि amout को, केहि	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	एक काँध	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	अलविदा, बिदाइ, विदाई	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	त्याग गर्नु, त्याग गर्नु, आत्मसमर्पण गर्नु, त्याग गर्नु	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	एक गोप्य	a secret	grupo	alternativoj	prononco
level	droni	डुब्न	to drown	grupo	alternativoj	prononco
level	celi	लक्ष्य, लक्ष्य, उद्देश्य	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	एक रेस्टुरेन्ट	a restaurant	grupo	alternativoj	prononco
level	turo	एउटा टावर	a tower	grupo	alternativoj	prononco
level	sablo	बालुवा, बालुवा	sand, a sand	grupo	alternativoj	prononco
level	tondro	एउटा गर्जन	a thunder	grupo	alternativoj	prononco
level	ies	कसैको	someone's	grupo	alternativoj	prononco
level	tapiŝo	एक गलैँचा, एक गलीचा	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	आवश्यक, आवश्यक, चाहियो	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	चित्रित	illustrated	grupo	alternativoj	prononco
level	razi	खौरिनु	to shave	grupo	alternativoj	prononco
level	standardo	ब्यानर, झण्डा	a banner, a flag	grupo	alternativoj	prononco
level	mentono	चिन, एक चिन	chin, a chin	grupo	alternativoj	prononco
level	valizo	एक सुटकेस, एक valise	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(हुनु) व्यस्त, व्यस्त	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	रस, रस	juice, a sap	grupo	alternativoj	prononco
level	komunumo	एक समुदाय	a community	grupo	alternativoj	prononco
level	fontano	एउटा झरना	a fountain	grupo	alternativoj	prononco
level	konato	एक परिचित व्यक्ति, एक परिचित	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(भएको) व्यस्त, व्यस्त, व्यस्त	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	कब्जा हुनु, संलग्न हुनु, संलग्न हुनु	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	एक पाइन रूख	a pine tree	grupo	alternativoj	prononco
level	konstruota	(बनाइनेछ)	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(भएको) समातिएको, बन्दी	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(कब्जा गरिनेछ)	(will be) captured	grupo	alternativoj	prononco
level	rezulti	परिणाम को लागी	to result	grupo	alternativoj	prononco
level	kaptito	एक कैदी (पक्राउ भएको थियो)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	गणना गर्न	to compute	grupo	alternativoj	prononco
level	batite	कुटपिट पछि	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	ढाकिएको	covered	grupo	alternativoj	prononco
level	teatro	एक थिएटर	a theatre	grupo	alternativoj	prononco
level	sezono	मौसम, एक मौसम	season, a season	grupo	alternativoj	prononco
level	kelnero	एक वेटर	a waiter	grupo	alternativoj	prononco
level	tabelo	तालिका, तालिका, अनुक्रमणिका	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	सार्वजनिक, सार्वजनिक जनता	public, public people	grupo	alternativoj	prononco
level	apogi	समर्थन गर्न, समर्थन गर्न	to support, to uphold	grupo	alternativoj	prononco
level	distri	विचलित गर्न, विचलित गर्न, मनोरन्जन गर्न	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	एक आमा	a mother	grupo	alternativoj	prononco
level	distanco	एक दूरी	a distance	grupo	alternativoj	prononco
level	aparte	अलग, अलग	apart, separately	grupo	alternativoj	prononco
level	originala	मौलिक	original	grupo	alternativoj	prononco
level	bicikli	साइकल चलाउन, साइकल चलाउन	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	एक नियम, एक नियम	a rule, a regulation	grupo	alternativoj	prononco
level	troa	अत्यधिक, अनुचित	excessive, undue	grupo	alternativoj	prononco
