C.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	flago	ఒక జెండా, ఒక బ్యానర్	a flag, a banner	grupo	alternativoj	prononco
level	universala	సార్వత్రిక, సాధారణ, ప్రపంచవ్యాప్తంగా	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	ఒక దుకాణం, ఒక దుకాణం	a store, a shop	grupo	alternativoj	prononco
level	parko	ఒక ఉద్యానవనం	a park	grupo	alternativoj	prononco
level	kesto	ఒక ఛాతీ, ఒక పెట్టె, ఒక కేసు	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	ఒక చర్చి, ఒక కిర్క్	a church, a kirk	grupo	alternativoj	prononco
level	ataki	దాడి	to attack	grupo	alternativoj	prononco
level	fako	ఒక శాఖ, ఒక క్రమశిక్షణ, ఒక ప్రత్యేకత, ఒక కంపార్ట్మెంట్	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	ఒక పుస్తక దుకాణం, ఒక పుస్తక దుకాణం	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	ప్రసిద్ధి	famous	grupo	alternativoj	prononco
level	kafejo	ఒక కేఫ్, ఒక కాఫీ షాప్	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	ఒక కుషన్, ఒక త్రో దిండు	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	రూపకల్పన చేయడానికి, వివరించడానికి, గీయడానికి	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	తగినది, తగినది	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	ఒక రిసెప్షన్ డెస్క్	a reception desk	grupo	alternativoj	prononco
level	necesejo	ఒక టాయిలెట్, ఒక విశ్రాంతి గది	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	క్రీడ, ఒక క్రీడ	sport, a sport	grupo	alternativoj	prononco
level	fridujo	ఒక ఫ్రిజ్, ఒక రిఫ్రిజిరేటర్	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	ఒక చెత్త డబ్బా, ఒక బిన్, ఒక చెత్త డబ్బా	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	రక్షించడానికి	to defend	grupo	alternativoj	prononco
level	eduki	విద్యావంతులను చేయటానికి	to educate	grupo	alternativoj	prononco
level	hejti	వేడి చేయడానికి, వేడెక్కడానికి	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	ఒక జాబితా	a list	grupo	alternativoj	prononco
level	kondiĉo	ఒక షరతు	a condition	grupo	alternativoj	prononco
level	poste	తరువాత, తరువాత, తదుపరి	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	ఆలింగనం చేసుకోవడం, కౌగిలించుకోవడం	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	సంతోషము, సంతోషము, సంతోషము	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	జలుబు (పట్టుకుంది)	a cold (caught)	grupo	alternativoj	prononco
level	salono	కూర్చునే గది, లాంజ్, సెలూన్	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	కలిగి ఉంటుంది	to consist	grupo	alternativoj	prononco
level	hejme	ఇంటి వద్ద	at home	grupo	alternativoj	prononco
level	spezo	ఒక టర్నోవర్	a turnover	grupo	alternativoj	prononco
level	kalendaro	ఒక క్యాలెండర్	a calendar	grupo	alternativoj	prononco
level	imagi	ఊహించడానికి	to imagine	grupo	alternativoj	prononco
level	fidela	నమ్మకమైన, నమ్మదగిన	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	పాల్గొనడానికి, పాల్గొనడానికి	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	a castle, a citadel	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(ప్రత్యయం) సంఖ్యల సమూహం	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	హాజరు, హాజరు	to attend, to be present at	grupo	alternativoj	prononco
level	televido	టీవీ, టెలివిజన్	TV, television	grupo	alternativoj	prononco
level	studento	ఒక విద్యార్థి (విశ్వవిద్యాలయం)	a student (university)	grupo	alternativoj	prononco
level	impreso	ఒక ముద్ర	an impression	grupo	alternativoj	prononco
level	pupo	ఒక బొమ్మ, ఒక తోలుబొమ్మ	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	స్థిరమైన, నిరంతర, శాశ్వత	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	ఫ్లాట్, సరి, విమానం, స్థాయి	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ సంవత్సరాల వయస్సు	~ years old	grupo	alternativoj	prononco
level	blovi	వీచు	to blow	grupo	alternativoj	prononco
level	konfesi	ఒప్పుకోవడం, ఒప్పుకోవడం	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	బయట, విదేశాలలో	outside, abroad	grupo	alternativoj	prononco
level	remi	వరుస కట్టు	to row	grupo	alternativoj	prononco
level	kaserolo	ఒక క్యాస్రోల్, ఒక పాన్, ఒక saucepan	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(ఇద్దరూ) తల్లిదండ్రులు	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	పెళ్లి చేసుకోవడానికి, పెళ్లి చేసుకోవడానికి	to get married, to marry	grupo	alternativoj	prononco
level	vundo	ఒక గాయం, ఒక గాయం	a wound, an injury	grupo	alternativoj	prononco
level	scienco	సైన్స్, ఒక సైన్స్	science, a science	grupo	alternativoj	prononco
level	monero	ఒక నాణెం	a coin	grupo	alternativoj	prononco
level	kompari	పోల్చుటకు	to compare	grupo	alternativoj	prononco
level	arko	ఒక ఆర్క్ (వక్రత)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	అనుభవజ్ఞుడు, నిపుణుడు	experienced, expert	grupo	alternativoj	prononco
level	sankta	పవిత్రమైనది, పవిత్రమైనది	holy, sacred	grupo	alternativoj	prononco
level	lavujo	ఒక వాష్ బేసిన్	a washbasin	grupo	alternativoj	prononco
level	trajno	ఒక రైలు	a train	grupo	alternativoj	prononco
level	domaĝo	ఒక జాలి, ఏదో విచారం	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	పదునైన, రాపిడి	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	అర్హత, యోగ్యత, యోగ్యత	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	మాట్లాడటం ప్రారంభించడానికి	to start speaking	grupo	alternativoj	prononco
level	ekscii	తెలుసుకోవడం, తెలుసుకోవడం, నేర్చుకోవడం	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	ఒక విత్తనం	a seed	grupo	alternativoj	prononco
level	reveni	తిరిగి రావడానికి, తిరిగి రావడానికి	to come back, to return	grupo	alternativoj	prononco
level	lupo	ఒక తోడేలు	a wolf	grupo	alternativoj	prononco
level	elefanto	ఒక ఏనుగు	an elephant	grupo	alternativoj	prononco
level	karoto	ఒక క్యారెట్	a carrot	grupo	alternativoj	prononco
level	haŭto	చర్మం, ఒక చర్మం	skin, a skin	grupo	alternativoj	prononco
level	palaco	ఒక రాజభవనం	a palace	grupo	alternativoj	prononco
level	eksidi	కూర్చోవడానికి	to get sit down	grupo	alternativoj	prononco
level	mamo	ఒక రొమ్ము (స్త్రీ), వక్షోజాలు	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	ఒక ఎలుగుబంటి	a bear	grupo	alternativoj	prononco
level	vulpo	ఒక నక్క	a fox	grupo	alternativoj	prononco
level	kuracisto	ఒక (వైద్య) వైద్యుడు, ఒక వైద్యుడు	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	ఒక తెర, తెర, తెర	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	జయించుట, జయించుట, జయించుట, జయించుట	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	ఒక సైనికుడు	a soldier	grupo	alternativoj	prononco
level	trunko	ఒక ట్రంక్, ఒక షాఫ్ట్, ఒక మొండెం	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	ఒక దొంగ	a thief	grupo	alternativoj	prononco
level	miksi	కలపడానికి, కలపడానికి, షఫుల్ చేయడానికి	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	ఖచ్చితమైన, ఖచ్చితమైన	precise, accurate	grupo	alternativoj	prononco
level	instruisto	ఒక గురువు, ఒక బోధకుడు	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	విసుగు చెందడానికి	to bore	grupo	alternativoj	prononco
level	gaso	వాయువు	gas	grupo	alternativoj	prononco
level	fervora	గంభీరమైన, ఆసక్తిగల, ఆవేశపూరితమైన, ఉద్రేకపూరితమైన	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	ఒక దెయ్యం	a devil	grupo	alternativoj	prononco
level	densa	దట్టమైన, మందపాటి, సాంద్రీకృత	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	వింత, బేసి, విచిత్రమైన	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	రక్షించడానికి, రక్షించడానికి	to save, to rescue	grupo	alternativoj	prononco
level	vico	మలుపు, ఒక మలుపు (ఒక క్రమంలో)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	ఒక కిలోమీటరు	a kilometer	grupo	alternativoj	prononco
level	puni	శిక్షించడానికి	to punish	grupo	alternativoj	prononco
level	prunto	ఒక రుణం	a loan	grupo	alternativoj	prononco
level	planto	మొక్క, ఒక మొక్క	plant, a plant	grupo	alternativoj	prononco
level	praktiko	సాధన, ఒక సాధన	practice, a practice	grupo	alternativoj	prononco
level	kune	కలిసి	together	grupo	alternativoj	prononco
level	temperaturo	ఉష్ణోగ్రత	temperature	grupo	alternativoj	prononco
level	nepo	ఒక మనవడు	a grandson	grupo	alternativoj	prononco
level	kunveni	సమావేశము, సమీకరించుట, కలవుట	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	ఒక స్వరం	a tone	grupo	alternativoj	prononco
level	plata	ఫ్లాట్	flat	grupo	alternativoj	prononco
level	ekskursi	విహారానికి, విహారయాత్రకు, విహారయాత్రకు	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	బాగుచేయుట, సరిచేయుట	to repair, to fix	grupo	alternativoj	prononco
level	dramo	ఒక నాటకం	a drama	grupo	alternativoj	prononco
level	sovaĝa	క్రూరుడు, అడవి	savage, wild	grupo	alternativoj	prononco
level	progresi	ప్రగతి సాదించుటకు	to progress	grupo	alternativoj	prononco
level	sonĝo	ఒక కల	a dream	grupo	alternativoj	prononco
level	legomo	ఒక కూరగాయ	a vegetable	grupo	alternativoj	prononco
level	proksimuma	సుమారుగా	approximate	grupo	alternativoj	prononco
level	mapo	ఓ పటం	a map	grupo	alternativoj	prononco
level	foje (iu foje)	కొన్నిసార్లు (కొన్ని సార్లు)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	ఒక అధికారం	an authority	grupo	alternativoj	prononco
level	distribui	పంపకముల కొరకు, పంపిణీ కొరకు	to distribute	grupo	alternativoj	prononco
level	distingi	వేరు చేయడానికి	to distinguish	grupo	alternativoj	prononco
level	speciala	ప్రత్యేక	special	grupo	alternativoj	prononco
level	boli	మరిగించుట	to boil	grupo	alternativoj	prononco
level	osto	ఒక ఎముక	a bone	grupo	alternativoj	prononco
level	rekomendi	సిఫారసు చేయు	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	ఎల్లుండి	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	కట్టుబడి, దయతో, ఒక ఉపకారం చేయడానికి	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	సున్నితమైన, మర్యాదగల, మర్యాదగల, మంచి మర్యాదగల	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	సౌకర్యవంతమైన	comfortable	grupo	alternativoj	prononco
level	strio	ఒక గీత, ఒక కిరణం	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	ఒక కాన్వాస్, ఒక గుడ్డ, ఒక నార	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	ఒక తాడు, ఒక తీగ, ఒక తీగ	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	ఒక సామ్రాజ్యం	an empire	grupo	alternativoj	prononco
level	ĉemizo	ఒక చొక్కా	a shirt	grupo	alternativoj	prononco
level	anaso	ఒక బాతు	a duck	grupo	alternativoj	prononco
level	organo	ఒక అవయవం, సమీక్ష, అధికారిక బులెటిన్	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	దీర్ఘ, చాలా కాలం	long, for a long time	grupo	alternativoj	prononco
level	biskvito	ఒక బిస్కెట్, ఒక కుకీ, ఒక క్రాకర్	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	అమ్మ, ఒక అమ్మ, మమ్మీ	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	నాన్న, ఒక నాన్న, నాన్న	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	ఆర్డర్ చేయడానికి, బుక్ చేయడానికి	to order, to book	grupo	alternativoj	prononco
level	lingva	భాషాపరమైన	linguistic	grupo	alternativoj	prononco
level	biciklo	ఒక బైక్, ఒక సైకిల్	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	అనుకరించడం	to imitate	grupo	alternativoj	prononco
level	abelo	ఒక తేనెటీగ	a bee	grupo	alternativoj	prononco
level	konfidi	confide, to confide	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	సెలవు, సెలవు (=లిబర్టాగో)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	ముద్దు పెట్టుకోవడానికి	to kiss	grupo	alternativoj	prononco
level	nokte	రాత్రి, రాత్రి-సమయం, రాత్రిపూట	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	ఇవ్వడానికి, బదిలీ చేయడానికి, అప్పగించడానికి	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	ఒక అక్షరం, ఒక అక్షరం	a character, a letter	grupo	alternativoj	prononco
level	maŝino	ఒక యంత్రం	a machine	grupo	alternativoj	prononco
level	haveno	ఒక నౌకాశ్రయం, ఓడరేవు	a harbor, a port	grupo	alternativoj	prononco
level	graso	గ్రీజు, కొవ్వు	grease, fat	grupo	alternativoj	prononco
level	klopodi	ప్రయత్నం, ప్రయత్నం, లక్ష్యం, చేపట్టడం	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	ఒక అవకాశం, ఒక అవకాశం	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	చింపివేయడం, చీల్చివేయడం	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	a coat, a manteau, a cloak	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	ఒక కార్యక్రమం	a program	grupo	alternativoj	prononco
level	volvi	చుట్టడానికి, చుట్టడానికి, గాలికి, పైకి చుట్టడానికి	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	అప్పుతొ	on loan	grupo	alternativoj	prononco
level	naskiĝtago	ఒక పుట్టినరోజు	a birthday	grupo	alternativoj	prononco
level	karbo	బొగ్గు	coal	grupo	alternativoj	prononco
level	proponi	ప్రతిపాదించడానికి, ఆఫర్ చేయడానికి	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	ఒక మ్యూజియం	a museum	grupo	alternativoj	prononco
level	metalo	మెటల్, ఒక మెటల్	metal, a metal	grupo	alternativoj	prononco
level	streĉi	సాగదీయడం, బిగించడం	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	రుచికి, నమూనాకు	to taste, to sample	grupo	alternativoj	prononco
level	atenti	శ్రద్ధ వహించడానికి, శ్రద్ధ వహించడానికి, జాగ్రత్త వహించడానికి	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	అచ్చు వెయ్యటానికి	to print	grupo	alternativoj	prononco
level	tabulo	ఒక బోర్డు, ఒక ప్లాంక్, ఒక టాబ్లెట్	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	పూర్తిగా, పూర్తిగా, పూర్తిగా	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	ఒక సిరీస్	a series	grupo	alternativoj	prononco
level	universitato	ఒక విశ్వవిద్యాలయం	a university	grupo	alternativoj	prononco
level	situacio	ఒక పరిస్థితి, పరిస్థితులు, ఒక పరిస్థితి	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	ఒక జంట, ఒక జంట	a pair, a couple	grupo	alternativoj	prononco
level	metio	క్రాఫ్ట్, హస్తకళ	craft, handicraft	grupo	alternativoj	prononco
level	meblo	ఫర్నిచర్ ముక్క	a piece of furniture	grupo	alternativoj	prononco
level	oleo	నూనె, ఒక నూనె	oil, an oil	grupo	alternativoj	prononco
level	scivola	జిజ్ఞాస, జిజ్ఞాస	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	కాదా? వారు కాదా?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	అవసరం, ఖచ్చితంగా అవసరం	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	చేయగలిగింది, సామర్థ్యం కలిగి ఉండాలి	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	ఒక లాకర్, ఒక అల్మారా, ఒక గది, ఒక సైడ్బోర్డ్	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	ప్రతి, చొప్పున, ద్వారా	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	ఒక డైరెక్టర్, ఒక మేనేజర్	a director, a manager	grupo	alternativoj	prononco
level	ve!	అయ్యో!	Alas!	grupo	alternativoj	prononco
level	eviti	తప్పించుకోవడం, తప్పించుకోవడం	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	సొంతం చేసుకోవడం, సొంతం చేసుకోవడం	to possess, to own	grupo	alternativoj	prononco
level	rubriko	ఒక శీర్షిక, ఒక విభాగం, ఒక రూబ్రిక్, ఒక నిలువు వరుస	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	నేరం	a crime	grupo	alternativoj	prononco
level	akiri	పొందడం, పొందడం, పొందడం, పొందడం	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	గజిబిజి, బంగల్, బోట్, స్క్రూ అప్	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	ఒక మహిళ	a woman	grupo	alternativoj	prononco
level	viŝi	తుడవడం, తొలగించడం, తుడవడం	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	ప్రక్కన	at the side	grupo	alternativoj	prononco
level	oferti	ప్రతిపాదించడానికి, వేలం వేయడానికి, ఆఫర్ చేయడానికి, ఆఫర్ చేయడానికి	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	ఒక ఫ్లై (కీటకం)	a fly (insect)	grupo	alternativoj	prononco
level	subite	అకస్మాత్తుగా, అకస్మాత్తుగా	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	అద్దం, చూసే గాజు	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	తగినది	suitable	grupo	alternativoj	prononco
level	neniel	ఏ విధంగానూ, ఏ విధంగానూ, అస్సలు కాదు	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	వ్యక్తిగత	personal	grupo	alternativoj	prononco
level	rado	ఒక చక్రం	a wheel	grupo	alternativoj	prononco
level	najbaro	ఒక పొరుగు	a neighbor	grupo	alternativoj	prononco
level	tremi	to tremble, to quiver, to shiver	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	ఒక కుటుంబ గది, ఒక గది	a family room, a living room	grupo	alternativoj	prononco
level	poto	ఒక కుండ, ఒక కూజా	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	ఖర్చు, పాస్	to spend, to pass	grupo	alternativoj	prononco
level	akompani	తోడుగా	to accompany	grupo	alternativoj	prononco
level	noto	ఒక గమనిక, (పాఠశాల) గ్రేడ్, గుర్తు	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	ఒక కనుబొమ్మ	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	ఒక పిల్లల గది	a child room	grupo	alternativoj	prononco
level	vigla	యానిమేటెడ్, చురుకైన	animated, brisk	grupo	alternativoj	prononco
level	simio	ఒక కోతి	a monkey	grupo	alternativoj	prononco
level	pilko	ఒక బంతి	a ball	grupo	alternativoj	prononco
level	konscii	స్పృహతో ఉండాలి, తెలుసుకోవాలి	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	గౌరవం, ఒక గౌరవం	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	ప్రారంభోత్సవం, ఒక ప్రారంభోత్సవం	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	ఒక శిశువు	a baby	grupo	alternativoj	prononco
level	rajti	అనుమతించబడాలి, హక్కు కలిగి ఉండాలి	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	ఒక ఆకలి	an appetite	grupo	alternativoj	prononco
level	klubo	ఒక క్లబ్, ఒక సంఘం	a club, a society	grupo	alternativoj	prononco
level	soifi	దాహము, దాహము	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	ఒక ఎలుక	a mouse	grupo	alternativoj	prononco
level	nevo	ఒక మేనల్లుడు	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	ఒక రాత్రి భోజనం, రాత్రి భోజనం, సాయంత్రం భోజనం	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	ఉదయాన	in the morning	grupo	alternativoj	prononco
level	trompi	మోసం, మోసం	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	వ్యవసాయం, పొలం కౌలుకు	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	అంకె, ఒక అంకె, సాంకేతికలిపి, ఒక బొమ్మ	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	నిజాయితీ	honest	grupo	alternativoj	prononco
level	tagmezo	మధ్యాహ్నం, మధ్యాహ్నం	noon, midday	grupo	alternativoj	prononco
level	romano	ఒక నవల	a novel	grupo	alternativoj	prononco
level	rato	ఒక ఎలుక	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	మధ్యాహ్నం ముందు (ఉదయం)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	త్రవ్వడం, తవ్వడం, గరిటె పెట్టడం	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	a pit, పోల్	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	మధ్యాహ్నం	in the afternoon	grupo	alternativoj	prononco
level	fiera	గర్వంగా ఉంది	proud	grupo	alternativoj	prononco
level	bari	అడ్డుకోవడం, అడ్డుకోవడం	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	ఆవలించుట	to yawn	grupo	alternativoj	prononco
level	poento	ఒక పాయింట్, ఒక పరుగు	a point, a run	grupo	alternativoj	prononco
level	minaci	మినాస్, బెదిరించడం, భయపెట్టడం, బెదిరించడం	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	ఆయుధాలు, ఆయుధశాల	arms, armory	grupo	alternativoj	prononco
level	parenco	బంధువు, బంధువు, బంధువు	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	కోయడానికి, కోయడానికి, సేకరించడానికి	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	షవర్, ఒక షవర్	shower, a shower	grupo	alternativoj	prononco
level	mueli	రుబ్బు	to grind	grupo	alternativoj	prononco
level	fabelo	ఒక అద్భుత కథ, నిద్రవేళ కథ	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	పబ్లిక్, పబ్లిక్ కోసం ఓపెన్	public, open to public	grupo	alternativoj	prononco
level	baro	ఒక అడ్డంకి, ఒక అడ్డంకి	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	ఒక మోచేయి	an elbow	grupo	alternativoj	prononco
level	flughaveno	ఒక విమానాశ్రయం	an airport	grupo	alternativoj	prononco
level	spico	ఒక మసాలా	a spice	grupo	alternativoj	prononco
level	kubo	ఒక క్యూబ్, ఒక పాచిక	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	ఒక క్రాసింగ్, ఒక క్రాస్ వే	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(వద్ద) గత రాత్రి	(at) last night	grupo	alternativoj	prononco
level	pafi	కాల్చడానికి, కాల్చడానికి	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	ఆమోదించడానికి	to approve	grupo	alternativoj	prononco
level	kutime	సాధారణంగా, సాధారణంగా	ordinarily, usually	grupo	alternativoj	prononco
level	reala	నిజమైన	real	grupo	alternativoj	prononco
level	kolekti	సేకరించడానికి	to collect	grupo	alternativoj	prononco
level	okulvitroj	కళ్లద్దాలు, కళ్లద్దాలు, అద్దాలు	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	పాత్ర, ఒక పాత్ర, ఒక భాగం	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	తిరస్కరించు	to refuse	grupo	alternativoj	prononco
level	riproĉi	నిందించడం, మందలించడం, మందలించడం, తిట్టడం	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	ఒక ఇన్వాయిస్, ఒక బిల్లు	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	ఒక సూర్య పుష్పం	a sun-flower	grupo	alternativoj	prononco
level	peli	నడపడానికి, నడపడానికి, వెంబడించడానికి, ప్రేరేపించడానికి	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	ఒక జాకెట్టు	a blouse	grupo	alternativoj	prononco
level	ĉial	ప్రతి కారణం కోసం	for every reason	grupo	alternativoj	prononco
level	pluvi	వర్షించడానికి	to rain	grupo	alternativoj	prononco
level	deserto	ఒక డెజర్ట్, ఒక తర్వాత	a dessert, an afters	grupo	alternativoj	prononco
level	regno	ఒక రాజ్యం, ఒక రాజ్యం	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	విచారకరమైన, విచారకరమైన	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	కారణం లేకుండా, ఏ కారణం చేత కాదు	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	leient (with), indulge	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	ఒక cicerone, a tour guide, a docent	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	ఒక కుళాయి, ఒక కుళాయి	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	అధ్యక్షత వహించడానికి	to preside over	grupo	alternativoj	prononco
level	najbara	పొరుగు	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	ఒక క్రాస్ వే	a crossway	grupo	alternativoj	prononco
level	polvo	దుమ్ము, ఒక దుమ్ము	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	అధ్యాయం, ఒక అధ్యాయం	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	ఒక ప్రకటన	an advertisement	grupo	alternativoj	prononco
level	pia	పవిత్రమైన	pious	grupo	alternativoj	prononco
level	lastjare	గత సంవత్సరం	last year	grupo	alternativoj	prononco
level	vojmontrilo	ఒక మైలురాయి, ఒక సూచిక	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	ఒక సెల్లార్, ఒక నేలమాళిగ	a cellar, a basement	grupo	alternativoj	prononco
level	firma	దృఢమైన, స్థిరమైన	firm, stable	grupo	alternativoj	prononco
