B.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	espereble	ਉਮੀਦ ਹੈ	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	ਪਰ ਰੇਲਗੱਡੀ ਦੁਆਰਾ ਕਾਫ਼ੀ ਲੰਮਾ ਚੱਲੇਗਾ	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ਹਾਂ, ਪਰ ਅਸੀਂ ਇੱਕ ਜਾਂ ਦੋ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਰੁਕ ਸਕਦੇ ਹਾਂ	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	ਰਸਤੇ ਵਿੱਚ	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	ਅਤੇ ਰਾਤ ਰਹਿਣਾ?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ਕੀ ਤੁਸੀਂ ਇਸਦੇ ਲਈ ਭੁਗਤਾਨ ਕਰੋਗੇ?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	ਨਹੀਂ, ਮੈਂ ਨਹੀਂ, ਪਰ ਇਹ ਕੋਈ ਸਮੱਸਿਆ ਨਹੀਂ ਹੈ	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	ਕੀ ਇਹ ਅਸਲ ਵਿੱਚ ਇਹ ਕੋਈ ਸਮੱਸਿਆ ਨਹੀਂ ਹੈ?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	ਤੁਸੀਂ ਇਸਨੂੰ ਹੱਲ ਕਰਨ ਦੀ ਯੋਜਨਾ ਕਿਵੇਂ ਬਣਾਉਂਦੇ ਹੋ?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	ਸੋਨੇ ਦਾ ਤਾਜ ਦਿਖਾਇਆ	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	ਖੈਰ, ਮੈਂ ਤੁਹਾਨੂੰ ਜਲਦੀ ਹੀ ਦਿਖਾਵਾਂਗਾ	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ਪਰ ਪਹਿਲਾਂ ਹੋਰ ਚਾਹ	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	ਕੀ ਤੁਸੀਂ ਵੀ ਚਾਹੁੰਦੇ ਹੋ?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	ਹਾਂ ਧੰਨਵਾਦ	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	ਉਸੇ ਕੈਫੇ ਵਿੱਚ'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	ਕੁਝ ਚਲਦਾ ਹੈ, ਉਸ ਨੂੰ ਜਾਰੀ ਰੱਖਦਾ ਹੈ	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	ਇੱਕ ਯੋਜਨਾ, ਯੋਜਨਾ ਬਣਾਉਣ ਲਈ, ਯੋਜਨਾਬੰਦੀ	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ਉਹ ਅਤੇ ਉਹ ਯੋਜਨਾ ਜਾਰੀ ਰੱਖਦੇ ਹਨ	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	ਕਿਰਪਾ ਕਰਕੇ, ਤੁਹਾਡੀ ਚਾਹ ਆ ਗਈ	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	ਇਸ ਦੌਰਾਨ ਮੈਂ ਸੱਦੇ ਵੱਲ ਦੇਖਿਆ	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	ਆਈਜੇਕੇ ਦੇ ਸੱਦੇ ਨੂੰ ਦੇਖਿਆ	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	ਮੈਂ ਬਹੁਤ ਕੁਝ ਸਮਝਦਾ ਹਾਂ, ਪਰ ਸਭ ਨਹੀਂ	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	ਸਭ ਠੀਕ ਹੈ, ਬਸ ਪੁੱਛੋ	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	ਇੱਥੇ ਚੀਜ਼ਾਂ ਹਨ	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	ਸਾਫ਼ ਚੀਜ਼ਾਂ	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	ਉਹ ਚੀਜ਼ਾਂ ਜੋ ਉਲਝਣ ਵਾਲੀਆਂ ਹਨ	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	ਮੇਰੇ ਲਈ ਉਲਝਣ ਵਿੱਚ ਹਨ	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	ਸ਼ਾਮਲ ਹੋਣ ਲਈ, ਇੱਕ ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਫਾਰਮ	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	ਵਿਸ਼ਵ ਐਸਪੇਰਾਂਟੋ ਯੂਥ ਆਰਗੇਨਾਈਜ਼ੇਸ਼ਨ	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	ਪੇਪੋ, ਇੱਕ ਪੰਛੀ ਜੋ TEJO ਨੂੰ ਦਰਸਾਉਂਦਾ ਹੈ	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	ਰਹਿਣ ਲਈ, ਠਹਿਰਨ ਦੀ ਜਗ੍ਹਾ (ਰਹਿਣ ਦੀ ਜਗ੍ਹਾ)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	ਜਨਤਕ ਲੋਕਾਂ ਲਈ ਇੱਕ ਰਿਹਾਇਸ਼	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	ਇੱਕ ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਫਾਰਮ ਰਜਿਸਟਰ ਕਰਨ ਲਈ ਇੱਕ ਸਾਧਨ ਹੈ	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	ਇੱਕ ਮੈਂਬਰਸ਼ਿਪ ਫਾਰਮ ਜਿਸ ਵਿੱਚ ਤੁਸੀਂ ਆਪਣਾ ਨਾਮ, ਪਤਾ, ਆਦਿ ਲਿਖਦੇ ਹੋ	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	ਲੰਮਾ, ਇੱਕ ਸੰਖੇਪ	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	ਵਰਲਡ ਐਸਪੇਰਾਂਟੋ ਯੂਥ ਆਰਗੇਨਾਈਜ਼ੇਸ਼ਨ ਦਾ ਸੰਖੇਪ ਰੂਪ	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	ਪੇਪੋ ਤੇਜੋ ਦਾ ਮਜ਼ਾਕੀਆ ਪੰਛੀ ਹੈ	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	ਇੱਕ ਸਮੂਹਿਕ ਰਿਹਾਇਸ਼ ਇੱਕ ਅਜਿਹੀ ਜਗ੍ਹਾ ਹੈ ਜਿੱਥੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਠਹਿਰਦੇ ਹਨ	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	ਇੱਕ ਨੀਂਦ, ਇੱਕ ਨੀਂਦ ਦੀ ਗੋਲੀ, ਇੱਕ ਨੀਂਦ ਦਾ ਬੈਗ	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	ਆਮ ਤੌਰ 'ਤੇ ਉੱਥੇ ਇੱਕ ਸਲੀਪਿੰਗ ਬੈਗ ਦੀ ਲੋੜ ਹੁੰਦੀ ਹੈ	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	ਤੁਸੀਂ ਬਹੁਤ ਜਲਦੀ ਸਮਝਾਇਆ	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	ਮੈਂ ਸਭ ਕੁਝ ਨਹੀਂ ਫੜਿਆ	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	ਇਹ ਮਹੱਤਵਪੂਰਨ ਨਹੀਂ ਹੈ	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਇਹ ਹੁਣ ਬਹੁਤ ਮਹੱਤਵਪੂਰਨ ਨਹੀਂ ਹੈ	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	ਬਾਅਦ ਵਿੱਚ ਅਸੀਂ ਹੋਰ ਗੱਲ ਕਰ ਸਕਦੇ ਹਾਂ	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	IJK ਸੱਦੇ ਬਾਰੇ ਗੱਲ ਕਰਨ ਲਈ ਹੋਰ	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	ਇਸ ਲਈ ਤੁਸੀਂ ਹੁਣੇ ਯਾਤਰਾ ਦੀ ਯੋਜਨਾ ਬਣਾਉਣਾ ਚਾਹੁੰਦੇ ਹੋ, ਠੀਕ ਹੈ?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ਹਾਂ, ਖੁਸ਼ੀ ਨਾਲ	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	ਇਸ ਲਈ ਤੁਸੀਂ ਦੇਖੋਗੇ ਕਿ ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	ਇੰਨਾ ਖਰਚ ਹੋਵੇਗਾ	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	ਦੇਖਣਗੇ ਕਿ ਯਾਤਰਾ 'ਤੇ ਇੰਨਾ ਖਰਚਾ ਨਹੀਂ ਹੋਵੇਗਾ	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	ਮੈਂ ਜਾਨਣਾ ਚਾਹੁੰਦਾ ਹਾਂ	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	ਮੈਂ ~ ਬਾਰੇ ਜਾਣਨਾ ਚਾਹੁੰਦਾ ਹਾਂ	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	ਤੁਸੀਂ ਰਾਤ ਦੇ ਠਹਿਰਨ ਨੂੰ ਕਿਵੇਂ ਹੱਲ ਕਰੋਗੇ	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	ਕਿਉਂਕਿ ਮੇਰੇ ਕੋਲ ਪੈਸੇ ਨਹੀਂ ਹਨ	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ਇੱਕ ਨੌਜਵਾਨ ਹੋਸਟਲ	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ਹੋਟਲ ਜਾਂ ਯੂਥ ਹੋਸਟਲ ਲਈ ਪੈਸੇ ਹਨ	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	ਇੱਥੇ ਹੱਲ ਹੈ	here's the solution	grupo	alternativoj	prononco
level	pasporto	ਇੱਕ ਪਾਸਪੋਰਟ	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	ਪਾਸਪੋਰਟ ਸੇਵਾ, Esperantists' Home Stay	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	&quot;ਪਾਸਪੋਰਟ ਸੇਵਾ&quot; ਨਾਮ ਨਾਲ ਕਿਤਾਬਚਾ	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	ਕਿਸ ਲਈ ਸੇਵਾ?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	ਸਾਡੇ ਵਰਗੇ ਲੋਕਾਂ ਲਈ	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	ਅਨੁਭਵ ਕਰਨ ਲਈ, ਇੱਕ ਮਾਹਰ	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	ਉਹ ਲੋਕ ਜੋ ਦੇਸ਼ਾਂ ਦੀ ਯਾਤਰਾ ਕਰਨਾ ਅਤੇ ਅਨੁਭਵ ਕਰਨਾ ਪਸੰਦ ਕਰਦੇ ਹਨ	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	ਕਮਾਉਣ ਅਤੇ ਖਰਚ ਕਰਨ ਲਈ	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	ਬਹੁਤ ਸਾਰਾ ਪੈਸਾ ਖਰਚ ਕੀਤੇ ਬਿਨਾਂ	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	ਇੱਕ ਸੇਵਾ, ਸੇਵਾ, ਉਹ ਸੇਵਾ	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ਠੀਕ ਹੈ, ਅਤੇ ਇਹ ਸੇਵਾ ਕਿਵੇਂ ਕੰਮ ਕਰਦੀ ਹੈ?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	ਮੈਂ ਦੇਖਦਾ ਹਾਂ ਕਿ ਕਿਤਾਬਚੇ ਵਿੱਚ ~ ਹੈ	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	ਬਹੁਤ ਸਾਰੇ ਪਤੇ	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	ਕਈ ਦੇਸ਼ਾਂ ਦੇ ਕਈ ਪਤੇ ਹਨ	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	ਠੀਕ ਹੈ, ਹਾਂ!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	ਤੁਹਾਡੇ ਨਿਪਟਾਰੇ 'ਤੇ	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	ਉਹ ਸਾਰੇ, ਉਹ ਸਾਰੇ	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	ਅਸਲ ਵਿੱਚ ਉਹ ਸਭ ਤੁਹਾਡੇ ਨਿਪਟਾਰੇ ਵਿੱਚ ਹਨ!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	ਮਤਲਬ, ਮਤਲਬ	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;ਮੇਰੇ ਨਿਪਟਾਰੇ ਵਿੱਚ&quot;, ਇਸਦਾ ਕੀ ਮਤਲਬ ਹੈ?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	ਮਤਲਬ ਕਿ ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	ਮਹਿਮਾਨ ਨੂੰ, ਇੱਕ ਮਹਿਮਾਨ, ਇੱਕ ਮਹਿਮਾਨ ਦੀ ਮੇਜ਼ਬਾਨੀ ਕਰਨ ਲਈ	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	ਤਿਆਰ ਹੈ, ਤਿਆਰ ਹੈ, ਤਿਆਰ ਹੋ ਜਾਓ!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ਉਹਨਾਂ ਪਤਿਆਂ 'ਤੇ ਲੋਕ ਤੁਹਾਡੀ ਮੇਜ਼ਬਾਨੀ ਕਰਨ ਲਈ ਤਿਆਰ ਹਨ	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	ਜਾਣਨਾ (ਇੱਕ ਵਿਅਕਤੀ), ਜਾਣਿਆ, ਜਾਣਿਆ ਜਾਣ ਲਈ	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	ਅਤੇ ਉਹਨਾਂ ਦੇ ਖੇਤਰ ਤੋਂ ਜਾਣੂ ਕਰਵਾਉਣ ਵਿੱਚ ਤੁਹਾਡੀ ਮਦਦ ਕਰਦੇ ਹਨ	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	ਮਤਲਬ ਕਿ ਲੋਕ ਤੁਹਾਡੀ ਮੇਜ਼ਬਾਨੀ ਕਰਨ ਅਤੇ ਮਦਦ ਕਰਨ ਲਈ ਤਿਆਰ ਹਨ	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	ਦਿਲਚਸਪ ਲੱਗਦਾ ਹੈ!	sounds interesting!	grupo	alternativoj	prononco
level	do	ਇਸ ਲਈ	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	ਕੋਈ ਹੋਰ ਐਸਪੇਰੈਂਟਿਸਟਾਂ ਦੇ ਘਰ ਰਹਿੰਦਾ ਹੈ, ਠੀਕ ਹੈ?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	ਪਾਸਪੋਰਟ ਸੇਵਾ ਦੇ ਨਾਲ ਕਈ ਤਜ਼ਰਬੇ	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	ਮੇਰੇ ਕੋਲ ਕਈ ਦਿਲਚਸਪ ਅਨੁਭਵ ਸਨ	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	ਮੈਂ ਇਸਨੂੰ ਤਿੰਨ ਮਹਾਂਦੀਪਾਂ 'ਤੇ ਵਰਤਿਆ ਹੈ	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(ਇਹ) ਮਾੜਾ ਕੰਮ ਕਰਦਾ ਹੈ	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	ਅਤੇ ਹੁਣ ਤੱਕ (ਇਸ) ਨੇ ਬਹੁਤ ਵਧੀਆ ਕੰਮ ਕੀਤਾ ਹੈ	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	ਮਹਾਨ! ਅਸੀਂ ਕਿੱਥੇ ਜਾ ਰਹੇ ਹਾਂ?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	ਇਸ ਲਈ, ਮੇਰੀ ਯੋਜਨਾ ਇਹ ਹੈ ਕਿ ਅਸੀਂ ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	ਆਇਆ, ਪਹੁੰਚਿਆ	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	ਇੱਕ ਸਫਲ ਯਾਤਰਾ ਦੇ ਬਾਅਦ	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	ਦੋ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਪਾਸਪੋਰਟ ਸੇਵਾ ਦੀ ਵਰਤੋਂ ਕਰਨ ਤੋਂ ਬਾਅਦ	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	ਉਹ ਇੱਕ ਸਫਲ ਯਾਤਰਾ ਤੋਂ ਬਾਅਦ ਪਹੁੰਚਦੇ ਹਨ	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	ਵੇਖੋ, ਵੇਖੋ!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	ਉੱਥੇ ਇੱਕ ਵੱਡਾ ਐਸਪੇਰਾਂਤੋ ਝੰਡਾ ਹੈ	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	ਟੈਕਸਟ ਦੇ ਨਾਲ ਇੱਕ ਚਿੰਨ੍ਹ &quot;IJK ਵਿੱਚ ਤੁਹਾਡਾ ਸੁਆਗਤ ਹੈ!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ਹਾਂ, ਅਤੇ ਇਸਦੇ ਹੇਠਾਂ ~ ਹੈ	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	ਹੂਰੇ!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	ਇਸ ਲਈ ਅਸੀਂ ਅੰਤ ਵਿੱਚ ਪਹੁੰਚ ਗਏ	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	ਮੈਂ ਬਹੁਤ ਥੱਕਿਆ ਹੋਇਆ ਹਾਂ ਅਤੇ ਭੁੱਖਾ ਹਾਂ	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	ਕੀ ਤੁਹਾਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਅਸੀਂ ਕਰ ਸਕਦੇ ਹਾਂ ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	ਕੁਝ ਖਾਣ ਲਈ	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	ਕੀ ਤੁਹਾਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਅਸੀਂ ਤੁਰੰਤ ਕੁਝ ਖਾ ਸਕਦੇ ਹਾਂ?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	ਮੈਨੂੰ ਸ਼ੱਕ ਹੈ ਕਿ	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	ਸਾਨੂੰ ਪਹਿਲਾਂ ਸਵੀਕਾਰ ਕੀਤਾ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	ਰਿਸੈਪਸ਼ਨ ਡੈਸਕ 'ਤੇ ਸਵੀਕਾਰ ਕੀਤਾ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	ਅਤੇ ਇਹ ਲੰਬੇ ਸਮੇਂ ਤੱਕ ਰਹਿ ਸਕਦਾ ਹੈ	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	ਮੇਰੇ ਤਜ਼ਰਬੇ ਵਿੱਚ ਲੰਬੇ ਸਮੇਂ ਲਈ ਰਹਿਣ ਲਈ	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	ਹਾਏ!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	ਕੀ ਇਹ ਰਿਸੈਪਸ਼ਨ ਲਈ ਲਾਈਨ ਹੈ?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	ਮੈਨੂੰ ਤਾਂ ਡਰ ਹੈ	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	ਕਰਨਾ ~ ਪੂਰੀ ਤਰ੍ਹਾਂ ਸੰਪੂਰਨ ਨਹੀਂ ਹੈ	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	ਸ਼ਾਮ ਨੂੰ ਪਹੁੰਚਣ ਲਈ ਬਿਲਕੁਲ ਸਹੀ ਹੈ	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	ਅਸੀਂ ਲੋਕਾਂ ਨਾਲ ਗੱਲਬਾਤ ਕਰ ਸਕਦੇ ਹਾਂ	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ਪਰ ਅਸੀਂ ਲਾਈਨ ਵਿੱਚ ਲੋਕਾਂ ਨਾਲ ਗੱਲਬਾਤ ਕਰ ਸਕਦੇ ਹਾਂ	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ਵੇਖੋ, ਮੈਂ ਰੂਸ ਦਾ ਇੱਕ ਦੋਸਤ ਵੇਖ ਰਿਹਾ ਹਾਂ!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	ਮੈਨੂੰ ਭੁੱਖ ਲੱਗੀ ਹੈ, ਮੈਂ ਖਾਣਾ ਚਾਹੁੰਦਾ ਹਾਂ	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	ਲਗਭਗ 2 ਘੰਟੇ ਬਾਅਦ	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	ਨਵੇਂ ਅਤੇ ਪੁਰਾਣੇ ਦੋਸਤਾਂ ਦੇ ਅਨੁਸਾਰ	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	ਸਥਾਨਕ ਕਾਂਗਰਸ ਕਮੇਟੀ	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	ਸਥਾਨਕ ਕਾਂਗਰਸ ਕਮੇਟੀ ਦਾ ਮੈਂਬਰ	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	ਜੀ ਆਇਆਂ ਨੂੰ, ਤੁਸੀਂ ਕੌਣ ਹੋ?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	ਕਿਸ ਦੇਸ਼ ਤੋਂ?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ਕੀ ਤੁਸੀਂ ਪਹਿਲਾਂ ਤੋਂ ਭੁਗਤਾਨ ਕੀਤਾ ਸੀ?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	ਕਿਰਪਾ ਕਰਕੇ ਦਿਖਾਓ	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	ਜੇਕਰ ਹਾਂ, ਤਾਂ ਕਿਰਪਾ ਕਰਕੇ ਰਸੀਦ ਦਿਖਾਓ	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	ਕੀ ਤੁਸੀਂ TEJO ਦੇ ਮੈਂਬਰ ਹੋ?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	ਇੱਕ ਬੂਥ 'ਤੇ ਇੱਕ ਮੈਂਬਰ ਬਣਨ ਲਈ	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	ਜੇਕਰ ਨਹੀਂ, ਤਾਂ ਤੁਸੀਂ ਅਗਲੇ ਬੂਥ 'ਤੇ ਸ਼ਾਮਲ ਹੋ ਸਕਦੇ ਹੋ	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	ਇੱਥੇ ਪੇਸ਼ਗੀ ਭੁਗਤਾਨਾਂ ਦੀਆਂ ਰਸੀਦਾਂ ਹਨ	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	ਮੈਂਬਰਸ਼ਿਪ ਕਾਰਡ ਅਤੇ ਸਾਡੇ ਪਾਸਪੋਰਟ	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	ਬਹੁਤ ਅੱਛਾ	very good	grupo	alternativoj	prononco
